"gene_id","FM2_5_1","FM2_5_2","FM2_5_3","FM2_5_4","FM2_5_5","FM2_5_6","R20291_1","R20291_2","R20291_3","R20291_4","R20291_5","R20291_6","Rv189_1","Rv189_2","Rv189_3","Rv189_4","Rv189_5","Rv189_6","Rv9_1","Rv9_2","Rv9_3","Rv9_4","Rv9_5","Rv9_6"
"gene-CDR20291_RS15520",221,340,216,40,52,41,236,701,1029,25,62,42,355,255,408,39,36,39,248,205,402,47,88,45
"gene-CDR20291_RS15525",12245,15465,10467,43,2894,40,1575,9327,13177,1735,3179,524,22558,6217,4452,33,48,37,665,2043,1397,1818,104,720
"gene-CDR20291_RS15530",42,31,35,6,9,11,3,347,395,11,10,16,66,59,114,6,6,6,232,79,88,17,14,13
"gene-CDR20291_RS01850",31252,40238,26792,6502,6835,6135,35026,27341,35653,4970,5051,5657,45182,34550,60098,5406,7703,3150,9445,37232,55667,5625,5812,6111
"gene-CDR20291_RS15535",536,696,586,221,500,188,758,1735,1945,219,199,227,628,828,1796,209,258,106,398,760,1290,225,156,306
"gene-CDR20291_RS15540",9833,12286,8438,3977,5550,3977,6207,15097,12162,3677,3044,6277,7177,23642,49169,4438,4998,3460,7622,9829,22594,3986,2386,6226
"gene-CDR20291_RS15545",413,504,417,71,53,69,330,524,436,62,72,80,453,1617,3044,67,94,40,187,538,6087,66,73,78
"gene-CDR20291_RS15550",36781,44531,20914,5141,3233,5027,25950,11706,15432,3442,5010,3707,32780,8862,13342,4014,6392,2088,3059,50693,38719,6365,8828,3623
"gene-CDR20291_RS15555",0,0,0,0,0,0,0,182,236,0,0,0,0,0,5,0,0,0,548,0,5,0,2,0
"gene-CDR20291_RS15560",25147,36111,21219,4018,2437,3085,16944,9308,11962,2388,3528,2302,25682,10574,10379,2806,4422,1331,1850,36876,34360,4568,5756,2475
"gene-CDR20291_RS15565",1984,2204,2235,264,460,197,1632,4397,4140,199,160,242,1571,1273,1934,265,213,248,2072,1883,1976,249,217,342
"gene-CDR20291_RS15570",16,36,17,2,4,2,10,101,86,8,13,3,25,31,31,2,8,4,18,34,37,5,49,5
"gene-CDR20291_RS15575",616,809,877,188,159,81,1048,351,452,189,125,275,850,1163,846,157,135,169,126,1032,1219,193,155,257
"gene-CDR20291_RS15580",31155,42173,46331,3843,3683,2778,22836,8161,9157,3759,2239,4437,25976,21199,19924,3687,3277,3706,2625,31669,18679,3558,2357,4165
"gene-CDR20291_RS00010",981,1042,554,138,124,150,909,1008,1628,88,94,128,1076,350,733,173,160,94,293,1041,746,147,120,142
"gene-CDR20291_RS00400",488,486,247,77,284,157,283,5623,8927,80,100,64,1273,685,1013,173,136,101,554,483,754,165,470,151
"gene-CDR20291_RS01855",92,141,77,14,112,44,101,1427,2039,21,29,17,398,110,206,29,63,16,1057,160,230,42,120,46
"gene-CDR20291_RS15585",5113,6683,5363,1253,1497,881,10979,4258,6201,1453,1127,1022,9565,4612,8545,1138,1202,505,1825,11102,13764,1818,674,1422
"gene-CDR20291_RS15590",4991,6106,4822,783,724,828,4411,5217,7683,710,733,695,5922,4341,5117,637,885,455,1635,7602,6408,760,772,688
"gene-CDR20291_RS15595",665,1171,834,177,129,147,905,886,977,129,86,70,1045,1070,1592,167,126,62,451,1031,1003,162,89,166
"gene-CDR20291_RS15600",193,193,112,49,50,60,303,405,525,53,39,57,347,177,322,47,94,24,84,267,363,66,33,60
"gene-CDR20291_RS15605",96006,127559,109837,14448,18289,9481,118576,19486,18547,11578,12047,12446,120915,52335,47486,10026,15254,11285,22770,123827,37748,11924,13791,15794
"gene-CDR20291_RS15610",1110,1467,1176,170,362,150,1639,4404,6494,193,247,139,1633,1142,1497,189,238,84,1359,1516,2856,240,240,249
"gene-CDR20291_RS15615",572,654,471,99,99,105,367,1660,2107,84,111,115,721,916,2037,103,108,87,854,690,1182,101,163,99
"gene-CDR20291_RS15620",328,410,193,48,231,89,378,1251,1887,64,108,52,427,330,729,87,131,34,211,459,913,125,92,92
"gene-CDR20291_RS15625",1241,1791,1046,253,337,337,1194,1816,2185,182,238,126,1490,653,1728,298,392,139,551,1550,1559,273,210,281
"gene-CDR20291_RS15630",982,1346,1115,437,327,262,1777,27154,27504,384,311,387,2614,1742,1411,419,471,225,38627,1516,2213,373,337,350
"gene-CDR20291_RS01860",8878,11611,9735,1805,2214,1592,12952,13177,15951,1720,2570,2031,14507,10632,11613,1843,2648,707,5214,12073,15486,1782,2202,1574
"gene-CDR20291_RS15635",885,921,475,1209,728,1096,5128,869,539,586,732,1063,7259,3008,5096,2103,1032,643,404,2473,1858,846,515,740
"gene-CDR20291_RS15640",369,463,347,33,42,50,272,305,316,39,46,39,336,147,258,46,39,18,120,597,332,32,54,13
"gene-CDR20291_RS15645",49,147,188,35,223,31,142,1678,1895,38,47,42,341,505,576,67,52,46,395,130,265,67,57,93
"gene-CDR20291_RS15650",1976,2302,3344,134,139,89,1890,1777,1830,120,96,247,1638,1713,1665,163,144,212,1329,2033,1361,129,92,263
"gene-CDR20291_RS15655",419,467,335,69,61,59,342,701,962,62,65,84,566,419,657,60,92,36,519,642,607,60,71,80
"gene-CDR20291_RS15660",456,387,264,45,49,78,317,364,565,54,87,52,414,105,271,45,71,40,72,539,361,67,121,59
"gene-CDR20291_RS15665",473,658,1428,11,95,11,450,295,294,170,14,291,567,1337,658,4,12,9,559,116,94,14,8,28
"gene-CDR20291_RS15670",102,151,239,27,77,30,213,771,1239,31,27,48,157,166,292,42,22,29,453,323,179,33,57,73
"gene-CDR20291_RS15675",307,348,315,35,62,43,447,812,972,38,62,50,460,176,395,53,58,42,315,427,386,54,65,50
"gene-CDR20291_RS15680",3988,5626,4345,269,200,211,729,1323,1016,184,178,405,734,1575,2540,217,242,245,678,1385,1736,208,175,469
"gene-CDR20291_RS01865",1856,2120,1315,382,371,360,2609,1538,2105,289,316,289,2978,1224,1776,331,537,221,544,2748,1817,376,286,336
"gene-CDR20291_RS15685",10079,13028,8318,6546,11828,6074,1829,14222,8399,1404,1663,2474,6065,13494,36257,6409,10224,3189,5677,9866,28286,6862,5383,8291
"gene-CDR20291_RS15690",1210,1263,732,606,259,730,1136,1800,3115,220,552,431,1536,995,1402,695,1076,249,336,1305,1257,618,921,334
"gene-CDR20291_RS15695",3112,4078,2798,871,353,612,3400,648,850,681,652,491,2995,2132,1978,596,1005,340,628,4055,3089,558,691,287
"gene-CDR20291_RS15700",89984,126898,116077,36446,48533,34640,20942,48535,30548,26270,26120,34133,39531,161327,264367,46900,43667,29323,21734,77037,200274,39505,25067,37275
"gene-CDR20291_RS15705",1166,1438,1163,242,163,251,595,1727,2565,153,162,164,943,1667,3089,171,145,102,510,950,900,133,326,163
"gene-CDR20291_RS15710",1311,1678,1266,161,187,181,742,1572,2376,107,137,125,1302,998,1233,206,187,122,668,1041,925,140,203,118
"gene-CDR20291_RS15715",90,118,80,27,13,25,40,240,186,16,33,14,166,61,201,27,33,17,11,134,76,33,34,19
"gene-CDR20291_RS15720",44,36,40,1,11,2,40,75,45,21,6,24,101,51,67,5,0,5,2,29,29,2,5,1
"gene-CDR20291_RS15725",3374,4433,3276,525,441,555,3458,3328,4266,520,423,510,3850,2399,3647,677,524,339,1447,4196,2924,500,449,369
"gene-CDR20291_RS15730",2621,3998,4594,334,329,255,1594,1931,2122,283,211,372,1973,2455,2331,339,280,334,1068,2455,1828,318,218,422
"gene-CDR20291_RS01870",105,133,83,12,10,18,67,4105,5740,15,15,13,94,74,108,15,11,12,2210,84,406,25,9,8
"gene-CDR20291_RS15735",19,58,42,20,8,16,55,38,96,4,5,8,17,34,24,13,10,8,20,48,19,7,10,5
"gene-CDR20291_RS15740",1921,2766,2245,202,301,250,795,2662,2983,191,154,105,1531,1313,2229,300,178,72,1127,1854,1172,187,148,160
"gene-CDR20291_RS15745",210,185,129,45,9,37,155,91,81,20,21,22,223,101,81,43,28,16,21,108,133,24,29,22
"gene-CDR20291_RS15750",135,233,293,35,62,41,151,665,739,17,43,34,236,269,333,87,84,28,316,178,321,41,52,44
"gene-CDR20291_RS15755",7492,10683,12890,790,2190,637,12402,11165,13178,1011,720,1830,10570,10570,9114,911,1033,1247,3324,9032,8256,934,703,2282
"gene-CDR20291_RS15760",253,258,213,45,42,46,273,793,1134,44,53,31,649,244,398,52,36,45,195,277,496,52,169,58
"gene-CDR20291_RS15765",188,216,241,16,23,23,119,385,415,26,27,12,227,160,138,20,6,16,110,306,201,16,41,20
"gene-CDR20291_RS15770",80,99,85,10,10,13,16,6605,7575,7,14,8,123,61,104,9,16,10,5957,77,413,10,36,19
"gene-CDR20291_RS15775",112,167,140,16,22,44,94,635,630,21,31,19,337,185,297,28,20,21,160,181,240,36,83,21
"gene-CDR20291_RS15780",74,146,113,15,34,7,96,108,173,26,20,6,106,89,76,8,34,3,11,119,100,11,21,7
"gene-CDR20291_RS01875",1695,2111,1407,203,341,271,1851,1052,1193,224,254,214,2250,937,1309,156,275,143,1225,1961,1293,181,128,259
"gene-CDR20291_RS15785",94233,111632,92693,9712,5031,7718,69585,21456,26181,8568,7738,7252,81815,50654,43589,6707,11096,5864,10903,88343,64733,7384,7993,5015
"gene-CDR20291_RS15790",350,521,309,60,253,42,207,1380,1551,29,62,168,565,1516,3567,94,88,40,916,382,1012,87,68,235
"gene-CDR20291_RS15795",382,363,139,53,141,170,431,3931,7228,59,150,30,1545,187,1359,115,70,31,840,515,1245,203,384,94
"gene-CDR20291_RS15800",5045,6842,4925,1192,1311,1109,7094,2580,4075,1094,1064,1322,9112,4458,5632,970,1427,751,687,6878,5561,897,1254,1117
"gene-CDR20291_RS15805",7550,8698,4077,71,122,70,2065,314,432,174,344,578,4405,1058,1181,722,117,283,44,1484,1283,713,883,604
"gene-CDR20291_RS15810",2500,3032,2613,286,220,354,1750,2574,2658,302,230,313,1985,1659,2602,356,337,249,954,2715,2211,309,271,301
"gene-CDR20291_RS15815",761,1167,636,20,24,14,294,61,143,46,59,116,740,397,210,95,26,35,21,263,313,93,130,110
"gene-CDR20291_RS15820",844,1088,829,150,192,136,1428,3115,3845,143,137,94,1496,578,1346,157,200,126,519,1359,1928,165,160,183
"gene-CDR20291_RS15825",711,1207,3844,58,44,16,169,1783,1930,85,37,163,784,7097,406,71,34,38,137,722,1418,84,79,84
"gene-CDR20291_RS15830",348,504,400,59,62,64,1897,837,976,167,308,262,693,483,527,47,52,60,190,662,710,42,65,68
"gene-CDR20291_RS01880",265,355,335,37,41,36,198,659,1244,57,71,60,300,290,271,37,67,26,213,274,244,52,59,30
"gene-CDR20291_RS15835",5752,6269,4595,815,1021,1014,7182,8305,10611,870,839,836,8163,3429,6048,741,1227,623,7110,7096,5048,804,805,862
"gene-CDR20291_RS15840",4,19,55,2,0,3,12,57,33,4,0,6,17,70,12,1,1,1,2,8,16,1,1,4
"gene-CDR20291_RS15845",3649,5550,5159,526,401,424,3660,3369,3857,445,351,459,4296,2453,3611,478,438,421,3056,4670,3379,513,302,634
"gene-CDR20291_RS15850",1344,1601,1184,170,143,194,326,22286,26459,70,151,34,1776,20921,43508,188,82,94,14519,751,2138,165,188,99
"gene-CDR20291_RS15855",1049,1185,1123,102,204,97,1179,3339,3889,143,136,173,1371,760,1140,162,128,111,1764,1157,1072,155,135,175
"gene-CDR20291_RS15860",707,891,628,179,296,170,1036,1114,1595,196,253,198,983,669,1217,220,258,129,626,1004,1583,265,150,301
"gene-CDR20291_RS15865",174,190,106,13,9,21,122,148,199,22,44,27,172,24,110,8,42,14,84,247,182,16,17,21
"gene-CDR20291_RS15870",287,265,167,48,59,78,391,139,161,66,64,30,309,96,134,20,60,10,151,323,239,39,37,24
"gene-CDR20291_RS15875",7326,10077,10280,652,626,596,4084,19733,24575,628,531,713,7549,4246,4294,916,633,468,11080,7610,5778,679,1005,630
"gene-CDR20291_RS15880",333,424,283,27,26,38,278,1157,1298,52,47,46,235,130,220,39,39,28,194,470,243,35,42,48
"gene-CDR20291_RS01885",292,468,331,69,116,68,314,127,198,61,67,61,508,182,250,37,118,47,195,418,290,47,38,94
"gene-CDR20291_RS15885",111,156,117,6,11,10,56,240,299,14,22,16,136,104,111,14,12,17,69,115,121,10,36,11
"gene-CDR20291_RS15890",802,1184,650,186,271,202,1128,1625,2331,147,141,143,1638,788,1467,226,266,129,895,890,1213,169,196,263
"gene-CDR20291_RS15895",2673,4605,4361,606,251,535,1335,1327,1428,393,270,361,2449,4263,3103,640,485,494,613,2380,2736,467,357,409
"gene-CDR20291_RS15900",43,45,31,11,7,15,20,97,91,6,12,15,69,46,49,9,8,2,14,67,62,14,17,9
"gene-CDR20291_RS15905",147,135,205,32,28,32,83,7246,12826,21,23,9,155,129,164,8,17,12,4078,128,1328,20,52,13
"gene-CDR20291_RS15910",15,69,58,9,14,10,32,121,203,9,8,10,109,110,82,18,16,9,127,70,63,16,12,18
"gene-CDR20291_RS15915",333,333,225,36,20,47,292,294,338,43,72,38,328,109,193,33,59,30,264,452,322,46,74,34
"gene-CDR20291_RS15920",6738,8316,7000,752,901,648,6563,9084,10150,853,795,1015,6129,3363,5253,621,805,699,4458,8186,5850,717,726,1013
"gene-CDR20291_RS15925",11943,14547,10146,1494,966,1357,20588,1998,2837,1608,2042,1383,19386,6760,7511,1057,1783,1084,618,16141,4906,1564,2028,1508
"gene-CDR20291_RS15930",114,109,69,9,3,9,53,64,99,12,15,7,135,25,56,8,19,5,43,119,83,9,12,3
"gene-CDR20291_RS01890",3076,4080,3511,491,189,431,552,654,1295,71,97,72,2645,2995,4257,339,454,377,970,5101,4307,498,670,454
"gene-CDR20291_RS15935",367,614,485,117,85,113,571,513,774,100,82,67,625,480,510,127,126,65,408,588,682,92,110,104
"gene-CDR20291_RS15940",7979,10082,6385,1908,1404,2010,11266,8988,12772,1479,1131,1459,12258,9962,12981,1235,1798,995,3360,11458,18048,1655,1396,1636
"gene-CDR20291_RS15945",170168,234457,198503,20805,6790,10502,30939,37885,21837,10459,8064,13937,214894,147945,150059,9672,13083,5122,41848,191277,165027,17072,11744,28738
"gene-CDR20291_RS15950",850,1020,763,199,100,133,861,742,827,158,159,148,1024,676,549,176,178,61,215,910,947,171,171,86
"gene-CDR20291_RS15955",7977,9092,6264,2851,3774,3059,7919,13110,8779,2961,2027,3595,7028,8737,28124,2498,3913,2400,6041,9176,11070,2493,2130,3823
"gene-CDR20291_RS15960",41,68,61,8,12,11,61,62,44,12,8,7,87,37,54,8,15,4,32,86,82,15,5,9
"gene-CDR20291_RS15965",800,1256,778,187,229,168,225,918,1046,120,147,204,304,648,1451,169,192,122,476,474,457,153,106,234
"gene-CDR20291_RS15970",559,737,630,112,97,69,524,209,165,97,53,107,886,528,466,183,131,107,97,456,257,58,38,90
"gene-CDR20291_RS15975",596,921,729,291,563,277,672,2062,1927,285,238,164,781,1614,4213,245,400,66,841,1017,1139,318,167,364
"gene-CDR20291_RS15980",1268,1498,1207,266,307,250,2018,867,1116,249,183,178,1907,1216,1383,238,328,181,180,1216,1693,278,185,291
"gene-CDR20291_RS01895",29244,37331,17547,29,6140,52,2269,6405,11520,3880,13013,1268,54059,17759,6802,19,33,12,205,3584,2936,4714,45,1364
"gene-CDR20291_RS15985",87,151,183,30,52,16,64,52,127,21,27,28,188,96,66,24,41,26,72,99,109,27,20,34
"gene-CDR20291_RS15990",1884,2562,1643,425,1205,476,2784,3474,5669,375,446,283,3395,1618,3213,514,670,301,1504,2935,2871,504,367,675
"gene-CDR20291_RS15995",17928,21860,14531,3565,3266,3720,20116,15721,21022,2983,2538,3449,23506,17999,32260,3194,3660,1931,7152,21735,29628,3370,3001,3375
"gene-CDR20291_RS16000",46,49,46,21,28,22,46,5894,7955,31,24,21,88,96,205,16,19,19,4719,79,515,30,35,35
"gene-CDR20291_RS16005",354,578,373,82,80,92,278,454,499,50,72,38,589,246,626,70,101,18,56,534,618,92,54,41
"gene-CDR20291_RS16010",3,7,6,2,2,6,2,1134,855,0,2,2,7,11,21,0,1,1,498,16,41,1,6,2
"gene-CDR20291_RS16015",3,13,15,5,8,6,10,2644,2360,4,2,2,26,26,31,2,1,7,1442,11,47,4,20,4
"gene-CDR20291_RS16020",1122,1566,756,254,219,237,1389,1163,1539,182,159,131,1486,563,1484,240,283,98,421,1396,1580,229,149,121
"gene-CDR20291_RS16025",527,782,684,65,39,98,436,1558,1902,82,65,76,636,636,621,92,42,48,345,780,1128,103,98,68
"gene-CDR20291_RS16030",712,1099,1259,120,218,86,1082,803,1362,151,73,287,927,747,991,125,167,221,257,951,781,163,95,273
"gene-CDR20291_RS01905",852,978,734,125,117,127,423,1260,1963,79,102,70,871,560,870,119,122,74,466,1047,1021,144,215,116
"gene-CDR20291_RS16035",1311,1475,1763,178,980,326,1735,18899,26923,308,362,349,3251,3670,3680,505,161,349,3844,1200,3887,453,1095,620
"gene-CDR20291_RS16040",52,91,78,10,15,4,67,108,115,17,14,18,52,35,58,7,13,3,130,139,59,12,2,17
"gene-CDR20291_RS16045",102,114,88,9,8,16,116,218,357,7,9,4,123,39,174,8,14,3,67,127,137,13,6,13
"gene-CDR20291_RS16055",771,933,869,118,67,103,617,1617,2083,122,151,102,807,595,728,82,128,80,560,1010,1252,83,166,117
"gene-CDR20291_RS16060",133,170,164,20,25,12,140,99,101,29,13,43,104,98,103,15,15,27,19,150,84,25,17,31
"gene-CDR20291_RS16065",972,999,662,112,142,127,1038,1523,2039,180,165,149,961,511,792,104,147,77,574,1395,1298,126,193,116
"gene-CDR20291_RS16070",47,69,66,6,11,5,25,32,59,10,14,9,41,36,43,5,11,12,0,14,48,6,8,11
"gene-CDR20291_RS16075",99,113,63,15,21,15,48,212,194,8,22,5,163,45,157,17,21,2,97,50,90,15,13,17
"gene-CDR20291_RS16080",173,332,217,33,25,45,160,475,500,39,69,61,276,230,289,50,47,33,99,219,283,45,69,34
"gene-CDR20291_RS16090",275,399,441,51,31,60,325,1423,2825,39,64,43,529,441,552,71,22,42,79,355,1419,100,135,35
"gene-CDR20291_RS00405",0,2,3,0,0,0,7,2,17,3,0,0,3,10,7,0,1,0,0,7,0,0,1,0
"gene-CDR20291_RS01910",29892,32369,15359,32,6225,66,2134,8252,12986,3675,11910,1210,52954,13622,6253,21,37,16,349,3273,2721,4801,50,1293
"gene-CDR20291_RS16095",9382,11958,9403,1741,2083,1555,9899,9508,13922,1560,1800,1401,11515,7375,9123,1498,1882,781,3504,11714,10025,1638,1636,1621
"gene-CDR20291_RS16100",1233,1591,1265,333,293,309,1001,2458,3060,250,292,325,1382,1744,2497,301,362,268,601,1444,2163,280,277,366
"gene-CDR20291_RS16105",4297,4883,3547,921,802,882,4032,4677,7070,669,700,619,4741,2822,7187,729,1018,473,1153,5653,6380,870,715,891
"gene-CDR20291_RS16115",94,180,163,19,51,34,155,171,265,19,17,10,159,41,201,28,31,11,45,261,163,36,20,50
"gene-CDR20291_RS16120",2094,1955,1444,210,316,187,3650,1785,2644,207,160,264,2703,562,1659,176,232,175,1491,2411,2992,260,158,263
"gene-CDR20291_RS16125",942,1149,1160,453,371,544,2778,10565,11071,584,914,427,3896,1394,1134,205,806,259,21094,2879,1687,514,733,614
"gene-CDR20291_RS16130",1635,2412,2354,388,624,301,2290,5471,6326,329,255,351,3201,2205,2532,379,405,391,4105,2705,2981,420,230,543
"gene-CDR20291_RS16135",17778,21211,18075,3090,2069,3534,4559,175722,206792,1368,2174,1562,17030,229054,312934,2188,1408,1569,127338,9249,16151,1722,3551,1395
"gene-CDR20291_RS16140",133,109,137,61,57,39,306,1219,1520,75,106,45,329,162,88,19,87,41,2314,277,204,52,79,76
"gene-CDR20291_RS16145",509,896,814,116,135,112,315,1757,1679,118,100,75,1307,4734,5293,167,118,71,5769,771,1208,134,149,188
"gene-CDR20291_RS01915",55059,82102,101369,9760,20916,4841,2204,24974,32628,378,281,455,47504,46398,31804,7770,4928,8296,8357,3060,6370,1088,1306,1506
"gene-CDR20291_RS16150",3502,3528,2478,505,744,931,2444,10924,22203,291,647,346,12317,5709,8305,748,615,445,1718,3076,5131,552,1873,496
"gene-CDR20291_RS16155",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-CDR20291_RS16160",166545,191627,133535,76484,73145,72072,50311,275500,182730,44828,46274,65584,89585,395714,956759,87360,87823,47441,193622,111141,476228,68635,41724,86066
"gene-CDR20291_RS16165",1732,2171,1497,331,445,573,1404,5531,10191,194,360,186,5860,2989,4242,447,329,293,1118,1675,3036,407,989,243
"gene-CDR20291_RS16170",77,127,104,25,17,16,74,739,1315,8,25,19,140,115,154,13,16,17,162,134,78,16,58,26
"gene-CDR20291_RS16175",20,7,2,3,0,12,14,17,14,3,4,1,140,33,54,2,2,2,22,20,40,9,11,7
"gene-CDR20291_RS16180",395,516,244,62,180,108,761,586,839,61,80,47,766,142,443,113,150,25,159,477,481,86,59,100
"gene-CDR20291_RS16185",0,0,2,0,0,0,3,2,0,0,1,0,6,4,1,0,0,0,0,0,4,1,0,1
"gene-CDR20291_RS16190",454,521,347,97,162,99,635,326,385,57,86,43,746,226,348,139,132,34,112,474,370,97,47,83
"gene-CDR20291_RS16195",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-CDR20291_RS01920",1312,1425,918,88,95,89,794,1623,2234,90,85,53,1150,392,919,89,76,40,1066,1206,974,92,137,81
"gene-CDR20291_RS16205",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-CDR20291_RS16210",27025,32020,27847,3736,3111,3637,55108,39603,44349,5470,5299,6317,33875,17433,20374,2389,5126,1580,16349,51849,31063,3653,4538,4503
"gene-CDR20291_RS16215",747,1333,1351,297,486,245,953,3320,2852,178,169,290,1339,2295,3408,297,285,234,3909,1245,2600,333,139,740
"gene-CDR20291_RS16220",71728,81107,57912,11131,7689,10852,112409,87314,100363,11749,9933,13115,122080,49726,71763,6839,11357,4970,50869,159178,83312,9981,7629,8028
"gene-CDR20291_RS16225",170,128,78,17,14,30,173,271,354,26,67,20,293,136,186,15,21,14,89,172,258,18,225,23
"gene-CDR20291_RS16230",2304,2954,4205,109,222,92,1022,10016,13174,109,138,129,974,2233,3109,160,79,145,8771,2516,3176,149,103,179
"gene-CDR20291_RS16235",36263,52786,37795,16776,4900,13396,33516,22207,28457,7411,6243,7061,68600,65489,75485,16194,12826,14542,26283,54769,93204,8598,8768,16895
"gene-CDR20291_RS16245",10290,10476,5150,2213,2850,2594,13243,8380,11710,1737,1863,2035,14673,6341,21973,2109,3047,891,3167,11678,16795,1968,2027,2062
"gene-CDR20291_RS16250",2024,2718,1804,336,466,291,2263,1689,2095,286,362,241,2182,985,1717,224,460,170,657,2894,2002,301,300,290
"gene-CDR20291_RS16255",1309,1825,1362,301,286,282,1019,2236,2294,240,159,231,1681,1486,1844,305,423,188,462,1433,1507,343,266,268
"gene-CDR20291_RS01925",96,74,68,25,66,16,61,651,483,29,17,84,68,76,81,35,28,104,330,73,108,40,24,83
"gene-CDR20291_RS16260",5124,6357,4296,835,727,772,5106,1973,3039,820,944,745,4880,2580,2994,590,1166,582,807,7188,3865,813,1018,582
"gene-CDR20291_RS16265",9402,12252,11486,1455,1289,1228,10461,6574,7729,1534,1872,1512,12666,11190,10942,1313,1826,835,3110,12077,14074,1369,1584,1212
"gene-CDR20291_RS16270",135,217,122,34,34,31,192,869,907,22,24,28,286,353,287,21,43,30,591,249,229,23,41,32
"gene-CDR20291_RS16275",136,246,206,37,44,44,238,195,326,37,66,38,411,221,199,21,36,20,133,239,174,42,53,55
"gene-CDR20291_RS16280",1074,1428,1286,303,163,216,1260,919,1102,168,248,217,1544,1051,1175,253,315,154,353,1417,984,267,254,174
"gene-CDR20291_RS16285",12,25,12,2,3,0,15,27,30,4,11,2,20,8,7,8,1,2,9,29,12,0,4,1
"gene-CDR20291_RS16290",112572,153206,103809,21843,10306,16682,19995,16829,22341,2556,2859,2832,63156,77251,88443,10836,17319,7572,26121,187825,165009,20296,27027,12607
"gene-CDR20291_RS16295",45010,45296,46478,4923,7611,6499,44951,132262,130218,8755,13078,21844,55764,41909,48268,4570,9097,6782,27048,87313,66829,6467,13099,12908
"gene-CDR20291_RS16300",2632,3886,3337,219,249,169,2291,1225,1812,239,135,265,2260,1800,2419,208,164,288,556,3314,2797,254,142,221
"gene-CDR20291_RS16305",1318,2048,1476,272,365,265,1583,2274,2676,240,184,236,2057,1256,2275,329,312,185,641,2126,2090,279,141,328
"gene-CDR20291_RS01930",433,435,318,49,47,47,258,528,792,27,52,40,460,193,443,36,29,47,231,300,367,51,67,41
"gene-CDR20291_RS16310",1594,2844,2722,540,553,353,2533,2025,2378,478,373,546,2840,5364,4262,503,539,409,586,2764,3788,569,334,640
"gene-CDR20291_RS16315",358,262,243,19,34,14,150,163,129,31,55,93,223,111,155,12,28,17,63,374,215,23,26,65
"gene-CDR20291_RS16320",973,1603,1399,561,280,549,583,3424,3768,546,462,348,1055,7296,8251,608,585,256,1897,1191,2722,627,568,570
"gene-CDR20291_RS16325",5591,6868,4279,1885,665,2111,3467,10069,12970,1703,1465,1568,4851,13868,29766,1648,1696,1186,6593,5179,13842,1920,1630,1444
"gene-CDR20291_RS16330",627,960,580,191,255,243,830,1872,2578,136,145,100,1368,1093,1322,206,179,72,301,550,1422,200,338,147
"gene-CDR20291_RS16335",1238,1646,1795,126,94,101,1135,759,1124,105,90,125,977,1111,1446,118,106,200,679,1832,1685,113,95,117
"gene-CDR20291_RS16340",357,522,383,71,164,71,641,1391,1556,75,41,69,567,470,782,116,85,56,484,562,919,104,53,121
"gene-CDR20291_RS16345",8355,11901,11518,1319,1297,1102,15372,20105,21511,1905,1076,2179,12612,7379,8721,1385,1419,1380,5780,14525,17617,1862,1369,3026
"gene-CDR20291_RS16350",434,590,465,75,86,77,490,656,986,89,78,115,514,398,684,64,96,65,222,490,453,90,80,108
"gene-CDR20291_RS16355",552,585,443,118,104,116,648,1375,1706,137,224,150,1121,414,577,55,163,63,2039,747,764,123,108,127
"gene-CDR20291_RS01935",7335,8627,5867,705,629,848,5428,11443,15218,672,862,639,6956,5442,9933,703,902,394,7376,7892,11066,657,942,593
"gene-CDR20291_RS16360",8603,6437,12441,190,144,202,4688,5497,3298,151,121,495,2268,6959,4321,55,207,438,4453,2234,4777,178,149,352
"gene-CDR20291_RS16365",240,308,497,37,11,26,148,348,389,20,25,45,240,622,364,28,39,18,177,162,271,25,68,22
"gene-CDR20291_RS16370",2685,3117,2365,457,538,469,3538,5152,8625,396,419,507,4493,2637,3655,325,576,360,1257,3707,6084,393,568,482
"gene-CDR20291_RS16375",13425,15525,13142,2109,2039,2127,9150,19014,26989,1333,1748,1502,18805,12536,16031,1832,2249,1641,8659,13607,13571,1636,3081,1526
"gene-CDR20291_RS16380",560,998,943,86,164,52,489,1159,1288,103,75,79,846,863,672,101,79,59,470,774,1111,96,55,146
"gene-CDR20291_RS16385",3297,4967,5730,432,475,433,5371,3844,4876,545,613,583,3096,2491,3388,543,427,280,1562,5329,6673,720,338,857
"gene-CDR20291_RS16390",4667,6018,4196,633,291,709,6643,4954,7486,581,353,454,7595,3167,3401,550,729,394,1738,8592,6643,640,555,556
"gene-CDR20291_RS16395",690,867,630,218,254,214,937,1169,1352,207,177,114,1202,1015,2544,193,272,67,227,1189,1328,217,134,274
"gene-CDR20291_RS16400",95,113,97,17,29,31,98,106,253,10,13,9,115,36,51,12,23,25,32,123,217,17,9,33
"gene-CDR20291_RS16405",2356,2975,2383,350,591,427,1876,4093,4726,415,413,307,3049,2429,2488,473,503,237,1820,3443,3379,357,917,362
"gene-CDR20291_RS01940",1106,1437,825,169,605,184,979,7667,7769,157,151,305,1973,4623,9832,236,201,108,6131,1283,3816,222,196,585
