"gene_id","FM2_5_1","FM2_5_2","FM2_5_3","FM2_5_4","FM2_5_5","FM2_5_6","R20291_1","R20291_2","R20291_3","R20291_4","R20291_5","R20291_6","Rv189_1","Rv189_2","Rv189_3","Rv189_4","Rv189_5","Rv189_6","Rv9_1","Rv9_2","Rv9_3","Rv9_4","Rv9_5","Rv9_6"
"gene-CDR20291_RS01320",146,240,172,28,19,35,114,129,138,27,23,34,237,126,179,23,37,12,42,233,127,17,27,28
"gene-CDR20291_RS10260",912,1152,753,105,154,128,870,1422,2144,105,130,138,889,616,1009,125,150,75,273,1065,831,113,117,132
"gene-CDR20291_RS10265",13237,17261,10042,2957,2046,2878,10541,3446,5483,2341,2537,1870,16540,8336,8016,2353,5265,1382,1153,13085,9362,2012,2595,1398
"gene-CDR20291_RS10270",1755,2284,2500,209,358,191,1536,5530,7084,191,174,220,1631,1852,3260,372,265,263,3349,1803,2369,289,146,317
"gene-CDR20291_RS10275",3948,4990,4682,443,619,375,3680,8933,11991,371,348,283,4558,2412,2835,281,526,318,3141,4206,6428,412,531,389
"gene-CDR20291_RS10280",9146,10917,8835,1024,1002,865,10351,11212,12710,1183,1239,1347,9800,5092,7701,870,1346,693,2987,15274,12085,1238,1278,1119
"gene-CDR20291_RS10285",500,576,674,206,165,211,1280,4748,4990,305,489,191,1804,881,703,116,426,139,10172,1374,804,182,390,304
"gene-CDR20291_RS10290",6894,8880,8058,738,540,441,6260,8276,9016,758,802,1067,6641,4190,5162,642,638,501,1914,10022,8494,786,815,749
"gene-CDR20291_RS10295",18770,22737,14941,2374,1655,1268,11135,30515,31476,1863,1653,3255,26604,13984,16359,2888,1256,1684,48597,40842,8664,2208,2457,2460
"gene-CDR20291_RS10300",231,194,160,27,18,25,282,441,631,23,23,35,186,132,230,31,25,16,73,297,275,44,33,34
"gene-CDR20291_RS10305",209,310,158,71,96,64,177,912,830,21,43,33,273,302,818,84,57,19,389,322,349,66,27,103
"gene-CDR20291_RS01325",184,168,124,57,35,47,103,2083,3100,38,70,64,215,154,289,36,48,41,101,142,290,51,69,58
"gene-CDR20291_RS10310",18,35,37,7,9,5,38,100,130,8,10,3,38,44,53,3,3,5,53,33,24,5,4,7
"gene-CDR20291_RS10315",421,618,611,83,79,78,353,619,981,44,59,86,410,369,472,81,79,42,231,568,617,71,49,88
"gene-CDR20291_RS10320",25113,25888,22745,31558,11080,28873,21074,148039,117461,21105,17859,30227,36381,191792,302044,50364,30295,10224,127801,22203,37084,40128,18290,35020
"gene-CDR20291_RS10325",8488,12149,8395,16745,5888,17000,7639,57750,47570,12093,9946,15759,14361,66922,118522,30615,18511,4822,43814,9269,15580,22376,11240,17384
"gene-CDR20291_RS10330",253,410,301,22,22,34,130,249,395,19,24,36,196,81,165,29,29,35,153,348,288,40,8,35
"gene-CDR20291_RS10335",1,3,0,2,0,0,0,23,10,0,3,2,56,7,4,3,0,1,1,25,4,2,5,1
"gene-CDR20291_RS10340",2683,3774,2294,396,314,320,2956,196,131,294,298,180,2998,898,1036,260,348,153,65,3383,739,302,292,256
"gene-CDR20291_RS10345",12702,16412,17361,3368,8478,2686,10206,29208,27111,2499,1926,4231,14441,23700,30872,4492,4154,3952,12914,10916,17060,3543,2125,6235
"gene-CDR20291_RS10350",4216,5121,3198,637,1011,859,5386,13089,15948,587,748,587,7746,4382,7707,863,877,424,5457,4798,11522,774,1100,816
"gene-CDR20291_RS10355",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-CDR20291_RS01330",1646,2127,1989,264,236,201,3067,2456,3522,335,344,365,2679,1614,1641,206,329,159,479,2860,2197,286,336,344
"gene-CDR20291_RS10360",31461,38550,30257,3887,3350,3733,36871,27494,40118,3505,3230,3264,32534,16168,21582,3950,4402,1890,6923,34604,28071,3269,3898,2712
"gene-CDR20291_RS10365",3463,3937,3186,437,643,369,3428,6940,10217,319,364,344,4447,1887,2628,328,464,298,3061,3852,3787,335,407,450
"gene-CDR20291_RS10370",80,80,75,14,13,15,39,3542,3149,5,7,9,89,56,92,9,34,17,3201,58,253,7,3,17
"gene-CDR20291_RS10375",547,809,590,90,322,131,562,7339,10773,141,115,121,992,740,865,109,148,77,4512,768,1448,109,158,187
"gene-CDR20291_RS10380",8940,10951,10983,814,2786,675,9041,22170,28287,892,716,1546,10069,8389,11038,1198,972,1541,8092,9708,13845,1200,789,2009
"gene-CDR20291_RS10385",16987,22430,18442,2375,2931,1754,22607,15629,18649,2372,1588,2976,18896,11418,17793,2268,2250,2830,4900,21208,19068,2411,1528,3302
"gene-CDR20291_RS10390",1749,2825,2077,503,424,414,3132,1247,1802,486,405,411,2631,2097,3674,321,488,447,78,2841,4304,498,344,485
"gene-CDR20291_RS10395",14546,19807,14976,2330,2343,2237,17442,21634,30291,2424,2772,2219,21707,15459,17437,2303,2853,1637,6465,18882,21073,2211,4218,1930
"gene-CDR20291_RS10400",484,656,393,88,86,69,1966,94,70,40,63,59,825,631,487,37,144,37,77,1562,935,73,76,68
"gene-CDR20291_RS10405",2980,3588,2651,524,496,321,2412,4846,6100,456,518,374,4053,2614,3236,375,507,291,1356,3569,5831,360,701,314
"gene-CDR20291_RS01335",5670,6108,3349,516,328,579,2425,3751,5391,364,511,418,2934,1021,1770,378,575,324,1547,5574,3152,322,600,228
"gene-CDR20291_RS10410",182,156,109,25,52,38,65,1139,2120,23,48,26,374,190,254,30,30,17,112,188,259,26,67,40
"gene-CDR20291_RS10415",381,464,383,44,86,36,321,3766,3669,27,23,34,334,198,233,69,44,19,3985,297,361,29,23,75
"gene-CDR20291_RS10420",60,93,22,12,17,36,65,714,716,13,12,7,147,63,109,24,15,9,443,133,97,28,19,13
"gene-CDR20291_RS10425",457,571,275,66,102,121,237,1238,1279,49,48,89,574,233,570,121,104,83,905,411,332,58,81,93
"gene-CDR20291_RS10430",15872,19173,14103,3447,3475,3319,8584,22349,18012,2320,2410,3500,11157,16018,27295,3496,3702,2725,12956,11071,13041,2487,2351,3327
"gene-CDR20291_RS10435",503,773,617,201,118,171,777,1165,1647,145,149,144,1104,983,761,161,234,115,210,830,792,201,159,164
"gene-CDR20291_RS10440",218,241,219,59,25,40,286,281,441,48,52,48,316,262,589,81,76,52,42,296,290,69,41,79
"gene-CDR20291_RS10445",9787,13097,10323,2942,2770,2401,6289,12354,13239,2083,2121,2367,8581,14379,22248,2843,3165,1576,6302,7769,11707,2145,2242,2478
"gene-CDR20291_RS10455",215,389,303,62,68,88,256,408,637,42,73,28,368,229,455,78,64,23,79,415,560,72,56,55
"gene-CDR20291_RS10460",2890,3990,2904,552,409,478,2792,5213,6841,645,500,635,3155,1745,2997,456,651,364,1066,4697,5524,589,578,682
"gene-CDR20291_RS01340",35099,49472,39369,7681,3028,5527,29116,19073,20570,5452,8201,4758,56093,50502,25629,4024,8845,2401,3922,39947,93002,6750,12525,3878
"gene-CDR20291_RS10465",6692,8612,6166,1245,959,1008,6790,8623,11554,1108,947,1272,6807,4273,7033,843,1368,773,1712,9897,9029,1071,1201,1282
"gene-CDR20291_RS10470",15653,16551,9799,4996,6943,4759,32124,24895,28777,5024,5446,4461,36438,15026,28857,4588,8184,2209,18306,20532,30497,4832,4851,5121
"gene-CDR20291_RS10475",153,271,181,39,47,47,160,510,494,39,58,38,274,152,260,26,57,17,79,315,217,40,41,44
"gene-CDR20291_RS10480",354,594,377,108,215,81,203,8279,7840,71,62,8,535,353,925,156,156,58,2994,594,388,135,78,146
"gene-CDR20291_RS10485",8301,9705,6438,1357,1388,1852,13215,11202,12203,1920,2557,2207,9296,5598,12429,1674,2412,722,5186,16199,13290,1854,1889,1649
"gene-CDR20291_RS10490",3,0,0,0,0,0,1,16,3,0,4,0,37,8,11,1,1,0,26,2,10,0,2,1
"gene-CDR20291_RS10500",62031,92096,89478,10623,24459,8275,69246,35719,24255,10443,5767,22697,55527,68987,114010,12598,11034,18747,14666,76380,84403,12680,5015,28321
"gene-CDR20291_RS10505",3185,4081,3096,910,1072,810,2327,2789,3120,581,819,747,3552,3231,6051,855,1223,469,1426,3096,3872,755,706,978
"gene-CDR20291_RS10510",6,14,3,0,1,1,14,1326,1451,1,5,1,2,15,7,0,0,2,20,4,11,5,7,9
"gene-CDR20291_RS10515",226,226,159,34,42,24,150,22998,25700,32,130,54,245,195,335,44,37,113,895,180,300,124,178,150
"gene-CDR20291_RS00005",1782,2111,1484,275,293,256,1799,1167,1476,238,171,340,2035,1249,1533,257,285,298,806,2063,1836,250,203,263
"gene-CDR20291_RS00120",2378,3131,2451,1922,5045,1678,863,20185,12298,1074,491,3194,2177,19881,43146,2262,1507,2101,5272,2017,5828,1605,586,4876
"gene-CDR20291_RS01345",6316,8572,5564,1229,1444,1209,9262,7165,9841,1156,1843,1376,10912,8206,8444,1295,2036,459,2271,8718,10443,1133,1668,1097
"gene-CDR20291_RS10520",71,43,76,8,15,5,43,126,120,9,6,9,32,36,38,11,21,7,65,43,46,14,12,9
"gene-CDR20291_RS10525",6172,7066,6316,339,740,454,4260,8384,12012,419,307,629,4273,1827,2876,392,386,559,2805,4927,3304,417,420,623
"gene-CDR20291_RS10530",831,991,561,124,51,285,1129,1764,2316,112,101,148,654,302,673,98,79,80,138,1330,868,170,163,115
"gene-CDR20291_RS10535",460,680,694,72,146,80,524,2412,4188,83,71,86,592,588,717,98,73,119,437,690,734,61,97,87
"gene-CDR20291_RS10540",165,116,91,19,8,32,130,1213,1415,21,17,28,274,115,189,23,24,5,191,211,423,23,40,22
"gene-CDR20291_RS10550",92,43,48,7,18,31,24,579,366,9,18,21,144,186,222,13,10,26,527,44,135,7,32,34
"gene-CDR20291_RS10560",12,11,1,0,2,0,0,50,68,2,1,1,14,11,10,0,1,2,0,2,13,2,2,0
"gene-CDR20291_RS10565",74,46,28,5,8,27,59,231,108,3,16,6,148,58,85,0,5,5,32,66,60,7,59,22
"gene-CDR20291_RS10570",0,14,6,0,0,1,6,14,15,0,0,1,17,0,12,0,0,1,8,4,3,0,3,0
"gene-CDR20291_RS10575",86,134,58,32,25,29,67,213,212,23,34,17,204,105,202,21,38,5,104,152,180,31,24,13
"gene-CDR20291_RS01350",26,33,46,1,3,4,3,39,33,5,4,2,18,26,27,4,5,1,5,29,4,4,1,3
"gene-CDR20291_RS10580",8575,9882,6394,1159,3302,1492,10066,14110,10700,2106,1513,2663,6230,9022,18810,1311,1299,1015,5395,11963,24908,1402,1051,2709
"gene-CDR20291_RS10585",36,30,21,7,4,5,14,313,287,2,3,3,177,16,99,9,2,6,1262,18,47,6,26,5
"gene-CDR20291_RS10590",272,415,249,872,146,928,324,3868,6229,115,71,537,2361,1590,2324,1324,1139,330,94,1246,1551,70,39,209
"gene-CDR20291_RS10595",92,115,78,38,34,17,71,302,434,27,21,27,264,112,192,38,37,15,134,113,191,31,29,28
"gene-CDR20291_RS10600",1091,1651,967,288,476,243,1479,1914,1944,228,259,206,1796,797,1485,283,360,160,719,1543,1752,281,224,307
"gene-CDR20291_RS10605",1967,2494,1266,374,407,378,1968,1251,1968,273,290,261,2852,1165,2912,365,457,174,753,2437,1531,277,300,271
"gene-CDR20291_RS10610",4384,5815,5067,476,849,477,3070,10754,10948,443,451,461,4730,3503,5512,524,580,396,5880,3838,4531,448,354,617
"gene-CDR20291_RS10615",138246,171205,140725,13731,5325,9916,84402,4740,3700,8386,9029,10681,150922,53516,35125,9827,11602,6753,3489,144049,24736,8687,9640,7833
"gene-CDR20291_RS10620",118,194,119,33,10,68,110,219,348,36,25,25,109,85,127,20,29,20,35,207,145,25,22,31
"gene-CDR20291_RS10625",537,856,500,101,233,114,644,590,904,148,141,82,720,669,1027,127,213,51,130,758,1244,151,108,164
"gene-CDR20291_RS01355",11376,19351,14697,3739,1656,2705,11658,6400,8830,2747,4118,2058,19429,20229,10170,2129,4611,1185,1155,15203,36046,3467,5825,1783
"gene-CDR20291_RS10630",37,40,37,9,6,1,48,19,79,5,19,7,66,17,49,6,9,8,19,91,81,9,13,6
"gene-CDR20291_RS10635",515,716,446,104,135,105,537,1902,3041,97,91,110,697,379,688,75,138,116,315,740,1134,100,178,133
"gene-CDR20291_RS10640",10947,13354,8976,1981,2257,2027,19651,18006,23476,2340,2610,2598,16649,7801,13263,1614,2912,1568,6424,16338,15614,2145,2265,2907
"gene-CDR20291_RS10645",3914,5462,5692,644,949,628,2783,4803,4570,616,406,879,4322,7167,5467,837,859,983,1471,5156,2803,738,557,1153
"gene-CDR20291_RS10650",536,687,424,124,204,159,503,2325,3627,106,124,113,894,479,875,134,182,85,419,653,1249,147,181,190
"gene-CDR20291_RS10655",773,1265,659,563,348,646,1795,4653,4644,564,886,432,3058,1428,1083,275,719,173,10322,1955,1661,451,611,384
"gene-CDR20291_RS10660",187,240,143,47,18,28,162,333,283,44,73,69,174,115,193,29,55,45,114,256,336,52,76,52
"gene-CDR20291_RS10665",7639,10238,5128,4768,3075,5222,18146,39224,40182,4509,7689,3981,28080,10522,8304,2270,6558,1664,87852,19050,12516,3842,5418,3409
"gene-CDR20291_RS10670",280,307,184,54,44,38,373,300,366,48,45,47,398,127,385,48,64,37,150,283,361,63,54,48
"gene-CDR20291_RS10675",2101,2949,2235,606,457,605,4194,4808,7557,1009,893,1193,8364,4175,3487,1309,635,478,839,2940,2659,897,645,722
"gene-CDR20291_RS01360",11,52,38,9,13,10,11,180,143,9,4,8,52,90,60,12,10,4,34,31,29,10,7,16
"gene-CDR20291_RS10680",48,74,90,17,19,22,149,1238,1786,17,34,15,274,90,263,38,8,17,1994,108,138,41,54,14
"gene-CDR20291_RS10685",8948,10505,7320,1220,557,1235,7808,2115,2305,1056,2060,894,9606,3360,3411,664,2280,408,1516,15998,8098,1152,927,691
"gene-CDR20291_RS10690",599,980,584,104,37,120,672,122,187,66,183,38,813,409,253,57,207,29,61,1462,730,92,67,29
"gene-CDR20291_RS10695",24554,32296,34498,2867,3829,1698,22683,980,713,2319,1786,3732,22513,12904,11901,2221,2330,3374,328,29261,5655,2412,1800,4048
"gene-CDR20291_RS10700",2328,3056,2346,822,939,715,1936,2202,2712,551,673,712,3188,4026,5581,758,1119,350,1003,2571,3414,616,722,835
"gene-CDR20291_RS10705",3269,4924,3901,513,303,385,2866,5773,8665,403,326,425,2679,1964,3081,346,526,425,1345,3606,3301,431,310,486
"gene-CDR20291_RS10710",28480,33992,26166,3508,3683,3294,30973,25458,39493,3038,3772,2862,38598,18400,21497,3311,10251,2134,6437,30582,32407,2973,4811,2703
"gene-CDR20291_RS10715",2316,3203,3212,316,304,250,1949,4854,7421,293,270,393,2201,2105,1994,278,409,396,977,2707,1923,300,280,353
"gene-CDR20291_RS10720",3702,4104,2690,415,604,543,6021,4723,5743,589,471,559,3681,1271,2573,408,493,302,2100,5235,2805,416,399,416
"gene-CDR20291_RS10725",14832,16838,9106,3564,2032,5245,20856,55941,71969,3631,2243,2344,20249,9425,33056,3846,3901,1783,7868,12741,54580,3516,3426,3157
"gene-CDR20291_RS01365",27,7,3,2,12,3,34,107,174,2,4,2,56,24,50,3,4,0,65,30,30,4,1,5
"gene-CDR20291_RS10730",128,120,83,21,19,27,103,204,209,15,22,17,229,116,153,29,7,16,6,83,143,19,58,16
"gene-CDR20291_RS10735",1635,2186,1434,359,360,351,10893,6897,8541,1336,1816,1426,6020,2632,5184,358,431,136,2856,2183,4175,334,351,284
"gene-CDR20291_RS10740",1686,2229,1973,209,325,290,2749,4269,4353,303,245,353,1959,1068,1334,260,281,179,1485,2435,1790,234,265,227
"gene-CDR20291_RS10745",86,119,110,13,19,15,134,148,232,16,19,18,141,81,145,21,13,15,157,135,158,23,24,14
"gene-CDR20291_RS10750",4447,6350,6932,756,483,464,3682,1551,1641,475,518,691,4915,4392,1906,579,681,389,652,4482,2941,479,560,420
"gene-CDR20291_RS10755",5032,7609,7825,888,599,566,4254,2444,2595,647,708,850,5948,5400,2636,732,861,395,988,5320,3245,562,814,542
"gene-CDR20291_RS10760",9,13,5,2,7,5,4,29,33,4,3,2,28,28,15,9,3,1,33,19,13,2,4,6
"gene-CDR20291_RS10765",2384,2709,1536,468,158,636,2267,267,383,499,769,435,2175,691,1335,311,1021,84,51,4578,3626,683,268,388
"gene-CDR20291_RS10770",8883,10535,5887,1723,431,2349,10067,532,611,2015,2798,2279,7685,3526,4341,1030,3591,493,216,16424,12713,2388,977,1332
"gene-CDR20291_RS10775",333,444,307,62,50,90,101,9278,9888,29,60,21,433,7060,16216,68,24,26,6499,157,475,66,86,56
"gene-CDR20291_RS01370",470,569,496,76,68,77,315,449,623,64,42,63,456,422,671,84,92,65,182,390,806,79,48,124
"gene-CDR20291_RS10780",1879,2004,1473,425,233,701,937,712,355,168,264,347,1371,831,859,489,331,270,283,942,2493,204,273,201
"gene-CDR20291_RS10785",10,8,8,4,17,4,1,324,332,1,3,2,37,31,11,1,4,0,332,0,34,5,13,3
"gene-CDR20291_RS10790",9227,10989,9389,1098,1190,1011,9170,8043,12049,909,804,1006,10742,4587,4944,1131,1247,946,4359,10150,6854,1160,901,1078
"gene-CDR20291_RS10795",2274,2771,1231,506,343,1126,1819,1180,935,261,360,290,1588,501,2347,659,566,238,385,1585,3484,263,342,203
"gene-CDR20291_RS10800",586,760,614,73,30,64,683,876,863,91,116,94,586,571,964,101,113,45,73,661,662,102,93,63
"gene-CDR20291_RS10805",30899,38581,31535,7345,27913,6449,47074,76590,87418,7811,9124,11695,57256,37519,54805,10247,13957,5749,26273,43230,53281,9233,7810,17229
"gene-CDR20291_RS10810",4,2,0,0,5,1,0,12,17,2,0,1,1,0,4,1,0,2,3,3,7,2,0,0
"gene-CDR20291_RS10815",0,5,0,0,3,0,0,31,70,0,0,2,2,0,0,0,0,0,16,3,7,0,0,1
"gene-CDR20291_RS10820",3,12,3,2,2,3,0,13,35,5,6,1,2,7,6,1,1,0,0,12,30,8,3,6
"gene-CDR20291_RS10825",834,1120,946,154,176,132,781,1728,2309,115,172,92,1098,1117,1084,159,167,54,467,928,1292,159,244,138
"gene-CDR20291_RS01375",9142,12381,9840,845,542,516,5601,1160,1121,782,1134,1081,5855,4205,3079,713,679,217,2432,13391,4267,1107,1131,725
"gene-CDR20291_RS10830",10,30,16,5,11,8,46,48,122,12,2,4,64,15,7,8,7,10,14,15,53,14,6,8
"gene-CDR20291_RS10835",614,920,719,138,160,132,523,2160,2824,122,170,140,1162,994,1006,202,186,70,548,760,1290,160,236,144
"gene-CDR20291_RS10840",6638,7456,6203,747,710,644,5194,3853,4513,739,826,826,7119,3596,4293,694,1044,492,1697,7092,6568,707,831,541
"gene-CDR20291_RS10845",296325,325222,228523,32078,32768,25009,329840,226891,319076,33350,39754,29199,449001,197448,202871,22276,44729,23453,39468,411329,670087,36256,44100,33213
"gene-CDR20291_RS10850",26,60,32,4,7,5,50,83,233,7,7,0,31,27,61,6,10,2,20,82,114,9,3,4
"gene-CDR20291_RS10855",6338,8351,7826,761,908,473,5161,5497,5663,527,498,518,6151,6604,6300,683,757,584,2147,4881,6333,633,566,677
"gene-CDR20291_RS10860",78892,102026,86322,11660,13061,7901,107148,112147,133716,13040,14918,12555,133819,81092,70173,8610,16098,8938,20609,120123,254448,14828,16578,15413
"gene-CDR20291_RS10865",216,327,257,66,46,43,272,498,394,49,66,58,324,347,320,23,54,27,274,424,482,59,44,39
"gene-CDR20291_RS10870",1324,1516,819,230,198,320,1539,939,1315,183,204,222,1839,674,1084,286,355,155,407,1493,1165,250,190,190
"gene-CDR20291_RS10875",6850,9656,8859,955,543,573,6243,3047,3613,1267,683,1336,5944,6050,6422,758,730,871,1554,8920,6988,891,639,993
"gene-CDR20291_RS01380",299,466,382,49,52,63,230,1859,2518,43,51,68,401,367,421,53,49,55,230,314,432,66,62,98
"gene-CDR20291_RS10880",0,5,7,0,1,0,0,40,65,0,0,0,3,7,6,0,0,4,20,7,4,1,1,0
"gene-CDR20291_RS10885",6543,9678,8868,926,1409,803,6180,8757,11359,881,732,906,7029,5360,8956,1217,958,801,4752,6748,7429,1092,573,1444
"gene-CDR20291_RS10890",898,1304,876,197,175,205,869,1372,1876,170,185,137,1088,723,1686,191,211,95,501,1181,1918,191,143,205
"gene-CDR20291_RS10895",67526,85931,65670,17746,20831,16152,101755,117593,120134,16332,14055,19294,106518,81541,99729,17804,19672,11817,26762,90865,99333,18291,15321,20827
"gene-CDR20291_RS10900",7424,9331,5953,757,486,1064,6794,6209,7308,1041,1516,1105,5340,2131,2430,802,1351,393,2317,9133,3876,1016,891,638
"gene-CDR20291_RS10905",5368,6539,4690,3074,3734,3170,1345,16494,10494,2641,1942,4873,3358,24480,43932,3452,3381,3448,13411,4578,13689,2823,2170,4973
"gene-CDR20291_RS10910",44281,56481,35885,13499,3707,9490,133943,4213,4376,15137,9313,16257,55021,41008,76513,6877,6593,6289,4205,128264,147073,13870,11570,11411
"gene-CDR20291_RS10915",14616,21320,12470,4284,1329,2831,48556,989,1183,4685,2955,5249,19701,12432,22874,2266,1911,2110,1336,47083,49277,4121,3402,3512
"gene-CDR20291_RS10920",1168,1514,1096,232,315,290,1632,2771,4427,165,220,119,2190,887,1610,233,281,79,598,1290,1487,233,295,173
"gene-CDR20291_RS10925",1043,1383,758,126,117,154,1135,1265,1838,142,114,110,1221,404,754,140,166,85,110,1439,1158,165,113,126
"gene-CDR20291_RS01385",199,273,170,70,49,59,510,1022,2115,54,69,48,419,195,497,85,115,35,163,315,377,102,71,69
"gene-CDR20291_RS10930",421,503,335,78,96,75,613,1997,2671,64,97,91,624,581,1262,98,89,43,1051,604,1373,79,83,94
"gene-CDR20291_RS10935",2152,2860,2252,248,379,329,2484,5102,7756,186,183,237,2544,1425,2685,330,214,247,1587,2183,2139,271,336,328
"gene-CDR20291_RS10940",685,966,660,105,85,147,818,898,1300,109,122,122,928,457,613,125,193,59,136,1080,964,138,120,112
"gene-CDR20291_RS10945",6846,9505,8373,850,1203,864,8937,10234,12466,998,795,925,8803,4942,5068,857,1052,603,3315,8642,8534,929,1067,1035
"gene-CDR20291_RS10950",60,84,57,22,12,15,78,578,1012,8,11,8,155,123,117,14,45,21,172,115,75,19,36,11
"gene-CDR20291_RS10955",5332,7033,5762,770,333,765,4071,1098,1417,545,962,711,5679,3302,2453,360,1168,380,1133,9543,4945,723,474,497
"gene-CDR20291_RS10960",164,222,176,34,22,25,222,525,522,35,40,28,213,113,207,40,46,31,124,244,236,34,18,35
"gene-CDR20291_RS10965",787,1071,778,186,179,142,1016,10077,13287,172,151,180,1173,1103,2415,167,160,83,7645,1135,3004,176,161,206
"gene-CDR20291_RS10970",1402,1927,1257,221,152,293,1138,270,528,172,254,137,1408,664,758,104,371,77,250,2881,1176,216,125,130
"gene-CDR20291_RS10975",157,267,154,114,42,71,330,518,235,61,85,22,192,224,1873,71,123,19,346,256,1123,74,46,40
"gene-CDR20291_RS01390",22,33,26,3,5,1,32,25,99,6,4,1,44,8,1,2,5,0,48,35,2,2,2,5
"gene-CDR20291_RS10980",63,108,35,12,10,11,283,101,242,35,30,38,169,58,78,15,18,7,43,123,141,18,21,12
"gene-CDR20291_RS10985",1369,2038,1398,251,426,241,1998,2606,3309,255,238,164,2492,989,1811,332,323,92,936,2033,1631,219,184,220
"gene-CDR20291_RS10990",435,674,563,26,37,29,434,179,191,36,33,35,265,158,189,40,33,39,107,560,285,33,32,60
"gene-CDR20291_RS10995",20342,25292,21195,4454,2563,4006,23903,15262,26493,4421,4076,3923,30609,21231,27441,3536,4422,3750,5630,26431,23436,4520,6360,4195
"gene-CDR20291_RS11000",37,28,13,3,3,5,14,505,502,4,2,0,68,7,44,8,5,4,616,13,35,3,7,2
"gene-CDR20291_RS11005",10418,14572,9289,6754,2971,5767,3704,8651,7395,5336,4558,5297,6777,22756,50188,6750,6974,3632,3284,9206,30760,6126,4011,4937
"gene-CDR20291_RS11010",372,494,261,85,113,95,629,741,831,71,48,93,699,215,355,90,131,72,263,594,368,102,76,82
"gene-CDR20291_RS11015",94,135,58,6,7,14,100,272,375,7,15,9,103,22,75,19,13,9,94,89,98,14,16,12
"gene-CDR20291_RS11020",789,1038,548,229,336,216,1308,1589,2035,205,198,158,1572,636,916,241,270,91,672,1146,1054,254,162,220
"gene-CDR20291_RS11025",120,178,114,29,39,36,83,329,920,12,26,18,242,83,95,25,36,15,277,130,226,16,52,20
"gene-CDR20291_RS00125",0,0,2,0,0,4,0,26,34,0,0,1,17,3,2,0,0,0,2,7,0,0,0,0
"gene-CDR20291_RS01405",538,687,629,127,78,96,544,1581,2556,86,106,66,665,472,690,64,136,44,387,669,1216,113,79,63
"gene-CDR20291_RS11030",21,13,5,2,8,2,19,49,96,3,4,0,32,36,49,5,8,4,45,52,44,8,19,5
"gene-CDR20291_RS11035",23424,31842,24002,7515,4644,5329,34269,9087,9364,5595,5066,6098,33358,26180,34188,5518,8150,4658,10331,34010,30350,5115,5203,5151
"gene-CDR20291_RS11040",1204,1687,931,585,998,628,1104,6703,6782,509,506,497,1793,2038,6385,586,787,229,3486,1696,3488,545,495,631
"gene-CDR20291_RS11045",489,641,525,57,88,76,396,743,799,42,43,53,451,332,807,64,69,41,568,538,449,53,39,70
"gene-CDR20291_RS11050",10480,11936,7428,2696,1519,2488,11884,3080,4200,2162,2131,1650,11565,6534,9540,2182,3574,1189,2947,13622,9809,1880,2355,1077
"gene-CDR20291_RS11055",214,235,160,86,109,110,194,1631,1329,64,98,74,500,294,1029,114,104,49,967,263,407,70,95,122
"gene-CDR20291_RS11060",771,1093,778,261,321,316,788,4015,4063,266,272,233,1104,1965,3683,353,335,194,1995,857,2100,334,268,335
"gene-CDR20291_RS11065",6929,8720,6646,1326,975,1256,4734,3165,5150,720,849,577,9801,5646,7968,1047,1086,776,2296,5417,4474,862,1133,534
"gene-CDR20291_RS11070",514,1060,363,92,143,108,787,1759,1995,118,95,5,1205,269,1390,119,148,3,485,1580,1185,167,35,121
"gene-CDR20291_RS11075",844,1299,1246,106,125,95,747,1365,1374,102,98,134,1081,861,979,114,158,92,481,1142,952,112,88,132
"gene-CDR20291_RS01410",3760,4102,2212,415,483,498,2320,3507,4195,393,386,278,3039,1235,2438,354,618,227,1141,3464,3831,380,438,285
"gene-CDR20291_RS11080",2479,3482,1609,480,740,550,3673,4357,6693,456,512,223,4089,1242,4488,444,674,161,1542,3845,3772,571,518,463
"gene-CDR20291_RS11085",196,182,94,32,47,35,104,838,1415,22,39,21,362,160,289,24,48,21,32,276,388,47,78,33
"gene-CDR20291_RS11090",4138,5517,4490,571,810,600,4671,17215,23198,536,468,557,4788,2782,6642,684,657,512,7567,5781,7978,729,657,752
"gene-CDR20291_RS11095",113,92,68,6,12,9,109,729,992,13,28,13,224,117,169,11,10,10,42,194,216,19,43,18
"gene-CDR20291_RS11100",3528,4065,2316,1708,1843,2196,2300,11042,7357,1655,1544,2135,3086,8575,30712,2278,2346,1029,6554,3421,7695,2029,1257,2379
"gene-CDR20291_RS11105",638,788,680,171,515,200,1096,7576,10466,150,216,161,1206,1151,1771,306,287,263,3256,911,1151,280,249,379
"gene-CDR20291_RS11110",1346,1777,2036,210,317,175,1642,141997,157693,200,164,198,2539,2753,2712,195,239,357,162468,1746,5810,209,230,329
"gene-CDR20291_RS11115",7884,10207,6605,2868,3737,2538,9906,11679,10601,2522,1935,3580,9765,9505,24133,2641,3152,1833,4177,10400,13706,3002,1928,4621
"gene-CDR20291_RS11120",18836,23335,18051,4162,7603,4381,19790,29609,31182,3366,3565,4181,24840,20289,22879,4085,5841,2629,10443,25003,32904,3501,4335,4910
"gene-CDR20291_RS11125",2271,2794,2432,407,686,293,3716,2941,3555,382,301,442,3323,2073,3172,432,471,397,1387,3325,3410,483,300,542
