"gene_id","Sample1","Sample2","Sample3","Sample4","Sample5","Sample6","Sample7","Sample8","Sample9","Sample10","Sample11","Sample12"
"CD630_22090",5537,5112,4355,6721,8252,4130,1216,1636,1579,1867,1193,1315
"CD630_22100",4982,4435.5,3957.5,5755,7684,3743.5,40524,28258,52932.5,43562,55996.5,48449
"CD630_22110",5308,4557.5,4169.5,6266,8368,4028.5,41876,29076,52046.5,43988,54759,48936
"CD630_22120",272,226,223,343,398,247,2328,1124,2031,1560,2579.5,2157
"CD630_22130",820,544,800,865,975,643,3182,2487,3236,2727,3043,2680
"CD630_22140",124.5,74,105,73,107.5,67.5,66,56,39.5,32,32,28
"CD630_22150",81.5,36,46,34,48.5,35.5,17,21,20.5,7,14,7
"CD630_22160",978,537,779,1059,919,669,910,940,1224,948,965,946
"CD630_22170",413,354,337,437,602,332,270,290,322,296,286,267
"CD630_22180",2,1,0,0,2,0,0,0,0,1,0,0
"CD630_22190",1,2,1,1,2,1,1,6,4,2,4,4
"CD630_22200",1659,1069,1297,1689,2009,1204,2163,2364,2889,2375,2421,2335
"CD630_22220",184.5,222,195,250,360.5,183.5,156,214,196,147,150.5,164
"",150.5,176,168,192,271.5,153.5,153,173,176,152,132.5,127
"CD630_22230",27,15,22,27,28,18,1,7,2,6,4,10
"CD630_22240",0,2,1,0,1,1,0,1,1,0,0,0
"",1,1,3,1,4,3,1,0,1,0,0,0
"CD630_22250",465,387,357,511,673,339,327.5,355,418,323,364,354
"CD630_22260",584,446,424,658,855,447,382.5,394,493,428,469,407
"CD630_22270",4335,3237,3443,4434,5099,3187,3279,3159,3295,2498,3260,2805
"CD630_22280",1199,923,922,1091,1444,913,738,649,796,542,814,716
"CD630_22290",150,137,124,161,181,96,80,90,117,109,85,102
"CD630_22300",11,17,11,100,22,12,28,20,23,65,26,19
"CD630_22310",6,5,5,45,7,4,7,4.5,5,20,7,5
"CD630_22320",6,4,1,44,4,3,3,4.5,7,15.5,7.5,4.5
"CD630_22330",7,2,4,62,5,0,8,6,9,26.5,9.5,7.5
"CD630_22340",813.5,549,616,695,1002,576,593.5,851.5,784,705.5,575.5,662.5
"CD630_22350",1203,850.5,983,1223.5,1447.5,829.5,1071,1461,1210.5,1143,1073.5,1017.5
"CD630_22360",129.5,117.5,117,143.5,138,115.5,203,296.5,137,144.5,163,135
"CD630_22370",61,31,67,70,87.5,75,161.5,399,109.5,141,132,144
"CD630_22380",50,47,40,35,95,66,257,922,173,198,237,250
"CD630_22390",262,213,177.5,168.5,582.5,319.5,1075.5,4245.5,832.5,1064,1089,1003.5
"CD630_22400",116,110,73.5,74.5,268.5,143.5,464.5,1849.5,339.5,470,468,496.5
"CD630_22410",80,74,70,88,198,86,287,937,173,320,244,250
"CD630_22420",421,356,354,410.5,524,338.5,186.5,286,206.5,172,177.5,184
"CD630_22430",901,700,716,840.5,1088,620.5,427.5,598,538.5,412,404.5,406
"CD630_22440",865,629,670,989,1007,594,129,163,124,139,100,91
"CD630_22450",8019,7281,6665,9269,11622,5898,6120,8326,6252,5726,5347,5298
"CD630_22451",14,16,13,8,16,9,9,8,16,15,12,10
"CD630_22460",113.5,122,87,97.5,138,81,45,43.5,61.5,38.5,53.5,43
"CD630_22470",115.5,153,123,179.5,223,94,65,66.5,55.5,57.5,53.5,63
"CD630_22480",665,580,497,711.5,987.5,482.5,307.5,367.5,347,314,296,338.5
"CD630_22490",474,422,325,537.5,655.5,346.5,216.5,263.5,236,205,238,213.5
"CD630_22500",1062,775,843,1027,1385,738,916,1213,1256,1266,1013,1061
"CD630_22510",2282,1575,1339,1665,4025,1632,3790,4619,6865,5235,7843,5738
"CD630_22520",1538,1238,1113,1224,2369,1177,6350,8419,7876,6808,8731,7752
"CD630_22530",447,320,363,540,584,330,457,608,518,433,363,390
"CD630_22540",498,218,228,1006,353,170,312,413,352,2057,203,220
"CD630_22550",1859,1179,1587,2104,2060,1309,1555,1454,1764,1427,1536,1534
"CD630_22560",160,121,163,161,201,89,110,131,126,80,110,91
"CD630_22580",3711,2858.5,2830.5,3790,4964.5,2520.5,3989,5255,5018.5,4776.5,4125.5,3969.5
"CD630_22590",368,286.5,317.5,384,380.5,297.5,461,390,277.5,218.5,320.5,282.5
"CD630_22600",1915,1682,1569,1785,2815,1380,382,811,462,490,358,382
"CD630_22610",5128,4505,4373,4834,6955,3770,3613,6166,3826,4502,3221,3152
"CD630_22620",808,682,765,833,1184,616,903,1575,960,1016,827,833
"CD630_22630",18538,16562,16086,23504,28571,15225,4755,3808,4955,6605,5080,4767
"CD630_22640",858,705,675,988,1108,647,340,408,308,307,265,265
"CD630_22650",289.5,234,239.5,262,455,205.5,11,30.5,15.5,25.5,22.5,17
"CD630_22660",1982.5,1718,1444.5,1906,2312,1449.5,107,147.5,125.5,106.5,98.5,85
"CD630_22670",779,572,541,739,989,563,73,71,86,69,69,62
"CD630_22690",34678.5,30061,27437,39412,46474.5,26548.5,292,796,293,258.5,289,244.5
"CD630_22700",9347.5,8397,7693,11056,13492.5,7318.5,56,207,87,65.5,75,67.5
"CD630_22710",1347.5,973.5,1008.5,1335.5,1677,949,1216.5,1726.5,1474,1540.5,1356.5,1352.5
"CD630_22720",196.5,154.5,149.5,207.5,216,162,148.5,186.5,162,176.5,207.5,175.5
"CD630_22730",848,539,650,958,1195,574,298,447,445,411,409,332
"CD630_22740",1169,928,856,1181,1556,784,709,885,919,825,792,776
"CD630_22750",1393,1199,1083,1549,1969,1024,1069,1217,1082,1017,974,1029
"CD630_22760",523,527,462,515,818,412,54,75,69,48,66,59
"CD630_22770",24,17.5,17,28.5,31.5,12,19.5,26.5,21,30.5,41,31.5
"CD630_22780",10,9.5,15,17.5,8.5,9,18.5,30.5,16,20.5,16,15.5
"CD630_22790",6,7,6,14,6,5,18,14,24,18,19,23
"CD630_22800",52,41,41,53,42,23,69,115,119,119,111,109
"CD630_22810",12,9,11,11,10,13,11,29,15,21,20,11
"CD630_22820",17,9,3,7,23,10,9,21,10.5,10,8,6
"CD630_22830",65,89,61,92,132,61,59,95,62.5,81,55,59
"CD630_22840",113,93,104,110,145,95,136,135,168,153,108,118
"CD630_22850",939,758,825,1073,1233,761,783,966,857,831,804,816
"CD630_22860",124.5,74,76.5,135,118,75.5,95.5,190,151,373.5,87,133
"CD630_22870",49.5,23,28.5,37,56,20.5,36.5,78,37,118.5,42,28
"CD630_22880",1293,1134,1143,1309,1872,997,771,1110,916,781,773,879
"CD630_22890",537,392,445,533,722,387,380,526,528,477,435,444
"CD630_22900",7,7,6,8,7,2,3,0,1,0,0,0
"CD630_22910",23,16.5,14,19.5,25.5,17.5,5.5,7,6,2,4.5,3.5
"CD630_22920",29,30.5,29,23.5,46,22.5,11.5,12,10,7,3.5,10.5
"CD630_22930",26,22,35,28,51.5,16,11,18,14,11,10,2
"CD630_22940",34,25,32,41,53,25,33,31,46,31,46,43
"CD630_22950",241,150,171,220,328,193,119,153,196,158,174,147
"CD630_22952",1,4,1,2,0,2,1.5,1,1,2,4,3
"",78,74,72,98,106,81,94.5,102,114,87,113,96
"",3,1,3,2,0,1,2,0,1,1,3,2
"CD630_22990",0,1,1,0,1,0,0,2,0,0,1,0
"CD630_22991",73,74,49,89,129,51,77,83,95,99,115,64
"CD630_23000",212.5,153,143,236.5,286.5,168.5,272,224.5,376.5,257,411.5,328
"CD630_23010",182.5,124,152,184.5,180.5,131.5,192,165.5,270.5,209,288.5,254
"CD630_23020",0,145,159,6,42,6,0,50,37,64,0,1
"",4,1,5,2,7,3,1,7,8,3,5,2
"CD630_23040",2,1,2,1,2,1,0,2,5,5,1,3
"CD630_23050",827,638,750,765,983,581,973,982,990,656,946,870
"CD630_23052",36,23,22,24,46,10,22,21,26,15,20,20
"CD630_23060",11,6,14,20,23,9,1,6,2,4,0,3
"CD630_23070",202.5,122.5,173,178,229.5,134,189.5,203,183,172,158.5,168
"CD630_23080",160.5,89.5,151,149,193.5,100,132.5,189,198,129,152.5,172
"CD630_23090",1699,1260,1242,1893,2781,1345,4750,4186,5078,4829,6462,4875
"CD630_23100",745,748,817,788,1007,651,293,220,174,149,195,168
"CD630_23110",149,115.5,98.5,243.5,139.5,83,24,38,20,49,16,18
"CD630_23120",87,73.5,45.5,169.5,76.5,49,12,29,15,40,12,19
"CD630_23130",46,50.5,44,118,62,49.5,12.5,18.5,16.5,17,8,14
"CD630_23140",42,48.5,53,111,62,39.5,7.5,24.5,12.5,33,13,13
"CD630_23150",12,11,5,15,19,11,1,4,6,5,5,7
"CD630_23160",169.5,129.5,143.5,195.5,238,129,62,103,78,69.5,69,69
"CD630_23170",343.5,280.5,298.5,337.5,467,239,111,150,129,133.5,107,110
"CD630_23180",8359,8359,6962,8882,12350,6515,8508,9485,9204,8361,8321,7815
"CD630_23190",3102,2968,2577.5,3312,4462,2448,3113,3431,3411,3093,3030,2757.5
"CD630_23200",1334,1410,1168.5,1271,2168,1095,1443,1469,1604,1418,1498,1348.5
"CD630_23210",20468.5,18798,16920.5,21398,31661,15571.5,12947.5,15222,15000.5,13738.5,13341.5,12247.5
"CD630_23220",21576.5,20257,18438.5,24901,32522,17056.5,13811.5,15223,15329.5,14188.5,12983.5,12257.5
"CD630_23230",26,21.5,13,22.5,28,19,249.5,485.5,228,271.5,192.5,173
"CD630_23240",27,11.5,13,41.5,22,4,255.5,495.5,279,306.5,188.5,156
"CD630_23250",67,159,50.5,103.5,334.5,35,520,1004,564.5,729,568,407
"CD630_23260",8,66,5.5,13.5,109,7.5,59,98,39.5,50,69,23
"CD630_23270",104,634,13,18,1263.5,85.5,161,276,162,310,217,130
"CD630_23280",1515,1316,1213,1358,1999,1164,1218,1491,1324,1245,1250,1134
"CD630_23290",5131,3742,4318.5,5347,6905,3750.5,2712,3410,3094,2571,2736.5,2716
"CD630_23300",1104,900,1027.5,1332,1492,974.5,681,701,575,432,622.5,505
"CD630_23310",285.5,261.5,162.5,789.5,218,125.5,966.5,3240,746.5,1546.5,241,396.5
"CD630_23320",123.5,126,78.5,286,95.5,55.5,410.5,1298,267,615,98,171
"CD630_23330",409,377.5,280,1248,364.5,207,1383.5,4729.5,1106.5,2808,343.5,564.5
"CD630_23340",204,181,126,623.5,186,129,784.5,2468.5,539,1371.5,222.5,270
"CD630_23350",20441,18694,18328,27456,33039,17041,18644,22709,21705,22097,20223,19046
"CD630_23360",1499,1283,1271,1658,2105,1117,952,1128,1150,1001,958,984
"CD630_23370",1063,736,870,1116,1479,799,529,698,687,596,527,557
"CD630_23380",43061.5,44191,33799,36857,50067,28353,30661.5,45725,35704.5,20158.5,23602.5,24823.5
"CD630_23390",54162.5,53853.5,43942,46347.5,60564.5,36144.5,41352,60672.5,45696.5,25523.5,30126,32114
"CD630_23400",10616,10656.5,8401,8663.5,11754.5,6929.5,8935.5,12125.5,9186,5280,6457.5,6576.5
"CD630_23410",62669,62524,51149,56209,70225,41795,51726,74716,56655,32149,38219,40428
"CD630_23420",34467.5,37034.5,28649,31156,39492,24071.5,28286,34941.5,27012.5,14567,20714.5,20979
"CD630_23430",45736,43915.5,37825,44693,50832,30638,33799.5,45249,37995,20354,24845.5,26964
"CD630_23440",18134.5,15431,14698,17135,18948,11850.5,12880.5,16700.5,14169.5,7778,10001,10332
"CD630_23450",2429,2222,2233,2676,3895,1865,794,1279,1171,948,998,992
"CD630_23460",513,411,458,545,651,361,144,174,218,153,157,167
"CD630_23470",436,443,339,508,771,361,800,818,847,781,1041,740
"CD630_23480",56.5,41,43,74.5,110,54.5,130.5,329,156,210,107.5,125
"CD630_23490",59.5,58,58,95.5,102,78.5,171.5,501,168,298,102.5,131
"CD630_23510",1138.5,703,1081,906.5,1198,856,2210,1584.5,1183,778.5,1893,1241.5
"CD630_23520",35.5,23,21,39.5,60,24,92,244.5,114,184.5,75,70.5
"CD630_23540",70,60,62,143,169,80,334,890,361,719,250,296
"CD630_23550",25,28,13,39,34,25,105,238,68,157,77,83
"CD630_23560",39,37,35,73,107,46,182,408,175,306,119,122
"CD630_23570",58,62,21,78,124,51,102,176,84,178,66,62
"CD630_23580",542,506,505,647,784,495,451,526,529,577,397,401
"CD630_23590",1493,1363,1254,1873,2306,1215,1328,1277,1583,1593,1447,1311
"CD630_23591",1700,1630,1431,1375.5,2248,1132,261,442.5,324,255.5,242.5,302
"CD630_23600",4926,4805.5,4172,4142.5,6177,3342.5,775.5,1225.5,795,635.5,658.5,739.5
"CD630_23610",6343,6756.5,5712,5228,7972,4503.5,1027.5,1594,1058,909,916,1007.5
"CD630_23620",4827,4423,4144,3710,5753,3217.5,699.5,1176.5,924.5,699,719,802.5
"CD630_23630",3515.5,3642,3053,3080.5,4288,2447,636,1070.5,842,671.5,650,725
"CD630_23640",1898,2030,1736,1433.5,2570,1402.5,363,561.5,523,358,439,421
"CD630_23650",15985.5,15183,14149,12974,19935,10698,3136.5,4748,3714,2721,3099.5,3227.5
"CD630_23660",5630,5574,5167,4833,6736.5,3823.5,1037,1580,1296,939,1038,1094
"CD630_23670",10755.5,8730.5,9545.5,8219,11437.5,6583,2193,3109.5,2384.5,1753.5,1922.5,2089.5
"CD630_23680",481.5,548.5,534.5,380,580,342.5,108,131,107,79,88,109.5
"CD630_23690",2666,2048,2689,1841,2708,1742,1041,1097,831,489,880,744
"CD630_23700",277.5,287,221.5,280,322,200.5,116,124.5,150,122,125.5,118
"CD630_23710",175,222.5,185.5,210,236.5,164.5,100.5,107,104,75,104,75
"CD630_23720",235.5,237.5,225,302,383.5,230,127.5,167.5,151,137,172.5,139
"CD630_23730",353,327,331,342,398,227,91,164,94,118,111,103
"CD630_23740",164,136.5,138.5,178,194,136,20,15,19.5,18,16,17
"CD630_23750",109,93.5,84.5,108,134,76,20,31,33.5,25,22,13
"CD630_23760",2073,1744,1733,2239,2810,1483,909,1351,1274,957,876,936
"CD630_23770",808.5,744.5,691,920.5,966.5,604,353,488.5,402.5,337.5,348.5,342
"CD630_23780",826.5,701.5,754,1004.5,1074.5,684,449,541.5,478.5,420.5,391.5,400
"CD630_23790",1186,933,898,1150,1384,746,851,945,839,732,885.5,776
"CD630_23800",70.5,57,48,63,56.5,46,49,49,42.5,37.5,30.5,30
"CD630_23810",474,338,257,506,360.5,181,213,253.5,249.5,254,208,166
"CD630_23820",308.5,231,191,394,289,155,119,101.5,161,133.5,137,101
"CD630_23830",1921,1704,1632.5,1926,2518,1425.5,601,726,604.5,626.5,526,518
"CD630_23840",1450,1044,1220,1367.5,1549.5,953,524.5,635,660.5,534,402,459.5
"CD630_23850",1316,886,1031.5,1333.5,1432.5,860.5,465.5,726,641,664.5,398,470.5
"CD630_23860",227,208,164,238,264,171,127,162,136,140,117,101
"CD630_23861",81,43,43,45,76,58,9,10,11,11,13,9
"CD630_23870",517,406,421,596,679,390,144,165,227,180,176,185
"CD630_23880",8039.5,7241.5,6501,7737.5,11606,5958.5,1680,2783.5,1986.5,2138,1841.5,1854
"CD630_23890",6394.5,5971.5,5085,6545,9291.5,4453.5,1060,2379.5,1794,2184.5,1269.5,1507.5
"CD630_23900",2647,2242,2098,2698.5,3453.5,1986,675,1165,889.5,1026.5,724,768.5
"CD630_23910",29,32,21,30,46,26,47,79,68,46,68,38
"CD630_23920",288,274,246,177,322,258,1482,1391,1407,963,1335,1144
"CD630_23930",3622,2929,3030,4062,4582,2729,2737,3240,3792,2988,3328,3336
"CD630_23940",840,667,718,954,1109,624,689,793,814,767,731,724
"CD630_23950",17,16,18,14,19,17,27,21,44,38,18,23
"CD630_23960",2240,2171,2027,2403,3337,1716,6641,6706,7162,7118,6532,5788
"CD630_23970",2305,2113.5,2063,2625.5,3263.5,1779.5,2040.5,2428.5,2332.5,2080.5,1932.5,1886.5
"CD630_23980",1568,1530.5,1330,1727.5,2237.5,1285.5,1586.5,1671.5,1634.5,1504.5,1534.5,1332.5
"CD630_23990",9.5,2,4,11,10.5,7,6.5,7.5,3.5,8,6,4.5
"CD630_24000",13.5,13.5,11.5,16,23,13,9.5,3.5,11,17,8.5,12.5
"CD630_24010",31,25.5,24.5,36,44.5,27,21,25,28.5,48,31.5,30
"CD630_24020",1117,1029,965,1229,1731,917,545,673,491,627,487,458
"CD630_24030",513,641,470,524,861,449,273,225,218,183,271,171
"CD630_24040",2619,2090,2145,2794,3494,1901,1442,1999,1750,2017,1286,1487
"CD630_24050",1826,1563,1711,2008,2636,1340,4017,5374,5638,5265,4963,4752
"CD630_24060",3435.5,3369,3471,4285.5,4697.5,2612,19260,24241.5,23876,23389.5,19148.5,19505.5
"CD630_24070",8943,8660,8278,10223.5,12803,6754.5,37835,52116,51571.5,48254.5,41353,42308.5
"CD630_24080",4196.5,4165,3786,4465,5952.5,3116.5,15392,21709.5,20054.5,19346,16413.5,17002
"CD630_24090",12,13,9,10,11,9,4,17,17,19,13,17
"CD630_24100",6284,5530.5,4948.5,7369,8809,4686.5,13107,16410.5,13602.5,20931,11632,11462.5
"CD630_24110",3099,2903.5,2469,3155.5,4672,2319.5,2303.5,3183,2534.5,2985,2466,2318.5
"CD630_24120",2920,2686,2177.5,3192.5,4232,2139,1953.5,2409.5,1963,2191,2102,1902
"CD630_24130",36,30,19,26,51,24,57,99,54,57,68,53
"CD630_24140",19,14,8,12,13.5,5,17,34,15.5,28.5,23.5,13
"CD630_24150",5,1,3,2,2.5,1,5,11,5.5,3.5,4.5,3
"CD630_24160",30,29,11,27,38,22,81,176,82,113,81,75
"CD630_24170",8,5,10.5,6,13,4,76,206.5,73.5,126.5,71,71.5
"CD630_24180",3,5,6.5,2,6,3,51,103.5,32.5,59.5,34,25.5
"CD630_24190",148,118,134,165,188,110,77,91,80,84,68,70
"CD630_24200",42,42,23,32,44,15,29,52,54,40,45,53
"CD630_24210",108.5,108,81.5,105,128.5,79,107,106,99.5,98,107,124
"CD630_24220",66.5,43,56.5,56,67.5,36,31,39,38.5,29,32,30
"CD630_24230",48,46,43,44,54.5,46,18,28,32,23,23,26
"CD630_24240",16,16,11,27.5,31.5,6,10,21,16,20,8,18
"CD630_24250",10,14,12,10.5,9,6,6,9,5,10,9,7
"CD630_24260",8,6,6,7,10,6,9,3,3,2,13,7
"CD630_24270",6,9,4,4.5,6.5,0,5.5,7,3.5,1,4.5,4
"CD630_24280",7.5,9.5,16,10,19,7,7,4.5,12,8.5,9,23.5
"CD630_24290",10.5,14.5,18,9.5,19.5,14,15.5,22.5,17,22.5,22.5,10.5
"CD630_24291",0,1,1,0,1,1,0,0,2.5,3,0,4
"CD630_24300",1761,1469,1434,2304,2533,1397,975,1059,1145,1134,1037,1012
"CD630_24310",174,159,149,175,261,130,29,33,55,33,26,49
"CD630_24320",17502,16068.5,14315.5,16601.5,25592,12777.5,13748,16941.5,16725.5,14513.5,15039.5,13918.5
"CD630_24330",4860,4564.5,4304.5,4941.5,7217,3709.5,4221,4779.5,4673.5,4010.5,4173.5,3782.5
"CD630_24340",3469,2786,2627,3198,4338,2522.5,4347.5,4402,4566.5,3778,4614,4198.5
"CD630_24350",2361,2036,1877.5,2164,3180.5,1736,1820,2162,2323.5,2020,1872,1855.5
"CD630_24351",360,351,306.5,350,510.5,279.5,295,347,379,319,292.5,303
"CD630_24360",10434.5,8640,8477,10844.5,13922,7795.5,6600.5,8526.5,8444,8023.5,7185,7211.5
"CD630_24370",3743,3433,3353.5,4156,5292.5,3100,2955.5,3043.5,3010.5,2623.5,2999,2722.5
"CD630_24380",670.5,523,571.5,710.5,933.5,558.5,436.5,403,387.5,330,438.5,395
"CD630_24390",929,607.5,788,865,1168.5,710,363,530.5,526.5,482,432.5,430
"CD630_24400",479.5,449,408.5,486,546.5,372,230.5,244,221.5,190,195.5,195
"CD630_24411",1114.5,921.5,890.5,1249.5,1495.5,755.5,375,440.5,410.5,380.5,388,329
"CD630_24420",720,620,508.5,735.5,860,487.5,175.5,208,162.5,150.5,159.5,160.5
"CD630_24430",4,6,4.5,5,9.5,2,12,9,11,3,8.5,11.5
"CD630_24440",1597,1473,1357,1815,2394,1386,5615,3606,4407,3644,7088,4697
"CD630_24450",92,98,89,108,132,47,18,21,14,22,9,17
"CD630_24460",21868,21373.5,18669.5,21912,35269.5,18121.5,12647,14802,11912.5,11112.5,12069,11427.5
"CD630_24461",1240,1644.5,1315.5,1188,2376.5,1395.5,892,738,626.5,577.5,905,657.5
"CD630_24470",2288,2600,1914,2337.5,4156.5,1934,1176,1389,1630.5,1279.5,1590.5,1343
"CD630_24480",3398.5,3428.5,2784,3832,5012,2599,1653.5,2114.5,1986,1999,1872,1833.5
"CD630_24490",1258,1214,933.5,1203,1749,924,649,764.5,635.5,629,691.5,631
"CD630_24500",734.5,683.5,656.5,727.5,1023.5,575,418.5,488,365,374.5,436,435.5
"CD630_24510",3864,3462,2879.5,3886,5132.5,2520,1964.5,2957.5,2533.5,2696,2256,2265
"CD630_24520",789.5,790,659.5,842.5,1142,604,432,619.5,583.5,570,510,512
"CD630_24530",1137,1255.5,946.5,1226.5,1728,896.5,725,917.5,876.5,802.5,804.5,769
"CD630_24540",1248.5,1170.5,1022,1179,1793,857.5,755.5,993.5,954.5,976,871.5,819
"CD630_24550",758,724,619.5,873,1236.5,618,532,662,614,623.5,598,536
"",11,8,6,7,3,2,5,7,4,1,2,0
"CD630_24560",1863.5,1746.5,1789,1870.5,2479.5,1369,441,731,546.5,656.5,466.5,480
"CD630_24570",902.5,776.5,726,729.5,1139.5,535,216,308,310.5,369.5,247.5,275
"CD630_24580",3243,2821,2714,3464.5,5069,2337.5,1115,1638,1545,1290.5,1369,1303
"CD630_24590",2268,2173,1968,2796.5,3306,1799.5,1080,1218,1135,998.5,1124,1048
"CD630_24600",3897,3189,2669,2802,4965,2556,21987,20926,21922,17942,24584,20679
"CD630_24610",42829,31608,25572,35925,48693,25989,361964,381028,428436,391181,411821,371348
"CD630_24620",2501.5,1874.5,1754.5,2026,2996.5,1724,29658,25653.5,27650,22836.5,30312.5,25938
"CD630_24630",7570.5,4260.5,4794.5,6255,7071.5,4548,73623,74506.5,87384,74570.5,79223.5,76704
"CD630_24640",455,385,382,450,512,315,508,592,605,610,468,511
"CD630_24650",940,846,794,964,1302,665,360,487,508,426,422,463
"CD630_24660",654,639,536,710,965,493,289,343,355,337,304,294
"CD630_24670",11856,10221,9856,12949,17022,8914,6485,8041,7411,7797,6040,6125
"CD630_24680",24,12,16.5,23.5,30.5,18.5,14,27,27.5,22,11.5,15
"CD630_24690",49,33,48.5,62.5,48.5,27.5,56,45,49.5,54,39.5,38.5
"CD630_24700",5,6,6,8,11,3,30,25,29,45,28,25.5
"CD630_24710",302.5,322.5,325.5,383,473.5,233.5,663.5,842,759,661.5,718,668
"CD630_24720",186.5,190.5,189.5,241,259.5,141.5,518.5,662,577,449.5,516,488
"CD630_24730",11828,8362,10175,11465,14930,9308,3708,3768,3643,3085,3578,3507
"CD630_24740",1526,1152,1268,1736,1940,1108.5,726.5,837,906,920,721,702
"CD630_24750",365,255,320,353,401,226.5,130.5,141,109,147,114,121
"CD630_24760",12732.5,8979.5,7538,11877,11292.5,6481,4571,6744.5,13077.5,11756.5,15906.5,13180.5
"CD630_24770",8163.5,5869.5,5095,6408,7655.5,4584,5318,6413.5,10636.5,8193.5,13390.5,10779.5
"CD630_24780",279,254,220,294,416,188,41,55,73,56,50,55
"CD630_24790",1611,1092,1235,1559,1673,1046,641,733,649,656,522,588
"CD630_24800",597,428,563,515,619,416,115,119,81,105,77,77
"CD630_24810",1683,1510.5,1410.5,1993,2395.5,1237.5,2245,2465,2524.5,2345,2352,2085
"CD630_24820",408,312.5,340.5,425,479.5,290.5,485,517,404.5,397,427,420
"CD630_24830",1112,814,879,1186,1400,750,808,979,1170,1000,1149,1005
"CD630_24840",182,109,143,193,258,121,257.5,302,355,353,360,313.5
"CD630_24850",66,40,41,62,96,44,112.5,146,157,157,151,154.5
"CD630_24860",589.5,408,278,550.5,706.5,366,461.5,604,527,637,667,574.5
"CD630_24870",67.5,62,55,92.5,104,67,71.5,73,55,75,87,89.5
"CD630_24880",117,83,65,125,144,74.5,55.5,63,59.5,81,115,83.5
"CD630_24890",377,220,196,421,357.5,265.5,133.5,171,226.5,277,281,250.5
"CD630_24900",115,75,90,126,106,74,74,78,146,149,153,152
"CD630_24910",2593,2161,2036,2639,3313,1789,2054,2207,2263,2165,2058,1959
"CD630_24920",6322,5389,4839,6420,8657,4523,2325,3497,3096,2812,2512,2622
"CD630_24930",3512,3287,2782,3414,4866,2639,1854,2279,2041,1942,1888,1744
"CD630_24950",2382,2330.5,2018,2809,3592,1844.5,1450,1851,1506.5,1500,1332,1234
"CD630_24960",1652,1602.5,1363,2103,2415,1259.5,893,1202,1005.5,1000,894,845
"CD630_24970",4,6,2,3,6,6,2,0,1,3,1,1
"CD630_24980",6364,5078,5295,6736,8195,4582,2292,2952,3038,2616,2426,2452
"CD630_24990",594,534,271,452,1179,385,1228,1038,1042,502,1537,1058
"CD630_25000",914,838,772,1312,1537,785,616,753,567,595,484,475
"CD630_25010",449,348,391,515,582,321,356,291,302,269,352,316
"CD630_25020",1116,1018,979,1286,1442,778,916,1367,1251,1374,1144,1085
"CD630_25030",788,638,682,739,1131,576,409,472,526,420,409,457
"CD630_25040",233,227,192,233,334,190,134,143,178,137,162,171
"CD630_25050",436.5,379,344,459.5,510,328.5,622.5,585.5,864,563.5,815.5,753
"CD630_25060",987.5,837,880,1076.5,1312,727.5,1417.5,1547.5,2137,1482.5,1925.5,1781
"CD630_25070",2902.5,2734.5,2455,2926,4574,2175.5,586.5,825.5,820.5,733,677,689
"CD630_25080",2274.5,1998.5,1779,2223,3545,1610.5,424.5,562.5,594.5,558,507,463
"CD630_25090",1695,1825,1483,1671,2954,1340,108,146,127,124,97,104
"CD630_25100",1210.5,1250,1150,1285.5,1970,945,49,62,59,58,54,54
"CD630_25110",503.5,495,459.5,502.5,803,393,12.5,12,13,10,18,17
"CD630_25120",419,363,329.5,410,612,332,10.5,19,13,13,21,11
"CD630_25130",21328,21255,17164,21868,31918,16058,19442,20643,18962,18168,17603,15376
"CD630_25140",6653,5683,5283,5783,8938,4796,12221,15128,11684,11008,11129,9457
"CD630_25150",5526,5335,5056,7391,8458,4174,669,1182,728,1348,804,867
"CD630_25160",8040,7042,6845,8958,11698,5845,1653,2432,1941,2389,1670,1709
"CD630_25170",179,110,124,174,209,130,25,29,27,34,18,22
"CD630_25171",1505,1077,1240,1372,2152,1221,1553,1395,1075,1019,1598,1075
"CD630_25180",590,520,447,676,894,469,302,376,436,340,424,330
"CD630_25190",752,617,585,787,1000,537,275,436,390,368,381,339
"CD630_25200",3337,3043,2837,4340,5150,2590,2091,2939,2591,2632,2297,2347
"CD630_25210",13048,13642,11240,14816,20455,10162,12891,15120,15425,11644,12947,12664
"CD630_25220",2266,2210,1937,2253,3165,1703,1199,1434,1219,1106,1117,1098
"CD630_25230",639,570,595,687.5,965.5,540.5,187,188.5,164,176.5,153,126.5
"CD630_25240",1250,1100,1136,1438.5,1649.5,1008.5,312,444.5,340,322.5,266,261.5
"CD630_25250",959,871,729,1064,1122,606,471,594,665,672,595,657
"CD630_25260",6341,5063,4940,6902,8506,4394,2208,3260,2812,2743,2719,2745
"CD630_25270",6010,5122,4863,6608,8244,4559,2902,4142,3727,3001,3348,3281
"CD630_25280",1163,1167,1181,1519,2030,1030,584,969,721,568,662,680
"CD630_25290",121,97,81,94,160,65,73,81,60,54,60,49
"CD630_25300",557,548,565,549,901,441,300,350,354,289,271,253
"CD630_25310",157.5,184,178.5,165,241,147.5,73,104.5,95.5,82,90.5,53.5
"CD630_25320",274.5,357,289.5,319,491,261.5,159,208.5,181.5,139,127.5,124.5
"CD630_25330",795,640,643.5,812.5,1009,615,162.5,253.5,241,203.5,162,165.5
