"gene_id","Wt_SM_Rep1","Wt_SM_Rep2","RA_SM_Rep1","RA_SM_Rep2","Wt_S_Rep1","Wt_S_Rep2","RA_S_Rep1","RA_S_Rep2","Wt_S_NOV_Rep1","Wt_SM_NOV_Rep1","RA_S_NOV_Rep1","RA_SM_NOV_Rep1","Wt_S_NOV_Rep2","Wt_SM_NOV_Rep2","RA_S_NOV_Rep2","RA_SM_NOV_Rep2"
"spr1305",1907,1672,888,1079,3397,1436,2145,1520,469,1211,529,1235,882,1062,509,954
"spr1306",1752,1509,814,947,3357,1499,2571,1903,510,1237,615,1269,979,1057,540,1014
"spr1307",665,579,282,332,1444,661,1034,864,233,524,236,528,440,581,222,426
"spr1308",893,767,391,436,1889,907,1312,884,265,525,259,598,512,484,255,496
"spr1309",0,4,1,2,3,2,3,2,1,0,0,1,0,1,0,0
"spr1310",12408,12925,7192,8309,25437,17354,20884,16930,1616,3416,1746,3643,3842,2865,1738,2543
"spr1311",5943,6128,2898,3574,12911,8700,10286,7134,1612,3145,1923,3265,3662,2738,1742,2661
"spr1312",17732,18028,9446,10555,32975,19572,23474,17865,4949,9473,5246,10463,9064,8399,4433,7568
"spr1313",4267,4128,2561,2643,11015,5866,6510,4803,603,1275,888,1569,1361,1060,726,1189
"spr1314",14222,13822,8409,9711,36146,20932,27871,20280,1116,2760,1195,2910,1877,2278,1021,2159
"spr1315",12415,12482,7716,8420,29564,18101,25856,18612,816,2388,1070,2702,1691,2020,815,1880
"spr1316",9719,9208,5525,5739,24980,16758,17555,11346,463,1280,525,1526,1002,1153,469,1111
"spr1317",6369,5981,3344,3644,17989,11601,12407,7282,243,932,385,994,678,763,290,771
"spr1318",3526,3317,1624,1470,8289,6207,5193,2955,154,481,185,449,301,401,154,403
"spr1319",5880,5357,2953,3182,18034,11994,9300,6567,538,3828,492,3186,1450,3556,672,2916
"spr1320",17989,17091,10594,12083,46089,27085,31655,22251,1641,12064,1585,10399,4297,10906,1904,9248
"spr1321",6984,10354,7320,6292,16885,12709,15201,9330,702,1284,846,1615,997,1073,589,1031
"spr1322",10982,15463,10388,8950,26448,21942,21719,15687,1130,2120,1319,2523,1567,1736,986,1567
"spr1323",63032,61879,29156,35830,105896,46279,74160,53577,16527,23234,17981,26543,28482,21637,14552,19646
"spr1324",528,565,365,500,2588,1405,2905,2081,286,589,318,579,503,473,255,455
"spr1325",293,269,205,258,1122,580,1108,941,113,274,132,276,249,236,130,263
"spr1326",1001,1085,734,944,3663,1565,3167,2314,434,1069,532,1235,955,983,495,1014
"spr1327",5787,5547,3017,3547,12464,5662,7810,6169,1685,2870,1713,3563,3208,2446,1852,1950
"spr1328",26494,24081,15819,18647,51489,21831,42096,26710,8165,11946,9609,15828,15696,9498,8261,8670
"spr1329",11271,10553,7125,8365,20219,8544,16959,11498,2813,4128,3292,5694,5775,3270,2981,2977
"spr1330",2837,2506,1674,1898,5762,2579,4054,2759,570,886,695,1191,1230,684,622,670
"spr1331",2317,2186,1219,1368,4849,2181,3752,2511,599,982,774,1297,1309,759,667,658
"spr1332",17968,18118,11134,12461,34936,18562,26312,16486,4541,8908,5713,11471,9145,6887,4693,6918
"spr1333",39796,44114,24903,28347,91960,45993,61333,45360,14260,22806,15890,26304,26133,19314,12827,18155
"spr1334",7022,8084,4508,5703,15861,6975,10918,5354,3044,3873,3056,4283,4448,3493,2415,3138
"spr1335",6953,7561,4216,4330,14623,8543,9042,6651,1301,2603,1412,3147,2795,2421,1399,2089
"spr1336",10391,10878,6664,7433,21689,12871,14252,10732,1873,4331,2172,5120,4313,3424,2327,3149
"spr1337",2,0,3,5,27,8,5,5,0,2,4,0,2,0,0,0
"spr1338",61,66,29,38,156,58,108,101,134,167,159,197,200,151,157,136
"spr1339",272,302,151,160,687,308,521,311,86,149,86,194,106,136,84,107
"spr1340",316,275,173,178,794,357,602,465,78,128,86,222,113,122,94,94
"spr1341",14,10,6,6,50,29,16,9,4,6,5,12,9,6,3,8
"spr1342",468,458,244,317,802,367,986,540,375,545,458,552,736,356,277,438
"spr1343",775892,766348,476271,570320,1473532,786786,1283308,789089,940863,956832,965280,1124447,1259341,876664,687015,823731
"spr1344",41454,40450,19353,22794,61888,28334,52427,35686,23496,61987,26652,63808,48978,56005,23339,48949
"spr1345",6,9,5,4,19,13,21,7,1,8,0,7,9,5,2,8
"spr1346",18,11,11,9,35,21,18,17,2,6,4,16,4,6,3,9
"spr1347",3,1,1,0,9,2,6,9,0,1,1,2,0,1,0,2
"spr1348",1,2,4,0,5,1,4,5,1,1,0,1,1,0,1,1
"spr1349",1,5,1,2,8,3,9,3,0,6,0,0,2,2,1,4
"spr1350",2,3,6,3,5,0,11,5,1,1,2,0,3,2,0,0
"spr1351",49456,48876,26770,31395,79686,35161,60483,43123,27668,62579,32190,68604,64186,54835,30278,49785
"spr1352",6944,7668,3409,3312,12849,12658,13491,8345,3673,6429,4269,6763,7240,5494,3849,4936
"spr1353",10976,9362,5714,6794,34716,17930,21238,15303,640,1685,810,2037,1302,1391,604,1391
"spr1354",4607,3686,2491,3070,13822,7441,8469,5482,244,632,320,819,513,565,249,509
"spr1355",3853,3413,1961,2305,10129,5641,6246,4186,303,643,307,741,437,539,259,492
"spr1356",20450,21948,13235,15259,41806,21177,30455,22510,8692,13898,9396,16085,12173,12705,7052,12240
"spr1357",14524,14559,9278,10183,30278,15957,22974,15165,5852,9571,6906,10435,8542,8143,4907,8099
"spr1358",19301,20473,11289,12112,35747,19447,20432,16030,7343,15421,7494,16672,15275,13520,7151,12438
"spr1359",40779,48168,28510,31952,128506,59396,104056,78690,3696,2978,3721,3995,4160,2775,2271,2460
"spr1360",124967,137897,96758,106840,363859,161826,334621,213499,9923,8698,11233,12296,11634,7646,6823,7547
"spr1361",72859,80302,54728,59879,223349,99897,185787,115569,5503,5648,6155,7457,6953,5068,3917,4845
"spr1362",89741,99590,70168,75870,284562,131759,250698,157954,7898,7912,8418,10614,9842,7252,5664,6691
"spr1363",19475,20879,12539,12987,80334,36526,57082,35667,1445,1916,1917,2463,2403,1669,1221,1575
"spr1364",37703,39308,23968,22976,131236,62845,89771,64506,2409,3160,2684,3932,3836,2803,2126,2713
"spr1365",49986,52928,27770,28064,175988,81329,130010,84869,3636,4541,4251,5711,5714,4096,3201,4136
"spr1366",12817,13132,6184,5939,45978,19945,35619,23989,889,1060,1085,1453,1285,958,763,1027
"spr1367",5796,6119,3643,4495,12471,5852,8123,5560,813,1423,967,1783,1028,1151,840,1086
"spr1368",6309,6346,3909,4158,13272,6746,9458,6629,1040,1861,1246,2318,1592,1445,1036,1398
"spr1369",21033,20342,12766,14091,61187,35119,33564,22015,4216,8516,4948,9852,7000,6823,3752,6162
"spr1370",65654,64439,35153,37866,145669,77041,98469,68558,15487,31179,17614,36468,24747,25737,14023,23193
"spr1371",8869,8867,6517,7353,16254,7618,14774,9689,3859,6860,4882,8975,5772,5526,3426,5771
"spr1372",8491,8580,6134,7179,19964,9397,14161,9553,4123,7302,4649,8507,5705,6271,3565,5521
"spr1373",29148,29948,18912,22692,64032,29367,43412,31356,12712,22817,13358,25773,17926,19432,10458,17087
"spr1374",9358,9446,5640,6456,25066,12834,12814,8163,4053,7764,4609,9180,6558,6488,3820,5963
"spr1375",25993,24627,16960,20976,37629,16963,29044,18582,15696,27739,18377,33936,24293,21976,12843,21479
"spr1376",1172,1006,745,878,3672,1934,4107,2956,134,335,157,347,182,264,125,229
"spr1377",896,676,587,693,3022,1571,3864,2527,83,251,106,224,152,173,64,172
"spr1378",286,172,121,146,1379,645,2243,1364,8,14,12,19,21,25,13,17
"spr1379",722,412,376,384,4078,1931,6097,3861,21,47,26,83,47,50,16,50
"spr1380",844,464,416,395,4916,2325,6376,4724,22,75,37,95,55,63,29,57
"spr1381",385,237,233,217,2551,1140,3488,2176,13,48,14,40,16,33,9,34
"spr1382",8152,4817,3680,3459,43077,19230,63604,39365,429,1509,477,1699,938,1296,438,1201
"spr1383",12018,12925,8459,9662,25775,15490,22429,16572,2595,4371,2763,5096,3309,3956,1895,3586
"spr1384",4989,5071,2956,3215,14525,8820,13158,9004,683,1204,750,1328,1283,1151,679,885
"spr1385",5915,5580,3503,4022,14152,10457,7509,5029,1259,1717,1228,1847,1284,1299,731,1084
"spr1386",3366,3728,2369,2755,5739,2584,4684,3966,555,765,620,1123,604,710,409,702
"spr1387",2205,2420,1463,1698,4909,2294,3581,2503,455,633,468,816,496,533,281,497
"spr1388",8480,9231,5652,6386,15582,8007,11006,7594,1403,1940,1470,2621,1517,1719,991,1501
"spr1389",26884,29897,16501,19484,49318,23783,36527,27582,6647,10660,6580,12491,8274,9557,4565,8101
"spr1390",11691,12707,8609,9487,23811,11058,13683,8043,2317,3040,2851,4303,2557,2690,1566,2864
"spr1391",23695,25928,16379,18883,43907,22049,29187,20556,4835,6251,5413,8654,5403,5602,3358,5844
"spr1392",13547,14438,9224,10523,28283,14849,16804,10317,2384,3412,2937,4523,2753,2930,1714,3099
"spr1393",42585,46218,27025,29985,90692,50314,60634,38804,9322,11696,9905,15435,9648,10385,6007,9993
"spr1394",51073,51090,29721,38265,139199,67332,91723,35814,17045,18234,21330,24456,21990,15379,11658,15592
"spr1395",139259,137620,71709,88897,312403,148407,190681,100701,33351,33638,38548,44534,40804,30423,23427,32375
"spr1396",39115,38251,19832,24084,89028,43256,62037,30081,10960,11832,13179,15629,14377,10263,8047,10619
"spr1397",35203,35911,21868,27334,65877,31788,48471,32679,3971,8686,4405,9660,6517,7195,3441,6347
"spr1398",7660,7903,4578,5033,16812,7751,11789,7644,780,1614,988,2005,1446,1455,746,1303
"spr1399",20757,21671,11973,14201,43146,21055,30726,22445,2884,5230,2912,5864,4537,4782,2267,3874
"spr1400",6127,6053,2985,3158,15545,8212,8348,5608,669,1109,719,1314,1077,1017,552,912
"spr1401",0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1
"spr1402",9016,8981,4471,5262,10759,9751,10402,8320,808,1701,827,1922,1046,1255,502,1167
"spr1403",4310,3899,2391,2587,8976,6029,6488,4169,245,555,285,598,294,435,205,430
"spr1404",170,143,96,118,440,199,343,224,16,66,22,56,43,48,30,40
"spr1405",3210,3132,1679,1997,7433,4746,6036,3812,450,685,467,892,526,634,308,604
"spr1406",2211,1706,1076,1295,5068,2341,4125,2641,224,866,317,961,338,718,198,688
"spr1407",19886,16258,9317,13055,39745,15233,39124,22809,1949,7896,2244,8683,2961,6847,1480,6417
"spr1408",3664,2815,1453,1866,6810,2667,6971,4035,351,1307,407,1315,451,1103,242,999
"spr1409",15145,16226,10766,12380,26580,14345,18076,11327,5240,7051,5637,8619,5431,6243,3110,6144
"spr1410",52581,56901,37502,43649,74227,44006,61575,42922,19106,25489,19943,30225,19961,22625,10861,21974
"spr1411",8924,9335,5714,6436,18253,11151,12523,8993,639,1424,733,1710,838,1217,443,1163
"spr1412",36246,38554,25471,30314,56848,26062,38155,29949,24088,22784,26397,33769,24542,18296,15935,17517
"spr1413",17189,17520,12678,14379,29516,13565,20770,13668,9791,10419,11391,15660,11208,7603,6918,7865
"spr1414",19788,19995,13729,15898,31569,16450,24164,17496,13400,14669,15004,20353,16723,11360,9149,10962
"spr1415",22565,22832,14876,17205,36682,18450,29628,19081,14237,16924,16320,23125,20424,13285,11098,12838
"spr1416",10365,10661,5953,6405,20254,11387,11191,7062,5945,8723,6848,10859,9787,6707,5001,6461
"spr1417",22201,22370,13635,14394,33673,19081,25037,15641,15828,19935,17729,27123,23712,15591,12090,14629
"spr1418",10764,11420,5693,6021,18035,10272,11546,7786,7757,9750,8012,12722,10838,7739,5503,6972
"spr1419",13292,13831,6781,7385,26195,14187,14614,10683,13942,10655,13056,14458,14681,8658,8112,8014
"spr1420",36,42,18,25,49,26,33,19,51,61,59,80,52,57,30,34
"spr1421",4609,4305,2565,3169,10264,5214,7683,6216,705,1021,725,1181,1087,732,567,675
"spr1422",20293,22041,17992,18965,24996,14110,21826,14415,23714,24884,24751,34485,29263,18921,16426,19087
"spr1423",22344,25164,19206,20064,29837,17334,25855,19423,26359,28813,28420,38663,34176,22365,18712,22069
"spr1424",15782,18037,13371,14096,21771,13421,18426,14257,16563,19304,17565,26039,22649,15231,12436,14829
"spr1425",16131,17505,11960,12851,22830,13979,17171,10841,12618,17496,15470,23506,20905,13449,11842,13277
"spr1426",21114,24088,16333,16953,29665,17607,22603,13537,16281,23438,19211,30380,27298,18637,14227,17528
"spr1427",29720,34734,22475,23389,44256,27493,37045,24827,25080,35729,30101,45944,41304,26494,20837,26349
"spr1428",3350,3867,2415,2531,5550,3599,4456,3342,2743,4147,3279,4971,4588,3051,2325,2741
"spr1429",12793,15786,8652,9262,20062,13206,15471,10822,13064,14139,14241,18602,16772,10550,8860,10352
"spr1430",86108,145794,88405,90062,173596,203665,229890,155014,78108,96964,90732,113025,105749,73454,56087,70890
"spr1431",163005,160433,89699,95206,304866,151225,188246,117540,188104,287361,224021,363348,274735,267429,163256,269045
"spr1432",41582,44560,21265,24438,78280,41433,51256,35437,63399,92123,67829,109098,87605,93406,52454,83602
"spr1433",13472,12717,7400,8631,23312,10296,15466,11313,25010,31937,28409,42807,34558,33086,21150,30318
"spr1434",28464,26292,14189,16585,50323,22600,34257,22649,41358,49721,48303,66393,61730,48657,35864,50540
"spr1435",16689,14600,6601,7964,30632,13736,19593,14435,20015,26031,22993,31146,31407,24416,17143,22909
"spr1436",4929,3575,2170,2762,7104,2621,3104,2292,2356,4744,2706,5935,3285,4426,2247,4300
"spr1437",13580,11429,7124,9945,11107,5013,23770,24514,26596,34500,28831,36586,39666,30776,24177,29274
"spr1438",10985,8455,3454,5038,24548,9947,11673,8549,6183,6806,6375,8161,9606,6039,4760,5445
"spr1439",12030,9476,3824,5396,26519,11018,13785,9539,6388,6232,6980,7558,9095,5339,4858,5129
"spr1440",71341,87645,49933,60182,170506,81786,112305,76660,39046,39542,42070,50352,30692,39486,21469,39291
"spr1441",5180,5054,3986,2359,6903,7435,27854,18803,2138,1624,2321,1897,1728,1286,1109,1258
"spr1442",5366,6056,4000,3218,20075,15837,24167,18617,12350,17591,12666,17489,18537,16053,10142,14821
"spr1443",15596,16190,9514,10567,27954,19161,21651,17188,10167,16547,10747,19195,14386,14836,7881,13558
"spr1444",13105,13753,9030,10474,22096,15617,16783,11465,8945,13744,9932,15692,11720,11915,6549,11585
"spr1445",10530,10677,8192,9067,24132,15976,22399,17680,11735,16830,12101,19254,16957,14983,9286,13500
"spr1446",372,438,279,244,881,421,485,323,216,282,243,382,212,197,182,228
"spr1447",211,247,172,183,541,287,300,264,130,166,136,196,138,130,129,118
"spr1448",347,407,284,250,512,324,570,407,258,369,357,465,288,301,190,285
"spr1449",2148,2804,2002,1780,4137,2846,3393,2227,1425,1450,1769,2106,1346,1196,791,1211
"spr1450",5280,7123,4218,3719,10346,7661,7681,4461,3233,3417,3801,4491,2985,2833,1959,2720
"spr1451",5587,7724,4476,4094,11785,9049,7392,4935,3030,3478,3299,4521,3116,2844,2013,2819
"spr1452",33,15,18,23,69,28,24,33,15,16,9,13,13,14,14,14
"spr1453",13439,16354,10456,12152,20636,9637,16279,12335,6314,9764,7039,11546,7678,9060,4313,8298
"spr1454",14360,17051,10473,11987,25471,13277,18197,16014,4603,7587,5004,9128,6110,7270,3286,6435
"spr1455",9321,11113,6551,7528,20066,10748,11153,7754,2564,4543,3082,5336,3603,3990,2056,3746
"spr1456",16307,15970,11142,12362,30189,17212,25851,16880,9488,16616,11026,20624,15171,13359,7794,13074
"spr1457",12124,11124,8047,8087,25538,15999,17713,9623,5494,9950,6739,12707,9440,8097,4837,8153
"spr1458",253,200,129,186,670,428,475,470,110,204,158,255,245,168,112,179
"spr1459",14833,14644,11403,12081,29421,18826,24862,17508,8602,16135,10528,19558,14687,12946,7182,12805
"spr1460",26126,24951,15506,16527,53941,33976,37751,25155,11808,28498,13565,32082,24329,23508,10744,23211
"spr1461",4536,4812,3419,3825,6705,3769,4963,3634,3772,6695,4132,8064,4815,6058,2749,5376
"spr1462",2848,2846,1936,2258,4621,2686,3189,1986,2072,3984,2557,4930,3165,3357,1697,3407
"spr1463",1557,1548,881,970,2314,1604,1773,1077,1008,2194,1162,2631,1595,1817,839,1767
"spr1464",46059,48380,32713,40455,88608,41850,69247,48997,42320,57828,45062,71687,47027,61712,28715,56951
"spr1465",5086,4958,2668,2855,8612,5041,5505,4329,2089,6870,2349,6599,4237,6354,1861,5830
"spr1466",15638,17157,7616,8658,47093,25797,25495,18311,2268,4187,2402,4721,3297,3952,1771,3627
"spr1467",34794,33445,18626,22270,86880,48376,61876,34560,15367,17282,16442,20776,22023,15079,11150,13054
"spr1468",65,58,42,32,142,77,91,69,35,69,33,70,40,41,24,46
"spr1469",400,428,266,349,1020,649,1063,1107,193,306,254,369,287,304,173,233
"spr1470",2634,2339,1166,1223,7743,3815,4028,2228,405,582,526,716,727,572,382,501
"spr1471",179,151,104,99,1398,625,324,196,32,64,46,90,62,45,40,38
"spr1472",30236,26690,16262,21147,69185,26720,47902,33600,6012,9233,6895,10997,10416,8888,5453,7913
"spr1473",2996,3197,2041,2228,6497,3418,4603,3277,923,1660,988,2022,1441,1454,688,1453
"spr1474",1729,1704,1080,1256,3441,1766,2696,1769,556,1042,600,1222,905,837,414,882
"spr1475",1219,1215,762,918,2507,1644,1955,1715,336,706,313,755,535,689,269,591
"spr1476",1097,1007,470,715,3277,1437,1526,527,189,279,245,375,257,297,162,201
"spr1477",3919,2871,2162,2667,8718,4497,8024,3998,2725,2587,2997,3378,3689,2265,1960,2155
"spr1478",44,58,50,48,178,92,105,100,12,17,15,20,10,10,14,16
"spr1479",11785,8847,6985,8893,23265,10997,26882,16840,9687,8684,10566,12074,13229,8314,7021,7996
"spr1480",4677,5180,2493,2770,9887,6583,4700,4180,1302,1983,1248,2214,1869,2163,947,1704
"spr1481",118,118,71,74,80,69,118,101,33,57,46,77,42,45,17,43
"spr1482",309,324,191,208,489,342,303,210,98,178,98,203,120,181,69,155
"spr1483",602,607,441,424,1409,907,1733,971,386,393,420,480,518,414,296,405
"spr1484",4716,2802,2070,3126,9680,4056,10612,5849,2732,3188,3296,4212,5636,2825,2949,3163
"spr1485",88,100,54,68,139,54,67,70,39,42,55,68,53,77,38,55
"spr1486",4683,4494,3433,3889,11752,5963,7871,4052,279,996,325,1230,449,900,262,941
"spr1487",19202,18162,12832,14683,36950,19489,30890,21601,1409,4583,1479,4881,2219,4218,1102,3908
"spr1488",412,324,253,344,1503,627,1304,988,22,36,27,40,50,47,20,33
"spr1489",4,2,2,4,2,0,1,1,0,3,2,4,1,1,0,2
"spr1490",2570,2775,1956,2213,6283,4493,5076,4313,647,989,644,924,1016,990,493,779
"spr1491",55106,48153,32516,36864,172877,111176,158354,102795,5904,8122,6812,9429,11006,7876,4980,7515
"spr1492",14865,15508,9055,10742,49895,27953,47753,29574,2768,5087,3196,5395,4422,4576,2176,3920
"spr1493",15284,16462,10373,12547,48013,23461,50147,35340,2824,5351,3360,5470,4620,4749,2211,4239
"spr1494",20046,21188,11494,13503,67777,33237,62480,36029,3099,7069,4031,7224,5594,6144,2713,5414
"spr1495",8996,7470,3294,4522,19381,18080,15408,11413,733,650,724,697,720,520,426,484
"spr1496",9065,9722,7403,8444,18396,9878,14036,9350,2469,2614,2495,3131,2957,2550,1546,2442
"spr1497",1980,2152,1528,1746,4341,2676,3318,2198,615,652,713,822,836,597,444,583
"spr1498",4757,4717,3345,3778,9989,7927,7276,5015,957,998,1049,1242,1306,1057,673,945
"spr1499",38334,35754,16516,18929,73946,36734,62499,41431,17453,16030,19118,19245,33133,15798,13494,15746
"spr1500",156,145,86,113,436,202,255,171,100,114,107,147,93,85,82,75
"spr1501",127,125,79,96,347,133,220,123,72,76,105,123,68,68,73,81
"spr1502",49962,46816,31964,40231,95657,39787,78911,54757,64873,59601,70435,75651,80071,51888,53139,47555
"spr1503",11363,10402,7362,7798,26504,13976,13201,6258,13740,15392,20189,19846,17235,12701,12575,12163
"spr1504",5,13,4,3,4,2,6,7,7,5,5,14,4,1,1,4
"spr1505",52104,53551,32003,35834,94316,47705,64887,49147,81996,76436,92360,99799,91275,69662,63107,67420
"spr1506",50670,49171,30191,32969,95976,48937,60513,43025,66016,61717,79678,84015,78292,55712,56049,57435
"spr1507",2880,3179,1663,1794,8072,4149,3523,4205,5498,4843,5153,6214,5488,4706,3365,3918
"spr1508",52466,51634,28435,32456,96485,50733,60290,38248,68941,64275,75618,84633,81414,58464,53758,57579
"spr1509",50552,49440,28249,31090,90777,47533,62446,39001,59095,60603,72085,81160,76382,54451,50354,55989
"spr1510",88563,89686,55010,64939,153531,87346,111961,77513,117914,131738,126107,160494,148007,121571,88686,108947
"spr1511",79600,76753,48316,53614,154711,88394,103472,63165,83853,92706,97783,116878,110789,80663,69121,80130
"spr1512",11222,13006,6879,7925,22734,14532,14630,11073,20484,18752,20898,23010,21577,16686,14040,16105
"spr1513",3731,3829,2706,3022,7120,4138,5239,3548,7458,7706,8430,10312,9449,7160,6358,7257
"spr1514",6342,6877,4519,4912,12275,7562,10473,6992,14654,14979,15872,18930,18697,14232,11575,12912
"spr1515",14705,16026,8632,9738,28850,15608,19831,12389,29075,26512,33019,34616,32289,23623,20974,23385
"spr1516",10352,10356,6845,8022,14561,7369,11149,8333,19414,22097,21769,26577,25996,19586,15447,18772
"spr1517",20207,20468,12167,13716,29861,15419,25485,18208,38721,42915,42661,50419,54338,37912,30019,35864
"spr1518",10997,11797,6826,7214,26078,16811,19407,13246,20730,20935,21691,23637,27713,17630,15972,16478
"spr1519",432,370,271,363,1272,475,943,547,682,567,743,658,743,492,546,526
"spr1520",387,411,269,308,1037,393,951,754,667,512,666,573,791,464,515,440
"spr1521",90,83,42,63,257,98,137,153,130,94,117,115,138,88,97,100
"spr1522",285,305,154,185,879,372,457,456,447,360,491,380,600,344,384,330
"spr1523",240,220,134,184,701,333,422,365,306,255,397,299,511,248,306,240
"spr1524",249,251,139,173,969,401,584,384,468,401,508,426,657,347,393,355
"spr1525",662,650,384,482,2003,804,1426,1047,1050,978,1333,1015,1731,916,976,924
"spr1526",710,637,426,542,2120,897,1827,1557,1261,1149,1679,1169,2263,991,1197,929
"spr1527",1582,1554,890,1045,5796,2915,5457,4590,4371,4462,5449,3950,8977,3554,4160,3419
"spr1528",1207,1169,722,826,3941,1983,7043,6043,5532,5046,7723,4394,12146,3921,5280,3955
"spr1529",712,627,407,442,1674,875,4209,2742,2854,2726,3715,2264,5778,2138,2587,1880
"spr1530",15,9,5,3,39,18,39,19,7,10,11,15,16,7,10,3
"spr1531",17,18,14,8,62,27,55,29,11,20,13,15,18,23,11,11
"spr1532",0,4,1,3,7,8,11,7,7,6,11,2,10,1,7,5
"spr1533",2,3,1,0,9,0,11,13,6,10,10,3,10,4,5,6
"spr1534",2,3,5,2,7,9,38,42,14,14,20,12,17,12,17,6
"spr1535",0,0,0,1,6,4,14,13,8,7,4,2,11,2,1,2
