"gene_id","Wt_SM_Rep1","Wt_SM_Rep2","RA_SM_Rep1","RA_SM_Rep2","Wt_S_Rep1","Wt_S_Rep2","RA_S_Rep1","RA_S_Rep2","Wt_S_NOV_Rep1","Wt_SM_NOV_Rep1","RA_S_NOV_Rep1","RA_SM_NOV_Rep1","Wt_S_NOV_Rep2","Wt_SM_NOV_Rep2","RA_S_NOV_Rep2","RA_SM_NOV_Rep2"
"spr0506",1273,1092,699,829,2692,1174,1386,1016,372,325,453,399,616,344,409,345
"spr0507",5330,4828,3328,3830,15395,6662,9593,6724,988,954,1229,1108,1431,796,855,755
"spr0508",3086,2733,1954,2266,9801,3985,6288,3346,516,616,744,701,702,437,527,462
"spr0509",19659,18407,12899,16357,46279,18749,35826,24577,4239,4270,4928,4840,5197,3696,3246,3304
"spr0510",16920,19312,14980,16529,51189,26080,32322,21867,4863,5699,5456,6275,5803,5208,4194,4761
"spr0511",46,69,43,58,207,109,132,75,16,15,15,22,19,16,6,14
"spr0512",35,21,19,23,265,153,61,48,4,5,8,5,5,3,7,9
"spr0513",100,109,61,83,284,162,187,124,41,29,41,34,27,14,21,18
"spr0514",927,721,523,761,2876,1187,1842,1232,226,271,235,238,307,244,182,211
"spr0515",465,391,275,443,1593,561,874,597,115,145,129,159,145,119,95,116
"spr0516",44123,45211,33206,39625,106637,52110,78248,56326,28489,24700,31456,29538,36434,22038,22616,21504
"spr0517",12874,12902,9592,10948,28015,13327,19653,12739,7555,7325,8784,8891,9830,6423,6262,6429
"spr0518",19515,19813,14234,16276,45014,20810,29875,21116,12739,12569,14643,15229,15794,11697,10603,11130
"spr0519",29690,30258,23322,27317,65539,29260,44447,32306,21220,20186,23186,25190,25990,18690,16989,18187
"spr0520",6486,6798,5153,6404,12693,5603,10657,8018,5074,4673,5934,6083,5916,4565,4271,4400
"spr0521",18444,19447,14116,16620,37557,16853,26912,17056,15735,14370,16604,17264,18112,13585,12240,12121
"spr0522",3725,3819,2498,3076,8686,2867,4220,3185,2263,1821,2582,2375,2416,1805,2315,1654
"spr0523",1539,1512,1182,1466,2805,933,1796,1215,954,756,1137,989,993,648,876,740
"spr0524",4703,5120,3723,4407,9806,2964,6193,3971,4772,3465,5092,4698,4227,3632,3890,3412
"spr0525",2068,2414,1710,2085,4294,1266,2309,1773,2132,1504,2135,1986,1700,1594,1591,1512
"spr0526",5757,6467,4520,5425,10424,3411,5855,4259,6212,5083,6325,6268,5618,5046,4854,4490
"spr0527",312,342,310,354,575,176,316,221,365,342,458,417,418,303,349,330
"spr0528",1664,1862,1374,1479,3915,1742,3774,2656,2091,1799,2213,2193,2430,1648,1689,1616
"spr0529",3918,4334,3297,3849,8478,3766,8379,6205,4967,4515,5482,5393,5303,4327,4289,4130
"spr0530",94501,76413,44305,51321,177847,73565,147011,87739,112695,151053,123719,158033,240679,140583,120872,128631
"spr0531",746,706,359,469,2928,1404,1291,875,72,144,74,170,116,162,69,166
"spr0532",857,811,798,851,3159,1550,2465,1763,155,422,174,396,341,344,212,305
"spr0533",583,527,484,515,1932,1024,1552,1446,126,259,121,270,306,249,128,189
"spr0534",589,549,411,410,2103,1159,1735,1484,102,252,103,326,314,305,155,236
"spr0535",195,203,141,109,731,391,607,374,20,144,43,109,110,92,33,84
"spr0536",152,137,95,97,588,312,445,315,23,110,33,111,107,72,30,80
"spr0537",13617,13212,7960,8388,30891,19346,21869,14565,4340,5754,5134,6508,6469,5015,3580,4693
"spr0538",51291,51086,31250,32977,82501,48666,58023,39217,25810,41978,30314,48488,37026,38754,20213,38648
"spr0539",13371,12970,9592,10197,22041,14549,20058,12965,9414,11761,11041,14195,12821,9791,7876,10355
"spr0540",19304,19009,11347,11813,41599,26470,34698,22949,12241,19007,14886,22038,17807,16799,10413,16403
"spr0541",23683,22736,14805,15697,54290,31943,43787,29175,14647,20746,18842,25433,21794,18317,13466,18763
"spr0542",12596,14051,8250,8871,25098,16035,17186,11771,11038,9361,12269,12321,12516,9648,9496,8837
"spr0543",7483,7298,4966,5569,15411,8636,13002,9577,6227,6985,6864,7769,9237,6334,5320,5791
"spr0544",5424,5377,3965,4473,12060,6388,9382,5879,4049,3930,4513,4852,5694,3624,3608,3530
"spr0545",94,107,55,65,374,184,196,125,21,21,17,17,28,18,19,12
"spr0546",9904,9640,5469,5987,18120,10188,16138,9377,5618,7339,6223,7894,9286,6242,4918,6070
"spr0547",34098,33758,21249,24594,62495,34818,52726,34263,21252,25031,23043,27616,32073,23061,18114,21332
"spr0548",3513,3310,2432,2679,7063,4235,6236,4024,2246,2485,2462,2985,3512,2472,2097,2149
"spr0549",959,966,610,744,2111,1316,1373,1089,542,631,670,710,739,575,472,535
"spr0550",255,266,171,214,479,282,457,271,187,237,199,260,295,235,194,174
"spr0551",46606,18120,9266,13626,95833,18933,28134,18038,6827,4228,7125,5278,5768,3923,3474,3688
"spr0552",8977,7163,3927,4516,20546,11036,14430,8907,4084,3487,4181,3784,5141,2930,2853,2710
"spr0553",3803,2912,1987,2192,11291,5664,6036,3884,1426,1253,1655,1606,2043,1015,1146,1107
"spr0554",6873,5628,3378,3965,17365,9117,10190,7184,2965,2611,3035,2839,3865,2329,2112,1948
"spr0555",71804,70696,37716,42236,184733,88889,94679,64023,29515,22683,32256,27888,32729,21088,20761,20160
"spr0556",103107,101708,56912,65375,258377,121292,147998,109866,42035,35296,43288,42723,48562,33546,29029,29633
"spr0557",26664,26436,16902,18429,75426,45469,68611,46401,27431,23582,28288,27502,32399,22233,19545,21771
"spr0558",16487,16472,13114,15180,44918,24530,42576,29392,19129,15850,21074,19048,21128,14191,13251,14040
"spr0559",20929,21048,15142,16631,60680,31457,49471,34528,22956,19293,26367,24175,25941,17539,16628,17950
"spr0560",10302,10729,6871,7838,27209,14143,21376,17104,11147,9284,11812,11074,11978,8704,7886,8403
"spr0561",27655,27336,17052,18303,68746,31830,92388,76081,59213,79734,70969,79877,95283,72881,55811,67168
"spr0562",820,648,702,840,3780,1989,27165,18993,22847,16004,29827,16565,37925,12937,19561,13616
"spr0563",523,351,392,517,2156,1152,10202,6653,9035,6313,12290,6509,14455,4981,7502,5093
"spr0564",4834,3633,3306,4170,16209,8168,45678,40200,58123,42162,68133,40071,88053,33547,48122,31984
"spr0565",47289,34560,29837,39272,154326,71667,151984,134912,191492,146302,213470,157302,257847,117801,151821,109287
"spr0566",191,202,118,151,460,286,300,197,145,242,161,312,206,200,118,244
"spr0567",120,137,64,105,314,181,151,119,94,127,67,149,114,98,62,108
"spr0568",1634,1587,631,648,4186,2329,1999,1623,643,1303,709,1428,1066,1162,522,1021
"spr0569",1511,1585,942,925,3659,1989,2072,1550,1095,1368,1032,1800,1014,1148,558,1166
"spr0570",1893,1922,1133,1163,4034,2059,2903,1634,1287,1981,1432,2586,1560,1763,903,1819
"spr0571",2245,2396,1512,1580,4331,2452,2997,2060,1491,2363,1637,3144,1834,2243,1022,2096
"spr0572",730,724,535,587,1654,865,954,565,468,706,527,1035,556,636,362,724
"spr0573",9266,9471,6400,7132,16305,8078,11680,9443,8024,12493,8454,16324,9163,11306,5695,10994
"spr0574",4238,4324,3004,3327,6767,3034,5207,3858,4050,6242,4440,8028,4629,5798,3082,5465
"spr0575",377,401,285,379,640,303,671,524,408,638,448,840,477,576,342,534
"spr0576",503,421,294,378,790,362,640,450,445,682,421,897,468,670,329,581
"spr0577",856,847,611,757,1408,607,1156,746,895,1377,908,1860,930,1215,650,1206
"spr0578",2404,2221,1425,1611,6852,4297,7135,4739,2254,3266,2231,4051,2847,2885,1569,2834
"spr0579",5539,5390,3716,4168,15676,8985,14469,10070,4808,7377,4895,9190,5816,6462,3347,6452
"spr0580",21289,20015,14063,14719,32611,22016,23934,13626,7900,10548,9117,13984,8497,7955,5076,8611
"spr0581",309554,292396,182864,201666,492710,313557,358925,243992,145840,210787,160086,269190,169335,165305,104194,165271
"spr0582",16065,15214,9286,10550,33094,19946,25319,16397,6752,8290,7018,10873,7439,7059,4893,6717
"spr0583",8091,7504,4578,5060,16627,9326,11215,6929,3224,4273,3289,5339,3599,3741,2167,3423
"spr0584",13669,12177,7924,10303,19609,10558,21225,14322,10476,17701,11720,20320,15247,16288,8814,16099
"spr0585",6759,7301,3549,3913,16910,10286,10405,7790,2296,3389,2334,3725,2941,3540,1752,3093
"spr0586",1956,1772,1190,1325,5354,3905,2984,1797,940,1525,1009,1825,1470,1279,778,1013
"spr0587",139,146,104,134,268,114,165,141,104,129,96,151,99,126,57,135
"spr0588",7701,7692,4812,5306,12365,6613,9619,7034,5387,6166,5717,7795,7434,6244,3886,6334
"spr0589",11119,11900,8139,9394,17231,9305,14495,10052,9616,10222,10279,13228,12173,10699,6534,10543
"spr0590",5321,5734,3830,4333,8296,4473,6272,5339,4745,5382,4822,6717,6078,5627,3269,5246
"spr0591",11886,12376,8398,9895,17670,9392,12429,8347,9258,10376,9927,13459,12181,10978,7315,10735
"spr0592",11506,12121,7995,9581,19502,10563,12478,9061,10763,11593,11384,15076,14134,12279,8247,11846
"spr0593",3864,3892,2245,2736,8872,4928,5867,3956,1426,1364,1584,1663,1988,1506,1051,1495
"spr0594",1863,1706,625,570,3285,1918,1797,1209,697,814,821,1067,1005,834,549,957
"spr0595",3885,3916,1808,1862,6136,3704,4902,3134,1695,2241,1965,2715,2750,2256,1298,2282
"spr0596",2049,2006,913,1104,3385,1747,2857,1769,992,1489,1336,1941,1718,1595,864,1521
"spr0597",797,870,454,491,3145,1555,1551,1084,109,106,84,178,96,124,46,132
"spr0598",93127,94382,58434,68352,207056,102238,145965,98300,23800,21147,27731,28097,33871,23068,18001,24523
"spr0599",9982,9620,4968,6269,51069,26053,12691,7897,2108,2152,2129,2899,2986,2112,1623,1999
"spr0600",537,406,402,529,1445,883,7156,5387,1615,1307,2322,1436,3685,1116,2004,1253
"spr0601",1397,1436,1012,1220,3819,2091,13791,14762,3423,3073,4799,3112,7984,2672,4027,3036
"spr0602",412,419,275,337,1195,639,1736,2403,643,677,918,705,1597,573,836,612
"spr0603",13466,13594,9027,10074,23376,11348,18249,12072,8239,8664,8684,10680,11355,8982,5927,9030
"spr0604",10114,10268,6695,7524,17082,8297,12197,8221,5058,5646,5386,7332,6966,5901,3795,5869
"spr0605",13311,13528,8359,8822,24946,11629,15448,10781,6484,7791,7476,9882,9501,8339,5200,8147
"spr0606",116,100,29,55,632,324,294,312,38,46,36,37,63,47,39,42
"spr0607",3463,3318,1715,1977,6079,2283,3511,1876,1297,2018,2063,2693,2305,2084,1618,2121
"spr0608",3759,3522,2208,2285,6497,2341,3771,2497,1727,2342,2405,3390,2701,2624,1824,2687
"spr0609",654,540,332,371,866,265,577,366,290,481,386,601,462,569,287,398
"spr0610",4207,3854,2243,2369,7271,2701,3791,2487,2115,2719,2417,3677,3128,3012,1954,2968
"spr0611",2887,2878,1680,1849,5108,1700,3201,1784,1702,2277,2184,3198,2577,2608,1865,2586
"spr0612",0,2,0,1,1,0,1,1,0,0,0,1,2,1,0,0
"spr0613",8668,10067,8097,5767,23007,36918,31554,14069,1979,3686,2445,4723,3946,3333,1373,3403
"spr0614",10973,12146,10103,7156,30428,51445,41050,21426,2416,4013,2883,5585,4878,3693,1716,3944
"spr0615",5486,5430,4599,3948,12547,12838,36746,18454,9702,10690,11008,11554,13675,8503,7555,8723
"spr0616",4476,4521,3672,2931,10409,11228,23262,16636,7540,7533,7955,8203,9548,6155,5376,6179
"spr0617",3159,3082,2381,1896,7174,6828,11630,6080,3900,4495,4856,4765,5233,3495,2936,3486
"spr0618",6275,6188,4907,3911,12829,13314,18020,13898,5999,7660,6830,8445,9075,6325,4811,6213
"spr0619",6999,6335,5061,3913,15105,15246,17540,11550,5625,7578,6266,8495,8678,5960,4469,5957
"spr0620",19,28,16,24,79,42,47,25,24,14,15,22,14,22,20,19
"spr0621",11,9,11,8,28,19,19,12,8,12,6,6,9,6,8,6
"spr0622",21,24,14,22,50,29,44,46,14,25,14,17,14,19,12,8
"spr0623",17,11,19,17,72,33,30,40,22,17,18,31,15,30,14,16
"spr0624",12,21,21,13,48,29,37,32,29,22,20,29,16,21,23,24
"spr0625",305,255,233,199,591,455,735,371,176,237,279,285,247,199,146,200
"spr0626",42402,44234,25352,27939,86199,46909,49714,42089,41374,42435,41751,51505,51318,50266,29370,47084
"spr0627",17631,15168,9356,10757,36454,27909,61022,47911,37069,36086,39041,37100,55166,31482,30347,29933
"spr0628",6127,5887,3219,3266,11428,7800,8801,4886,2974,1677,3125,2534,2232,1650,1456,1623
"spr0629",6252,5782,2867,2966,12314,8431,7413,4945,2700,1780,2734,2374,2166,1546,1479,1579
"spr0630",5159,4802,2167,2359,9818,6128,5779,4589,2548,1708,2759,2390,2331,1670,1427,1607
"spr0631",171,155,79,113,203,125,267,210,341,420,373,474,401,382,248,363
"spr0632",521,451,307,392,729,447,673,515,1124,1202,1061,1428,1060,1143,758,998
"spr0633",167,169,150,137,235,132,257,159,451,428,456,485,366,407,251,344
"spr0634",197,176,111,133,305,210,229,151,395,412,330,479,342,399,262,336
"spr0635",163,141,84,122,227,143,225,136,377,340,344,435,315,359,220,307
"spr0636",254,196,148,232,404,224,367,220,523,543,579,693,515,520,341,486
"spr0637",320,235,175,254,422,262,367,272,629,575,581,796,523,522,397,566
"spr0638",7264,7302,2899,3145,16949,12734,16798,13471,5084,3793,5356,4377,5951,3321,3270,3134
"spr0639",845,1392,648,537,1298,822,474,277,282,621,432,565,151,573,146,529
"spr0640",709,1060,556,466,977,621,443,254,226,664,400,555,139,603,117,536
"spr0641",5703,7325,4708,3959,7449,3345,4387,2869,1589,5747,2109,5211,1344,5684,936,4926
"spr0642",213612,197341,109428,128806,479776,366872,445701,263042,83790,70072,82927,79602,85908,62873,48114,61764
"spr0643",8797,7762,4490,5064,20075,16316,20540,9382,4134,3303,4917,4263,4560,2912,2553,3070
"spr0644",19,12,4,17,85,30,54,39,21,25,30,49,46,17,21,21
"spr0645",22,11,6,6,108,43,31,27,17,17,31,24,39,12,25,12
"spr0646",57,45,21,37,95,86,117,83,23,14,30,29,33,26,13,25
"spr0647",3483,3221,1955,2132,6988,3478,6376,4052,2754,4163,3031,4793,5232,4051,2439,3831
"spr0648",707,870,656,823,1274,507,869,523,1033,1315,1016,1582,945,1621,818,1469
"spr0649",556,548,379,403,1459,1217,1280,948,508,675,548,826,706,680,374,679
"spr0650",3369,3503,2235,2780,6628,3685,3966,2784,3165,3665,3349,4537,3236,4385,2400,4044
"spr0651",7240,7409,4273,5044,13835,8239,8747,6508,6913,7694,7520,9485,7596,9023,5518,8965
"spr0652",57001,58983,30840,34897,59897,36074,28625,18799,46740,53601,53685,60673,62448,56984,35266,58548
"spr0653",450,431,220,244,1968,1004,1262,972,348,672,379,684,753,579,324,589
"spr0654",418,346,228,246,1548,840,1265,1024,344,771,365,729,697,748,325,584
"spr0655",18783,18011,9616,11351,45635,28166,35389,21443,56367,53992,64052,64692,86036,54342,43799,57880
"spr0656",22604,22769,11515,13564,44248,28411,32920,22330,49764,57752,53716,64385,70074,59543,38397,59154
"spr0657",2812,2688,1383,1385,4282,2721,3367,2004,2519,3066,3171,3671,3222,3135,2096,3227
"spr0658",0,1,0,1,5,0,1,0,1,0,0,5,0,1,0,1
"spr0659",9320,9562,4932,5535,23849,13052,15749,10562,10986,13809,12216,15535,14163,14196,8471,13687
"spr0660",5200,4800,2968,3497,11440,6389,8396,5540,5683,6995,6707,9160,6042,7346,4672,7877
"spr0661",5607,5669,3390,3735,11352,6018,8945,6251,7114,8657,8040,11085,7754,9185,5761,9272
"spr0662",5717,5598,3391,3771,13343,6864,8716,6242,7316,8894,8250,11821,8416,9733,6078,9899
"spr0663",5624,5570,3556,4030,12179,6284,8517,5743,7265,9477,8444,11735,8926,9994,6611,9938
"spr0664",1039,962,624,768,2247,1216,3752,2871,2561,4085,2998,4518,4692,4111,2533,3753
"spr0665",18185,17460,7983,8295,32761,19577,27702,17430,28009,26689,30251,34242,32351,27278,19143,28352
"spr0666",15712,14351,7904,8584,28654,16733,21842,13344,22145,20457,26453,28202,25259,21053,16644,23487
"spr0667",30591,30003,15140,17455,53602,29551,42019,26647,51241,48056,57081,63098,54748,51729,35839,52537
"spr0668",26464,18099,11543,16727,7125,5102,18486,18141,23487,42640,29117,46955,39715,39874,26150,39047
"spr0669",3813,2836,1721,2374,1505,1226,995,829,1913,3975,1970,4872,2232,3919,1808,3774
"spr0670",14889,15979,8357,9304,23163,13526,15606,10441,20631,21360,22779,26172,24589,22769,14794,22359
"spr0671",22295,23890,14798,16402,40009,20004,30704,21318,61044,53301,67080,69209,71952,57361,42281,57339
"spr0672",25832,25938,17475,18681,39771,22951,31959,22873,55995,66508,60933,81735,87674,66034,47180,67249
"spr0673",25903,26739,17680,18902,40903,22748,32217,20871,59774,77124,68641,94650,95838,74604,50271,73669
"spr0674",39000,39269,17080,20830,81367,77464,74517,50722,53408,24388,50281,30539,46446,22765,26321,21360
"spr0675",2684,3163,1451,1367,5692,3078,3966,2771,2202,2367,2507,2646,2934,2308,1573,2276
"spr0676",9299,11620,5894,6491,17645,9040,14882,10818,8518,9004,9189,10534,10898,9156,6096,8928
"spr0677",3798,4700,2860,3141,7444,3545,5257,4055,2875,2818,3273,3625,3612,2908,2277,2906
"spr0678",21077,26677,18291,21168,36165,16789,31290,22465,19685,17130,21580,22639,22981,17720,15086,18125
"spr0679",11344,11800,6785,7239,27463,18163,17019,11823,11398,10933,12292,13268,18354,11565,9732,12242
"spr0680",7,9,7,6,36,10,24,18,3,7,12,11,5,10,3,9
"spr0681",2,8,3,6,21,8,12,20,14,8,6,15,2,9,6,3
"spr0682",25691,21527,11207,14284,63402,28566,35364,23621,12658,7258,13285,10060,12445,6657,7867,7036
"spr0683",18960,17363,7250,8833,53212,22323,46402,27803,17369,10195,18984,13293,16661,8881,9897,9340
"spr0684",4602,4690,2017,2061,8770,4881,5642,3682,7643,7704,8238,9292,7987,7625,4877,7675
"spr0685",4523,4481,2315,2420,8937,4693,5846,3123,6084,6798,8393,8798,7729,6304,4687,7694
"spr0686",8825,8722,4979,5412,16251,8764,9532,5613,12316,13117,13980,16759,15044,13330,9362,14378
"spr0687",12843,12520,7508,8088,19792,10267,13194,9324,18482,20010,21034,25056,22122,20518,13390,22014
"spr0688",6135,5832,3376,3717,7527,3892,6187,3698,9120,10028,10073,12875,11588,10134,6632,11028
"spr0689",829,815,530,554,1793,1923,1933,1409,2498,2844,2380,2992,3203,2767,1671,2456
"spr0690",8911,10574,4197,5691,12607,4508,11407,10069,16449,11389,15745,14143,17386,11328,8898,11137
"spr0691",27560,29957,16428,19533,48131,34291,25946,23162,73691,42208,68620,48805,53317,48224,35474,45320
"spr0692",13710,14083,9813,9238,28568,23150,43785,35317,34561,49115,36235,47662,58598,44403,28620,40664
"spr0693",14560,13106,7198,7363,30225,11797,28097,17980,17900,18222,18841,19653,21459,16662,11413,15959
"spr0694",7266,6700,3889,4049,16995,6510,14658,9428,9412,9643,10522,10779,11162,9003,6167,8779
"spr0695",27894,24808,15948,16446,49624,19562,48397,30901,28299,29020,32716,34561,34415,26156,19766,27528
"spr0696",29795,29817,19097,21491,55779,27915,43932,30307,47615,52343,53019,59611,73191,50114,39652,48811
"spr0697",751,584,346,435,2199,852,1841,1046,1248,1485,1567,1980,1947,1086,908,1398
"spr0698",1860,1593,806,1110,5416,2283,4162,2921,4650,5700,5096,7024,6573,4690,3144,4830
"spr0699",3905,3556,1926,2045,8931,4334,6968,4670,6538,9357,8028,12130,11813,8293,5707,9322
"spr0700",312,313,158,168,710,358,483,365,473,507,505,613,782,473,391,508
"spr0701",2318,2348,1561,1568,6125,3207,4560,2931,4705,4837,5182,5706,7355,4406,3971,4401
"spr0702",1957,1821,1205,1240,4765,2514,2775,2009,2959,3202,3298,4095,4324,2873,2411,3053
"spr0703",3566,3206,2168,2306,9854,5101,5377,3510,5079,5595,6375,7473,8234,5180,4810,5377
"spr0704",4749,4804,2761,2971,11159,5426,7021,5187,8303,8274,9594,10946,12211,8027,7274,8522
"spr0705",1899,1987,1288,1345,4766,2372,2914,1823,3867,3866,4417,5235,5725,4046,3371,3954
"spr0706",104505,110941,73062,88003,205647,101594,163725,112244,320310,262449,336776,325200,366992,265109,215951,268206
"spr0707",12930,16498,7193,7339,22499,17132,14618,11097,70044,49205,68657,71938,52493,58771,49073,52124
"spr0708",20698,25989,12733,13153,33308,23425,25392,19176,135152,89769,128870,129438,93525,108659,87941,93130
"spr0709",8298,8740,3546,3991,14808,8858,3934,2613,3848,5523,4221,6746,3444,5858,2737,5232
"spr0710",12225,13450,8131,9275,22618,12308,14347,11956,28614,23590,26152,30379,24169,27267,18681,22541
"spr0711",22599,22454,14396,15778,32801,16121,24849,18577,37202,49647,41457,62466,52204,50044,29588,48214
"spr0712",14879,14703,9489,10143,20510,9723,15592,9819,22394,29102,25827,37247,30904,28743,18638,28986
"spr0713",6952,6771,4635,4850,10250,4764,7388,4380,10854,15039,13306,18948,16269,14298,9240,14738
"spr0714",9902,10036,4096,4233,17519,8472,11351,7318,28880,25065,32320,34436,27720,26040,19443,27120
"spr0715",45930,46880,25107,27230,71341,34768,50112,34194,145663,140119,162314,186382,162211,155549,105472,152201
"spr0716",74313,76019,35960,37835,124833,57341,74546,49045,201178,195119,231025,259581,219917,212578,148026,215122
"spr0717",288,284,148,166,514,217,586,402,1233,1360,1450,1697,1882,1144,1014,1146
"spr0718",241,228,167,178,378,141,448,319,1272,1449,1531,1825,1756,1296,1202,1224
"spr0719",2396,2588,1225,1222,3640,2563,5505,4392,2688,4363,3308,4350,5466,3670,2606,3206
"spr0720",5523,5463,2181,2327,9613,7921,11972,8155,6038,8059,6739,8230,10894,7044,5697,6152
"spr0721",24,24,17,13,49,22,33,19,10,18,9,24,13,12,6,15
"spr0722",1492,1723,845,931,6542,2525,1576,1249,1451,1643,1264,1831,1525,1519,990,1358
"spr0723",155,115,39,60,368,178,235,191,232,259,262,285,285,249,172,165
"spr0724",249,197,109,156,1094,511,435,330,516,512,471,629,587,432,389,382
"spr0725",72494,73650,43843,48802,125553,93417,106656,84294,24480,60991,28288,68492,45268,53790,24665,48556
"spr0726",10079,9670,4043,4975,20213,11752,8691,7734,2292,6924,2133,8129,4786,6406,2165,4837
"spr0727",4715,4097,2181,2774,10634,3885,7005,5245,376,1192,409,1238,915,1162,438,951
"spr0728",7374,6160,3561,4448,18045,6625,12258,9116,624,1899,728,2156,1489,1760,691,1665
"spr0729",13099,10517,6915,9053,32091,11295,19194,13038,1194,3034,1197,3574,2477,2766,1193,2477
"spr0730",3486,3003,2186,2558,7970,4256,6775,4317,1078,2043,1265,2338,1941,1712,938,1506
"spr0731",5631,4909,3379,4134,12400,5446,12391,7780,2598,5659,2987,6447,5025,4745,2402,4255
"spr0732",18322,15816,10976,14189,38139,16659,32727,24276,10345,20282,11456,23209,17412,17303,9178,15630
"spr0733",6725,5715,3896,5061,14282,6068,10639,8509,3595,7205,4220,8613,6143,5916,3289,5353
"spr0734",12473,10211,8215,10074,24487,10230,21290,12659,6784,12872,8312,16265,11312,10336,6195,10357
"spr0735",13182,10995,7850,9747,28424,11492,20824,14128,6934,12902,8716,16446,11259,10611,6462,10920
"spr0736",3975,3317,2389,3029,9665,4037,5580,3743,2250,3538,2161,4312,3009,3221,1886,3005
"spr0737",10276,8911,6276,8150,19227,7859,15593,11324,6384,12024,7072,14114,9600,10211,5826,9238
"spr0738",11768,10055,6719,9016,25595,9489,17255,12885,7935,11862,8731,15183,11176,10189,6546,9480
"spr0739",3233,3359,1894,2187,7942,4543,5692,3383,2500,3196,2837,4013,3244,2501,1838,2619
"spr0740",7353,6770,2667,3664,18344,9112,9170,6173,2932,4126,3157,4871,3393,2900,1792,2436
"spr0741",1976,1859,817,859,4834,2774,3666,2717,312,979,374,1005,549,893,233,783
"spr0742",62,66,52,58,262,134,291,240,170,244,181,282,190,206,134,175
"spr0743",2122,1879,863,852,4421,2181,3245,2025,896,1976,1119,2293,1837,1600,931,1671
"spr0744",7172,6674,3591,4019,12331,5855,9645,6659,2657,6825,3440,7484,5456,5504,2570,5025
"spr0745",10243,10014,4726,5171,20763,9149,18358,12621,2505,6403,3086,7119,4912,5244,2345,4925
"spr0746",4383,4191,2323,2301,9438,4025,7510,4790,1002,2529,1211,2964,1822,2050,933,2012
"spr0747",64688,58340,36435,33551,134668,81867,141069,90492,24240,40518,26749,45434,35537,32521,19538,30749
"spr0748",13636,12620,6571,6545,28301,11327,28633,19893,2555,5703,2898,6475,5450,4428,2439,4212
"spr0749",16749,15670,10319,10714,28121,12101,34678,23449,4196,7464,4547,8960,6215,5905,3415,5347
"spr0750",26918,25422,18189,17494,41866,18437,45241,27382,7133,17676,8344,21556,9424,15469,5889,15219
"spr0751",318,319,234,211,689,227,804,517,114,187,135,259,141,126,78,150
"spr0752",321,246,202,204,630,248,638,430,73,141,98,195,115,111,94,97
"spr0753",218,180,162,132,721,292,402,265,62,112,61,129,53,72,50,83
"spr0754",584,522,355,322,1318,569,1055,716,176,290,170,395,218,253,165,212
"spr0755",13188,14688,7096,6923,14783,9662,7197,4852,5763,9404,6559,11969,6535,8611,4423,7745
"spr0756",16836,16449,10792,11640,49948,26005,37050,24662,3420,5681,3873,7124,4912,4452,2636,4215
"spr0757",27413,26601,18714,22196,79444,38522,59998,40060,6464,8512,7214,10958,6823,6671,4229,6421
"spr0758",16085,16121,9837,11861,51933,23415,30653,21369,2855,4257,2958,5085,2854,3360,2029,3119
"spr0759",9872,9626,5551,6404,32464,13835,18843,14117,1812,2520,1898,3225,1812,2015,1251,2102
"spr0760",10985,10442,6336,7322,39752,17004,20338,12053,1891,2877,2304,3636,2153,2259,1318,2294
"spr0761",11568,11514,6811,8041,31254,12860,23115,14669,2703,3711,3025,4833,2645,2986,1724,3047
"spr0762",12670,12421,7795,9389,36024,15401,23138,15876,2464,3780,2543,4575,2425,2952,1591,2966
"spr0763",3300,3286,1369,1565,10222,5705,5043,3339,388,1143,570,1362,912,810,385,784
"spr0764",297984,307115,146968,178132,748105,364504,443535,303099,90614,112152,102273,139350,109855,85601,59621,85503
"spr0765",1,1,0,0,14,3,9,2,0,2,0,2,1,0,0,1
"spr0766",5,2,2,5,23,16,14,10,4,1,3,9,1,7,2,5
"spr0767",7,11,9,3,40,25,52,19,4,3,2,9,2,1,4,4
"spr0768",4450,4412,1927,2104,7805,4417,5114,4272,1395,3397,1715,3371,2883,2470,1291,2280
"spr0769",21771,21227,12005,13072,38913,20251,24304,15849,6748,13255,7876,15531,11744,9877,5631,9223
"spr0770",2047,1924,930,1103,4855,2385,2432,1500,626,1292,847,1548,1192,907,492,855
"spr0771",38344,37425,20714,21607,61687,47077,51380,35210,10992,13507,13229,17258,13742,8234,6619,8340
"spr0772",84758,83511,52753,60105,127514,97412,111417,68096,28171,27425,31219,38138,28320,16680,15049,18044
"spr0773",81546,82087,50221,60475,111062,82331,103241,68288,31673,27839,33859,39330,26640,17180,15213,17931
"spr0774",23594,23256,14715,17794,34853,26342,26650,16995,8936,7955,9747,11029,7294,4960,4314,4861
"spr0775",99460,100131,59774,72925,130780,94379,103469,65100,42134,32917,42850,46543,29491,21218,18856,21491
"spr0776",8881,9346,5598,5602,24124,14868,15048,10014,1052,3413,1280,3791,2385,2987,1212,3074
"spr0777",11945,12246,6677,7743,22125,11292,12459,9383,4166,6467,4511,7952,4557,5209,2874,4620
"spr0778",2997,4337,3022,2500,12174,6242,18040,13422,4884,8062,5018,8350,7436,7075,4140,6210
"spr0779",4133,5916,4482,3308,15346,8582,17833,13092,4756,9731,5640,10075,8144,8009,4657,7750
"spr0780",7030,11043,9343,6436,24821,12286,25299,21537,8379,21729,9579,21902,13724,18199,8012,15876
