"gene_id","SK36_Mono_7","SK36_Mono_8","SK36_Mono_9","SK36_CoSK36_16","SK36_CoSK36_17","SK36_CoSK36_18","SK36_Quad_22","SK36_Quad_23","SK36_Quad_24"
"SSA_RS07270",2736,5802,10443,6090,3992,5510,1211,1333,816
"SSA_RS07275",153,148,261,390,337,366,106,146,90
"SSA_RS07280",9,10,9,33,38,23,14,21,9
"SSA_RS07285",593,831,989,1337,1179,1047,367,244,299
"SSA_RS07290",82,162,346,221,266,144,42,42,30
"SSA_RS07295",1390,1467,2458,3249,2684,2300,792,982,835
"SSA_RS07300",588,781,1708,1421,1203,901,406,304,280
"SSA_RS07305",46,12,31,99,117,64,34,16,18
"SSA_RS07310",7895,9236,12989,22940,17966,17270,5587,4949,4105
"SSA_RS07315",1348,3596,7442,5085,3317,3650,1302,1205,1101
"SSA_RS07320",731,1198,2407,2343,1827,1299,481,403,364
"SSA_RS07325",374,646,1722,994,950,778,172,170,141
"SSA_RS07330",36864,30739,38814,64583,66576,61350,53138,44105,39969
"SSA_RS07335",27306,3105,1932,33922,51028,24504,22302,14663,11769
"SSA_RS07340",54231,5055,6708,56370,102258,43162,26294,16006,11498
"SSA_RS07345",4372,7711,14753,13180,9955,8256,2305,2376,1922
"SSA_RS07350",154,135,241,304,369,164,90,63,58
"SSA_RS07355",23,37,59,48,33,40,16,19,16
"SSA_RS07360",3591,2932,3706,11032,7509,7020,1605,1868,1385
"SSA_RS07365",2822,3735,6441,8574,6784,5859,1734,1419,1112
"SSA_RS07370",1852,2387,3681,5239,4066,3433,1098,997,823
"SSA_RS07375",1508,1279,1746,4895,4615,3071,951,746,626
"SSA_RS07380",115,348,602,294,254,298,91,97,81
"SSA_RS07385",324,793,1716,983,728,737,228,242,197
"SSA_RS07390",304,216,272,923,1023,614,264,191,182
"SSA_RS07395",968,1301,2349,2697,2598,1794,681,461,397
"SSA_RS07400",398,1101,2159,1303,920,936,299,241,215
"SSA_RS07405",1020,1039,1604,2703,2596,1803,578,462,365
"SSA_RS07410",1555,1345,2042,4032,3584,2662,946,688,643
"SSA_RS07415",288,380,662,637,680,448,87,118,85
"SSA_RS07420",1021,632,940,2462,3141,1270,476,331,286
"SSA_RS07425",2615,1683,2019,4615,5243,2766,1023,668,595
"SSA_RS07430",5314,2389,2303,7698,8057,5608,2045,1428,1304
"SSA_RS07435",5932,7938,13765,14505,10762,9830,2735,2927,2081
"SSA_RS07440",24183,21152,44016,97450,115438,67724,78413,50071,44956
"SSA_RS07445",6873,11577,16509,22526,16602,15127,4837,3809,3451
"SSA_RS07450",1983,3823,5955,7016,4482,5161,1636,1774,1422
"SSA_RS07455",59,22,36,97,119,68,44,26,18
"SSA_RS07460",42318,15545,23803,92523,76424,60488,26634,16826,17125
"SSA_RS07465",359,884,2106,873,507,670,284,224,171
"SSA_RS07470",92,153,236,260,203,196,66,77,47
"SSA_RS07475",184,538,1116,393,332,271,129,126,60
"SSA_RS07480",2647,4831,9008,8226,6246,5476,1900,1563,1439
"SSA_RS07485",1142,1856,2863,4215,3030,2834,573,561,457
"SSA_RS07490",154,259,620,495,384,279,94,88,72
"SSA_RS07495",593,1367,3387,2372,2091,1555,477,375,360
"SSA_RS07500",259,471,1245,526,492,391,165,125,113
"SSA_RS07505",54,84,154,140,138,101,28,22,22
"SSA_RS07510",212,886,2110,992,721,975,224,461,286
"SSA_RS07515",2507,10438,21432,7298,4264,6273,2146,2842,2477
"SSA_RS07520",3237,4034,2935,10455,6491,10257,4230,4188,3265
"SSA_RS07525",345,1238,3699,1170,825,1249,427,381,344
"SSA_RS07530",1559,2092,4498,4701,4293,3368,1288,923,885
"SSA_RS07535",12358,7295,9776,32998,22455,25711,8049,7730,6785
"SSA_RS07540",15895,23507,25342,37542,15400,41789,13814,14041,13426
"SSA_RS07545",3851,3565,4472,12186,9709,6640,2055,1946,1755
"SSA_RS07550",1790,750,1021,4618,4661,2721,1021,775,581
"SSA_RS07555",695,1112,2000,2070,2103,1517,414,447,303
"SSA_RS07560",1350,1950,2849,5237,4140,3454,1044,799,772
"SSA_RS07565",827,1286,2051,1557,1243,1374,395,467,294
"SSA_RS07570",5612,9916,10704,5741,4479,5987,2965,2298,1615
"SSA_RS07575",502,605,871,1530,1032,975,259,321,215
"SSA_RS07580",1580,1141,1744,3778,2695,2159,1227,1373,1036
"SSA_RS07585",70,216,483,109,88,105,81,80,50
"SSA_RS07590",348,625,1017,1132,893,869,305,253,192
"SSA_RS07595",385,560,1253,1019,901,767,779,424,412
"SSA_RS07600",767,1120,2044,2377,2148,1540,547,430,414
"SSA_RS07605",179,296,571,629,549,460,121,98,120
"SSA_RS07610",212,360,628,575,506,382,125,114,75
"SSA_RS07615",1647,2316,3522,5221,3979,3217,969,829,686
"SSA_RS07620",421,734,1924,1441,983,1102,285,405,320
"SSA_RS07625",802,1370,2063,2053,1266,1744,355,494,315
"SSA_RS07630",3697,3647,4137,9998,7278,6706,1777,1966,1559
"SSA_RS07635",929,853,919,2082,1552,1441,412,447,386
"SSA_RS07640",2190,2592,4565,5758,3806,4278,1308,1193,1226
"SSA_RS07645",110,321,653,454,460,714,339,240,205
"SSA_RS07650",32,66,165,79,102,118,68,25,30
"SSA_RS07655",20,34,96,38,45,75,36,20,16
"SSA_RS07660",97,242,572,335,445,661,222,259,132
"SSA_RS07665",454,529,582,1806,1065,1485,637,397,463
"SSA_RS07670",3686,5558,9510,16565,11837,11873,3675,2605,2980
"SSA_RS07675",2332,1798,1622,14431,9616,11705,3024,3488,3615
"SSA_RS07680",5805,12785,15268,18447,11307,13089,4403,4740,3713
"SSA_RS07685",939,1439,2150,2847,2279,1821,597,575,429
"SSA_RS07690",703,868,1606,2130,1845,1457,485,423,387
"SSA_RS07695",247873,62838,83444,778978,510389,393448,79553,70908,63136
"SSA_RS07700",228,403,987,533,348,401,141,116,110
"SSA_RS07705",1,3,8,3,3,7,1,1,1
"SSA_RS07710",1,4,2,4,3,6,1,1,1
"SSA_RS07715",8,21,22,38,35,23,51,14,9
"SSA_RS07720",26,17,15,60,53,67,26,17,7
"SSA_RS07725",736,1151,2322,1723,1399,1128,484,442,306
"SSA_RS07730",16,8,6,27,26,11,10,5,3
"SSA_RS07735",10,9,22,14,15,15,2,4,4
"SSA_RS07740",826,1349,2171,2051,1837,1162,408,584,282
"SSA_RS07745",89,51,66,173,175,98,80,52,44
"SSA_RS07750",318,454,574,604,518,446,219,123,80
"SSA_RS07755",17,21,14,35,33,33,18,12,1
"SSA_RS07760",12,36,60,72,50,45,114,64,40
"SSA_RS07765",1875,2684,5480,9380,5616,1962,301,272,237
"SSA_RS07770",3,4,18,12,4,1,1,1,1
"SSA_RS07775",13,61,136,103,83,44,9,4,11
"SSA_RS07780",19,24,66,47,42,44,12,8,8
"SSA_RS07785",317,588,1231,872,688,562,166,175,150
"SSA_RS07790",10259,11210,15574,23405,16193,15956,4903,5324,4745
"SSA_RS07795",3747,1519,1736,6209,6196,4234,1759,1103,1098
"SSA_RS07800",992,319,331,1401,2355,898,617,234,217
"SSA_RS07810",3154,775,862,4527,4015,3376,1422,795,924
"SSA_RS07815",101,103,114,221,226,182,86,149,82
"SSA_RS07820",824,805,1370,2192,2142,1694,1164,1084,771
"SSA_RS07825",541,376,458,1215,1265,830,290,250,215
"SSA_RS07830",5427,19612,39522,16128,11509,16562,5806,6845,5489
"SSA_RS07835",98,138,213,278,173,228,48,52,33
"SSA_RS07850",136,331,766,385,271,242,79,88,59
"SSA_RS07855",52,75,126,121,131,64,24,25,12
"SSA_RS07865",292,206,396,731,716,419,160,95,101
"SSA_RS07870",624,364,576,1392,1292,850,307,238,238
"SSA_RS07875",200,366,644,583,363,392,116,106,97
"SSA_RS07880",499,485,627,1016,923,753,285,260,278
"SSA_RS07885",4,9,40,16,16,15,13,15,5
"SSA_RS07890",451,410,625,1449,1611,824,380,241,237
"SSA_RS07895",5060,12467,25487,31858,16688,8515,824,532,611
"SSA_RS07900",3203,8035,19646,8517,6102,6627,2630,2328,2206
"SSA_RS07905",252,140,160,469,562,318,151,91,100
"SSA_RS07910",521,176,391,999,1174,649,289,193,213
"SSA_RS07915",2552,4025,6556,7932,6015,5453,2302,1801,1472
"SSA_RS07920",349,218,316,655,877,454,225,171,144
"SSA_RS07925",1426,2593,6843,6156,3380,1705,262,251,187
"SSA_RS07930",57850,22127,33043,90509,121284,66955,50791,29683,27281
"SSA_RS07935",52090,10879,14058,70710,105803,57438,45844,28870,24471
"SSA_RS07940",1890,4503,9609,4375,2658,4296,1268,1758,1274
"SSA_RS07945",266,878,1975,820,596,708,231,205,203
"SSA_RS07950",1171,2066,4063,3605,2561,2387,796,870,606
"SSA_RS07955",3258,14220,44211,11834,6438,8269,3433,2648,2976
"SSA_RS07960",34,63,107,101,89,81,36,26,19
"SSA_RS07965",439,249,465,1279,1577,856,440,191,187
"SSA_RS07970",73,127,177,223,211,219,55,65,49
"SSA_RS07975",3594,2463,3980,6529,7365,4695,1216,1372,706
"SSA_RS07980",1362,962,1216,3091,2783,2574,568,672,402
"SSA_RS07985",880,445,765,1467,1538,1267,325,381,167
"SSA_RS07990",722,460,854,1059,1190,1103,282,306,168
"SSA_RS07995",4229,2104,3721,7141,8067,5918,1535,1709,961
"SSA_RS08000",4156,5215,6871,8349,6889,7073,2591,2672,1992
"SSA_RS08005",218,325,648,573,387,450,129,135,116
"SSA_RS08010",284,450,860,876,703,576,571,621,471
"SSA_RS08015",1169,1911,2502,3831,2331,2694,687,762,740
"SSA_RS08020",187,119,144,561,530,338,135,89,120
"SSA_RS08025",2724,2949,5046,9362,6987,6243,2133,1649,1658
"SSA_RS08030",6975,2910,3670,24073,19362,16974,6048,4643,4431
"SSA_RS08035",1054,365,514,2376,2604,1396,439,405,327
"SSA_RS08040",540,965,1837,1210,856,866,197,303,240
"SSA_RS08045",230,135,187,599,443,371,128,139,92
"SSA_RS08050",129,138,302,273,272,168,76,69,66
"SSA_RS08055",34,40,63,87,79,70,24,15,17
"SSA_RS08060",10,46,103,46,26,27,39,42,40
"SSA_RS08065",21,49,115,59,55,41,28,29,25
"SSA_RS08070",75,97,112,181,162,147,58,49,37
"SSA_RS08075",197,165,217,475,480,273,112,81,70
"SSA_RS08080",384,246,312,922,706,647,234,183,160
"SSA_RS08085",318,217,438,636,695,480,202,140,128
"SSA_RS08090",278,900,1531,1093,736,917,291,404,304
"SSA_RS08095",284,380,453,820,606,789,220,215,160
"SSA_RS08100",871,1029,1685,1979,1663,1401,368,430,350
"SSA_RS08105",31,69,84,71,80,46,28,28,12
"SSA_RS08110",139,186,421,527,513,363,119,69,93
"SSA_RS08115",12532,9491,15815,34466,29540,22002,7317,5676,4943
"SSA_RS08120",232,500,900,1324,1180,787,232,164,169
"SSA_RS08125",140,248,369,548,496,385,182,102,115
"SSA_RS08130",1,6,27,19,14,12,5,2,1
"SSA_RS08135",7,6,6,26,19,8,10,9,3
"SSA_RS08140",5,15,16,13,15,20,7,6,2
"SSA_RS08145",530,281,394,1084,1195,808,665,634,412
"SSA_RS08150",30,69,76,203,184,148,82,39,54
"SSA_RS08160",1693,378,327,4008,3347,3498,4826,4475,3293
"SSA_RS08165",212,67,54,565,468,466,645,552,403
"SSA_RS08170",24,2,5,15,11,11,3,1,2
"SSA_RS08175",132,97,156,331,262,223,64,58,64
"SSA_RS08180",7,29,34,33,23,31,13,5,11
"SSA_RS08185",1,1,17,6,12,6,2,2,1
"SSA_RS08190",1103,2024,2755,3389,2079,2472,897,681,600
"SSA_RS08195",267,245,424,820,784,542,165,175,110
"SSA_RS08200",194,143,215,557,521,394,167,97,93
"SSA_RS08205",632,452,435,1455,1113,899,240,260,236
"SSA_RS08210",1260,3448,4718,3364,2349,2765,781,794,544
"SSA_RS08215",58130,67173,79294,190921,114646,125502,37716,36569,33379
"SSA_RS08220",3843,2903,4658,5987,4702,4749,1516,1379,768
"SSA_RS08225",497,664,1524,939,575,713,249,293,205
"SSA_RS08230",255,311,511,1177,586,267,49,28,29
"SSA_RS08235",56,191,385,334,177,71,39,26,17
"SSA_RS08240",15,17,31,73,105,24,12,9,6
"SSA_RS08245",888,1383,2853,3832,2498,1244,228,248,234
"SSA_RS08250",98,139,174,220,163,91,101,49,46
"SSA_RS08255",17,29,34,38,28,24,10,5,3
"SSA_RS08260",3,9,22,6,6,11,4,1,1
"SSA_RS08265",168,165,237,171,105,71,16,31,19
"SSA_RS08270",250,489,839,718,489,493,144,134,102
"SSA_RS08275",4506,2910,2768,8270,6775,6620,1748,2175,1578
"SSA_RS08280",3150,3312,4986,8580,6568,5959,2064,1585,1333
"SSA_RS08285",1435,1672,1583,4747,3343,4711,1647,1274,1175
"SSA_RS08290",49,99,145,84,81,95,38,50,46
"SSA_RS08295",1079,1239,1176,2782,2071,2139,1251,895,772
"SSA_RS08300",1588,3368,4528,3968,2003,3301,2264,2619,2367
"SSA_RS08305",520,271,360,1721,1305,1287,516,336,308
"SSA_RS08310",859,822,1717,2109,2032,1288,843,493,496
"SSA_RS08315",536,381,566,1356,1016,1029,276,327,283
"SSA_RS08320",488,900,1855,1386,1182,1411,778,409,509
"SSA_RS08325",149,304,684,469,405,430,209,88,165
"SSA_RS08330",7397,5615,6420,17062,13298,12481,4137,3712,3302
"SSA_RS08335",1500,693,1046,2748,2633,2017,607,510,459
"SSA_RS08340",487,160,275,658,1159,490,259,124,119
"SSA_RS08345",2014,1300,1682,5774,4505,3861,1569,1250,1234
"SSA_RS08350",550,909,1594,1332,1058,1053,355,427,294
"SSA_RS08355",40,39,44,108,146,66,30,15,20
"SSA_RS08360",307,735,1589,1044,776,779,223,180,182
"SSA_RS08365",306,557,896,831,604,567,162,228,180
"SSA_RS08370",750,1371,3270,2632,2072,2204,1104,723,766
"SSA_RS08375",4770,3964,5919,14429,13251,8094,1912,1413,1164
"SSA_RS08380",1580,1376,1726,4582,3965,4224,1237,1032,726
"SSA_RS08385",418,662,1326,1319,1245,1028,287,299,196
"SSA_RS08390",310,713,1479,910,684,830,204,210,185
"SSA_RS08395",51,146,357,149,144,152,54,47,37
"SSA_RS08400",9108,10635,17210,26497,24643,26246,11197,6920,6610
"SSA_RS08405",213,136,127,481,640,363,142,115,92
"SSA_RS08410",30911,17599,23772,67639,55892,51766,17293,15924,13769
"SSA_RS08415",2251,1383,2817,6051,6876,3472,1713,999,767
"SSA_RS08420",290,621,1551,966,805,800,563,615,335
"SSA_RS08425",755,312,404,1160,1202,1230,448,565,344
"SSA_RS08430",301,180,270,787,747,674,295,167,145
"SSA_RS08435",78,131,339,228,197,189,112,60,46
"SSA_RS08440",1624,4382,9233,4418,3206,3285,980,1047,781
"SSA_RS08445",1200,1549,3055,2793,2135,1993,583,579,508
"SSA_RS08450",207,479,1360,325,205,234,52,45,55
"SSA_RS08455",8,57,72,59,40,57,18,7,8
"SSA_RS08460",40,100,144,213,144,195,49,41,48
"SSA_RS08465",2,4,12,4,11,1,3,1,3
"SSA_RS08470",9,18,13,5,5,6,1,1,1
"SSA_RS08475",140561,556171,1127421,422919,259309,250743,40605,53526,40239
"SSA_RS08480",721,408,530,1630,1677,1152,459,394,249
"SSA_RS08485",201,148,258,427,488,316,327,230,162
"SSA_RS08490",5708,5266,7460,18732,14287,13661,6758,6583,4857
"SSA_RS08495",6663,8987,13007,19204,13300,9528,3246,2703,2273
"SSA_RS08500",217,596,1168,710,474,340,70,54,56
"SSA_RS08505",1945,1474,4933,34906,34849,17524,8065,4498,4097
"SSA_RS08510",10207,6260,14360,148845,159491,83393,20750,13500,12931
"SSA_RS08515",11,12,22,121,210,131,56,25,19
"SSA_RS08520",2382,1585,1315,5066,4929,3184,1459,835,861
"SSA_RS08525",1385,466,533,2452,2632,1443,730,390,443
"SSA_RS08530",1982,1238,1534,4003,4847,2687,1283,755,854
"SSA_RS08535",713,465,522,1277,1603,874,607,281,293
"SSA_RS08540",779,241,283,1497,1555,988,447,333,295
"SSA_RS08550",8526,10502,16227,21577,14022,15602,5175,5140,4315
"SSA_RS08555",2185,3372,7822,5000,4273,4225,1078,1229,850
"SSA_RS08560",308,498,942,1081,723,699,255,260,202
"SSA_RS08565",74,163,433,210,231,144,146,81,70
"SSA_RS08570",311,210,229,504,600,407,613,617,404
"SSA_RS08575",1317,1774,2483,3654,2895,2225,1049,714,663
"SSA_RS08585",368,147,202,532,689,401,173,107,108
"SSA_RS08590",148,55,58,211,255,198,67,52,75
"SSA_RS08595",557,353,599,1268,1095,789,532,502,452
"SSA_RS08600",379,270,687,707,646,550,358,391,288
"SSA_RS08605",162,365,543,360,251,361,97,171,109
"SSA_RS08610",1768,3508,5474,4380,3229,3222,855,1162,709
"SSA_RS08615",2811,4015,6243,4904,4106,4852,2457,1855,1456
"SSA_RS08620",2266,1240,1343,3639,3410,2852,1415,1208,997
"SSA_RS08625",580,783,1479,1925,1450,1607,508,502,422
"SSA_RS08630",2957,6083,12005,9265,5935,7556,2126,2247,1969
"SSA_RS08635",19,105,356,44,29,37,19,30,11
"SSA_RS08640",324,690,1334,824,697,592,212,211,156
"SSA_RS08645",115,73,182,238,357,140,93,36,46
"SSA_RS08650",505,1171,2100,1317,961,862,318,284,273
"SSA_RS08655",314,589,1011,917,644,578,217,215,172
"SSA_RS08660",265,416,868,732,632,512,188,145,129
"SSA_RS08665",160,99,176,415,435,304,117,97,82
"SSA_RS08670",498,857,2176,1413,1190,1032,397,325,324
"SSA_RS08675",353,502,1212,793,824,458,292,194,198
"SSA_RS08680",20719,64829,157106,59299,36573,45708,13555,15831,12829
"SSA_RS08685",1330,2158,2837,3798,2603,2577,1072,907,857
"SSA_RS08690",1599,2721,4217,3023,2928,2438,905,991,673
"SSA_RS08695",912,1357,2503,2600,2576,1994,841,539,423
"SSA_RS08700",1599,2535,3170,4861,3462,3150,730,767,722
"SSA_RS08705",78,228,377,304,198,202,94,83,45
"SSA_RS08710",1380,2927,5552,3393,2894,2783,1052,888,713
"SSA_RS08715",839,976,1609,2719,2012,1809,510,530,412
"SSA_RS08720",44,107,243,109,103,90,30,16,20
"SSA_RS08725",269,436,590,740,619,528,170,220,150
"SSA_RS08730",4981,1833,2861,10539,11069,7536,2560,2374,2173
"SSA_RS08735",18348,11852,18914,38220,35626,28117,10422,9114,8155
"SSA_RS08740",105,166,224,257,285,194,49,69,55
"SSA_RS08745",363,282,305,1044,1028,631,157,187,109
"SSA_RS08750",449,464,748,1058,1138,852,258,204,150
"SSA_RS08755",4381,3023,6300,10984,12264,7843,2983,1915,1566
"SSA_RS08760",4928,5436,9405,15769,12510,10056,3174,2621,2338
"SSA_RS08765",485,657,1298,1298,1262,881,913,673,543
"SSA_RS08770",142,370,793,353,284,272,152,188,169
"SSA_RS08775",531,1416,3181,1422,1143,956,287,323,264
"SSA_RS08780",2223,3082,4964,4448,5503,2980,1183,758,644
"SSA_RS08785",2745,691,842,6111,8192,3193,1780,793,676
"SSA_RS08790",909,939,1513,6397,5653,4463,899,1039,967
"SSA_RS08795",4540,4064,9680,30376,39072,26033,8796,6937,5133
"SSA_RS08800",1553,1413,2156,3409,2986,2485,991,896,732
"SSA_RS08805",3778,5146,10724,10291,8451,6202,2448,1901,1514
"SSA_RS08810",11585,18230,26624,26217,20546,16396,6061,3486,3175
"SSA_RS08815",4000,3312,3852,5657,6140,4506,1990,877,1028
"SSA_RS08820",2914,1205,1528,3540,4333,2924,1685,583,778
"SSA_RS08825",2618,1631,2406,3593,4297,2607,1223,538,702
"SSA_RS08830",3144,1842,3214,4915,6426,3588,1866,814,823
"SSA_RS08835",3950,1652,2235,6092,7866,4376,2338,1065,1272
"SSA_RS08840",1234,441,700,1991,1880,1532,620,420,489
"SSA_RS08845",1310,1939,4150,3324,2697,2119,1008,767,675
"SSA_RS08850",366,557,1238,869,787,484,163,172,104
"SSA_RS08855",1102,1381,2777,2709,2379,1855,692,705,545
"SSA_RS08860",674,1484,2909,2081,1197,1556,586,619,632
"SSA_RS08865",180,143,307,447,441,281,519,320,290
"SSA_RS08870",154,214,199,462,332,349,314,172,147
"SSA_RS08875",2736,2692,4155,5357,3966,3319,1544,1335,1018
"SSA_RS08880",1912,3043,7712,8601,7019,2178,118,100,81
"SSA_RS08885",1210,2490,6371,4411,2641,924,34,33,43
"SSA_RS08890",188,417,1101,515,345,118,13,19,9
"SSA_RS08895",399,405,798,976,844,809,456,466,349
"SSA_RS08900",12,64,122,58,42,62,40,19,21
"SSA_RS08905",79,34,57,103,134,81,42,15,15
"SSA_RS08910",25888,15165,12097,58771,39288,53471,28665,24994,23679
"SSA_RS08915",4439,2380,3040,8205,5896,8656,5095,3140,2611
"SSA_RS08920",166,353,855,345,294,526,142,255,130
"SSA_RS08925",602,1462,6164,2003,1543,2292,443,723,475
"SSA_RS08930",882,2107,5992,2542,1683,2502,592,748,475
"SSA_RS08935",1,1,1,1,1,1,1,1,1
"SSA_RS08940",1,1,1,1,1,1,1,1,1
"SSA_RS08945",1,1,1,1,1,1,1,1,1
"SSA_RS08950",1,1,1,1,1,1,1,1,1
"SSA_RS08955",1,1,1,1,1,1,1,1,1
"SSA_RS08960",1,1,1,1,1,1,1,1,1
"SSA_RS08965",1,1,1,1,1,1,1,1,1
"SSA_RS08970",1,1,1,1,1,1,1,1,1
"SSA_RS08975",1,1,1,1,1,1,1,1,1
"SSA_RS08980",1,1,1,1,1,1,1,1,1
"SSA_RS08985",1,1,1,1,1,1,1,1,1
"SSA_RS08990",29174,16602,28160,98400,57685,55387,12530,13905,11327
"SSA_RS08995",205,41,84,173,145,109,41,25,24
"SSA_RS09000",46,37,96,35,27,36,8,6,12
"SSA_RS09005",894,835,1175,1867,1371,1719,779,535,516
"SSA_RS09010",25908,36522,55761,94573,76423,70667,27703,17275,15509
"SSA_RS09015",770,383,316,1825,1414,1375,551,303,338
"SSA_RS09020",2732,2414,2822,9446,7112,5596,1708,1476,1147
"SSA_RS09025",268,172,270,670,617,420,144,92,102
"SSA_RS09030",291,180,294,684,699,407,176,113,112
"SSA_RS09035",2949,3040,6591,9622,6736,5819,1674,1497,1248
"SSA_RS09040",4501,5043,7356,14844,11600,10495,3220,2576,2273
"SSA_RS09045",605,489,745,1646,1427,1066,355,320,281
"SSA_RS09050",698,1998,4428,2043,1629,1501,438,445,396
"SSA_RS09055",470,963,1639,1332,943,1030,382,255,210
"SSA_RS09060",242,428,809,670,563,512,152,158,115
"SSA_RS09065",408,390,538,963,815,702,265,295,241
"SSA_RS09070",1544,2469,5594,4150,3402,3288,1075,1123,886
"SSA_RS09075",13594,23294,24795,45406,34065,31769,5580,10366,7424
"SSA_RS09080",1452,1183,1690,4063,3379,2568,799,744,668
"SSA_RS09085",6443,7618,10616,20833,16542,15586,4796,4153,3455
"SSA_RS09090",688,931,1711,1680,1560,1096,422,383,295
"SSA_RS09095",462020,929299,1339027,1454103,1047453,1199336,466458,530774,413767
"SSA_RS09100",9497,11819,26082,27950,18677,20519,6754,7327,5915
"SSA_RS09105",1005,693,742,2211,2135,1779,631,562,553
"SSA_RS09110",1239,954,1748,3569,3423,3248,744,662,476
"SSA_RS09115",7007,4343,5665,17971,15463,14205,4734,3967,3331
"SSA_RS09120",2306,2935,6497,6229,5670,3937,2065,1296,1244
"SSA_RS09125",916,697,706,2715,2222,2000,1683,1432,1065
"SSA_RS09130",96,98,191,181,232,157,229,209,162
"SSA_RS09135",1110,1535,2352,3852,3232,2262,1161,656,678
"SSA_RS09140",2665,1856,3080,5712,5209,3689,1424,1497,1319
"SSA_RS09145",388,695,2050,1072,829,860,289,310,261
"SSA_RS09150",2605,2633,4450,5504,6137,4446,2607,1318,1631
"SSA_RS09155",1499,2519,4711,4598,4225,3814,1823,1019,1259
"SSA_RS09160",778,1086,2193,2092,1719,1393,576,407,411
"SSA_RS09165",2793,7779,15030,7452,4849,6379,1674,2436,1786
"SSA_RS09170",2395,1711,2371,5650,5550,3475,1495,1124,1105
"SSA_RS09175",1711,1035,1553,4048,3075,2425,1296,941,882
"SSA_RS09180",4572,4341,5220,11525,8075,8309,2872,3364,2680
"SSA_RS09185",18,9,7,56,55,49,28,24,17
"SSA_RS09190",35,69,143,102,64,139,39,30,30
"SSA_RS09195",50,63,49,219,165,163,88,77,65
"SSA_RS09200",778,1458,2639,2401,1480,1325,979,1464,787
"SSA_RS09205",3776,2852,4319,8873,6673,5186,2294,2323,1580
"SSA_RS09210",581,1034,2311,1357,964,782,339,512,326
"SSA_RS09215",2429,2866,4990,8927,5266,5565,1593,1635,1290
"SSA_RS09220",840,1279,2227,2243,1847,1449,578,331,401
"SSA_RS09225",4364,2377,1537,7949,7375,6172,2402,1345,1418
"SSA_RS09230",3603,4084,6964,6509,6330,5268,2120,1282,1206
"SSA_RS09240",3390,4354,3702,8097,6563,5411,1330,1286,1049
"SSA_RS09245",4077,2426,3572,2543,1957,1503,217,138,182
"SSA_RS09250",428,493,1088,929,772,703,269,341,254
"SSA_RS09255",651,807,1286,1504,1251,1136,671,659,458
"SSA_RS09260",155,331,522,479,383,318,106,61,80
"SSA_RS09265",2059,2007,3290,4824,4034,3601,997,1430,1031
"SSA_RS09270",1787,4296,8376,4715,3427,3815,1182,1580,1182
"SSA_RS09275",2395,1944,2610,5030,5030,4069,1431,1259,1075
"SSA_RS09280",89,186,210,237,247,196,63,47,47
"SSA_RS09285",165,206,146,304,351,276,91,77,70
"SSA_RS09290",703,535,684,1242,1359,1019,401,318,269
"SSA_RS09295",1128,1362,2003,2478,2077,2204,611,744,491
"SSA_RS09300",8737,14577,18209,23163,14397,20134,5408,6626,5594
"SSA_RS09305",1920,1568,2149,4469,4524,3184,1252,1001,857
"SSA_RS09310",655,1152,2193,1879,1427,1282,383,388,327
"SSA_RS09315",111,135,284,287,241,149,60,44,41
"SSA_RS09320",1949,648,898,4632,5561,2947,1357,899,582
"SSA_RS09325",1035,989,1628,3072,2723,1850,780,471,414
"SSA_RS09330",6458,5014,5805,17654,13881,11643,3717,3657,3021
"SSA_RS09335",1388,1405,2499,3578,3369,2179,913,614,636
"SSA_RS09340",1493,1692,2590,3896,3404,3294,839,1003,801
"SSA_RS09345",332,263,360,651,496,358,161,172,138
"SSA_RS09355",2100,1525,2624,4862,4421,3848,1615,1164,979
"SSA_RS09360",176,651,1496,589,348,354,82,77,54
"SSA_RS09365",5519,12489,32492,20610,14676,9096,1762,1983,1686
"SSA_RS09370",1211,2587,5670,3392,2313,1645,258,318,239
"SSA_RS09375",4559,8893,18793,14720,7811,7532,1228,1123,964
"SSA_RS09380",2141,5056,4547,6629,3358,6427,2040,2058,1930
"SSA_RS09385",452,181,306,953,896,662,218,179,171
"SSA_RS09390",388,182,271,640,701,417,175,145,95
"SSA_RS09395",1140,1367,2655,2134,1617,1430,422,503,375
"SSA_RS09400",649,395,638,1896,1759,1332,844,734,540
"SSA_RS09405",598,1300,2744,1564,1188,1808,956,560,437
"SSA_RS09410",1059,1152,2163,3054,2982,2442,1954,796,755
"SSA_RS09415",153,386,1028,583,497,476,614,372,247
"SSA_RS09420",2244,6702,14110,8021,5897,6010,1706,1824,1779
"SSA_RS09425",854,1472,3139,2452,2654,1643,615,425,541
"SSA_RS09430",1268,2317,4802,4070,3914,2799,1009,813,899
"SSA_RS09435",295,1503,4056,1148,948,849,256,280,286
"SSA_RS09440",161,429,1083,580,562,471,160,110,120
"SSA_RS09445",780,1631,2592,2809,2199,2095,572,610,637
"SSA_RS09450",1762,3185,5976,5393,4208,4097,1160,1354,1207
"SSA_RS09455",1453,3923,6724,5058,3718,3910,1005,1217,1051
"SSA_RS09460",1575,3161,5924,5559,4114,3878,940,1090,1074
"SSA_RS09465",36616,178251,648892,155608,94609,120042,27691,51544,40127
"SSA_RS09470",9906,7219,9993,25811,21778,21288,6456,7214,6086
"SSA_RS09475",4533,7635,11691,14083,10559,14263,4299,5750,4835
