"gene_id","SK36_Mono_7","SK36_Mono_8","SK36_Mono_9","SK36_CoSK36_16","SK36_CoSK36_17","SK36_CoSK36_18","SK36_Quad_22","SK36_Quad_23","SK36_Quad_24"
"SSA_RS00005",4264,2262,3608,9108,10901,5861,1945,1478,1080
"SSA_RS00010",4116,3310,4385,10452,11760,7671,3086,2028,1399
"SSA_RS00015",933,2033,4642,2384,2012,1759,636,628,507
"SSA_RS00020",4778,7976,11184,15486,10025,11602,4898,2318,2600
"SSA_RS00025",7197,2758,3930,14150,16895,10612,5242,4285,3103
"SSA_RS00030",535,472,706,1424,1508,951,259,266,147
"SSA_RS00035",1944,1750,2681,4337,4015,3167,858,810,630
"SSA_RS00040",4233,2058,1459,10225,8430,7969,3373,2265,2324
"SSA_RS00045",1718,604,692,2990,3247,2086,1346,645,799
"SSA_RS00050",8793,3461,4291,15429,18373,11140,5813,2990,3206
"SSA_RS00055",8394,6928,8527,14772,12530,13564,4690,4951,3487
"SSA_RS00060",7347,8016,10709,16079,12249,11873,3058,3463,2405
"SSA_RS00065",25980,28663,49766,60346,48888,43065,13633,12644,10261
"SSA_RS00070",353,955,4932,824,684,620,171,235,140
"SSA_RS00075",45,12,20,62,37,61,17,32,10
"SSA_RS00080",2575,3893,3573,1204,1119,766,158,228,162
"SSA_RS00085",1,1,1,1,1,1,2,1,5
"SSA_RS00090",1,1,1,1,1,1,1,1,1
"SSA_RS00095",1,1,1,1,1,1,1,1,1
"SSA_RS00100",1,1,1,1,1,1,1,1,1
"SSA_RS00105",1,1,1,1,1,1,1,1,1
"SSA_RS00110",1,1,1,1,1,1,1,1,1
"SSA_RS00115",1,1,1,1,1,1,1,1,1
"SSA_RS00120",1,1,1,1,1,1,1,1,1
"SSA_RS00125",1,1,1,1,1,1,1,1,1
"SSA_RS00130",1,1,1,1,1,1,1,1,1
"SSA_RS00135",1,1,1,1,1,1,1,1,1
"SSA_RS00140",110,227,521,221,158,294,72,146,114
"SSA_RS00145",748,2201,6460,2050,1387,1792,345,743,471
"SSA_RS00150",2322,6054,13291,9613,5923,8594,3265,6986,4159
"SSA_RS00155",5971,13079,36171,14364,10790,16139,7986,16426,8971
"SSA_RS00160",378,824,2137,761,531,995,146,606,397
"SSA_RS00165",1499,4426,17217,3921,2980,3677,798,1378,858
"SSA_RS00170",202,625,1611,603,354,804,186,459,299
"SSA_RS00175",1460,3884,10682,4284,2761,5182,1319,2799,1846
"SSA_RS00180",540,1098,4446,1510,958,1221,324,525,341
"SSA_RS00185",539,321,741,1119,915,974,588,853,622
"SSA_RS00190",18067,6386,7100,33099,29650,25207,7809,8009,5691
"SSA_RS00195",2936,1508,2756,4104,4440,3813,981,1172,696
"SSA_RS00200",57499,39943,69130,82702,127179,62612,33944,16763,18435
"SSA_RS00205",2028,3145,6290,5116,4595,4279,1418,1266,1104
"SSA_RS00210",424,493,1350,660,713,469,296,212,181
"SSA_RS00215",368,837,1455,1168,971,918,239,265,208
"SSA_RS00220",328,383,705,1010,992,596,287,218,278
"SSA_RS00225",98,91,181,203,225,141,106,41,47
"SSA_RS00230",1489,1681,1552,4492,3051,3077,1116,880,887
"SSA_RS00235",715,2088,4230,2635,1464,1820,479,511,609
"SSA_RS00240",16,6,18,76,53,43,17,12,16
"SSA_RS00245",21,50,94,77,48,38,17,22,4
"SSA_RS00250",6,2,13,1,10,5,4,1,1
"SSA_RS00255",5,10,21,14,6,4,1,2,2
"SSA_RS00260",7,9,20,8,9,4,5,3,1
"SSA_RS00265",11,39,58,29,23,36,1,2,3
"SSA_RS00270",18,31,54,49,38,32,1,11,11
"SSA_RS00275",46,21,69,14,20,10,1,6,3
"SSA_RS00280",45,62,169,97,76,63,22,28,22
"SSA_RS00285",6,2,27,31,19,11,12,5,2
"SSA_RS00290",176,65,70,236,249,170,95,48,69
"SSA_RS00300",196,91,164,341,458,183,109,53,34
"SSA_RS00305",899,862,982,2652,2154,1641,595,473,494
"SSA_RS00315",362,469,617,1204,1008,634,236,185,162
"SSA_RS00320",962,2662,4472,3033,2810,1928,471,418,396
"SSA_RS00325",168,554,979,553,554,379,104,84,82
"SSA_RS00330",417,557,1233,1172,941,823,603,548,544
"SSA_RS00335",982,861,1207,1188,843,942,482,386,264
"SSA_RS00340",430,82,117,199,209,154,79,93,33
"SSA_RS00345",231,281,467,854,602,295,51,81,53
"SSA_RS00350",104,66,151,423,270,38,7,2,4
"SSA_RS00355",57,132,452,328,152,38,1,1,2
"SSA_RS00360",4087,2946,5388,8426,9627,5897,2542,1865,1623
"SSA_RS00365",179,249,431,549,470,259,74,82,53
"SSA_RS00370",28,59,138,165,92,25,3,1,2
"SSA_RS00375",33,35,141,117,68,27,82,161,141
"SSA_RS00380",145,42,102,536,302,67,9,2,3
"SSA_RS00385",327,252,636,684,352,62,3,7,5
"SSA_RS00390",43,84,188,117,84,23,4,2,4
"SSA_RS00395",29,31,151,79,45,4,1,2,2
"SSA_RS00400",40,59,162,58,38,5,2,1,6
"SSA_RS00405",462,382,827,844,785,642,300,276,261
"SSA_RS00410",452,523,1069,1159,1021,747,286,283,205
"SSA_RS00415",898,1860,2739,2351,1439,1508,580,640,496
"SSA_RS00420",93,42,39,97,132,75,52,37,18
"SSA_RS00425",1009,1218,2142,2289,1863,1423,580,551,487
"SSA_RS00430",4374,9223,26904,13910,8413,5730,1565,1135,939
"SSA_RS00435",12,48,203,32,34,27,10,11,8
"SSA_RS00440",370,505,1085,1036,849,835,240,232,202
"SSA_RS00445",132,118,235,460,262,107,7,20,6
"SSA_RS00450",127,154,497,802,499,73,4,2,1
"SSA_RS00455",148,91,341,798,538,68,5,3,1
"SSA_RS00460",1408,1071,5228,8713,4590,522,28,22,26
"SSA_RS00465",267,233,846,981,644,78,11,8,12
"SSA_RS00470",453,284,952,1325,720,105,12,4,6
"SSA_RS00475",1093,318,895,2911,1375,196,11,13,17
"SSA_RS00480",51,51,183,98,52,12,1,2,2
"SSA_RS00485",175,172,517,232,95,27,11,4,3
"SSA_RS00490",67,31,75,110,47,17,3,1,1
"SSA_RS00495",23980,13707,18139,60604,41351,30920,9512,7074,5617
"SSA_RS00500",221,57,90,514,573,294,181,121,155
"SSA_RS00505",1911,2089,3421,4714,3535,3023,1791,1797,1523
"SSA_RS00510",90,175,521,251,256,187,112,100,121
"SSA_RS00515",203,182,356,420,377,298,223,154,140
"SSA_RS00520",529,814,1592,1297,957,848,1118,1121,862
"SSA_RS00525",59,76,138,149,118,96,77,94,110
"SSA_RS00530",95,61,86,191,219,104,112,109,107
"SSA_RS00535",713,532,1038,1215,1078,793,756,940,743
"SSA_RS00540",2403,1235,2034,4769,4261,2847,2194,1879,1865
"SSA_RS00545",2300,3279,6736,4910,3836,3362,1749,1519,1559
"SSA_RS00550",7789,10119,15758,21105,20142,18639,13494,3657,6169
"SSA_RS00555",3069,4591,8830,8877,6929,5962,3460,3245,2483
"SSA_RS00560",302,157,359,574,525,394,184,208,170
"SSA_RS00565",290,565,1466,665,560,479,172,202,150
"SSA_RS00570",1723,3189,4958,4381,2431,4098,1500,1404,1353
"SSA_RS00575",769,1052,1841,1665,1490,1087,1050,814,652
"SSA_RS00580",167,236,419,448,352,356,98,151,88
"SSA_RS00585",816,1951,3666,2167,1563,1444,619,715,601
"SSA_RS00590",4270,4372,6528,7185,6347,5907,2705,2777,1927
"SSA_RS00595",1128,1556,2728,2891,2135,2016,711,748,618
"SSA_RS00600",795,1498,3661,1541,1281,1305,452,440,405
"SSA_RS00605",862,663,833,1658,2385,1400,2399,2017,1643
"SSA_RS00610",1890,2711,3405,6062,5828,4547,2554,2339,2178
"SSA_RS00615",1911,3835,6041,3754,3463,3077,1913,1531,1362
"SSA_RS00620",629,893,1338,1380,1155,1078,373,383,307
"SSA_RS00625",1178,2455,4388,3340,2828,2792,1367,1486,1104
"SSA_RS00630",684,1831,2611,1881,1248,1699,2110,2155,2028
"SSA_RS00635",395,425,427,1169,1160,978,1345,1293,1135
"SSA_RS00640",1174,1817,2114,3835,3310,2972,1976,1721,1610
"SSA_RS00645",1307,1661,2429,3509,3113,2533,1192,853,709
"SSA_RS00650",1684,3596,5420,4458,4023,2955,2245,1767,1747
"SSA_RS00655",1378,2219,2998,3302,3133,2616,2703,2412,2191
"SSA_RS00660",801,1007,1609,2055,1958,1719,1842,1490,1272
"SSA_RS00665",1622,2317,3088,3868,3359,2633,1062,956,778
"SSA_RS00670",1499,1751,2751,4027,4173,3052,2840,2113,1609
"SSA_RS00675",886,641,629,2185,2031,1817,2146,2031,1816
"SSA_RS00680",3507,7473,12978,10131,7806,8925,3791,3971,2996
"SSA_RS00685",262,213,402,579,829,412,232,102,75
"SSA_RS00690",1139,2149,3273,3058,2780,2423,1947,1763,1554
"SSA_RS00695",648,764,1021,3507,3958,2574,1765,1498,1025
"SSA_RS00700",677,821,1016,1945,1945,1437,883,909,593
"SSA_RS00705",627,1717,2848,1653,1453,1227,919,761,585
"SSA_RS00710",1602,4483,7209,5354,4358,4111,2691,2668,2174
"SSA_RS00715",4772,6498,9408,14957,12252,10930,3777,3524,2388
"SSA_RS00720",4484,1542,1623,10386,11027,6846,3289,2703,2443
"SSA_RS00725",13728,10320,13505,29303,25301,25457,20897,25285,21632
"SSA_RS00730",10263,2533,1891,21447,20727,12979,19295,13438,13218
"SSA_RS00735",8543,1469,1850,13435,16166,9062,4264,3520,2854
"SSA_RS00740",1895,896,1405,3068,4896,2251,2847,1897,1229
"SSA_RS00745",12303,4406,6258,21832,30220,15259,6877,4844,3909
"SSA_RS00750",14379,15830,18729,33584,26158,26025,14695,13448,12933
"SSA_RS00760",1775,231,247,3382,2506,2773,4454,3569,3581
"SSA_RS00765",232,102,144,326,349,244,123,123,111
"SSA_RS00770",360,69,80,539,457,455,344,169,235
"SSA_RS00775",1,1,1,1,1,1,1,1,1
"SSA_RS00780",2,1,5,1,1,6,11,31,14
"SSA_RS00785",487,681,1243,1294,789,1225,277,602,324
"SSA_RS00790",681,1890,3724,1436,879,2126,540,1284,827
"SSA_RS00795",1172,2706,9541,2865,2152,3012,996,1152,761
"SSA_RS00800",264,596,1634,571,354,871,109,549,303
"SSA_RS00805",1293,4938,17712,3532,2689,3581,636,1146,812
"SSA_RS00810",34,130,163,102,45,191,56,230,166
"SSA_RS00815",100,270,995,807,501,787,194,926,555
"SSA_RS00820",305,866,2908,1335,893,1352,717,1190,790
"SSA_RS00825",177,573,1838,1279,711,1404,451,1355,847
"SSA_RS00830",48,133,330,101,78,112,34,66,41
"SSA_RS00835",68,204,478,226,144,301,148,138,102
"SSA_RS00840",525,464,606,1393,970,1142,333,327,299
"SSA_RS00845",106,98,166,169,177,152,70,61,42
"SSA_RS00850",109,374,836,278,224,347,100,128,78
"SSA_RS00855",1108,1662,2429,2900,2610,2484,1689,1694,1516
"SSA_RS00860",10,1,4,15,22,5,7,1,4
"SSA_RS00865",103,128,239,329,286,188,168,149,103
"SSA_RS00870",26,34,63,134,145,77,39,20,13
"SSA_RS00880",508,510,914,1443,1820,1198,523,343,210
"SSA_RS00885",7665,5938,7280,16794,12952,13261,9353,5188,4759
"SSA_RS00890",17,14,31,24,25,29,10,8,6
"SSA_RS00895",3467,2881,5138,13771,13340,9361,2240,1834,1591
"SSA_RS00900",106,464,1225,389,271,375,138,126,110
"SSA_RS00905",59,121,121,242,161,259,130,106,75
"SSA_RS00910",2,21,28,11,9,9,1,6,8
"SSA_RS00915",40,81,111,126,139,93,47,17,29
"SSA_RS00920",124,120,134,436,330,291,166,86,129
"SSA_RS00925",27,88,132,254,208,157,134,32,79
"SSA_RS00930",1,2,5,1,3,1,1,1,1
"SSA_RS00935",20,69,117,177,125,136,92,22,65
"SSA_RS00940",93,1385,2011,1519,952,1642,1222,327,864
"SSA_RS00945",16,81,96,204,139,118,72,17,66
"SSA_RS00950",37,229,512,321,262,228,140,59,137
"SSA_RS00955",888,829,1180,2212,1800,2172,732,915,597
"SSA_RS00960",11,29,36,96,85,71,44,14,34
"SSA_RS00965",17,35,49,63,56,52,40,15,21
"SSA_RS00970",8,19,38,29,47,27,19,9,8
"SSA_RS00975",2,14,24,14,11,15,11,4,2
"SSA_RS00980",6,13,37,39,27,26,23,7,10
"SSA_RS00985",9,11,10,51,64,27,19,9,11
"SSA_RS00990",702,1831,2347,1861,979,1759,469,637,605
"SSA_RS00995",56,97,195,201,151,123,82,37,56
"SSA_RS01000",31,37,69,91,102,103,94,29,48
"SSA_RS01005",2075,3713,4721,3843,2360,3529,1384,1420,1180
"SSA_RS01010",2037,3192,4414,7151,5387,5579,3176,1220,2094
"SSA_RS01015",1047,891,373,4354,3256,3005,1374,605,888
"SSA_RS01020",83,46,53,195,124,133,54,75,57
"SSA_RS01025",44,21,32,117,119,104,53,33,21
"SSA_RS01030",1161,874,1155,3038,2718,2002,766,617,504
"SSA_RS01035",4465,7501,14685,12962,9982,9370,3177,2798,2401
"SSA_RS01040",4361,4440,6769,9572,7814,6387,3587,2954,2219
"SSA_RS01045",1956,3856,8524,5338,4511,4235,2080,2011,1583
"SSA_RS01050",10769,14847,26242,17710,11134,13557,2636,3497,2537
"SSA_RS01055",1889,3455,6291,4132,2923,2777,692,870,783
"SSA_RS01060",731,950,1323,1421,1393,833,192,360,235
"SSA_RS01065",3669,2963,3800,6254,5970,3347,1167,1365,1285
"SSA_RS01070",9596,16387,20570,17861,12048,13608,5399,5752,4635
"SSA_RS01075",22,8,53,6,2,5,3,2,1
"SSA_RS01080",5,3,43,5,6,2,1,1,1
"SSA_RS01085",1,1,4,3,1,2,2,1,1
"SSA_RS01090",2,1,7,1,1,1,1,1,1
"SSA_RS01095",1,1,3,1,1,1,1,1,1
"SSA_RS01100",1,1,1,2,1,1,1,1,1
"SSA_RS01105",4,2,4,2,1,1,1,1,1
"SSA_RS01110",187,342,700,469,359,350,170,127,101
"SSA_RS01115",2450,3075,6517,7719,6027,3592,636,450,442
"SSA_RS01120",4293,6773,9667,12744,8033,11633,2847,3590,3022
"SSA_RS01125",373,684,1701,262,159,162,48,39,40
"SSA_RS01130",383,289,455,673,622,414,186,195,142
"SSA_RS01135",830,1123,2130,2025,1624,1152,345,310,295
"SSA_RS01140",533,174,307,947,1119,516,216,156,183
"SSA_RS01145",1955,1225,1672,4136,3654,2526,908,753,702
"SSA_RS01150",7,9,6,21,20,10,4,4,1
"SSA_RS01155",2,10,10,15,3,2,2,1,1
"SSA_RS01160",3,3,7,3,2,1,3,4,1
"SSA_RS01165",55,178,397,178,122,126,155,146,117
"SSA_RS01170",669,2605,5716,2024,1330,1479,1160,1561,1058
"SSA_RS01180",368,333,652,999,713,644,184,189,115
"SSA_RS01185",326,316,564,760,533,582,224,335,168
"SSA_RS01190",533,796,1299,1302,891,1102,1897,1740,1292
"SSA_RS01195",377,637,1708,863,761,593,258,272,223
"SSA_RS01200",198,271,432,546,510,455,214,141,123
"SSA_RS01205",242,108,211,471,548,292,126,102,73
"SSA_RS01210",2301,1703,2397,6280,5047,4717,1533,1519,1182
"SSA_RS01215",15,41,77,52,31,43,14,8,5
"SSA_RS01220",998,226,338,264,189,203,43,57,48
"SSA_RS01225",68,36,56,210,177,133,73,39,50
"SSA_RS01230",223,196,296,398,416,297,215,139,146
"SSA_RS01235",120,99,184,208,194,156,105,77,67
"SSA_RS01240",742,339,431,1537,1270,968,405,396,351
"SSA_RS01245",1704,1370,3200,3817,2337,968,24,45,19
"SSA_RS01250",686,361,686,899,408,59,4,1,3
"SSA_RS01255",591,311,1258,488,185,33,2,1,2
"SSA_RS01260",3626,621,1477,1704,674,163,14,8,6
"SSA_RS01265",2516,727,1825,1878,527,105,14,3,6
"SSA_RS01270",793,483,432,1610,964,1010,267,400,406
"SSA_RS01275",1760,3393,5881,4318,3261,2924,1059,924,806
"SSA_RS01280",1206,1958,3238,4168,3251,3954,2097,939,1163
"SSA_RS01285",62962,58442,79965,137625,98576,88455,44628,30892,24392
"SSA_RS01290",6232,8873,11171,18721,14751,14156,4941,5933,4174
"SSA_RS01295",361,497,1008,1031,1046,744,291,326,235
"SSA_RS01300",2572,3284,6193,7300,6238,5319,2035,2242,1646
"SSA_RS01305",24,53,76,17,24,26,63,130,152
"SSA_RS01310",6001,32280,74833,26235,12753,27569,33483,34365,36951
"SSA_RS01320",7,13,9,11,9,6,7,1,2
"SSA_RS01325",56,73,115,80,77,124,29,35,40
"SSA_RS01330",692,1811,4296,1690,1242,1872,677,1128,662
"SSA_RS01335",149,303,639,464,274,299,171,74,78
"SSA_RS01340",49,114,305,117,101,66,154,103,59
"SSA_RS01345",13,9,11,20,28,27,11,4,7
"SSA_RS01350",60,156,263,200,149,127,62,79,74
"SSA_RS01355",54,70,139,134,119,92,41,65,44
"SSA_RS01360",373,465,637,989,753,695,219,283,230
"SSA_RS01365",124,514,1363,509,372,320,144,66,62
"SSA_RS01370",67,50,47,186,158,123,44,35,34
"SSA_RS01375",25,7,10,45,48,42,12,9,14
"SSA_RS01380",823,1193,2323,2431,1668,1603,484,542,460
"SSA_RS01385",1163,771,1506,2760,2862,1887,605,521,415
"SSA_RS01390",1987,658,1097,4246,3843,2614,960,679,576
"SSA_RS01395",970,1344,2321,2572,1647,2136,562,609,544
"SSA_RS01400",869,963,1240,2261,1896,1716,570,457,467
"SSA_RS01405",1393,3618,6275,4014,2746,2955,1057,1032,878
"SSA_RS01410",37,95,235,169,128,141,120,89,69
"SSA_RS01415",25,71,172,91,71,73,26,19,14
"SSA_RS01420",186,82,88,558,392,429,139,86,91
"SSA_RS01425",141,39,47,355,332,225,85,60,68
"SSA_RS01430",791,978,1799,1298,1161,1009,569,448,296
"SSA_RS01435",487,1417,3873,1577,1222,1175,510,387,294
"SSA_RS01440",69,59,109,186,218,157,79,34,29
"SSA_RS01445",53615,60938,65085,156182,82285,104947,34360,36006,25520
"SSA_RS01450",9699,4159,5761,20378,12853,10536,4047,4388,4055
"SSA_RS01455",1572,479,845,1974,1614,1141,656,705,539
"SSA_RS01460",8477,7774,12230,14887,11860,9531,3490,3707,2978
"SSA_RS01465",1084,1202,2449,2005,1825,1241,862,805,675
"SSA_RS01470",11218,25210,54968,50698,37625,19702,2675,2467,2129
"SSA_RS01480",203,373,1044,718,575,324,95,62,89
"SSA_RS01485",137,201,375,757,447,381,50,63,44
"SSA_RS01490",140,212,593,991,664,292,41,25,28
"SSA_RS01495",88,222,638,418,297,111,12,12,13
"SSA_RS01500",88,153,473,376,252,73,18,5,11
"SSA_RS01505",84,215,586,226,90,32,10,4,7
"SSA_RS01510",187,186,435,411,228,69,15,10,9
"SSA_RS01515",134,117,143,461,302,302,71,78,67
"SSA_RS01520",3907,2809,5153,9324,7639,6478,2009,2183,1575
"SSA_RS01525",162,84,102,521,414,305,105,101,56
"SSA_RS01530",284,256,513,458,508,307,135,129,83
"SSA_RS01535",495,410,670,1330,1219,829,217,206,171
"SSA_RS01540",613,371,468,1443,1128,989,296,277,206
"SSA_RS01545",43,42,50,95,58,65,20,15,9
"SSA_RS01550",6,7,3,19,19,12,7,1,5
"SSA_RS01555",14,19,46,32,22,34,6,8,2
"SSA_RS01560",42,35,82,143,97,69,24,13,21
"SSA_RS01565",13,20,40,65,33,37,10,7,8
"SSA_RS01570",26,30,67,73,40,48,4,4,11
"SSA_RS01575",172,87,96,182,199,425,1779,2115,1452
"SSA_RS01580",2588,4396,9213,7652,6120,5396,2942,1982,1809
"SSA_RS01585",174,646,1109,554,359,629,212,218,129
"SSA_RS01590",8,3,12,13,16,11,4,1,3
"SSA_RS01595",17,26,26,47,36,36,8,6,3
"SSA_RS01605",251,107,186,512,601,323,182,69,83
"SSA_RS01610",197,101,96,522,450,321,160,76,79
"SSA_RS01615",132,152,229,533,395,271,151,74,59
"SSA_RS01620",8,12,32,18,25,15,3,3,3
"SSA_RS01625",2293,3066,8025,3436,2435,2543,2338,1555,1857
"SSA_RS01630",45991,11046,11242,67564,64134,27535,5035,4475,3571
"SSA_RS01635",74129,23113,34020,121290,100432,42075,7094,5408,5172
"SSA_RS01640",28011,8158,11227,58933,78468,35300,23430,13776,11056
"SSA_RS01645",9305,10138,15477,33718,31077,22388,8922,5437,5019
"SSA_RS01650",7403,4530,4510,15269,13095,13083,8516,2355,3005
"SSA_RS01655",1058,1030,1387,3261,2911,2427,584,742,419
"SSA_RS01660",2361,3101,4835,5296,4693,7646,2780,2507,1834
"SSA_RS01665",1167,1711,2943,2232,2261,2441,994,1031,917
"SSA_RS01670",407,1030,1307,1033,697,857,254,330,244
"SSA_RS01675",91,234,381,275,248,215,78,81,60
"SSA_RS01680",70,45,65,160,210,85,46,23,19
"SSA_RS01685",496,676,1164,1229,900,873,246,238,169
"SSA_RS01690",6381,10498,20314,13707,11292,10709,3703,4120,3032
"SSA_RS01695",396,266,395,939,723,725,322,205,253
"SSA_RS01700",88,108,185,228,245,194,74,35,30
"SSA_RS01705",464,644,1010,1135,903,885,289,334,218
"SSA_RS01710",208,266,1000,431,335,264,125,140,137
"SSA_RS01715",407,310,542,778,670,381,246,158,183
"SSA_RS01720",459,250,629,742,799,420,285,257,228
"SSA_RS01725",279,255,569,586,510,487,322,282,252
"SSA_RS01730",149,489,1279,322,194,293,115,142,94
"SSA_RS01735",8,8,20,13,8,11,4,1,1
"SSA_RS01740",340,136,170,796,782,582,421,395,308
"SSA_RS01745",149,237,433,410,277,254,100,97,61
"SSA_RS01750",5780,6390,11787,18044,13939,12627,7457,6950,5384
"SSA_RS01755",805,1143,2122,2759,2421,2102,668,525,405
"SSA_RS01760",24488,10341,8295,55844,33464,46395,18680,16116,15018
"SSA_RS01765",2307,1370,1523,5411,3666,4883,1935,1563,1496
"SSA_RS01770",258,571,1126,827,645,655,198,190,136
"SSA_RS01775",2962,5900,11646,7384,6528,7457,2314,2437,1614
"SSA_RS01780",100,247,429,277,266,245,84,49,47
"SSA_RS01785",1004,731,1137,1863,1848,1378,546,595,428
"SSA_RS01790",686,1381,2745,1669,1123,1351,335,474,315
"SSA_RS01795",433,600,1069,1353,915,848,241,226,253
"SSA_RS01800",222,154,348,307,322,179,125,80,93
"SSA_RS01805",317,221,438,563,549,338,262,189,166
"SSA_RS01810",444,542,864,827,728,680,389,299,289
"SSA_RS01815",1703,1425,1965,3221,2775,2664,1448,1301,1236
"SSA_RS01820",909,1006,1616,1758,1779,1473,763,569,514
"SSA_RS01825",50,141,339,87,97,101,47,38,23
"SSA_RS01830",244,131,196,576,465,372,220,143,123
"SSA_RS01835",55358,28399,51272,173224,123695,59077,18547,13035,13005
"SSA_RS01840",269,179,260,678,721,400,632,480,349
"SSA_RS01845",80,27,18,125,99,125,50,47,101
"SSA_RS01850",3,2,3,4,1,4,1,2,4
"SSA_RS01855",3,2,6,9,4,5,2,1,62
"SSA_RS01860",2073,1886,2415,4217,3534,2925,1255,1445,1221
"SSA_RS01865",489,697,1193,1329,908,878,254,228,178
"SSA_RS01870",259,557,1245,730,706,607,157,179,107
"SSA_RS01875",332,357,682,819,862,600,194,187,157
"SSA_RS01880",1998,1988,2033,5678,4976,4195,1758,1305,1167
"SSA_RS01885",1295,2895,8048,2740,2231,2690,865,1081,779
"SSA_RS01890",1235,1219,2116,2542,2230,1742,864,885,673
"SSA_RS01895",424,502,1078,1048,1089,586,396,211,193
"SSA_RS01900",7476,3400,3695,17353,10433,11844,3577,4121,4149
"SSA_RS01905",125,63,57,249,186,208,285,253,188
"SSA_RS01915",11963,14460,12259,33568,20264,22546,6368,7504,5266
"SSA_RS01925",93,91,162,269,220,249,137,118,97
"SSA_RS01935",723,674,1051,1597,1399,1123,494,401,416
"SSA_RS01940",2550,2392,3371,6911,4531,4951,1533,1574,1264
"SSA_RS01945",86,60,84,164,150,134,64,51,60
"SSA_RS01950",1614,4985,8151,4590,2718,3425,5575,5366,4206
"SSA_RS01955",34,55,52,77,53,130,72,98,87
"SSA_RS01960",3331,4912,4371,9028,7943,13934,6812,5281,4583
"SSA_RS01965",795,845,1455,1774,1845,2570,2643,1413,1353
"SSA_RS01975",261,537,1165,851,541,530,208,251,181
"SSA_RS01980",852,1008,1933,1622,1676,998,465,405,335
"SSA_RS01985",163806,41438,46266,410835,364882,230318,84991,58056,55515
"SSA_RS01990",834,1312,2503,2591,2852,1647,578,468,369
"SSA_RS01995",692,1570,3814,1664,1343,1432,407,450,357
"SSA_RS02000",479,669,1425,1479,1224,1226,459,340,419
"SSA_RS02005",2061,5350,16149,16312,8785,3253,493,646,526
"SSA_RS02010",1120,605,891,2538,2411,1394,593,436,420
"SSA_RS02015",638,862,1058,1480,957,1072,383,449,389
"SSA_RS02020",13,13,15,35,31,31,15,7,12
"SSA_RS02025",368,794,2723,1761,712,238,77,71,53
"SSA_RS02030",612,1026,1746,3724,2513,1337,279,149,180
"SSA_RS02035",1185,1464,1844,4579,3300,3900,1842,1074,1198
"SSA_RS02040",206,394,625,742,574,650,216,135,162
"SSA_RS02045",5,14,41,19,15,13,10,7,10
"SSA_RS02050",90,92,114,266,186,132,41,32,37
"SSA_RS02055",6,13,11,29,30,16,10,3,3
"SSA_RS02060",75,162,400,156,122,124,182,179,129
"SSA_RS02065",19536,10040,19518,56747,52478,22932,19508,16575,16124
"SSA_RS02070",651,686,1010,1311,1101,504,397,435,645
"SSA_RS02075",630,555,740,1229,1424,871,691,655,517
"SSA_RS02080",1584,5691,10824,2646,1927,6429,9410,9806,8897
"SSA_RS02085",639,653,2170,2486,1045,226,36,40,32
"SSA_RS02090",2,5,9,3,4,9,4,3,3
"SSA_RS02095",2,1,4,7,4,1,6,1,2
"SSA_RS02100",2,9,7,4,4,7,1,1,1
"SSA_RS02105",3,9,19,18,12,18,1,4,2
"SSA_RS02110",1012,388,544,2374,2247,1292,557,394,428
"SSA_RS02115",1256,1523,2605,3599,2650,2693,1190,1029,929
"SSA_RS02120",2,5,4,2,3,2,1,1,1
"SSA_RS02125",182,262,542,466,363,414,143,149,132
"SSA_RS02130",7,8,11,17,14,9,2,3,3
"SSA_RS02135",3,1,8,6,7,8,4,1,2
"SSA_RS02140",1,1,1,4,1,1,1,2,4
"SSA_RS02145",1,8,1,5,3,1,17,1,2
"SSA_RS02150",21,44,126,50,23,26,5,9,6
"SSA_RS02155",17,50,118,45,32,28,5,7,3
"SSA_RS02160",58,153,288,160,123,103,40,20,13
"SSA_RS02165",110,164,331,313,251,179,138,125,88
"SSA_RS02170",1,5,10,2,2,2,12,13,20
"SSA_RS02175",278,407,768,763,484,544,195,259,195
"SSA_RS02180",30,45,78,87,78,65,25,20,30
"SSA_RS02185",14,18,38,38,36,28,11,10,4
"SSA_RS02190",891,1383,2242,2484,1696,1724,583,647,545
"SSA_RS02195",14,6,14,19,31,27,11,9,4
"SSA_RS02200",500,885,2968,2740,1332,404,44,48,52
"SSA_RS02205",149,186,581,462,260,43,14,11,18
"SSA_RS02210",141,152,749,375,209,33,9,14,7
"SSA_RS02215",1,6,7,4,4,1,3,4,1
"SSA_RS02220",15,27,44,29,24,27,3,15,3
"SSA_RS02225",174,479,1101,356,259,440,181,59,91
"SSA_RS02230",515,1199,2612,849,771,848,380,532,288
"SSA_RS02235",1408,2964,6293,4717,3192,1891,426,307,329
"SSA_RS02240",572,563,859,1086,919,781,245,289,202
"SSA_RS02245",133,76,79,273,236,268,100,87,71
"SSA_RS02250",95,199,447,232,165,135,98,79,55
"SSA_RS02255",27,50,106,72,84,61,24,20,17
"SSA_RS02260",29,43,99,73,72,50,41,59,34
"SSA_RS02265",59,106,263,191,121,117,70,100,60
"SSA_RS02270",1,1,5,8,2,1,1,1,1
"SSA_RS02275",6,22,43,25,17,17,6,6,6
"SSA_RS02280",76,313,350,250,151,102,26,23,19
"SSA_RS02285",316,378,716,691,614,485,325,269,214
"SSA_RS02290",27278,10753,14906,77129,100322,53553,98693,100089,69396
