"gene_id","IU10991_1","IU10991_2","IU10991_3","IU1781_1","IU1781_2","IU1781_3"
"SPD_RS05840",1838,1071,816,2595,1394,699
"SPD_RS05845",7441,4850,3927,10166,5488,3434
"SPD_RS05850",1790,2537,2749,2080,2320,2200
"SPD_RS05855",209,181,243,125,151,244
"SPD_RS05860",24412,14997,17546,12272,11272,7302
"SPD_RS05865",953,1256,880,1351,1174,967
"SPD_RS05870",1005,1456,1169,1591,1215,1152
"SPD_RS05875",183,147,127,179,176,91
"SPD_RS05880",156,124,120,177,122,87
"SPD_RS05885",234,155,102,353,178,112
"SPD_RS05890",154,87,62,204,97,64
"SPD_RS05895",847,522,425,1109,626,359
"SPD_RS05910",767,521,395,1030,571,377
"SPD_RS05915",6746,4427,3961,7344,5408,3173
"SPD_RS05920",2801,1759,1524,3238,1844,1386
"SPD_RS05925",8553,4727,4240,12178,6013,4395
"SPD_RS05930",487,498,360,912,504,460
"SPD_RS05935",126,61,49,96,74,52
"SPD_RS05940",8786,7558,5842,11154,8010,5812
"SPD_RS05945",10398,7073,6567,11189,8156,5449
"SPD_RS05950",6825,4966,4066,6712,5315,3188
"SPD_RS05955",11384,7166,5727,11025,8925,4621
"SPD_RS05960",14206,14142,11657,12468,16218,13545
"SPD_RS05965",5438,3973,3900,4540,4034,3141
"SPD_RS05970",1560,860,716,1809,1017,685
"SPD_RS05975",3865,3049,2863,4308,3063,2811
"SPD_RS05980",38628,17019,15513,38263,20618,11028
"SPD_RS05985",12596,6304,5355,12997,7345,5030
"SPD_RS05990",8562,4050,3676,7869,4553,2874
"SPD_RS05995",2854,1458,1421,2370,1503,919
"SPD_RS06000",3397,1646,1520,3035,2125,1384
"SPD_RS06005",3003,3215,2434,2661,2712,2348
"SPD_RS06010",37,32,46,36,60,104
"SPD_RS06015",1378,1940,1538,843,1428,1535
"SPD_RS06020",15964,5926,6857,11463,8355,3962
"SPD_RS06025",13862,10555,10700,10133,10255,7199
"SPD_RS06030",3326,2623,2821,2739,2804,3086
"SPD_RS06035",15046,7087,8094,11928,8431,5582
"SPD_RS06040",10854,7264,6745,11873,8646,5874
"SPD_RS06045",1383,2278,1838,1930,2131,2951
"SPD_RS06050",1390,2131,1784,1481,1681,1239
"SPD_RS06055",3490,1480,1454,3516,2391,1859
"SPD_RS06060",3378,2049,1878,3382,2540,2496
"SPD_RS06065",307,236,262,336,244,55
"SPD_RS06070",344472,471499,419254,276638,405553,452582
"SPD_RS06075",697,284,269,522,352,168
"SPD_RS06080",1488,858,639,1479,1023,487
"SPD_RS06085",746,769,692,663,661,688
"SPD_RS06090",43561,57692,55519,36062,50612,48973
"SPD_RS06095",3924,2594,2557,3713,2723,2108
"SPD_RS06100",552071,1242556,1250484,501732,1046178,1526699
"SPD_RS06105",74,48,33,63,60,39
"SPD_RS06110",513,511,403,557,582,460
"SPD_RS06120",49958,24358,26301,36559,30795,18807
"SPD_RS06125",1828,2106,1652,2033,1726,1588
"SPD_RS06130",8857,9513,6466,11458,8482,8171
"SPD_RS06135",292,705,602,294,482,689
"SPD_RS06140",42,44,32,70,47,36
"SPD_RS06145",430,293,209,472,316,231
"SPD_RS06150",76,67,32,136,84,64
"SPD_RS06155",1175,1979,1328,1785,1375,1636
"SPD_RS06160",3106,4415,2652,5248,3522,3205
"SPD_RS06175",432,368,196,896,369,238
"SPD_RS06180",621,720,504,903,505,399
"SPD_RS06185",1918,2340,1594,3324,1563,1540
"SPD_RS06190",524,575,418,994,465,357
"SPD_RS06195",789,664,481,1186,641,568
"SPD_RS06200",374,615,424,548,435,598
"SPD_RS06205",1,2,2,2,2,3
"SPD_RS06210",39,51,39,59,41,63
"SPD_RS06215",923,1421,771,1627,962,628
"SPD_RS06220",354,422,253,659,303,298
"SPD_RS06230",662,854,540,1191,648,748
"SPD_RS06235",1014,1535,1102,1618,1262,1226
"SPD_RS06240",16,10,9,17,14,12
"SPD_RS06245",15,16,3,12,15,5
"SPD_RS06250",14,10,6,17,10,4
"SPD_RS06255",14,16,10,29,17,15
"SPD_RS06260",5,4,2,0,1,2
"SPD_RS06265",104923,92566,87851,85554,80621,62518
"SPD_RS06270",71207,36696,28596,76148,42380,28435
"SPD_RS06275",55,17,10,17,6,18
"SPD_RS06280",4764,3694,3367,5757,3507,3168
"SPD_RS06285",2531,1159,1225,2096,1668,1088
"SPD_RS06290",2068,851,913,1720,1314,652
"SPD_RS06295",6928,3012,3052,5862,4084,2272
"SPD_RS06300",1102,577,506,1133,760,652
"SPD_RS06305",5726,2683,2697,4474,3249,1905
"SPD_RS06310",10164,6754,7375,7501,7533,5027
"SPD_RS06315",26044,39803,31835,25348,36203,36139
"SPD_RS06320",14706,24839,16608,20528,18438,19216
"SPD_RS06325",5730,5849,4145,9213,5495,4265
"SPD_RS06330",2793,2589,2056,4031,2405,1769
"SPD_RS06335",3630,2957,2299,5063,3019,2042
"SPD_RS06340",8496,8548,9306,6445,8445,5391
"SPD_RS06345",4766,2886,2487,5437,3753,3058
"SPD_RS06350",3727,2061,1769,3639,2614,1781
"SPD_RS06355",2161,1168,1203,2111,1667,1125
"SPD_RS06360",6890,3700,3770,5644,5054,3476
"SPD_RS06365",2871,2020,2015,2643,2123,1769
"SPD_RS06370",7521,3672,3583,7084,4915,3230
"SPD_RS06375",7284,3136,3135,6661,4476,2237
"SPD_RS06380",5390,2609,2719,4571,3234,1623
"SPD_RS06385",4862,2333,2307,4844,3122,1853
"SPD_RS06390",5131,2081,2065,5207,2985,1482
"SPD_RS06395",13160,7562,8567,11951,9702,6444
"SPD_RS06400",70,54,40,54,54,38
"SPD_RS06405",87,72,73,39,78,96
"SPD_RS06410",2705,1211,1349,2256,2508,1494
"SPD_RS06415",21924,8504,8450,19972,12388,6498
"SPD_RS06420",4156,2210,2257,3610,2740,1568
"SPD_RS06425",1378,1239,885,1732,1397,1489
"SPD_RS06430",4939,2633,2207,6269,3777,2269
"SPD_RS06435",3294,1411,1381,3545,2095,1083
"SPD_RS06440",2758,1180,1127,3025,1695,992
"SPD_RS06445",5274,2821,2641,6073,3481,2192
"SPD_RS06450",3150,1577,1648,3492,2040,1060
"SPD_RS06455",3713,2152,2481,2956,2391,1412
"SPD_RS06460",3330,2030,2259,2801,2408,1470
"SPD_RS06465",1012,562,449,1216,721,611
"SPD_RS06470",8001,11740,9364,6822,8116,6427
"SPD_RS06475",11881,7478,6145,13625,8312,6236
"SPD_RS06480",8049,3786,3324,8222,4674,2663
"SPD_RS06485",7303,3604,3006,8893,4846,2898
"SPD_RS06490",7505,3651,3338,7675,4616,2943
"SPD_RS06495",7777,4156,3704,8055,4970,3145
"SPD_RS06500",7310,4969,3942,8330,5134,2995
"SPD_RS06505",2093,1349,1462,1976,1615,881
"SPD_RS06510",1268,731,671,1429,1035,643
"SPD_RS06515",536,474,377,719,666,514
"SPD_RS06520",16010,32795,34138,12806,26964,30209
"SPD_RS06525",4801,2571,2565,4258,3282,2114
"SPD_RS06530",5043,2324,2066,5369,3199,1631
"SPD_RS06535",4364,2094,1957,4526,2791,1603
"SPD_RS06540",11144,7131,7355,9952,8111,5060
"SPD_RS06545",6986,5709,4849,7418,6103,5990
"SPD_RS06550",3535,2202,1964,3208,2394,1649
"SPD_RS06555",7897,3759,3426,8155,5173,2625
"SPD_RS06560",9675,6014,5667,9393,6981,4632
"SPD_RS06565",73260,155217,172982,54469,122000,155767
"SPD_RS06570",27030,21728,21120,23013,25468,18696
"SPD_RS06575",5802,3227,3117,4930,3953,2708
"SPD_RS06580",1410,1479,948,2121,1506,1402
"SPD_RS06590",2213,1257,995,2609,1565,907
"SPD_RS06595",4199,2168,1760,5507,3076,2135
"SPD_RS06600",5813,3211,2729,7796,4577,3091
"SPD_RS06605",121,110,71,187,119,100
"SPD_RS06610",95,148,87,138,115,176
"SPD_RS06615",165,303,237,198,223,187
"SPD_RS06620",583,1169,830,644,790,976
"SPD_RS06625",1850,872,697,3356,1517,895
"SPD_RS06635",7040,4618,4148,12995,7473,5058
"SPD_RS06640",4955,9728,9053,3122,6206,8308
"SPD_RS06650",16796,28958,25531,12744,18355,20452
"SPD_RS06655",2049,3038,2876,1874,2223,2653
"SPD_RS06660",65,103,53,77,83,68
"SPD_RS06665",47,89,41,116,58,58
"SPD_RS06670",13,31,18,30,21,24
"SPD_RS06675",17,27,12,30,18,15
"SPD_RS06680",2204,4629,4609,816,3485,3688
"SPD_RS06685",1510,1168,891,2426,1620,1186
"SPD_RS06690",2,2,2,10,7,10
"SPD_RS06695",4,1,1,3,2,5
"SPD_RS06700",1,1,1,1,2,0
"SPD_RS06705",554,669,470,550,566,518
"SPD_RS06710",7,7,7,10,12,4
"SPD_RS06715",44420,31480,29154,43251,30305,23742
"SPD_RS06720",1,0,1,2,3,1
"SPD_RS06725",1366,721,739,1507,992,546
"SPD_RS06730",1655,1230,1074,2103,1491,1084
"SPD_RS06735",4083,6113,4264,5249,4465,3430
"SPD_RS06740",906,813,576,1424,854,592
"SPD_RS06745",1019,766,704,1243,821,652
"SPD_RS06750",169,124,82,238,140,109
"SPD_RS06755",790,854,682,1125,878,658
"SPD_RS06760",1,0,0,1,0,3
"SPD_RS06765",7757,6610,7471,6189,6272,5207
"SPD_RS06770",6182,4481,4180,5451,4539,3442
"SPD_RS06775",20270,11870,11381,6079,4666,3832
"SPD_RS06780",2679,3430,3489,2003,2783,3490
"SPD_RS06785",6175,2914,3263,3805,3164,2125
"SPD_RS06790",5340,2557,2979,3194,2724,1366
"SPD_RS06795",1838,1084,1010,1384,1159,819
"SPD_RS06800",1828,1130,975,1490,1157,712
"SPD_RS06805",2583,1942,1796,2160,1964,1868
"SPD_RS06810",5617,4533,4237,7632,4533,4564
"SPD_RS06815",14418,6930,7798,10405,7828,6901
"SPD_RS06820",6026,3889,4140,4533,4428,2488
"SPD_RS06825",9897,6272,7092,7459,7297,5007
"SPD_RS06830",30989,20815,18163,31677,21631,13266
"SPD_RS06835",1096,586,658,909,982,535
"SPD_RS06840",349,198,143,426,350,178
"SPD_RS06845",1051,597,514,1263,921,524
"SPD_RS06850",3755,4022,3553,4933,3738,4579
"SPD_RS06855",13080,7480,6395,16030,9048,5334
"SPD_RS06860",3672,2079,1669,4917,2537,1504
"SPD_RS06865",2207,1612,1089,3128,1754,860
"SPD_RS06870",3635,2434,1776,5073,3084,2063
"SPD_RS06875",19145,21526,16616,24648,20774,17215
"SPD_RS06880",3154,4115,2847,3594,3518,3620
"SPD_RS06890",4212,2819,2833,4463,3411,3234
"SPD_RS06895",5461,2703,2361,5821,3570,2973
"SPD_RS06905",42,35,31,53,36,31
"SPD_RS06910",142,123,77,240,145,121
"SPD_RS06915",133,156,113,234,148,205
"SPD_RS06925",12,17,9,17,13,8
"SPD_RS06930",317,460,332,375,431,397
"SPD_RS06940",567083,261851,231113,551590,322314,211615
"SPD_RS06945",21,51,42,24,24,53
"SPD_RS06950",31083,18526,20477,30021,18675,11561
"SPD_RS06955",7,9,7,14,9,9
"SPD_RS06960",6,4,0,4,6,5
"SPD_RS06965",0,0,1,0,1,0
"SPD_RS06970",0,0,1,1,0,0
"SPD_RS06980",0,1,0,0,2,0
"SPD_RS06985",26935,14255,13123,30152,17739,11516
"SPD_RS06990",5171,3266,3382,3039,3387,2014
"SPD_RS06995",12770,17879,14065,15581,14638,20085
"SPD_RS07000",4469,3139,2692,4657,3552,2628
"SPD_RS07005",2405,1374,1360,2355,1573,1068
"SPD_RS07010",12620,7046,7624,9497,8663,5162
"SPD_RS07015",19344,17095,17612,10758,16913,12524
"SPD_RS07020",10674,6343,6159,11465,7424,6968
"SPD_RS07025",24713,16867,18052,20304,17300,14445
"SPD_RS07030",64843,29931,28734,61965,38054,19395
"SPD_RS07035",31516,15374,13521,33290,18782,10290
"SPD_RS07040",43211,20888,17780,48133,24912,12917
"SPD_RS07045",9304,7207,5538,11817,6582,4163
"SPD_RS07050",16564,16002,10364,24975,14236,11193
"SPD_RS07055",36174,35251,24413,47916,32727,31405
"SPD_RS07060",8795,9485,8697,9238,7590,6909
"SPD_RS07065",971,748,529,1010,762,509
"SPD_RS07070",1193,1001,684,1326,1088,836
"SPD_RS07075",13178,15286,13286,15462,14562,15335
"SPD_RS07080",16623,11585,8906,26648,13134,9422
"SPD_RS07085",1159,758,484,1707,868,552
"SPD_RS07090",2459,2116,1830,3085,2030,1793
"SPD_RS07095",11034,6664,5808,13736,8031,5795
"SPD_RS07100",2978,2225,1694,4507,2327,2123
"SPD_RS07105",8254,4435,4166,8293,5790,3538
"SPD_RS07110",736,421,440,599,517,349
"SPD_RS07115",521,225,228,432,310,183
"SPD_RS07130",46,61,24,127,85,54
"SPD_RS07135",46,60,33,67,51,46
"SPD_RS07140",1752,1454,1102,2606,1582,1272
"SPD_RS07145",16521,7910,9943,11608,10196,6416
"SPD_RS07150",5192,4000,3839,5518,4351,4142
"SPD_RS07155",7954,13404,14825,4402,9813,9544
"SPD_RS07170",2469,1342,1106,3288,1780,1138
"SPD_RS07175",14329,8932,8456,15814,10158,7526
"SPD_RS07180",2724,1599,1404,3065,2076,1299
"SPD_RS07185",7237,4875,4620,7111,5926,4320
"SPD_RS07190",4067,2375,2244,3773,2941,2250
"SPD_RS07195",16504,14937,12414,15319,14877,12862
"SPD_RS07200",52809,39014,26418,61404,41147,30363
"SPD_RS07205",114179,88481,63426,131121,95060,59905
"SPD_RS07210",61223,59985,60928,48528,53330,36711
"SPD_RS07215",26998,13465,13736,27649,18424,11816
"SPD_RS07225",11219,5015,4989,11666,7084,3517
"SPD_RS07230",4263,4619,4071,4766,3913,3206
"SPD_RS07240",45905,19110,20843,998,767,498
"SPD_RS07245",169,179,125,299,215,175
"SPD_RS07250",152,265,153,317,208,233
"SPD_RS07255",2240,1849,2052,2609,2430,2003
"SPD_RS07260",1819,1817,2233,1625,1976,1709
"SPD_RS07265",5678,2962,2903,7291,4750,2998
"SPD_RS07270",803,498,583,906,729,671
"SPD_RS07275",6863,3842,3905,4913,3857,2535
"SPD_RS07280",19262,8645,8877,12812,9388,4879
"SPD_RS07285",5741,3922,4313,5725,5076,3643
"SPD_RS07290",11401,5546,5330,10424,7391,4092
"SPD_RS07295",6986,3293,3202,5861,4287,2672
"SPD_RS07300",15007,7586,8694,12442,9489,5457
"SPD_RS07305",13018,7366,6951,12812,9001,4842
"SPD_RS07310",5133,5590,4729,5982,5246,3792
"SPD_RS07315",6733,4018,3647,7518,4697,2797
"SPD_RS07320",2516,1545,1267,2948,1851,1257
"SPD_RS07325",6125,5510,5641,5711,5996,4626
"SPD_RS07330",13,9,11,20,17,8
"SPD_RS07335",3592,2566,2175,4859,2867,3115
"SPD_RS07340",9111,3793,3618,8872,5430,3653
"SPD_RS07345",9685,3838,3912,8764,5396,3216
"SPD_RS07350",8518,3830,3903,7524,5100,3156
"SPD_RS07355",11709,8761,10095,8243,7787,5038
"SPD_RS07360",9650,4268,4062,9220,5472,3179
"SPD_RS07365",20316,11336,11196,17351,12482,7855
"SPD_RS07370",2431,1341,1316,2318,1613,801
"SPD_RS07375",14062,11515,11542,11433,12339,8587
"SPD_RS07380",661801,1304475,1174976,671945,1327911,1564225
"SPD_RS07385",46035,30419,24758,52661,33557,23845
"SPD_RS07390",17244,10330,8578,17150,11211,6313
"SPD_RS07395",3254,1744,1632,2727,2044,1096
"SPD_RS07400",6029,3153,2566,5652,4090,2818
"SPD_RS07405",19864,17861,19039,16150,17135,12186
"SPD_RS07410",1391,1902,1267,945,752,770
"SPD_RS07415",14,32,23,14,9,17
"SPD_RS07420",4721,4358,2827,8790,4644,3873
"SPD_RS07425",2415,3529,3456,2205,3159,4277
"SPD_RS07430",8882,6782,6307,8537,7904,6538
"SPD_RS07435",10043,9158,8579,7568,9512,6926
"SPD_RS07440",46278,23224,23222,29924,26947,16988
"SPD_RS07445",44,15,14,43,32,17
"SPD_RS07450",4805,2351,2145,5540,3090,1815
"SPD_RS07455",7205,3128,3284,6431,4448,2958
"SPD_RS07460",5909,2317,2438,5134,3451,1873
"SPD_RS07465",8725,3614,3941,6778,4632,2841
"SPD_RS07470",89,92,67,200,122,121
"SPD_RS07475",78,88,81,124,80,137
"SPD_RS07485",175,184,164,122,160,171
"SPD_RS07490",1231,933,1147,809,1044,705
"SPD_RS07495",1100,563,578,817,675,399
"SPD_RS07500",1063,669,860,884,873,741
"SPD_RS07505",9,5,6,7,6,8
"SPD_RS07510",3980,2353,2357,4571,2961,1779
"SPD_RS07515",7249,3916,3724,7865,5088,3267
"SPD_RS07520",3670,2007,1862,4286,2624,1536
"SPD_RS07525",6870,4894,5059,5995,5242,3862
"SPD_RS07530",2577,1508,1359,2856,2015,1546
"SPD_RS07540",5244,2368,2453,4156,2909,1538
"SPD_RS07545",22154,12678,12058,20646,13952,11148
"SPD_RS07550",1502,665,719,1496,977,596
"SPD_RS07555",1460,740,783,1356,939,583
"SPD_RS07560",709,432,467,813,584,474
"SPD_RS07565",46735,17923,21096,42221,28374,14798
"SPD_RS07570",3604,2351,2257,4063,2905,2501
"SPD_RS07575",43252,43549,43328,50860,55758,64711
"SPD_RS07580",143326,145014,114650,173206,158856,162578
"SPD_RS07585",134,164,132,15,10,7
"SPD_RS07590",222,99,112,245,205,124
"SPD_RS07595",484,270,215,596,388,211
"SPD_RS07600",499,197,169,562,333,241
"SPD_RS07605",11142,5048,4443,12122,7133,4265
"SPD_RS07610",873,439,392,1068,664,410
"SPD_RS07615",568,373,353,753,575,322
"SPD_RS07620",250,106,99,357,197,137
"SPD_RS07625",1981,2745,3198,1959,3107,2578
"SPD_RS07630",550,270,329,2097,1430,983
"SPD_RS07635",3716,2484,2450,3773,2738,1841
"SPD_RS07640",3416,1575,1827,2441,2166,1616
"SPD_RS07645",27,12,13,16,11,4
"SPD_RS07650",289,180,157,193,175,183
"SPD_RS07660",292,184,149,195,200,226
"SPD_RS07665",1556,3106,2128,2223,2088,3256
"SPD_RS07670",12442,24751,27608,7510,18650,25598
"SPD_RS07680",2682,1573,1458,2409,1706,1184
"SPD_RS07685",6569,3514,3643,6033,4446,3048
"SPD_RS07700",2056,1209,1144,1403,1282,1445
"SPD_RS07705",42203,19816,19607,36979,24572,14827
"SPD_RS07710",20992,12469,12607,21910,18292,13586
"SPD_RS07715",15706,8293,7426,20793,14008,7275
"SPD_RS07720",18860,14395,11187,31910,20678,16873
"SPD_RS07725",314,203,197,356,235,174
"SPD_RS07730",3050,1608,1574,3127,2032,1446
"SPD_RS07735",522,256,254,536,379,248
"SPD_RS07740",1851,1322,1263,1441,1240,914
"SPD_RS07745",91017,78093,67657,128387,80843,67281
"SPD_RS07750",16,10,14,31,13,8
"SPD_RS07760",53,36,20,64,23,18
"SPD_RS07765",23294,9916,9105,21009,12935,6222
"SPD_RS07770",7348,7455,7900,6470,7043,6188
"SPD_RS07780",14929,8733,7094,14497,9415,5932
"SPD_RS07785",16609,16254,13516,15820,13594,11244
"SPD_RS07790",1543,913,673,1612,981,496
"SPD_RS07795",16525,14138,13401,14351,12098,10287
"SPD_RS07800",12698,7796,6247,13776,8652,5362
"SPD_RS07805",32626,16155,14445,31080,20139,10915
"SPD_RS07810",56527,51952,46521,50822,52666,58066
"SPD_RS07815",8935,5688,5485,9180,6594,4703
"SPD_RS07820",2169,1292,1002,2756,1598,967
"SPD_RS07825",4420,2240,2063,4697,2783,1570
"SPD_RS07830",17453,9064,10207,13099,11460,7651
"SPD_RS07835",7872,4813,4730,6638,5043,3462
"SPD_RS07840",12777,7344,7087,11158,7592,4744
"SPD_RS07845",4692,3028,2745,6158,3841,3834
"SPD_RS07850",885,547,602,812,678,513
"SPD_RS07855",637,369,316,695,441,340
"SPD_RS07860",340,252,186,385,281,173
"SPD_RS07865",220,252,222,217,250,209
"SPD_RS07870",546,722,450,663,655,810
"SPD_RS07875",234,142,120,328,178,82
"SPD_RS07880",621,296,279,803,395,248
"SPD_RS07885",638,402,359,869,465,355
"SPD_RS07890",1330,1153,730,2006,1089,853
"SPD_RS07895",1177,993,786,1568,891,731
"SPD_RS07900",723,619,464,1051,590,553
"SPD_RS07905",17,18,14,19,20,18
"SPD_RS07910",5,12,6,8,12,5
"SPD_RS07915",7,2,6,3,4,8
"SPD_RS07920",0,2,0,1,3,3
"SPD_RS07925",1,3,5,3,4,3
"SPD_RS07930",2,5,2,1,4,3
"SPD_RS07935",1451,1105,958,1558,1185,978
"SPD_RS07940",199,291,244,60,185,198
"SPD_RS07945",74715,73695,71985,19846,53769,36967
"SPD_RS07950",12501,5282,5614,10109,7809,4145
"SPD_RS07955",6578,2800,2994,5510,4144,2215
"SPD_RS07960",2248,1277,1103,2062,1542,1108
"SPD_RS07965",15182,8577,8394,15194,11652,8869
"SPD_RS07970",10087,4742,4300,10166,7093,4683
"SPD_RS07975",56932,40644,38838,52921,45712,32364
"SPD_RS07980",99,126,105,128,120,46
"SPD_RS07985",304,380,238,471,377,363
"SPD_RS07990",186,187,99,241,188,143
"SPD_RS07995",182,184,112,275,176,136
"SPD_RS08000",174,275,168,248,245,265
"SPD_RS08005",3641,7561,6175,5447,5937,7421
"SPD_RS08010",431,467,338,560,480,423
"SPD_RS08015",656,930,813,733,952,830
"SPD_RS08020",11519,6691,5714,11905,8244,6513
"SPD_RS08025",3986,1926,1852,3544,2526,1469
"SPD_RS08030",3568,2373,2171,3437,2564,1920
"SPD_RS08035",5334,3555,3230,4921,4145,2915
"SPD_RS08040",2064,1815,1534,2109,1870,1116
"SPD_RS08045",21111,19445,19000,7374,19960,23023
"SPD_RS08050",12340,6871,5600,3985,9321,7124
"SPD_RS08055",12106,9921,10065,4781,9677,9450
"SPD_RS08060",1594,1177,1120,1436,1345,992
"SPD_RS08065",3280,3907,3177,3439,3870,3929
"SPD_RS08070",7,12,6,3,8,6
"SPD_RS08075",7,3,8,4,7,3
"SPD_RS08080",2040,969,1101,1816,1347,1088
"SPD_RS08085",449,233,239,474,262,152
"SPD_RS08090",146,71,66,166,97,56
"SPD_RS08095",2,1,2,3,2,0
"SPD_RS08100",682,388,290,944,396,325
"SPD_RS08105",562,350,258,916,458,424
"SPD_RS08110",18378,7905,9404,13420,10942,5698
"SPD_RS08115",12135,6829,7726,10457,8116,5515
"SPD_RS08120",2377,2024,1429,2867,2064,1291
"SPD_RS08135",1310,734,584,1520,933,519
"SPD_RS08140",1906,1225,1381,1791,1348,1041
"SPD_RS08145",33175,28420,23458,41162,29888,24641
"SPD_RS08150",10930,9009,8417,11504,10716,7932
"SPD_RS08155",5253,4788,4441,5889,5507,5598
"SPD_RS08160",2300,1036,970,2220,1569,1023
"SPD_RS08165",5017,2184,2398,4290,3331,1805
"SPD_RS08170",4490,3617,3111,5021,3611,3361
"SPD_RS08175",10134,10458,11139,9853,9811,10395
"SPD_RS08180",29000,18523,17901,31976,21912,15893
"SPD_RS08185",319,674,515,719,590,734
"SPD_RS08190",379,748,621,640,657,569
"SPD_RS08195",4908,3105,3401,3155,3057,2544
"SPD_RS08200",2902,1471,1571,2173,1769,1232
"SPD_RS08205",2807,1984,2002,2806,2154,1417
"SPD_RS08210",3058,2031,1545,3573,2325,1585
"SPD_RS08215",2866,1458,1196,3072,1855,1144
"SPD_RS08220",3792,2023,1716,3859,2426,1454
"SPD_RS08225",2182,1282,1006,2648,1621,1296
"SPD_RS08230",7216,4363,4106,6846,5261,3442
"SPD_RS08235",3018,1731,1549,2790,2110,1288
"SPD_RS08240",8161,4845,4681,6651,5804,4054
"SPD_RS08245",2920,2687,2437,2457,2600,2774
"SPD_RS08250",3673,1543,1716,3049,2430,1699
"SPD_RS08255",1286,496,513,1433,1009,770
"SPD_RS08260",3352,1658,1670,3247,2380,1072
"SPD_RS08265",6938,8103,6420,6973,8114,8760
"SPD_RS08270",37970,57487,53160,31287,45530,36684
"SPD_RS08275",70,74,57,127,114,121
"SPD_RS08280",67,65,72,93,89,74
"SPD_RS08285",4124,1903,1873,4046,2479,1237
"SPD_RS08290",1637,855,782,1767,1080,647
"SPD_RS08300",6560,3357,3262,7598,4973,3191
"SPD_RS08305",1111,581,561,1138,819,490
"SPD_RS08310",1527,782,702,1680,1170,768
"SPD_RS08315",380,235,208,411,324,242
"SPD_RS08320",1452,1004,1038,1295,1231,818
"SPD_RS08325",2042,2335,2325,1650,2188,2820
"SPD_RS08330",4518,3214,2721,4472,4392,3512
"SPD_RS08335",17405,26409,35591,9492,22857,14178
"SPD_RS08340",80,155,111,74,80,81
"SPD_RS08345",186,326,313,136,217,240
"SPD_RS08350",3211,1533,1678,2880,2219,1456
"SPD_RS08355",2041,1572,2020,1943,2455,1539
"SPD_RS08360",116,129,93,169,151,119
"SPD_RS08365",23,18,17,34,19,10
"SPD_RS08370",19,19,15,22,10,9
"SPD_RS08375",183,237,191,109,181,187
"SPD_RS08380",22686,49600,47268,16302,30361,43539
"SPD_RS08385",392,623,419,564,457,386
"SPD_RS08390",3503,3803,2330,2953,5086,7301
"SPD_RS08395",1742,1697,899,1910,1981,1317
"SPD_RS08400",142,145,75,227,144,130
"SPD_RS08405",2022,2082,1329,3211,2043,2107
"SPD_RS08410",1125,1160,792,1717,1227,1136
"SPD_RS08415",115,140,94,112,100,143
"SPD_RS08420",132,151,119,129,125,79
"SPD_RS08425",7,1,3,5,1,2
"SPD_RS08430",2911,5160,2776,6821,3789,4297
"SPD_RS08435",1247,2115,1356,3440,1686,1920
"SPD_RS08440",834,381,429,689,562,449
"SPD_RS08445",924,397,419,822,643,364
"SPD_RS08450",338,157,156,335,217,192
"SPD_RS08455",441,164,152,420,293,132
"SPD_RS08460",551,272,277,584,461,273
"SPD_RS08465",299,244,201,336,242,170
"SPD_RS08470",656,331,317,708,506,282
"SPD_RS08480",2453,2075,2195,2303,2198,1980
"SPD_RS08485",2598,4777,3241,4258,3776,3828
"SPD_RS08490",0,0,1,2,0,0
"SPD_RS08495",382,487,387,365,340,340
"SPD_RS08500",240,202,100,270,104,94
"SPD_RS08505",105,66,68,156,71,48
"SPD_RS08510",172,220,147,273,108,125
"SPD_RS08515",97,174,122,119,84,106
"SPD_RS08520",91,94,78,72,63,49
"SPD_RS08525",194,214,155,218,128,127
"SPD_RS08530",57,74,48,55,27,30
"SPD_RS08535",64,69,40,49,36,34
"SPD_RS08540",71,124,105,59,39,52
"SPD_RS08545",489,784,578,492,323,421
"SPD_RS08550",22,32,24,17,26,34
"SPD_RS08560",20118,8714,8093,20294,11085,6165
"SPD_RS08565",9126,4043,3656,9723,5379,2830
"SPD_RS08570",14218,6361,5878,15234,8761,5098
"SPD_RS08575",10305,4610,4248,11474,6182,3737
"SPD_RS08580",2026,1034,854,2339,1113,653
"SPD_RS08585",839,973,681,1357,759,671
"SPD_RS08590",660,841,917,659,629,692
"SPD_RS08595",6168,3839,4006,4900,4255,3565
"SPD_RS08600",2781,2345,2446,1687,2162,1769
"SPD_RS08605",13,7,3,11,8,4
"SPD_RS08610",33,17,11,39,17,12
"SPD_RS08615",2793,5149,4245,3359,3365,4077
"SPD_RS08620",3001,5883,4670,3077,4177,4317
"SPD_RS08625",1326,1356,1326,1524,1281,890
"SPD_RS08630",122,57,60,100,86,73
"SPD_RS08635",103,119,119,96,131,178
"SPD_RS08640",247,140,123,343,221,204
"SPD_RS08645",446,292,273,357,419,303
"SPD_RS08650",88,85,57,77,106,71
"SPD_RS08655",319,381,288,166,466,434
"SPD_RS08660",531,315,299,478,377,380
"SPD_RS08665",110,80,70,169,96,77
"SPD_RS08685",14138,7688,8054,5243,3806,2511
"SPD_RS08690",5405,3474,3499,1514,1114,848
"SPD_RS08695",10263,10218,9012,2067,2004,1435
"SPD_RS08700",10435,14819,12517,1429,2020,2069
"SPD_RS08705",5164,2735,3398,2960,3121,2305
"SPD_RS08710",12060,5025,5874,7210,6475,3258
"SPD_RS08715",8,2,1,1,5,1
