"gene_id","ssRA_1","ssRA_2","ssRA_3","WT_1","WT_2"
"SP5448_RS05855",7714,13393,15278,12354,14241
"SP5448_RS05860",19518,11853,11890,19331,9038
"SP5448_RS05865",2670,4327,7982,4757,5179
"SP5448_RS05870",9205,14528,18873,13716,15969
"SP5448_RS05875",11548,17231,23173,16771,19059
"SP5448_RS09390",1194,1795,2906,2247,2249
"SP5448_RS05885",4374,5204,8467,5699,5545
"SP5448_RS05890",2770,4985,6477,4706,5233
"SP5448_RS05895",4556,8637,9491,8318,8492
"SP5448_RS05900",6644,11805,13391,11350,11973
"SP5448_RS05905",5900,9843,12261,9604,10619
"SP5448_RS05910",5198,9063,10947,9484,10449
"SP5448_RS05915",4456,7689,9286,7877,8770
"SP5448_RS05920",4179,5836,8059,6583,6146
"SP5448_RS05925",7271,10542,12356,9759,11212
"SP5448_RS05930",3033,5627,6553,5319,5676
"SP5448_RS05935",2150,4278,5077,4135,3891
"SP5448_RS05940",1288,1416,1351,1929,1407
"SP5448_RS05945",1182,1855,3114,2056,1780
"SP5448_RS05955",11194,13975,17372,16638,17000
"SP5448_RS05960",5328,6847,9015,8038,8363
"SP5448_RS05965",5892,8958,11453,9010,10271
"SP5448_RS05970",2597,4523,6160,5071,5000
"SP5448_RS05980",364,351,141,336,164
"SP5448_RS05995",4478,7820,7849,7703,7647
"SP5448_RS06000",432,607,831,694,680
"SP5448_RS06005",13740,32326,26424,24168,35507
"SP5448_RS06010",3105,11141,6132,6348,11724
"SP5448_RS06015",2163,6821,3746,4567,8283
"SP5448_RS06020",7714,13725,20025,14500,19522
"SP5448_RS06025",7277,12724,17607,13599,16087
"SP5448_RS06030",3272,5724,7774,6066,6546
"SP5448_RS06035",1601,2847,4301,3243,3164
"SP5448_RS06040",1120,2171,3312,2390,2211
"SP5448_RS06045",194,388,663,426,499
"SP5448_RS06050",176,480,984,443,391
"SP5448_RS06055",725,886,1648,1223,1389
"SP5448_RS06060",3805,4681,6816,5447,5873
"SP5448_RS06065",4808,8407,12221,9398,10279
"SP5448_RS06070",7552,12591,19434,13048,13990
"SP5448_RS06075",4916,8780,13121,9290,9738
"SP5448_RS06080",5325,9530,12619,9450,11146
"SP5448_RS06085",2136,4500,5263,3745,4901
"SP5448_RS06090",2569,5697,6388,5384,6755
"SP5448_RS06095",5475,14732,13192,12169,12940
"SP5448_RS06100",2545,6421,5585,5702,5907
"SP5448_RS06105",1998,5816,4461,4195,5098
"SP5448_RS06110",2232,6978,5401,5410,6109
"SP5448_RS06115",881,2762,2234,1948,2068
"SP5448_RS06120",5160,6539,9904,7459,8263
"SP5448_RS06125",1790,2202,3538,2503,2443
"SP5448_RS06130",2288,3373,5478,3363,3478
"SP5448_RS06135",6232,9633,15280,9746,11052
"SP5448_RS06140",17154,19762,34383,21452,20468
"SP5448_RS06145",18461,27778,48058,29542,30919
"SP5448_RS06150",2517,3957,4596,3671,4593
"SP5448_RS06155",6445,8402,11091,8514,9565
"SP5448_RS06160",5736,7333,9670,7580,8110
"SP5448_RS06165",2021,3283,4347,3352,3194
"SP5448_RS06170",4485,7873,9294,7940,8032
"SP5448_RS06175",5400,6381,7715,7158,6580
"SP5448_RS06180",5326,7136,9378,7374,7687
"SP5448_RS06185",13311,17843,19796,19026,18770
"SP5448_RS06190",6458,10072,11202,11170,10195
"SP5448_RS06195",11474,13628,16076,16567,13361
"SP5448_RS06200",12894,25748,30741,25539,26053
"SP5448_RS06205",10968,19030,25767,21229,18900
"SP5448_RS06210",7320,13493,20061,16098,13528
"SP5448_RS06215",11023,16059,24343,18161,13568
"SP5448_RS06220",5308,7517,10453,8092,9403
"SP5448_RS06225",2469,6016,6754,4998,5985
"SP5448_RS09400",8,29,43,36,62
"SP5448_RS06230",4291,9416,10866,8888,10433
"SP5448_RS06235",12770,16860,21463,17774,19219
"SP5448_RS06240",4232,9857,12980,10269,12035
"SP5448_RS06245",4226,11314,13697,11040,12567
"SP5448_RS06250",522,1296,1761,1395,1696
"SP5448_RS06255",4349,6584,9502,7699,8634
"SP5448_RS06260",11496,22393,29028,23595,25059
"SP5448_RS06265",8386,14875,18633,14367,15438
"SP5448_RS06270",3672,7514,9883,7663,8175
"SP5448_RS06275",5674,9417,12868,9918,10801
"SP5448_RS06280",2439,3592,5609,4427,4212
"SP5448_RS06285",3143,4224,7763,5285,4577
"SP5448_RS06290",3480,4845,8138,5689,4975
"SP5448_RS06295",3737,4813,6624,5961,5417
"SP5448_RS06300",2425,3080,4017,3491,3222
"SP5448_RS06305",7776,9553,12647,11135,10642
"SP5448_RS06310",10442,12562,17675,15141,12683
"SP5448_RS06315",1736,3722,4225,2602,3475
"SP5448_RS06320",2489,4000,7535,3797,4346
"SP5448_RS06325",3395,5331,7391,5457,5926
"SP5448_RS06330",13434,20903,27845,20875,22924
"SP5448_RS06335",7075,11768,15587,12037,13220
"SP5448_RS06340",2577,4287,4789,3951,4558
"SP5448_RS06345",3391,4707,6900,4654,5093
"SP5448_RS06350",3234,5802,8237,6015,6232
"SP5448_RS06355",373,430,534,449,566
"SP5448_RS06360",259,551,465,534,556
"SP5448_RS06365",17447,24521,31639,25514,28675
"SP5448_RS06370",6139,7211,10971,8511,8332
"SP5448_RS06375",2541,2895,5054,3450,3182
"SP5448_RS06380",582,1038,1923,1319,1191
"SP5448_RS06385",16856,23268,31383,24725,26642
"SP5448_RS06390",2756,5001,6335,4954,5442
"SP5448_RS06395",26216,39745,43591,40303,44978
"SP5448_RS06400",93670,147001,154599,142829,166574
"SP5448_RS06405",47146,81902,84359,79968,93036
"SP5448_RS06410",87701,146840,151188,144730,170131
"SP5448_RS06415",19080,36659,37639,35354,39551
"SP5448_RS06420",29933,52236,55466,51648,60115
"SP5448_RS06425",32523,56573,57738,54417,64365
"SP5448_RS06430",5411,14118,16004,13933,16081
"SP5448_RS06435",3033,4586,5489,4093,4781
"SP5448_RS06440",6942,10642,12944,10591,11251
"SP5448_RS06445",4747,8168,11040,8629,8179
"SP5448_RS06450",11415,16397,21009,17077,20592
"SP5448_RS06455",1907,2841,4266,2947,3252
"SP5448_RS06460",1781,2711,3827,2672,3191
"SP5448_RS06465",1799,2276,3300,2359,2910
"SP5448_RS06470",1395,1884,3175,2021,2459
"SP5448_RS06475",677,1242,1540,1005,1217
"SP5448_RS06480",2995,3833,4910,3394,3800
"SP5448_RS06485",1910,2620,3285,2312,2811
"SP5448_RS06490",1973,2769,3250,2489,2896
"SP5448_RS06495",2198,6367,7316,5817,8301
"SP5448_RS06500",1289,1347,1144,1326,1246
"SP5448_RS06520",157479,209993,264573,220787,266378
"SP5448_RS06525",251,440,671,357,372
"SP5448_RS06530",27659,37886,48489,41642,43096
"SP5448_RS06535",20627,28757,37475,33694,31958
"SP5448_RS06540",4381,5142,7917,6651,4813
"SP5448_RS06545",109,111,273,260,62
"SP5448_RS06550",12345,16994,31170,22315,22507
"SP5448_RS06555",4416,5323,7334,6468,5960
"SP5448_RS06560",602,1413,1817,1666,1481
"SP5448_RS06565",3131,4041,6750,4906,4181
"SP5448_RS06570",7560,11415,13934,11596,11992
"SP5448_RS06575",4707,8601,12091,9033,10199
"SP5448_RS06580",6119,9706,9320,9869,11563
"SP5448_RS06585",2124,3763,4388,3516,3933
"SP5448_RS06590",1414,1836,1895,2574,2338
"SP5448_RS06595",3193,4116,5685,3929,4575
"SP5448_RS06600",8525,12148,14738,12386,12998
"SP5448_RS06605",11647,16931,18149,15580,16687
"SP5448_RS06610",9058,12304,14262,11987,13030
"SP5448_RS06615",11138,17499,23617,17399,19650
"SP5448_RS06620",11050,13900,23161,16750,16766
"SP5448_RS06625",3683,6686,7962,7014,7090
"SP5448_RS06635",1351,3071,3263,2858,3087
"SP5448_RS06640",7696,11986,15447,12707,13759
"SP5448_RS06645",6010,10091,12118,10007,10797
"SP5448_RS06650",11897,16540,20009,17553,18314
"SP5448_RS06655",4393,6785,8051,7191,7227
"SP5448_RS06660",675,1427,1430,1261,1387
"SP5448_RS06665",374,630,396,489,340
"SP5448_RS06670",719,699,782,833,747
"SP5448_RS06675",294,392,428,408,303
"SP5448_RS06680",285,139,338,260,155
"SP5448_RS06685",135,191,161,71,117
"SP5448_RS06690",343,651,599,279,281
"SP5448_RS06695",370,266,280,147,189
"SP5448_RS06700",272,427,410,167,216
"SP5448_RS06705",266,443,364,170,146
"SP5448_RS06710",89,82,123,94,26
"SP5448_RS06715",560,1259,1743,1462,1531
"SP5448_RS06720",37923,48969,66721,50753,58089
"SP5448_RS06725",706,1031,1598,1114,1095
"SP5448_RS06730",4526,7070,8509,7486,6843
"SP5448_RS06740",3354,5362,7433,5742,6171
"SP5448_RS06745",7103,11417,13222,11774,12710
"SP5448_RS06750",5754,11291,13182,10968,11887
"SP5448_RS06755",32309,38307,49557,39349,47755
"SP5448_RS06760",331395,461164,591448,447660,555435
"SP5448_RS06765",4951,8781,12513,10308,9322
"SP5448_RS06770",6872,17149,11408,10899,15658
"SP5448_RS06775",9182,14152,15611,13014,14338
"SP5448_RS06780",2188,3852,4641,3603,4021
"SP5448_RS06785",273,505,1412,496,576
"SP5448_RS06790",764,1317,3103,1178,1201
"SP5448_RS06795",1131,1884,3332,2013,1473
"SP5448_RS06800",1244,1705,3949,2316,1598
"SP5448_RS06805",1031,1904,2951,1925,1764
"SP5448_RS06810",1159,1838,2659,2141,2167
"SP5448_RS06815",1032,2341,2778,2385,2721
"SP5448_RS06820",24014,31090,43559,33253,36289
"SP5448_RS09750",597,984,1462,740,1101
"SP5448_RS06830",145,441,805,345,438
"SP5448_RS06835",9170,11858,14966,12298,12282
"SP5448_RS06840",3242,5045,6807,5348,5285
"SP5448_RS06845",841,1565,3061,1654,1695
"SP5448_RS06850",6110,10015,11327,9259,11060
"SP5448_RS06855",3231,5070,5582,4866,5795
"SP5448_RS06860",5254,10425,11271,9929,10877
"SP5448_RS06865",8544,11710,14256,11876,12901
"SP5448_RS06870",3031,6253,9576,5660,6443
"SP5448_RS06875",1987,3521,4246,4134,4883
"SP5448_RS06880",9784,12878,16551,14420,15900
"SP5448_RS06885",249,864,1099,808,728
"SP5448_RS06890",5372,8997,10483,8966,9066
"SP5448_RS06895",3023,5993,6658,6210,6813
"SP5448_RS06900",1626,2861,2888,2212,2708
"SP5448_RS06905",2159,4973,3415,2887,5359
"SP5448_RS06910",1103,2731,1515,2164,3781
"SP5448_RS06915",2196,5200,5523,5632,5594
"SP5448_RS06920",8991,12871,14480,12425,14371
"SP5448_RS06930",2917,4108,4897,4097,4141
"SP5448_RS09755",1388,2686,3436,2413,2805
"SP5448_RS06950",516,1504,2354,1657,1525
"SP5448_RS06955",1414,3086,4207,2789,3145
"SP5448_RS06960",2066,4687,6261,4244,4515
"SP5448_RS06965",1309,2338,3492,2145,2421
"SP5448_RS06970",515,1005,1536,1146,1020
"SP5448_RS06975",0,15,0,6,41
"SP5448_RS06980",1,2,0,15,0
"SP5448_RS06985",445,574,601,495,580
"SP5448_RS06990",330,599,505,465,624
"SP5448_RS06995",278,388,505,405,443
"SP5448_RS09765",25,7,28,27,16
"SP5448_RS07000",80,125,79,74,53
"SP5448_RS07005",0,21,25,18,25
"SP5448_RS09430",136,133,63,112,98
"SP5448_RS07015",32,6,9,6,24
"SP5448_RS07020",391,1173,1211,1024,1014
"SP5448_RS07025",524,1153,1182,891,917
"SP5448_RS07030",316,756,868,640,548
"SP5448_RS07035",247,586,744,537,509
"SP5448_RS07040",450,727,881,677,754
"SP5448_RS07045",133,404,482,340,394
"SP5448_RS07050",108,232,245,138,177
"SP5448_RS07055",56,113,203,152,59
"SP5448_RS07060",15,85,115,85,119
"SP5448_RS09660",15,9,11,7,0
"SP5448_RS07065",155,225,422,174,198
"SP5448_RS07070",8142,14976,18359,14747,15891
"SP5448_RS07075",1321,2447,2331,2328,2581
"SP5448_RS07080",3650,5734,7719,5896,6562
"SP5448_RS07085",9079,14567,17766,13969,15804
"SP5448_RS07090",4939,7503,8662,7631,8266
"SP5448_RS07095",1175,2071,2249,1972,2129
"SP5448_RS07100",223,326,600,413,297
"SP5448_RS07105",228,289,489,307,305
"SP5448_RS07110",0,0,0,3,9
"SP5448_RS07115",277,465,427,313,459
"SP5448_RS07120",259,468,534,317,554
"SP5448_RS07125",263,551,701,387,676
"SP5448_RS07130",18073,23884,42037,26466,33103
"SP5448_RS07135",10037,13655,19569,14756,16044
"SP5448_RS07140",10899,14149,20662,15250,15461
"SP5448_RS07145",7043,13629,12771,12107,14123
"SP5448_RS07150",8484,14261,14148,12624,15867
"SP5448_RS07155",5783,10186,10255,8759,10306
"SP5448_RS07160",2150,4074,5000,3785,4524
"SP5448_RS07165",2365,3614,4309,4164,3713
"SP5448_RS07170",6222,10003,12518,11263,10441
"SP5448_RS07175",8706,15198,16564,14456,16433
"SP5448_RS07180",7359,12994,14755,12783,14846
"SP5448_RS07185",3573,4349,5609,4628,4324
"SP5448_RS07190",2118,2233,3291,2723,2465
"SP5448_RS07195",14464,14175,22960,17138,15608
"SP5448_RS07200",1214,1838,3367,2019,2247
"SP5448_RS09440",192,340,449,396,416
"SP5448_RS07205",7693,12072,17351,13009,12838
"SP5448_RS07210",14480,18176,21119,17768,20087
"SP5448_RS07215",1225,1738,2543,1862,1880
"SP5448_RS07220",1497,1953,2884,2197,2084
"SP5448_RS07225",542,1104,1553,1187,1263
"SP5448_RS09665",29,26,21,7,28
"SP5448_RS07235",6,44,44,35,20
"SP5448_RS07240",144,157,323,166,254
"SP5448_RS07245",374,359,605,421,585
"SP5448_RS07250",106,280,376,204,303
"SP5448_RS07255",134,131,54,105,147
"SP5448_RS07270",99,102,167,94,107
"SP5448_RS07275",201,242,366,290,367
"SP5448_RS07280",5052,7397,9100,7160,7346
"SP5448_RS07285",9972,13273,17810,13815,14596
"SP5448_RS07290",2066,3375,4109,3312,3511
"SP5448_RS07295",3319,6011,7502,5902,5844
"SP5448_RS07300",3278,4298,4900,4063,4467
"SP5448_RS07305",3884,5331,5484,5062,5893
"SP5448_RS07310",11844,18536,14701,16253,18670
"SP5448_RS07315",7280,11228,12877,11891,12177
"SP5448_RS07320",480,1024,1529,893,1049
"SP5448_RS07325",1477,2394,3206,2710,2742
"SP5448_RS07330",3186,4022,6551,4562,4956
"SP5448_RS07335",6908,10571,12548,10829,12696
"SP5448_RS07340",7858,10455,14727,10989,10293
"SP5448_RS07345",32385,49754,70262,47904,52992
"SP5448_RS07350",19580,26585,41985,27652,28991
"SP5448_RS07355",435,1430,1825,1363,1297
"SP5448_RS07360",9402,10905,14748,12342,13079
"SP5448_RS07365",2007,3624,4499,3966,4115
"SP5448_RS07370",7938,12102,15636,14036,12046
"SP5448_RS07375",6978,10361,13823,11902,10417
"SP5448_RS07380",28485,42528,52376,48039,47412
"SP5448_RS07385",3710,6676,8832,7478,7627
"SP5448_RS07390",4826,8474,10036,8330,10291
"SP5448_RS07395",10533,14358,18073,14352,17307
"SP5448_RS07400",3434,4752,5291,4386,5253
"SP5448_RS07405",5361,10501,11346,9734,11540
"SP5448_RS07410",14146,21011,24748,20697,22820
"SP5448_RS07415",2056,4494,4628,3814,5573
"SP5448_RS07420",14963,21071,20400,20896,23019
"SP5448_RS07425",9580,11272,13026,12476,12616
"SP5448_RS07430",1320,1673,2294,1966,1913
"SP5448_RS07435",381,674,947,765,837
"SP5448_RS07440",187,716,527,546,586
"SP5448_RS07445",38,44,94,17,7
"SP5448_RS07450",116,177,301,232,200
"SP5448_RS07455",258,392,672,493,797
"SP5448_RS07460",18,26,61,31,92
"SP5448_RS07465",572,998,1654,962,1066
"SP5448_RS07470",7939,7924,9093,10972,7142
"SP5448_RS07475",1089,1245,1752,1582,930
"SP5448_RS07480",2271,2337,3261,3865,2015
"SP5448_RS07485",19872,23336,32105,27043,28477
"SP5448_RS07490",1409,1416,2777,2337,1769
"SP5448_RS07500",4456,3434,1767,5344,3250
"SP5448_RS07505",2285,12237,2508,6367,13565
"SP5448_RS07515",3949,5478,8107,5896,5658
"SP5448_RS07520",432,821,1161,674,713
"SP5448_RS07525",2379,2640,3446,2843,3206
"SP5448_RS07530",1839,3093,3902,2997,3144
"SP5448_RS07535",8410,9004,12653,9731,10454
"SP5448_RS07540",1270,1862,2260,1971,1616
"SP5448_RS09125",1243,1878,2449,1995,1966
"SP5448_RS07550",4467,4858,6323,5103,5890
"SP5448_RS07555",3215,3821,4736,4435,3833
"SP5448_RS07560",1328,1674,2629,1777,1735
"SP5448_RS07565",10803,14765,20697,15467,17071
"SP5448_RS07570",5318,7449,10620,7291,8031
"SP5448_RS07575",9065,12749,17756,15137,13677
"SP5448_RS07580",7124,9393,11418,10541,11155
"SP5448_RS07585",361,669,892,630,775
"SP5448_RS07590",671,1375,1460,1125,1302
"SP5448_RS07595",798,1529,2003,1553,1965
"SP5448_RS07600",586,1192,1527,1082,1246
"SP5448_RS07605",4064,5830,8320,6329,7626
"SP5448_RS07610",12677,23415,23621,20488,24461
"SP5448_RS07615",3362,9416,6504,6580,9552
"SP5448_RS07620",10712,11724,18464,13593,12037
"SP5448_RS07625",3769,5093,6741,5520,5068
"SP5448_RS07630",4731,5375,8031,6024,6183
"SP5448_RS07635",1991,3518,5153,3870,3370
"SP5448_RS07640",598,1261,2115,1482,1067
"SP5448_RS07645",1240,1746,2695,2051,1711
"SP5448_RS07650",1173,2305,2716,2229,2669
"SP5448_RS07655",2756,4369,5553,4879,5279
"SP5448_RS07660",3483,5198,6109,5745,5806
"SP5448_RS07665",2779,4709,6543,5288,5844
"SP5448_RS07670",2398,4059,5398,4399,5011
"SP5448_RS07675",1937,3113,3657,2936,3242
"SP5448_RS07680",2538,4315,5663,4603,4943
"SP5448_RS07685",5323,7091,8964,7432,8511
"SP5448_RS07690",2999,4032,5948,4814,4516
"SP5448_RS07695",1280,2174,2999,2127,2073
"SP5448_RS07700",5968,11448,12897,11805,12123
"SP5448_RS07705",4360,7300,8544,7028,7277
"SP5448_RS07710",2075,3194,5026,3759,3141
"SP5448_RS07730",1305,2150,2454,2122,2076
"SP5448_RS07735",10746,15524,20276,15883,16898
"SP5448_RS07740",2016,3097,4829,3281,3314
"SP5448_RS07745",10741,18041,23331,18441,19905
"SP5448_RS07750",2546,4103,5957,4445,4862
"SP5448_RS07755",9637,15455,20397,15404,16669
"SP5448_RS07760",6075,9337,13063,9097,8754
"SP5448_RS07765",11515,15885,20636,16587,17269
"SP5448_RS07770",15545,19805,26186,20994,24819
"SP5448_RS07775",7131,9033,12167,9671,12177
"SP5448_RS07780",4113,5303,7998,5976,6488
"SP5448_RS07785",2034,2738,4119,2996,3432
"SP5448_RS07790",6473,11507,14227,11099,11901
"SP5448_RS07795",37709,48305,55732,52374,56007
"SP5448_RS07800",3084,4924,7056,5067,5632
"SP5448_RS07805",14029,22393,21960,20084,25203
"SP5448_RS07810",9140,13861,13565,12986,15137
"SP5448_RS07815",1567,2857,4197,2907,3212
"SP5448_RS07820",7466,11588,14286,11506,12509
"SP5448_RS07825",4792,6449,8046,6490,7228
"SP5448_RS07830",4493,9560,10917,10004,9777
"SP5448_RS07835",1835,6134,5307,4429,5050
"SP5448_RS07840",1157,2104,2709,2485,2808
"SP5448_RS07845",2647,3952,4775,3905,4074
"SP5448_RS07850",1836,3047,3222,2916,2701
"SP5448_RS07855",8086,13364,20736,15789,11700
"SP5448_RS07860",2697,5071,7026,5381,6132
"SP5448_RS07865",2316,3155,5072,3791,3473
"SP5448_RS07870",2081,2479,3947,3224,3038
"SP5448_RS07875",2294,3115,4972,3677,3771
"SP5448_RS07880",4107,5945,8565,6564,6201
"SP5448_RS07885",7083,10307,13968,10792,12383
"SP5448_RS07890",4687,4899,7291,5167,5828
"SP5448_RS07895",9220,12208,18152,13022,13596
"SP5448_RS07900",2569,3258,6042,3511,3421
"SP5448_RS07920",48,12,42,24,35
"SP5448_RS07925",0,0,5,2,8
"SP5448_RS07930",13,25,101,35,6
"SP5448_RS07935",1,2,15,5,0
"SP5448_RS07940",705,2104,2788,1879,2025
"SP5448_RS07945",482,498,1180,562,402
"SP5448_RS07950",595,205,388,259,505
"SP5448_RS07955",629,917,1418,1118,1096
"SP5448_RS07960",4585,8045,8253,7545,8837
"SP5448_RS07965",1979,3937,4097,3588,4044
"SP5448_RS07970",3418,6089,7017,5690,6307
"SP5448_RS07980",704,879,1445,941,1014
"SP5448_RS07985",1443,2219,3126,2258,1892
"SP5448_RS07990",1658,2153,2494,1848,1538
"SP5448_RS07995",452,444,393,312,127
"SP5448_RS08000",245,226,184,118,57
"SP5448_RS08005",770,787,677,467,174
"SP5448_RS08010",238,333,238,177,111
"SP5448_RS08015",2669,2812,2656,1506,938
"SP5448_RS08020",4929,4978,4283,2554,1677
"SP5448_RS08025",884,1026,689,456,300
"SP5448_RS08030",3011,3696,2788,1562,1463
"SP5448_RS08035",2454,2644,2610,1394,1355
"SP5448_RS08040",2065,2427,1902,1376,1319
"SP5448_RS08045",2057,2604,1728,1738,1622
"SP5448_RS08050",606,871,1091,1007,1240
"SP5448_RS08055",80,151,212,166,136
"SP5448_RS08060",205,391,431,444,463
"SP5448_RS09490",0,13,2,10,0
"SP5448_RS09495",23,10,0,4,0
"SP5448_RS08070",31863,44673,64617,46796,54367
"SP5448_RS08075",35938,45210,71122,49697,51231
"SP5448_RS08080",180,278,319,307,194
"SP5448_RS08085",275,445,699,690,558
"SP5448_RS08090",5259,7694,11175,7238,9030
"SP5448_RS08095",4219,6320,7456,6780,6891
"SP5448_RS08100",7960,9855,12232,10560,10928
"SP5448_RS08105",1547,2474,3632,2832,3324
"SP5448_RS08110",2513,3683,4493,3475,4273
"SP5448_RS08115",7171,11585,13920,11463,13154
"SP5448_RS08120",1126,2165,2810,2168,2382
"SP5448_RS08125",11512,17591,19422,17317,20288
"SP5448_RS08130",9640,14980,17453,14655,17431
"SP5448_RS08135",37504,46947,54985,47470,52617
"SP5448_RS08140",55,98,59,67,40
"SP5448_RS08150",17,72,21,56,60
"SP5448_RS08155",190,244,117,212,262
"SP5448_RS08160",7891,13948,22773,16254,15430
"SP5448_RS09505",151,124,69,87,67
"SP5448_RS08165",0,11,9,0,15
"SP5448_RS08170",2987,4609,5530,4405,5051
"SP5448_RS08175",2841,4444,5214,3926,4346
"SP5448_RS08180",2897,4122,5741,4202,4141
"SP5448_RS08185",22164,31615,37905,30951,34807
"SP5448_RS08190",22516,29183,34587,29593,35029
"SP5448_RS08195",13065,18427,20942,18437,21541
"SP5448_RS08200",5990,8434,11001,8949,9284
"SP5448_RS08205",6560,8141,11515,8923,9004
"SP5448_RS08210",2033,3646,5282,3995,3652
"SP5448_RS08215",3625,4927,6458,5243,5168
"SP5448_RS08220",1203,1890,1891,1443,2059
"SP5448_RS08225",627,1514,1057,773,1663
"SP5448_RS08230",2204,4543,4293,3512,6157
"SP5448_RS08235",1732,2319,3354,2231,3065
"SP5448_RS08240",2453,3644,5960,2773,4392
"SP5448_RS08245",3281,5136,5933,4726,5635
"SP5448_RS08250",15197,21391,23311,21258,23220
"SP5448_RS08255",84,149,268,96,130
"SP5448_RS08260",3991,6424,8733,7085,6990
"SP5448_RS08265",379,436,531,312,312
"SP5448_RS08270",1806,4047,2258,1926,3513
"SP5448_RS08275",2027,2645,3341,2860,2648
"SP5448_RS08280",2873,3738,5069,3993,4892
"SP5448_RS08285",893,1415,2210,1679,1516
"SP5448_RS08290",4704,7082,7241,6906,7874
"SP5448_RS08295",1823,2854,2969,2561,2927
"SP5448_RS08300",3298,5815,6706,5850,6344
"SP5448_RS09515",6878,10000,14770,9104,11969
"SP5448_RS08305",119,139,123,105,122
"SP5448_RS08310",478,640,730,564,568
"SP5448_RS08315",714,811,1211,780,573
"SP5448_RS08320",239,420,479,400,415
"SP5448_RS08325",24,29,40,18,15
"SP5448_RS08330",12682,15684,22797,18199,20367
"SP5448_RS08335",1470,2310,3500,2191,2257
"SP5448_RS08340",1132,1935,3338,1989,2305
"SP5448_RS08345",1200,1688,3456,1869,1881
"SP5448_RS08350",889,1298,2316,1401,1616
"SP5448_RS08355",128,263,250,217,312
"SP5448_RS08360",1228,2374,1947,2489,2789
"SP5448_RS08365",495,618,514,664,748
"SP5448_RS08385",13366,19500,35829,17685,31735
"SP5448_RS08390",40328,50928,95630,48767,83338
"SP5448_RS08400",16831,23048,53544,24381,36057
"SP5448_RS08405",119163,198222,289491,198141,255624
"SP5448_RS08410",6087,10087,16078,11065,11646
"SP5448_RS08415",681,1426,1406,1448,1503
"SP5448_RS08420",7503,10922,11666,11373,13448
"SP5448_RS08425",5094,8792,8911,8810,9250
"SP5448_RS08430",3022,4238,4670,4436,4706
"SP5448_RS08435",4444,6002,6017,6228,7093
"SP5448_RS08440",1478,2073,1863,2528,2786
"SP5448_RS08445",2952,4451,3695,5441,5656
"SP5448_RS08450",1536,3336,3085,3681,3705
"SP5448_RS08455",1068,1388,1462,1746,1557
"SP5448_RS08460",381,702,931,607,856
"SP5448_RS08465",1891,3998,4259,4364,4321
"SP5448_RS08470",293,694,369,422,458
"SP5448_RS08475",628,1333,976,959,980
"SP5448_RS08480",1404,1997,2354,2201,2536
"SP5448_RS08485",9228,15475,12088,16569,17617
"SP5448_RS08490",1152,1711,2381,1475,1764
"SP5448_RS08495",1568,1486,2411,1697,1389
"SP5448_RS08500",506,613,1232,869,800
"SP5448_RS08505",1906,2123,3211,2464,2043
"SP5448_RS08510",155,167,124,322,171
"SP5448_RS08515",53,88,37,58,71
"SP5448_RS08520",100,61,29,78,40
"SP5448_RS08525",2867,2581,3932,3546,3238
"SP5448_RS08530",1688,1529,2616,2308,1871
"SP5448_RS08535",3963,1601,1723,3303,1360
"SP5448_RS08545",992,1851,2726,1605,1820
"SP5448_RS09545",2878,4677,8431,5312,5740
"SP5448_RS08550",16634,24416,26180,24680,27246
"SP5448_RS08555",780,1131,1385,1115,1122
"SP5448_RS08565",7308,9983,11661,9779,9874
"SP5448_RS08570",6299,9583,10013,10379,10902
"SP5448_RS08575",1690,4331,2284,2996,5378
"SP5448_RS08585",32878,26333,32155,36842,28124
"SP5448_RS08590",6320,4890,7085,8077,5296
"SP5448_RS08595",15986,21047,25108,22413,23271
"SP5448_RS08600",1756,2509,3245,2896,2336
"SP5448_RS08605",11506,22026,23296,18322,28130
"SP5448_RS08610",1,8,0,26,18
"SP5448_RS08615",14409,25577,27070,22153,26491
"SP5448_RS08620",51550,78916,93176,75345,87476
"SP5448_RS08625",153,138,128,94,106
"SP5448_RS08630",135,85,71,84,80
"SP5448_RS08635",5,51,0,15,23
"SP5448_RS08640",20,5,70,14,22
"SP5448_RS08645",167,153,69,118,147
"SP5448_RS08650",38,76,54,64,56
"SP5448_RS08655",35,205,119,199,220
"SP5448_RS08660",75,254,161,228,213
"SP5448_RS08665",1499,2392,2510,2448,3061
"SP5448_RS08670",168,491,293,287,508
"SP5448_RS08675",26575,37824,79035,44312,36086
"SP5448_RS08680",37631,55305,76269,58527,63091
"SP5448_RS08685",11691,18925,24988,17531,21609
"SP5448_RS08690",524,566,575,672,398
"SP5448_RS08695",1463,3891,1318,1855,3903
"SP5448_RS08700",91,89,181,103,192
"SP5448_RS08705",648,311,249,713,200
"SP5448_RS08710",89,135,196,191,182
"SP5448_RS08715",326,890,1076,910,1200
"SP5448_RS08720",6785,9151,11742,13101,8751
"SP5448_RS08725",5313,5929,8398,8860,6077
"SP5448_RS08730",11837,13681,17628,20253,12964
"SP5448_RS09770",717,962,1717,1461,784
"SP5448_RS08735",28421,36347,48537,52622,32185
"SP5448_RS08740",4090,7434,9883,8601,7259
"SP5448_RS08745",4366,4158,5430,4865,4517
"SP5448_RS08750",8319,10049,14195,11310,10332
"SP5448_RS08755",4082,5936,8124,6215,5705
"SP5448_RS08760",2138,3300,5853,3226,2959
"SP5448_RS08765",18299,26553,32503,24925,27606
