"gene_id","Input.1","Input.2","Input.3","X5.Hr.1","X5.Hr.2","X5.Hr.3","X24.Hr.1","X24.Hr.2","X24.Hr.3"
"SPY49_RS07700",6555,33773,20238,55,117,57,18,10,10
"SPY49_RS07705",34039,67041,75542,404,729,307,40,59,95
"SPY49_RS07710",1119,1834,1486,11,19,8,0,1,5
"SPY49_RS07715",1672,1070,706,30,43,21,6,2,4
"SPY49_RS07720",1401,754,483,19,54,21,6,3,6
"SPY49_RS07725",2768,1951,1568,68,84,25,9,7,6
"truA",2320,3458,3237,42,75,28,7,12,11
"SPY49_RS07735",9,22,15,0,0,0,0,0,0
"SPY49_RS07740",0,0,0,0,0,0,0,0,2
"SPY49_RS07745",0,0,0,0,0,0,0,0,0
"rrf_6",0,0,0,1,0,1,0,0,0
"SPY49_RS07755",1749838,380303,218610,28431,55554,46290,7905,4886,3160
"SPY49_RS07760",61,44,29,1,1,0,0,0,0
"SPY49_RS07765",178,101,16,0,0,0,0,0,0
"SPY49_RS07770",1144,1302,929,10,23,11,2,2,4
"SPY49_RS07775",7877,2874,2298,79,156,63,16,11,15
"SPY49_RS07780",4046,824,657,38,85,21,9,7,5
"SPY49_RS07785",6706,2262,2166,85,141,41,9,18,11
"SPY49_RS07795",392,1340,1177,11,27,8,2,0,3
"SPY49_RS07800",886,3251,3016,35,51,14,3,7,4
"SPY49_RS07805",934,3107,2869,14,37,10,2,8,0
"SPY49_RS07810",20,33,25,0,2,0,1,0,0
"SPY49_RS07815",6,18,18,1,2,1,0,0,0
"SPY49_RS07820",15,23,39,2,7,1,0,0,0
"SPY49_RS07825",16,23,24,0,2,1,0,0,0
"lacG",252,121,139,10,31,6,2,0,6
"SPY49_RS07835",613,238,220,45,98,21,3,8,11
"SPY49_RS07840",102,35,31,10,19,4,1,4,1
"lacD_2",412,172,128,21,42,6,1,2,5
"SPY49_RS07850",482,214,186,22,17,7,0,1,5
"lacB_2",325,295,264,14,16,4,0,0,2
"lacA_2",280,723,608,9,25,1,2,3,0
"SPY49_RS07865",978,7497,5948,42,55,24,2,10,5
"SPY49_RS07870",397,1705,1076,6,6,1,0,0,1
"SPY49_RS07875",1293,5651,4474,14,15,4,2,1,3
"SPY49_RS09630",2,0,6,0,0,0,0,0,0
"SPY49_RS09385",1,3,1,0,0,0,0,0,0
"rpsI",11063,11874,7568,242,551,171,32,33,52
"rplM",24949,15946,8243,557,1151,408,77,73,132
"SPY49_RS07890",20,19,15,0,0,0,1,0,0
"SPY49_RS07895",70,63,44,1,0,1,1,0,0
"SPY49_RS07900",4123,17689,24125,19,30,15,4,1,4
"SPY49_RS07905",5644,5411,6875,34,74,33,2,3,6
"rlmB",7388,10560,11594,59,92,57,7,9,16
"SPY49_RS07915",4288,5017,6377,31,75,36,3,3,12
"SPY49_RS07920",1466,1966,2360,15,54,18,1,3,9
"SPY49_RS07925",3696,2741,3465,56,106,39,5,8,9
"SPY49_RS07930",560,191,131,4,20,4,1,0,3
"cysE",5252,2187,1402,43,136,57,17,6,4
"SPY49_RS07945",4175,1245,958,63,99,50,11,4,4
"pnp",14750,3255,2418,118,391,130,10,23,21
"SPY49_RS07955",1364,78,49,23,54,24,3,5,1
"SPY49_RS07960",2123,92,50,36,102,46,2,5,6
"SPY49_RS07965",453,13,12,8,20,5,1,2,4
"SPY49_RS07970",2333,728,409,56,119,37,12,9,12
"rpsO",5051,29615,22158,53,95,52,9,7,29
"SPY49_RS07980",6,9,13,0,0,0,0,0,0
"SPY49_RS09390",0,0,0,0,1,0,0,0,0
"SPY49_RS07985",1942,5062,6441,22,47,29,3,3,12
"SPY49_RS07990",1756,2084,3004,45,75,45,3,2,6
"SPY49_RS07995",1997,587,397,32,81,29,3,1,4
"SPY49_RS08000",12755,4657,3672,176,419,192,28,19,16
"SPY49_RS08005",13964,4716,3081,187,386,158,32,31,22
"rseP",8880,4441,3626,134,254,103,21,11,29
"SPY49_RS08015",3610,1270,1085,56,85,27,3,5,14
"SPY49_RS08020",5318,2713,2287,97,195,80,15,19,15
"yajC",4342,11315,9347,82,107,64,9,4,8
"SPY49_RS08030",3534,5616,7476,83,141,40,4,12,11
"SPY49_RS08035",4279,690,542,418,674,168,36,31,45
"SPY49_RS08040",1758,640,447,194,210,87,21,12,31
"ugpC",10793,5412,4130,286,366,122,28,31,79
"SPY49_RS08050",2704,2989,2441,75,97,36,9,7,20
"ska",24035,13575,15842,364,402,238,45,24,69
"SPY49_RS08060",1806,1399,1454,19,33,15,7,5,1
"SPY49_RS08065",6417,4022,2918,90,128,54,12,12,12
"SPY49_RS08070",80,9,15,2,3,3,0,0,0
"nrdI_2",4307,2814,2419,28,63,33,2,5,5
"SPY49_RS08080",515,316,254,67,90,14,9,1,12
"SPY49_RS08085",3307,464,356,520,648,246,76,25,38
"SPY49_RS08090",2919,1833,1677,39,95,30,7,5,2
"SPY49_RS08095",4394,2079,1647,75,143,49,5,5,11
"SPY49_RS08100",2003,2492,1040,37,53,13,15,4,12
"SPY49_RS08105",2512,2293,1480,50,75,16,8,8,1
"SPY49_RS08110",1868,1851,1322,24,58,21,5,5,2
"SPY49_RS08115",2474,3719,3066,44,56,24,2,7,7
"SPY49_RS08120",1611,4197,2755,26,43,13,3,1,1
"SPY49_RS08130",208,374,414,2,1,2,0,0,2
"SPY49_RS08135",108,206,172,0,1,2,0,0,1
"SPY49_RS08140",340,820,694,2,0,0,0,0,0
"SPY49_RS08150",14,49,62,0,0,1,0,0,0
"SPY49_RS08155",9,9,5,0,0,0,0,0,0
"pabB",7102,1055,721,93,204,64,11,11,9
"SPY49_RS08170",3318,197,122,34,109,27,5,13,0
"SPY49_RS08175",6644,619,387,86,195,50,11,10,13
"ssrS",36386,36414,29025,422,590,450,102,63,140
"SPY49_RS08180",26,23,18,0,0,0,0,1,0
"SPY49_RS08185",180,506,765,7,13,1,2,0,4
"SPY49_RS08190",354,1605,1549,22,34,8,5,1,3
"SPY49_RS08200",959,2890,1862,18,63,31,8,3,18
"SPY49_RS08205",3252,2011,1395,100,321,158,35,13,61
"SPY49_RS08210",419,73,70,18,51,19,3,2,3
"SPY49_RS08215",192,72,77,17,36,5,5,2,4
"SPY49_RS08220",170,37,51,14,35,18,1,1,2
"SPY49_RS08225",118,71,110,7,32,10,3,0,1
"SPY49_RS08230",470,1007,680,26,105,52,8,6,17
"SPY49_RS08235",1329,246,193,166,1276,391,73,47,99
"lmb",459,66,49,48,334,118,28,19,23
"SPY49_RS08245",187,24,28,5,4,3,1,0,3
"scpA/B",150,60,52,4,7,2,2,0,2
"enn",43,64,66,0,1,1,0,1,0
"SPY49_RS08260",519,1949,3199,37,46,20,10,4,20
"mrp",32467,23883,24324,355,997,414,104,52,151
"SPY49_RS08270",3786,5516,4917,52,108,43,5,10,15
"SPY49_RS08275",265,175,182,9,10,3,0,0,0
"SPY49_RS08280",4666,1010,756,59,156,42,6,7,6
"SPY49_RS08285",3432,600,491,41,128,30,6,6,7
"SPY49_RS08290",1805,523,447,22,43,12,0,2,9
"SPY49_RS08295",2964,1736,1843,18,38,17,1,2,9
"SPY49_RS08300",1420,221,295,1,7,2,0,0,0
"SPY49_RS08305",3184,362,448,18,17,14,3,0,3
"SPY49_RS08310",4389,2832,3487,18,29,13,3,0,10
"SPY49_RS08315",729,305,272,4,14,3,0,1,1
"SPY49_RS08320",451,84,76,6,14,2,2,0,2
"SPY49_RS08325",254,293,220,14,11,12,2,0,8
"SPY49_RS08330",133,133,89,1,6,5,1,3,1
"prsA_2",9260,8129,5638,67,155,114,36,15,24
"SPY49_RS08340",2563,9841,3324,51,104,254,21,5,23
"speB",6831,38290,16877,85,218,531,61,22,62
"SPY49_RS09635",296,18077,7643,4,18,19,1,2,5
"SPY49_RS08350",1279,15655,12725,24,44,12,5,4,7
"sdaB",3095,4568,1878,102,360,169,31,13,50
"SPY49_RS08360",760,2353,3642,7,22,11,0,0,2
"SPY49_RS08365",626,128,72,24,123,56,11,11,21
"SPY49_RS08370",279,30,24,8,62,21,2,2,9
"SPY49_RS08375",1034,191,171,45,199,90,14,12,36
"SPY49_RS08380",48,10,14,5,46,7,1,2,8
"SPY49_RS08385",2,16,9,0,10,0,1,1,1
"SPY49_RS08390",12,46,25,5,19,3,0,0,1
"SPY49_RS08395",1769,2111,1847,58,139,36,18,6,4
"SPY49_RS08400",1376,1144,974,54,106,35,12,8,15
"SPY49_RS08405",388,183,189,43,110,36,5,1,6
"secE",1000,2774,2288,10,36,11,5,1,9
"rpmG_2",5943,16706,12108,180,261,78,24,13,34
"pbp2a",14623,14122,12638,200,330,192,30,35,81
"SPY49_RS08420",860,743,791,26,19,20,3,4,5
"SPY49_RS08430",8006,8715,8091,56,134,57,11,4,18
"SPY49_RS08435",5388,4208,3712,58,94,44,10,2,7
"SPY49_RS08440",4824,8945,5680,61,127,63,8,12,14
"SPY49_RS08445",43,37,31,4,6,1,1,0,0
"groL",32869,13465,9794,2151,4640,1468,282,352,466
"groES",11433,6579,5579,732,1530,453,100,97,170
"SPY49_RS08460",11960,9398,7477,467,954,271,44,46,65
"SPY49_RS08465",1653,1313,1232,73,132,39,17,15,10
"SPY49_RS08470",24489,65111,29004,103,124,78,10,4,16
"SPY49_RS08475",15,17,13,0,1,0,0,0,0
"SPY49_RS08485",238,638,407,10,26,14,1,0,0
"ahpC",16798,9456,5355,519,1013,735,100,72,108
"ahpF",40249,14246,9003,1405,2858,1813,184,201,184
"SPY49_RS08500",20,18,13,5,8,11,1,0,4
"SPY49_RS08505",23,5,4,14,12,16,2,1,7
"ftcD",2,1,3,2,4,8,2,0,4
"SPY49_RS08515",4,0,1,1,3,2,1,0,0
"SPY49_RS08520",10,0,1,8,12,17,2,1,1
"SPY49_RS08525",2,1,3,2,6,8,0,0,2
"SPY49_RS08530",13,4,4,4,6,4,1,1,2
"hutH",12,4,1,4,12,15,1,0,1
"SPY49_RS08540",309,242,206,15,39,12,1,4,5
"SPY49_RS08545",572,544,411,24,53,13,4,3,5
"rpsB",27772,48604,68693,503,875,329,61,71,122
"SPY49_RS08555",16833,47963,54952,408,729,339,61,53,93
"pepO",8248,6267,4981,110,210,112,14,24,37
"treC",4489,1964,1749,22,52,10,1,3,3
"treP",10898,8127,6729,102,144,31,5,12,17
"treR",281,543,607,6,21,14,1,2,0
"SPY49_RS08580",13,14,12,0,1,0,0,0,0
"SPY49_RS08585",82,52,57,6,7,2,1,0,0
"yaaA_1",1830,697,502,64,139,43,3,6,10
"nrdG",1801,2408,1656,19,28,12,1,2,6
"SPY49_RS08600",1041,1041,642,15,22,8,7,2,0
"SPY49_RS08605",2897,3407,2220,32,50,16,4,2,6
"SPY49_RS09640",274,204,125,3,3,1,0,0,2
"nrdD",6301,11763,7129,94,198,70,15,11,25
"SPY49_RS08615",3289,9819,9613,66,115,31,10,9,2
"SPY49_RS08620",9396,18976,20177,105,161,81,15,11,23
"ruvX",13434,26741,29590,135,206,108,27,23,32
"SPY49_RS08630",10666,19302,19272,92,163,82,8,9,18
"spx",24768,48382,41467,226,340,153,20,16,41
"recA",13339,10244,6957,253,356,141,25,23,38
"SPY49_RS08645",3885,1767,1132,40,92,28,10,3,7
"SPY49_RS08650",1846,882,669,16,42,10,7,1,2
"ruvA",1984,759,499,15,34,6,3,10,4
"SPY49_RS08660",3288,1799,1247,34,50,27,7,8,7
"mutL",6856,3806,2867,67,143,57,7,1,8
"mutS",1943,3337,2847,91,192,55,14,11,25
"SPY49_RS09645",419,1170,792,26,39,13,1,2,6
"argR",406,1150,720,18,63,14,2,4,3
"SPY49_RS08685",17814,9483,6659,265,552,234,54,32,82
"SPY49_RS08690",886,4143,3004,19,36,10,0,2,2
"SPY49_RS08695",1647,1934,1789,54,88,35,12,7,6
"SPY49_RS08700",2454,1591,943,57,145,61,7,6,16
"SPY49_RS08705",2910,1780,1349,70,133,49,9,7,13
"aspS",8639,9564,7581,127,218,90,19,18,38
"SPY49_RS08715",2402,4160,2720,33,54,21,5,10,8
"rpmF",9689,68791,42713,70,115,59,16,7,22
"rpmG_3",7922,53588,35999,48,98,54,11,7,21
"SPY49_RS08735",82,205,270,1,5,1,0,0,1
"cadX",126,181,292,6,9,3,3,0,1
"SPY49_RS08745",256,371,298,5,12,6,3,0,0
"SPY49_RS08750",439,469,456,13,36,9,1,2,3
"SPY49_RS08755",304,622,646,13,18,7,1,2,0
"SPY49_RS09550",83,237,184,4,7,2,0,0,1
"SPY49_RS09650",0,0,0,0,0,0,0,0,0
"SPY49_RS08765",2670,7353,10497,25,41,22,5,3,15
"SPY49_RS08770",362,831,931,7,16,3,0,0,4
"SPY49_RS08775",916,871,772,32,93,23,2,7,4
"SPY49_RS08780",3528,8151,8406,114,261,42,12,12,17
"SPY49_RS08785",8524,11017,12101,301,811,188,26,54,69
"SPY49_RS08790",531,378,292,118,530,119,22,18,26
"SPY49_RS08795",122,438,352,8,9,0,1,2,4
"rpsD",18703,32217,29238,225,430,151,40,28,56
"SPY49_RS08805",2154,624,437,27,47,12,1,2,6
"dnaB",15604,10052,9461,274,439,169,27,32,41
"rplI",4883,2490,2247,58,119,57,7,9,11
"SPY49_RS08820",15353,19501,19357,286,407,177,24,38,48
"mnmG",2927,3553,2863,247,438,185,44,36,23
"SPY49_RS08830",485,625,612,50,69,26,1,3,4
"mnmA",5068,2932,2210,95,221,59,9,13,15
"sdaAB",1279,887,941,21,37,15,3,4,0
"sdaAA",935,526,325,9,30,8,3,1,3
"SPY49_RS08850",8106,9588,8311,170,287,127,16,28,41
"SPY49_RS08855",1559,3375,2771,22,36,17,0,4,9
"SPY49_RS08860",1683,1110,1152,47,36,8,0,1,1
"SPY49_RS08865",6307,7170,8086,73,135,64,8,10,21
"pgsA",2790,3402,4629,43,73,27,0,3,7
"SPY49_RS08875",9630,13783,16629,119,193,76,9,13,25
"SPY49_RS08880",1646,3311,3702,13,30,13,4,2,9
"SPY49_RS08885",1450,3171,2809,15,23,11,0,1,2
"hasA",49,108,126,2,0,3,1,1,1
"hasB",77,127,123,0,3,2,0,0,1
"hasC",102,120,64,5,3,3,2,0,0
"yaaA_2",3601,2386,1596,13,33,4,0,7,4
"recF",5961,4841,3030,44,86,20,2,5,14
"SPY49_RS08915",3942,7447,9139,45,84,30,5,5,8
"guaB",16045,15718,10552,158,362,157,30,21,27
"trpS",1782,1818,1561,46,71,33,10,6,6
"SPY49_RS08930",2665,4870,4583,12,38,21,5,2,5
"SPY49_RS08935",14374,21497,16571,199,291,124,26,26,52
"SPY49_RS08940",3350,11636,8607,72,113,33,13,8,9
"SPY49_RS08945",5,8,4,0,0,0,0,0,0
"SPY49_RS08950",9,27,23,0,0,0,0,0,0
"SPY49_RS08955",486,233,169,22,13,4,1,2,1
"SPY49_RS08960",1,14,21,2,1,0,0,0,0
"rlmH",1045,3699,2243,16,17,9,0,0,3
"SPY49_RS08970",13432,26845,32554,229,334,150,32,26,69
"SPY49_RS08975",2996,3667,5193,79,123,29,8,9,9
