"gene_id","Spn.wt..1.","Spn.wt..2.","Spn.wt..3.","Spn.delta.lctO.delta.spxB..1.","Spn.delta.lctO.delta.spxB..2.","Spn.delta.lctO.delta.spxB..3.","Spn.delta.lctO..1.","Spn.delta.lctO..2.","Spn.delta.spxB..1.","Spn.delta.spxB..2."
"NAT60_RS10105",2617,2262,2537,3411,3665,3486,4041,4101,3189,2186
"NAT60_RS10115",1629,1369,1555,1281,1522,1257,1258,1438,457,383
"NAT60_RS10120",0,3,5,0,1,0,4,5,0,0
"NAT60_RS10125",91,110,163,117,193,155,402,383,189,94
"NAT60_RS10140",426,233,218,74,85,55,99,89,130,103
"NAT60_RS10145",1736,1048,787,276,215,210,298,294,435,364
"NAT60_RS10150",3880,2464,2993,867,814,741,632,588,1233,1070
"NAT60_RS10155",366,233,260,78,75,46,54,52,89,85
"NAT60_RS10160",1579,852,1000,225,224,202,146,153,509,411
"NAT60_RS10165",2056,975,904,235,208,188,136,131,449,411
"NAT60_RS10170",4764,2535,2862,542,485,444,355,379,1487,1189
"NAT60_RS10175",3425,1776,2074,322,285,311,256,241,1244,937
"NAT60_RS10180",1016,543,619,102,69,101,66,67,293,249
"NAT60_RS10185",427,208,257,36,44,55,41,51,182,168
"NAT60_RS10200",3897,2181,1515,990,696,766,1168,1279,2424,2111
"NAT60_RS10205",3979,2884,2030,1219,1109,972,1278,1460,3607,2856
"NAT60_RS10210",1253,865,638,350,316,283,422,462,1116,863
"NAT60_RS10215",1635,1058,654,413,346,311,459,564,1515,1174
"NAT60_RS10220",513,397,295,121,132,134,212,217,479,342
"NAT60_RS10225",364,220,169,63,61,67,104,111,223,195
"NAT60_RS10230",304,181,161,44,63,58,78,84,241,230
"NAT60_RS10250",602547,393,3217,13887,86359,1549,538,446,2950,42205
"NAT60_RS10255",1062,1191,1545,1193,1152,1141,5025,5545,266,142
"NAT60_RS10260",265637,484,4098,7674,44086,1183,666,637,2048,19172
"NAT60_RS10265",181,258,504,545,913,511,823,893,171,135
"NAT60_RS10270",10800,6453,6515,7179,9423,7735,8441,8968,6463,4366
"NAT60_RS10285",1,2,0,2,0,1,0,8,0,1
"NAT60_RS10290",2258,1076,1088,566,574,575,766,736,811,647
"NAT60_RS10295",2883,1426,1083,2200,1440,1540,982,1027,27595,23475
"NAT60_RS10300",10,10,21,8,18,10,20,21,24,14
"NAT60_RS10305",2318,1226,1291,780,914,773,925,977,1164,801
"NAT60_RS10310",1621,1002,1252,537,476,449,353,451,1235,957
"NAT60_RS10320",993,781,986,816,679,714,707,902,1703,1419
"NAT60_RS10325",700,695,833,724,545,546,656,788,1279,1067
"NAT60_RS10345",273,167,204,145,148,126,91,109,1576,1419
"NAT60_RS10350",2016,1154,989,460,337,327,510,536,695,525
"NAT60_RS10365",0,1,1,2,0,0,1,1,0,0
"NAT60_RS10370",3,3,1,1,2,1,4,8,1,1
"NAT60_RS10375",0,1,1,0,0,0,0,1,0,0
"NAT60_RS10380",1,0,1,0,3,1,1,3,0,0
"NAT60_RS10385",0,0,0,0,0,0,0,0,0,0
"NAT60_RS10395",1114,1429,1037,1162,815,658,256,301,30892,23128
"NAT60_RS10415",4,5,4,3,1,3,9,8,14,6
"NAT60_RS10430",0,0,2,3,3,3,29,26,1,1
"NAT60_RS10450",716,619,823,517,451,382,430,499,1053,769
"NAT60_RS10475",99,125,174,202,180,157,218,249,259,193
"NAT60_RS10480",85,91,72,83,64,49,16,23,2545,1713
"NAT60_RS10485",163,273,224,251,161,147,53,52,6227,5131
"NAT60_RS10495",9,3,11,5,6,7,26,22,7,2
"ndk",4864,2673,1801,2002,1725,1900,1898,2089,2851,2067
"nrdD",16313,5621,4805,10095,11362,11433,6381,7122,36849,27847
"nrdE",19438,17825,21915,20505,20720,21772,20057,22357,54881,36139
"nrdF",6576,6340,9117,9206,10085,9327,8580,9454,24205,16858
"nrdG",1527,421,401,909,901,965,503,604,3955,2927
"nrdH",1110,1218,1791,1441,1919,1457,1597,1764,2957,1981
"nrdI",1503,1419,833,671,801,664,1454,1507,391,302
"nrdR",3176,2246,1951,1463,1382,1375,1775,2140,2519,1713
"nspC",2390,1378,1309,1021,847,861,1841,1887,2377,1743
"nth",3944,3994,4020,3882,3442,3598,5444,5748,2706,1769
"nusA",4405,3283,3291,2746,2344,2707,5841,6343,5918,4109
"nusB",5200,4767,4781,4647,5050,4896,5898,6556,5715,3654
"nusG",4622,4308,6105,5882,6895,5922,7438,7620,5486,4059
"obgE",5539,4403,5112,7560,6866,7305,8480,9375,7834,5559
"pabB",4770,4514,4920,4334,4366,4411,5686,6318,8598,6234
"parC",3767,4691,6176,7607,8406,8034,13289,14721,5568,3606
"parE",3939,4280,4416,5173,5771,5605,9774,10541,4106,2676
"patA",5593,3232,2757,2348,2324,2097,2532,2856,4823,3281
"patB",5876,3404,3282,2961,2803,2706,2556,2797,6430,4268
"pavA",2392,3128,3092,3311,3294,3130,3955,4270,4408,2822
"pbp1a",34002,21609,21158,31600,36583,34645,64058,64435,40460,25416
"pbp1b",13401,9377,9977,8411,9898,9527,11979,12537,11677,8170
"pbp2a",7506,6627,5947,4864,5044,4635,5176,5906,9840,6555
"pbp2b",10450,9529,8707,9726,8363,8749,6584,7643,18368,12709
"pbp2X",11468,12386,12230,16343,17138,16397,12477,14301,21692,14719
"pbp3",4487,4140,5161,2952,3591,3125,6196,6251,2601,1636
"pcp",1236,1307,1725,2007,2069,1990,2153,2286,1844,1334
"pcpA",760,733,799,6945,7687,5976,709,842,31590,24862
"pcrA",6278,4936,5277,3325,3335,3510,5486,5867,7482,5095
"pdrM",5600,4627,3723,6198,4736,5068,3742,4379,9117,6697
"pdxS",31002,24144,27857,17454,14540,16598,16061,19502,41649,26461
"pdxT",11452,10226,12008,8612,7108,8196,6870,8350,21800,15109
"pep27",25,13,23,52,44,36,23,23,320,231
"pepA",21825,19632,16669,25327,18946,24407,25397,29965,31545,21225
"pepC",27070,48178,50417,62490,57870,61840,50960,58601,50613,35416
"pepF",16362,13139,13526,20434,20197,20941,31512,33619,28236,19422
"pepO",21802,23145,20368,24816,21865,23766,32396,36255,25329,16379
"pepT",7992,6141,5681,4128,4545,4535,7671,7311,2473,1572
"pepV",26876,20746,17556,20720,15033,17874,22143,24926,34865,23184
"pfbA",275,194,186,124,133,102,154,162,52,54
"pfkA",22761,22757,23753,24876,25697,27683,27067,29584,23989,17135
"pfkB",13279,6087,4619,635,399,455,1415,1364,650,493
"pflA",8497,5959,5564,9835,7208,8134,8648,9740,21496,14294
"pflB",132687,50247,41786,98848,69489,77471,17115,22620,144935,96015
"pgsA",1645,1232,1617,1499,1360,1274,1029,1200,1664,1179
"pheA",3378,2459,2236,3292,3062,2954,3034,3432,4843,3285
"pheS",614,995,1151,1120,880,1065,1703,1806,563,368
"pheT",1755,3145,4285,3885,3725,3999,5795,6430,3360,2140
"phoU",7270,5384,5237,5245,4657,4757,5344,5758,8897,6737
"phtA",2391,3081,3535,2594,3047,2813,5872,5902,3139,2303
"phtE",1171,1430,1455,708,851,776,4356,3977,1308,925
"pknB",27490,22542,17830,22399,21773,19834,16964,18883,29959,20113
"plsX",7424,5786,4066,3642,2905,3283,3903,4504,10349,6718
"plsY",2858,1645,2025,1774,1544,1659,2280,2079,4574,3240
"ply",39872,13723,28355,8803,9939,8552,23043,21551,89227,62327
"pmp23",879,649,715,398,482,509,1145,1214,507,362
"pneA1",713,142,126,115,112,104,103,115,115,80
"pneA2",650,121,64,91,68,81,57,53,63,55
"pnp",15287,9755,12049,11410,11528,12094,28066,31717,9959,6321
"pnuC",275,169,152,102,141,125,215,205,228,176
"polA",22660,13955,12384,12166,9698,11153,15108,16149,31514,22673
"ppc",13319,16546,19273,11020,11554,11304,12777,14726,21501,14665
"prfA",2969,2533,2359,2395,2364,2374,3321,3311,3520,2331
"prfB",11859,7738,7889,10411,10295,11010,13295,14134,15067,10395
"prmA",4641,2406,1611,1711,1298,1494,1860,2160,6809,5097
"prmC",1246,1117,1383,829,809,805,1654,1720,915,655
"proB",4124,2587,2105,1552,1339,1551,2441,2673,3115,2127
"proC",2812,2142,2055,1511,1488,1534,1943,2267,2824,1947
"prsA",37920,23549,24508,13385,14502,13902,19143,20453,11316,8069
"psaA",8755,26803,33353,55210,60526,50846,42147,51492,100312,71786
"pspA",47632,33875,26863,33781,27468,28502,15873,18951,153113,112643
"psr",3778,3350,2755,4286,3816,3724,3284,3846,5602,3998
"psrA",1565,996,996,566,424,461,462,480,1290,962
"pstA",10519,6760,5756,7648,6793,7145,8847,9773,14610,10196
"pstB",16043,11898,12474,14027,13453,12613,15891,16813,29635,19955
"pstC",11417,7055,5992,7878,7004,7536,10832,11217,14659,9944
"pstS",6680,5149,5324,6199,5724,5801,9100,9674,9498,6831
"pta",6265,4966,4475,5670,3835,4338,5056,5827,7957,5797
"pth",265,454,598,686,771,677,557,611,308,208
"ptsP",51230,50322,53876,43643,42135,42173,55198,59356,33542,22318
"pulA",8121,9569,11605,12091,10353,11019,9138,10374,24598,18131
"purB",3722,3256,2684,4758,3916,4583,5853,6360,8459,5551
"purD",339,134,114,235,156,174,223,248,877,479
"purE",94,43,25,76,41,53,72,97,343,172
"purF",84,85,69,216,170,168,113,140,382,252
"purH",309,197,166,324,285,282,157,172,592,398
"purK",173,113,98,222,175,174,214,273,872,505
"purM",68,59,59,144,105,108,58,84,234,141
"purN",21,26,30,81,47,56,20,39,129,66
"purR",7774,5491,5395,6744,6040,6265,7560,8419,24147,15519
"pyk",29837,42779,54745,53655,54867,57803,50859,58252,49703,34802
"pyrE",187,1057,1708,7624,11574,11137,19883,20414,311,194
"pyrF",213,1416,2094,9042,13996,13689,24435,24823,284,186
"pyrH",12651,10370,9997,13600,12563,13536,16375,18253,17306,11305
"pyrR",590,3139,5095,20665,19947,23602,34337,37095,541,398
"queA",2675,2823,2536,2869,2459,2654,4522,4801,6138,3712
"queF",63,71,112,253,219,247,1062,1162,159,84
"racE",7550,5275,4365,6634,5002,5708,9122,9714,14068,9127
"radA",2223,1920,1459,1935,1552,1679,2185,2463,3110,2126
"radC",249,241,347,110,111,125,278,340,204,140
"raiA",14436,8037,4435,9805,7495,6858,2650,2777,7784,6856
"rapZ",15062,7692,6397,6473,5461,5830,6717,7604,16964,11802
"rbfA",838,808,876,723,620,615,1337,1552,1509,1004
"recA",20781,11847,10764,12962,11534,12177,17261,18801,22231,14968
"recF",768,1148,1603,3362,4351,3829,4002,4217,1413,1084
"recG",7125,4728,4778,5030,4840,5072,9730,10793,10486,6428
"recJ",6273,5687,5842,4449,3817,4490,6137,6516,6943,4727
"recN",6974,6620,7229,9770,7792,8304,8616,9952,17494,12381
"recO",4077,3485,2547,2248,1706,1976,2556,2643,5911,4039
"recR",3711,3301,3251,3449,2690,3048,2277,2687,7306,5227
"recU",4569,3578,5423,6149,7416,6889,14982,16024,5421,3500
"recX",212,257,260,332,307,284,236,258,526,400
"rexB",3278,3728,4126,5512,4364,4980,7526,8401,7109,4561
"rfbA",8971,9497,13021,8790,7433,7516,6551,7417,21649,16553
"rfbB",12691,13788,19236,11180,9933,9689,9532,11158,33730,23526
"rfbD",5007,5287,6965,4802,4228,4262,4598,5066,15484,11466
"rgg",111,86,79,60,62,67,91,82,145,93
"rgg1518",673,309,542,174,170,153,380,311,484,353
"ribD",914,1127,1779,3585,3654,3566,956,1310,15235,10806
"ribE",894,1162,1902,3161,3182,3063,810,1181,16410,12196
"rimI",524,754,593,659,661,616,741,849,966,541
"rimM",7043,4545,4134,4573,4326,4009,3562,3872,5807,4377
"rimP",1456,1313,1383,1062,1023,1042,2328,2465,1933,1334
"rlmB",2162,2316,2264,3864,4149,4014,6779,6991,7080,4653
"rlmD",6606,5944,5587,3884,3994,3990,7515,7443,10663,7491
"rlmH",395,338,346,449,457,424,369,392,723,563
"rlmN",2408,2316,2465,2031,1883,1946,2783,2918,6243,4106
"rnc",647,514,521,477,370,515,624,728,577,375
"rnhC",4088,2714,2402,3013,2940,2934,5460,5617,4381,2707
"rnmV",3160,2061,1362,1426,1148,1271,1086,1232,3029,2108
"rnpA",2123,1267,1273,1213,1320,1199,1374,1484,1075,731
"rnpB",166380,145849,80909,64175,72229,57130,65514,74227,38533,30927
"rnr",6061,3397,3841,3207,3370,3446,10302,10515,5773,3998
"rnz",2928,2598,2396,2098,1488,1728,2380,2631,8424,5341
"rocS",3825,3050,3164,2690,2921,2179,1651,1889,5698,4351
"rpe",2617,2545,2060,3048,2378,2571,2768,3239,6415,4334
"rpiA",4872,3266,2688,4908,3602,4384,5487,6482,5189,3657
"rplA",19650,18896,25153,20323,29555,25434,39016,41302,13051,9406
"rplB",15066,17678,27834,19596,19473,22409,57932,63145,21875,14559
"rplC",8232,12369,20485,13462,15442,15850,47537,52065,12032,8158
"rplD",5595,8363,14220,9611,9832,11135,32615,34454,9747,6576
"rplE",8261,10187,16039,11288,10381,12210,26198,27352,13919,10226
"rplF",6692,11528,20120,13019,14168,13451,28414,29456,18150,13226
"rplI",2972,1995,2266,3046,2812,2796,2674,3272,3165,2533
"rplJ",7186,13754,21465,9560,11267,11057,25875,26759,3761,2660
"rplK",8868,11205,16591,12976,19362,17241,33449,33361,7985,5521
"rplL",4524,9343,17777,8885,9934,9912,17431,17524,3035,2356
"rplM",8765,9703,15558,12255,14494,14070,29333,30951,6339,4561
"rplN",6980,8360,14410,9995,10690,10398,24461,26316,13295,9274
"rplO",5943,8914,13226,9653,9685,9774,18312,19712,10386,8048
"rplP",6333,7976,13185,7813,9182,8830,22725,25843,12250,8545
"rplQ",3647,6750,14550,5407,5997,6811,24360,24209,6785,4661
"rplR",3745,6678,10708,7555,7741,7647,16360,16904,11649,7961
"rplS",12478,13693,19222,18884,25620,21680,31492,32363,14524,9715
"rplT",2689,3530,6459,4485,5159,5368,10259,11033,5986,4123
"rplU",16297,11400,14943,16585,20898,20164,31388,32423,7648,5281
"rplV",2418,3713,6841,4742,5129,5025,13744,15132,5970,4059
"rplX",3811,5467,9674,6471,6960,6774,15529,17116,8439,5831
"rpmA",6803,7030,5581,8061,7928,8777,15751,16219,3863,2770
"rpmB",2038,4411,4042,4325,5444,3880,6045,6026,3216,2532
"rpmC",1783,2358,3638,1926,2116,1929,5882,6503,2559,2056
"rpmD",1795,3043,4729,3483,3806,3379,6605,6902,3826,2993
"rpmF",1408,2347,4174,2872,3993,2863,5813,5894,1811,1393
"rpmG",1918,2747,3326,3156,3677,3038,6048,6078,2418,1832
"rpmH",3347,3906,4829,3336,3749,3535,5941,5928,3202,2242
"rpmI",1139,1539,2805,1852,2220,2091,4625,4730,2529,1669
"rpmJ",1165,1815,1694,482,738,558,2723,2359,456,391
"rpoB",21178,18223,25109,24370,19507,21930,36161,40881,36312,23807
"rpoC",30194,25789,32468,31715,24748,27194,42226,49471,68900,44585
"rpoD",10986,4297,4366,6245,7027,6954,9303,9851,8163,5814
"rpoE",11985,6742,7568,5375,4875,5336,6207,6836,9803,6817
"rpoZ",745,1011,1145,1064,1008,960,1290,1417,1160,807
"rpsA",22152,28052,48367,36656,41025,42093,66066,72141,21592,14749
"rpsB",17773,17040,28688,24285,33237,29640,55966,55616,12963,8886
"rpsC",8161,11211,18815,13297,13889,14380,37023,39953,17351,11542
"rpsD",4571,8159,12632,9413,10174,10040,17689,18635,10496,6733
"rpsE",9830,10449,15435,10911,10259,11681,22011,22311,15946,11503
"rpsF",3059,5403,7950,4267,6272,5695,16506,16455,2175,1451
"rpsG",13683,13072,16650,11075,12012,12042,27840,29125,14218,9118
"rpsH",5377,9337,16534,10877,11724,11284,23406,24195,13720,10316
"rpsI",8161,8595,11153,10702,12067,12407,23765,24490,5927,3702
"rpsJ",4909,8344,13515,8310,10072,9875,34733,36100,6962,4635
"rpsK",6025,6666,11857,4631,5413,5594,21772,22397,5519,3594
"rpsL",7495,8986,12998,6849,8025,7432,21837,22907,10053,6374
"rpsM",2784,3683,8067,2073,2942,2524,12541,12829,2641,2030
"rpsN",4976,5889,7930,6107,5328,6317,12731,13220,6760,5179
"rpsO",8870,13552,15992,15134,19005,14873,15885,17638,12217,8746
"rpsP",338,1099,2337,1495,2119,1780,3298,3112,832,484
"rpsQ",2989,4460,8402,5232,5637,5629,14290,14833,7521,5324
"rpsR",2929,5329,5856,3381,5022,4267,13768,13409,2146,1487
"rpsS",2506,4172,6919,4269,4902,4560,12566,13607,4724,3468
"rpsT",1423,4220,4603,3707,4914,3790,7885,8337,2045,1434
"rpsU",3982,2905,2583,3362,3140,2982,3329,3911,5348,4292
"rr06",1299,1091,1126,1073,1059,1031,1150,1299,2566,1993
"rrf",30,0,1,0,7,0,1,0,0,1
"rseP",12819,7058,6404,8504,8612,8698,10271,10949,12913,8864
"rsfS",3634,2200,1935,2461,1934,2034,1950,2285,4910,3691
"rsgA",3552,3093,2722,3750,2900,3028,3744,4211,7808,5308
"rsmA",3860,3017,2672,3612,2708,3268,4271,4609,7032,4689
"rsmB",4482,2487,2091,3375,3022,2907,4455,4737,7228,4878
"rsmD",2160,1357,1144,1201,1141,1155,1476,1621,2569,1675
"rsmG",1527,1191,1222,1044,929,956,1415,1403,2141,1418
"rsmH",3482,2815,2938,3394,3764,3683,4363,4755,2959,1809
"rsmI",1792,1345,1366,1239,1191,1149,1350,1465,2403,1630
"ruvA",855,738,752,387,484,452,808,745,969,622
"ruvB",3661,2628,1682,1917,1489,1738,2317,2332,3699,2512
"ruvX",13166,6813,2747,2683,2244,2419,5252,5635,7349,5056
"scpB",4130,2758,2039,4034,3101,3020,4259,4668,9446,6246
"sczA",288,251,230,152,164,179,295,299,185,130
"sdaAA",5333,3168,2422,2586,1872,2080,2906,3054,8848,5506
"sdaAB",2258,1553,1417,1254,887,995,1652,1765,4063,2698
"sdbB",5806,4116,4592,1578,1503,1483,2852,3067,8972,6094
"secA",24618,18490,19245,12880,14182,14347,21682,23679,21902,14285
"secE",1119,771,861,906,965,828,1260,1243,908,669
"secG",736,780,1488,721,975,764,1496,1748,556,429
"secY",13919,20026,30452,25273,24352,25450,46290,47966,31593,23631
"serS",4025,3644,4285,6535,5663,6315,6508,7048,7350,5234
"shp3",0,0,0,0,0,0,3,2,2,3
"smc",6598,6213,6387,7726,7041,6818,6624,7711,12258,8341
"smpB",958,561,579,491,522,485,1412,1514,1079,761
"sodA",30559,28353,32027,15047,16686,17209,47579,50901,13640,7988
"speE",1278,709,670,482,465,497,1321,1241,1256,949
"spuA",1209,789,694,1103,876,954,1729,1907,2096,1399
"spx",24192,12504,11159,7511,8202,7763,9872,9978,11478,7846
"spxB",167642,178379,223547,43889,39043,42559,257678,282143,238429,158595
"spxR",8031,5943,6879,7471,6914,6958,9010,9890,23563,16365
"srtA",6141,4021,3525,2467,2368,2495,2015,2318,3966,3008
"ssbA",7670,10534,11755,6345,8268,8084,25919,26095,3450,2466
"ssrA",396932,180924,165708,83147,73799,82434,87827,98941,57254,45923
"strH",1287,1263,1298,10202,8088,8513,11154,10744,15946,11970
"sufB",31502,33332,40284,24221,21355,23117,30036,33699,42490,27513
"sufC",34065,25094,25354,16216,15181,17348,26881,28977,17653,12251
"sufD",47948,39452,44992,30096,27809,31543,46905,52132,39669,26724
"tacF",2272,2580,3106,2496,2644,2289,3425,3717,4468,3295
"tadA",167,107,80,27,33,26,154,152,113,94
"tehB",3269,1590,1661,1489,1625,1730,3618,4002,3202,2200
"tenA",113,69,40,68,56,55,112,88,353,259
"tgt",7128,7302,8754,6385,7908,8024,18933,19072,4738,3061
"thiD",5803,4103,3455,6307,5552,5581,6407,7214,46786,30315
"thiE",1044,560,510,310,311,264,564,553,887,788
"thiI",3833,3853,4383,3567,3191,3511,5134,5575,6135,4293
"thiM",1227,735,723,267,307,267,628,662,422,379
"thiW",129,58,55,64,45,39,100,108,337,283
"thrB",10710,6205,6226,5838,4677,5329,8895,9469,14459,9291
"thrC",5512,4773,4943,2816,2761,2848,4120,4367,5205,3533
"thrS",2815,5637,5556,8139,6663,6830,5794,6560,11265,7087
"tig",22937,24159,32266,24092,28097,26453,38087,43547,16323,9101
"tilS",1450,1865,2976,3553,3956,3255,2459,2762,3623,2999
"tkt",24789,23566,20802,11336,11656,11900,9294,10432,10595,7355
"tmk",1301,783,724,630,473,581,749,829,950,638
"tnpB",5558,3187,3537,4601,4574,4429,5651,6386,6195,3808
"topA",5079,6919,7533,5736,7640,7073,11382,11388,5534,3911
"tpiA",8245,10553,13247,14434,14355,15653,22508,24581,13132,8795
"tpx",12710,10165,8856,5605,5135,5356,9034,9422,5964,3926
"treC",4530,2512,1851,4596,7113,6175,8764,7946,8295,5820
"treP",6092,3313,2518,4317,6795,6314,11331,9213,7299,5172
"treR",253,115,90,105,204,176,303,250,92,58
"trkA",3950,3658,3507,2581,2521,2508,5118,5580,5445,3469
"trmB",1235,1684,2084,891,1176,1099,1958,1981,837,548
"trmD",5857,4568,3685,5030,4753,4551,3941,4326,7593,5199
"trmFO",6096,4365,3696,4345,3804,4193,5838,6518,7591,4967
"trpA",150,246,322,493,400,377,265,301,972,650
"trpB",275,427,539,729,641,615,435,491,1650,1056
"trpC",133,209,253,335,255,236,167,187,655,379
"trpD",113,209,267,316,324,274,181,239,669,456
"trpE",175,252,262,298,258,287,279,304,469,340
"trpS",2719,3037,3492,4091,3790,3865,3607,3887,2674,1813
"truA",2317,1758,2092,1221,1292,1140,1792,1898,1617,1052
"truB",2277,1858,1582,1286,1103,1177,726,888,2057,1522
"trxA",20623,14654,14243,18536,17473,15813,23800,26997,36106,24770
"trxB",23177,13514,12789,8070,6367,6899,7868,8813,17636,13204
"tsaB",1597,1671,1434,1562,1402,1530,1765,1955,1783,1081
"tsaD",3522,4137,3409,4612,3966,4241,3764,4331,5480,3670
"tsaE",1289,733,980,752,666,670,937,975,791,602
"tsf",9773,9621,16352,21737,27830,25982,43709,45384,11009,7401
"tuf",240259,279504,302320,239489,253479,251201,382120,430187,159584,104447
"typA",15202,21413,26308,18712,23872,22409,34470,39689,25251,16054
"tyrS",10898,12383,14381,10596,12171,11917,16929,17875,4852,2899
"udk",1252,1529,1612,2099,2451,2221,3074,3143,1867,1267
"ugpC",4475,2363,2394,4761,3438,3837,3848,4295,1849,1357
"ulaG",68,36,54,31,40,33,38,40,50,48
"upp",11318,11398,14871,20917,24704,23412,20026,23315,8227,5489
"uvrA",10829,9031,7932,12060,10165,10795,11318,12469,15758,10005
"uvrB",6184,4462,4124,4333,4133,4381,5678,6663,7203,4653
"uvrC",6117,3642,2987,2864,1997,2508,3229,3501,7922,5315
"vex2",208,213,421,1236,1327,1199,713,789,2801,2019
"vex3",606,673,999,3629,3613,3498,1907,2201,10219,7086
"vicK",17716,12889,12952,13853,12490,12130,11940,13896,34634,25214
"vncR",1328,985,905,1405,1225,1197,1115,1222,9249,6456
"vncS",2828,2534,2193,3492,3217,2870,2353,2708,27220,18363
"whiA",12528,7661,6095,6999,5904,6332,6364,7069,19380,13228
"xerD",5241,3644,2838,5275,3962,4148,6079,6517,12121,8038
"xerS",377,300,328,371,341,349,265,262,2066,1617
"xseA",6247,5152,5037,5875,4485,5179,7464,8272,11909,8263
"yaaA",1227,1347,1514,1550,1870,1668,2701,2781,2395,1688
"yabA",635,382,385,333,316,313,369,368,511,354
"yajC",992,1155,1083,947,1216,948,1474,1620,638,553
"ybeY",3529,1988,1952,1585,1358,1324,2360,2665,3931,2598
"ychF",3097,3129,4259,5270,6320,5647,4882,5414,2466,1772
"yghU",949,922,1388,776,678,735,1654,1842,1166,832
"yhbY",2384,1909,1848,2534,1954,1848,2375,2771,6616,4311
"yidA",4062,2701,2218,1763,1334,1364,2360,2533,7028,4644
"yidC",3822,4158,4517,1727,2391,2017,3891,3883,2989,1897
"yidD",646,622,573,1066,826,834,1029,1205,2666,1740
"yihA",11867,8674,6821,6607,5849,6098,6588,7555,11734,7935
"ylqF",4087,2061,2320,1743,1958,1934,3085,3542,2418,1694
"yqeH",6539,4935,4565,6010,4648,4871,6449,7380,14654,9566
"yqeK",4562,2695,2443,3051,2163,2614,2702,3034,7029,4724
"yycF",6889,5216,5841,5876,5314,5344,6372,7043,16009,10888
"zmpB",168211,112037,116472,87322,78140,77359,94702,105853,190474,151456
"zwf",18194,18915,20733,7048,7826,7345,13426,14756,15664,9825
