"gene_id","rofA_1","rofA_2","rofA_3","ssRA_1","ssRA_2","ssRA_3","WT_1","WT_2","WT_3"
"H7X59_04235",7428,6588,10120,5944,6510,8791,9325,5964,6869
"H7X59_04240",6913,6012,9429,4985,6039,8114,8136,5488,6312
"H7X59_04245",9644,9157,14318,7499,9337,12112,11491,8828,10305
"H7X59_04250",310,403,485,420,481,358,500,484,374
"H7X59_04255",800,1033,1309,934,778,961,1011,836,1229
"H7X59_04260",482,481,600,477,412,574,606,478,483
"H7X59_04265",320,353,601,380,251,428,528,332,601
"H7X59_04270",346,632,348,294,513,325,492,258,592
"H7X59_04275",423,540,827,466,620,620,974,383,644
"H7X59_04280",8020,6576,8949,6359,6249,9790,7697,7078,6192
"H7X59_04285",3926,3071,4534,2970,2494,4204,2940,3048,2456
"H7X59_04290",10196,9477,13218,8281,7885,14371,9633,9242,8176
"H7X59_04295",35,34,49,23,14,13,19,12,23
"H7X59_04300",4107,3519,5808,4080,3051,6832,4271,4635,3008
"H7X59_04305",14563,10990,14251,11567,10058,18572,13757,11901,9446
"H7X59_04310",4631,4510,5104,3997,3448,5930,4662,4504,3248
"H7X59_04315",16240,16289,21372,17967,15460,25104,20970,18798,15017
"H7X59_04320",20453,15092,18548,16514,12687,23542,18555,18203,13574
"H7X59_04325",950,748,1401,711,707,1099,1020,781,490
"H7X59_04330",6663,4674,8271,5273,4602,8531,5201,5341,4721
"H7X59_04335",8007,5672,9133,6609,5231,9673,7443,6287,5666
"H7X59_04340",5719,4755,8067,4470,4637,7982,6887,4717,4349
"H7X59_04345",34408,34935,36834,28107,32930,33907,47057,28116,33961
"H7X59_04355",3403,4008,5719,4098,3509,7081,5487,4230,3840
"H7X59_04360",4718,4760,5589,4081,4057,6255,6218,4164,4775
"H7X59_04365",9351,10430,10963,8513,9989,12278,13674,9194,10235
"H7X59_04370",1318,1207,2805,1128,1323,1184,1660,1263,1443
"H7X59_04375",6697,4676,8739,5321,4699,8561,7090,5455,4557
"H7X59_04380",14559,11649,18660,13298,11068,20116,16824,13748,10555
"H7X59_04385",2859,2307,3030,3033,2258,3632,2593,3398,2177
"H7X59_04390",861,670,1024,735,648,1029,844,823,525
"H7X59_04395",4257,3035,5191,3565,2801,5106,3092,3490,2507
"H7X59_04400",9021,8050,10791,8474,7633,11939,8945,8825,7564
"H7X59_04405",10671,8353,11026,8203,7490,11486,10092,8935,7798
"H7X59_04410",8167,6736,8504,6889,6526,9546,8531,7711,6559
"H7X59_04415",6293,5339,7286,5482,5400,7484,7027,5871,5701
"H7X59_04420",18876,15122,17943,15432,14278,21445,18697,17162,14372
"H7X59_04425",10303,10236,12842,10014,9750,13908,12324,11001,10099
"H7X59_04430",8027,7899,9866,7505,6998,10276,9248,8576,7522
"H7X59_04435",19856,16009,20904,16815,15852,23861,19156,18743,16726
"H7X59_04440",13889,11865,14992,12324,10741,17800,13923,13506,11505
"H7X59_04445",50689,46919,50393,45039,43648,63390,49631,50027,42479
"H7X59_04450",59024,48025,76850,51772,48957,72856,67440,54426,46206
"H7X59_04455",47535,36319,52160,38958,35014,55188,44677,44240,33776
"H7X59_04460",7148,6999,9437,7382,7491,9819,8012,7362,7244
"H7X59_04465",1869,1299,1699,1558,1088,2249,1343,1534,880
"H7X59_04470",31871,27841,29119,26939,25139,35997,28242,30017,25377
"H7X59_04475",5837,4543,6746,6136,4635,6726,5954,6304,4303
"H7X59_04480",3130,2187,2755,3561,1823,4061,2716,4035,1677
"H7X59_04485",1624,1057,1621,2122,923,2875,871,2313,886
"H7X59_04490",7523,4778,6374,6711,4437,6253,5847,8153,4378
"H7X59_04495",6136,4256,6271,6156,5095,6044,6005,7584,5009
"H7X59_04500",1043,341,307,1145,385,305,403,1527,266
"H7X59_04505",14744,14987,24487,14241,17235,18103,26302,14493,17382
"H7X59_04520",324,151,193,346,224,116,259,454,233
"H7X59_04525",338,331,598,335,414,451,473,246,265
"H7X59_04530",558,553,955,723,618,789,785,490,647
"H7X59_04535",9403,8393,12668,8497,9272,13553,11610,9282,8975
"H7X59_04540",948,866,1244,674,750,1140,1205,887,942
"H7X59_04545",253,195,278,147,259,173,372,246,212
"H7X59_04550",201,185,305,199,259,233,357,201,197
"H7X59_04555",965,775,1408,749,673,1210,1527,643,854
"H7X59_04560",1516,1209,2525,1541,1421,1976,1714,1736,1336
"H7X59_04565",1145,995,1537,1090,904,1410,1325,1114,995
"H7X59_04570",572,211,220,592,274,107,328,562,213
"H7X59_04575",111,230,209,71,262,135,335,119,211
"H7X59_04580",180,302,232,152,276,117,456,199,357
"H7X59_04585",434,687,482,308,595,421,603,367,502
"H7X59_04590",85,209,172,123,137,154,199,154,136
"H7X59_04595",378,503,585,334,587,415,989,289,535
"H7X59_04600",796,846,1165,652,846,798,2133,756,987
"H7X59_04605",312,406,403,255,412,448,870,281,438
"H7X59_04610",834,1105,1352,599,1019,1152,2450,795,1394
"H7X59_04615",10464,7384,8296,9964,7399,10511,8355,10608,7031
"H7X59_04620",4664,3102,3625,4365,2676,4247,3814,4549,3045
"H7X59_04625",4329,2399,2397,4078,2009,2126,1914,4341,2048
"H7X59_04630",1027,609,1017,762,539,815,920,708,623
"H7X59_04635",20514,15622,28793,18819,15798,28011,21857,20551,16473
"H7X59_04640",1863,1351,3050,1895,1453,3134,1699,1832,1303
"H7X59_04645",5088,4015,8079,5161,4064,8178,5264,5018,3830
"H7X59_04650",1861,1363,2322,1596,1231,2247,1487,1511,1275
"H7X59_04655",53494,38532,50059,44100,34370,59649,43432,46180,34291
"H7X59_04660",601,500,1178,542,447,941,900,564,513
"H7X59_04665",4201,2920,7739,2768,3036,6682,5702,2783,3374
"H7X59_04670",299,185,297,210,119,320,236,312,264
"H7X59_04675",474,470,783,489,378,939,760,456,468
"H7X59_04680",521,626,822,669,443,763,718,489,498
"H7X59_04685",3343,2826,3969,3268,2955,4269,2516,3547,2304
"H7X59_04690",21567,22261,24552,17807,19723,28240,26009,19793,21186
"H7X59_04695",19043,22476,23147,17723,21425,28018,29761,19460,22642
"H7X59_04700",7048,9494,7823,6440,8909,8266,12184,7481,9452
"H7X59_04705",4576,6450,6048,4823,6404,6677,8033,5555,6591
"H7X59_04710",6268,8092,7675,5789,8698,8946,11064,7067,9646
"H7X59_04715",2907,3846,3519,2866,4319,3925,5869,3457,4207
"H7X59_04720",5930,8336,8197,6178,9197,8745,11551,6973,9351
"H7X59_04725",9685,11618,12112,8090,11871,12879,17389,9143,11963
"H7X59_04730",5545,6734,7368,5045,7710,7373,11132,5652,7503
"H7X59_04735",2561,2381,3818,2641,2728,3650,2967,2603,2436
"H7X59_04740",3136,2772,3925,2905,3163,3977,3091,3340,3019
"H7X59_04745",3622,2971,4172,2727,2613,3942,3628,2937,2925
"H7X59_04750",16809,16283,22757,14335,16228,21707,22977,15174,15267
"H7X59_04755",11596,10281,17186,9685,10287,17108,17003,10965,10058
"H7X59_04760",12081,11435,16713,9492,10173,17566,16630,10901,10339
"H7X59_04765",13065,12370,19505,10977,12144,19365,17446,11699,12040
"H7X59_04770",16992,16720,28066,17555,18680,25492,23590,18567,16705
"H7X59_04775",7419,6691,11444,6017,6881,9763,9409,6943,7019
"H7X59_04780",2542,2547,4798,1608,2418,3591,3584,1965,2954
"H7X59_04785",493,576,924,461,617,760,993,390,637
"H7X59_04790",5077,3075,8477,4974,4373,9720,5225,4272,3394
"H7X59_04795",4889,3818,5487,3987,3633,5405,4510,4026,3818
"H7X59_04800",3928,3204,4033,2996,2380,4010,3482,3067,2578
"H7X59_04805",79926,61068,75605,59633,54512,82236,73936,62528,54647
"H7X59_04810",17968,15017,17857,15342,13585,19166,17501,15324,13586
"H7X59_04815",17840,14667,17750,14376,13613,18235,17341,16135,13278
"H7X59_04820",19700,17288,21284,16122,16024,22046,20754,18988,15716
"H7X59_04825",21769,18102,21145,17201,16305,21662,20441,19076,16840
"H7X59_04830",21911,17689,23396,16951,16438,22894,22315,20029,16828
"H7X59_04835",17610,15528,20685,15220,13477,18828,18351,15561,13383
"H7X59_04840",7986,6105,9176,6829,6063,9738,7983,7300,5400
"H7X59_04845",6685,5573,8264,5704,5009,8313,6694,6066,5121
"H7X59_04850",839,852,1270,960,788,1483,832,1001,940
"H7X59_04855",4992,3957,7111,4152,3619,6364,4117,4089,4115
"H7X59_04860",5885,5445,6275,5269,4739,7040,6479,5097,4966
"H7X59_04865",7729,5646,8218,6527,6143,9633,7279,6789,5830
"H7X59_04870",3781,3107,4300,3612,3261,4391,3549,3669,3036
"H7X59_04875",2214,1425,2513,2287,1373,2100,1738,2160,1241
"H7X59_04880",1192,816,1627,1219,992,1306,1083,1198,946
"H7X59_04885",3187,1803,2640,3039,1846,2874,2679,3171,2134
"H7X59_04890",534,312,449,481,300,381,555,729,355
"H7X59_04895",106,128,199,138,103,233,151,73,116
"H7X59_04900",11840,9833,11689,9957,8901,13817,11057,10634,8895
"H7X59_04905",48529,50372,44805,44454,42759,57746,54005,50374,43491
"H7X59_04910",20541,17534,16137,16700,15606,19838,19395,18628,15034
"H7X59_04915",33551,39341,35783,36935,34035,43782,42064,39589,33794
"H7X59_04920",5753,6832,6051,6337,5972,7011,6594,6756,5826
"H7X59_04925",61709,60317,54673,57396,50789,74096,68314,63517,52629
"H7X59_04930",23421,24514,23621,23152,21213,29588,27081,24926,21012
"H7X59_04935",14861,12737,22067,12997,14260,20826,20804,14137,15948
"H7X59_04940",3435,2746,5927,3128,3819,3685,4074,3242,4141
"H7X59_04945",6780,4976,10014,4901,6031,7376,7374,5188,6442
"H7X59_04950",5746,5101,5486,4431,4973,3655,7738,4321,5775
"H7X59_04955",11905,8213,11933,10378,7980,13314,9248,11170,7160
"H7X59_04960",6160,4719,7726,6311,4555,7825,5431,6369,4232
"H7X59_04965",10144,6723,10633,8811,5738,11588,7592,8670,5408
"H7X59_04970",4846,2758,6037,4629,2904,6704,3365,4543,2582
"H7X59_04975",26125,16608,26931,25895,16660,34488,24661,25906,16055
"H7X59_04980",6473,4132,6339,5206,3491,6804,4521,5330,3634
"H7X59_04985",176426,128850,183257,139761,119290,195967,148496,146649,114838
"H7X59_04990",76689,65400,98040,72983,64611,93299,76658,77773,60914
"H7X59_04995",15817,15095,18790,14179,14106,20712,18403,15961,14807
"H7X59_05000",2544,2598,4181,1996,2178,3604,4146,2279,2233
"H7X59_05005",4135,4498,7238,3197,4394,5567,6922,3742,4393
"H7X59_05010",6574,6512,11121,5001,5969,9265,10546,5592,6066
"H7X59_05015",5046,3016,6266,3838,2413,6988,3395,3515,2820
"H7X59_05020",230124,165256,222920,191069,174218,321191,199727,153207,166285
"H7X59_05025",13,16,3,12,4,5,15,0,6
"H7X59_05030",1489,1220,1875,401,270,364,1756,1551,1234
"H7X59_05035",9,21,0,1,10,9,2,25,17
"H7X59_05040",0,10,0,2,0,0,0,12,0
"H7X59_05045",0,13,2,6,9,11,67,29,20
"H7X59_05050",9,12,6,10,3,18,23,0,0
"H7X59_05055",37,35,52,19,69,24,66,16,44
"H7X59_05060",0,0,0,2,17,5,6,4,25
"H7X59_05065",10,9,7,0,25,2,24,14,9
"H7X59_05070",2,16,7,13,12,4,11,0,7
"H7X59_05075",53,60,24,51,45,29,17,23,66
"H7X59_05080",59,98,37,70,100,32,119,85,104
"H7X59_05085",16,25,14,29,39,15,44,23,33
"H7X59_05090",39,34,36,12,0,23,60,32,8
"H7X59_05095",0,0,10,13,0,1,0,15,0
"H7X59_05100",13,8,0,6,8,6,0,17,27
"H7X59_05105",14,11,7,0,2,11,0,11,0
"H7X59_05110",4,3,0,2,0,22,32,0,0
"H7X59_05115",0,17,0,6,12,0,0,0,0
"H7X59_05120",0,4,0,0,0,5,9,5,0
"H7X59_05125",0,16,0,12,13,0,7,0,11
"H7X59_05130",21,2,2,5,22,4,0,0,9
"H7X59_05135",21,32,17,26,5,24,93,23,37
"H7X59_05140",3,14,5,5,16,7,30,6,25
"H7X59_05145",0,7,6,0,0,15,0,5,0
"H7X59_05150",17,14,10,7,23,8,0,9,25
"H7X59_05155",27,23,0,36,21,7,12,25,18
"H7X59_05160",6,3,15,43,21,18,0,30,25
"H7X59_05165",0,0,5,4,9,14,5,0,0
"H7X59_05170",107,103,178,88,136,128,135,171,119
"H7X59_05175",64,40,104,54,58,103,72,56,58
"H7X59_05180",12,30,33,66,34,10,58,54,16
"H7X59_05185",92,127,91,94,152,101,101,117,104
"H7X59_05190",16,63,107,62,102,52,0,73,29
"H7X59_05195",22,32,32,22,70,9,48,1,0
"H7X59_05200",31,49,20,60,74,54,46,52,38
"H7X59_05205",66,84,84,57,49,58,52,46,42
"H7X59_05210",89,104,58,80,71,74,105,130,143
"H7X59_05215",18,52,33,23,40,26,13,34,40
"H7X59_05220",82,153,285,155,182,207,58,127,100
"H7X59_05225",81,127,87,88,150,127,164,154,101
"H7X59_05230",58,31,113,61,94,58,38,44,60
"H7X59_05235",38,43,71,50,9,54,11,15,20
"H7X59_05240",104,72,155,87,89,86,89,155,110
"H7X59_05245",170,225,259,192,233,186,220,225,187
"H7X59_05250",140,198,181,144,200,230,110,160,195
"H7X59_05255",68,45,29,28,4,55,22,40,17
"H7X59_05260",1243,1009,1347,1479,1208,1675,1721,1081,1114
"H7X59_05265",19,25,45,33,59,31,32,100,17
"H7X59_05270",4208,3533,4409,3015,2734,3898,3262,2836,2780
"H7X59_05275",193,205,208,116,151,210,151,216,154
"H7X59_05280",694,771,1101,757,786,707,1047,1016,707
"H7X59_05285",15,29,98,47,59,70,23,34,56
"H7X59_05290",1931,1917,2150,1868,1629,2210,1978,2283,1715
"H7X59_05295",2411,2091,2783,2079,1845,2509,2002,2528,2093
"H7X59_05300",564,277,440,823,350,456,447,900,242
"H7X59_05305",900,918,1424,1122,1068,1200,1138,1067,940
"H7X59_05310",2720,2513,3490,2867,3009,2826,5741,2898,2923
"H7X59_05315",1039,1163,1641,1448,1262,1186,2601,1233,1401
"H7X59_05320",2235,1835,2443,1357,1256,1626,2196,1361,1720
"H7X59_05325",4319,6582,6800,5509,6489,6052,11416,5430,7002
"H7X59_05330",1735,2681,3056,2163,2541,2358,3918,1944,2236
"H7X59_05335",1348,1633,2222,1482,1597,1626,2194,1527,1807
"H7X59_05340",1041,1177,1549,1335,1270,1265,1237,1264,994
"H7X59_05345",3077,2942,4657,2697,2912,3229,7077,2934,3748
"H7X59_05350",3037,2777,3724,2386,3149,2903,6986,2652,3454
"H7X59_05355",3622,3723,5121,3356,3566,3940,8932,3444,4283
"H7X59_05360",5828,6199,8154,5535,6085,6321,13551,5550,7213
"H7X59_05365",3471,4038,4534,3350,4167,3301,9160,3273,4237
"H7X59_05370",3045,4047,3848,2751,3940,2127,8866,2189,3976
"H7X59_05375",28614,24821,40128,22741,23964,36577,30049,22138,24286
"H7X59_05380",29396,24251,38754,21107,22682,35797,33352,23035,23087
"H7X59_05385",7461,5248,9266,4901,5874,8483,7685,5920,5384
"H7X59_05390",31233,25556,38503,23334,23063,36845,33892,24355,24453
"H7X59_05395",27659,27343,41329,25567,27197,40140,35056,27438,28900
"H7X59_05400",1382,1580,2553,1367,1465,1987,1287,1769,1479
"H7X59_05405",16661,13878,20956,14760,13185,21459,14596,15145,12774
"H7X59_05410",73138,66957,90820,69340,54143,107817,56863,76920,49766
"H7X59_05415",32962,27841,37708,29651,24106,45093,23365,32767,20872
"H7X59_05420",12,18,57,49,41,23,110,45,52
"H7X59_05425",271,171,346,133,165,250,565,293,325
"H7X59_05430",85,60,52,83,85,53,72,43,67
"H7X59_05435",62,70,87,34,62,71,146,41,123
"H7X59_05440",35,60,76,64,59,49,93,83,36
"H7X59_05445",330,253,401,248,269,286,620,367,277
"H7X59_05450",171,191,194,98,130,199,208,159,177
"H7X59_05455",187,143,217,147,210,120,359,238,141
"H7X59_05460",1440,1192,2051,1354,1250,1657,1639,1448,1186
"H7X59_05465",786,603,814,596,567,724,744,739,646
"H7X59_05470",10104,8109,13756,8549,8712,11868,12321,8924,8893
"H7X59_05475",169,220,438,199,329,281,265,253,168
"H7X59_05480",194,161,297,203,205,249,220,211,174
"H7X59_05485",2783,1979,4309,2174,2194,3767,2460,2574,2367
"H7X59_05490",605,427,469,417,456,256,671,384,570
"H7X59_05495",1214,1158,3220,1062,1830,1149,4337,1125,2315
"H7X59_05500",16042,15591,24873,16087,18915,20760,22043,16958,17264
"H7X59_05505",3206,2696,4353,3049,3384,4618,3253,3443,3074
"H7X59_05515",7308,5677,7843,6634,5503,9248,6825,7168,6150
"H7X59_05520",10971,7239,12590,8427,6922,11874,10473,8767,7664
"H7X59_05525",1682,1171,1664,1369,1178,1464,1604,1375,1126
"H7X59_05530",4686,3526,4997,4335,3563,4763,5952,4338,3804
"H7X59_05535",14946,10956,14536,11342,9407,15609,14366,11062,10205
"H7X59_05540",13548,11423,16069,12219,11546,17372,13718,13553,11040
"H7X59_05545",7576,6171,8553,6260,5734,7163,8229,6477,6085
"H7X59_05550",2982,2056,3189,2231,1977,2828,2982,2348,2189
"H7X59_05555",17129,15964,18571,12312,18833,12302,25188,12145,17790
"H7X59_05560",14741,13137,26609,12913,15063,19559,22059,12404,15555
"H7X59_05565",13798,12225,22329,13809,14897,19640,17527,13004,14379
"H7X59_05570",644,525,790,596,598,766,746,655,631
"H7X59_05575",5790,6283,8577,6846,6329,9443,8236,7863,6025
"H7X59_05580",2208,1419,2152,1703,1558,2304,2101,1507,1229
"H7X59_05585",15776,12803,17894,13877,12354,20893,16734,14975,12305
"H7X59_05590",6460,4218,6873,4749,3950,7893,5924,5222,3966
"H7X59_05595",1567,1226,1685,1178,1299,1983,1078,1233,1213
"H7X59_05600",218,149,340,255,186,254,252,333,258
"H7X59_05605",3744,2540,6356,2752,2556,5765,3744,2647,2396
"H7X59_05610",6577,6614,7852,6907,5893,8367,7551,6990,5852
"H7X59_05615",10462,7740,12235,10091,6777,13297,9117,10085,6773
"H7X59_05620",72802,59722,74361,62529,61853,82849,68546,64645,59158
"H7X59_05625",133701,112213,192538,113417,119048,175001,156172,124051,114662
"H7X59_05630",23222,25015,41379,27954,26593,40317,29238,27533,23992
"H7X59_05635",5533,4445,7484,4585,3632,9010,4383,5392,4395
"H7X59_05640",75809,71687,89866,68320,64682,108311,75851,79551,69196
"H7X59_05645",27479,25463,33830,24888,22065,40898,25744,27723,24046
"H7X59_05650",1874,1912,2526,1958,1964,2799,2243,2019,1457
"H7X59_05660",1221,874,1423,1115,757,1308,1624,935,783
"H7X59_05665",1099,795,1324,1064,1008,1393,1388,1098,736
"H7X59_05670",420,381,858,510,595,768,543,497,473
"H7X59_05675",39454,34194,52046,33025,35815,49299,44884,36021,36157
"H7X59_05680",14087,13708,21587,13871,13844,22786,14878,14431,13317
"H7X59_05685",3163,2602,4453,3049,2822,4602,3452,2686,2863
"H7X59_05690",1789,1129,1542,1671,1127,1754,1547,1744,953
"H7X59_05695",10059,6790,10093,9252,6640,9983,9330,9697,7212
"H7X59_05700",3210,1638,2243,3629,1743,1820,2145,3876,1922
"H7X59_05705",8363,3783,5659,8717,4022,4752,5673,9478,4191
"H7X59_05710",5944,2487,3728,6708,2883,2645,3692,6876,2886
"H7X59_05715",7415,7165,10868,7128,8115,10434,9343,8355,8034
"H7X59_05720",7914,8889,13018,8561,9479,11692,10311,9230,9409
"H7X59_05725",2645,1769,2244,1962,1952,2060,2339,2076,2110
"H7X59_05730",1188,931,956,1079,941,1314,1420,1079,1149
"H7X59_05735",1346,899,1080,937,877,1112,945,905,916
"H7X59_05740",24351,29793,28127,23926,31164,32037,29702,25254,27740
"H7X59_05745",2965,1994,3377,2292,1967,2906,2470,2175,2178
"H7X59_05750",268,213,277,172,169,330,464,182,153
"H7X59_05755",105,47,74,32,29,66,116,59,29
"H7X59_05760",3251,2641,3916,2678,2912,4078,3459,2843,2571
"H7X59_05765",3250,2666,4151,2667,2860,3928,3520,2955,2774
"H7X59_05770",702,547,631,630,506,714,743,532,423
"H7X59_05775",7865,6818,8704,6783,7310,7573,8179,6535,7103
"H7X59_05780",102460,92855,116170,90629,98398,124230,106426,103252,99257
"H7X59_05785",27103,21441,35086,23826,20264,33875,27987,26947,21298
"H7X59_05790",11082,7503,10871,8585,6059,11596,8425,9099,6274
"H7X59_05795",16103,13788,23435,17096,14818,23734,16957,18268,14226
"H7X59_05800",8291,6253,10404,7011,6751,10713,8716,7720,6286
"H7X59_05805",3130,2571,4022,3203,2766,4544,3168,3173,2887
"H7X59_05810",1245,744,1348,766,928,1325,1172,1019,756
"H7X59_05815",5203,3457,5595,3573,3321,5966,4549,3685,3055
"H7X59_05820",3088,2575,3436,2299,1817,3702,2503,2658,1820
"H7X59_05825",31293,24424,37886,27306,26876,38132,32846,29667,23432
"H7X59_05830",6449,6831,8965,7152,7387,9693,8353,7265,6765
"H7X59_05835",23685,14291,27531,18235,19549,22504,31411,17811,15169
"H7X59_05840",2,5,13,0,3,6,0,5,19
"H7X59_05845",4855,3504,8575,5436,3277,12128,3378,6283,2592
"H7X59_05850",1581,1073,1975,1362,567,2926,870,1640,426
"H7X59_05855",12,39,68,67,83,98,183,83,71
"H7X59_05860",9,9,0,13,0,4,58,18,0
"H7X59_05865",0,0,0,7,12,1,28,0,0
"H7X59_05870",3,16,15,31,19,11,23,41,44
"H7X59_05875",0,9,17,16,0,2,0,6,14
"H7X59_05880",38,54,51,68,46,13,0,50,40
"H7X59_05885",16,11,2,19,15,5,8,26,0
"H7X59_05890",25,29,37,20,45,32,3,9,36
"H7X59_05895",0,0,0,0,5,0,0,0,10
"H7X59_05900",0,4,0,0,0,0,0,9,0
"H7X59_05905",3,4,0,0,0,4,0,35,2
"H7X59_05910",1,5,0,0,0,0,23,12,0
"H7X59_05915",4,7,0,5,0,0,0,0,0
"H7X59_05920",0,2,0,5,14,0,26,16,11
"H7X59_05925",17,0,8,1,4,0,0,15,0
"H7X59_05930",0,1,9,19,7,0,0,2,0
"H7X59_05935",1,9,11,10,29,16,14,31,0
"H7X59_05940",11,1,0,0,0,26,0,15,6
"H7X59_05945",15,36,9,20,53,29,5,48,26
"H7X59_05950",33,26,57,43,11,3,67,38,36
"H7X59_05955",12,16,33,24,1,12,33,40,22
"H7X59_05960",201,221,274,132,183,61,140,205,116
"H7X59_05965",3674,3120,3091,2941,2554,3229,2845,2815,2892
"H7X59_05970",33,61,39,84,57,56,64,73,56
"H7X59_05975",58,30,45,15,10,23,21,51,32
"H7X59_05980",46,30,32,32,45,52,35,28,23
"H7X59_05985",224,191,252,197,288,290,173,222,154
"H7X59_05990",51,76,83,58,76,61,60,92,75
"H7X59_05995",53,49,100,64,54,56,92,64,79
"H7X59_06000",179,131,224,75,108,105,102,96,85
"H7X59_06005",68,41,48,43,28,51,70,74,47
"H7X59_06010",35,44,102,59,103,52,77,64,49
"H7X59_06015",224,279,382,236,333,325,191,161,389
"H7X59_06020",241,277,381,152,266,263,322,259,355
"H7X59_06025",104,85,131,90,67,107,105,99,146
"H7X59_06030",41,60,67,73,68,15,117,31,55
"H7X59_06035",26,39,64,31,41,63,15,51,40
"H7X59_06040",31,14,36,17,29,30,93,44,34
"H7X59_06045",77,101,160,59,96,99,129,62,205
"H7X59_06050",8,51,50,21,9,23,30,33,32
"H7X59_06055",32,36,35,24,29,32,32,6,59
"H7X59_06060",59,62,67,57,43,44,110,37,64
"H7X59_06065",6377,3163,4281,6637,2575,5252,3341,6071,2622
"H7X59_06070",4175,2517,2137,5684,2813,2133,2835,5768,2395
"H7X59_06075",101,118,212,76,133,108,95,106,112
"H7X59_06080",275,264,343,274,316,257,262,257,257
"H7X59_06085",73,103,143,59,94,57,30,48,69
"H7X59_06090",212,54,105,96,60,142,70,129,63
"H7X59_06095",465,432,985,448,379,668,392,379,317
"H7X59_06100",920,549,1352,707,492,1261,698,644,587
"H7X59_06105",488,287,599,380,233,579,311,313,283
"H7X59_06110",722,400,751,862,441,616,643,847,435
"H7X59_06115",16494,10718,19472,14170,13886,19014,15736,14560,10903
"H7X59_06120",7460,5805,7451,5324,4589,7466,6167,5582,5213
"H7X59_06125",11454,9060,12136,8794,7074,10977,10030,9179,8112
"H7X59_06130",12386,9216,13945,10175,8638,13993,12678,11367,8714
"H7X59_06135",8366,6484,11499,6529,7132,7369,8777,6388,6919
"H7X59_06140",15694,12622,18947,12757,11577,13252,13918,12750,12026
"H7X59_06145",3763,2968,4270,3115,2938,2890,3591,2908,2970
"H7X59_06150",8218,6158,10387,6295,5841,6707,7901,6939,6211
"H7X59_06155",6564,5330,8372,5563,5681,5460,6908,5983,5775
"H7X59_06160",1393,1255,1825,1269,1171,896,1378,1228,1205
"H7X59_06165",5547,4252,7701,4922,5180,5118,5397,5131,4726
"H7X59_06170",2812,2194,3872,2725,2203,3734,2110,2756,2217
"H7X59_06175",21274,21704,20160,16837,21701,15755,26461,16751,22641
"H7X59_06180",1766,1508,1955,1698,1581,1883,1704,1395,1349
"H7X59_06185",1283,1207,1966,1159,1241,913,1365,976,1142
"H7X59_06190",912,675,1678,945,995,913,1042,776,948
"H7X59_06195",285,174,518,370,383,491,246,344,358
"H7X59_06200",29288,25325,27561,30911,24285,34277,30100,33311,25673
"H7X59_06205",1774,1906,2328,1958,1663,2350,2066,2124,1868
"H7X59_06210",1131,1603,1997,1506,1914,1631,1455,1563,1587
"H7X59_06215",47429,37511,55284,37941,37274,55828,47761,41120,36294
"H7X59_06220",44465,36742,50302,34730,34091,51414,43681,36515,34527
"H7X59_06225",43975,32666,44507,30454,29536,43824,38290,33469,30564
"H7X59_06230",15117,13230,16998,11243,10705,15903,14103,11744,11240
"H7X59_06235",34457,33878,47009,31418,33413,49824,43574,36540,33774
"H7X59_06240",33556,29685,37392,26880,26504,36608,31383,27770,26586
"H7X59_06245",58886,56658,80890,58213,62693,77704,71402,62779,61196
"H7X59_06250",37552,37764,57087,39567,40459,50043,46525,41298,38822
"H7X59_06255",16195,16302,25993,16897,17293,23049,19998,17854,17328
"H7X59_06260",12948,12152,18016,12590,12295,17360,15564,13987,13200
"H7X59_06265",16811,14325,20799,15602,14377,20453,16824,17226,14682
"H7X59_06270",4794,4226,6056,3827,4097,5591,5509,3969,4294
"H7X59_06275",77549,61824,86045,67739,57942,94454,73030,71606,58370
"H7X59_06280",2766,2003,3278,2571,2191,2823,2574,2744,2060
"H7X59_06285",8560,6003,9409,7370,6919,8435,7784,7867,6169
"H7X59_06290",328,269,443,453,236,403,226,488,201
"H7X59_06295",42478,35416,44144,36205,35876,48568,50515,40652,35598
"H7X59_06300",3,7,19,3,34,22,35,20,0
"H7X59_06305",12404,9095,15032,9400,9856,14207,12827,9483,10041
"H7X59_06310",6646,6501,11540,6295,6064,10939,7795,7209,6688
"H7X59_06325",14748,13346,17556,12426,14508,16668,15728,13245,12954
"H7X59_06330",5233,4077,5092,3910,3755,5190,4757,3927,4066
"H7X59_06335",7247,5809,8954,5198,5731,8227,6500,5901,5862
"H7X59_06340",6686,5623,7801,4878,6665,5998,7106,5474,6621
"H7X59_06345",462,2313,1171,762,2392,1065,16100,842,4221
"H7X59_06350",783,2744,1354,975,2495,1276,17015,1227,4903
"H7X59_06355",1541,5016,1655,1489,4068,1835,21460,1573,6950
"H7X59_06360",5070,15690,3143,4780,11937,4328,30904,5081,15580
"H7X59_06365",3706,9798,1884,3898,7403,2552,16687,3448,9333
"H7X59_06370",23392,38442,16202,21652,29144,19156,62481,19786,33052
"H7X59_06375",533,859,1286,929,702,919,1075,716,697
"H7X59_06380",275,339,511,293,392,432,476,326,351
"H7X59_06385",6298,5229,6746,5751,5586,7737,6833,5884,5963
"H7X59_06390",4476,3371,5109,3472,3231,5298,4482,3931,3437
"H7X59_06395",5118,4356,6640,4868,4375,6817,5778,4979,4992
"H7X59_06400",1028,926,1591,1065,826,1524,1580,1305,802
