"gene_id","Untreated_Rep1","Nov_Rep1","Zn_Rep1","Zn_Nov_Rep1","Untreated_Rep2","Nov_Rep2","Zn_Rep2","Zn_Nov_Rep2"
"spr0507",5614,2988,5861,2858,6167,2813,5813,2428
"spr0508",2100,1238,2359,1232,2451,1161,2046,949
"spr0509",21938,13580,24389,13923,24021,13277,22440,11654
"spr0510",18145,9543,18387,9781,20077,9102,16587,7645
"spr0511",89,65,75,50,67,36,58,35
"spr0512",28,25,32,22,16,18,20,12
"spr0513",114,106,132,93,127,78,117,56
"spr0514",1303,533,1212,588,1147,520,1053,472
"spr0515",618,255,652,304,558,260,464,259
"spr0516",44377,37956,43305,37978,46095,39243,39034,31793
"spr0517",11737,10763,11662,10595,11564,10576,9701,8785
"spr0518",15202,14746,14992,15064,15851,14901,13115,12191
"spr0519",24854,27267,25423,27314,25716,26477,22185,22869
"spr0520",5779,6718,6027,6890,6204,6889,5175,5716
"spr0521",21361,25160,22061,25381,20982,26115,19113,21902
"spr0522",1747,1677,1813,1823,2237,1851,1298,1214
"spr0523",674,601,467,638,780,590,497,400
"spr0524",2843,2760,2879,2896,3264,2827,1868,2030
"spr0525",1820,1820,1716,1707,1869,1605,1151,1355
"spr0526",4745,4309,4435,4685,4951,4295,3159,3643
"spr0527",67,103,75,107,81,80,53,63
"spr0528",1079,1032,1111,1140,1142,937,929,854
"spr0529",3188,2708,3539,3011,3341,2650,2703,2347
"spr0530",118906,167367,110180,185662,129975,208613,100363,180699
"spr0531",765,216,1027,413,831,199,1043,482
"spr0532",1439,592,1895,1011,1512,641,1742,1014
"spr0533",1203,446,1492,751,1143,443,1367,799
"spr0534",1086,384,1296,687,1096,433,1310,798
"spr0535",273,92,338,185,252,112,342,196
"spr0536",343,103,377,221,332,124,421,235
"spr0537",14353,8653,17316,11361,13972,9256,15707,9775
"spr0538",30972,35705,34299,41275,33590,36950,31278,35180
"spr0539",10643,14421,11187,14160,10327,13530,10228,12121
"spr0540",15099,17754,16659,19543,16040,17834,14891,15918
"spr0541",15528,17801,16722,19390,16574,18106,14868,15372
"spr0542",15433,16510,14377,14056,14717,14157,11060,10683
"spr0543",10052,8251,9643,9099,9870,7721,8808,7575
"spr0544",5396,4596,5629,5337,5474,4844,4867,4689
"spr0545",126,12,136,31,132,24,120,26
"spr0546",12389,9180,12354,10528,11818,8818,10548,9393
"spr0547",39217,30693,38756,37177,39696,32001,34578,33698
"spr0548",3734,2961,3742,3483,3436,3292,3575,3452
"spr0549",793,698,831,876,752,795,738,752
"spr0550",292,263,373,342,311,316,272,303
"spr0551",20309,6908,20862,6461,40548,9413,29329,6599
"spr0552",10130,6305,9335,6600,11201,6728,8960,5783
"spr0553",2968,2022,2988,2283,3444,2065,2784,1905
"spr0554",7587,5288,7187,5696,8714,5769,6787,5210
"spr0555",54546,35947,58272,37006,64985,44464,47377,33515
"spr0556",78551,52256,82780,57223,102872,69482,64978,49795
"spr0557",39292,38785,38752,34759,37749,33892,32710,26883
"spr0558",20240,21287,22895,21288,21083,20540,19112,15382
"spr0559",23994,25794,27364,25373,24286,24002,22273,18747
"spr0560",11947,12648,13328,12730,12336,12498,11387,9409
"spr0561",47026,37902,100666,84024,33549,27515,99654,66526
"spr0562",4100,7307,2788,6826,4499,6418,1648,3389
"spr0563",2320,4248,1542,3517,2430,3427,848,1844
"spr0564",17918,27671,11511,21478,16961,22551,7414,13182
"spr0565",68995,92479,66236,85461,64783,89660,53865,70197
"spr0566",115,130,184,209,198,193,195,174
"spr0567",213,207,254,206,179,221,276,194
"spr0568",1601,1313,1642,1374,1843,1270,1416,1095
"spr0569",1382,1251,1334,1307,1385,1258,1127,1083
"spr0570",1559,1754,1693,1888,1617,1775,1442,1658
"spr0571",2065,2224,2070,2393,2120,2315,1853,2068
"spr0572",412,466,435,530,412,450,358,450
"spr0573",7730,11104,8403,12395,8103,12181,7406,10738
"spr0574",3407,5655,3632,6027,3411,5939,3210,4992
"spr0575",268,391,314,439,329,426,259,391
"spr0576",330,472,391,595,391,590,340,463
"spr0577",626,889,693,986,641,985,595,806
"spr0578",3132,2552,2802,2543,3186,2751,2542,1967
"spr0579",7095,6154,6628,5755,7019,6326,5953,4843
"spr0580",11876,12070,13411,13140,10617,10807,11640,10899
"spr0581",182935,216151,199373,233869,181658,231128,190813,190919
"spr0582",14588,11427,14731,11146,14844,11657,13781,9048
"spr0583",6264,4585,6624,4842,6376,4561,6056,4008
"spr0584",8607,7489,9567,7575,8467,7314,8552,6588
"spr0585",8787,3088,9084,2930,9283,3033,8088,2397
"spr0586",2509,1666,2746,1549,2276,1295,2279,1677
"spr0587",63,31,99,53,123,49,78,37
"spr0588",5846,5529,6608,6035,5934,5735,5571,5379
"spr0589",9972,10174,10838,10752,9463,10170,9137,9859
"spr0590",4447,4977,5021,5394,4243,5189,4160,4765
"spr0591",8618,9283,9190,10432,8616,10118,7763,9294
"spr0592",7867,8909,8541,10867,8169,10325,7335,8994
"spr0593",4655,2348,4721,2636,4834,2333,4365,2289
"spr0594",1305,907,1135,854,1215,893,1091,743
"spr0595",2611,1955,2715,1905,3155,2227,2444,1880
"spr0596",894,828,1143,939,1355,1018,1089,760
"spr0597",740,121,796,141,802,126,703,107
"spr0598",80170,30158,83564,30634,87203,34709,69926,24952
"spr0599",8098,3160,8606,2952,8055,2965,5966,2400
"spr0600",1989,1567,925,1269,1586,1141,586,671
"spr0601",4731,3876,2476,2904,4545,3120,1393,1597
"spr0602",809,624,498,450,829,540,339,284
"spr0603",14776,11342,14364,12588,15056,11217,12993,10467
"spr0604",10750,8858,10237,8817,9929,8269,9121,7919
"spr0605",8965,8129,8922,9024,9535,8412,7678,7426
"spr0606",161,34,157,57,152,45,138,77
"spr0607",1272,1201,1148,1404,1333,1434,1174,1039
"spr0608",1545,1711,1656,1875,1654,1701,1314,1354
"spr0609",256,245,268,298,249,282,219,229
"spr0610",2136,2465,2396,2876,2430,2509,1860,2152
"spr0611",1139,1617,1301,1832,1425,1423,1110,1194
"spr0612",3,1,3,0,0,0,0,0
"spr0613",8797,10251,11208,9039,8598,8680,16510,7824
"spr0614",9247,10708,10904,8700,8481,8487,15936,7581
"spr0615",6068,9177,5450,7029,5373,8549,6432,5507
"spr0616",5160,7721,4926,5315,4466,6614,5327,3785
"spr0617",1845,2973,1866,2323,2046,2855,2203,1564
"spr0618",2941,5056,3734,4533,3395,5000,4025,2981
"spr0619",3295,5143,3963,4599,3208,4845,4180,3254
"spr0620",40,29,55,32,60,22,46,40
"spr0621",29,19,28,16,18,10,10,16
"spr0622",29,18,30,42,44,9,34,19
"spr0623",39,18,33,17,27,27,38,25
"spr0624",40,23,43,29,43,31,45,18
"spr0625",288,301,311,230,239,204,255,177
"spr0626",39738,33932,40657,35187,42318,38400,34821,31689
"spr0627",42058,45801,30444,41558,36906,43460,25155,32652
"spr0628",3235,2594,4428,2439,2953,2372,3454,1971
"spr0629",2760,2141,3394,2134,2705,2114,2636,1806
"spr0630",2166,1883,2683,1886,2256,1835,2038,1283
"spr0631",119,160,107,234,91,162,81,248
"spr0632",329,447,390,693,293,523,453,725
"spr0633",120,174,172,261,86,202,177,233
"spr0634",98,148,125,237,93,158,122,243
"spr0635",85,122,123,221,95,145,145,229
"spr0636",130,176,166,343,129,223,186,316
"spr0637",177,198,194,353,178,236,238,340
"spr0638",7751,7742,8850,7545,7566,7084,8118,5829
"spr0639",147,106,130,63,118,80,88,66
"spr0640",125,108,97,49,143,65,94,57
"spr0641",1494,1143,1327,704,1150,925,923,821
"spr0642",239931,126892,253839,143013,270444,158166,314340,113383
"spr0643",6550,3674,7080,4119,7572,4604,9020,2869
"spr0644",13,21,31,41,32,16,33,23
"spr0645",13,19,12,17,13,12,20,17
"spr0646",32,19,23,15,20,14,46,14
"spr0647",5172,3264,4864,4274,4917,3923,5024,4382
"spr0648",465,297,500,321,485,304,409,271
"spr0649",671,404,785,480,632,391,643,422
"spr0650",1837,1386,2300,1715,2161,1415,1831,1392
"spr0651",4657,3582,5415,3954,5228,3832,4874,3605
"spr0652",15450,34869,27013,31298,17178,33674,25602,26619
"spr0653",630,302,611,429,691,395,622,463
"spr0654",961,437,937,670,939,603,932,729
"spr0655",20347,31716,18718,35567,23360,37112,17336,26899
"spr0656",31429,36951,31016,39392,31504,39752,28648,33141
"spr0657",1583,1497,1695,1808,1677,1584,1546,1590
"spr0658",0,0,0,0,2,0,1,2
"spr0659",8614,7667,9740,10021,9573,8529,8839,8618
"spr0660",3811,4373,4779,5075,4022,3826,4287,4327
"spr0661",4304,5110,5723,6133,4667,4529,4611,5126
"spr0662",4564,5034,5263,6217,4688,4530,4472,4993
"spr0663",3726,3980,4381,5389,4101,4137,3530,4122
"spr0664",1627,1960,1443,1948,1680,1798,1107,1459
"spr0665",14800,17617,15697,16841,14939,18350,13750,14530
"spr0666",15486,17192,14320,15213,13123,15206,13568,14262
"spr0667",25438,31352,26249,31257,26857,31495,23857,25627
"spr0668",5078,8106,5106,7936,4921,6729,4085,4946
"spr0669",762,742,698,641,736,661,530,467
"spr0670",10588,12353,12020,14535,11637,12952,10359,12898
"spr0671",25274,30882,24367,30294,23998,30883,19792,28221
"spr0672",19818,26519,20871,31756,21848,29690,19027,30545
"spr0673",17263,23964,18630,29672,17770,26662,16842,28679
"spr0674",34992,32610,36107,33198,35929,36895,41795,26755
"spr0675",2008,1254,2555,1996,2023,1492,2230,1814
"spr0676",8843,5882,11341,8825,8470,6797,9424,8387
"spr0677",2420,1688,2958,2489,2359,1979,2402,2208
"spr0678",14820,10877,17691,15510,13326,11957,13063,13688
"spr0679",14391,10894,13510,11301,15248,12256,13696,10430
"spr0680",4,4,4,2,2,1,5,3
"spr0681",13,1,17,7,14,4,7,3
"spr0682",15178,10925,16279,10550,17660,11987,11682,9121
"spr0683",24767,18504,24988,18000,30021,21472,21067,15274
"spr0684",3392,3591,3628,4339,3903,4074,3056,3349
"spr0685",1894,2265,2015,2604,2168,2262,1764,2072
"spr0686",5797,6269,6158,7363,6306,6785,5396,6192
"spr0687",8240,9935,8573,10738,8748,9798,7660,9521
"spr0688",3675,4526,4146,5239,3475,4417,3494,4743
"spr0689",1230,945,1075,1321,1150,1010,1135,1385
"spr0690",9085,13225,9050,10254,11743,13168,8131,7638
"spr0691",9910,14839,12656,10873,10755,13009,10703,9261
"spr0692",53099,37244,39742,36168,48149,37349,38378,29868
"spr0693",10477,8102,9460,8914,10378,9949,8084,8578
"spr0694",5234,4769,5031,5218,5033,5878,4080,4864
"spr0695",12767,13212,13038,14016,12064,15703,10516,13259
"spr0696",27278,28327,28592,32586,28580,31927,25356,29106
"spr0697",355,374,384,499,366,394,377,476
"spr0698",2207,2510,2579,3486,2503,2829,2566,3355
"spr0699",2191,2533,2433,2826,2616,2792,2279,2730
"spr0700",274,244,299,283,314,247,256,277
"spr0701",3044,2388,3025,3150,3092,2854,2703,2965
"spr0702",1549,1471,1656,1767,1562,1639,1565,1674
"spr0703",1651,1486,1655,1968,1860,1852,1534,1941
"spr0704",3314,3391,3482,4593,3674,3842,3296,3873
"spr0705",1391,1411,1637,2089,1547,1751,1427,1879
"spr0706",90121,113087,118897,163409,97828,125594,108596,147482
"spr0707",9338,19078,10028,15097,11644,14698,8514,10360
"spr0708",16907,35943,17600,26630,20501,25605,14833,18417
"spr0709",2749,2691,4118,4147,4195,3502,3367,3052
"spr0710",10667,9083,12042,9795,11396,8988,10458,8191
"spr0711",13882,17141,14283,21570,14929,20174,13062,19141
"spr0712",8421,11705,8523,14257,9055,13663,7433,12766
"spr0713",3854,5818,3870,6913,4025,6686,3410,6262
"spr0714",5432,10757,5163,10387,5727,10972,4362,8492
"spr0715",32857,70154,32236,70812,34074,72637,27454,59286
"spr0716",35671,67683,35941,69329,39819,72295,31122,57518
"spr0717",175,491,151,405,173,531,120,366
"spr0718",170,470,161,473,154,555,143,377
"spr0719",4004,4500,4148,5689,4077,4933,4087,4620
"spr0720",6369,6656,6497,8005,6752,6884,5772,6482
"spr0721",12,20,33,27,18,20,17,16
"spr0722",978,1104,933,986,1046,1001,886,854
"spr0723",111,140,151,126,141,123,120,131
"spr0724",125,130,160,186,191,163,151,135
"spr0725",94682,61991,108535,74676,87409,56003,87137,62549
"spr0726",16465,12485,12681,13216,15697,14386,12084,14007
"spr0727",6336,1794,5878,2698,5926,2034,4669,2187
"spr0728",8610,2411,7475,3442,7580,3043,6132,3111
"spr0729",13746,4862,13300,6476,12499,5533,10757,5848
"spr0730",5393,3059,4960,4097,4942,3448,4234,3716
"spr0731",5825,3898,5357,5328,5611,4931,4459,4501
"spr0732",18840,14255,17009,17601,18730,16396,14478,16189
"spr0733",7039,5639,6556,7040,6702,6220,5346,5917
"spr0734",10607,8646,10520,10992,9821,10064,8659,10083
"spr0735",9627,8617,9747,10912,9756,9759,8041,9516
"spr0736",4359,3489,3792,4151,3893,3549,3137,3928
"spr0737",10027,8631,9695,10808,9239,9396,7980,9698
"spr0738",11764,10118,11171,11887,11137,11100,9025,11031
"spr0739",2604,2821,2639,3169,2982,3625,2125,2780
"spr0740",6337,5652,7011,6059,6495,5474,5168,4973
"spr0741",2217,1929,1861,2118,2240,1824,1599,1467
"spr0742",54,63,72,63,97,74,44,57
"spr0743",1966,1960,1565,2132,1791,2117,1452,2020
"spr0744",5163,5639,5189,7527,5269,7264,4448,6748
"spr0745",5446,5632,5989,6656,5860,7280,5226,6142
"spr0746",2906,2860,2890,3345,2958,3267,2667,3083
"spr0747",70549,72077,74116,83979,71947,97055,75973,85762
"spr0748",9335,8167,9754,10529,9497,12503,9481,10955
"spr0749",12954,14066,15039,16811,13174,18686,13470,15217
"spr0750",15153,17547,17054,18293,14116,20081,14133,17602
"spr0751",118,193,136,211,157,252,119,154
"spr0752",125,141,116,139,103,176,100,138
"spr0753",109,118,92,162,133,152,95,116
"spr0754",441,465,403,475,429,488,288,355
"spr0755",4979,12566,7723,11747,5816,10725,6513,9837
"spr0756",23841,12284,22487,13986,24198,14751,20606,11998
"spr0757",34040,17831,34421,20440,35515,19960,29374,16704
"spr0758",18295,9283,20064,11222,20102,9701,17017,8907
"spr0759",8941,4397,10050,5994,9912,4689,8212,4644
"spr0760",7129,3652,8121,5135,7768,4083,6967,4063
"spr0761",11124,6465,13906,8162,12430,6798,11349,6401
"spr0762",9585,5203,11478,6825,11082,5732,9565,5531
"spr0763",2633,1491,2655,1621,2783,1645,2032,1301
"spr0764",184392,160658,219311,186121,215173,182182,182208,145723
"spr0765",0,0,3,2,3,1,1,1
"spr0766",10,4,5,3,11,4,13,5
"spr0767",17,7,18,11,21,10,24,10
"spr0768",3236,3349,3475,4194,3853,4224,3262,3377
"spr0769",18302,19638,20230,23675,19230,22529,17683,20143
"spr0770",1566,1599,1781,1983,1768,1779,1455,1526
"spr0771",27035,36348,31488,38360,26983,38448,32045,30698
"spr0772",58526,77108,66435,78814,53682,80424,69331,64040
"spr0773",57330,78896,67499,79380,52955,81795,67690,62012
"spr0774",12365,16147,14408,17998,12963,19103,14675,13649
"spr0775",53918,76096,59642,75390,52444,80773,63920,56205
"spr0776",11094,4260,11176,5856,12187,4716,9967,5439
"spr0777",6401,6567,7047,7064,7515,6513,6366,5546
"spr0778",22769,12950,12832,17204,21449,13920,7254,14115
"spr0779",18257,10667,10541,16286,18666,12528,6129,13246
"spr0780",39241,36220,25878,56295,39354,47088,15404,49279
"spr0781",11742,16620,13630,21762,13343,18519,12008,19228
"spr0782",529,233,532,273,662,128,507,194
"spr0783",7807,5160,8822,5268,8058,4709,8175,4714
"spr0784",9432,5401,10691,6431,8959,5513,9933,5885
"spr0785",568,244,667,292,598,264,547,287
"spr0786",248,80,268,114,244,80,178,100
"spr0787",11,1,9,1,6,2,3,4
"spr0788",305,98,294,121,268,87,224,91
"spr0789",947,398,1070,419,915,320,773,372
"spr0790",2744,1731,2586,2373,2954,2296,2836,2455
"spr0791",1043,684,906,922,1047,932,1016,1003
"spr0792",23629,30440,26042,38884,26255,36794,25064,37203
"spr0793",365,208,438,252,328,210,387,254
"spr0794",1401,692,1556,806,1406,740,1372,842
"spr0795",13702,21060,15635,25896,13601,21470,14177,22960
"spr0796",41043,34581,43938,43960,44365,45007,39413,43003
"spr0797",121710,121042,133104,147362,129607,144884,118967,138491
"spr0798",23,11,27,21,24,9,22,12
"spr0799",2343,2479,2309,3240,2362,3424,2158,3258
"spr0800",464,577,532,751,534,861,449,680
"spr0801",22,28,27,26,33,18,21,24
"spr0802",740,863,875,1250,933,1303,816,1194
"spr0803",1598,1950,1923,2553,1720,2471,1649,2304
"spr0804",13016,13928,13953,15446,13699,13387,11014,11949
"spr0805",12276,12870,12370,13382,12892,12265,11036,10786
"spr0806",606,400,674,521,702,396,630,420
"spr0807",1128,722,1331,986,1388,847,1281,783
"spr0808",10969,8232,13344,10869,11063,8845,11597,9523
"spr0809",1993,1574,2338,2084,1872,1602,1953,1758
"spr0810",5609,5060,5627,6489,6083,4649,5089,5832
"spr0811",180,187,133,229,173,191,88,195
"spr0812",386,269,356,358,365,293,347,297
"spr0813",933,713,1013,916,939,737,977,789
"spr0814",271,92,301,88,265,84,249,86
"spr0815",730,422,976,522,863,460,724,390
"spr0816",20133,11207,20470,13887,21059,12970,16821,12031
"spr0817",1,5,6,6,2,1,5,1
"spr0818",7,14,11,11,22,16,27,16
"spr0819",12004,7089,12314,9444,12110,8057,9818,8280
"spr0820",19179,12460,19723,16032,18791,13784,15912,13935
"spr0821",22266,16404,24250,20077,21673,17894,18677,18118
"spr0822",26834,19768,28490,23863,24831,21045,22181,21392
"spr0823",17506,14144,20356,18181,17963,15446,15756,15798
"spr0824",2518,2310,2363,2454,2638,2244,2225,2224
"spr0825",854,6080,973,6843,868,6687,821,6524
"spr0826",2861,18822,3547,23136,3167,22180,3265,19318
"spr0827",8,3,5,7,3,3,3,6
"spr0828",4362,5278,4803,5979,4897,6214,4403,5430
"spr0829",2069,2371,2185,2709,2115,2693,1974,2493
"spr0830",6272,7667,6523,8157,6293,8507,5439,7486
"spr0831",13506,16876,13456,19521,14927,18996,11875,17123
"spr0832",4822,5100,5067,5710,5025,5473,4426,4601
"spr0833",9833,9789,10500,11469,9778,10954,8971,9305
"spr0834",7632,7821,8140,8464,7658,8241,6772,7238
"spr0835",2134,1793,2139,2053,1979,1968,1942,1956
"spr0836",3922,2920,4134,3892,4255,3643,3638,3556
"spr0837",792,630,899,806,712,632,751,835
"spr0838",4345,3499,4961,4753,4436,4127,4387,4456
"spr0839",1149,1045,1294,1440,1249,1311,1137,1356
"spr0840",25,30,20,22,35,37,23,24
"spr0841",102,54,120,61,134,54,106,62
"spr0842",91,47,112,59,109,70,125,61
"spr0843",17,8,18,15,31,17,16,11
"spr0844",8830,7712,10116,8045,7904,7669,9415,6957
"spr0845",19841,22952,21295,25533,20419,24738,19260,22474
"spr0846",20259,22724,20270,24634,19010,24439,18173,21284
"spr0847",17040,19137,17632,20830,16432,19489,15467,17677
"spr0848",3075,4051,3583,4424,3379,4055,3123,3544
"spr0849",22914,25246,25175,25690,22191,23213,21957,21416
"spr0850",12535,13988,14130,14716,12752,13321,12249,11773
"spr0851",4891,5652,5945,6377,5228,5261,5072,5046
"spr0852",149,39,117,37,136,44,86,38
"spr0853",99,22,54,24,107,29,61,16
"spr0854",208,80,155,54,234,82,149,49
