"gene_id","Untreated_Rep1","Nov_Rep1","Zn_Rep1","Zn_Nov_Rep1","Untreated_Rep2","Nov_Rep2","Zn_Rep2","Zn_Nov_Rep2"
"spr1826",3719,6812,3378,4464,4077,5237,2672,2897
"spr1827",5020,8641,5156,5635,6423,6564,4491,3815
"spr1828",5762,6179,5290,4015,6550,5050,4346,3169
"spr1829",11650,20077,12275,11430,15169,15338,10606,6991
"spr1830",2614,2492,2239,1929,2671,2448,2194,1564
"spr1831",6306,8224,6803,4396,8689,6200,5826,2900
"spr1832",2073,982,2056,1118,2467,978,2114,876
"spr1833",4439,1695,5916,2889,5110,1745,5107,2503
"spr1834",5225,2038,6712,3244,5723,2000,5606,2706
"spr1835",1115,461,1419,659,1138,440,1106,626
"spr1836",1759,671,2158,1204,2090,659,1750,845
"spr1837",19105,16181,18805,21707,14861,11480,9458,22007
"spr1838",5968,3012,5712,3138,6340,2925,5486,2814
"spr1839",6343,3299,6577,3959,7959,3560,6159,3503
"spr1840",3186,1619,2844,1793,3502,1569,2741,1533
"spr1841",49491,28224,47798,35233,49298,30976,47359,34057
"spr1842",113,100,97,57,102,65,77,46
"spr1843",175,51,176,46,197,65,142,50
"spr1844",46,25,32,33,17,10,39,17
"spr1845",12,20,21,24,19,20,9,18
"spr1846",13,21,9,8,17,12,17,10
"spr1847",7,5,7,12,7,8,11,10
"spr1848",9,12,8,3,12,14,12,6
"spr1849",39,63,35,47,39,71,29,50
"spr1850",789,797,770,931,821,867,714,903
"spr1851",9655,6540,9456,9021,11133,8430,8751,8814
"spr1852",7570,5439,7448,6227,8032,5574,6769,6025
"spr1853",1905,1369,1969,1585,2116,1482,1750,1425
"spr1854",21729,18354,17957,13281,23618,15342,15950,11007
"spr1855",5987,7250,5666,4628,7379,6078,5090,3541
"spr1856",39788,81365,39761,46088,60460,70988,37116,32554
"spr1857",56230,92838,42003,50241,73664,79551,45529,35268
"spr1858",38970,65909,34027,36142,48530,56680,30418,27099
"spr1859",51781,90652,48188,50781,69000,79094,45014,36953
"spr1861",36063,60208,33845,34197,52656,53993,31549,24543
"spr1862",9502,15334,8689,7980,12707,13144,7901,5662
"spr1863",145635,220548,119872,107111,179788,175900,116211,79977
"spr1864",160341,219678,128666,101099,178601,168056,123312,79574
"spr1865",3143,2842,4111,2964,3137,2605,3529,2667
"spr1866",24489,31669,27613,39979,23351,32414,27800,45446
"spr1867",34311,28828,37178,31340,31751,28457,32697,28667
"spr1868",25719,20030,26224,19848,26505,18967,23359,17626
"spr1869",58172,25863,54422,23395,55883,27798,53971,20659
"spr1870",5231,4332,5309,4748,5649,4058,5018,4074
"spr1871",726,469,837,442,641,431,725,397
"spr1872",1180,760,1408,784,1144,656,1231,596
"spr1873",283,249,415,230,318,195,343,149
"spr1874",304,298,584,252,466,253,419,226
"spr1875",8648,9681,18067,11152,14124,9444,15816,8885
"spr1876",3010,3718,3460,3160,3475,3398,2352,2540
"spr1877",7196,8220,7847,7588,7832,7905,5712,6482
"spr1878",23575,23893,26723,24016,26214,24729,21606,21118
"spr1879",12896,13796,14693,13685,15697,14484,12158,11935
"spr1880",8812,9367,8323,10507,10970,12245,7793,8877
"spr1881",25702,28638,22857,28114,27453,31962,22145,25608
"spr1882",47447,49590,44742,51858,48611,56453,41934,48581
"spr1883",31,40,15,53,32,75,19,36
"spr1884",544,740,442,699,576,835,305,667
"spr1885",20179,37897,23166,41799,21322,39071,19461,36114
"spr1886",25,24,26,21,29,18,16,19
"spr1887",17693,30687,18122,30543,17157,30088,15714,27987
"spr1888",22582,27928,21850,27376,20427,27406,19173,25861
"spr1889",2201,2701,2077,2464,2461,2796,1812,2086
"spr1890",23207,25572,21787,29053,24369,29096,20927,27934
"spr1891",65,57,63,33,65,55,53,46
"spr1892",10804,12733,11417,15081,11690,13218,10082,14243
"spr1893",14809,16874,15632,19833,16489,17043,14149,16859
"spr1894",30372,34237,32058,38273,31222,33259,26092,32928
"spr1895",627,975,550,946,1105,920,382,840
"spr1896",318,455,309,478,666,510,211,378
"spr1897",298,405,264,374,496,362,157,350
"spr1898",308,429,277,469,539,409,157,384
"spr1899",349,392,285,441,491,415,168,428
"spr1900",25,30,18,25,29,21,13,15
"spr1901",129,145,176,156,140,153,109,112
"spr1902",31292,35567,27434,35329,32989,37548,28382,33875
"spr1903",33068,40989,31561,40919,34309,43247,30054,38628
"spr1904",5160,5318,6684,5547,5336,5342,5919,4660
"spr1905",4504,3946,5197,3873,3657,3765,4571,3673
"spr1906",11554,10595,13116,9801,10327,9604,12018,9379
"spr1907",9517,7158,10288,6745,9093,6481,9577,6144
"spr1908",6516,5412,7528,5314,7214,5067,6758,4400
"spr1909",18621,21140,19098,21339,19683,20896,16979,18541
"spr1910",33531,40480,32227,42293,33504,42487,30687,41655
"spr1911",22096,20984,24930,21046,26172,19669,21526,16794
"spr1912",2915,2480,3499,2747,3422,2487,2815,2188
"spr1913",2197,1295,2260,1454,2464,1317,2139,1317
"spr1914",33,25,42,16,44,30,21,10
"spr1915",2222,2117,1308,1428,2067,1928,1013,1120
"spr1916",20939,26576,17598,20312,22913,19361,12479,13810
"spr1917",16815,22186,14308,16582,17182,14861,9763,10075
"spr1918",21567,30390,12630,26173,17261,25431,7065,16465
"spr1919",6862,10363,4505,8190,5901,8195,2693,5275
"spr1920",3899,5447,2749,4364,3411,4740,1825,3085
"spr1921",2232,1473,2358,1565,2348,1402,2306,1346
"spr1922",4591,2596,5178,3051,5016,2668,4919,2803
"spr1923",13538,12264,14041,13278,14051,12718,12337,12017
"spr1924",32462,26092,30746,27721,30760,26560,28156,25816
"spr1925",2977,2278,3624,3095,3521,2309,2989,2888
"spr1926",1546,2402,2335,3890,1808,2682,1910,3316
"spr1927",973,1449,1371,2378,1157,1664,1238,1768
"spr1928",197,304,306,377,230,282,217,350
"spr1929",917,1052,1030,1681,1008,1124,944,1398
"spr1930",1128,962,1214,1097,1108,1131,1160,1076
"spr1931",14377,10138,14478,10942,14349,10707,13223,10105
"spr1932",134,85,163,133,140,58,123,64
"spr1933",461,372,468,473,449,321,304,277
"spr1934",623,247,672,324,673,234,651,228
"spr1935",37781,38105,47274,52060,29802,29384,31672,34340
"spr1936",2156,2228,1981,2749,2272,2517,1566,2510
"spr1937",2007,1878,1454,2211,1874,1838,1167,1847
"spr1938",3758,3606,2551,3811,3659,3371,1937,2778
"spr1939",661,573,424,533,506,468,227,364
"spr1940",9410,7791,4531,7171,8561,6445,2533,4209
"spr1941",2730,3906,2920,7712,2888,6163,2807,7951
"spr1942",738,1029,799,2243,809,1755,790,2247
"spr1943",17040,9825,16878,9511,15564,9161,12884,9577
"spr1944",13057,7115,12886,7835,15780,8125,10532,7268
"spr1945",2735,1945,1254,1242,1354,1352,747,1054
"spr1946",28,17,30,7,34,27,24,12
"spr1947",28,21,23,13,31,26,22,18
"spr1948",8,4,6,11,2,10,9,3
"spr1949",152,200,219,234,141,161,200,192
"spr1950",58,82,74,98,66,83,69,67
"spr1951",427,619,524,701,421,608,418,567
"spr1952",271,384,220,357,322,382,170,286
"spr1953",2315,1315,2421,1608,2098,1149,2173,1740
"spr1954",764,380,911,528,649,397,748,572
"spr1955",8045,10791,5308,9642,7289,10298,3679,7849
"spr1956",4144,6480,3404,6318,4072,6368,2537,5143
"spr1957",17888,27286,13863,27140,18291,27357,10778,22844
"spr1958",3119,5753,2748,5744,3479,5713,2059,4652
"spr1959",4489,7929,4146,8134,4357,8149,3459,7790
"spr1960",4746,8445,4673,9012,4740,9009,3954,9110
"spr1961",1167,862,1104,713,1601,906,926,448
"spr1962",45147,39211,46102,40176,51233,38932,45762,36720
"spr1963",233,171,286,492,215,121,311,459
"spr1964",396,280,574,970,366,268,607,948
"spr1965",320,297,632,1309,335,264,610,1431
"spr1966",302,470,880,1471,331,346,826,1334
"spr1967",886,1025,1854,3304,850,783,1559,2670
"spr1968",1454,1497,2641,4152,1128,954,1821,3202
"spr1969",782,721,1557,2015,694,443,872,1458
"spr1970",546,477,965,1452,486,325,641,1010
"spr1971",838,761,1456,2077,647,434,902,1431
"spr1972",2909,2406,4852,7479,2203,1577,3111,5080
"spr1973",7751,7778,14945,25482,6159,5518,10029,17294
"spr1974",2305,1755,2663,2394,2629,1933,2813,2671
"spr1975",15935,6333,13798,6135,17880,6294,11815,5778
"spr1976",5159,2053,5162,1955,5788,1909,4395,1780
"spr1977",5035,1568,4096,1543,4372,1510,3374,1409
"spr1978",1482,464,1523,513,1797,504,1326,505
"spr1979",12317,9661,16356,10065,14943,8367,12233,7258
"spr1980",1703,1301,2274,1452,2129,1127,1897,987
"spr1981",14505,10465,18468,10618,17215,8272,14559,7330
"spr1982",28448,17802,31962,16710,31672,13648,26069,12690
"spr1983",824,246,893,355,1009,246,1052,329
"spr1984",62,33,58,38,66,39,32,22
"spr1985",0,0,0,0,4,0,0,0
"spr1986",2887,2876,1559,2420,2650,2487,799,1546
"spr1987",130,90,35,60,108,65,48,46
"spr1988",352,239,128,156,347,194,120,109
"spr1989",353,250,121,195,377,168,89,122
"spr1990",1657,1077,534,941,1753,802,265,479
"spr1991",3219,2509,1027,2543,3483,1755,429,1274
"spr1992",4442,2528,4471,2573,4381,2127,3941,1810
"spr1993",16745,9649,18558,8039,15152,9379,17772,6758
"spr1994",30101,18952,34928,16117,27996,18141,33015,12706
"spr1995",46999,43592,46780,57540,44762,46303,41590,53131
"spr1996",7152,6723,7684,8220,7487,6720,6847,6784
"spr1997",20053,14508,20360,14812,20175,13891,17440,12193
"spr1998",11000,7563,10943,8384,11574,7727,9367,6891
"spr1999",3712,2537,4377,2651,4030,2241,3531,2276
"spr2000",54732,32125,61509,35975,54894,29362,50108,32138
"spr2001",4606,2587,5328,3023,4405,2158,4498,2720
"spr2002",4195,4146,4035,4765,3675,3899,3463,4512
"spr2003",5660,5851,5680,7357,5864,5787,4960,6354
"spr2004",2985,3162,3114,3688,3025,3148,2725,3440
"spr2005",938,968,942,1289,898,918,936,1271
"spr2006",40033,38001,34111,19759,54873,32361,34385,14579
"spr2007",429,681,546,653,486,578,367,535
"spr2008",30992,42289,33832,41415,33092,36348,27595,34902
"spr2009",2628,3860,3397,4024,3368,3654,2751,3414
"spr2010",36568,48355,39350,45582,42026,40604,33660,35582
"spr2011",10786,12329,9001,12503,13012,11529,8321,10597
"spr2012",6414,3981,6085,2075,8892,3416,5911,1408
"spr2013",13199,7555,11195,3502,17855,6168,11592,2465
"spr2014",3530,1261,3355,1334,3736,1114,2935,1185
"spr2015",2907,930,2673,862,2965,805,2093,738
"spr2016",28,8,26,17,20,12,21,19
"spr2017",155,52,120,43,178,44,89,25
"spr2018",407,268,384,337,412,389,439,304
"spr2019",95511,45938,100083,45868,109821,52953,87141,41808
"spr2020",139695,66434,136402,65212,159424,76079,118864,60798
"spr2021",54705,22943,68762,35666,66636,31794,63356,36819
"spr2022",4155,6726,4663,7143,4886,6551,3738,5795
"spr2023",8683,13917,9507,14415,9593,13676,7445,12274
"spr2024",6671,10608,7396,11521,7793,11696,5739,9552
"spr2025",8312,12312,8658,12487,8622,12606,6789,11395
"spr2026",9732,14869,9702,14712,10024,14815,7805,13380
"spr2027",3468,5742,3471,5489,3619,5744,3118,4751
"spr2028",7954,12251,7895,12017,8432,12350,6378,10662
"spr2029",11853,18585,11886,16645,13205,17653,10166,14496
"spr2030",16797,24705,16418,20670,17687,21590,13874,17440
"spr2031",1200,1242,1014,1234,1390,1389,879,1087
"spr2032",5895,6714,5230,7358,7230,7810,4965,5821
"spr2033",35619,27644,37481,39928,37107,31933,36961,36610
"spr2034",6038,4290,5992,5603,6493,4955,5177,4952
"spr2035",30343,27017,29505,35007,32906,29738,28158,31111
"spr2036",9231,9256,10152,12983,12268,10356,7861,9290
"spr2037",140,105,729,158,227,79,722,100
"spr2038",132,113,698,184,203,78,735,89
"spr2039",432,271,1779,521,563,203,2015,265
"spr2040",437,237,1057,438,583,230,1087,325
"spr2041",56960,53998,60055,35475,67345,48302,51690,33306
"spr2042",80351,79749,87044,50137,96061,66308,75761,44377
"spr2043",7209,6062,7550,4130,7937,5335,6429,3879
"spr2044",1334,1598,1629,1944,1650,1745,1564,1881
"spr2045",57571,75442,58801,50921,71237,47401,50561,32273
"spr2046",27420,33533,27271,23428,34453,21787,22339,15402
