"gene_id","D39WT_Untreated","D39_WT_100Zn","DczcD_100Zn"
"SPD_1746",78,66,36
"SPD_1747",265,238,169
"SPD_1748",188,180,134
"SPD_1749",161,164,195
"SPD_1750",66,63,107
"SPD_1751",67,82,105
"SPD_1752",179,203,232
"SPD_1753",286,295,387
"SPD_1754",435,531,621
"SPD_1755",374,447,620
"SPD_1756",66,65,106
"SPD_1757",1378,1227,1593
"SPD_1758",77524,64397,73376
"SPD_1759",67846,55705,55639
"SPD_1760",24,28,46
"SPD_1761",8171,6995,7938
"SPD_1762",4627,4387,6416
"SPD_1763",2704,2479,4170
"SPD_1764",12911,11558,18580
"SPD_1765",4410,4087,5257
"SPD_1766",1647,1492,2147
"SPD_1767",1503,1422,1803
"SPD_1768",14957,13505,17854
"SPD_1770",508,407,711
"SPD_1769",9442,7389,12205
"SPD_1771",3580,3061,4031
"SPD_1772",259,233,359
"SPD_1773",9961,8093,12134
"SPD_1774",5800,5221,6499
"SPD_1775",3510,3276,4097
"SPD_1776",7598,6656,6291
"SPD_1777",5162,4928,6474
"SPD_1778",7347,7263,10469
"SPD_1779",3774,3594,4967
"SPD_1780",3268,3202,3914
"SPD_1781",3751,3702,4299
"SPD_1782",3192,3259,2943
"SPD_1783",117,149,223
"SPD_1784",192,197,372
"SPD_1785",619,635,934
"SPD_1786",1641,1483,3705
"SPD_1787",1492,1255,2950
"SPD_1788",1473,1340,2424
"SPD_1789",1028,680,869
"SPD_1790",12515,9930,8280
"SPD_1791",13890,11479,17062
"SPD_1792",178,189,169
"SPD_1793",778,647,469
"SPD_1794",4791,4539,7789
"SPD_1796",1549,1457,2220
"SPD_1795",441,411,689
"SPD_1797",7868,7717,5162
"SPD_1798",723,789,1849
"SPD_1799",966,1035,2511
"SPD_1800",444,450,812
"SPD_1801",351,378,625
"SPD_1802",74,97,169
"SPD_1803",70,57,126
"SPD_1804",425,361,445
"SPD_1805",948,846,739
"SPD_1806",1021,954,732
"SPD_1807",549,572,341
"SPD_1808",1164,1022,627
"SPD_1809",1279,1150,624
"SPD_1810",783,679,376
"SPD_1811",100,113,76
"SPD_1812",43,61,28
"SPD_1813",26,31,9
"SPD_1814",662,9569,8337
"SPD_1815",2,10,9
"SPD_1816",465,4210,4336
"SPD_1817",448,428,150
"SPD_1818",41,51,34
"SPD_1819",10635,8626,9674
"SPD_1820",3698,2820,3561
"SPD_1821",7776,6875,9156
"SPD_1822",2679,2254,2885
"SPD_1823",360024,291912,225200
"SPD_1824",1378,1242,2183
"SPD_1825",1343,1145,1838
"SPD_1826",2216,2095,2813
"SPD_1827",916,757,1233
"SPD_1828",223,201,211
"SPD_1829",1536,1407,1008
"SPD_1830",943,965,1620
"SPD_1831",1048,1007,1852
"SPD_1832",362,317,684
"SPD_1833",455,399,775
"SPD_1834",21431,17022,9593
"SPD_1835",584,459,499
"SPD_1836",2449,1955,2021
"SPD_1837",3436,2772,2752
"SPD_1838",4367,3408,2974
"SPD_1839",28304,24941,28441
"SPD_1840",41,41,59
"SPD_1841",92,94,113
"SPD_1842",43,39,78
"SPD_1843",31,32,96
"SPD_1844",26,38,85
"SPD_1845",19,24,59
"SPD_1846",18,22,65
"SPD_1847",39,46,147
"SPD_1848",399,411,633
"SPD_1849",9675,8573,10731
"SPD_1850",6256,5426,6626
"SPD_1851",2808,1991,2636
"SPD_1852",282,196,285
"SPD_1853",10168,8312,8804
"SPD_1854",2788,2409,3498
"SPD_1855",66,186,117
"SPD_1856",39,119,76
"SPD_1857",67,241,156
"SPD_1858",72,284,146
"SPD_1859",32,130,68
"SPD_1860",39,204,101
"SPD_1861",38,129,97
"SPD_1862",85,356,187
"SPD_1863",106,377,190
"SPD_1864",2664,2245,3455
"SPD_1865",2726,3135,1629
"SPD_1866",7242,6802,7176
"SPD_1867",12046,10550,18572
"SPD_1868",24210,19505,23126
"SPD_1869",3484,3174,6815
"SPD_1870",1846,1685,4528
"SPD_1871",597,517,1471
"SPD_1872",982,763,2299
"SPD_1873",214,219,584
"SPD_1874",48156,34706,128754
"SPD_1875",994,824,1052
"SPD_1876",1570,1457,2080
"SPD_1877",8164,7370,12490
"SPD_1878",4210,3768,5882
"SPD_1879",889,850,680
"SPD_1880",1804,1798,1466
"SPD_1881",2349,2267,2032
"SPD_1882",1813,1654,1549
"SPD_1883",1658,1543,1589
"SPD_1884",2196,2246,2033
"SPD_1885",2595,2537,2185
"SPD_1886",5678,5295,3882
"SPD_1887",2701,2232,1638
"SPD_1888",452,415,291
"SPD_1889",160,152,107
"SPD_1890",34,31,12
"SPD_1891",748,9704,8292
"SPD_1892",10,17,9
"SPD_1893",482,4280,4422
"SPD_1894",498,438,135
"SPD_1895",5238,4104,3915
"SPD_1896",14688,11692,10280
"SPD_1897",32105,31266,27128
"SPD_1898",488,417,416
"SPD_1899",1055,989,1398
"SPD_1900",5954,6153,12645
"SPD_1901",1172,1196,2304
"SPD_1902",4316,4288,8464
"SPD_1903",6257,5967,9184
"SPD_1904",1428,1228,1340
"SPD_1905",20022,17780,19909
"SPD_1906",3443,3033,3995
"SPD_1907",5972,5716,8643
"SPD_1908",10279,9491,14157
"SPD_1909",14017,12913,19723
"SPD_1910",363,467,586
"SPD_1911",289,349,524
"SPD_1912",330,358,570
"SPD_1913",275,359,491
"SPD_1914",267,324,418
"SPD_1915",68,74,92
"SPD_1916",61,58,67
"SPD_1917",121,100,90
"SPD_1918",17129,13604,14446
"SPD_1919",17178,14177,18463
"SPD_1920",1378,1426,2607
"SPD_1921",1313,1392,2713
"SPD_1922",2347,2313,4495
"SPD_1923",3980,3766,6326
"SPD_1924",3251,3092,7078
"SPD_1925",14817,13563,23771
"SPD_1926",18845,14993,16271
"SPD_1927",7134,5835,3390
"SPD_1928",2297,1715,758
"SPD_1929",1440,1290,2508
"SPD_1930",10,10,16
"SPD_1931",313,237,122
"SPD_1932",29648,32052,31242
"SPD_1933",16496,16623,14430
"SPD_1934",16664,18721,7148
"SPD_1935",6128,7157,3461
"SPD_1936",4457,5136,2805
"SPD_1937",2511,2512,4233
"SPD_1938",3682,3730,7207
"SPD_1939",1262,1210,1630
"SPD_1940",7887,7131,10514
"SPD_1941",15426,13763,16965
"SPD_1942",51,44,42
"SPD_1943",1746,1392,1305
"SPD_1944",963,895,1145
"SPD_1945",640,619,911
"SPD_1946",244,211,338
"SPD_1947",313,267,348
"SPD_1948",431,395,517
"SPD_1949",1113,1000,998
"SPD_1950",8714,7487,9453
"SPD_1951",88,77,121
"SPD_1952",200,200,345
"SPD_1953",40,29,39
"SPD_1954",485,445,458
"SPD_1955",1112,926,1050
"SPD_1956",10951,9319,12046
"SPD_1957",457,445,720
"SPD_1958",348,334,615
"SPD_1959",450,546,776
"SPD_1960",81,86,185
"SPD_1961",531,539,737
"SPD_1962",2512,2675,3062
"SPD_1963",22396,17592,9990
"SPD_1964",22469,17979,11427
"SPD_1965",322,1474,840
"SPD_1966",54,56,68
"SPD_1967",1553,1451,1779
"SPD_1968",17,10,20
"SPD_1969",130,196,463
"SPD_1970",65,97,189
"SPD_1971",263,382,1198
"SPD_1972",146,158,522
"SPD_1973",508,602,1502
"SPD_1974",292,338,973
"SPD_1975",5969,5008,4294
"SPD_1976",8290,7745,7783
"SPD_1977",1331,1295,1508
"SPD_1978",1791,1911,2539
"SPD_1979",1851,1847,2485
"SPD_1980",43,55,61
"SPD_1981",110,95,112
"SPD_1982",64,56,57
"SPD_1983",928,895,649
"SPD_1984",7927,7306,5501
"SPD_1985",69,70,96
"SPD_1986",85,121,154
"SPD_1987",76,89,110
"SPD_1988",62,81,96
"SPD_1989",51,55,85
"SPD_1990",40,38,62
"SPD_1991",13,13,32
"SPD_1992",18,28,36
"SPD_1993",18,19,41
"SPD_1994",31,33,72
"SPD_1995",37,48,118
"SPD_1996",217,234,177
"SPD_1997",8284,5967,7577
"SPD_1998",3914,2953,3237
"SPD_1999",3134,2318,2442
"SPD_2000",1245,927,1001
"SPD_2001",134,95,83
"SPD_2002",8979,8479,12667
"SPD_2003",2275,2098,3387
"SPD_2004",9050,8140,11352
"SPD_2005",13071,11133,13781
"SPD_2006",1068,729,664
"SPD_2007",778,814,1373
"SPD_2008",195,147,275
"SPD_2009",358,339,263
"SPD_2010",45,33,62
"SPD_2011",104,99,225
"SPD_2012",344,357,542
"SPD_2013",281,276,418
"SPD_2014",1230,1123,2338
"SPD_2015",12183,10168,15340
"SPD_2016",15850,13280,22135
"SPD_2017",12220,11603,18020
"SPD_2018",1734,1794,2882
"SPD_2019",3646,3834,7351
"SPD_2020",2031,2077,3886
"SPD_2021",807,785,1272
"SPD_2022",13864,13571,22174
"SPD_2023",1062,1076,2000
"SPD_2024",1516,1683,2231
"SPD_2025",2383,2774,2966
"SPD_2026",1102,1235,1429
"SPD_2027",424,491,462
"SPD_2028",265,434,489
"SPD_2029",1260,1038,2276
"SPD_2030",10688,9579,15426
"SPD_2031",3182,2807,3530
"SPD_2032",12501,10830,12424
"SPD_2033",3921,3621,2886
"SPD_2034",21,61,34
"SPD_2035",42,116,73
"SPD_2036",1782,1552,2203
"SPD_2037",1780,1452,2301
"SPD_2038",85,90,112
"SPD_2039",39,30,68
"SPD_2040",239,219,324
"SPD_2041",73289,61633,49909
"SPD_2042",115097,88754,59372
"SPD_2043",84086,61474,126118
"SPD_2044",3214,2903,3402
"SPD_2045",4855,4490,5773
"SPD_2046",3182,3089,4089
"SPD_2047",3622,3429,4682
"SPD_2048",3334,3164,3969
"SPD_2049",2200,2118,2258
"SPD_2050",3668,3277,3514
"SPD_2051",6326,5574,5437
"SPD_2052",7685,6321,5153
"SPD_2053",1484,1195,1336
"SPD_2054",4632,3674,5059
"SPD_2055",15704,14885,23327
"SPD_2056",4790,3937,4568
"SPD_2057",18003,14245,16283
"SPD_2058",4227,3412,5755
"SPD_2059",160,231,670
"SPD_2060",267,265,434
"SPD_2061",70,128,58
"SPD_2062",99,249,123
"SPD_2063",705,2148,1186
"SPD_2064",944,3362,1911
"SPD_2065",155,445,288
"SPD_2066",69,78,105
"SPD_2067",844,707,839
"SPD_2068",20181,9442,19039
"SPD_2069",11585,6044,11668
