gene_id,WT1,WT2,A1,A2
PA14_RS16805,339,240,1467,1614
PA14_RS16810,67,49,254,237
PA14_RS16815,629,445,1013,881
PA14_RS16820,0,1,23,11
PA14_RS16825,2,5,15,16
PA14_RS16830,19,15,30,27
PA14_RS16835,31,16,18,27
PA14_RS16840,1,0,5,3
PA14_RS16845,8,6,25,23
PA14_RS16850,0,0,4,8
PA14_RS16855,0,0,4,10
PA14_RS16860,2,1,2,3
PA14_RS16865,3,0,15,6
PA14_RS16870,5,2,17,25
PA14_RS16875,3,3,30,26
PA14_RS16885,3,2,0,7
PA14_RS16890,1,1,25,24
PA14_RS16895,0,0,4,2
PA14_RS16900,3,5,11,12
PA14_RS16910,68,48,598,520
PA14_RS16915,63,30,308,387
PA14_RS16920,110,113,635,527
PA14_RS16925,146,88,784,767
PA14_RS16930,0,0,10,13
PA14_RS16935,2,0,20,21
PA14_RS16940,5,2,20,20
PA14_RS16945,4,1,27,21
PA14_RS16950,0,0,7,3
PA14_RS16955,1,0,8,18
PA14_RS16960,10,5,68,73
PA14_RS16965,29,20,182,191
PA14_RS16970,13,13,72,76
PA14_RS16975,33,26,45,68
PA14_RS16980,10,0,25,21
PA14_RS16985,1,0,22,27
PA14_RS16990,0,1,12,3
PA14_RS17000,0,0,1,1
PA14_RS17010,104,75,939,932
PA14_RS17020,5,8,85,84
PA14_RS17025,1,4,4,7
PA14_RS17030,0,0,6,1
PA14_RS17035,20,11,27,24
PA14_RS17040,0,0,3,4
PA14_RS17045,2,0,8,6
PA14_RS17050,0,2,5,2
PA14_RS17055,13,5,60,97
PA14_RS17060,6,4,50,49
PA14_RS17065,2,0,18,16
PA14_RS17070,9,3,22,18
PA14_RS17075,3,5,12,9
PA14_RS17080,1,0,3,0
PA14_RS17090,6,1,5,16
PA14_RS17095,8,5,19,36
PA14_RS17100,3,3,19,19
PA14_RS17105,1,1,0,0
PA14_RS17110,4,1,17,14
PA14_RS17115,0,1,5,8
PA14_RS17120,0,0,1,0
PA14_RS17125,0,0,0,5
PA14_RS17130,32,30,295,306
PA14_RS17135,30,15,85,88
PA14_RS17140,2,1,2,3
PA14_RS17150,0,0,1,0
PA14_RS17155,2,2,0,1
PA14_RS17160,5,0,5,1
PA14_RS17170,1,0,1,2
PA14_RS17180,0,0,4,1
PA14_RS17185,1,0,3,5
PA14_RS17190,0,0,0,1
PA14_RS17195,0,0,0,1
PA14_RS17200,2,0,8,7
PA14_RS17205,1,1,15,14
PA14_RS17215,0,1,4,6
PA14_RS17225,0,1,4,1
PA14_RS17235,1,1,6,4
PA14_RS17240,0,0,1,0
PA14_RS17250,11,8,32,45
PA14_RS17255,0,0,0,1
PA14_RS17260,3,0,0,1
PA14_RS17270,0,0,3,2
PA14_RS17275,0,0,0,2
PA14_RS17280,15,3,1132,1133
PA14_RS17285,8,6,340,325
PA14_RS17295,14,15,620,485
PA14_RS17300,2,10,320,255
PA14_RS17305,0,0,31,38
PA14_RS17310,3,4,97,93
PA14_RS17315,17,11,362,384
PA14_RS17320,0,1,39,51
PA14_RS17325,2,1,20,32
PA14_RS17330,7,8,13,13
PA14_RS17335,6,10,50,36
PA14_RS17340,3,4,13,20
PA14_RS17345,0,0,5,11
PA14_RS17350,0,0,2,4
PA14_RS17355,0,0,3,4
PA14_RS17360,2,2,6,6
PA14_RS17365,1,1,1,3
PA14_RS17370,9,10,41,33
PA14_RS17375,51,46,78,76
PA14_RS17380,5,5,7,24
PA14_RS17385,48,45,177,212
PA14_RS17390,10,6,26,24
PA14_RS17395,15,15,128,113
PA14_RS17400,95,49,332,344
PA14_RS17405,20,8,66,44
PA14_RS17410,28,21,86,99
PA14_RS17415,6,3,39,35
PA14_RS17420,0,0,1,7
PA14_RS17425,1,1,27,14
PA14_RS17430,0,0,0,3
PA14_RS17435,8,4,33,36
PA14_RS17440,2,2,0,6
PA14_RS17445,1,1,6,10
PA14_RS17455,0,1,6,7
PA14_RS17460,7,10,14,23
PA14_RS17465,3,1,10,14
PA14_RS17470,6,2,55,36
PA14_RS17475,0,0,0,1
PA14_RS17480,15,20,36,56
PA14_RS17485,0,0,4,1
PA14_RS17490,4,1,2,2
PA14_RS17495,12,3,41,34
PA14_RS17500,17,14,39,32
PA14_RS17505,0,3,2,2
PA14_RS17510,111,84,479,454
PA14_RS17515,6,4,53,42
PA14_RS17520,2,1,10,6
PA14_RS17525,3,1,10,15
PA14_RS17530,2,0,8,8
PA14_RS17535,11,9,75,61
PA14_RS17540,3,4,47,46
PA14_RS17545,1,3,5,8
PA14_RS17550,23,22,38,41
PA14_RS17555,19,8,41,48
PA14_RS17560,4,3,17,8
PA14_RS17565,3,2,14,15
PA14_RS17570,1,3,22,28
PA14_RS17575,4,1,13,6
PA14_RS17580,2,1,5,7
PA14_RS17585,0,1,9,5
PA14_RS17590,0,0,3,2
PA14_RS17595,20,17,81,76
PA14_RS17600,8,7,26,37
PA14_RS17605,0,1,8,5
PA14_RS17610,0,0,0,6
PA14_RS17615,0,1,8,9
PA14_RS17620,0,0,0,1
PA14_RS17625,1,0,8,7
PA14_RS17630,3,3,12,14
PA14_RS17635,0,0,2,2
PA14_RS17640,1,1,3,2
PA14_RS17645,0,0,0,3
PA14_RS17650,3,1,14,10
PA14_RS17655,8,0,15,15
PA14_RS17660,5,4,20,25
PA14_RS17665,2,2,49,48
PA14_RS17670,3,4,28,18
PA14_RS17675,0,0,1,3
PA14_RS17680,5,2,12,6
PA14_RS17685,0,0,2,2
PA14_RS17690,0,1,2,1
PA14_RS17695,0,0,3,7
PA14_RS17700,3,1,3,8
PA14_RS17705,0,0,3,1
PA14_RS17710,1,0,1,6
PA14_RS17715,0,1,0,1
PA14_RS17720,9,12,6,9
PA14_RS17725,1,0,2,3
PA14_RS17730,24,15,88,67
PA14_RS17735,8,11,28,42
PA14_RS17740,107,65,238,250
PA14_RS17745,225,190,2184,2743
PA14_RS17750,258,188,1770,1645
PA14_RS17755,47,31,182,183
PA14_RS17760,8,6,58,63
PA14_RS17765,5,5,53,48
PA14_RS17770,18,14,49,57
PA14_RS17775,52,20,130,119
PA14_RS17780,8,6,20,17
PA14_RS17785,2,2,18,17
PA14_RS17790,13,8,19,41
PA14_RS17795,6,2,12,14
PA14_RS17800,9,6,7,8
PA14_RS17805,3,0,3,2
PA14_RS17810,1,2,1,1
PA14_RS17815,8,9,19,33
PA14_RS17820,2,0,3,7
PA14_RS17825,0,1,2,2
PA14_RS17830,0,1,2,3
PA14_RS17835,277,205,2399,2116
PA14_RS17840,14,4,26,29
PA14_RS17845,0,7,21,29
PA14_RS17850,3,0,23,20
PA14_RS17855,6,3,16,17
PA14_RS17860,5,2,31,19
PA14_RS17865,2,1,35,42
PA14_RS17870,7,9,106,94
PA14_RS17875,4,6,30,38
PA14_RS17880,12,10,55,57
PA14_RS17885,1,6,9,11
PA14_RS17890,9,6,26,51
PA14_RS17895,358,226,1291,1143
PA14_RS17900,1,1,4,2
PA14_RS17905,0,0,6,1
PA14_RS17915,2,6,18,28
PA14_RS17920,0,0,5,4
PA14_RS17925,6,6,21,17
PA14_RS17930,7,11,108,107
PA14_RS17935,3,2,10,9
PA14_RS17940,0,0,4,1
PA14_RS17945,69,60,199,215
PA14_RS17950,2,1,4,5
PA14_RS17955,1,2,7,3
PA14_RS17960,4,3,8,9
PA14_RS17965,7,10,53,46
PA14_RS17970,14,9,43,33
PA14_RS17975,1,3,8,8
PA14_RS17980,5,5,12,11
PA14_RS17985,1,3,9,5
PA14_RS17990,332,272,443,485
PA14_RS17995,384,349,1322,1159
PA14_RS18000,94,70,255,246
PA14_RS18005,0,0,1,2
PA14_RS18010,1045,729,1969,1899
PA14_RS18015,1668,1105,2350,2262
PA14_RS18020,722,469,885,869
PA14_RS18025,2201,1457,2120,2745
PA14_RS18030,347,266,905,837
PA14_RS18035,158,120,1249,1137
PA14_RS18040,379,245,490,497
PA14_RS18045,232,186,826,865
PA14_RS18050,1191,859,1075,1128
PA14_RS18055,84,78,153,165
PA14_RS18060,47,39,68,68
PA14_RS18065,16,7,62,73
PA14_RS18070,3,0,12,7
PA14_RS18075,658,430,2964,2681
PA14_RS18080,8,6,39,20
PA14_RS18085,227,156,584,639
PA14_RS18090,11,20,86,106
PA14_RS18095,31,26,94,130
PA14_RS18100,29,26,269,264
PA14_RS18115,14,12,73,56
PA14_RS18120,1,5,20,13
PA14_RS18125,3,2,5,9
PA14_RS18130,5,3,13,17
PA14_RS18140,1,3,3,0
PA14_RS18145,10,13,26,26
PA14_RS18150,9,4,24,29
PA14_RS18155,1,2,28,36
PA14_RS18160,1,0,11,23
PA14_RS18165,0,1,5,5
PA14_RS18170,7,4,58,59
PA14_RS18175,2,1,6,12
PA14_RS18180,12,14,28,24
PA14_RS18185,66,46,152,143
PA14_RS18190,104,67,109,101
PA14_RS18195,89,38,64,114
PA14_RS18200,23,29,114,105
PA14_RS18205,7,11,14,23
PA14_RS18210,7,5,37,32
PA14_RS18215,0,0,1,3
PA14_RS18220,43,32,232,228
PA14_RS18225,34,26,101,86
PA14_RS18230,87,66,166,171
PA14_RS18235,45,31,61,81
PA14_RS18240,62,50,128,110
PA14_RS18245,9,3,47,37
PA14_RS18250,97,49,229,219
PA14_RS18255,201,134,562,617
PA14_RS18260,397,259,1009,951
PA14_RS18265,18,19,58,97
PA14_RS18270,2,2,20,17
PA14_RS18280,0,1,10,3
PA14_RS18285,17,17,129,157
PA14_RS18290,0,0,3,2
PA14_RS18295,2,2,34,58
PA14_RS18300,2,0,6,3
PA14_RS18305,6,3,11,2
PA14_RS18310,11,14,21,39
PA14_RS18315,20,21,7,14
PA14_RS18320,0,0,10,4
PA14_RS18325,2,2,17,20
PA14_RS18330,1,0,8,8
PA14_RS18335,110,64,142,164
PA14_RS18340,390,233,1112,1019
PA14_RS18345,12,4,16,15
PA14_RS18350,6,7,45,60
PA14_RS18355,3,2,11,18
PA14_RS18360,53,38,46,68
PA14_RS18365,5,3,21,17
PA14_RS18370,2,4,11,12
PA14_RS18375,0,0,3,3
PA14_RS18380,1,2,24,24
PA14_RS18385,5,2,22,19
PA14_RS18390,0,0,1,1
PA14_RS18395,2,1,0,4
PA14_RS18400,1,0,0,0
PA14_RS18405,0,0,1,0
PA14_RS18410,1,2,5,8
PA14_RS18415,0,0,7,3
PA14_RS18425,0,1,5,4
PA14_RS18430,1,1,8,2
PA14_RS18435,0,0,0,2
PA14_RS18440,44,31,98,113
PA14_RS18445,14,8,19,25
PA14_RS18450,32,24,140,131
PA14_RS18455,4,5,20,32
PA14_RS18460,0,0,3,5
PA14_RS18465,1,2,0,0
PA14_RS18470,0,1,3,2
PA14_RS18475,5,0,18,12
PA14_RS18490,0,0,1,0
PA14_RS18495,1,0,8,9
PA14_RS18500,1,2,4,3
PA14_RS18505,0,1,3,4
PA14_RS18510,0,1,11,4
PA14_RS18515,5,4,26,36
PA14_RS18520,0,0,0,9
PA14_RS18525,0,1,5,7
PA14_RS18530,0,0,8,9
PA14_RS18535,8,2,25,20
PA14_RS18540,0,2,2,2
PA14_RS18545,5,3,21,13
PA14_RS18550,4,3,17,29
PA14_RS18555,0,3,13,7
PA14_RS18560,1,1,2,3
PA14_RS18565,3,1,3,2
PA14_RS18570,0,0,1,1
PA14_RS18575,3,2,15,9
PA14_RS18580,0,0,1,3
PA14_RS18585,0,0,2,2
PA14_RS18590,7,3,7,9
PA14_RS18595,0,1,5,2
PA14_RS18600,0,0,3,4
PA14_RS18605,16,21,367,330
PA14_RS18610,8,3,84,73
PA14_RS18615,3,4,18,5
PA14_RS18620,0,0,1,5
PA14_RS18625,6,3,28,23
PA14_RS18630,4,2,7,11
PA14_RS18635,5,5,32,17
PA14_RS18640,15,8,64,63
PA14_RS18645,11,9,16,11
PA14_RS18655,92,78,715,717
PA14_RS18660,0,0,27,33
PA14_RS18665,0,0,3,0
PA14_RS18670,10,9,24,20
PA14_RS18675,1,0,2,3
PA14_RS18680,2,4,21,11
PA14_RS18685,0,1,9,8
PA14_RS18690,3,7,10,10
PA14_RS18695,3,1,5,0
PA14_RS18700,21,11,37,34
PA14_RS18705,18,12,12,8
PA14_RS18710,6,3,9,16
PA14_RS18715,49,16,74,64
PA14_RS18720,6,5,28,21
PA14_RS18725,11,6,10,18
PA14_RS18730,8,5,15,14
PA14_RS18740,0,0,4,5
PA14_RS18745,0,1,1,6
PA14_RS18750,0,2,9,5
PA14_RS18755,3,0,2,5
PA14_RS18760,21,11,59,111
PA14_RS18765,1,1,14,15
PA14_RS18770,4,10,22,22
PA14_RS18775,1,0,10,17
PA14_RS18780,1,2,5,14
PA14_RS18785,4,1,10,8
PA14_RS18790,8,4,12,13
PA14_RS18795,13,8,20,26
PA14_RS18800,15,7,26,31
PA14_RS18805,3,3,15,17
PA14_RS18815,0,0,3,1
PA14_RS18820,24,19,74,97
PA14_RS18825,2,4,18,15
PA14_RS18830,0,0,1,1
PA14_RS18835,1,0,11,3
PA14_RS18840,3,6,18,15
PA14_RS18845,2,1,2,7
PA14_RS18855,95,73,191,200
PA14_RS18860,113,88,175,209
PA14_RS18865,1,2,11,5
PA14_RS18870,0,0,2,3
PA14_RS18875,11,12,53,44
PA14_RS18880,51,39,132,154
PA14_RS18885,12,6,103,92
PA14_RS18890,12,10,30,30
PA14_RS18895,130,75,198,230
PA14_RS18900,165,140,462,491
PA14_RS18905,0,0,5,1
PA14_RS18910,21,16,90,79
PA14_RS18915,4,2,26,9
PA14_RS18920,7,9,57,38
PA14_RS18925,10,8,13,25
PA14_RS18930,2,3,13,5
PA14_RS18935,0,3,37,23
PA14_RS18940,42,31,98,90
PA14_RS18945,6,1,27,23
PA14_RS18950,5,0,20,31
PA14_RS18955,0,0,3,1
PA14_RS18960,0,1,11,22
PA14_RS18965,1,1,4,3
PA14_RS18970,8,9,128,120
PA14_RS18975,5,8,24,24
PA14_RS18980,6,4,37,50
PA14_RS18985,6,1,34,19
PA14_RS18990,0,0,4,6
PA14_RS18995,3,2,4,2
PA14_RS19000,0,0,1,2
PA14_RS19005,4,0,3,13
PA14_RS19010,3,6,12,6
PA14_RS19015,1,2,2,2
PA14_RS19020,0,3,44,35
PA14_RS19025,1,0,1,5
PA14_RS19030,3,1,2,8
PA14_RS19040,2,2,26,19
PA14_RS19045,11,12,23,29
PA14_RS19050,1,3,3,11
PA14_RS19055,1,1,13,2
PA14_RS19060,0,0,1,0
PA14_RS19065,701,563,1626,1587
PA14_RS19070,106,87,121,100
PA14_RS19075,120,107,195,202
PA14_RS19080,658,412,611,582
PA14_RS19085,189,143,390,332
PA14_RS19090,651,516,632,639
PA14_RS19095,80,52,97,100
PA14_RS19100,13,12,30,51
PA14_RS19105,1,2,18,27
PA14_RS19110,2,0,29,20
PA14_RS19115,2,1,21,17
PA14_RS19120,57,49,163,151
PA14_RS19125,4,4,42,26
PA14_RS19130,0,0,1,1
PA14_RS19135,24,16,19,37
PA14_RS19140,3,2,11,18
PA14_RS19145,2,2,10,6
PA14_RS19150,0,1,1,2
PA14_RS19155,1,0,6,8
PA14_RS19160,0,0,3,0
PA14_RS19165,7,4,30,21
PA14_RS19170,2,0,12,13
PA14_RS19175,4,2,10,15
PA14_RS19180,6,9,30,41
PA14_RS19185,23,18,113,90
PA14_RS19190,3,2,30,26
PA14_RS19195,7,8,61,65
PA14_RS19200,3,2,14,19
PA14_RS19205,1,0,9,3
PA14_RS19210,2,0,1,11
PA14_RS19215,15,12,45,42
PA14_RS19220,4,0,6,3
PA14_RS19225,31,41,284,427
PA14_RS19230,10,13,56,59
PA14_RS19235,10,3,33,32
PA14_RS19240,1,0,14,11
PA14_RS19245,1,0,1,5
PA14_RS19250,1,1,2,1
PA14_RS19255,49,26,159,146
PA14_RS19260,58,34,666,612
PA14_RS19265,8,9,24,34
PA14_RS19270,0,0,2,1
PA14_RS19275,0,0,0,2
PA14_RS19285,0,0,1,1
PA14_RS19290,12,13,36,41
PA14_RS19295,0,0,17,24
PA14_RS19300,1,0,6,7
PA14_RS19305,1,0,0,3
PA14_RS19310,161,122,389,437
PA14_RS19315,62,38,112,118
PA14_RS19320,13,17,50,85
PA14_RS19325,41,42,109,108
PA14_RS19330,8,7,21,13
PA14_RS19335,298,215,1394,1343
PA14_RS19340,7,0,12,13
PA14_RS19345,0,2,8,4
PA14_RS19355,9,1,15,30
PA14_RS19360,0,0,0,1
PA14_RS19365,5,5,17,20
PA14_RS19370,2,0,1,4
PA14_RS19375,1,0,0,1
PA14_RS19385,1,4,0,0
PA14_RS19390,0,2,4,1
PA14_RS19395,1,1,1,1
PA14_RS19405,1,0,0,0
PA14_RS19410,1,2,4,0
PA14_RS19415,3,1,2,0
PA14_RS19420,0,0,9,16
PA14_RS19425,0,0,4,9
PA14_RS19430,31,17,109,113
PA14_RS19435,4,1,15,11
PA14_RS19440,0,1,3,3
PA14_RS19445,5,3,14,5
PA14_RS19450,11,7,20,8
PA14_RS19455,0,0,2,0
PA14_RS19460,7,3,27,22
PA14_RS19465,2,0,3,5
PA14_RS19470,3,0,1,6
PA14_RS19475,2,0,9,3
PA14_RS19480,0,0,2,10
PA14_RS19485,4,2,3,6
PA14_RS19490,0,0,5,3
PA14_RS19495,1,0,3,5
PA14_RS19500,4,4,12,7
PA14_RS19505,3,0,1,2
PA14_RS19510,5,1,6,9
PA14_RS19515,2,2,11,4
PA14_RS19520,0,0,2,0
PA14_RS19525,0,2,6,10
PA14_RS19530,2,3,3,0
PA14_RS19535,5,4,7,6
PA14_RS19540,1,4,6,6
PA14_RS19545,2,1,1,9
PA14_RS19550,1,0,4,6
PA14_RS19555,4,2,3,3
PA14_RS19560,8,8,38,42
PA14_RS19565,28,32,93,86
PA14_RS19570,2,1,3,8
PA14_RS19575,0,0,6,2
PA14_RS19580,4,1,4,7
PA14_RS19585,2,6,9,8
PA14_RS19590,1,0,5,3
PA14_RS19595,0,3,3,5
PA14_RS19600,1,0,8,2
PA14_RS19605,0,0,2,1
PA14_RS19610,19,7,56,59
PA14_RS19615,8,11,17,15
PA14_RS19620,1,2,22,22
PA14_RS19625,1,3,3,4
PA14_RS19630,1,0,3,3
PA14_RS19635,7,4,33,39
PA14_RS19640,5,3,129,161
PA14_RS19645,3,1,25,19
PA14_RS19650,0,0,2,1
PA14_RS19655,6,2,33,25
PA14_RS19660,3,1,25,17
PA14_RS19665,4,2,12,10
PA14_RS19670,1,0,1,0
PA14_RS19675,3,0,2,6
PA14_RS19680,5,0,22,27
PA14_RS19690,22,10,62,38
PA14_RS19700,8,8,18,11
PA14_RS19705,5,7,2,1
PA14_RS19710,5,3,2,1
PA14_RS19715,56,33,21,17
PA14_RS19720,28,19,18,14
PA14_RS19725,42,25,10,9
PA14_RS19730,20,10,11,8
PA14_RS19735,6,5,5,5
PA14_RS19740,7,3,1,7
PA14_RS19745,3,3,4,5
PA14_RS19750,6,6,5,2
PA14_RS19755,4,4,17,11
PA14_RS19760,5,2,28,42
PA14_RS19765,5,3,19,22
PA14_RS19770,14,12,52,66
PA14_RS19775,0,0,23,25
PA14_RS19780,0,0,6,2
PA14_RS19785,1,3,0,2
PA14_RS19790,1,0,4,1
PA14_RS19795,0,0,3,6
PA14_RS19800,9,4,32,37
PA14_RS19805,1,1,4,1
PA14_RS19810,0,0,6,5
PA14_RS19815,0,0,3,0
PA14_RS19820,0,0,19,28
PA14_RS19825,1,0,9,1
PA14_RS19830,6,4,5,14
PA14_RS19835,0,5,0,11
PA14_RS19840,1,1,4,3
PA14_RS19845,5,0,20,21
PA14_RS19850,21,18,74,105
PA14_RS19855,16,8,72,62
PA14_RS19860,25,20,38,40
PA14_RS19865,2,1,17,20
PA14_RS19870,7,7,19,16
PA14_RS19875,0,0,0,5
PA14_RS19880,1,1,2,4
PA14_RS19890,0,0,2,2
PA14_RS19900,0,0,1,4
PA14_RS19905,0,0,0,1
PA14_RS19910,0,0,9,2
PA14_RS19915,16,12,31,32
PA14_RS19920,13,8,46,82
PA14_RS19925,0,0,6,12
PA14_RS19930,4,0,7,7
PA14_RS19935,6,3,21,9
PA14_RS19940,3,2,6,9
PA14_RS19945,3,1,5,7
PA14_RS19950,2,1,15,12
PA14_RS19955,11,4,32,12
PA14_RS19960,24,21,67,74
PA14_RS19965,3,2,29,18
PA14_RS19970,0,0,13,5
PA14_RS19975,3,0,1,1
PA14_RS19980,3,1,10,16
PA14_RS19985,35,16,9,16
PA14_RS19990,2,3,1,2
PA14_RS19995,18,12,10,10
PA14_RS20000,138,97,75,73
PA14_RS20005,15,14,11,7
PA14_RS20010,22,11,12,10
PA14_RS20015,4,7,4,3
PA14_RS20020,10,6,152,128
PA14_RS20025,5,2,27,13
PA14_RS20030,1,1,0,1
PA14_RS20035,2,0,9,7
PA14_RS20040,14,6,19,12
PA14_RS20045,4,4,13,10
PA14_RS20050,0,0,6,8
PA14_RS20055,10,12,39,31
PA14_RS20060,12,10,69,54
PA14_RS20065,17,16,123,121
PA14_RS20070,64,33,179,192
PA14_RS20075,2,5,24,18
PA14_RS20080,4,4,6,8
PA14_RS20085,1,3,0,0
PA14_RS20090,490,312,1572,1332
PA14_RS20095,1082,700,1880,1991
PA14_RS20100,7,0,20,8
PA14_RS20105,42,38,297,333
PA14_RS20110,14,14,59,26
PA14_RS20115,19,9,48,33
PA14_RS20120,5,6,37,33
PA14_RS20125,1,0,6,11
PA14_RS20130,1,3,1,8
PA14_RS20135,0,0,5,5
PA14_RS20140,0,1,1,3
PA14_RS20145,4,4,33,18
PA14_RS20150,5,0,25,22
PA14_RS20155,26,25,183,217
PA14_RS20160,14,6,18,26
PA14_RS20165,3,0,4,4
PA14_RS20170,0,0,0,1
PA14_RS20175,1,5,11,7
PA14_RS20180,1,2,3,0
PA14_RS20185,21,8,33,19
PA14_RS20190,0,0,1,1
PA14_RS20195,0,0,3,2
PA14_RS20200,1,2,12,21
PA14_RS20205,7,2,7,8
PA14_RS20210,22,14,10,7
PA14_RS20215,2,0,1,0
PA14_RS20220,2,0,3,3
PA14_RS20225,90,51,299,243
PA14_RS20230,40,20,151,129
PA14_RS20235,1,3,4,11
PA14_RS20240,3,2,10,8
PA14_RS20245,329,174,65,56
PA14_RS20250,10,4,7,9
PA14_RS20255,9,7,56,42
PA14_RS20260,2,16,44,42
PA14_RS20265,72,39,80,100
PA14_RS20270,51,33,140,137
PA14_RS20275,17,7,111,144
PA14_RS20280,21,22,96,99
PA14_RS20285,70,78,221,220
PA14_RS20290,34,24,149,169
PA14_RS20295,5,3,45,34
PA14_RS20300,104,81,743,770
PA14_RS20305,9,11,122,106
PA14_RS20310,1,2,30,26
PA14_RS20315,0,0,2,2
PA14_RS20320,10,15,36,45
PA14_RS20325,1,0,7,2
PA14_RS20330,0,0,1,2
PA14_RS20335,360,243,567,503
PA14_RS20340,2,4,74,88
PA14_RS20345,0,0,2,9
PA14_RS20350,5,1,12,29
PA14_RS20355,8,5,18,27
PA14_RS20360,0,3,12,20
PA14_RS20365,1,3,13,17
PA14_RS20370,2,1,3,2
PA14_RS20375,0,3,14,14
PA14_RS20380,0,0,0,1
PA14_RS20385,0,2,13,14
PA14_RS20390,2,1,23,21
PA14_RS20395,8,5,62,40
PA14_RS20400,2,3,29,21
PA14_RS20405,2,1,5,10
PA14_RS20410,7,4,16,16
PA14_RS20415,8,2,53,33
PA14_RS20420,5,5,7,6
PA14_RS20425,3,1,0,0
PA14_RS20430,0,0,3,4
PA14_RS20435,19,19,94,103
PA14_RS20440,12,8,66,88
PA14_RS20445,6,2,13,15
PA14_RS20450,2,2,15,13
PA14_RS20455,0,0,4,6
PA14_RS20460,0,0,2,8
PA14_RS20465,0,0,1,3
PA14_RS20470,17,9,43,48
PA14_RS20475,14,7,25,39
PA14_RS20480,2,3,14,12
PA14_RS20485,4,2,28,11
PA14_RS20490,3,3,9,20
PA14_RS20495,51,17,47,66
PA14_RS20500,1416,924,3862,4102
PA14_RS20505,93,85,181,208
PA14_RS20510,77,52,137,171
PA14_RS20515,101,60,189,201
PA14_RS20520,59,37,93,93
PA14_RS20525,0,0,4,0
PA14_RS20530,3,0,6,5
PA14_RS20535,0,0,1,3
PA14_RS20540,6,9,21,21
PA14_RS20545,1,4,12,4
PA14_RS20550,42,38,134,159
PA14_RS20555,8,9,62,51
PA14_RS20560,4,2,7,20
PA14_RS20565,4,0,16,22
PA14_RS20570,0,0,5,10
PA14_RS20575,0,0,0,1
PA14_RS20580,0,0,1,0
PA14_RS20585,0,2,6,7
PA14_RS20590,5,1,19,21
PA14_RS20595,1,0,4,3
PA14_RS20600,4,3,13,19
PA14_RS20605,13,21,156,123
PA14_RS20610,13,11,315,305
PA14_RS20615,0,4,40,40
PA14_RS20620,42,32,56,75
PA14_RS20625,1,0,1,3
PA14_RS20630,0,0,0,3
PA14_RS20635,2,1,3,5
PA14_RS20640,0,0,17,13
PA14_RS20645,0,1,40,56
PA14_RS20650,0,2,17,20
PA14_RS20655,1,3,19,17
PA14_RS20660,4,0,16,7
PA14_RS20665,3,3,4,3
PA14_RS20670,0,0,4,0
PA14_RS20675,26,19,95,95
PA14_RS20680,2,8,41,30
PA14_RS20685,13,8,18,15
PA14_RS20690,5,9,31,39
PA14_RS20695,1,0,11,17
PA14_RS20700,52,38,421,448
PA14_RS20705,7,8,100,123
PA14_RS20710,31,18,106,93
PA14_RS20715,86,68,218,170
PA14_RS20720,4,6,12,18
PA14_RS20725,0,0,6,4
PA14_RS20730,0,0,0,2
PA14_RS20735,2,1,0,10
PA14_RS20740,3,0,7,17
PA14_RS20745,7,7,50,52
PA14_RS20750,0,0,17,28
PA14_RS20755,1,0,6,2
PA14_RS20760,1,0,10,8
PA14_RS20765,0,1,3,2
PA14_RS20770,0,0,1,3
PA14_RS20775,0,0,1,0
PA14_RS20780,0,0,1,0
PA14_RS20785,15,4,33,39
PA14_RS20790,0,0,5,5
PA14_RS20795,8,4,7,5
PA14_RS20800,2,3,9,6
PA14_RS20805,2,1,6,5
PA14_RS20810,22,8,48,70
PA14_RS20815,2,1,24,21
PA14_RS20820,1,3,3,2
PA14_RS20825,121,102,157,195
PA14_RS20830,1,2,10,10
PA14_RS20835,0,0,16,5
PA14_RS20840,2,0,6,6
PA14_RS20845,14,16,119,88
PA14_RS20850,180,105,459,465
PA14_RS20855,11,5,46,47
PA14_RS20860,0,0,0,3
PA14_RS20865,38,35,181,205
PA14_RS20870,21,14,38,26
PA14_RS20875,234,155,1126,1080
PA14_RS20880,26,22,119,123
PA14_RS20885,2,1,34,42
PA14_RS20890,0,0,4,4
PA14_RS20895,9,3,21,26
PA14_RS20900,3,2,15,11
PA14_RS20905,0,0,1,0
PA14_RS20910,0,0,9,6
PA14_RS20915,22,20,95,105
PA14_RS20920,29,13,84,94
PA14_RS20925,1,1,26,43
PA14_RS20930,8,4,41,35
PA14_RS20935,0,3,11,15
PA14_RS20940,14,8,21,42
PA14_RS20945,4,8,29,24
PA14_RS20950,47,18,101,89
PA14_RS20955,8,8,10,13
PA14_RS20960,59,27,147,151
PA14_RS20965,30,27,143,159
PA14_RS20970,24,7,122,108
PA14_RS20975,8,7,101,64
PA14_RS20985,1,0,5,2
PA14_RS21005,263,171,633,641
PA14_RS21010,20,14,63,67
PA14_RS21015,36,16,82,81
PA14_RS21020,19,8,15,35
PA14_RS21025,61,41,200,238
PA14_RS21030,15,12,39,37
PA14_RS21035,0,0,4,3
PA14_RS21040,2,3,8,11
PA14_RS21045,23,11,102,125
PA14_RS21050,1,1,13,14
PA14_RS21055,1,2,3,5
PA14_RS21060,10,5,36,35
PA14_RS21065,5,7,20,27
PA14_RS21070,8,13,96,75
PA14_RS21075,0,0,3,8
PA14_RS21080,0,0,1,1
PA14_RS21085,4,1,24,13
PA14_RS21090,8,1,30,35
PA14_RS21095,625,482,1639,1665
PA14_RS21105,2,1,8,5
