gene_id,WT1,WT2,A1,A2
PA14_RS08310,58,34,67,75
PA14_RS08315,16,19,51,40
PA14_RS08320,8,4,15,32
PA14_RS08325,0,0,7,0
PA14_RS08330,4,2,7,6
PA14_RS08335,21,16,42,44
PA14_RS08340,834,612,1473,1628
PA14_RS08345,187,160,496,545
PA14_RS08350,25,16,119,115
PA14_RS08355,161,119,338,274
PA14_RS08360,12,10,74,60
PA14_RS08365,81,57,338,311
PA14_RS08370,60,35,158,166
PA14_RS08375,27,10,30,24
PA14_RS08380,130,66,1225,1337
PA14_RS08385,27,35,157,148
PA14_RS08390,17,7,65,95
PA14_RS08395,1,2,15,6
PA14_RS08400,365,289,1607,1688
PA14_RS08405,32,31,223,226
PA14_RS08410,0,0,5,10
PA14_RS08420,3,1,1,2
PA14_RS08430,6,6,12,10
PA14_RS08435,0,0,5,2
PA14_RS08440,0,0,1,7
PA14_RS08445,3,0,9,9
PA14_RS08450,7,2,52,35
PA14_RS08455,455,326,251,238
PA14_RS08460,8,7,17,14
PA14_RS08465,3,3,6,8
PA14_RS08470,0,1,2,0
PA14_RS08475,15,7,129,114
PA14_RS08480,0,3,20,18
PA14_RS08485,2,0,12,21
PA14_RS08490,0,5,16,19
PA14_RS08495,0,0,2,2
PA14_RS08505,0,3,5,3
PA14_RS08510,0,1,4,2
PA14_RS08515,0,0,3,8
PA14_RS08520,2,0,9,20
PA14_RS08525,3,6,62,55
PA14_RS08530,4,1,17,20
PA14_RS08535,14,8,24,42
PA14_RS08540,0,0,7,12
PA14_RS08545,2,3,17,16
PA14_RS08550,22,13,37,53
PA14_RS08555,7,10,41,49
PA14_RS08565,25,9,189,195
PA14_RS08570,5,1,13,19
PA14_RS08575,6,11,49,58
PA14_RS08580,1,1,11,18
PA14_RS08585,0,0,3,3
PA14_RS08590,0,0,8,8
PA14_RS08595,131,97,258,278
PA14_RS08600,267,183,628,551
PA14_RS08605,3,0,1,0
PA14_RS08610,118,141,370,371
PA14_RS08615,3,0,6,15
PA14_RS08620,44,24,218,221
PA14_RS08625,18,30,45,72
PA14_RS08630,0,2,4,0
PA14_RS08635,34,24,37,47
PA14_RS08650,6,3,6,7
PA14_RS08655,7,3,22,41
PA14_RS08660,1,2,19,11
PA14_RS08665,97,92,973,1078
PA14_RS08670,23,19,171,168
PA14_RS08675,12,13,54,37
PA14_RS08680,13,1,11,16
PA14_RS08685,23,13,38,46
PA14_RS08690,5,5,6,17
PA14_RS08695,2,3,28,21
PA14_RS08700,8,13,97,71
PA14_RS08705,8,16,44,50
PA14_RS08710,217,182,810,979
PA14_RS08715,50,44,562,628
PA14_RS08720,6,5,93,100
PA14_RS08725,0,2,27,26
PA14_RS08730,3,4,70,39
PA14_RS08735,5,2,8,9
PA14_RS08740,99,70,81,82
PA14_RS08745,43,34,85,67
PA14_RS08750,11,5,75,92
PA14_RS08755,28,18,113,98
PA14_RS08760,5,3,89,90
PA14_RS08765,54,25,256,231
PA14_RS08770,3,1,40,26
PA14_RS08775,1,2,22,10
PA14_RS08780,2,4,13,21
PA14_RS08785,0,1,14,4
PA14_RS08790,326,462,704,1022
PA14_RS08795,317,492,654,1163
PA14_RS08800,178,118,1118,1176
PA14_RS08805,21,7,114,102
PA14_RS08810,56,31,74,73
PA14_RS08815,58,57,205,220
PA14_RS08820,71,39,109,111
PA14_RS08825,4,2,9,8
PA14_RS08830,23,18,88,95
PA14_RS08835,0,4,16,17
PA14_RS08840,52,51,146,182
PA14_RS08845,21,12,59,51
PA14_RS08850,3,3,31,29
PA14_RS08855,1,4,7,15
PA14_RS08860,3,4,25,27
PA14_RS08865,11,10,24,40
PA14_RS08870,13,7,20,43
PA14_RS08875,0,0,6,4
PA14_RS08880,5,6,21,19
PA14_RS08885,6,4,26,27
PA14_RS08890,2,2,9,19
PA14_RS08895,0,1,7,15
PA14_RS08900,0,0,6,11
PA14_RS08905,1,1,6,11
PA14_RS08910,17,9,81,71
PA14_RS08915,23,22,68,42
PA14_RS08920,8,5,20,24
PA14_RS08935,71,43,308,292
PA14_RS08940,110,68,390,409
PA14_RS08960,24,17,136,140
PA14_RS08965,56,32,207,265
PA14_RS08970,4,1,46,36
PA14_RS08985,1,0,6,8
PA14_RS08990,7,7,59,39
PA14_RS08995,8,4,45,56
PA14_RS09000,4,0,19,19
PA14_RS09015,226,160,1831,1788
PA14_RS09020,22,15,175,160
PA14_RS09025,8,11,83,96
PA14_RS09030,5,9,96,134
PA14_RS09035,5,3,56,52
PA14_RS09040,16,16,117,110
PA14_RS09045,36,30,239,216
PA14_RS09050,43,31,74,99
PA14_RS09055,11,6,29,39
PA14_RS09060,2,3,3,13
PA14_RS09065,18,9,32,31
PA14_RS09070,10,11,64,68
PA14_RS09075,9,4,20,20
PA14_RS09080,1,5,37,35
PA14_RS09085,4,3,12,26
PA14_RS09090,1,0,5,5
PA14_RS09095,1,1,10,7
PA14_RS09100,30,19,121,84
PA14_RS09105,6,1,17,18
PA14_RS09110,1,1,1,18
PA14_RS09115,1,2,2,6
PA14_RS09120,4,4,23,20
PA14_RS09125,25,20,59,63
PA14_RS09130,18,12,43,52
PA14_RS09135,80,48,230,217
PA14_RS09140,1,6,14,16
PA14_RS09145,0,0,4,4
PA14_RS09150,1,0,12,18
PA14_RS09155,1,0,16,15
PA14_RS09160,3,4,13,17
PA14_RS09165,1,4,13,14
PA14_RS09170,4,0,6,4
PA14_RS09175,22,15,126,99
PA14_RS09180,0,0,1,8
PA14_RS09185,0,2,6,5
PA14_RS09190,2,0,2,4
PA14_RS09195,2,1,2,10
PA14_RS09200,5,7,15,22
PA14_RS09205,1,1,8,8
PA14_RS09210,4,3,42,44
PA14_RS09215,7,6,59,56
PA14_RS09220,4,4,36,39
PA14_RS09225,2,0,14,13
PA14_RS09230,0,0,4,3
PA14_RS09235,1,0,5,11
PA14_RS09240,0,0,0,2
PA14_RS09245,48,40,46,61
PA14_RS09250,10,11,110,121
PA14_RS09255,11,13,15,32
PA14_RS09260,61,39,97,119
PA14_RS09265,18,16,76,83
PA14_RS09270,28,20,211,254
PA14_RS09275,6,4,28,38
PA14_RS09280,2,1,31,11
PA14_RS09285,537,366,1208,1168
PA14_RS09290,364,278,885,1015
PA14_RS09295,295,207,634,487
PA14_RS09300,56,41,153,152
PA14_RS09305,816,608,2279,2331
PA14_RS09310,167,110,467,490
PA14_RS09315,89,69,278,253
PA14_RS09320,226,136,939,827
PA14_RS09325,190,145,662,597
PA14_RS09330,81,60,265,309
PA14_RS09335,32,20,196,246
PA14_RS09340,341,251,1608,1593
PA14_RS09345,29,16,123,155
PA14_RS09350,85,51,209,244
PA14_RS09355,8,5,64,43
PA14_RS09360,39,21,396,309
PA14_RS09365,5,10,127,91
PA14_RS09370,1,3,78,92
PA14_RS09375,3,3,57,50
PA14_RS09380,0,1,16,14
PA14_RS09385,0,0,4,5
PA14_RS09390,16,13,74,71
PA14_RS09395,2,1,13,19
PA14_RS09400,0,1,10,6
PA14_RS09405,3,1,6,9
PA14_RS09410,32,14,116,107
PA14_RS09415,652,497,3076,3248
PA14_RS09420,1025,642,2122,2348
PA14_RS09425,339,228,590,560
PA14_RS09430,50,37,108,118
PA14_RS09435,132,103,370,373
PA14_RS09440,300,175,624,593
PA14_RS09445,3066,2136,18706,17651
PA14_RS09450,75,55,468,605
PA14_RS09455,55,50,334,413
PA14_RS09460,1612,1062,4469,5061
PA14_RS09465,2356,1565,4537,5420
PA14_RS09470,4253,2810,6691,7107
PA14_RS09475,1517,1045,3520,4280
PA14_RS09480,1501,997,2009,2478
PA14_RS09485,3664,2559,6354,6621
PA14_RS09490,2429,1588,3378,3635
PA14_RS09495,1056,835,2094,2433
PA14_RS09500,1331,875,4039,4023
PA14_RS09505,24,12,59,55
PA14_RS09510,3,2,6,8
PA14_RS09515,12,6,46,52
PA14_RS09520,124,101,328,326
PA14_RS09525,14,13,67,78
PA14_RS09530,2,3,17,20
PA14_RS09535,5,4,35,44
PA14_RS09540,114,98,400,396
PA14_RS09545,3664,3394,18467,12849
PA14_RS09550,101,152,584,483
PA14_RS09555,3722,3284,18246,12752
PA14_RS09560,83,109,579,542
PA14_RS09565,5,4,57,34
PA14_RS09570,4,1,24,24
PA14_RS09575,16,9,79,135
PA14_RS09580,12,11,68,77
PA14_RS09585,37,17,245,264
PA14_RS09590,2,0,20,36
PA14_RS09595,0,0,30,19
PA14_RS09600,361,291,386,375
PA14_RS09605,1,3,17,19
PA14_RS09610,8,17,34,52
PA14_RS09615,24,9,27,44
PA14_RS09620,18,11,39,43
PA14_RS09625,90,67,207,198
PA14_RS09630,40,27,63,56
PA14_RS09635,43,27,64,39
PA14_RS09640,73,52,131,128
PA14_RS09645,527,322,1380,1809
PA14_RS09650,14,12,117,138
PA14_RS09655,844,725,2724,3083
PA14_RS09660,203,126,308,373
PA14_RS09665,28,40,169,167
PA14_RS09670,201,133,1464,1606
PA14_RS09675,133,131,620,631
PA14_RS09680,31,22,101,123
PA14_RS09685,28,21,342,321
PA14_RS09690,374,297,1485,1679
PA14_RS09695,152,95,457,427
PA14_RS09700,12,14,38,50
PA14_RS09705,4,2,51,37
PA14_RS09710,10,21,89,88
PA14_RS09715,171,104,253,262
PA14_RS09720,28,32,50,35
PA14_RS09725,167,106,120,129
PA14_RS09730,52,35,44,45
PA14_RS09735,54,58,94,117
PA14_RS09740,20,22,31,33
PA14_RS09745,129,74,221,277
PA14_RS09750,57,53,58,91
PA14_RS09755,5,5,8,7
PA14_RS09760,372,496,671,1051
PA14_RS09765,309,538,642,1237
PA14_RS09770,336,516,602,1141
PA14_RS09775,0,0,13,26
PA14_RS09780,2,2,22,22
PA14_RS09785,16,5,26,36
PA14_RS09790,29,25,33,51
PA14_RS09795,13,6,25,27
PA14_RS09800,1,1,25,20
PA14_RS09805,66,42,258,278
PA14_RS09810,57,47,127,129
PA14_RS09815,24,17,50,49
PA14_RS09820,65,36,257,270
PA14_RS09825,150,108,320,335
PA14_RS09830,375,266,614,565
PA14_RS09835,139,118,521,386
PA14_RS09840,63,54,181,150
PA14_RS09845,11,11,52,49
PA14_RS09850,56,31,200,160
PA14_RS09855,4,1,9,5
PA14_RS09860,1,2,5,8
PA14_RS09865,26,18,40,45
PA14_RS09870,1,0,8,17
PA14_RS09875,5,0,15,17
PA14_RS09880,0,2,3,6
PA14_RS09885,1,0,3,5
PA14_RS09890,1,0,0,0
PA14_RS09895,0,0,1,3
PA14_RS09900,2,4,9,8
PA14_RS09905,8,8,25,31
PA14_RS09910,2704,1909,3297,3545
PA14_RS09915,2,2,31,31
PA14_RS09920,8,10,42,40
PA14_RS09925,9,5,21,16
PA14_RS09930,5,2,8,12
PA14_RS09935,1,0,5,6
PA14_RS09940,11,5,24,28
PA14_RS09945,12,7,21,16
PA14_RS09955,61,36,175,194
PA14_RS09960,56,37,148,184
PA14_RS09965,15,9,36,36
PA14_RS09970,2,0,13,12
PA14_RS09975,1,3,5,0
PA14_RS09980,1,2,7,7
PA14_RS09985,23,18,276,276
PA14_RS09990,18,13,210,277
PA14_RS09995,47,34,586,569
PA14_RS10000,4,9,31,32
PA14_RS10005,100,63,271,228
PA14_RS10010,26,12,78,104
PA14_RS10015,6,13,48,29
PA14_RS10020,3,1,11,14
PA14_RS10030,0,0,1,5
PA14_RS10035,2,0,0,2
PA14_RS10040,0,2,6,12
PA14_RS10045,11,7,39,28
PA14_RS10050,2,4,11,21
PA14_RS10055,4,0,20,23
PA14_RS10060,0,1,2,5
PA14_RS10065,34,23,309,320
PA14_RS10070,8,9,82,90
PA14_RS10075,1,7,43,62
PA14_RS10085,4,2,5,5
PA14_RS10090,4,1,10,7
PA14_RS10095,17,16,57,76
PA14_RS10100,61,46,157,143
PA14_RS10105,13,8,34,51
PA14_RS10110,20,12,55,52
PA14_RS10115,12,14,40,38
PA14_RS10120,26,17,27,36
PA14_RS10125,18,10,26,24
PA14_RS10130,60,62,75,89
PA14_RS10135,18,6,11,17
PA14_RS10140,20,9,74,97
PA14_RS10145,61,50,451,391
PA14_RS10150,30,18,507,557
PA14_RS10155,2,0,68,62
PA14_RS10160,0,5,35,32
PA14_RS10165,3,3,52,93
PA14_RS10170,1455,974,1540,1466
PA14_RS10175,680,475,544,554
PA14_RS10180,26,13,150,156
PA14_RS10185,939,794,2570,2393
PA14_RS10190,74,60,225,262
PA14_RS10195,21,22,115,137
PA14_RS10200,7,6,33,36
PA14_RS10205,9,7,30,30
PA14_RS10210,397,306,810,635
PA14_RS10215,34,18,184,179
PA14_RS10220,41,30,170,216
PA14_RS10225,1,1,5,19
PA14_RS10230,5,1,32,40
PA14_RS10235,309,210,1573,1475
PA14_RS10240,80,43,611,600
PA14_RS10245,130,108,971,1011
PA14_RS10250,73,51,334,351
PA14_RS10255,59,44,268,301
PA14_RS10260,104,83,486,455
PA14_RS10265,36,33,196,233
PA14_RS10270,263,207,708,774
PA14_RS10275,44,27,132,114
PA14_RS10280,16,32,49,52
PA14_RS10285,385,250,1654,1521
PA14_RS10290,6,6,25,34
PA14_RS10295,2,0,2,4
PA14_RS10300,2,1,33,31
PA14_RS10305,46,41,368,366
PA14_RS10310,25,15,101,97
PA14_RS10315,61,36,293,337
PA14_RS10320,0,0,4,2
PA14_RS10325,5,4,38,37
PA14_RS10330,39,46,287,313
PA14_RS10335,9,5,49,46
PA14_RS10340,23,22,121,112
PA14_RS10345,87,49,360,325
PA14_RS10350,21,18,103,68
PA14_RS10355,24,28,93,129
PA14_RS10360,46,33,121,137
PA14_RS10365,13,4,25,35
PA14_RS10370,357,226,1250,1392
PA14_RS10375,51,38,272,349
PA14_RS10380,201,139,1366,1420
PA14_RS10385,5,3,21,30
PA14_RS10390,63,47,1401,1270
PA14_RS10395,786,521,5986,6129
PA14_RS10400,46,39,206,208
PA14_RS10405,102,65,892,1066
PA14_RS10410,821,518,5389,5401
PA14_RS10415,2905,1838,9698,9868
PA14_RS10420,206,156,1273,1319
PA14_RS10425,32,15,157,111
PA14_RS10430,43,39,226,218
PA14_RS10435,27,13,78,114
PA14_RS10440,61,42,164,113
PA14_RS10445,135,90,591,675
PA14_RS10450,15,15,55,50
PA14_RS10455,8,7,72,64
PA14_RS10460,39,21,139,142
PA14_RS10465,35,33,165,187
PA14_RS10470,37,22,125,153
PA14_RS10475,13,4,37,21
PA14_RS10480,27,24,151,109
PA14_RS10485,1793,1169,2451,2739
PA14_RS10490,608,383,938,902
PA14_RS10495,128,106,417,427
PA14_RS10500,5,1,18,20
PA14_RS10505,3,2,11,25
PA14_RS10510,1,1,1,0
PA14_RS10515,2,0,2,6
PA14_RS10520,3,0,8,5
PA14_RS10525,74,46,357,401
PA14_RS10530,108,67,205,189
PA14_RS10535,3,7,26,39
PA14_RS10540,4,7,36,71
PA14_RS10545,7,2,30,36
PA14_RS10550,3,3,23,19
PA14_RS10555,5,3,21,20
PA14_RS10560,18,8,57,43
PA14_RS10565,9,7,6,10
PA14_RS10585,2,3,8,25
PA14_RS10590,0,0,10,12
PA14_RS10595,0,0,4,1
PA14_RS10600,12,12,31,38
PA14_RS10605,2,0,12,9
PA14_RS10610,0,0,5,5
PA14_RS10615,1,0,17,14
PA14_RS10620,6,3,18,33
PA14_RS10625,0,0,3,4
PA14_RS10630,5,5,12,10
PA14_RS10635,3,2,21,23
PA14_RS10640,3,6,9,16
PA14_RS10645,0,0,8,6
PA14_RS10650,1,2,9,9
PA14_RS10655,7,3,64,50
PA14_RS10660,32,34,111,98
PA14_RS10665,2,2,3,0
PA14_RS10670,4,4,8,12
PA14_RS10675,3,8,22,27
PA14_RS10680,1,0,1,2
PA14_RS10685,13,5,31,18
PA14_RS10690,5,5,9,5
PA14_RS10695,1,0,1,3
PA14_RS10700,2,0,2,2
PA14_RS10705,0,3,22,22
PA14_RS10710,2,1,8,11
PA14_RS10715,0,0,1,0
PA14_RS10720,1,0,6,0
PA14_RS10725,0,1,1,3
PA14_RS10730,22,11,128,117
PA14_RS10735,4,3,27,35
PA14_RS10740,26,19,92,113
PA14_RS10745,31,15,101,94
PA14_RS10750,26,17,183,228
PA14_RS10755,5,9,372,385
PA14_RS10760,11,13,407,388
PA14_RS10765,21,19,262,246
PA14_RS10770,0,1,7,14
PA14_RS10775,78,62,310,310
PA14_RS10780,18,12,82,89
PA14_RS10785,11,5,34,49
PA14_RS10790,81,54,289,193
PA14_RS10795,12,3,78,71
PA14_RS10800,0,0,7,4
PA14_RS10805,1,1,6,1
PA14_RS10810,1,0,0,1
PA14_RS10815,2,5,11,6
PA14_RS10820,2,3,9,8
PA14_RS10825,2,0,5,17
PA14_RS10830,1,1,3,3
PA14_RS10835,67,65,125,168
PA14_RS10840,33,20,124,142
PA14_RS10845,1,1,9,14
PA14_RS10850,2,1,15,17
PA14_RS10855,2,1,2,6
PA14_RS10860,0,0,0,4
PA14_RS10865,64,42,180,257
PA14_RS10870,30,24,122,156
PA14_RS10875,9,4,51,66
PA14_RS10880,6,6,41,46
PA14_RS10885,11,10,48,58
PA14_RS10890,10,1,12,20
PA14_RS10895,10,17,30,27
PA14_RS10900,7,8,18,16
PA14_RS10905,9,7,31,17
PA14_RS10910,10,6,25,13
PA14_RS10915,5,2,19,18
PA14_RS10920,1,0,2,4
PA14_RS10925,0,0,8,8
PA14_RS10930,3,0,6,8
PA14_RS10935,24,18,149,188
PA14_RS10940,32,26,82,75
PA14_RS10945,1,0,7,6
PA14_RS10950,0,2,5,7
PA14_RS10955,0,0,1,0
PA14_RS10960,6,7,98,93
PA14_RS10965,8,2,104,109
PA14_RS10970,5,4,41,43
PA14_RS10975,1,3,7,4
PA14_RS10980,36,22,139,144
PA14_RS10985,15,6,96,100
PA14_RS10990,131,85,451,431
PA14_RS10995,1,1,2,2
PA14_RS11005,32,16,130,207
PA14_RS11010,521,324,5888,5393
PA14_RS11015,1,0,38,34
PA14_RS11020,0,1,26,32
PA14_RS11025,0,1,20,18
PA14_RS11030,6,3,27,33
PA14_RS11035,3,2,9,16
PA14_RS11040,3,6,11,10
PA14_RS11045,21,0,57,59
PA14_RS11050,4,7,15,31
PA14_RS11055,9,13,40,55
PA14_RS11060,0,1,15,8
PA14_RS11065,8,3,901,831
PA14_RS11070,0,0,1,2
PA14_RS11075,0,1,7,6
PA14_RS11080,0,0,4,4
PA14_RS11085,2,1,6,10
PA14_RS11090,0,0,10,9
PA14_RS11095,0,0,8,12
PA14_RS11100,4,1,12,16
PA14_RS11105,10,20,45,89
PA14_RS11110,7,9,30,25
PA14_RS11115,2,1,20,27
PA14_RS11120,3,1,9,9
PA14_RS11125,45,40,72,110
PA14_RS11130,221,126,432,499
PA14_RS11135,37,27,70,66
PA14_RS11140,19,14,22,44
PA14_RS11145,12,10,73,90
PA14_RS11150,84,33,448,427
PA14_RS11155,14,12,49,56
PA14_RS11160,10,6,38,65
PA14_RS11165,3,1,16,20
PA14_RS11170,84,151,592,510
PA14_RS11175,202,272,523,757
PA14_RS11180,178,252,521,818
PA14_RS11185,2,1,40,37
PA14_RS11190,4,5,20,19
PA14_RS11195,2,2,12,18
PA14_RS11200,0,1,4,6
PA14_RS11205,0,0,1,0
PA14_RS11210,2,6,47,29
PA14_RS11215,6,2,28,39
PA14_RS11220,6,1,9,9
PA14_RS11225,3,4,17,17
PA14_RS11230,22,17,79,53
PA14_RS11235,2,4,23,31
PA14_RS11240,7,5,12,6
PA14_RS11245,5,4,33,36
PA14_RS11250,10,4,13,18
PA14_RS11255,57,25,74,45
PA14_RS11260,54,34,228,230
PA14_RS11265,48,47,174,185
PA14_RS11270,13,9,39,30
PA14_RS11275,2,3,6,6
PA14_RS11280,2,1,2,1
PA14_RS11285,1,2,1,3
PA14_RS11290,2,3,56,37
PA14_RS11295,3,0,4,0
PA14_RS11300,4,3,6,4
PA14_RS11305,0,1,7,7
PA14_RS11310,5,2,38,57
PA14_RS11315,1,3,18,18
PA14_RS11320,106,74,451,424
PA14_RS11325,1,2,22,24
PA14_RS11330,151,130,778,702
PA14_RS11335,73,67,633,648
PA14_RS11340,10,8,60,45
PA14_RS11345,2,1,15,12
PA14_RS11350,386,272,601,759
PA14_RS11355,15,17,104,111
PA14_RS11360,4,1,26,42
PA14_RS11365,0,0,5,2
PA14_RS11370,5,1,18,29
PA14_RS11375,3,3,15,13
PA14_RS11380,264,177,36,38
PA14_RS11385,33,29,6,3
PA14_RS11390,1,1,3,1
PA14_RS11400,5,2,11,7
PA14_RS11405,2,2,16,16
PA14_RS11410,0,0,1,3
PA14_RS11420,2,0,4,2
PA14_RS11425,23,8,23,40
PA14_RS11430,8,2,13,7
PA14_RS11435,7,7,44,48
PA14_RS11440,0,1,22,12
PA14_RS11445,371,427,1219,1335
PA14_RS11450,18,17,192,172
PA14_RS11455,13,10,42,52
PA14_RS11460,2,4,46,42
PA14_RS11465,8,4,32,28
PA14_RS11470,19,25,193,167
PA14_RS11475,6,9,117,129
PA14_RS11480,14,12,106,105
PA14_RS11485,51,48,342,363
PA14_RS11490,3,7,67,74
PA14_RS11495,3,1,20,24
PA14_RS11500,2,1,25,26
PA14_RS11505,12,7,66,67
PA14_RS11510,65,44,255,242
PA14_RS11515,5,6,69,65
PA14_RS11520,11,12,19,16
PA14_RS11525,45,51,81,101
PA14_RS11530,6,4,10,5
PA14_RS11535,8,7,25,16
PA14_RS11540,3,1,29,17
PA14_RS11545,6,2,16,22
PA14_RS11550,139,86,288,244
PA14_RS11555,0,2,2,8
PA14_RS11560,13,11,118,79
PA14_RS11565,66,46,314,308
PA14_RS11570,7,5,42,29
PA14_RS11575,0,5,6,5
PA14_RS11580,3,3,25,48
PA14_RS11585,0,0,5,6
PA14_RS11590,1,0,1,1
PA14_RS11595,2,2,5,8
PA14_RS11600,0,0,7,12
PA14_RS11605,4,7,72,93
PA14_RS11610,0,0,3,0
PA14_RS11615,13,6,29,39
PA14_RS11620,3,0,1,14
PA14_RS11625,4,4,13,19
PA14_RS11630,11,5,37,47
PA14_RS11635,15,3,68,59
PA14_RS11640,34,15,151,125
PA14_RS11645,129,68,865,962
PA14_RS11650,7,4,72,55
PA14_RS11655,7,6,74,73
PA14_RS11660,2,5,39,40
PA14_RS11665,572,414,1917,2016
PA14_RS11670,1757,1097,9382,10730
PA14_RS11675,1863,1205,10148,9747
PA14_RS11680,1163,773,5019,5022
PA14_RS11685,400,276,1057,1113
PA14_RS11690,652,437,1790,1518
PA14_RS11695,943,609,2393,2560
PA14_RS11700,120,91,562,613
PA14_RS11705,3058,2444,19492,11736
PA14_RS11720,538,360,3047,3343
PA14_RS11725,78,64,414,369
PA14_RS11730,2677,1858,5797,6007
PA14_RS11735,950,674,2119,2284
PA14_RS11740,997,703,1306,1336
PA14_RS11745,1764,1183,3457,3896
PA14_RS11760,0,0,22,15
PA14_RS11765,5,2,44,63
PA14_RS11770,5,2,5,6
PA14_RS11775,4,2,38,53
PA14_RS11780,0,0,1,3
PA14_RS11785,0,0,3,2
PA14_RS11790,1,1,5,4
PA14_RS11795,0,0,0,1
PA14_RS11800,0,0,1,3
PA14_RS11805,1,1,0,7
PA14_RS11810,5,2,34,30
PA14_RS11815,1,0,3,6
PA14_RS11820,1,0,3,2
PA14_RS11825,15,14,27,18
PA14_RS11830,5,3,7,22
PA14_RS11835,6,0,3,2
PA14_RS11840,7,5,18,28
PA14_RS11845,6,6,13,26
PA14_RS11850,9,5,20,34
PA14_RS11855,7,1,10,23
PA14_RS11860,0,0,1,1
PA14_RS11865,2,0,7,7
PA14_RS11870,30,20,44,65
PA14_RS11875,189,124,624,637
PA14_RS11880,24,18,63,77
PA14_RS11885,143,86,225,232
PA14_RS11890,10,4,25,25
PA14_RS11900,6,3,15,28
PA14_RS11905,0,3,3,3
PA14_RS11910,1,0,6,12
PA14_RS11915,3,1,9,16
PA14_RS11920,35,26,57,55
PA14_RS11925,5,4,16,21
PA14_RS11930,33,25,63,82
PA14_RS11935,25,9,89,86
PA14_RS11940,10,12,3,6
PA14_RS11945,0,1,8,7
PA14_RS11950,2,0,3,2
PA14_RS11955,25,16,31,47
PA14_RS11960,0,3,5,8
PA14_RS11965,0,0,3,5
PA14_RS11970,10,3,35,45
PA14_RS11975,2,1,13,14
PA14_RS11980,0,0,0,4
PA14_RS11985,182,108,445,398
PA14_RS11990,167,114,270,297
PA14_RS11995,19,8,22,14
PA14_RS12000,14,14,40,47
PA14_RS12005,12,7,34,33
PA14_RS12010,1,0,11,12
PA14_RS12015,0,1,9,8
PA14_RS12020,11,10,75,85
PA14_RS12025,2,3,7,20
PA14_RS12030,9,8,37,31
PA14_RS12035,3,3,14,6
PA14_RS12040,7,4,13,19
PA14_RS12045,0,0,5,1
PA14_RS12050,1,0,0,3
PA14_RS12055,2,0,3,7
PA14_RS12060,5,4,53,78
PA14_RS12070,7,4,13,27
PA14_RS12075,25,25,78,80
PA14_RS12080,3,4,32,22
PA14_RS12085,15,10,105,123
PA14_RS12090,6,3,24,23
PA14_RS12095,232,135,347,337
PA14_RS12100,87,58,168,214
PA14_RS12105,162,95,165,193
PA14_RS12110,11,2,8,6
PA14_RS12115,11,6,12,10
PA14_RS12120,0,0,1,6
PA14_RS12125,78,74,166,200
PA14_RS12130,28,15,91,103
PA14_RS12135,24,19,132,155
PA14_RS12140,11,11,48,56
PA14_RS12145,2,1,8,11
PA14_RS12150,12,1,36,54
PA14_RS12155,8,6,166,133
PA14_RS12160,153,125,458,495
PA14_RS12165,82,41,254,296
PA14_RS12170,3,5,35,42
PA14_RS12175,3,4,30,22
PA14_RS12180,22,6,81,103
PA14_RS12185,14,5,42,31
PA14_RS12190,6,6,13,12
PA14_RS12195,5,4,22,14
PA14_RS12200,1,1,2,7
PA14_RS12205,12,7,58,52
PA14_RS12210,0,2,10,11
PA14_RS12215,1,0,10,4
PA14_RS12220,4,4,5,10
PA14_RS12225,29,16,88,100
PA14_RS12230,3,2,11,11
PA14_RS12235,26,20,20,18
PA14_RS12240,0,6,14,8
PA14_RS12245,8,1,22,28
PA14_RS12250,7,5,19,27
PA14_RS12255,6,0,4,6
PA14_RS12260,4,1,1,9
PA14_RS12265,2,1,2,10
PA14_RS12270,3,5,7,11
PA14_RS12275,49,27,89,95
PA14_RS12280,17,8,35,36
PA14_RS12285,3,5,9,30
PA14_RS12290,3,1,19,10
PA14_RS12295,0,1,2,4
PA14_RS12300,34,21,131,178
PA14_RS12305,4056,2779,7539,7654
PA14_RS12310,8,5,30,40
PA14_RS12315,780,539,1605,1867
PA14_RS12320,622,473,1333,1275
PA14_RS12325,10,7,28,30
PA14_RS12330,7,2,36,50
PA14_RS12335,2,1,11,17
PA14_RS12340,19,33,95,86
PA14_RS12345,287,229,1603,1539
PA14_RS12350,259,184,1922,2030
PA14_RS12355,166,101,502,524
PA14_RS12360,138,90,549,528
PA14_RS12365,114,87,367,386
PA14_RS12370,19,13,127,132
PA14_RS12375,0,0,17,12
PA14_RS12380,1,0,2,1
PA14_RS12385,0,0,7,2
PA14_RS12390,0,0,5,2
PA14_RS12395,0,0,4,2
PA14_RS12400,12,11,28,21
PA14_RS12405,59,47,51,97
PA14_RS12410,1,3,70,66
PA14_RS12415,3,7,66,97
PA14_RS12420,8,5,30,29
PA14_RS12425,9,4,39,42
PA14_RS12430,12,6,21,23
PA14_RS12435,19,6,11,15
PA14_RS12440,11,3,6,6
PA14_RS12445,4,2,6,1
PA14_RS12450,2,2,3,1
PA14_RS12455,12,6,15,17
PA14_RS12460,1,1,10,3
PA14_RS12465,2,5,10,16
PA14_RS12470,241,181,1629,1739
PA14_RS12475,3,4,33,37
PA14_RS12480,1,0,4,8
PA14_RS12485,8,2,12,14
PA14_RS12490,124,108,300,329
PA14_RS12495,218,120,532,504
PA14_RS12500,54,59,135,182
PA14_RS12505,43,30,263,218
PA14_RS12510,182,276,495,753
PA14_RS12515,13,18,169,163
