gene_id,PA_DP08,PA_DP09,PA_DP12,PA_RP01,PA_RP04,PA_RP06,PAEF_DP44,PAEF_DP45,PAEF_DP47,PAEF_RP37,PAEF_RP39,PAEF_RP41,PALDH_DP55,PALDH_DP58,PALDH_DP60,PALDH_RP49,PALDH_RP52,PALDH_RP53
PA4254,25,22,32,11,17,24,0,0,0,13,13,11,22,27,16,14,13,8
PA4255,4,4,5,1,7,2,0,0,0,6,5,7,3,5,0,1,3,1
PA4256,57,50,54,36,44,53,0,0,0,19,34,31,38,43,27,24,19,32
PA4257,65,91,86,54,59,82,0,0,0,39,63,45,53,68,51,37,40,39
PA4258,21,34,26,23,27,28,0,0,0,10,24,16,31,24,28,8,19,19
PA4259,75,84,82,51,61,77,0,0,0,39,80,45,84,100,69,50,49,49
PA4260,58,44,68,58,43,51,0,0,0,31,44,26,44,49,42,33,38,31
PA4261,21,20,20,14,22,29,0,0,0,14,19,18,20,25,20,14,10,12
PA4262,25,43,45,20,34,49,0,0,0,8,35,20,24,29,17,16,15,17
PA4263,65,79,63,54,64,80,0,1,1,39,58,43,37,44,27,23,29,32
PA4264,49,60,67,37,65,69,0,0,0,43,52,48,53,51,46,48,47,34
PA4265,86,119,111,76,103,103,0,0,2,71,84,63,83,67,52,71,65,48
PA4266,158,144,162,99,130,175,0,1,0,69,99,68,85,110,99,81,69,56
PA4267,95,74,82,56,76,102,0,1,0,48,68,55,60,60,55,59,46,40
PA4268,63,79,55,51,77,53,1,0,0,32,61,26,54,44,23,40,44,31
PA4269,130,149,154,111,153,151,2,0,0,66,108,76,93,116,75,81,76,83
PA4270,147,157,145,124,139,152,3,5,1,83,136,103,117,111,104,100,98,86
PA4270.1,3,3,6,2,0,0,0,0,0,3,1,0,3,4,3,1,3,4
PA4271,34,59,49,28,42,59,0,0,1,23,50,16,24,23,30,17,18,22
PA4272,48,57,62,19,42,52,0,0,0,22,48,30,42,50,44,19,39,25
PA4272.1,41,38,40,32,42,21,0,0,0,21,43,18,42,31,35,19,21,32
PA4273,26,38,22,15,27,19,0,0,0,13,21,11,11,15,11,15,10,15
PA4274,37,44,58,30,32,35,0,0,0,23,32,24,35,38,25,17,20,35
PA4275,14,25,25,16,25,21,0,0,0,13,18,13,11,14,12,14,17,16
PA4276,27,26,40,26,20,26,0,0,0,18,26,27,22,24,24,16,22,17
PA4276.1,0,0,0,1,0,1,0,0,0,0,3,2,2,0,0,1,0,0
PA4277,52,35,55,40,52,54,0,0,0,36,41,30,35,36,17,43,24,22
PA4277.1,1,3,3,5,6,1,0,0,0,5,3,3,7,2,5,5,2,3
PA4277.2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
PA4277.3,39,37,50,42,47,40,0,1,0,50,52,44,52,51,29,68,44,37
PA4278,4,3,1,3,3,3,0,0,0,1,2,0,2,2,0,3,1,4
PA4279,2,1,2,1,3,3,0,0,0,1,1,3,4,3,0,2,0,3
PA4280,4,10,8,7,8,6,0,0,0,5,4,3,2,1,4,4,3,2
PA4280.1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
PA4280.2,308,346,351,360,445,394,1272,1531,1757,434,574,342,539,567,693,171,454,517
PA4280.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA4280.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA4280.5,81,71,96,81,142,98,216,293,731,105,97,99,122,66,75,71,146,98
PA4281,4,4,1,4,4,3,0,0,0,4,1,1,5,2,2,4,3,2
PA4282,6,8,5,4,13,7,0,0,0,6,3,2,5,5,2,11,5,4
PA4283,3,8,2,8,3,7,0,0,0,6,3,3,2,3,4,17,4,4
PA4284,9,11,6,4,10,9,0,0,0,5,7,5,7,2,5,30,7,6
PA4285,9,6,12,7,7,18,0,0,1,11,13,6,10,4,4,33,9,7
PA4286,1,2,1,7,1,3,0,0,0,1,3,2,3,3,0,4,2,1
PA4287,0,1,0,0,3,0,1,0,0,0,0,0,0,1,0,1,1,1
PA4288,3,1,0,1,5,4,0,0,0,1,1,0,0,1,1,1,2,1
PA4289,1,1,4,2,2,0,0,0,0,1,2,1,1,3,0,5,0,1
PA4290,16,16,20,5,9,10,0,0,0,11,14,5,8,16,11,12,7,8
PA4291,5,11,12,10,8,5,0,0,1,4,7,7,2,4,1,2,4,5
PA4292,18,10,19,7,10,11,0,0,0,5,10,8,5,16,3,3,7,5
PA4293,2,2,5,9,7,14,0,0,0,4,14,5,5,2,1,13,4,3
PA4294,1,2,0,2,1,1,0,0,0,0,2,3,0,0,0,6,0,2
PA4295,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
PA4296,14,13,21,27,27,42,0,0,0,36,30,13,8,4,4,19,13,19
PA4297,2,6,3,7,6,9,0,0,0,6,5,2,8,1,2,5,3,4
PA4298,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0
PA4299,0,0,0,0,1,2,0,0,0,1,2,0,0,1,0,7,2,0
PA4300,1,3,0,0,2,2,0,0,0,1,2,1,1,0,1,2,2,0
PA4301,0,1,0,1,2,4,0,0,0,1,6,1,0,0,0,4,2,1
PA4302,0,2,1,2,6,3,0,0,0,1,3,2,1,0,0,4,1,1
PA4303,0,2,3,3,1,5,0,0,0,2,3,2,3,0,1,3,3,2
PA4304,0,4,3,5,5,5,0,0,0,6,1,1,1,1,0,7,1,1
PA4305,2,4,0,10,9,7,0,0,0,7,7,9,7,2,1,14,5,9
PA4306,9,9,11,47,37,43,0,0,0,48,37,44,15,6,2,50,33,16
PA4307,4,1,1,5,3,6,0,0,0,4,7,6,2,1,0,3,3,1
PA4308,3,5,4,9,8,5,0,0,0,7,8,3,4,1,3,9,8,1
PA4309,5,10,5,5,5,8,0,0,0,2,8,4,3,4,3,8,3,3
PA4310,18,14,11,12,13,17,0,0,0,10,11,10,9,5,2,12,6,6
PA4311,18,23,24,32,28,36,0,0,0,38,33,20,20,12,11,31,28,25
PA4312,5,7,5,8,4,6,0,0,0,4,9,7,10,5,1,7,14,8
PA4313,3,6,2,2,5,2,0,0,0,1,1,1,3,2,1,4,4,3
PA4313a,1,2,3,0,1,1,0,0,0,0,4,0,0,0,1,1,1,0
PA4314,18,7,12,9,11,11,0,0,0,8,4,1,3,6,3,6,5,3
PA4315,174,197,150,154,134,145,0,1,1,145,152,96,130,96,63,130,87,88
PA4316,9,5,14,11,7,8,0,0,0,9,14,7,5,7,2,5,8,6
PA4317,5,12,8,6,12,4,0,0,0,3,7,5,11,3,2,2,6,7
PA4318,2,5,4,0,4,3,0,0,0,2,2,3,2,2,1,3,3,1
PA4319,1,0,1,1,1,0,0,0,0,1,0,0,2,1,1,1,2,1
PA4320,3,3,4,4,3,4,0,0,0,2,3,1,5,8,1,5,5,5
PA4321,2,2,2,2,1,4,0,0,0,2,3,2,2,2,0,2,3,1
PA4322,3,1,1,3,3,0,0,0,0,0,3,2,3,0,0,5,0,1
PA4323,1,2,0,1,0,3,0,0,0,2,0,1,1,1,3,3,4,1
PA4324,0,1,3,1,0,2,0,0,0,1,0,0,1,2,0,2,0,1
PA4325,0,6,2,2,4,2,0,0,0,1,3,4,4,0,5,5,2,3
PA4326,1,2,1,0,3,3,0,0,0,2,3,1,2,0,1,5,1,1
PA4327,4,5,2,4,4,2,0,0,0,1,2,1,1,1,1,2,2,1
PA4328,7,5,2,10,9,12,0,0,0,10,13,3,5,5,2,9,4,4
PA4329,24,20,22,22,21,28,0,0,0,15,18,8,23,12,10,17,13,8
PA4330,3,3,9,4,3,1,0,0,0,3,2,2,1,0,0,2,1,1
PA4331,1,0,0,0,2,0,0,0,0,1,0,0,0,0,1,2,1,2
PA4332,3,2,2,3,3,2,0,0,0,2,1,1,1,1,0,1,0,2
PA4333,26,27,21,10,16,21,1,0,1,9,12,7,13,17,15,6,4,9
PA4334,3,2,1,0,0,0,0,0,0,1,1,0,0,1,0,4,0,1
PA4335,2,2,1,0,1,3,0,0,0,2,1,1,2,0,0,2,0,1
PA4336,6,12,6,7,9,6,0,0,0,5,5,3,13,6,8,9,3,3
PA4337,0,0,1,0,2,2,0,0,0,0,2,1,0,0,0,0,0,1
PA4338,4,8,9,1,3,6,0,0,0,5,8,6,3,3,2,6,5,6
PA4339,1,0,2,0,1,1,0,0,0,2,4,2,1,1,1,5,1,2
PA4340,3,4,2,1,2,0,0,0,0,1,1,2,5,3,2,6,2,1
PA4341,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,4,0,0
PA4342,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7,1,0
PA4343,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,1
PA4344,2,6,2,2,4,3,0,0,0,2,8,8,6,2,1,7,3,4
PA4345,2,5,14,7,6,1,0,0,0,4,7,3,6,7,9,4,8,4
PA4346,0,0,1,4,1,1,0,0,0,0,2,2,0,2,1,3,4,1
PA4347,2,6,3,2,3,3,0,0,0,3,3,2,1,1,1,11,2,0
PA4348,14,14,16,13,18,19,0,0,0,9,15,6,7,7,2,15,7,9
PA4349,2,3,1,1,0,2,0,0,0,6,1,2,0,2,2,8,2,3
PA4350,7,9,6,8,13,13,0,0,0,11,11,11,9,1,3,16,17,5
PA4351,19,40,38,41,42,27,0,0,0,48,64,32,52,36,19,72,34,44
PA4352,56,96,69,138,119,191,1,0,0,164,162,124,115,68,73,180,177,206
PA4353,0,0,0,1,1,1,0,0,0,2,1,0,0,1,0,4,4,0
PA4354,4,3,1,3,2,0,0,0,0,0,1,1,1,0,1,3,0,1
PA4355,0,0,1,1,0,0,0,0,0,3,0,3,3,0,0,6,1,0
PA4356,14,17,11,6,9,7,0,0,0,7,7,8,10,10,10,6,8,10
PA4357,1,2,0,3,1,1,0,0,0,2,0,0,3,1,0,0,0,1
PA4358,13,11,9,12,12,6,0,0,0,7,5,6,4,15,9,18,4,3
PA4359,4,5,5,5,6,6,0,0,0,7,6,3,3,3,2,6,2,1
PA4360a,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
PA4361,3,3,6,3,4,3,0,0,0,5,3,3,9,0,2,4,5,2
PA4362,1,0,1,3,2,2,0,0,0,4,3,2,4,0,0,10,1,4
PA4363,0,1,0,4,1,0,0,0,0,0,0,1,1,1,0,9,1,0
PA4364,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
PA4365,0,0,0,1,2,0,0,0,0,2,1,1,1,0,1,8,0,2
PA4366,100,120,142,96,98,125,0,0,0,89,103,74,73,83,74,86,85,66
PA4367,6,12,4,7,7,9,0,0,0,11,8,6,5,2,0,9,4,1
PA4368,8,13,9,6,11,4,0,0,0,12,11,6,11,8,4,11,4,6
PA4369,0,10,2,4,3,2,0,0,0,0,2,0,3,3,0,1,2,1
PA4370,84,81,68,51,74,60,0,0,0,33,42,27,55,36,29,33,25,24
PA4371,6,5,5,2,3,7,0,0,0,3,6,2,1,5,7,6,8,6
PA4372,3,4,10,6,8,7,0,0,0,5,3,4,5,3,4,4,2,4
PA4373,9,1,10,6,3,7,0,0,0,5,6,3,5,2,4,9,2,1
PA4374,2,3,2,1,5,5,0,0,0,0,2,4,2,4,1,2,4,0
PA4375,6,7,4,3,6,8,0,0,0,5,4,3,5,1,3,9,6,5
PA4376,3,2,5,1,4,2,0,0,0,3,2,1,3,0,1,1,0,0
PA4377,6,2,3,11,11,5,0,0,0,6,11,9,5,2,0,10,7,0
PA4378,3,4,3,2,4,5,0,0,0,2,3,1,1,2,2,1,2,5
PA4379,5,9,3,7,5,4,0,0,0,6,6,4,3,3,7,4,4,5
PA4380,2,1,5,0,1,1,0,0,0,4,6,2,4,1,3,2,1,0
PA4381,3,2,2,2,2,4,0,0,0,3,3,3,1,1,0,6,1,1
PA4382,3,2,7,4,4,5,0,0,0,7,6,4,6,4,1,5,2,1
PA4383,0,3,3,1,3,1,0,0,0,2,1,2,1,0,1,2,0,1
PA4384,2,3,1,3,1,0,0,0,0,2,3,1,1,0,1,2,2,1
PA4385,235,234,124,210,159,156,1,0,0,133,160,70,207,58,39,186,90,63
PA4386,13,8,6,18,16,11,0,2,0,19,10,7,16,4,5,17,4,4
PA4387,1,1,1,3,1,1,0,0,0,1,2,0,4,1,0,2,2,0
PA4388,4,3,5,3,4,2,0,0,0,3,4,0,4,1,0,6,2,3
PA4389,10,21,11,10,7,8,0,0,0,6,12,15,12,3,3,12,7,4
PA4390,8,8,11,3,6,9,0,0,0,4,13,10,9,13,3,5,8,5
PA4391,12,10,9,13,6,12,0,0,0,12,11,5,12,6,5,9,8,4
PA4392,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,3,0
PA4393,1,1,2,3,4,4,0,0,0,3,1,0,4,4,1,4,6,3
PA4394,10,7,15,6,4,11,0,0,0,10,7,5,7,14,5,6,6,8
PA4395,29,26,27,19,22,31,0,0,0,15,20,14,22,8,10,18,14,7
PA4396,3,6,2,4,11,7,0,0,0,3,4,0,1,0,1,4,4,2
PA4397,0,1,0,1,5,0,0,0,0,2,2,2,1,1,1,1,1,1
PA4398,5,6,0,3,4,4,0,0,0,2,3,1,1,6,0,5,3,1
PA4399,5,2,4,2,1,1,0,0,0,1,1,0,1,1,2,5,0,0
PA4400,5,9,10,7,11,8,0,0,0,3,8,9,11,4,2,10,10,7
PA4401,6,2,2,5,5,3,0,0,0,3,2,1,2,1,2,8,1,4
PA4402,10,11,12,9,12,7,0,0,0,8,10,7,10,10,6,12,4,2
PA4403,86,79,96,48,69,84,0,0,0,34,62,37,46,47,39,37,41,44
PA4404,3,7,1,1,5,4,0,0,0,5,5,3,2,2,2,12,4,9
PA4405,12,9,8,10,12,10,0,0,0,13,11,6,11,11,4,15,12,5
PA4406,38,38,35,19,25,27,0,0,0,21,36,12,26,29,16,16,19,16
PA4406.1,0,1,0,1,1,0,0,0,0,2,0,1,2,1,0,0,0,0
PA4407,75,65,62,49,51,44,0,0,0,44,60,34,41,52,40,38,34,46
PA4408,36,47,40,33,47,27,0,0,0,23,46,22,41,49,35,31,32,33
PA4409,13,8,16,12,14,18,0,0,0,13,10,12,19,17,11,18,12,16
PA4410,11,9,9,18,14,12,0,0,0,10,7,10,7,5,7,5,12,5
PA4411,12,14,18,10,13,9,0,0,0,14,11,3,12,6,11,18,9,6
PA4412,6,6,4,7,6,4,0,0,0,11,6,10,9,4,3,11,6,5
PA4413,12,16,12,15,10,13,0,0,0,16,20,7,13,4,3,14,16,12
PA4414,22,29,25,26,24,22,0,0,0,26,26,31,25,15,12,18,27,22
PA4415,10,4,15,3,15,13,0,0,0,9,9,6,10,7,4,6,9,8
PA4416,13,15,28,20,21,18,0,0,0,17,20,22,12,23,15,22,12,20
PA4417,17,13,17,10,18,11,0,0,0,13,19,11,19,4,5,17,10,13
PA4418,21,22,24,16,20,23,0,0,0,21,23,23,19,13,4,17,22,17
PA4419,3,2,0,1,1,1,0,0,0,1,0,3,3,1,0,3,1,2
PA4420,5,12,14,12,7,9,0,0,0,17,25,8,10,10,2,11,10,11
PA4421,18,21,18,21,19,23,0,0,1,20,26,10,19,14,16,24,15,11
PA4421.1,4840,8068,7518,7157,8190,9770,39,89,66,9061,11690,10473,9126,7887,6380,14505,11196,9214
PA4422,6,5,5,6,4,5,0,0,0,5,6,4,3,2,1,6,7,2
PA4423,15,19,13,20,17,19,0,0,0,9,15,10,9,11,7,12,9,12
PA4424,2,3,2,1,3,2,0,0,0,2,4,1,0,0,1,1,0,1
PA4425,17,10,14,1,10,13,0,0,0,4,4,3,7,1,4,3,9,1
PA4426,7,8,13,8,7,7,0,0,0,5,11,5,8,5,1,3,3,3
PA4427,7,12,13,6,10,13,0,0,0,10,6,9,21,10,7,10,12,2
PA4428,1,4,0,3,2,1,0,0,0,0,2,1,0,2,1,0,2,1
PA4429,14,21,10,21,19,16,0,0,0,9,11,8,12,10,8,4,5,10
PA4430,25,30,25,25,34,25,0,0,0,14,38,18,12,21,13,21,16,15
PA4431,46,51,45,51,68,67,0,0,1,34,50,34,44,44,28,41,51,32
PA4432,23,44,42,20,46,42,1,0,0,36,43,34,44,36,16,32,27,31
PA4433,115,117,120,56,92,108,0,0,0,50,98,59,72,65,65,58,58,43
PA4434,14,6,6,4,4,7,0,0,0,5,5,2,7,4,5,3,4,1
PA4435,5,6,9,5,7,4,0,0,0,5,2,5,4,4,1,4,2,2
PA4436,4,4,0,0,1,4,0,0,0,1,4,1,3,1,1,3,1,2
PA4437,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,2
PA4438,12,11,5,3,10,11,0,0,0,5,7,3,8,8,3,10,6,2
PA4439,9,14,13,4,9,4,0,0,0,4,10,2,9,2,1,9,4,2
PA4440,9,8,4,3,4,2,0,0,0,5,1,4,0,2,0,4,2,0
PA4441,17,21,26,16,11,18,0,0,0,9,9,14,12,13,11,5,5,9
PA4442,11,20,26,21,23,13,0,0,0,6,13,14,13,10,6,19,13,13
PA4443,15,35,25,17,12,20,0,0,0,10,21,11,10,11,3,13,6,20
PA4444,5,4,8,5,12,5,0,0,0,4,3,6,4,3,1,3,3,8
PA4445,1,1,3,1,4,1,0,0,0,1,1,4,4,1,1,3,3,1
PA4446,6,7,12,3,5,8,0,0,0,1,4,4,7,6,2,5,5,1
PA4447,2,5,3,3,3,2,0,0,0,4,4,0,3,2,0,4,1,4
PA4448,5,10,4,10,8,11,0,0,0,8,5,2,5,1,0,4,2,2
PA4449,3,8,8,9,5,9,0,0,0,2,6,3,2,6,3,6,6,4
PA4450,20,18,20,17,16,13,0,0,0,2,14,10,10,7,12,13,13,10
PA4451,10,7,16,5,9,10,0,0,0,5,8,2,10,6,7,7,4,4
PA4451.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA4452,1,1,1,0,1,1,0,0,0,3,1,3,0,2,0,2,2,1
PA4453,21,26,20,17,24,26,0,0,0,10,24,7,15,12,9,16,14,18
PA4454,2,1,3,4,5,1,0,0,0,2,0,3,4,2,2,5,7,0
PA4455,4,3,5,1,5,5,0,0,0,1,1,6,0,1,5,2,5,3
PA4456,7,7,7,6,8,5,0,0,0,6,3,6,4,3,0,1,6,2
PA4457,18,26,13,16,10,15,0,0,0,5,12,4,16,8,4,5,11,5
PA4458,6,7,8,3,2,14,0,0,0,6,8,5,6,5,2,7,3,1
PA4459,19,18,21,11,15,12,0,0,0,8,12,13,12,6,6,11,8,6
PA4460,20,16,20,10,14,19,1,0,0,8,9,5,21,15,2,12,11,12
PA4461,15,17,26,15,17,24,0,0,0,11,17,12,11,7,17,13,13,9
PA4462,64,65,73,65,60,62,0,0,1,31,63,37,80,58,34,62,52,39
PA4463,204,242,151,201,180,158,1,0,1,178,182,133,245,113,81,209,152,186
PA4464,16,18,14,10,16,16,0,0,0,9,15,8,14,12,5,11,9,4
PA4465,23,8,24,12,21,19,0,0,0,16,14,12,20,16,5,12,7,13
PA4466,1,6,4,5,2,4,0,0,0,1,6,2,1,1,1,2,3,4
PA4467,12,36,14,5,2,5,0,0,0,7,4,5,7,14,3,5,3,2
PA4468,49,66,32,7,9,8,0,1,2,4,2,3,53,23,25,3,4,7
PA4469,28,30,10,3,8,3,0,0,0,3,2,4,23,7,13,1,1,1
PA4470,69,85,46,5,11,10,0,0,0,4,6,4,53,32,22,9,10,3
PA4471,15,25,7,1,3,3,0,0,0,5,1,5,10,6,5,3,2,1
PA4472,5,6,5,8,5,4,0,0,0,7,4,5,6,4,1,9,7,6
PA4473,5,6,9,11,7,7,0,0,0,9,15,15,17,8,12,12,12,11
PA4474,14,15,9,6,9,9,0,0,0,18,7,9,11,10,6,27,9,7
PA4475,5,9,6,10,13,9,0,1,0,6,16,8,15,5,6,18,5,10
PA4476,8,12,16,8,9,11,0,0,0,12,12,10,13,9,8,26,8,14
PA4477,14,18,11,5,6,14,0,0,0,14,9,7,10,1,5,20,9,9
PA4478,0,0,3,7,5,5,0,0,0,2,4,5,3,0,0,5,6,4
PA4479,0,1,2,2,2,2,0,0,0,1,3,0,0,1,0,0,0,0
PA4480,1,5,2,1,5,2,0,0,0,1,4,2,1,0,0,4,3,1
PA4481,10,18,19,12,18,21,0,0,0,12,9,4,17,13,14,13,10,9
PA4482,8,4,6,2,10,7,0,0,0,3,8,5,6,5,4,6,7,5
PA4483,10,17,11,7,12,12,0,0,0,7,8,2,7,2,7,14,6,5
PA4484,13,12,25,8,13,23,0,0,0,10,13,10,6,11,6,6,11,7
PA4485,0,0,4,0,2,3,0,0,0,2,2,0,0,4,1,4,0,1
PA4486,2,1,3,1,1,2,0,0,0,0,1,0,0,1,2,3,1,0
PA4487,1,3,2,3,1,4,0,0,0,6,4,4,4,3,4,9,8,1
PA4488,2,2,1,0,2,2,0,0,0,4,4,1,3,4,5,9,0,4
PA4489,8,9,9,8,3,10,0,0,0,11,6,10,9,5,4,26,2,5
PA4490,0,2,1,4,2,3,0,0,0,2,3,2,1,0,0,1,0,1
PA4491,1,6,0,2,4,4,0,0,0,2,6,5,9,5,6,17,5,3
PA4492,8,9,6,2,4,4,0,0,0,5,7,6,10,2,3,9,9,3
PA4493,14,10,7,6,14,7,0,0,1,6,9,2,8,6,8,2,8,6
PA4494,19,16,18,6,21,11,0,0,0,9,9,4,16,2,8,10,14,8
PA4495,14,18,22,14,16,16,0,0,0,9,22,22,16,18,15,19,16,10
PA4496,14,17,15,12,25,24,0,0,0,10,14,9,10,8,5,10,11,7
PA4497,6,12,7,7,13,9,0,0,0,5,9,6,4,7,1,6,6,0
PA4498,2,4,3,6,15,8,0,0,0,9,13,7,4,4,1,9,4,8
PA4499,8,12,9,10,12,5,0,0,0,10,10,5,6,3,1,7,0,8
PA4500,32,32,39,34,54,61,0,0,0,24,30,25,23,17,16,16,33,20
PA4501,1,2,2,3,5,5,0,0,0,4,3,3,0,3,1,4,4,1
PA4502,7,4,4,9,9,13,0,0,0,9,6,2,8,4,2,9,6,4
PA4503,6,9,5,4,5,6,0,0,0,3,6,1,2,3,1,7,2,6
PA4504,0,1,1,2,1,1,0,0,0,0,1,0,0,0,0,3,0,1
PA4505,2,0,2,2,2,3,0,0,0,1,1,1,3,1,0,4,0,1
PA4506,1,2,3,3,5,5,2,4,1,1,5,1,1,2,2,2,0,0
PA4507,1,7,3,1,5,1,0,0,0,3,2,5,9,3,4,6,4,3
PA4508,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,0
PA4509,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,7,1,0
PA4510,1,0,0,1,1,2,0,0,0,2,3,2,1,1,3,0,0,1
PA4511,3,3,3,4,0,1,0,0,0,1,2,2,1,1,1,2,2,2
PA4512,3,8,20,3,8,10,0,0,0,8,10,5,7,8,8,9,4,1
PA4513,0,1,1,1,2,4,0,0,0,1,2,2,0,1,1,11,2,0
PA4514,14,9,6,2,3,3,0,0,0,4,5,5,13,7,2,10,4,2
PA4515,8,3,2,2,1,3,0,0,0,2,4,2,3,2,3,3,0,0
PA4516,4,5,1,1,4,1,0,0,0,1,2,0,4,0,2,4,3,1
PA4517,5,3,3,1,3,1,0,0,0,6,7,1,3,5,1,1,6,1
PA4518,1,0,0,0,1,3,0,0,0,2,0,0,2,0,0,1,1,0
PA4519,12,21,15,11,14,22,0,0,0,20,24,10,17,6,7,11,15,10
PA4520,5,14,7,8,6,7,0,0,0,4,12,9,5,8,4,7,1,3
PA4521,2,2,1,2,1,1,0,0,0,3,2,3,3,1,1,9,1,2
PA4522,1,6,7,0,3,2,0,0,0,4,5,0,3,2,1,3,2,3
PA4523,75,103,75,102,77,100,0,0,0,85,110,69,48,26,36,106,69,67
PA4524,7,2,5,2,3,8,0,0,0,4,3,6,3,3,1,5,0,2
PA4524.1,0,0,1,0,2,4,0,0,0,0,1,0,1,3,0,2,0,1
PA4525,239,254,290,192,333,425,2,0,1,189,285,164,125,156,178,194,232,345
PA4526,43,36,42,42,53,54,0,0,0,34,49,20,21,26,17,23,28,30
PA4528,8,10,6,5,14,7,0,0,0,5,10,2,1,1,4,2,2,3
PA4529,7,1,3,3,1,2,0,0,0,2,4,1,2,3,4,5,5,2
PA4530,2,1,0,0,1,0,0,0,0,0,2,1,0,1,0,1,0,1
PA4531,2,6,5,1,2,8,0,0,0,3,8,7,2,2,1,2,3,2
PA4532,1,3,7,0,3,5,0,0,0,5,3,1,4,0,4,9,0,2
PA4533,1,2,4,1,3,5,0,0,0,2,2,1,2,1,0,7,2,0
PA4534,12,12,7,10,12,8,0,0,0,7,8,7,11,8,7,7,8,2
PA4535,3,4,5,6,4,7,0,0,0,4,6,4,1,5,2,7,6,3
PA4536,3,2,6,5,6,3,0,0,0,2,4,1,3,5,0,6,5,2
PA4537,0,3,1,1,0,0,0,0,0,1,3,0,1,0,0,4,0,1
PA4538,11,12,9,9,10,10,0,0,0,5,7,8,7,0,6,6,6,9
PA4539,4,4,6,4,3,5,0,0,0,5,6,2,1,2,2,2,4,1
PA4540,0,1,2,1,3,2,0,0,0,2,1,0,1,0,0,5,2,1
PA4541,3,5,13,7,12,3,0,0,0,9,7,2,6,6,6,11,7,1
PA4541.1,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0
PA4541.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA4541.3,0,0,1,0,0,0,0,0,0,0,4,1,0,2,0,0,0,0
PA4542,62,72,54,72,52,68,0,0,1,73,64,62,86,23,20,72,62,45
PA4543,3,1,2,0,2,0,0,0,0,2,4,2,2,3,2,9,2,1
PA4544,5,4,6,2,3,9,0,0,0,1,3,6,1,0,2,4,1,6
PA4545,33,24,31,17,25,30,0,0,0,16,19,18,26,17,8,14,10,12
PA4546,9,4,6,9,4,8,0,0,0,5,10,4,2,3,1,6,0,2
PA4547,5,5,5,3,6,8,0,0,0,2,2,4,3,2,4,4,4,4
PA4548,3,15,15,10,12,11,0,0,0,9,7,5,8,7,3,9,9,7
PA4549,0,0,0,1,2,0,0,0,0,1,0,0,1,1,0,0,0,0
PA4550,4,4,8,5,7,11,0,0,0,0,1,4,6,6,7,9,5,6
PA4551,1,1,4,2,6,6,0,0,0,1,2,5,2,1,2,1,6,4
PA4552,8,8,8,4,7,15,0,0,0,7,4,4,1,4,3,2,3,2
PA4553,5,2,7,5,9,6,0,0,0,1,5,0,7,5,0,6,4,0
PA4554,52,41,56,41,71,68,1,1,0,31,35,42,33,23,22,32,32,39
PA4555,3,1,2,3,2,8,0,0,0,1,8,2,1,0,1,2,1,3
PA4556,7,7,10,5,7,9,0,0,0,3,3,4,7,2,2,1,7,5
PA4557,5,13,14,9,12,10,0,0,0,6,16,9,11,10,3,7,6,6
PA4558,4,13,5,5,7,7,0,0,0,3,7,4,3,3,1,0,3,2
PA4559,5,5,4,0,2,5,0,0,0,2,4,4,7,2,3,5,1,3
PA4560,38,34,36,20,29,31,0,0,0,15,26,13,17,14,16,19,20,12
PA4561,6,10,10,3,9,11,0,0,0,10,8,4,13,7,6,11,5,3
PA4562,2,2,4,2,5,1,0,0,0,1,4,2,0,3,1,1,2,2
PA4563,52,71,53,25,41,62,0,0,0,31,52,38,32,45,28,26,21,31
PA4564,3,4,6,3,6,7,0,0,0,6,7,2,10,2,1,9,3,4
PA4565,12,9,11,3,8,13,0,0,0,5,7,1,7,9,3,16,6,3
PA4566,8,10,5,13,4,5,0,0,0,6,12,7,7,11,6,9,11,3
PA4567,40,41,40,17,37,37,0,0,0,30,42,25,30,34,19,14,28,18
PA4568,64,91,72,45,52,80,0,0,0,37,58,47,57,62,31,50,55,45
PA4569,6,13,10,11,21,21,0,0,0,13,12,11,14,8,6,17,12,6
PA4570,26,31,16,5,3,4,0,0,0,9,4,2,19,7,6,5,1,4
PA4571,5,6,3,18,9,12,0,0,0,8,16,9,5,0,4,15,11,12
