"gene_id","PAO1161.EV_1.GSM4975402.","PAO1161.EV_2.GSM4975403.","PAO1161.EV_3.GSM4975404.","PAO1161_PA3973oe_1","PAO1161_PA3973oe_2","PAO1161_PA3973oe_3","PAO1161_WT_1","PAO1161_WT_2","PAO1161_WT_3","PAO1161_dPA3973_1","PAO1161_dPA3973_2","PAO1161_dPA3973_3"
"D3C65_07765",2307,2573,2554,1462,1401,1446,4520,4799,6260,4797,4939,6616
"D3C65_07770",120,127,105,140,90,111,324,381,382,316,357,484
"D3C65_07775",264,263,237,259,174,210,620,630,746,539,702,885
"D3C65_07780",430,455,451,446,439,417,1146,1210,1417,1046,1251,1796
"D3C65_07785",15,14,10,14,9,8,24,18,22,35,35,30
"D3C65_07790",1435,1560,1393,1266,1143,1112,2549,2495,3038,2337,2407,3275
"D3C65_07795",1235,1356,1458,118,210,321,825,1780,2807,2915,2364,2704
"D3C65_07800",112,111,101,101,105,72,322,338,394,341,307,389
"D3C65_07805",91,75,65,86,64,58,244,239,287,212,214,293
"D3C65_07810",104,92,89,84,68,62,168,212,234,194,201,245
"D3C65_07815",57,63,69,71,62,60,189,191,264,176,191,247
"D3C65_07820",107,123,112,76,67,80,234,260,301,249,261,314
"D3C65_07825",176,172,185,126,119,110,281,293,434,362,358,447
"D3C65_07830",1385,1464,1397,169,179,212,508,775,1536,1594,1422,1378
"D3C65_07835",170,150,145,167,132,140,330,368,449,373,377,449
"D3C65_07840",737,761,616,547,482,484,1572,1788,2005,1705,1544,2016
"D3C65_07845",0,0,1,2,1,0,4,1,4,0,1,8
"D3C65_07850",678,770,744,482,424,409,1046,1194,1549,1277,1334,1645
"D3C65_07855",141,120,136,93,97,78,300,300,358,322,281,383
"D3C65_07860",581,617,558,539,436,402,1124,1132,1385,1026,1130,1657
"D3C65_07865",2606,2720,2936,2883,2446,2306,8424,8342,11364,8122,9607,12591
"D3C65_07870",27,27,31,12,6,14,21,31,48,40,32,40
"D3C65_07875",146,196,227,716,520,579,598,1303,2015,2603,638,678
"D3C65_07880",9,6,7,27,13,27,15,24,39,58,13,14
"D3C65_07885",6,3,5,14,5,4,10,17,19,20,10,14
"D3C65_07890",6,5,2,7,5,3,3,5,3,8,5,5
"D3C65_07895",40,34,41,323,170,246,232,637,1027,1599,242,188
"D3C65_07900",12,18,21,190,69,83,74,104,165,357,73,63
"D3C65_07905",29,23,18,65,33,44,25,24,37,30,24,25
"D3C65_07910",18,14,9,38,17,24,35,19,44,33,32,38
"D3C65_07915",15,13,12,37,18,21,29,22,35,26,22,26
"D3C65_07920",15,17,17,43,33,30,32,29,48,39,36,46
"D3C65_07925",810,921,799,1033,903,988,1811,1901,2104,1703,1762,2420
"D3C65_07930",685,779,753,794,790,910,1950,2037,2199,1722,2020,2588
"D3C65_07935",426,434,492,418,413,390,902,897,1032,795,956,1318
"D3C65_07940",338,333,317,413,358,350,922,827,1091,706,958,1225
"D3C65_07945",335,401,387,466,413,423,1075,1028,1042,869,1046,1393
"D3C65_07950",181,152,189,62,36,37,140,208,202,153,148,181
"D3C65_07955",1454,1623,1523,1145,965,1113,2369,2525,3652,3163,3091,3730
"D3C65_07960",176,197,176,174,137,132,537,462,673,548,551,699
"D3C65_07965",135,138,125,125,90,95,291,331,396,321,296,398
"D3C65_07970",147,161,61,20,15,43,84,143,183,190,216,263
"D3C65_07975",155,163,74,29,18,25,73,106,158,168,156,161
"D3C65_07980",69,102,87,37,38,22,96,115,137,128,119,159
"D3C65_07985",20,13,20,10,6,6,31,27,42,29,28,37
"D3C65_07990",3,0,6,11,2,4,11,9,12,11,10,17
"D3C65_07995",130,120,144,68,75,66,247,368,418,363,334,449
"D3C65_08000",162,159,176,75,97,77,242,291,422,299,304,374
"D3C65_08005",9,7,11,12,9,6,32,40,48,31,46,39
"D3C65_08010",40,39,39,69,53,34,120,97,125,128,135,120
"D3C65_08015",119,138,113,188,163,163,431,470,598,475,476,585
"D3C65_08020",21,32,27,24,16,21,51,53,67,55,57,86
"D3C65_08025",42,50,43,16,14,15,65,86,90,80,62,115
"D3C65_08030",24,18,16,20,16,14,51,84,91,41,52,72
"D3C65_08035",155,160,167,114,104,107,340,467,455,420,396,593
"D3C65_08040",168,169,201,40,47,48,58,173,203,168,156,257
"D3C65_08045",18,19,17,8,11,12,18,13,27,23,15,32
"D3C65_08050",14,11,7,10,4,7,17,19,26,14,24,24
"D3C65_08055",14,5,5,10,7,5,22,27,27,24,25,16
"D3C65_08060",37,38,29,55,33,51,95,106,126,76,75,95
"D3C65_08065",349,397,343,343,339,325,334,334,380,352,281,381
"D3C65_08070",335,380,333,344,318,308,557,579,848,614,668,786
"D3C65_08075",11,27,9,27,13,13,51,74,77,63,71,86
"D3C65_08080",24,28,21,44,28,24,43,32,39,25,28,55
"D3C65_08085",56,52,23,98,93,92,126,102,131,67,120,186
"D3C65_08090",46,37,25,72,57,57,89,104,112,96,121,177
"D3C65_08095",28,25,27,66,49,43,42,55,56,59,53,72
"D3C65_08100",19,25,28,19,19,20,42,61,73,54,63,90
"D3C65_08105",4,12,9,3,7,4,21,27,23,21,15,24
"D3C65_08110",7,4,4,5,6,3,17,18,18,14,13,27
"D3C65_08115",7,9,4,13,9,8,8,9,16,13,17,18
"D3C65_08120",39,45,33,26,22,24,58,53,56,65,64,64
"D3C65_08125",67,90,58,111,99,72,206,191,288,166,216,228
"D3C65_08130",341,384,372,333,344,345,809,860,993,717,725,1051
"D3C65_08135",124,117,113,186,142,141,452,431,555,486,478,559
"D3C65_08140",81,86,94,188,139,127,333,346,432,302,397,471
"D3C65_08145",137,155,162,129,121,99,305,317,428,413,415,432
"D3C65_08150",291,286,224,270,223,225,828,899,1078,817,790,1091
"D3C65_08155",3689,4102,3485,4946,4264,4087,7001,6948,9036,6283,6350,7998
"D3C65_08160",8,7,4,7,5,6,4,12,8,8,5,16
"D3C65_08165",10,12,5,10,10,11,7,9,7,9,8,11
"D3C65_08170",6,17,11,7,5,3,11,9,5,7,6,8
"D3C65_08175",54,76,57,14,19,25,30,29,42,33,40,58
"D3C65_08180",380,489,573,43,41,34,44,48,79,43,63,103
"D3C65_08185",1774,2100,2056,28,25,33,31,47,70,85,83,98
"D3C65_08190",21,24,27,15,28,15,65,61,71,49,76,83
"D3C65_08195",10,9,6,3,8,7,30,40,37,31,33,46
"D3C65_08200",117,144,130,164,145,129,373,305,396,268,319,455
"D3C65_08205",114,92,93,72,60,55,106,105,90,75,90,150
"D3C65_08210",476,520,448,298,209,193,339,383,616,525,529,602
"D3C65_08215",4928,6095,5361,3151,3137,3194,5352,6066,8192,6924,6747,7599
"D3C65_08220",22,29,22,11,5,7,18,15,23,14,18,27
"D3C65_08225",15,9,15,12,9,8,28,38,43,34,38,43
"D3C65_08230",5,5,2,8,8,5,13,13,17,14,10,14
"D3C65_08235",6,6,7,5,6,6,10,16,20,15,17,24
"D3C65_08240",2,2,1,6,0,0,7,9,6,7,5,7
"D3C65_08245",3,5,2,4,3,6,11,14,13,15,17,24
"D3C65_08250",7,15,9,12,6,7,22,30,35,31,24,36
"D3C65_08255",6,7,5,13,11,6,34,39,38,29,36,39
"D3C65_08260",10,9,12,7,3,3,18,20,27,18,20,23
"D3C65_08265",4,7,6,6,5,0,18,26,30,15,17,21
"D3C65_08270",39,43,43,32,24,15,269,248,299,231,213,283
"D3C65_08275",228,266,223,221,181,128,527,559,745,537,546,655
"D3C65_08280",69,99,97,155,129,113,276,279,309,252,267,340
"D3C65_08285",44,32,37,35,24,19,52,46,55,42,52,86
"D3C65_08290",50,38,48,31,23,24,26,33,43,32,44,42
"D3C65_08295",131,109,114,74,86,84,148,162,178,148,193,245
"D3C65_08300",50,70,53,40,32,39,70,55,87,66,67,90
"D3C65_08305",64,80,67,96,76,73,163,106,200,148,179,199
"D3C65_08310",99,118,87,89,72,59,150,142,173,149,137,194
"D3C65_08315",3100,3872,5201,655,623,664,3047,3833,6113,5431,4660,5461
"D3C65_08320",772,947,1288,272,192,197,1263,1485,2063,1624,1314,1746
"D3C65_08325",313,408,570,183,188,191,1096,1190,1570,1207,1082,1373
"D3C65_08330",110,133,200,86,73,84,353,484,547,426,371,519
"D3C65_08335",35,60,69,27,21,24,106,96,163,122,108,149
"D3C65_08340",28,24,36,21,23,15,39,51,60,48,46,82
"D3C65_08345",56,76,55,39,38,33,93,123,160,96,105,145
"D3C65_08350",29,26,15,23,27,23,65,66,85,54,80,78
"D3C65_08355",54,50,43,89,49,73,188,212,251,209,177,243
"D3C65_08360",593,585,535,582,466,470,1352,1476,1705,1310,1300,1795
"D3C65_08365",1538,1764,1902,1452,1037,941,3202,3641,4730,4518,3433,3908
"D3C65_08370",193,212,210,223,159,159,425,434,533,454,450,483
"D3C65_08375",116,105,111,83,67,51,175,162,248,179,183,218
"D3C65_08380",1071,1106,1051,947,791,860,1750,1877,2488,1916,2055,2700
"D3C65_08385",1840,2088,1798,1501,1277,1224,2114,2250,2823,2305,2391,3035
"D3C65_08390",3349,4055,3735,2525,2467,2475,3502,3843,4569,3753,4092,5083
"D3C65_08395",730,829,759,495,401,427,1601,1586,2014,1536,1891,2062
"D3C65_08400",4844,5557,5345,3569,2826,2772,6270,6063,8953,7084,7433,8117
"D3C65_08405",1790,1906,1865,1628,1357,1212,2723,2555,3445,2756,2862,3309
"D3C65_08410",279,294,315,233,217,210,479,506,706,560,641,782
"D3C65_08415",337,337,287,278,233,232,592,642,857,743,695,893
"D3C65_08420",272,261,259,306,274,257,642,513,830,629,630,714
"D3C65_08425",3004,3299,2963,3430,2793,2504,5978,6078,7514,5933,6388,8378
"D3C65_08430",388,475,408,342,297,272,664,706,1043,796,902,1022
"D3C65_08435",128,113,124,103,88,88,274,314,440,347,329,385
"D3C65_08440",1044,1188,1087,587,622,712,1261,1735,2687,2530,2579,2623
"D3C65_08445",15,13,20,8,9,14,21,23,57,33,53,59
"D3C65_08450",726,724,659,964,831,735,1659,1466,1632,1216,1481,1802
"D3C65_08455",490,529,443,485,379,393,1207,1177,1453,1095,1230,1706
"D3C65_08460",82,69,78,51,57,65,126,166,190,167,162,207
"D3C65_08465",3363,3681,3949,187,309,476,814,2049,3745,4236,3360,3713
"D3C65_08470",55,45,56,41,57,27,74,83,103,84,90,124
"D3C65_08475",51,48,54,42,55,66,72,63,89,66,72,101
"D3C65_08480",27,37,28,39,59,29,51,57,50,55,37,91
"D3C65_08485",68,50,62,99,120,93,125,134,122,127,124,148
"D3C65_08490",42,38,50,41,61,52,63,81,84,82,70,97
"D3C65_08495",114,103,97,164,177,155,195,201,189,187,160,276
"D3C65_08500",112,98,78,113,125,90,138,141,150,135,127,200
"D3C65_08505",107,109,94,173,145,125,161,160,182,128,147,263
"D3C65_08510",84,80,64,144,139,126,150,133,146,155,107,209
"D3C65_08515",634,663,670,1130,1217,1005,1002,994,1012,953,838,1380
"D3C65_08520",907,1050,1126,1502,1699,1433,1199,1199,1830,1432,1371,1931
"D3C65_08525",20,21,19,20,23,27,41,67,72,46,75,66
"D3C65_08530",66,69,82,50,40,36,123,151,180,157,137,181
"D3C65_08535",49,56,78,28,20,40,113,105,140,108,129,124
"D3C65_08540",283,254,271,362,293,268,799,751,839,630,656,970
"D3C65_08545",127,103,124,74,60,61,263,295,415,292,314,410
"D3C65_08550",19,8,6,7,12,6,21,26,47,42,31,27
"D3C65_08555",55,52,57,36,54,44,137,139,177,119,146,187
"D3C65_08560",76,69,57,71,68,73,63,67,89,59,90,105
"D3C65_08565",338,344,325,266,292,270,624,552,799,589,643,855
"D3C65_08570",130,92,88,226,156,171,520,560,615,449,423,665
"D3C65_08575",82,62,77,206,148,131,487,512,571,424,415,604
"D3C65_08580",422,395,343,486,370,369,1027,1152,1198,939,917,1335
"D3C65_08585",1598,1772,1588,1665,1549,1453,3404,3640,4346,3174,3770,5179
"D3C65_08590",291,233,249,252,192,155,648,680,915,626,659,863
"D3C65_08595",59,66,64,23,36,31,55,65,92,86,82,79
"D3C65_08600",461,452,439,433,424,418,1161,1060,1353,958,1197,1400
"D3C65_08605",16988,18460,21775,1290,2339,2962,4292,7570,11493,10266,9345,10418
"D3C65_08610",43,26,21,27,15,19,16,16,35,18,23,51
"D3C65_08615",3551,3630,3128,4001,3377,3117,6698,6642,7719,5634,7367,11092
"D3C65_08620",143,140,113,68,53,87,169,235,247,249,234,351
"D3C65_08625",158,165,168,178,135,173,394,487,559,446,484,597
"D3C65_08630",704,713,610,477,390,359,999,1098,1557,1436,1365,1526
"D3C65_08635",25,35,37,29,22,21,38,49,66,39,47,62
"D3C65_08640",211,217,189,195,158,141,442,424,595,476,483,621
"D3C65_08645",133,145,134,94,82,87,195,216,253,232,268,342
"D3C65_08650",1071,1244,1322,1219,1096,1089,2478,2868,3500,2681,2848,3751
"D3C65_08655",654,748,571,667,552,585,1757,1869,2172,1655,1855,2318
"D3C65_08660",305,319,408,267,243,226,968,976,1366,998,1074,1196
"D3C65_08665",3439,3855,3994,3021,2978,2750,7677,7792,10404,8120,8640,10235
"D3C65_08670",42,32,30,55,45,45,75,79,93,92,86,139
"D3C65_08675",11,5,4,5,4,10,18,15,23,13,29,21
"D3C65_08680",2174,2257,2047,1901,1529,1412,5138,5082,6282,4743,5092,7118
"D3C65_08685",21,22,19,15,18,14,34,42,47,25,40,72
"D3C65_08690",478,517,535,471,374,386,1167,1207,1646,1186,1325,1487
"D3C65_08695",251,314,247,357,354,314,984,925,1177,852,910,1353
"D3C65_08700",52,54,49,104,80,95,168,138,171,129,136,201
"D3C65_08705",33,22,36,100,109,76,106,92,182,139,204,146
"D3C65_08710",4,4,2,7,14,4,10,3,25,18,27,15
"D3C65_08715",41,42,28,103,98,87,112,70,146,113,177,124
"D3C65_08720",527,539,506,703,707,595,1051,961,1417,1098,1247,1401
"D3C65_08725",51,34,39,17,23,22,39,48,78,65,57,71
"D3C65_08730",209,170,187,170,148,143,441,437,567,453,383,538
"D3C65_08735",70,74,52,29,39,35,84,113,103,84,83,118
"D3C65_08740",2415,2462,2293,2342,2078,2149,4405,4869,6477,4679,4925,6120
"D3C65_08745",409,367,393,611,512,474,1177,1346,1661,1171,1259,1548
"D3C65_08750",187,168,159,275,213,203,637,669,824,579,618,812
"D3C65_08755",223,229,210,291,266,213,558,631,790,519,642,756
"D3C65_08760",368,417,335,431,376,331,589,620,864,617,742,946
"D3C65_08765",55,50,60,84,65,44,112,117,158,124,157,131
"D3C65_08770",70,63,71,60,66,52,114,144,174,140,219,199
"D3C65_08775",43,67,67,70,58,43,139,137,207,131,153,233
"D3C65_08780",4,3,5,1,0,2,2,5,11,9,4,10
"D3C65_08785",5,5,3,4,4,5,8,13,8,17,16,20
"D3C65_08790",299,289,337,22,51,82,174,254,516,630,568,553
"D3C65_08795",360,306,294,65,59,75,261,303,466,389,405,404
"D3C65_08800",139,158,127,140,111,92,233,189,311,218,242,370
"D3C65_08805",15,20,21,27,17,20,55,45,48,39,47,49
"D3C65_08810",3,5,4,1,3,0,4,3,7,6,9,4
"D3C65_08815",41,59,27,5,6,4,39,44,73,95,65,79
"D3C65_08820",315,328,356,391,261,247,993,1094,1346,1174,1034,1301
"D3C65_08825",739,637,1086,699,774,615,3373,3451,4108,3358,3173,3782
"D3C65_08830",563,602,582,543,436,455,1348,1414,1649,1189,1159,1474
"D3C65_08835",305,356,344,352,256,297,544,526,651,537,635,734
"D3C65_08840",591,552,450,1121,1009,1118,4910,4322,5471,3821,5136,7134
"D3C65_08845",893,928,910,860,823,766,1769,1807,2763,2029,2238,2659
"D3C65_08850",6627,7747,8355,13979,11638,10451,6228,5077,8427,5851,6979,7310
"D3C65_08855",101,117,126,100,91,69,257,248,349,231,253,298
"D3C65_08860",160,168,177,151,177,132,374,341,411,323,350,375
"D3C65_08865",1293,1308,1248,1041,969,957,1600,1575,1843,1546,2111,2478
"D3C65_08870",65,87,61,165,170,153,493,383,622,556,577,575
"D3C65_08875",1137,1614,1264,1399,1054,1005,573,450,720,578,747,777
"D3C65_08880",4634,4830,5335,4919,4700,4498,9125,8898,11998,8710,8896,11444
"D3C65_08885",211,234,255,201,134,128,312,263,503,338,394,449
"D3C65_08890",231,212,248,193,187,171,320,334,445,360,359,461
"D3C65_08895",192,181,203,157,117,123,533,464,650,513,525,609
"D3C65_08900",228,187,237,163,197,172,367,416,493,371,403,522
"D3C65_08905",188,163,175,185,112,129,434,474,641,445,403,593
"D3C65_08910",75,59,68,119,94,73,100,82,120,98,117,221
"D3C65_08915",4562,4757,4726,4054,3980,3795,8136,8814,10689,8849,10010,12981
"D3C65_08920",577,573,630,327,281,298,1095,1177,1675,1211,1180,1486
"D3C65_08925",286,267,292,335,256,238,918,970,1455,975,1018,1287
"D3C65_08930",80,76,87,59,68,49,254,270,318,214,293,395
"D3C65_08935",13,19,25,23,12,16,19,36,30,31,48,51
"D3C65_08940",16,16,15,12,9,8,23,26,27,24,36,36
"D3C65_08945",30,28,20,16,14,18,29,25,27,23,25,49
"D3C65_08950",84,68,93,40,22,32,76,91,99,105,99,147
"D3C65_08955",43,39,55,31,21,24,49,40,70,51,63,66
"D3C65_08960",133,153,136,74,63,58,187,223,291,229,258,291
"D3C65_08965",1419,1421,1448,1565,1469,1460,2544,2680,3408,2821,3029,4288
"D3C65_08970",511,497,407,884,641,679,770,752,905,707,934,1536
"D3C65_08975",2115,2447,2278,2292,2098,2054,2410,2592,3234,2405,3034,3503
"D3C65_08980",5562,5769,5585,5871,5276,5022,9717,8860,11682,9190,9892,12122
"D3C65_08985",1094,1126,993,1548,1365,1227,3535,3272,3802,3013,3123,4373
"D3C65_08990",641,657,623,637,553,539,1141,1105,1459,1146,1284,1553
"D3C65_08995",392,356,320,492,371,400,965,1066,1302,1100,1007,1296
"D3C65_09000",164,172,171,152,116,126,360,459,583,455,514,610
"D3C65_09005",369,382,386,443,407,386,1190,1287,1652,1199,1442,1611
"D3C65_09010",484,560,535,527,549,529,1488,1470,1795,1446,1699,2168
"D3C65_09015",1,1,3,3,4,5,7,15,8,9,4,4
"D3C65_09020",74,97,121,43,54,36,164,127,222,150,188,193
"D3C65_09025",48,54,128,33,39,45,313,310,419,269,387,341
"D3C65_09030",130,106,364,83,98,77,1247,1310,1631,1470,1171,1210
"D3C65_09035",66,60,184,61,73,50,504,576,646,565,478,574
"D3C65_09040",40,41,82,47,40,46,196,199,278,180,215,234
"D3C65_09045",17,18,16,8,8,7,34,40,54,47,63,49
"D3C65_09050",209,197,173,279,215,218,681,647,930,659,678,791
"D3C65_09055",128,135,102,74,56,59,312,451,519,392,389,499
"D3C65_09060",773,734,735,995,856,756,2425,2698,3432,2546,2649,3442
"D3C65_09065",686,715,732,881,871,840,2435,2531,3260,2535,2570,3342
"D3C65_09070",270,320,269,181,174,175,594,673,734,539,627,842
"D3C65_09075",1057,1143,980,555,494,523,1420,1584,1727,1355,1514,2014
"D3C65_09080",129,139,162,117,116,133,255,289,453,357,372,455
"D3C65_09085",35,54,53,44,27,37,62,90,140,116,107,129
"D3C65_09090",166,143,187,141,115,117,331,309,473,378,359,457
"D3C65_09095",206,199,213,168,182,150,318,352,393,279,355,464
"D3C65_09100",294,291,280,209,192,201,460,530,700,550,504,776
"D3C65_09105",8,6,3,6,7,11,9,16,13,14,15,26
"D3C65_09110",5,5,4,3,0,2,11,8,10,5,8,16
"D3C65_09115",527,540,518,669,613,608,1476,1489,1912,1517,1634,1915
"D3C65_09120",38,48,46,26,27,27,81,77,136,109,102,136
"D3C65_09125",292,274,295,233,189,209,834,883,1060,877,834,953
"D3C65_09130",315,303,313,345,257,276,1055,1134,1376,1001,993,1301
"D3C65_09135",439,437,430,520,404,418,1383,1414,1660,1311,1367,1951
"D3C65_09140",229,247,225,325,283,274,919,1018,1124,889,931,1357
"D3C65_09145",580,620,546,642,533,532,2212,2301,2871,2415,2291,3058
"D3C65_09150",301,272,238,577,470,474,981,873,1116,927,1111,1493
"D3C65_09155",75,52,69,48,48,47,212,172,265,137,162,197
"D3C65_09160",481,437,432,273,247,235,867,1055,1352,1086,965,1224
"D3C65_09165",39,52,54,56,40,39,109,96,121,94,100,138
"D3C65_09170",131,106,105,156,110,116,221,242,258,248,270,344
"D3C65_09175",201,220,147,373,315,345,658,736,782,599,644,1057
"D3C65_09180",316,324,299,411,314,354,796,841,886,702,652,1078
"D3C65_09185",421,410,388,497,346,361,1033,1002,1270,985,1005,1345
"D3C65_09190",657,623,627,613,499,442,1565,1716,2056,1678,1658,2191
"D3C65_09195",1226,1308,1199,1182,1089,1106,3045,2871,4301,3517,4036,4389
"D3C65_09200",599,547,494,315,290,279,790,737,1014,826,942,1157
"D3C65_09205",491,518,526,427,391,369,797,923,1076,869,987,1255
"D3C65_09210",238,326,249,347,286,255,723,685,849,645,750,997
"D3C65_09215",475,461,390,504,401,351,992,981,1197,928,1055,1345
"D3C65_09220",268,231,270,305,273,260,533,542,671,431,568,827
"D3C65_09225",27,32,37,61,39,30,91,79,110,77,104,138
"D3C65_09230",2737,3209,3844,1117,995,1097,5362,5302,7712,6238,4729,4821
"D3C65_09235",6932,7930,7863,3951,3245,3452,9794,9006,12718,9655,8439,8652
"D3C65_09240",2392,2690,2735,1658,1319,1305,4340,4050,5642,4337,3747,3732
"D3C65_09245",877,1011,1183,817,662,666,2017,1987,2577,2127,1875,1945
"D3C65_09250",368,427,434,433,324,309,1297,1148,1576,1310,1056,1025
"D3C65_09255",60,62,71,88,63,70,202,158,246,193,182,196
"D3C65_09260",8654,8629,14626,2503,2521,2453,17140,13853,21765,19311,15525,14988
"D3C65_09265",993,996,2099,264,285,297,3015,2398,4049,3450,2518,2086
"D3C65_09270",611,533,1227,211,234,268,2954,2280,3769,2972,2541,2159
"D3C65_09275",1882,1930,4538,797,890,883,7355,5837,9223,7582,5941,5706
"D3C65_09280",2518,2656,5674,1395,1252,1190,9266,7514,12569,10653,7856,7613
"D3C65_09285",3,2,5,4,9,7,17,17,23,16,25,42
"D3C65_09290",747,791,776,759,598,528,1892,1894,2493,1896,1795,2006
"D3C65_09295",348,389,327,391,311,308,980,945,1257,913,868,1201
"D3C65_09300",5061,5614,5265,3289,2519,2786,10341,9074,12919,9456,8448,8184
"D3C65_09305",1369,1540,1424,761,629,570,2501,2512,3326,2728,2050,2090
"D3C65_09310",1683,1920,1859,1206,864,952,3273,3245,4301,3537,2758,2855
"D3C65_09315",89,77,102,84,76,62,233,246,343,245,240,375
"D3C65_09320",2448,2746,1634,2142,1713,1560,1611,1613,1907,1321,2237,4025
"D3C65_09325",2,2,0,1,0,0,4,8,3,0,4,8
"D3C65_09330",233,229,204,191,159,154,465,484,661,468,557,784
"D3C65_09335",153,160,164,96,105,107,227,225,293,259,285,325
"D3C65_09340",15,11,18,14,11,13,37,44,70,40,46,67
"D3C65_09345",20,23,19,22,13,29,35,44,40,46,33,52
"D3C65_09350",38,43,39,41,32,28,67,71,68,55,70,91
"D3C65_09355",521,533,528,613,639,606,857,904,1072,778,1008,1478
"D3C65_09360",565,559,469,444,374,412,730,720,820,713,852,1100
"D3C65_09365",972,961,956,675,661,595,1342,1409,1848,1285,1633,2070
"D3C65_09370",1319,1458,1362,995,911,848,2059,2222,2742,2413,2393,3142
"D3C65_09375",1480,1551,1496,1328,1257,1130,2470,2370,2929,2284,2699,3839
"D3C65_09380",13503,14376,14111,11362,10305,9833,22889,22156,29216,22898,24438,29836
"D3C65_09385",3209,3423,3467,3308,2984,2819,6308,6221,8686,6582,7388,8848
"D3C65_09390",1519,1569,1561,2182,1925,1759,4471,4302,5410,4186,4773,6000
"D3C65_09395",1213,1189,1271,2109,1716,1661,3982,3625,4746,3673,3980,4884
"D3C65_09400",3352,3492,3832,4585,3966,3740,10232,10056,13658,10406,11027,13831
"D3C65_09405",1095,1148,1251,1357,1274,1218,3248,3051,4175,3159,3376,4399
"D3C65_09410",40616,44638,51635,97899,96320,99914,70577,68891,94152,73344,82905,98285
"D3C65_09415",900,888,957,712,678,577,1185,1341,1931,1400,1607,1948
"D3C65_09420",364,401,358,419,314,264,453,338,814,686,880,617
"D3C65_09425",1669,1961,1721,2765,2570,2294,3091,2344,4852,3932,4764,3849
"D3C65_09430",12352,14204,13810,12945,12659,11906,15011,13096,22178,17399,19251,19346
"D3C65_09435",3624,4232,4258,5048,4787,4717,5348,4930,8963,6405,7731,7443
"D3C65_09440",1122,1236,1043,3114,2689,2384,3571,2887,5428,4459,5345,4472
"D3C65_09445",2005,2228,2275,3440,3230,3059,5234,5173,9260,6356,7179,6869
"D3C65_09450",4749,5156,5774,6787,6016,5861,8622,8131,15887,11646,12677,11918
"D3C65_09455",533,588,492,2134,1906,1505,2120,1331,3178,2624,3351,2071
"D3C65_09460",370,373,336,1522,1403,1224,1883,1318,3216,2431,3135,2199
"D3C65_09465",427,512,481,1259,1157,883,1493,963,1997,1642,2097,1636
"D3C65_09470",1293,1441,1532,3082,2937,2661,3278,2552,4977,3624,4732,4004
"D3C65_09475",2604,2953,3288,5889,5827,5152,6060,4759,10403,8028,9100,7357
"D3C65_09480",1629,2001,2064,5066,4961,4201,5784,4360,9401,6999,8256,6989
"D3C65_09485",3701,3891,4531,5447,5557,5250,6221,5732,11266,8517,9166,8398
"D3C65_09490",2654,2685,2980,3837,3627,3555,5912,5147,9653,7059,8459,7603
"D3C65_09495",1288,1272,1416,2332,2183,2193,3567,3053,5545,3969,4512,4446
"D3C65_09500",1116,1189,1105,2288,2163,2060,3101,2636,5423,3950,4667,4020
"D3C65_09505",1261,1381,1204,1579,1364,1313,2116,1866,2862,2196,2616,3028
"D3C65_09510",5137,5427,5178,5394,4536,4400,8635,7683,12072,9330,10084,11167
"D3C65_09515",126,125,100,97,74,77,82,87,127,87,129,173
"D3C65_09520",48,53,45,119,99,78,71,51,112,72,123,104
"D3C65_09525",2715,2830,3204,3473,3204,3259,8858,9071,12205,9456,9061,9944
"D3C65_09530",1519,1513,1660,948,834,865,2645,2936,4214,3250,3268,4021
"D3C65_09535",30,33,31,44,26,29,132,129,160,111,140,171
"D3C65_09540",48,72,52,34,33,33,159,151,153,113,136,179
"D3C65_09545",199,179,168,143,121,140,361,356,477,437,404,484
"D3C65_09550",3073,3401,3428,3504,3115,3269,7406,7842,10494,7670,8211,9968
"D3C65_09555",668,794,662,1030,917,757,847,567,1159,869,936,896
"D3C65_09560",931,1001,1012,1131,792,638,955,746,1340,800,1090,1136
"D3C65_09565",2583,3064,2613,3276,2656,2403,731,616,1014,598,873,886
"D3C65_09570",396,371,393,493,259,209,421,322,654,544,598,567
"D3C65_09575",141,161,132,58,48,40,141,139,184,121,178,243
"D3C65_09580",175,165,113,78,45,50,160,147,193,145,160,192
"D3C65_09585",379,434,406,478,356,386,960,852,1058,843,920,1107
"D3C65_09590",319,313,317,328,249,254,427,441,566,390,462,642
"D3C65_09595",665,688,617,844,532,569,1083,948,1232,793,1123,1653
"D3C65_09600",119,147,136,80,74,60,230,258,316,256,285,355
"D3C65_09605",202,210,186,104,78,106,315,367,392,368,381,519
"D3C65_09610",486,462,470,342,279,271,1498,2053,3287,2742,2511,2713
"D3C65_09615",98,110,104,91,81,77,308,360,421,349,337,455
"D3C65_09620",394,394,416,265,206,216,787,781,1138,886,893,1050
"D3C65_09625",191,227,206,156,138,118,517,496,829,592,609,708
"D3C65_09630",92,94,103,84,63,59,165,187,211,170,182,254
"D3C65_09635",690,734,794,462,437,444,1339,1443,1834,1457,1440,2032
"D3C65_09640",259,313,306,226,167,206,412,409,670,472,546,606
"D3C65_09645",146,146,146,164,133,120,313,299,343,285,292,388
"D3C65_09650",693,624,752,609,548,539,1391,1494,2107,1568,1666,1986
"D3C65_09655",1944,1971,1913,1629,1439,1321,3103,3230,4232,3029,3628,4958
"D3C65_09660",1065,1041,818,951,766,722,1452,1407,1772,1172,1706,2326
