"gene_id","PAO1161.EV_1.GSM4975402.","PAO1161.EV_2.GSM4975403.","PAO1161.EV_3.GSM4975404.","PAO1161_PA3973oe_1","PAO1161_PA3973oe_2","PAO1161_PA3973oe_3","PAO1161_WT_1","PAO1161_WT_2","PAO1161_WT_3","PAO1161_dPA3973_1","PAO1161_dPA3973_2","PAO1161_dPA3973_3"
"D3C65_01925",175,197,204,162,142,159,451,971,657,444,803,709
"D3C65_01930",82,82,78,72,49,59,156,331,218,170,363,277
"D3C65_01935",375,365,344,161,184,187,492,1124,693,629,1267,826
"D3C65_01940",214,235,191,305,246,249,697,800,967,892,1059,1080
"D3C65_01945",138,125,152,121,100,101,278,268,362,315,302,390
"D3C65_01950",241,227,192,406,341,306,718,752,778,633,653,909
"D3C65_01955",148,174,170,255,195,187,442,449,580,423,445,585
"D3C65_01960",317,313,287,393,342,341,1051,1029,1256,893,1010,1225
"D3C65_01965",891,1022,919,946,892,903,2370,2446,2940,2474,2679,3658
"D3C65_01970",1390,1635,1469,1170,1237,1181,2572,2724,3176,2731,2923,3892
"D3C65_01975",4064,4447,3732,3790,3238,3357,7539,7562,8681,6986,6969,9460
"D3C65_01980",1224,1312,1020,1755,1456,1404,2835,2847,3510,2949,2881,3742
"D3C65_01985",1108,1048,1036,1644,1210,1193,3335,3058,4340,3090,3336,4120
"D3C65_01990",7024,7675,7052,5704,4783,4490,10623,10741,15536,12018,12079,14100
"D3C65_01995",125,136,102,228,202,171,489,547,609,468,432,557
"D3C65_02000",265,264,239,300,236,221,615,640,857,527,599,784
"D3C65_02005",220,211,222,202,171,181,550,528,798,642,629,714
"D3C65_02010",394,378,371,394,348,349,666,593,664,418,553,790
"D3C65_02015",2161,2340,2059,1912,1755,1858,3340,2923,3454,2447,3184,4444
"D3C65_02020",694,693,619,1153,998,896,2218,1919,2346,1478,2173,3074
"D3C65_02025",200,163,131,296,251,207,589,481,595,402,536,726
"D3C65_02030",69,90,74,114,106,111,106,110,140,77,90,147
"D3C65_02035",99,93,100,190,135,160,282,250,349,268,296,357
"D3C65_02040",276,291,222,691,575,522,1087,997,1038,722,957,1411
"D3C65_02045",995,947,1038,1120,973,923,2147,2230,2975,2155,2435,3299
"D3C65_02050",1069,1197,1083,1063,1015,979,1801,1913,2352,1786,2141,2916
"D3C65_02055",715,649,666,1129,918,918,1873,1882,2493,1695,2247,2976
"D3C65_02060",1672,1893,1482,2420,2039,2038,4338,3914,4584,3456,4371,5949
"D3C65_02065",1544,1570,1598,959,810,869,3665,4569,5733,5079,3919,5001
"D3C65_02070",184,188,204,363,357,255,782,755,851,707,806,1075
"D3C65_02075",623,596,594,743,713,713,1856,1999,3016,2038,2293,2728
"D3C65_02080",1465,1373,1318,1176,943,990,3062,3685,4131,3209,3038,4156
"D3C65_02085",1307,1543,1304,1311,1095,1082,3217,3272,3756,3271,3287,4099
"D3C65_02090",1512,1677,1700,1365,1172,1093,3369,3440,4896,4273,3932,4834
"D3C65_02095",2709,2802,2880,894,799,777,2705,3433,4614,4614,3977,4402
"D3C65_02100",105,91,105,99,83,91,245,259,335,283,246,299
"D3C65_02105",272,269,286,219,238,222,658,665,1047,844,885,850
"D3C65_02110",1594,1434,1734,1662,1472,1528,2778,3313,4448,3778,3164,3902
"D3C65_02115",1358,1360,1343,1312,1124,1285,2833,3418,4491,3761,3287,4130
"D3C65_02120",2321,2317,2175,1215,1140,1133,3514,4012,4719,3956,3407,4762
"D3C65_02125",1854,2096,2148,939,973,927,3362,3817,5093,4340,4235,5031
"D3C65_02130",793,818,777,254,273,303,799,1031,1504,1461,1318,1530
"D3C65_02135",212,205,199,367,298,279,668,725,790,762,784,989
"D3C65_02140",612,640,655,762,769,771,1470,1709,2073,1688,1708,2264
"D3C65_02145",252,284,254,284,224,236,906,997,1131,970,926,1316
"D3C65_02150",819,858,835,797,736,788,1751,1966,2640,1972,1998,2622
"D3C65_02155",5950,6582,6312,2561,2419,2475,6634,7046,11135,10278,10061,10280
"D3C65_02160",3933,4447,3839,1675,1517,1416,4375,4707,6346,5332,5328,6289
"D3C65_02165",1739,1676,1622,951,840,698,2755,2668,3799,2990,2881,3276
"D3C65_02170",10130,10423,9353,5464,5106,4765,14374,14889,19358,14931,15753,20808
"D3C65_02175",1281,1309,1171,1106,889,747,2336,2253,2932,2411,2485,3095
"D3C65_02180",9452,9537,8539,8521,6607,6019,22735,23712,29407,23610,23218,30251
"D3C65_02185",590,575,533,742,593,548,1983,2084,2484,1991,2064,2549
"D3C65_02190",473,528,450,528,436,440,942,1056,1105,885,948,1335
"D3C65_02195",248,272,230,354,260,240,551,652,685,557,591,849
"D3C65_02200",97,75,79,113,80,70,143,152,238,161,158,230
"D3C65_02205",539,532,442,486,365,408,1375,1327,1576,1338,1240,1803
"D3C65_02210",555,556,537,517,389,395,1137,1137,1424,920,967,1347
"D3C65_02215",1099,1209,1090,902,789,791,2613,2821,4052,3019,3290,4015
"D3C65_02220",6,10,9,5,3,0,12,15,19,13,18,28
"D3C65_02225",1878,2044,1935,1662,1458,1496,4645,4818,6278,4546,4809,6291
"D3C65_02230",739,838,775,684,835,769,1621,1628,1941,1485,1805,2079
"D3C65_02235",6651,7392,7360,4914,4474,3972,10307,10838,13996,10793,11119,14085
"D3C65_02240",149,151,152,245,190,206,491,499,667,481,580,704
"D3C65_02245",4069,4398,3705,2670,2345,2377,5992,5791,7449,5577,6738,8472
"D3C65_02250",7873,8024,7488,5666,4992,4630,14074,13902,20480,14898,17056,21107
"D3C65_02255",4854,4880,4238,3636,3000,2983,7855,8927,10820,8428,8705,11218
"D3C65_02260",6645,6828,5898,8914,7948,7903,14244,14412,16910,13310,14508,20224
"D3C65_02265",2239,2225,1975,3012,2500,2549,5530,5256,7007,5715,6180,7867
"D3C65_02270",1574,1394,1218,1712,1472,1427,2876,2833,3731,2736,3043,3906
"D3C65_02275",1525,1600,1289,1628,1374,1352,1923,2038,2139,1774,1893,2595
"D3C65_02280",11730,12751,10175,7336,7233,7181,12954,13543,16974,13621,14135,19035
"D3C65_02285",38,45,34,63,76,56,203,190,218,160,161,211
"D3C65_02290",25,28,26,37,25,22,95,156,190,132,126,167
"D3C65_02295",21,20,19,18,14,18,62,89,126,86,72,94
"D3C65_02300",473,562,533,512,522,525,1173,1312,1814,1545,1634,1914
"D3C65_02305",644,692,620,601,602,599,1974,2097,2332,2052,2009,2532
"D3C65_02310",345,332,323,335,265,279,1099,1026,1230,947,987,1164
"D3C65_02315",8,9,7,5,0,4,16,9,16,13,8,11
"D3C65_02320",15,19,12,10,9,9,35,38,52,33,41,39
"D3C65_02325",22,24,23,13,15,20,34,54,54,41,48,67
"D3C65_02330",71,78,54,47,34,49,59,71,68,55,77,112
"D3C65_02335",6,9,6,9,9,5,20,10,15,18,16,23
"D3C65_02340",5,2,4,4,4,4,6,2,3,7,4,7
"D3C65_02345",41,42,19,11,18,22,30,41,47,44,34,47
"D3C65_02350",49,53,64,26,27,21,95,86,142,98,125,150
"D3C65_02355",157,145,173,184,133,127,414,379,531,404,435,553
"D3C65_02360",149,153,126,107,92,80,277,275,345,288,306,425
"D3C65_02365",392,362,406,194,172,173,543,577,773,682,670,859
"D3C65_02370",1927,1966,2149,1516,1294,1341,4126,4439,6229,5542,5000,5731
"D3C65_02375",1803,2027,1979,1606,1494,1631,4854,5662,7044,5838,5412,6666
"D3C65_02380",59,58,40,51,47,30,119,103,131,100,117,150
"D3C65_02385",152,107,117,42,48,60,149,177,211,197,161,225
"D3C65_02390",51,34,41,33,23,30,55,94,108,74,98,122
"D3C65_02395",63,68,69,59,34,53,160,164,230,237,181,245
"D3C65_02400",267,300,283,407,373,332,988,959,1227,1032,1060,1282
"D3C65_02405",911,994,908,981,817,767,1790,1829,2184,1803,1753,2326
"D3C65_02410",22414,25972,27539,37453,33573,29534,14355,13188,17894,14598,16052,16682
"D3C65_02415",92,86,111,146,98,102,238,188,244,183,230,289
"D3C65_02420",52,74,59,50,34,39,99,111,155,124,139,135
"D3C65_02425",311,340,315,219,231,209,630,748,1010,811,807,992
"D3C65_02430",3929,4365,4488,132,213,258,314,694,1271,1597,1184,1406
"D3C65_02435",632,597,768,486,435,423,954,1004,1342,1046,953,1097
"D3C65_02440",778,878,782,782,691,643,2202,2272,3182,2390,2512,3128
"D3C65_02445",297,294,359,276,243,244,397,421,570,434,450,619
"D3C65_02450",306,311,291,411,332,341,880,761,997,780,796,1084
"D3C65_02455",246,312,264,596,440,399,1213,1180,1443,1095,1115,1502
"D3C65_02460",45,45,53,81,49,52,94,128,143,110,139,152
"D3C65_02465",6,9,3,4,10,8,4,13,13,11,10,7
"D3C65_02470",2,4,4,1,1,4,11,16,12,10,13,12
"D3C65_02475",186,173,141,136,120,104,325,413,382,353,313,462
"D3C65_02480",323,291,297,159,125,130,496,610,801,566,556,773
"D3C65_02485",444,492,474,278,218,237,786,915,1264,982,978,1136
"D3C65_02490",194,220,144,133,109,80,199,217,277,211,262,367
"D3C65_02495",47,41,42,103,88,79,352,329,399,350,378,478
"D3C65_02500",42,47,30,127,131,93,432,369,491,377,411,564
"D3C65_02505",285,301,376,207,202,221,773,927,1309,1065,1024,1210
"D3C65_02510",10,3,16,2,5,1,14,15,32,15,23,25
"D3C65_02515",77,65,99,61,66,64,250,215,290,240,258,315
"D3C65_02520",59,62,79,38,48,55,124,139,167,134,144,221
"D3C65_02525",76,70,72,82,70,69,219,233,313,209,254,338
"D3C65_02530",131,165,138,81,63,73,310,292,433,326,351,458
"D3C65_02535",79,78,90,43,39,45,173,184,275,310,234,251
"D3C65_02540",31,33,35,15,15,22,51,39,66,53,44,76
"D3C65_02545",144,140,128,170,125,106,277,199,301,205,281,395
"D3C65_02550",4045,4103,4499,1998,1839,1842,8768,9576,12159,9136,9247,12171
"D3C65_02555",60,57,63,52,36,28,120,107,199,148,162,162
"D3C65_02560",150,130,135,68,50,68,159,194,277,268,248,318
"D3C65_02565",584,619,603,438,325,366,971,981,1407,1147,1178,1303
"D3C65_02570",389,374,374,323,244,287,720,795,1121,908,884,1080
"D3C65_02575",205,203,199,194,150,170,442,500,567,483,482,650
"D3C65_02580",46,43,30,38,32,45,88,108,147,120,101,128
"D3C65_02585",33,35,24,36,19,34,63,57,74,66,57,60
"D3C65_02590",54,61,63,61,49,36,97,90,184,129,142,142
"D3C65_02595",114,127,131,135,124,123,393,464,521,431,462,618
"D3C65_02600",406,361,655,451,453,474,1452,1126,1346,1042,1077,1564
"D3C65_02605",166,149,288,150,171,165,725,658,1035,736,684,929
"D3C65_02610",521,448,957,516,498,513,2592,2537,3768,2890,2309,3272
"D3C65_02615",332,315,698,378,445,419,2234,2183,3242,2546,2211,2927
"D3C65_02620",295,259,436,329,293,297,1776,1840,2742,2151,1657,2196
"D3C65_02625",49,56,66,41,45,55,110,108,197,138,189,168
"D3C65_02630",42,62,61,60,59,76,98,157,215,161,212,252
"D3C65_02635",12,14,11,7,15,22,28,31,44,35,38,54
"D3C65_02640",3159,3474,3116,3047,2970,2824,6881,7319,9636,7541,7942,9833
"D3C65_02645",911,948,825,1180,913,945,2911,2854,3373,2671,2585,3443
"D3C65_02650",362,372,359,575,432,427,1328,1384,1647,1286,1210,1667
"D3C65_02655",236,212,184,366,272,244,910,953,1218,942,890,1167
"D3C65_02660",162,122,113,236,155,185,546,539,608,418,451,622
"D3C65_02665",314,327,324,217,230,254,474,590,667,565,696,971
"D3C65_02670",1562,1359,1805,358,340,338,1339,1301,1677,1540,1593,1993
"D3C65_02675",71,51,66,29,39,31,136,174,226,156,158,203
"D3C65_02680",9,10,7,3,2,4,19,21,15,22,24,32
"D3C65_02685",534,516,577,403,388,320,916,1047,1400,1213,1269,1308
"D3C65_02690",179,191,201,50,42,49,190,177,264,185,191,245
"D3C65_02695",95,96,87,10,10,16,35,74,83,68,58,69
"D3C65_02700",199,236,243,27,28,19,105,124,113,97,110,106
"D3C65_02705",85,125,108,20,15,13,79,78,81,75,68,84
"D3C65_02710",64,81,79,7,4,2,18,35,28,27,29,41
"D3C65_02715",136,119,155,7,13,6,38,46,53,58,42,79
"D3C65_02720",169,188,211,7,7,6,50,69,79,40,66,115
"D3C65_02725",822,1020,907,39,30,44,193,271,436,266,297,508
"D3C65_02730",259,290,295,13,10,14,59,102,160,101,96,179
"D3C65_02735",1122,1451,1459,41,37,48,124,222,333,246,288,408
"D3C65_02740",11442,13847,13346,223,506,651,2096,4696,7294,8381,7229,7990
"D3C65_02745",252,331,280,61,61,75,272,305,432,347,323,454
"D3C65_02750",49,50,43,13,8,8,20,30,42,29,30,23
"D3C65_02755",10,8,9,2,0,2,2,8,14,5,7,7
"D3C65_02760",1037,1608,1325,20,15,17,26,45,66,31,72,66
"D3C65_02765",859,1161,1104,20,38,27,81,97,166,107,140,162
"D3C65_02770",237,274,262,38,24,26,65,63,94,52,71,103
"D3C65_02775",804,875,846,60,105,109,88,221,343,281,272,404
"D3C65_02780",3097,3680,3154,313,661,805,1331,2676,4158,3484,4037,5161
"D3C65_02785",87,79,72,56,48,66,100,96,157,154,186,174
"D3C65_02790",470,397,408,54,58,69,157,236,319,369,305,445
"D3C65_02795",75,108,96,16,20,5,53,43,69,40,47,53
"D3C65_02800",310,382,292,74,50,54,153,162,245,192,177,222
"D3C65_02805",82,106,90,24,19,23,49,38,86,46,57,52
"D3C65_02810",26,29,27,13,20,16,23,16,25,27,34,47
"D3C65_02815",492,526,488,293,254,270,925,969,1204,963,986,1163
"D3C65_02820",14,6,11,6,10,3,6,6,8,5,6,14
"D3C65_02825",337,302,390,196,172,166,425,432,660,531,448,597
"D3C65_02830",163,133,166,110,104,105,375,342,530,452,426,448
"D3C65_02835",868,940,766,917,766,702,2035,1932,2585,2070,2038,2627
"D3C65_02840",1040,1203,1223,834,853,764,2061,2071,2889,2184,2299,3098
"D3C65_02845",238,252,230,305,247,253,852,964,1301,1017,973,1161
"D3C65_02850",36,48,37,32,10,27,61,95,104,115,86,93
"D3C65_02855",45,38,62,43,39,34,80,105,112,112,100,143
"D3C65_02860",731,883,778,562,531,506,1517,1646,2073,1378,1603,2350
"D3C65_02865",1526,1691,1697,596,601,575,1585,1856,2482,2204,2063,2876
"D3C65_02870",85,85,73,51,40,39,123,102,148,146,126,126
"D3C65_02875",205,243,212,169,168,150,459,535,654,492,547,724
"D3C65_02880",948,983,1005,123,135,159,577,826,1584,1553,1280,1376
"D3C65_02885",10224,10126,7672,9310,8471,8567,13007,14185,19185,14055,15208,18673
"D3C65_02890",2170,2096,1416,4363,3084,2940,6475,6005,7941,6079,6731,7540
"D3C65_02895",10472,11621,9979,8376,7979,7874,13441,13726,17309,12378,15154,20981
"D3C65_02900",896,846,687,1183,864,843,1586,1736,2036,1572,1876,2846
"D3C65_02905",63,63,70,65,71,72,183,172,183,191,180,278
"D3C65_02910",1084,1180,1044,1277,1142,1147,3255,3041,3610,2605,3250,4249
"D3C65_02915",3706,3786,4030,2924,2706,2573,7457,7954,10337,7810,8342,11399
"D3C65_02920",440,360,442,444,407,433,814,861,1192,862,1048,1227
"D3C65_02925",1026,1189,910,901,849,770,2544,2247,2562,1862,2334,2897
"D3C65_02930",5717,6206,6244,5682,5604,5539,11832,12304,16255,11969,13342,17299
"D3C65_02935",293,253,236,419,340,299,634,767,779,589,593,817
"D3C65_02940",17,24,20,15,21,14,36,37,48,40,28,76
"D3C65_02945",148,168,194,93,95,83,285,300,386,285,312,403
"D3C65_02950",485,490,463,566,449,402,1367,1178,1495,1095,1178,1532
"D3C65_02955",238,186,212,149,147,137,330,308,436,356,429,547
"D3C65_02960",253,320,299,252,228,229,410,395,751,505,723,731
"D3C65_02965",369,379,317,329,269,292,601,611,616,516,511,791
"D3C65_02970",1851,2323,1921,1584,1495,1523,3021,2831,4286,2983,3449,4183
"D3C65_02975",85,109,91,105,102,85,271,289,397,286,277,394
"D3C65_02980",41,58,63,28,45,32,100,113,152,98,132,180
"D3C65_02985",167,181,166,155,138,137,388,387,543,452,407,559
"D3C65_02990",37,44,49,35,42,49,91,102,163,129,128,129
"D3C65_02995",207,239,231,244,203,194,412,436,568,445,443,602
"D3C65_03000",224,194,164,222,185,162,303,281,396,272,342,433
"D3C65_03005",144,152,109,140,104,136,243,252,198,176,220,296
"D3C65_03010",302,311,342,297,218,239,489,574,672,554,531,715
"D3C65_03015",2155,1970,2183,725,689,673,1362,1463,1912,1483,1442,1905
"D3C65_03020",30,42,35,46,41,36,77,56,83,56,89,88
"D3C65_03025",308,364,342,416,341,349,1007,933,1407,1043,1345,1584
"D3C65_03030",112,172,107,152,112,108,149,166,215,131,208,342
"D3C65_03035",29,27,11,28,29,26,97,41,103,85,164,145
"D3C65_03040",127,166,134,182,158,128,161,162,187,193,195,300
"D3C65_03045",22318,25086,21438,21017,18748,17814,24658,24060,31767,25425,29026,37639
"D3C65_03050",2773,2736,2219,4205,3480,3234,5459,4853,6124,4953,6685,9062
"D3C65_03055",3524,3725,2730,5959,4510,3683,3170,2698,3229,2303,3136,4966
"D3C65_03060",9132,10555,8873,14967,14319,11941,6986,6082,8084,5729,7228,8180
"D3C65_03065",1062,1001,839,1457,1149,967,1867,1561,1886,1439,1962,2900
"D3C65_03070",229,237,256,195,183,185,452,503,663,550,548,665
"D3C65_03075",304,284,220,310,244,183,426,393,529,368,561,710
"D3C65_03080",203,205,180,240,185,204,321,307,430,283,386,551
"D3C65_03085",586,562,539,370,293,277,971,1066,1459,1227,1160,1390
"D3C65_03090",47,45,32,22,26,29,63,77,74,66,67,83
"D3C65_03095",183,198,223,142,163,134,316,328,413,361,409,502
"D3C65_03100",295,376,417,150,165,147,384,401,500,428,433,531
"D3C65_03105",2285,2561,2780,682,697,675,1354,1584,2293,2210,1973,2448
"D3C65_03110",229,212,210,246,212,229,356,393,471,371,421,569
"D3C65_03115",613,631,573,661,560,593,1431,1415,1577,1169,1435,1873
"D3C65_03120",485,473,492,528,417,402,951,872,1097,867,1008,1307
"D3C65_03125",779,837,737,924,758,787,1950,1671,2075,1313,1663,2404
"D3C65_03130",462,500,394,1148,970,836,1973,1941,2240,1936,2048,2595
"D3C65_03135",2714,2655,2432,3199,2891,2809,5977,5660,6865,5494,6116,7283
"D3C65_03140",9985,11461,10472,13234,12500,11955,25112,24192,34313,26738,29963,35230
"D3C65_03145",1084,1125,1127,726,631,693,1783,1981,2915,2154,2336,2780
"D3C65_03150",469,414,378,256,197,161,625,731,990,707,705,832
"D3C65_03155",422,523,416,352,310,299,840,817,984,786,822,1013
"D3C65_03160",228,225,219,158,143,134,397,456,507,461,490,636
"D3C65_03165",565,566,552,460,397,386,1323,1340,1741,1433,1389,1702
"D3C65_03170",249,260,268,147,131,134,351,364,500,473,434,486
"D3C65_03175",555,571,777,264,227,232,1703,1823,3006,2242,1794,2013
"D3C65_03180",510,753,156,1431,481,488,213,230,324,239,233,338
"D3C65_03185",980,1348,202,1334,593,503,274,229,377,311,302,451
"D3C65_03190",188,236,59,509,234,227,85,76,119,77,78,104
"D3C65_03195",190,221,51,328,136,145,91,84,153,97,101,153
"D3C65_03200",889,917,817,882,777,715,1757,1572,2104,1546,1854,2310
"D3C65_03205",672,631,610,659,612,523,1354,1284,1580,1081,1444,1785
"D3C65_03210",1306,1415,1345,1493,1340,1303,3112,2886,3805,2658,3405,4016
"D3C65_03215",285,284,271,219,237,227,609,674,873,702,723,869
"D3C65_03220",421,464,449,543,476,449,1372,1388,1884,1309,1425,1834
"D3C65_03225",133,168,81,154,116,131,254,255,334,244,281,356
"D3C65_03230",195,208,167,240,276,229,405,353,483,417,443,511
"D3C65_03235",63,61,48,87,72,78,134,149,179,108,122,186
"D3C65_03240",188,146,150,139,149,133,295,346,476,327,371,447
"D3C65_03245",174,193,162,171,183,156,329,358,350,293,339,489
"D3C65_03250",100,93,77,115,98,95,172,205,240,160,202,294
"D3C65_03255",167,174,186,205,187,188,382,390,480,379,432,548
"D3C65_03260",167,171,178,182,196,165,373,392,487,338,403,586
"D3C65_03265",713,763,705,647,684,669,1323,1275,1839,1409,1688,1963
"D3C65_03270",246,224,215,189,248,211,321,301,415,300,461,540
"D3C65_03275",896,927,833,1014,1088,990,1757,2042,2565,1783,2249,2886
"D3C65_03280",412,427,346,443,436,428,688,783,925,652,880,1102
"D3C65_03285",183,155,145,194,181,179,358,401,406,298,371,537
"D3C65_03290",501,487,405,484,517,547,938,891,1143,860,1074,1336
"D3C65_03295",147,126,95,115,103,115,267,267,366,225,251,332
"D3C65_03300",20,20,13,18,28,21,29,41,49,35,44,62
"D3C65_03305",139,124,118,105,115,127,220,233,325,239,287,369
"D3C65_03310",81,66,57,56,67,55,108,138,135,103,118,142
"D3C65_03315",32,24,27,34,22,42,45,57,51,52,44,75
"D3C65_03320",15,19,5,14,12,15,20,22,32,14,21,25
"D3C65_03325",35,36,30,69,55,76,55,54,69,36,69,70
"D3C65_03330",677,710,592,1071,979,973,1010,1040,1478,923,1164,1464
"D3C65_03335",345,313,284,418,442,426,518,562,667,440,587,750
"D3C65_03340",226,236,191,382,295,306,299,322,415,309,339,405
"D3C65_03345",437,372,337,520,483,522,634,696,899,629,751,1016
"D3C65_03350",55,58,44,71,51,66,108,125,151,114,118,139
"D3C65_03355",63,99,88,103,109,117,156,188,209,152,197,197
"D3C65_03360",103,96,86,110,134,132,139,164,210,126,161,190
"D3C65_03365",117,99,89,122,142,140,183,190,238,168,238,273
"D3C65_03370",512,572,484,609,519,575,972,1021,1245,863,1060,1399
"D3C65_03375",78,91,72,124,135,133,146,100,246,156,237,198
"D3C65_03380",237,236,224,280,274,250,391,436,673,441,611,659
"D3C65_03385",71,84,57,86,72,83,142,150,279,166,268,256
"D3C65_03390",102,106,82,94,81,81,147,157,195,130,240,290
"D3C65_03395",315,347,263,347,380,357,561,536,815,618,838,849
"D3C65_03400",77,73,60,77,72,65,203,180,309,226,306,294
"D3C65_03405",110,151,122,123,152,124,183,216,365,283,349,400
"D3C65_03410",562,608,528,442,366,317,1443,1145,1418,1145,1380,1701
"D3C65_03415",1085,1126,1177,867,757,693,2356,2219,2744,2022,2471,3108
"D3C65_03420",721,784,756,607,562,507,1708,1672,2204,1521,1755,2231
"D3C65_03425",3387,3691,3476,2664,2677,2603,5631,6325,8514,6670,6930,8342
"D3C65_03430",622,727,563,489,391,354,618,554,794,557,678,1027
"D3C65_03435",2749,3159,1939,3767,3095,3172,4610,5557,6822,4281,8847,12700
"D3C65_03440",1461,1381,1493,686,627,747,1588,1957,2552,2257,2175,2671
"D3C65_03445",60,79,65,34,54,41,75,120,184,147,166,209
"D3C65_03450",542,640,615,422,345,317,1175,1254,1769,1497,1341,1538
"D3C65_03455",628,630,607,605,428,460,1225,1239,1648,1152,1260,1610
"D3C65_03460",2461,3069,2434,1715,1831,1735,4294,4319,5125,4144,4190,5872
"D3C65_03465",603,692,682,480,471,462,1427,1539,1924,1600,1652,2041
"D3C65_03470",215,240,245,276,249,280,605,601,993,730,876,881
"D3C65_03475",1523,1653,1546,1067,830,806,2603,2556,3530,2798,2973,3517
"D3C65_03480",723,823,661,600,557,483,1755,1691,1995,1598,1897,2409
"D3C65_03485",927,1002,846,728,646,600,1510,1449,2015,1492,1807,2215
"D3C65_03490",1086,1118,1105,993,787,779,1336,1275,2197,1306,1864,2000
"D3C65_03495",730,734,723,1303,1026,968,2759,2696,3355,2790,2650,3400
"D3C65_03500",2975,3252,2952,3062,2730,2597,8221,8070,10720,8451,8784,10896
"D3C65_03505",2560,2853,2776,2953,2629,2459,4960,4545,7451,5722,6929,7514
"D3C65_03510",6255,767,2172,8748,13375,8227,20104,4238,12408,3173,1262,2941
"D3C65_03515",359,412,403,654,582,445,887,787,1238,957,1035,1093
"D3C65_03520",1233,1633,1448,1841,1442,1186,638,638,913,557,816,899
"D3C65_03525",13224,2103,5164,18840,30261,16591,41946,9099,28746,6673,4171,6471
"D3C65_03530",27,26,18,44,48,25,105,51,131,44,75,81
"D3C65_03535",754,751,639,740,664,591,1429,1099,1630,1172,1549,1575
"D3C65_03540",457,454,437,410,370,354,848,772,1072,790,1041,1160
"D3C65_03545",463,521,403,483,410,361,771,658,998,775,954,1021
"D3C65_03550",4392,5597,4512,6059,4870,3363,3157,2095,3596,2967,3421,3147
"D3C65_03555",736,787,707,959,654,484,1231,739,1688,1364,1379,1191
"D3C65_03560",3093,3863,2964,3826,2658,2339,928,664,1210,861,1262,994
"D3C65_03565",109989,112155,113127,83891,76540,74325,70310,69675,95585,77878,79417,88860
"D3C65_03570",2352,2288,2069,2745,1747,1524,864,770,1194,768,1169,1122
"D3C65_03575",5288,5683,4809,7165,5709,5237,6751,5525,9563,7208,8686,8539
"D3C65_03580",8362,8263,7389,9616,8223,7665,11883,9796,15105,11290,13846,15481
