gene_id,LawnControl1,LawnControl2,LawnControl3,PhoenixColony1,PhoenixColony2,PhoenixColony3,Edge1,Edge2,Edge3,Outer1,Outer2,Outer3,VBNC1,VBNC2,VBNC3
PA4890,50,9,20,6,23,7,5,101,14,5,12,12,16,54,41
PA4891,13,9,21,3,54,20,5,55,16,3,30,18,26,17,10
PA4892,45,9,21,27,0,18,6,37,6,5,20,6,30,7,14
PA4893,44,14,38,33,38,26,3,114,9,1,5,7,56,12,20
PA4894,58,19,48,28,66,24,10,97,23,5,12,8,51,41,30
PA4895,37,27,45,76,64,32,25,154,27,31,181,169,32,48,51
PA4896,71,12,39,43,92,40,6,103,16,2,5,8,39,13,30
PA4897,90,37,71,105,113,52,45,217,63,178,764,415,158,83,60
PA4898,6,4,8,0,0,2,0,11,1,3,8,8,0,0,5
PA4899,13,10,7,10,0,20,5,34,3,37,102,68,5,7,0
PA4900,71,50,30,45,19,45,7,60,9,8,23,24,50,31,12
PA4901,102,56,84,54,109,59,14,116,34,21,56,48,93,120,33
PA4902,30,15,36,41,36,25,0,89,9,16,45,46,51,12,49
PA4903,21,12,30,14,29,27,9,40,6,1,24,27,8,31,14
PA4904,82,98,68,235,169,83,31,286,94,150,580,792,242,198,72
PA4905,28,4,14,0,37,9,3,71,5,2,2,2,15,0,1
PA4906,29,4,17,9,25,10,13,38,7,10,33,42,49,17,0
PA4907,38,15,42,34,47,34,5,55,12,46,249,151,34,57,17
PA4908,48,8,23,32,77,24,5,106,17,1,9,12,76,18,20
PA4909,60,28,42,8,34,49,13,110,22,14,41,23,57,38,34
PA4910,128,70,93,45,105,71,16,216,31,16,54,68,119,11,41
PA4911,64,22,29,46,34,37,3,85,7,1,10,5,32,17,30
PA4912,17,15,26,9,20,10,7,50,8,2,11,9,3,18,12
PA4913,73,48,55,93,30,71,11,117,19,9,63,58,73,39,20
PA4914,36,32,20,19,13,23,2,49,15,5,20,28,1,22,14
PA4915,51,69,45,111,38,42,8,158,33,32,86,223,74,54,44
PA4916,43,47,36,20,49,40,12,97,32,32,74,152,98,61,29
PA4917,51,90,60,63,41,34,17,89,12,27,79,235,78,14,34
PA4918,25,9,10,21,41,12,6,61,7,4,45,36,38,20,4
PA4919,229,221,151,250,254,167,127,487,190,171,819,799,352,255,195
PA4920,58,71,63,116,74,60,101,181,82,48,288,789,117,122,54
PA4921,26,42,24,110,57,75,43,129,66,56,172,465,59,69,64
PA4922,70,46,56,75,54,36,9,145,26,33,122,139,39,89,31
PA4923,52,38,44,27,49,44,12,123,21,21,61,69,69,6,24
PA4924,19,13,24,36,29,9,10,46,18,6,31,32,15,9,27
PA4925,89,113,69,125,77,53,20,124,24,28,168,222,84,108,53
PA4926,188,262,90,123,85,101,45,214,51,51,235,232,213,82,89
PA4927,146,409,157,109,231,125,43,298,80,88,513,427,202,155,118
PA4928,114,477,167,205,221,154,125,221,155,206,891,803,303,251,127
PA4929,171,239,126,204,262,169,123,398,204,199,833,797,405,276,110
PA4930,51,21,33,98,109,32,26,158,30,11,142,127,62,11,35
PA4931,58,41,25,97,83,32,68,146,79,44,338,275,53,41,38
PA4932,20,12,13,13,13,28,7,47,10,16,43,46,36,50,18
PA4933,47,39,19,30,40,22,10,107,35,11,44,41,83,44,20
PA4934,34,40,44,21,58,13,6,87,15,8,34,28,37,28,70
PA4935,55,31,48,28,49,29,12,80,25,20,57,34,36,16,17
PA4936,100,59,55,82,105,33,16,144,33,3,66,72,79,38,31
PA4937,59,45,39,18,49,22,11,98,29,28,111,119,22,11,41
PA4937.1,48,41,31,106,85,21,26,154,43,20,174,141,60,64,53
PA4937.2,51,22,45,40,54,36,4,76,13,5,51,43,33,9,33
PA4938,28,6,27,10,18,17,2,59,5,3,11,16,23,10,17
PA4939,26,7,8,22,38,10,1,36,1,3,6,14,8,3,4
PA4940,67,24,48,123,89,44,8,156,40,18,68,55,100,49,29
PA4941,148,73,95,200,128,79,74,263,73,53,223,314,138,95,98
PA4942,81,31,66,68,77,73,20,215,41,17,50,62,113,25,47
PA4943,83,38,72,103,36,48,38,158,35,22,119,95,73,38,23
PA4944,16,3,12,14,14,3,0,21,2,1,3,1,5,0,2
PA4945,29,74,45,80,67,48,35,158,55,31,172,195,77,90,33
PA4946,92,52,92,140,106,61,59,208,49,39,241,309,126,64,56
PA4947,20,11,10,31,29,18,0,20,8,1,18,11,24,14,5
PA4948,11,7,5,7,35,14,1,32,0,2,7,15,22,0,4
PA4949,85,34,45,49,31,27,6,92,19,6,23,38,96,1,24
PA4950,20,17,20,62,27,18,12,52,11,16,36,66,29,14,1
PA4951,18,17,19,14,13,15,1,52,3,2,20,20,6,6,20
PA4952,24,6,22,8,16,11,1,31,1,3,18,7,5,12,24
PA4953,31,16,16,37,33,26,9,74,27,15,98,72,33,23,15
PA4954,68,33,52,68,53,27,4,52,16,12,49,50,58,48,18
PA4955,139,53,85,71,97,46,17,147,30,12,36,52,127,50,55
PA4956,78,58,51,52,67,45,15,93,20,22,96,119,66,41,23
PA4957,27,14,13,16,20,11,5,41,12,9,20,11,38,2,31
PA4958,21,17,5,27,39,6,1,26,10,4,18,9,43,1,6
PA4959,31,13,17,25,40,14,2,70,13,3,8,9,57,19,10
PA4960,26,10,15,23,39,18,4,73,5,1,5,8,13,29,27
PA4961,46,9,40,43,26,7,8,85,14,0,11,6,33,75,21
PA4962,39,24,10,11,0,14,3,37,3,0,6,4,40,20,8
PA4963,75,25,52,86,84,48,10,262,20,3,10,12,102,42,45
PA4964,64,31,19,78,71,33,11,139,21,7,17,18,75,6,57
PA4965,32,22,16,9,5,24,8,55,14,6,41,18,18,0,18
PA4966,53,43,15,81,133,7,14,168,28,16,46,52,82,14,59
PA4967,33,29,28,28,39,18,5,50,8,0,13,14,51,21,17
PA4968,83,14,27,37,23,36,6,65,20,13,29,31,43,58,45
PA4969,37,9,34,10,12,38,4,23,3,1,11,18,22,13,14
PA4970,13,10,10,8,24,1,1,88,13,2,25,38,45,0,16
PA4971,27,6,20,40,13,23,0,54,12,2,17,13,3,17,7
PA4972,12,10,1,10,0,1,1,11,1,0,0,0,2,26,16
PA4973,22,21,17,5,0,18,4,39,5,3,13,18,34,16,7
PA4974,9,8,12,25,4,10,1,21,1,2,16,11,18,0,0
PA4975,26,24,11,39,15,9,12,63,13,4,32,36,24,36,11
PA4976,48,24,24,33,24,10,3,71,15,2,14,5,36,65,39
PA4977,10,5,9,0,5,9,2,18,3,3,7,7,11,6,0
PA4978,36,40,8,39,82,33,22,111,26,21,87,146,36,9,54
PA4979,95,59,75,90,125,54,19,148,36,17,57,91,125,87,47
PA4980,34,17,5,43,6,9,5,28,8,4,17,33,24,1,1
PA4981,104,59,45,64,61,44,8,145,30,5,47,59,99,1,49
PA4982,63,35,50,46,51,23,18,91,10,22,122,120,68,56,31
PA4983,132,62,88,61,94,28,17,201,21,49,162,171,111,36,43
PA4984,65,21,57,26,108,30,10,225,17,7,29,15,124,103,61
PA4985,17,9,19,23,24,13,2,87,15,3,20,20,28,8,36
PA4986,16,4,17,16,17,38,7,50,8,5,15,31,31,0,18
PA4987,170,68,72,75,75,43,27,184,74,41,149,133,107,86,50
PA4988,21,16,9,46,14,28,37,96,36,23,142,100,35,61,57
PA4989,30,13,29,29,38,23,2,52,10,3,13,16,30,20,5
PA4990,17,3,14,17,28,7,2,24,8,0,4,14,10,0,7
PA4991,21,33,33,43,8,16,4,49,7,4,17,21,64,17,15
PA4992,46,24,37,25,45,19,3,109,11,2,17,27,50,51,22
PA4993,39,23,34,44,91,44,6,84,14,8,24,44,57,20,30
PA4994,23,20,21,42,12,7,6,62,8,6,19,18,40,0,16
PA4995,89,127,70,82,194,65,40,179,40,94,299,298,131,200,38
PA4996,77,62,72,104,145,97,59,278,91,65,273,325,163,109,97
PA4997,169,74,98,99,189,105,25,297,59,72,278,395,163,54,54
PA4998,90,55,75,104,80,50,11,181,35,28,111,165,98,39,17
PA4999,159,93,115,40,188,100,37,202,34,52,250,190,188,83,85
PA5000,130,90,76,213,317,140,97,301,156,154,534,321,175,137,126
PA5001,22,15,21,35,42,27,7,73,10,16,71,44,16,0,10
PA5002,75,28,50,86,5,41,4,97,16,2,8,4,44,25,15
PA5003,87,34,76,59,102,60,2,182,16,5,1,3,51,57,64
PA5004,274,102,197,130,162,109,18,227,43,12,43,59,238,58,152
PA5005,67,43,51,49,9,15,22,83,22,22,55,35,86,23,27
PA5006,76,30,53,16,49,20,6,67,15,2,8,6,21,26,12
PA5007,54,15,49,21,80,42,3,74,12,3,24,57,77,24,13
PA5008,19,3,4,15,0,6,3,27,4,2,13,24,32,0,3
PA5009,25,11,16,6,0,11,1,30,2,2,3,10,4,24,15
PA5010,118,97,102,175,167,99,74,270,107,116,473,527,170,157,89
PA5011,39,6,20,9,27,11,0,40,7,0,3,6,14,6,10
PA5012,68,21,55,81,52,32,1,125,25,2,2,20,55,24,39
PA5013,35,34,26,20,34,25,2,87,7,3,13,7,71,26,22
PA5014,21,3,15,0,32,11,6,49,3,3,4,1,11,11,9
PA5015,48,26,19,9,16,9,4,42,7,0,5,11,19,0,18
PA5016,99,36,49,73,66,57,8,145,24,9,16,32,95,41,53
PA5017,58,47,51,55,0,20,15,124,46,11,47,64,91,37,33
PA5018,175,95,153,205,247,135,75,348,106,37,131,198,214,114,109
PA5019,75,68,46,68,102,59,50,182,43,60,239,221,109,77,44
PA5020,74,35,44,95,86,25,13,140,46,24,107,114,114,23,53
PA5021,35,9,28,26,29,20,16,75,30,39,129,132,41,40,14
PA5022,175,112,136,238,179,82,52,270,67,86,375,348,214,162,58
PA5023,50,11,40,16,48,25,16,97,14,13,64,68,42,44,8
PA5024,46,54,46,48,82,46,30,94,38,52,227,197,161,72,26
PA5025,26,25,33,15,12,35,5,39,8,9,32,42,42,14,22
PA5026,127,149,90,164,89,137,58,253,84,154,609,370,175,178,65
PA5027,223,196,210,274,172,101,47,286,89,41,236,233,203,149,123
PA5028,101,84,67,157,99,80,51,226,71,39,137,217,140,112,68
PA5029,79,59,31,30,97,73,15,123,31,26,115,95,110,49,30
PA5030,57,40,32,67,106,33,14,148,7,34,139,41,48,13,14
PA5031,13,79,9,72,94,38,28,86,38,45,176,431,54,26,19
PA5032,92,37,60,72,69,47,8,149,36,2,18,19,53,36,41
PA5033,74,43,42,96,53,26,2,122,17,12,39,67,49,67,65
PA5034,15,3,13,6,41,18,1,40,8,2,20,8,14,0,1
PA5035,26,37,25,8,13,28,0,24,3,1,9,34,6,21,0
PA5036,126,187,86,63,83,66,13,109,13,5,47,44,52,35,60
PA5037,17,9,5,7,38,21,0,27,3,3,4,13,20,0,7
PA5038,111,78,96,150,90,103,26,161,43,51,197,150,154,92,43
PA5039,39,12,18,24,17,15,5,56,14,11,25,20,72,50,15
PA5040,169,81,96,74,75,87,10,181,27,50,276,286,137,55,66
PA5041,52,18,37,25,64,17,2,100,10,5,25,16,55,7,12
PA5042,188,199,124,231,174,118,85,442,103,163,689,742,192,177,60
PA5043,100,73,77,41,126,66,20,93,27,104,261,161,96,116,55
PA5044,51,48,47,80,110,59,41,167,47,50,219,218,104,49,30
PA5045,37,32,30,25,59,33,6,63,19,5,48,69,53,25,27
PA5046,14,12,4,0,23,15,0,35,8,7,27,22,46,18,11
PA5047,44,16,34,22,53,13,1,94,14,1,17,14,38,6,34
PA5048,28,32,29,55,67,28,23,96,29,49,144,196,80,56,18
PA5049,12,15,10,20,27,7,6,36,12,10,36,45,17,8,15
PA5050,40,57,50,56,63,45,55,119,48,77,285,205,120,37,63
PA5051,6,11,15,20,44,12,7,38,8,3,56,32,21,46,17
PA5052,57,29,28,42,24,49,2,78,17,9,18,31,132,37,14
PA5053,13,9,13,2,0,0,1,23,5,0,3,3,5,5,0
PA5054,89,36,60,61,39,44,3,87,10,10,17,14,78,66,11
PA5055,96,88,80,157,155,60,43,238,54,77,411,309,159,110,77
PA5056,32,7,14,20,6,11,0,42,6,6,6,3,54,0,6
PA5057,51,12,43,12,116,6,3,73,14,0,2,11,41,21,10
PA5058,117,92,138,108,201,54,20,112,36,13,60,65,159,71,71
PA5059,104,41,58,58,104,62,15,195,29,15,83,114,95,49,42
PA5060,138,125,74,150,135,100,25,146,55,33,207,237,139,73,50
PA5061,12,6,5,12,14,8,5,42,5,5,13,21,9,12,5
PA5062,35,26,30,16,50,15,11,85,16,10,54,44,23,45,55
PA5063,13,0,14,14,10,21,4,35,1,2,18,19,23,24,12
PA5064,52,28,55,46,38,30,2,86,4,8,26,9,49,35,24
PA5065,9,12,9,0,11,14,1,34,4,3,2,2,6,0,11
PA5066,36,15,26,22,32,26,5,87,11,7,5,8,18,38,37
PA5067,40,24,22,56,3,34,4,74,14,5,14,14,25,28,19
PA5068,151,83,72,92,125,42,16,181,50,15,65,42,75,67,26
PA5069,323,167,221,112,197,111,12,175,72,24,104,76,256,95,64
PA5070,118,65,100,38,51,81,4,159,17,9,32,47,160,95,54
PA5071,81,36,75,62,75,47,3,132,22,4,16,19,90,21,39
PA5072,21,16,15,14,0,10,1,44,8,7,20,7,29,30,12
PA5073,37,20,14,6,7,14,1,37,6,6,15,10,12,20,12
PA5074,23,4,14,11,19,5,1,47,4,2,21,19,26,0,3
PA5075,47,13,29,30,38,10,3,75,14,7,26,11,92,38,17
PA5076,40,5,23,20,56,17,2,75,26,13,68,33,25,1,15
PA5077,46,18,21,94,47,13,11,131,15,12,110,60,45,20,30
PA5078,70,23,52,59,70,55,10,249,36,3,21,6,108,53,84
PA5079,46,25,18,44,25,39,2,128,16,5,46,17,43,4,21
PA5080,64,30,36,52,57,26,10,97,17,3,53,29,45,44,36
PA5081,84,45,52,89,36,44,12,103,36,5,112,42,65,30,26
PA5082,21,4,19,9,0,18,6,31,5,11,47,41,57,5,5
PA5083,23,9,4,9,29,10,0,42,6,1,2,7,29,1,8
PA5084,98,62,65,120,96,54,7,135,26,31,139,79,110,124,38
PA5085,8,9,9,25,17,4,2,15,8,1,14,8,9,4,10
PA5087,42,20,28,55,47,26,14,89,25,18,85,63,66,18,3
PA5088,32,53,35,59,57,20,3,89,21,6,55,19,82,40,7
PA5089,14,16,11,23,47,42,5,44,16,17,64,40,14,33,5
PA5090,23,21,15,40,45,27,8,43,12,29,94,64,38,0,25
PA5091,8,3,7,8,19,0,2,18,2,0,6,7,11,2,2
PA5092,105,71,99,56,58,48,5,111,26,5,65,84,100,40,31
PA5093,29,32,17,27,23,17,2,62,3,5,22,26,58,0,17
PA5094,63,45,39,63,70,34,20,104,33,38,212,168,88,75,38
PA5095,31,33,21,37,33,23,19,94,22,10,52,56,75,30,18
PA5096,59,36,38,70,70,60,10,241,34,16,48,69,112,51,30
PA5097,25,9,15,11,30,5,0,45,5,3,10,8,19,21,8
PA5098,19,8,7,26,17,21,4,19,11,5,33,30,15,0,11
PA5099,93,26,74,77,87,26,8,91,18,3,29,35,55,65,31
PA5100,154,156,100,59,147,75,72,151,49,43,145,242,140,149,95
PA5101,100,112,60,130,194,74,23,228,65,72,309,265,125,113,24
PA5102,6,8,2,0,11,0,0,12,1,1,1,3,7,0,1
PA5103,99,63,86,92,32,51,10,231,31,15,33,18,84,17,44
PA5104,53,37,31,43,58,37,11,65,15,12,50,58,51,13,29
PA5105,24,4,16,28,41,16,2,31,3,3,6,11,22,0,20
PA5106,76,27,54,40,44,13,5,54,16,5,23,18,48,14,26
PA5107,48,35,45,20,35,23,13,90,15,16,114,74,73,20,33
PA5108,17,26,22,10,10,15,5,58,7,8,40,30,39,0,17
PA5109,20,15,8,17,24,7,2,23,3,5,16,17,29,0,3
PA5110,44,19,32,82,29,5,2,42,2,8,22,42,32,20,9
PA5111,17,26,29,29,11,3,1,21,7,2,11,35,44,27,0
PA5112,32,21,51,31,21,44,4,57,27,2,18,44,41,7,27
PA5113,78,65,55,21,124,24,10,107,19,10,58,87,110,14,45
PA5114,12,4,24,11,0,9,0,39,5,3,6,2,15,7,3
PA5115,55,56,28,27,38,26,21,70,19,18,56,101,35,11,20
PA5116,73,28,23,39,40,36,6,83,14,13,64,61,40,23,17
PA5117,15,0,21,2,19,0,1,32,5,0,2,8,17,27,11
PA5118,85,39,59,74,101,68,4,109,17,11,49,73,112,36,22
PA5119,53,33,27,57,11,37,18,119,20,11,26,43,46,13,26
PA5120,42,25,37,77,58,24,23,64,27,20,81,106,53,19,11
PA5121,35,17,29,37,72,16,3,66,2,0,5,6,31,26,11
PA5122,40,27,17,21,34,37,6,70,5,4,16,18,38,20,14
PA5123,39,29,28,28,57,27,15,66,20,3,41,33,50,8,29
PA5124,63,39,40,76,62,33,26,105,41,14,107,100,49,85,37
PA5125,76,85,73,185,118,70,84,189,78,74,260,342,146,79,38
PA5126,19,2,25,14,4,13,3,21,7,0,1,0,9,19,8
PA5127,17,17,22,24,9,6,6,55,14,12,21,26,50,0,3
PA5128,101,51,53,57,63,46,19,127,36,32,114,91,73,76,12
PA5129,26,38,21,49,45,20,7,82,12,5,43,45,76,37,25
PA5130,22,10,11,19,27,15,8,59,10,25,74,68,39,48,19
PA5131,39,37,25,27,53,17,4,71,14,5,17,10,32,29,6
PA5132,18,13,4,10,0,10,3,15,6,1,3,3,31,0,0
PA5133,28,22,46,21,49,40,2,80,7,11,33,40,37,39,18
PA5134,51,37,42,40,31,19,7,133,14,4,29,11,108,64,18
PA5135,111,73,102,102,83,74,27,143,54,31,266,342,93,118,43
PA5136,21,48,33,63,29,32,35,108,45,46,245,221,86,50,21
PA5137,15,8,14,13,16,16,2,33,4,4,11,16,13,5,18
PA5138,38,5,25,25,42,18,2,57,2,3,4,8,8,3,12
PA5139,63,23,41,66,54,71,14,48,81,6,1,4,45,27,35
PA5140,21,21,19,38,51,22,3,57,8,11,8,13,25,34,15
PA5141,24,9,23,6,0,10,3,46,11,7,10,6,24,11,20
PA5142,95,49,78,81,22,53,14,133,30,6,26,30,92,0,47
PA5143,167,83,114,116,112,82,12,193,52,12,14,15,83,135,61
PA5144,31,11,13,0,18,19,6,8,16,2,4,2,16,24,26
PA5145,42,35,35,54,15,24,9,66,26,60,157,189,56,45,17
PA5146,24,0,9,27,60,8,0,32,4,22,63,93,16,17,20
PA5147,43,19,47,20,48,26,6,70,12,23,70,100,31,98,9
PA5148,34,32,21,21,11,9,1,39,12,10,46,55,20,24,10
PA5149,118,72,115,126,84,50,26,189,40,20,102,90,94,89,57
PA5149.1,42,36,33,36,70,24,9,82,17,9,46,30,70,37,25
PA5150,111,32,81,131,35,34,16,139,18,30,126,117,81,41,26
PA5151,36,5,25,17,0,25,4,50,4,2,7,8,83,11,10
PA5152,66,17,25,49,12,35,5,101,15,4,17,10,31,48,37
PA5153,189,71,138,195,198,111,9,312,51,78,384,641,238,248,146
PA5154,83,41,57,101,36,59,14,145,18,59,246,469,154,73,33
PA5155,86,32,47,59,67,67,14,138,27,84,442,571,124,83,55
PA5156,43,23,27,50,47,31,3,70,4,12,108,201,36,32,18
PA5157,84,49,58,91,73,46,14,122,21,22,47,70,90,26,22
PA5158,26,22,21,32,9,13,10,55,16,11,16,30,44,0,8
PA5159,39,37,18,64,50,23,15,81,23,24,58,83,59,18,22
PA5160,43,11,20,24,40,21,9,58,11,10,16,6,47,39,22
PA5160.1,128,148,137,201,229,143,53,250,101,277,1780,2227,227,289,100
PA5161,52,38,23,19,68,36,11,70,20,5,27,9,44,31,23
PA5162,38,3,20,3,34,43,3,32,10,2,7,4,46,64,18
PA5163,106,36,48,68,38,25,13,96,27,10,74,62,98,30,28
PA5164,63,25,40,4,24,39,4,45,5,2,25,17,35,31,9
PA5165,110,104,66,46,93,38,41,132,47,56,185,144,89,96,28
PA5166,23,23,8,11,4,12,2,14,1,3,9,1,0,11,14
PA5167,47,54,15,72,26,66,85,142,84,98,473,385,148,45,38
PA5168,30,51,28,66,51,22,11,68,13,13,69,68,58,7,22
PA5169,35,5,28,2,63,27,1,56,9,1,19,17,34,2,27
PA5170,26,14,17,66,14,19,1,72,10,5,19,28,50,6,1
PA5171,47,11,35,25,49,10,1,129,11,16,54,33,95,14,17
PA5172,40,28,21,34,44,19,7,96,17,6,22,28,32,13,27
PA5173,24,12,23,5,11,20,7,35,6,1,7,3,4,0,8
PA5174,73,36,81,51,22,50,12,139,28,11,44,27,78,102,37
PA5175,29,20,10,36,29,17,13,52,20,17,191,119,26,19,19
PA5176,119,111,75,93,73,48,35,172,28,24,131,303,72,46,48
PA5177,95,45,47,76,85,43,10,89,18,19,55,80,90,85,30
PA5178,27,20,24,26,48,14,4,70,3,2,2,9,12,25,22
PA5179,22,9,9,28,17,1,7,57,3,10,52,21,14,11,6
PA5180,13,32,9,26,9,14,6,40,8,5,37,34,25,24,10
PA5181,92,38,65,40,57,31,5,81,16,3,47,29,59,64,24
PA5181.1,18,15,27,21,34,19,3,41,2,12,27,35,44,48,10
PA5182,70,68,48,48,22,35,5,125,9,4,30,21,62,18,6
PA5183,38,46,34,37,68,11,13,52,6,19,69,67,41,22,33
PA5183a,117,46,79,39,52,34,4,125,18,6,25,42,78,81,37
PA5184,6,0,0,0,0,0,0,10,0,0,1,0,4,0,1
PA5185,115,43,81,73,68,45,8,145,18,19,69,44,108,51,32
PA5186,63,40,27,14,0,31,6,90,18,7,43,35,55,27,42
PA5187,66,27,45,27,55,26,1,70,16,3,12,7,19,15,19
PA5188,49,40,34,41,68,28,12,114,31,25,97,94,90,20,20
PA5189,63,16,32,23,17,18,7,104,8,3,14,12,64,12,28
PA5190,54,26,22,60,36,19,10,76,36,40,240,124,79,51,35
PA5191,95,45,73,44,43,28,6,69,14,7,38,29,96,29,41
PA5192,76,53,64,47,149,45,27,126,46,45,203,191,152,84,49
PA5193,15,0,3,15,8,0,1,40,1,0,3,6,15,8,6
PA5194,36,57,14,34,5,14,2,18,4,5,35,26,19,30,0
PA5195,147,60,91,72,138,36,10,198,36,48,195,213,144,37,41
PA5196,27,18,6,46,26,9,7,58,9,6,41,56,28,15,23
PA5197,68,80,46,147,140,51,45,170,64,60,288,464,126,75,39
PA5198,70,27,65,114,188,49,14,289,25,7,21,10,108,68,70
PA5199,106,105,85,116,94,44,8,80,23,21,94,56,66,74,63
PA5200,31,20,34,31,71,18,10,83,18,12,62,29,58,34,43
PA5201,81,52,53,89,39,19,9,98,20,68,209,177,90,21,63
PA5202,14,9,18,10,9,20,8,25,8,53,166,177,26,26,27
PA5203,12,12,0,35,31,27,4,69,5,6,28,27,16,5,8
PA5204,15,16,3,10,32,11,1,27,6,7,11,16,7,30,16
PA5205,46,7,6,19,76,38,9,75,15,12,38,62,38,38,22
PA5206,63,25,46,78,81,34,17,109,29,39,107,133,30,29,30
PA5207,8,5,11,16,11,7,5,44,8,16,38,54,0,14,19
PA5208,93,138,100,148,243,87,145,295,167,213,828,729,199,190,104
PA5209,3,7,10,62,0,10,4,13,3,6,27,39,47,1,3
PA5210,99215,69876,46981,241850,390585,193325,557804,1078835,663867,196554,518312,297903,429885,294242,227508
PA5211,88,41,49,71,126,78,21,115,27,13,23,28,105,25,55
PA5212,34,26,26,32,29,17,1,42,6,6,17,13,27,20,4
PA5213,60,23,59,63,36,41,3,113,19,2,25,15,55,6,38
PA5214,94,38,46,86,73,28,7,158,18,3,25,33,68,39,63
PA5215,81,21,48,36,79,38,3,97,26,4,44,50,54,6,19
PA5216,42,17,16,46,25,22,3,53,7,4,28,37,49,24,1
PA5217,53,25,23,31,40,51,9,81,16,19,57,59,29,52,17
PA5218,98,44,53,68,124,60,9,158,33,6,14,19,94,36,66
PA5219,40,9,35,30,46,19,3,79,17,0,39,45,27,5,59
PA5220,63,40,20,28,67,59,20,148,36,17,92,113,68,44,15
PA5221,178,85,106,105,200,106,22,313,70,11,77,52,239,119,107
PA5222,159,277,116,188,240,138,45,281,77,48,263,424,201,107,90
PA5223,65,137,36,210,315,110,126,315,147,154,643,818,172,205,87
PA5224,109,49,99,99,71,53,22,216,57,13,107,150,149,71,67
PA5225,139,127,127,282,241,140,80,357,113,151,545,428,242,130,109
PA5226,115,104,48,148,134,78,42,297,46,66,307,269,149,96,46
PA5227,40,25,15,10,38,21,4,59,14,7,36,31,58,27,24
PA5227.1,25,31,32,38,63,44,9,53,18,9,134,86,38,27,15
PA5228,12,12,6,11,22,15,2,42,4,2,1,1,6,13,3
PA5229,24,18,25,35,29,16,15,59,7,9,42,33,41,15,32
PA5230,48,42,61,58,127,33,17,159,36,12,22,24,73,1,16
PA5231,23,1,14,0,15,3,2,48,2,5,10,7,29,31,3
PA5232,43,26,59,60,35,17,7,94,16,10,40,34,62,34,25
PA5233,31,15,19,5,54,15,4,41,3,5,29,21,20,1,15
PA5234,137,52,102,95,105,41,12,149,26,16,59,71,137,81,34
PA5235,81,75,42,44,119,30,52,186,84,52,196,156,74,75,64
PA5236,138,203,98,180,87,118,62,223,67,229,691,549,172,149,115
PA5237,28,26,20,20,12,16,8,50,9,3,21,16,25,43,17
PA5238,113,110,84,142,214,105,99,302,114,166,896,737,192,193,93
PA5239,26,6,7,3,38,18,4,102,14,2,6,35,84,35,18
PA5240,35,21,22,11,93,67,27,153,19,18,76,91,89,16,19
PA5241,29,17,23,23,21,16,3,58,8,11,44,50,45,23,21
PA5242,29,21,12,45,31,24,19,52,16,8,68,80,23,13,32
PA5243,40,34,19,64,35,47,14,89,28,24,101,72,54,89,20
PA5244,26,20,20,30,74,10,15,66,14,52,270,145,25,30,20
PA5245,65,42,34,122,96,37,36,172,41,68,383,203,92,105,61
PA5246,114,67,100,69,133,109,18,169,26,14,50,83,128,111,62
PA5247,316,156,239,206,171,119,57,264,154,30,145,141,254,170,65
PA5248,415,150,278,139,245,159,38,510,84,30,132,106,386,212,133
PA5249,104,46,52,22,22,41,5,131,17,2,4,3,90,33,33
PA5250,19,13,23,28,3,3,0,16,1,2,4,3,28,44,4
PA5251,137,66,84,111,106,63,14,158,32,21,66,95,142,55,95
PA5252,73,78,51,111,82,104,47,148,52,123,325,171,87,103,64
PA5252a,29,22,20,48,24,6,0,36,9,11,37,24,32,0,7
PA5253,22,15,12,67,60,31,29,92,49,90,424,338,86,96,10
PA5254,94,41,101,76,112,81,11,223,24,6,57,50,45,57,55
PA5255,29,8,10,3,24,12,2,42,8,1,2,8,45,40,10
PA5256,10,34,18,39,64,27,17,81,32,36,191,153,69,56,28
PA5257,20,20,23,26,15,32,17,32,13,17,27,22,28,3,28
PA5258,22,24,12,47,79,55,63,127,60,62,318,292,83,80,9
PA5259,42,39,29,48,58,40,12,96,25,18,90,86,40,39,36
PA5260,29,26,23,49,49,19,5,42,9,11,36,31,41,4,16
PA5261,14,43,30,43,28,25,5,71,25,16,33,51,55,6,16
PA5262,23,13,11,22,24,14,2,37,4,1,16,5,26,0,7
PA5263,37,29,29,41,47,17,3,54,16,5,8,9,86,3,10
PA5264,58,20,34,70,73,27,9,173,29,1,3,2,62,7,47
PA5265,110,49,54,79,58,62,21,160,52,14,60,64,76,65,48
PA5266,47,28,21,5,24,18,1,87,7,1,1,5,72,44,16
PA5267,83,217,50,136,148,76,109,236,106,238,1238,1364,135,190,73
PA5268,40,23,16,24,44,20,17,55,14,9,86,83,31,16,19
PA5269,44,34,34,32,75,30,8,98,19,8,40,40,69,1,22
PA5270,95,97,42,276,243,110,181,416,236,261,969,862,245,252,102
PA5271,12,5,14,18,17,14,4,25,5,7,12,33,15,0,13
PA5272,41,25,54,13,71,29,4,72,10,8,22,16,52,13,23
PA5273,136,54,94,55,67,37,4,154,24,11,32,42,112,54,47
PA5274,100,61,76,145,52,63,14,171,33,35,189,132,139,37,82
PA5275,20,19,33,20,24,13,5,66,7,4,11,6,29,43,23
PA5276,31,28,16,21,44,14,2,121,13,3,7,2,80,8,13
PA5277,31,31,22,27,40,24,6,82,19,16,51,61,30,32,37
PA5278,169,86,111,95,85,76,22,160,34,11,63,75,135,59,61
