gene_id,LawnControl1,LawnControl2,LawnControl3,PhoenixColony1,PhoenixColony2,PhoenixColony3,Edge1,Edge2,Edge3,Outer1,Outer2,Outer3,VBNC1,VBNC2,VBNC3
PA1372,54,53,40,70,87,70,21,117,36,38,140,73,60,43,56
PA1373,16,2,5,4,0,3,2,18,1,2,12,4,7,8,0
PA1374,57,28,40,22,51,44,7,41,11,2,6,11,34,36,43
PA1375,51,21,31,7,67,25,14,107,18,17,32,39,67,73,22
PA1376,117,66,52,46,94,94,2,135,36,0,4,8,125,61,78
PA1377,459,272,248,273,294,204,98,550,154,90,296,154,415,216,188
PA1378,152,65,125,109,73,79,8,157,37,11,44,41,93,68,53
PA1379,185,64,104,111,55,64,11,292,62,9,24,15,134,93,75
PA1380,185,97,120,106,167,115,20,252,70,25,110,91,280,69,55
PA1381,182,81,133,109,62,97,14,165,31,10,43,18,119,30,44
PA1382,130,55,67,79,119,62,14,155,27,2,14,18,109,60,60
PA1383,97,47,57,26,80,20,8,155,22,6,32,21,28,21,17
PA1384,157,68,102,83,80,84,17,316,36,24,44,51,219,159,133
PA1385,82,33,70,10,49,54,12,191,31,9,16,26,95,51,68
PA1386,104,37,26,45,44,51,11,151,18,3,12,14,153,90,60
PA1387,147,78,98,94,108,104,17,248,30,27,94,75,104,47,80
PA1388,80,37,59,17,44,35,10,38,22,2,20,14,57,39,22
PA1389,6,2,0,10,0,3,0,12,2,0,2,4,23,0,3
PA1390,55,9,34,15,53,38,5,49,7,2,9,4,85,0,17
PA1391,92,31,40,85,129,53,11,145,23,4,28,40,83,33,54
PA1392,28,10,11,29,31,21,7,83,13,2,24,32,31,0,0
PA1393,11,3,13,8,5,7,3,21,2,1,18,17,6,5,0
PA1394,36,22,22,66,30,16,2,76,7,1,5,9,43,17,35
PA1395,104,44,57,52,128,69,8,179,25,6,19,19,64,72,46
PA1396,35,22,20,58,11,18,13,44,16,11,80,52,35,27,11
PA1397,34,8,26,51,9,22,4,51,8,6,4,6,40,22,24
PA1398,21,18,13,13,6,8,1,44,6,3,17,14,12,17,11
PA1399,31,16,14,35,43,23,3,30,6,34,166,117,30,44,33
PA1400,34,17,36,47,68,34,4,71,19,0,14,5,46,17,58
PA1401,29,18,19,0,77,15,0,34,6,0,8,11,45,18,14
PA1402,20,16,12,4,34,4,0,26,4,1,9,2,11,1,10
PA1403,72,37,49,64,75,5,5,90,15,12,29,24,121,43,31
PA1404,37,35,23,52,124,10,3,59,8,0,2,3,22,43,8
PA1405,77,25,40,2,94,28,11,61,7,0,1,2,75,10,32
PA1406,73,18,42,60,28,28,17,140,29,9,29,12,51,78,69
PA1407,26,6,22,31,43,9,2,44,10,0,1,1,0,5,2
PA1408,106,67,54,90,60,44,9,154,18,5,22,15,130,12,65
PA1409,21,8,6,37,41,70,16,51,26,215,582,354,29,54,51
PA1410,34,6,16,10,16,12,6,36,16,18,60,42,33,50,10
PA1411,38,16,36,15,26,12,1,59,6,3,7,5,0,0,0
PA1412,12,6,14,15,5,20,0,22,8,3,6,4,27,4,6
PA1413,56,24,32,7,53,30,3,93,14,1,11,10,71,1,35
PA1414,46,20,41,16,19,29,5,100,14,2,6,6,104,19,46
PA1415,26,8,9,0,24,21,1,23,0,0,1,2,17,11,2
PA1416,54,30,35,18,49,19,6,49,6,4,2,2,52,20,16
PA1417,41,18,38,32,44,24,2,82,12,4,18,19,74,31,37
PA1418,162,125,113,150,76,52,14,100,25,16,85,52,93,55,28
PA1419,9,8,20,17,5,12,3,35,14,1,5,9,2,0,12
PA1420,9,7,8,17,51,12,4,16,3,7,9,14,10,0,0
PA1421,16,32,12,23,6,11,2,42,6,0,4,40,26,47,17
PA1422,75,53,71,38,60,42,5,92,18,3,11,14,104,22,10
PA1423,14,8,17,17,0,16,2,41,3,0,3,0,17,7,4
PA1424,51,19,28,23,95,43,10,152,13,6,31,30,66,12,41
PA1424a,284,235,206,277,426,189,161,534,190,303,1032,963,320,238,92
PA1425,89,53,100,469,340,171,253,426,240,702,5147,3212,426,535,152
PA1428a,132,102,151,266,182,141,50,273,77,176,1375,1054,213,115,122
PA1428,38,15,49,74,45,32,3,104,12,2,13,11,56,15,25
PA1429,28,14,21,30,9,10,3,37,2,5,21,19,13,54,6
PA1430,56,15,23,36,28,10,3,88,10,4,6,8,35,60,19
PA1431,102,30,50,117,57,68,4,161,25,8,20,12,156,41,46
PA1432,13,11,4,14,0,2,2,28,4,14,32,18,15,13,0
PA1433,47,43,29,66,27,16,14,87,11,18,55,28,101,30,19
PA1434,20,17,13,21,10,22,0,34,5,0,7,5,26,14,4
PA1435,60,103,54,116,142,100,70,254,74,78,367,445,177,72,56
PA1436,43,20,48,54,49,29,1,61,9,1,65,35,69,12,18
PA1437,20,26,24,69,22,41,18,99,17,25,143,114,62,9,19
PA1438,64,39,22,64,3,23,6,69,16,11,59,73,48,52,33
PA1439,11,5,17,19,24,20,4,41,5,16,45,25,20,25,14
PA1440,5,3,2,0,9,0,0,11,5,2,10,13,12,0,10
PA1441,25,14,38,58,51,15,5,69,12,10,42,59,28,40,13
PA1442,43,19,12,32,20,12,3,50,27,7,9,6,43,13,20
PA1443,30,35,14,26,42,11,2,70,5,1,7,8,54,2,18
PA1444,49,15,41,25,21,37,14,80,16,8,57,37,26,5,17
PA1445,46,27,27,33,53,41,13,195,20,1,19,19,146,45,37
PA1446,31,3,15,5,43,9,2,55,5,0,3,2,22,4,13
PA1447,57,34,41,23,123,58,6,95,10,7,112,89,110,74,41
PA1448,68,44,23,120,107,31,24,130,43,29,183,138,45,104,30
PA1449,48,35,33,69,45,83,16,95,29,40,231,179,43,60,54
PA1450,56,63,43,112,96,92,86,184,90,109,628,476,102,143,64
PA1451,19,16,26,14,35,5,17,32,14,11,124,73,20,18,4
PA1452,53,42,43,28,99,22,11,85,19,26,146,125,49,14,19
PA1453,123,81,85,105,64,80,32,205,49,66,347,272,187,65,63
PA1454,37,17,11,33,5,11,7,59,7,5,45,31,46,0,7
PA1455,28,16,20,23,20,28,3,68,7,11,29,28,58,25,19
PA1456,24,13,17,11,11,24,3,51,13,17,111,81,39,42,16
PA1457,42,22,14,35,34,65,21,84,27,14,65,70,40,34,11
PA1458,40,96,35,99,76,61,23,85,26,35,147,101,64,24,28
PA1459,77,84,43,48,47,57,16,92,22,47,143,154,87,68,42
PA1460,19,7,9,22,15,6,4,11,2,4,24,18,21,6,0
PA1461,70,32,49,74,58,23,2,141,19,5,10,1,48,54,41
PA1462,27,32,20,35,29,25,6,62,12,3,19,17,26,12,22
PA1463,23,4,30,3,6,16,3,62,6,5,1,11,21,11,21
PA1464,20,10,7,2,71,9,12,60,15,14,59,39,41,29,17
PA1465,20,13,11,31,32,10,8,37,11,7,47,21,41,8,2
PA1466,20,27,26,7,26,19,0,16,3,1,9,27,5,0,0
PA1467,29,6,16,8,50,13,5,33,4,1,13,4,38,0,0
PA1468,14,18,22,17,7,22,2,25,1,2,10,5,18,12,6
PA1469,73,52,39,61,79,30,11,79,16,6,58,58,92,17,31
PA1470,3,13,0,3,10,5,1,26,4,2,16,19,14,25,18
PA1471,43,17,29,28,45,25,16,83,18,19,89,76,44,57,28
PA1472,31,15,12,54,49,8,12,61,25,24,78,81,17,0,24
PA1473,0,0,0,0,6,0,0,1,0,0,0,1,8,0,0
PA1474,29,13,18,37,8,13,10,46,12,6,29,70,21,17,10
PA1475,81,9,47,39,60,34,10,142,23,11,20,36,62,7,40
PA1476,40,25,33,27,20,34,7,73,9,4,8,35,33,49,39
PA1477,15,21,16,17,30,4,4,20,5,1,5,20,56,24,0
PA1478,51,22,37,116,98,36,1,98,12,4,15,36,28,39,21
PA1479,10,7,7,2,9,14,0,8,1,2,4,12,0,11,4
PA1480,58,20,36,29,97,23,4,57,13,8,14,13,70,53,21
PA1481,51,29,51,55,46,14,6,104,6,4,10,7,36,28,31
PA1482,50,20,26,21,35,7,6,82,6,3,9,7,36,11,15
PA1483,12,5,24,15,4,21,5,49,9,7,3,6,22,6,17
PA1483a,39,9,13,24,49,6,4,57,5,1,11,3,19,16,24
PA1484,22,6,16,57,29,6,0,32,4,2,8,4,29,31,5
PA1485,75,15,20,8,34,11,4,53,9,2,5,11,25,0,13
PA1486,61,26,44,23,16,25,3,69,11,2,13,3,52,23,15
PA1487,13,13,15,11,33,12,1,46,7,6,28,18,34,26,5
PA1488,56,69,38,79,78,54,11,81,14,13,74,64,45,46,18
PA1489,101,58,64,52,145,45,4,105,18,21,14,30,108,40,29
PA1490,8,4,8,9,14,4,0,19,1,4,10,3,9,22,6
PA1491,19,21,20,37,42,30,2,54,6,5,10,11,32,32,4
PA1492,20,7,25,16,20,7,1,88,8,2,0,2,40,17,2
PA1493,51,10,26,14,9,23,6,54,7,1,3,6,35,21,25
PA1494,46,14,38,21,9,2,0,62,2,0,0,1,45,52,13
PA1495,59,38,51,32,34,11,3,70,19,1,1,6,65,18,6
PA1496,72,22,47,71,67,52,1,62,14,2,3,2,75,5,13
PA1497,202,59,113,100,109,81,4,226,31,2,3,5,146,65,66
PA1498,17,6,19,6,51,4,1,40,9,0,4,3,17,9,26
PA1499,64,32,40,19,24,30,2,63,14,6,25,30,19,1,22
PA1500,59,53,38,98,51,43,37,103,60,28,133,111,56,42,13
PA1501,22,21,12,28,30,9,3,32,6,4,15,5,7,8,11
PA1502,97,39,38,46,77,25,11,120,25,2,12,17,99,83,18
PA1503,18,8,12,8,43,3,1,18,3,1,7,6,36,0,7
PA1504,227,119,172,155,154,114,65,313,138,56,343,241,171,148,84
PA1505,95,67,112,84,125,72,26,200,57,44,154,105,111,111,71
PA1506,47,31,38,3,29,26,8,81,8,11,29,35,26,12,29
PA1507,11,2,14,0,0,0,0,6,1,0,3,3,15,12,0
PA1508,120,39,91,55,84,38,17,127,36,24,55,46,67,87,65
PA1509,25,15,28,0,27,9,2,52,7,9,22,8,14,3,3
PA1510,80,28,36,70,90,21,24,89,40,26,76,31,43,49,38
PA1511,16,24,7,18,4,2,5,20,7,1,4,3,13,1,2
PA1512,122,66,75,91,86,55,20,108,53,18,48,15,97,42,58
PA1513,40,35,38,23,22,26,8,53,20,6,39,12,22,14,16
PA1514,54,23,46,54,113,32,6,162,15,0,7,6,53,44,62
PA1515,98,107,59,106,115,72,66,145,58,64,214,174,152,23,35
PA1516,68,57,73,42,55,46,6,67,4,9,25,10,44,24,26
PA1517,37,12,30,39,12,11,4,57,7,6,34,19,33,14,41
PA1518,129,49,101,81,82,43,17,131,39,47,99,91,115,88,73
PA1519,93,81,84,52,99,87,15,86,37,13,58,35,100,58,29
PA1520,118,64,76,77,55,42,9,162,34,7,50,20,71,30,45
PA1521,112,85,80,109,88,86,73,283,84,113,394,352,282,122,92
PA1522,233,143,145,241,140,119,50,270,70,38,382,390,252,67,88
PA1523,170,158,110,146,284,98,103,218,100,160,788,664,202,309,52
PA1524,60,39,59,52,81,39,16,108,42,18,140,111,105,37,30
PA1525,18,8,13,23,1,18,7,51,11,11,57,34,20,18,15
PA1526,147,126,64,129,293,174,371,575,526,72,406,228,350,334,191
PA1527,68,36,32,56,47,33,4,70,10,2,22,31,84,19,33
PA1528,77,64,67,92,98,69,34,233,53,36,192,249,81,85,54
PA1529,49,77,15,71,84,57,46,159,65,97,403,500,90,65,47
PA1530,33,6,15,27,27,38,6,59,6,4,13,8,28,0,13
PA1530.1,70,24,45,46,61,34,17,160,28,26,75,42,110,44,35
PA1531,33,17,14,19,0,5,3,28,8,4,13,11,37,0,8
PA1532,29,26,14,30,19,17,5,26,13,3,4,3,30,0,8
PA1533,154,189,105,53,100,86,11,129,24,7,83,34,120,68,14
PA1534,68,76,57,51,32,28,17,140,20,20,56,39,63,27,32
PA1535,4,8,1,0,0,0,0,7,7,0,0,0,2,0,1
PA1536,55,78,51,45,62,35,4,123,11,0,3,5,38,68,20
PA1537,80,40,47,42,33,38,4,42,20,4,14,15,65,36,24
PA1538,12,5,23,17,22,8,1,20,4,3,23,17,14,0,1
PA1539,81,77,61,96,82,89,24,182,42,61,239,386,155,80,26
PA1540,556,855,256,306,393,170,116,322,153,232,977,510,252,300,126
PA1541,84,56,101,68,99,50,7,131,15,9,40,92,95,37,60
PA1542,6,3,13,8,6,3,1,14,1,1,2,3,3,0,3
PA1543,0,0,0,0,0,0,0,3,0,1,1,1,5,0,0
PA1544,65,11,40,106,69,30,3,140,28,6,24,34,81,48,28
PA1545,29,11,26,26,16,38,13,69,24,30,111,122,41,13,4
PA1546,108,59,90,73,91,81,18,164,45,49,208,238,133,79,66
PA1547,48,11,26,70,16,22,7,81,17,21,103,123,58,83,47
PA1548,4,13,1,9,0,0,6,5,3,4,10,28,0,0,4
PA1549,28,19,37,36,0,11,2,56,13,11,28,62,29,18,14
PA1550,100,49,90,88,56,61,17,209,39,33,164,307,129,29,100
PA1551,44,11,25,8,6,19,0,37,9,11,30,75,93,42,33
PA1552,2,0,0,0,0,0,0,4,1,0,0,6,10,0,0
PA1552.1,27,8,12,6,31,22,0,43,13,1,4,49,33,25,24
PA1553,68,30,61,129,31,44,4,88,31,8,21,121,58,88,65
PA1554,16,7,4,0,10,1,1,23,1,12,16,14,17,0,9
PA1555,168,116,121,85,102,57,18,109,42,19,84,94,125,89,54
PA1555.1,131,104,106,123,187,86,24,281,46,140,728,661,221,108,78
PA1556,37,34,19,86,31,26,4,82,12,14,42,42,51,33,17
PA1557,20,18,19,10,3,12,5,36,3,4,15,18,24,28,6
PA1558,80,33,34,50,123,43,6,133,30,3,17,13,71,49,50
PA1559,26,11,9,18,49,1,0,34,6,3,2,0,18,7,15
PA1561,64,23,43,65,84,37,5,91,8,4,8,3,45,0,13
PA1562,20,14,16,27,26,9,2,30,9,0,0,1,25,0,11
PA1563,32,28,46,27,30,30,7,98,28,5,3,3,70,61,41
PA1564,50,54,46,67,66,23,17,111,29,6,43,32,30,57,21
PA1565,94,237,83,208,288,231,222,604,235,415,2268,2487,435,300,134
PA1566,114,164,95,184,241,108,90,442,115,99,349,303,237,170,73
PA1567,29,16,14,39,18,40,14,52,15,12,48,38,6,0,19
PA1568,13,14,10,8,20,6,6,16,5,3,24,73,27,10,1
PA1569,70,61,54,137,116,61,71,238,98,120,419,294,194,148,74
PA1570,20,29,24,36,65,22,4,51,20,9,51,87,95,12,23
PA1571,35,12,29,18,39,11,3,39,21,4,3,7,36,14,15
PA1572,25,15,15,3,51,21,5,69,16,6,18,33,61,7,12
PA1573,11,16,18,5,0,6,1,22,2,3,14,10,0,1,5
PA1574,33,33,37,80,88,17,14,83,21,21,181,168,99,49,6
PA1575,135,136,58,235,123,86,40,342,80,85,322,569,140,57,63
PA1576,90,193,73,206,128,103,64,318,50,79,340,586,130,86,64
PA1577,32,5,8,9,29,13,4,63,7,7,29,36,47,28,4
PA1578,63,64,44,94,75,35,21,111,28,31,132,187,111,86,35
PA1578a,82,43,57,100,44,117,11,146,20,26,107,194,95,83,48
PA1579,199,168,159,288,289,159,53,431,102,111,437,631,364,198,77
PA1580,58,40,48,105,121,82,18,193,64,44,207,266,121,123,46
PA1581,41,19,30,39,141,41,13,132,33,26,131,182,69,40,35
PA1582,61,104,49,217,148,93,51,402,114,149,399,647,156,147,67
PA1583,29,18,21,43,54,31,13,110,29,25,124,160,52,17,8
PA1584,69,25,35,37,94,40,17,187,27,12,64,67,65,77,51
PA1585,29,18,18,53,31,21,2,66,13,1,1,3,37,2,4
PA1586,451,940,310,509,547,294,103,399,132,415,6325,3230,726,765,250
PA1587,9,13,9,11,11,5,3,22,6,1,9,11,9,26,12
PA1588,1,5,9,12,0,0,2,9,0,0,6,8,0,0,0
PA1589,42,26,9,8,6,19,5,76,10,4,26,45,38,7,5
PA1590,145,274,149,85,110,82,13,132,26,18,134,257,125,56,44
PA1591,23,7,6,6,6,9,3,22,0,1,14,8,17,23,2
PA1592,25,4,8,11,27,10,2,37,13,0,5,2,23,0,7
PA1593,40,11,13,22,13,17,5,41,7,3,7,8,28,11,4
PA1594,36,12,22,10,0,19,2,61,5,0,0,1,33,26,26
PA1595,65,46,39,69,39,44,3,89,11,2,13,5,100,11,13
PA1596,27,9,10,2,4,12,1,39,3,0,2,0,18,15,6
PA1597,33,36,13,30,28,27,17,92,34,68,123,239,88,50,39
PA1598,34,28,25,16,97,30,10,65,21,18,61,43,50,28,38
PA1599,73,34,43,59,13,33,5,87,26,14,41,30,85,9,31
PA1600,46,17,27,9,0,9,3,66,7,0,6,9,28,16,14
PA1601,32,21,22,3,9,14,16,48,24,13,90,50,24,37,7
PA1602,144,74,127,57,88,42,11,106,20,6,24,14,112,65,59
PA1603,83,77,66,83,44,62,12,147,44,27,121,149,83,50,51
PA1604,18,18,6,10,2,4,5,16,6,17,30,34,17,4,6
PA1605,97,53,58,48,125,41,41,132,51,32,139,119,52,51,48
PA1606,15,4,20,8,0,3,2,11,5,0,6,6,45,0,0
PA1607,86,30,67,38,114,31,10,97,16,11,40,45,82,22,44
PA1608,91,84,51,69,54,51,27,129,23,29,136,118,88,47,46
PA1609,13,3,18,23,17,6,5,29,1,5,25,17,19,0,0
PA1610,9,12,9,11,29,8,2,36,2,1,6,12,5,18,17
PA1611,150,108,104,115,85,39,34,166,32,66,356,293,167,29,58
PA1612,22,13,11,23,12,9,2,32,9,8,15,7,7,24,6
PA1613,58,28,31,36,76,17,7,68,22,6,23,8,64,45,43
PA1614,6,4,2,6,0,15,1,12,1,0,0,0,4,0,11
PA1615,12,9,2,8,13,17,11,26,2,10,31,28,19,26,0
PA1616,34,12,6,27,54,4,8,36,3,6,9,4,22,31,5
PA1617,27,63,17,27,72,22,22,47,18,13,92,67,33,18,23
PA1618,42,40,14,1,7,29,9,94,6,7,19,33,16,10,28
PA1619,86,54,47,120,48,48,14,184,15,6,45,37,100,33,64
PA1620,13,2,10,0,48,16,2,36,7,2,5,4,11,8,20
PA1621,28,36,15,27,17,8,20,54,22,19,63,31,21,13,10
PA1622,20,13,16,10,5,1,4,37,4,3,7,7,24,18,9
PA1623,28,18,40,64,5,19,9,61,15,3,11,7,38,10,28
PA1624,153,112,84,105,159,88,113,430,152,71,263,133,169,154,99
PA1625,56,33,22,6,29,27,3,61,9,7,21,8,55,11,33
PA1626,37,0,22,27,15,15,1,39,22,0,0,1,31,30,20
PA1627,87,31,41,45,69,46,3,149,38,4,6,5,51,39,14
PA1628,64,25,51,74,28,20,1,125,12,2,1,0,78,56,38
PA1629,4,1,12,4,0,10,1,12,1,2,0,1,11,0,6
PA1630,32,18,17,18,82,12,4,61,8,5,27,42,36,19,1
PA1631,18,8,18,6,16,9,4,27,7,2,10,8,7,0,4
PA1632,38,6,18,25,25,14,2,52,8,1,2,7,40,23,20
PA1633,16,20,5,33,0,7,1,28,0,2,7,8,25,13,1
PA1634,78,30,39,75,71,33,10,141,24,23,71,114,72,96,25
PA1635,15,23,11,13,26,9,3,48,11,9,76,63,19,0,33
PA1636,17,22,16,21,15,13,14,50,17,8,60,109,71,13,25
PA1637,57,17,39,77,56,18,5,104,20,8,28,43,50,30,40
PA1638,15,13,2,10,4,10,5,23,9,17,64,44,23,15,13
PA1639,26,5,27,28,48,19,1,65,3,5,9,8,49,16,3
PA1640,7,8,13,51,15,2,25,69,27,23,132,150,48,18,11
PA1641,33,18,40,16,25,14,8,79,12,4,30,37,30,25,20
PA1642,65,14,45,31,72,39,3,110,15,4,7,6,67,27,31
PA1643,44,25,43,24,62,20,8,70,7,8,33,32,42,1,12
PA1643a,68,10,56,24,53,30,7,156,16,2,20,16,53,42,51
PA1644,64,17,23,29,90,19,9,102,21,2,39,49,34,24,22
PA1645,57,20,33,8,9,32,2,59,10,2,18,18,37,0,33
PA1646,14,13,21,4,25,8,3,34,9,5,14,23,20,11,11
PA1647,34,20,17,10,55,27,5,23,4,6,13,13,19,22,2
PA1648,20,35,31,23,41,21,4,79,6,9,18,13,41,37,20
PA1649,85,22,48,50,36,63,6,169,36,7,19,12,118,56,61
PA1650,92,44,46,33,116,66,13,167,25,43,173,135,95,79,63
PA1651,50,12,33,17,12,50,2,33,8,2,18,16,44,10,7
PA1652,174,53,104,100,107,63,13,121,19,5,16,16,160,37,67
PA1653,8,4,2,5,0,6,1,13,0,0,3,1,0,6,5
PA1654,91,37,49,54,67,26,4,103,14,3,13,7,45,32,32
PA1655,50,19,34,59,26,19,3,78,8,3,6,7,46,44,45
PA1656,93,58,61,34,45,36,4,119,14,13,36,22,82,43,69
PA1657,75,31,38,27,60,43,2,101,13,0,9,7,88,27,27
PA1658,0,0,0,1,0,0,0,3,0,0,0,4,0,0,0
PA1659,30,8,19,20,19,32,1,44,6,0,1,4,37,35,14
PA1660,31,2,15,2,1,21,2,32,2,2,1,3,34,13,12
PA1661,67,20,28,31,19,27,2,41,12,8,15,13,52,0,31
PA1662,22,7,11,19,8,9,4,37,4,1,7,5,9,0,17
PA1663,101,36,100,92,77,41,4,148,19,7,30,23,104,34,41
PA1664,10,3,7,28,33,19,0,14,1,0,5,4,5,0,5
PA1665,8,2,2,5,0,1,0,20,1,0,0,1,1,0,0
PA1666,38,18,27,14,37,11,8,40,25,19,35,36,52,16,29
PA1667,42,22,44,16,28,19,9,49,9,13,37,115,10,15,18
PA1668,85,39,35,149,41,72,19,152,53,32,134,311,55,34,57
PA1669,15,15,19,0,11,15,0,16,5,2,7,18,11,0,17
PA1670,3,3,1,6,19,2,2,9,6,2,15,14,2,19,0
PA1671,75,117,65,72,163,139,61,163,65,209,821,270,191,122,88
PA1672,42,22,15,34,30,22,4,94,15,14,36,24,38,13,11
PA1673,80,65,49,19,33,14,0,25,4,2,18,10,27,7,15
PA1674,53,29,40,22,16,20,5,50,7,0,8,5,62,18,27
PA1675,64,50,49,29,83,21,8,107,31,29,59,110,102,23,28
PA1676,52,29,21,32,17,13,3,86,11,3,12,8,49,7,34
PA1677,25,12,26,22,33,19,1,61,6,4,26,31,8,6,2
PA1678,34,24,28,32,109,18,12,67,13,9,41,30,27,15,4
PA1679,53,28,44,50,7,26,7,62,17,10,26,28,26,27,10
PA1680,22,18,11,0,11,5,5,34,4,4,9,14,15,9,5
PA1681,40,25,17,8,31,18,4,56,17,3,17,15,9,20,8
PA1682,47,28,36,34,24,17,2,30,21,2,18,15,11,17,17
PA1683,68,53,70,62,78,39,7,107,11,14,57,66,104,15,19
PA1684,95,41,43,33,35,40,3,129,28,2,3,3,76,21,29
PA1685,44,18,28,26,32,19,1,85,11,0,0,2,47,8,27
PA1686,13,3,3,18,17,19,0,38,5,2,3,1,30,14,2
PA1687,48,31,47,47,39,6,51,99,40,16,80,87,97,60,24
PA1688,23,14,18,28,21,16,2,51,11,1,3,1,27,0,5
PA1689,30,29,43,39,16,44,0,25,12,3,1,5,45,17,18
PA1690,4,5,3,0,7,10,0,7,1,0,3,3,10,0,5
PA1691,72,29,19,40,39,45,2,72,8,0,16,22,36,56,24
PA1692,18,21,5,63,14,36,0,67,4,3,21,34,29,0,9
PA1693,11,6,1,11,0,0,2,10,1,0,2,3,5,0,0
PA1694,3,1,0,21,0,0,0,13,0,0,0,1,0,0,0
PA1695,1,1,0,4,0,6,0,7,0,1,2,1,0,0,0
PA1696,1,1,0,0,3,0,0,3,0,0,1,0,0,0,0
PA1697,112,28,54,68,58,81,5,164,28,6,41,39,75,35,52
PA1698,1,1,0,8,0,0,0,3,0,0,0,0,0,0,6
PA1699,4,5,1,34,0,6,0,13,4,8,91,76,12,55,6
PA1700,48,9,39,73,55,55,1,62,7,10,51,36,41,53,8
PA1701,35,12,13,83,8,26,2,33,4,11,84,62,100,21,15
PA1702,76,51,73,194,79,55,4,61,13,19,106,152,45,20,35
PA1703,44,30,20,64,28,10,1,25,0,5,32,43,43,17,12
PA1704,22,18,6,65,8,14,1,28,3,18,126,192,56,28,4
PA1705,3,0,0,0,7,4,0,1,0,0,16,14,0,0,0
PA1706,35,25,41,31,13,20,3,69,6,4,38,77,17,57,2
PA1707,141,55,91,263,134,121,34,201,57,22,139,201,131,114,103
PA1708,27,22,14,30,38,26,8,58,8,12,115,88,49,24,19
PA1709,8,9,8,14,6,6,2,38,10,1,3,7,25,0,0
PA1710,65,50,52,80,30,43,1,131,18,6,26,14,85,6,28
PA1711,28,26,12,9,70,22,3,45,6,0,5,4,29,0,26
PA1712,2,0,0,0,0,3,0,2,0,2,2,0,0,0,0
PA1713,38,5,21,30,24,30,2,20,2,0,4,7,13,12,5
PA1714,2,1,0,0,0,3,0,2,0,0,0,2,0,0,0
PA1715,3,10,7,6,1,0,1,11,1,0,2,0,0,0,0
PA1716,22,6,14,6,0,5,9,33,4,0,10,18,9,0,13
PA1717,109,35,62,41,108,39,6,97,17,10,28,34,48,45,41
PA1718,6,5,9,7,0,4,1,30,4,0,0,1,3,17,14
PA1719,42,22,28,28,10,13,1,82,6,7,13,5,50,26,25
PA1720,78,39,48,74,55,58,16,140,30,47,96,150,93,88,27
PA1721,97,49,79,90,59,24,6,158,19,7,14,15,107,103,36
PA1722,40,47,58,116,172,66,86,202,87,235,1335,932,128,178,63
PA1723,17,12,17,29,0,7,0,48,8,3,27,20,25,20,8
PA1724,61,25,42,43,48,39,9,115,5,26,103,128,82,29,27
PA1725,35,20,24,42,27,19,1,51,11,12,24,35,29,8,9
PA1726,45,18,27,20,56,44,18,84,13,32,153,125,66,53,70
PA1727,28,17,14,3,39,22,2,39,12,17,69,50,40,0,6
PA1728,21,18,15,8,15,6,2,37,6,1,5,10,20,0,13
PA1729,28,13,15,18,64,29,11,133,17,5,16,17,77,5,17
PA1730,72,53,33,46,47,47,20,111,16,33,107,112,84,27,37
PA1731,81,31,33,79,30,52,8,119,21,29,75,56,92,0,36
PA1732,79,51,25,80,75,41,16,72,16,9,56,44,101,58,47
PA1733,21,23,16,33,30,29,6,73,13,2,27,17,10,9,7
PA1734,20,8,7,0,3,16,4,57,3,3,8,4,25,13,0
PA1735,13,13,5,10,0,1,2,15,1,1,17,15,13,0,3
PA1736,128,190,104,128,144,78,59,104,84,32,172,257,102,88,66
PA1737,24,14,14,15,21,22,2,16,1,0,3,1,36,19,4
PA1738,56,20,22,39,11,11,3,46,7,3,25,14,55,16,10
PA1739,21,24,22,14,35,15,7,54,10,17,122,72,25,31,14
PA1740,23,21,12,41,20,28,6,44,6,8,37,99,25,16,19
PA1741,17,11,19,12,2,18,3,20,5,0,13,17,6,19,9
PA1742,52,29,48,26,28,21,7,68,16,2,17,42,41,26,3
PA1743,34,51,31,43,128,26,67,143,48,104,296,265,151,39,27
PA1744,132,109,87,175,169,83,60,197,64,57,184,281,143,55,93
PA1745,9,22,8,38,4,21,7,53,11,27,78,55,20,30,25
PA1746,60,56,42,40,72,33,36,138,33,37,121,154,108,33,22
PA1747,66,48,31,49,66,27,14,118,20,28,160,124,82,23,40
PA1748,174,208,89,222,179,110,106,323,112,102,681,793,170,83,69
PA1749,21,20,13,38,1,8,26,47,34,24,91,61,36,11,25
PA1750,61,33,42,49,81,45,12,100,32,7,40,56,86,64,21
PA1751,52,23,45,4,57,29,4,54,10,7,6,22,37,32,4
PA1752,77,17,31,31,70,22,2,112,15,8,16,13,49,20,37
PA1753,74,47,49,60,82,62,30,186,49,41,166,120,102,33,45
PA1754,100,25,87,72,231,66,24,271,37,37,183,153,133,57,57
PA1755,20,10,5,20,28,6,6,33,4,14,31,25,14,20,0
PA1756,79,24,26,45,43,16,1,69,13,5,16,21,69,38,58
PA1757,107,54,84,39,78,36,9,90,21,12,47,51,55,11,59
PA1758,69,37,40,61,15,24,4,94,14,2,25,21,67,40,22
PA1759,86,27,55,71,171,57,9,143,21,10,77,42,119,84,23
PA1760,73,25,68,105,57,38,10,85,22,21,63,104,47,73,41
PA1761,89,33,39,68,63,59,7,101,23,4,23,41,75,16,37
PA1762,91,39,68,70,56,23,14,67,20,5,20,41,60,49,35
