"gene_id","CONTROL.R1...raw.counts","CONTROL.R2...raw.counts","NAC8.R1...raw.counts","NAC8.R2...raw.counts"
"IS492_13550",14,27,26,28
"IS492_13555",31,44,34,40
"IS492_13560",390,1204,404,1007
"IS492_13565",538,1355,514,1365
"IS492_13570",84,205,136,259
"IS492_13575",67,177,102,239
"IS492_13580",166,370,210,444
"IS492_13585",448,1142,567,1458
"IS492_13590",149,367,212,492
"IS492_13595",233,627,246,662
"IS492_13600",1,3,2,10
"IS492_13605",14,35,19,33
"IS492_13610",80,204,79,163
"IS492_13615",29,140,55,144
"IS492_13620",77,223,88,215
"IS492_13625",141,434,185,428
"IS492_13630",81,165,89,188
"IS492_13635",24,86,44,82
"IS492_13640",29,59,27,57
"IS492_13645",34,69,47,66
"IS492_13650",31,88,54,96
"IS492_13655",96,216,77,207
"IS492_13660",662,1692,808,1951
"IS492_13665",761,2032,1077,2534
"IS492_13670",27,51,27,36
"IS492_13675",161,404,140,238
"IS492_13680",77,207,70,151
"IS492_13685",56,158,66,128
"IS492_13690",50,112,45,110
"IS492_13695",169,255,186,301
"IS492_13700",104,264,125,270
"IS492_13705",279,628,317,791
"IS492_13710",129,414,157,387
"IS492_13715",88,225,92,207
"IS492_13720",31,73,38,77
"IS492_13725",39,78,50,92
"IS492_13730",13,51,15,54
"IS492_13735",24,50,15,40
"IS492_13740",8,47,5,23
"IS492_13745",60,182,91,150
"IS492_13750",17,58,27,54
"IS492_13755",52,159,55,120
"IS492_13760",28,77,37,75
"IS492_13765",331,877,398,968
"IS492_13775",396,877,399,1007
"IS492_13780",15,41,26,57
"IS492_13785",39,94,40,129
"IS492_13790",1,9,3,15
"IS492_13795",51,140,56,184
"IS492_13800",82,273,110,347
"IS492_13805",415,1084,346,1060
"IS492_13810",65,206,91,244
"IS492_13815",521,1209,841,887
"IS492_13820",790,991,972,1182
"IS492_13825",969,1731,1215,1993
"IS492_13830",308,571,437,653
"IS492_13835",297,604,392,666
"IS492_13840",405,953,563,1089
"IS492_13845",857,1795,1170,2180
"IS492_13850",395,783,499,856
"IS492_13855",1374,2595,1664,2977
"IS492_13860",338,701,425,781
"IS492_13865",378,686,382,637
"IS492_13870",774,1180,408,570
"IS492_13875",1002,1024,822,886
"IS492_13880",835,1224,599,1174
"IS492_13885",59,95,91,108
"IS492_13890",28,87,55,69
"IS492_13895",347,965,302,894
"IS492_13900",4381,14653,4635,12979
"IS492_13905",96,236,103,261
"IS492_13910",302,685,288,773
"IS492_13915",256,604,351,628
"IS492_13920",1284,3667,1568,3687
"IS492_13925",354,1043,446,884
"IS492_13930",948,2605,950,2072
"IS492_13935",220,668,259,640
"IS492_13940",926,2327,1035,2072
"IS492_13945",366,1083,499,948
"IS492_13950",36,55,41,42
"IS492_13955",90,282,94,201
"IS492_13960",37,80,45,59
"IS492_13965",94,104,119,86
"IS492_13970",197,310,317,344
"IS492_13975",111,192,134,204
"IS492_13980",532,1843,866,1786
"IS492_13985",384,900,247,640
"IS492_13990",384,1230,326,1158
"IS492_13995",993,3064,1043,3382
"IS492_14000",481,1481,529,1521
"IS492_14005",474,1173,500,1274
"IS492_14010",69,173,89,179
"IS492_14015",115,217,144,294
"IS492_14020",118,422,135,429
"IS492_14025",32,75,32,78
"IS492_14030",101,275,78,279
"IS492_14035",67,184,67,149
"IS492_14040",147,312,178,333
"IS492_14045",909,1988,1269,1969
"IS492_14050",1836,4133,2888,4585
"IS492_14055",525,1236,752,1464
"IS492_14060",335,553,415,714
"IS492_14065",786,1369,947,1494
"IS492_14070",103,279,146,235
"IS492_14075",645,1320,878,1458
"IS492_14080",2230,6461,2996,8665
"IS492_14085",62,192,102,194
"IS492_14090",461,1307,675,1451
"IS492_14095",341,889,430,936
"IS492_14100",208,477,174,468
"IS492_14105",6,21,6,20
"IS492_14110",176,380,253,496
"IS492_14115",418,1381,492,1230
"IS492_14120",732,1919,624,1978
"IS492_14125",190,441,196,505
"IS492_14130",204,494,128,451
"IS492_14135",484,1226,573,1303
"IS492_14140",976,1903,1222,2098
"IS492_14145",6225,12798,8554,15152
"IS492_14150",3779,7395,5476,8780
"IS492_14155",3860,6141,5921,8552
"IS492_14160",1669,2512,2635,3237
"IS492_14165",1441,2542,2493,3556
"IS492_14170",4795,9211,7930,12593
"IS492_14175",113,76,86,153
"IS492_14180",1217,1456,1649,2040
"IS492_14185",222,420,309,573
"IS492_14190",58,165,83,133
"IS492_14195",28,67,30,66
"IS492_14200",87,235,116,305
"IS492_14205",48,94,42,107
"IS492_14210",109,378,116,356
"IS492_14215",108,238,98,259
"IS492_14220",32,87,37,70
"IS492_14225",65,90,71,97
"IS492_14230",32,71,47,97
"IS492_14235",20,51,12,19
"IS492_14240",88,267,91,268
"IS492_14245",195,482,317,542
"IS492_14250",177,426,282,521
"IS492_14255",193,400,204,387
"IS492_14260",300,621,303,614
"IS492_14265",252,824,272,707
"IS492_14270",53,114,52,104
"IS492_14275",57,96,57,75
"IS492_14280",156,296,172,247
"IS492_14285",349,566,406,431
"IS492_14290",143,330,121,272
"IS492_14295",499,1796,430,1564
"IS492_14300",725,1754,1055,2043
"IS492_14305",63,123,52,111
"IS492_14310",573,1710,727,1650
"IS492_14315",966,2998,1162,3166
"IS492_14320",150,433,147,447
"IS492_14325",62,137,80,161
"IS492_14330",182,523,177,581
"IS492_14335",202,572,205,724
"IS492_14340",34,43,26,54
"IS492_14345",17,58,12,48
"IS492_14350",72,185,70,140
"IS492_14355",142,248,125,204
"IS492_14360",85,290,91,260
"IS492_14365",153,437,142,409
"IS492_14370",191,444,238,515
"IS492_14375",117,246,114,392
"IS492_14380",139,366,152,448
"IS492_14385",279,695,312,944
"IS492_14390",100,292,157,415
"IS492_14395",668,1961,706,2191
"IS492_14400",210,527,278,671
"IS492_14405",210,491,266,571
"IS492_14410",1228,3733,1339,3797
"IS492_14415",155,306,154,298
"IS492_14420",41,141,67,128
"IS492_14425",84,201,84,165
"IS492_14430",66,182,102,205
"IS492_14435",267,631,264,647
"IS492_14440",8070,20467,9135,27115
"IS492_14445",659,1509,681,1544
"IS492_14450",166,366,178,368
"IS492_14455",137,362,139,379
"IS492_14460",36,119,47,106
"IS492_14465",32,74,16,71
"IS492_14470",78,362,90,309
"IS492_14475",82,303,90,218
"IS492_14480",111,407,133,366
"IS492_14485",195,560,179,585
"IS492_14490",124,225,64,204
"IS492_14495",1178,2762,1018,2580
"IS492_14500",452,1200,383,1065
"IS492_14505",45,148,20,71
"IS492_14510",13533,44426,10487,40742
"IS492_14515",1551,4503,1388,3904
"IS492_14520",82,228,63,215
"IS492_14525",263,903,334,793
"IS492_14530",56,157,43,106
"IS492_14535",35,123,39,89
"IS492_14540",126,446,141,378
"IS492_14545",172,366,149,382
"IS492_14550",307,817,351,910
"IS492_14555",448,1228,410,1086
"IS492_14560",1740,4052,1345,3208
"IS492_14565",257,813,177,570
"IS492_14570",115,272,52,149
"IS492_14575",1600,4669,1365,4239
"IS492_14580",782,1857,801,1889
"IS492_14585",697,2010,741,2154
"IS492_14590",270,850,260,779
"IS492_14595",68,162,68,153
"IS492_14600",172,379,150,362
"IS492_14605",105,273,112,288
"IS492_14610",93,257,80,239
"IS492_14615",90,325,111,262
"IS492_14620",299,902,172,512
"IS492_14625",766,2186,485,1177
"IS492_14630",1265,3980,1091,3391
"IS492_14635",3000,9040,2618,8328
"IS492_14640",928,3323,655,2730
"IS492_14645",2212,6511,1697,5881
"IS492_14650",2006,6393,1698,4895
"IS492_14655",997,3317,952,3112
"IS492_14660",362,904,349,824
"IS492_14665",112,448,124,429
"IS492_14670",318,908,257,680
"IS492_14675",433,1645,360,1351
"IS492_14680",610,1317,589,1290
"IS492_14685",308,699,269,748
"IS492_14690",111,346,111,354
"IS492_14695",196,440,207,442
"IS492_14700",36,69,33,54
"IS492_14705",108,237,101,251
"IS492_14710",193,528,199,453
"IS492_14715",4272,9932,4275,10774
"IS492_14720",44,124,41,151
"IS492_14725",77,207,95,198
"IS492_14730",456,1471,526,1562
"IS492_14735",176,636,186,395
"IS492_14740",97,418,137,293
"IS492_14745",248,824,287,882
"IS492_14750",127,338,193,404
"IS492_14755",445,1075,550,1109
"IS492_14760",2314,6977,3164,7632
"IS492_14765",555,1557,628,1838
"IS492_14770",714,2081,809,2426
"IS492_14775",935,2862,1052,2820
"IS492_14780",480,1585,595,1692
"IS492_14785",229,701,290,784
"IS492_14790",19,55,21,48
"IS492_14795",153,443,240,474
"IS492_14800",221,434,271,516
"IS492_14805",127,341,184,342
"IS492_14810",112,321,122,292
"IS492_14815",47,148,64,133
"IS492_14820",100,248,76,159
"IS492_14825",31,55,24,36
"IS492_14830",1229,3284,1361,3038
"IS492_14835",908,3369,821,2735
"IS492_14840",65,233,104,230
"IS492_14845",70,247,71,207
"IS492_14850",33,93,45,89
"IS492_14855",62,156,79,132
"IS492_14860",175,314,212,263
"IS492_14865",102,235,122,258
"IS492_14870",158,451,160,436
"IS492_14875",97,277,94,236
"IS492_14880",20,73,29,65
"IS492_14885",159,386,115,267
"IS492_14890",389,1055,373,956
"IS492_15195",94,256,90,218
"IS492_15200",581,1474,579,2073
"IS492_15205",166,463,166,446
"IS492_15210",14,35,17,40
"IS492_15215",252,841,235,762
"IS492_15220",25,75,16,64
"IS492_15225",52,129,59,114
"IS492_15230",283,670,296,671
"IS492_15235",78,192,103,178
"IS492_15240",1624,3271,1704,3250
"IS492_15245",251,613,242,610
"IS492_15250",190,320,247,286
"IS492_15255",102,240,89,238
"IS492_15260",730,1541,782,1561
"IS492_15265",348,782,332,824
"IS492_15270",114,282,118,283
"IS492_15275",32,88,27,102
"IS492_15280",2542,3402,2829,3386
"IS492_15285",9984,21961,14985,25868
"IS492_15290",1917,5139,1448,4494
"IS492_15295",3283,10714,2909,9273
"IS492_15300",18059,63120,25884,67254
"IS492_15305",10173,27246,12880,32688
"IS492_15310",49204,131071,74627,153577
"IS492_15315",29363,76434,43233,92804
"IS492_15320",43016,105517,65391,131971
"IS492_15325",41554,87434,63457,100577
"IS492_15330",43156,105443,69280,131587
"IS492_15335",660,2186,628,1791
"IS492_15340",132,246,96,217
"IS492_15345",6527,7149,9005,7531
"IS492_15350",41,177,51,99
"IS492_15355",86,257,97,223
"IS492_15360",179,552,213,430
"IS492_15365",10183,21858,14178,22242
"IS492_15370",1200,1792,1556,2438
"IS492_15375",455,682,552,914
"IS492_15380",262,651,300,598
"IS492_15385",222,639,214,623
"IS492_15390",966,2930,748,2342
"IS492_15400",258,812,220,771
"IS492_15405",1424,4447,1305,4499
"IS492_15410",260,674,336,659
"IS492_15415",107,249,163,285
"IS492_15420",206,434,228,435
"IS492_15425",261,779,341,619
"IS492_15430",14424,43477,17185,39386
"IS492_15435",2781,9267,2127,7128
"IS492_15440",505,1314,608,1346
"IS492_15445",83,210,100,201
"IS492_15450",568,1725,571,1519
"IS492_15455",1896,4910,1764,4316
"IS492_15460",877,2845,979,2862
"IS492_15465",961,2210,1059,2382
"IS492_15470",752,2461,795,2625
"IS492_15475",334,779,283,731
"IS492_15480",362,870,247,707
"IS492_15485",83,217,50,168
"IS492_15490",448,944,341,849
"IS492_15495",464,1133,372,1029
"IS492_15500",1360,4137,1210,4147
"IS492_15505",2308,6714,2128,6728
"IS492_15510",716,1697,462,1194
"IS492_15515",235,558,266,581
"IS492_15520",110,216,80,211
"IS492_15525",268,692,368,758
"IS492_15530",72,181,93,205
"IS492_15535",112,227,209,357
"IS492_15540",222,492,362,519
"IS492_15545",0,3,2,0
"IS492_15550",1482,3914,2383,4970
"IS492_15555",4278,7677,6582,9861
"IS492_15560",768,1524,1123,1848
"IS492_15565",1502,3111,1765,3243
"IS492_15570",291,717,294,699
"IS492_15575",86,235,80,163
"IS492_15580",183,498,209,494
"IS492_15585",318,1140,327,1126
"IS492_15590",207,363,197,348
"IS492_15595",1436,3873,1719,3664
"IS492_15600",1248,3534,1488,3552
"IS492_15605",331,809,358,848
"IS492_15610",321,853,336,816
"IS492_15615",130,441,207,475
"IS492_15620",371,816,319,907
"IS492_15625",594,2097,420,1597
"IS492_15630",156,538,94,458
"IS492_15635",109,357,82,305
"IS492_15640",356,1165,336,1070
"IS492_15645",809,2371,603,1989
"IS492_15650",78,241,99,237
"IS492_15655",56,207,72,179
"IS492_15660",1329,3719,1297,3007
"IS492_15665",774,2512,1016,2666
"IS492_15670",126,462,94,361
"IS492_15675",31,61,19,45
"IS492_15680",130,369,118,327
"IS492_15685",20,44,13,40
"IS492_15695",93,264,85,221
"IS492_15700",28,73,36,77
"IS492_15705",134,308,116,362
"IS492_15710",51,120,51,126
"IS492_15715",0,2,1,2
"IS492_15720",35,94,33,115
"IS492_15725",17,60,14,49
"IS492_15730",140,401,118,329
"IS492_15735",30,81,17,67
"IS492_15740",120,347,116,348
"IS492_15745",48,170,36,128
"IS492_15750",266,746,208,684
"IS492_15755",149,350,142,363
"IS492_15760",3915,10729,3562,11546
"IS492_15765",2281,9755,1804,10055
"IS492_15770",460,1275,481,1273
"IS492_15775",573,1540,486,1539
"IS492_15780",2916,7312,2732,7672
"IS492_15785",417,1296,434,1104
"IS492_15790",238,666,414,690
"IS492_15795",139,469,158,396
"IS492_15800",1516,4785,1508,3790
"IS492_15805",198,744,322,662
"IS492_15810",458,1214,534,1299
"IS492_15815",984,2703,986,2800
"IS492_15825",128,381,134,414
"IS492_15830",649,1607,594,1603
"IS492_15835",362,887,595,958
"IS492_15840",146,564,184,519
"IS492_15845",1869,4825,3644,5705
"IS492_15850",33,56,18,50
"IS492_15855",14,24,6,20
"IS492_15860",10,22,8,18
"IS492_15865",15,30,19,33
"IS492_15870",33,62,29,72
"IS492_15875",42,60,42,64
"IS492_15880",15,20,12,21
"IS492_15885",7,41,13,23
"IS492_15890",46,102,32,95
"IS492_15895",8,23,8,17
"IS492_15900",15,21,11,25
"IS492_15905",11,31,8,21
"IS492_15910",3,14,2,2
"IS492_15915",53,98,41,100
"IS492_15920",13,40,17,40
"IS492_15925",2,0,5,5
"IS492_15930",41,113,47,102
"IS492_15935",24,68,45,93
"IS492_15940",162,330,204,286
"IS492_15945",151,254,161,268
"IS492_15950",32,95,35,89
"IS492_15955",68,116,86,139
"IS492_15960",89,149,107,136
"IS492_15965",33,80,36,65
"IS492_15970",124,304,127,231
"IS492_15975",22,61,28,57
"IS492_15980",69,164,88,184
"IS492_15985",68,94,50,115
"IS492_15990",9,15,5,21
"IS492_15995",27,55,30,77
"IS492_16000",35,88,49,100
"IS492_16005",35,119,35,130
"IS492_16010",36,71,24,83
"IS492_16015",55,108,51,106
"IS492_16020",27,69,39,57
"IS492_16025",48,103,87,118
"IS492_16030",603,1559,878,1263
"IS492_16035",198,632,169,411
"IS492_16040",524,877,453,986
"IS492_16045",1836,4592,1468,4817
"IS492_16050",292,891,298,766
"IS492_16055",120,376,133,456
"IS492_16060",225,657,248,755
"IS492_16065",372,942,383,954
"IS492_16070",175,462,140,431
"IS492_16075",65,182,69,185
"IS492_16080",593,1789,536,1591
"IS492_16085",905,2457,1033,2332
"IS492_16090",81,151,80,193
"IS492_16095",31,60,27,70
"IS492_16100",254,644,260,609
"IS492_16105",104,370,114,353
"IS492_16110",2893,6730,3078,8225
"IS492_16115",33,71,42,92
"IS492_16120",11,37,19,51
"IS492_16125",180,509,147,489
"IS492_16130",6667,11822,4921,12409
"IS492_16135",573,854,339,720
"IS492_16140",1230,3613,893,3162
"IS492_16145",385,1162,368,1161
"IS492_16150",906,3534,854,2100
"IS492_16155",145,383,133,317
"IS492_16160",414,1073,462,950
"IS492_16165",780,1645,827,1608
"IS492_16170",4561,12031,4991,11752
"IS492_16175",172,597,160,577
"IS492_16180",227,507,178,516
"IS492_16185",264,514,306,445
"IS492_16190",602,1740,471,1323
"IS492_16195",2501,6147,2474,6254
"IS492_16200",1849,4014,1701,4133
"IS492_16205",319,511,298,572
"IS492_16210",238,494,244,515
"IS492_16215",78,232,75,186
"IS492_16220",55,132,43,155
"IS492_16225",113,303,129,289
"IS492_16230",2030,5065,2733,5397
"IS492_16235",2913,8219,3546,7198
"IS492_16240",373,1126,258,837
"IS492_16245",1251,3563,1250,3408
"IS492_16250",17565,46308,24541,48913
"IS492_16255",318,869,376,687
"IS492_16260",1701,3733,1813,4391
"IS492_16265",359,701,388,651
"IS492_16270",148,343,102,289
"IS492_16275",1554,3942,1131,3009
"IS492_16280",2077,4958,2262,4900
"IS492_16285",203476,535954,232203,627516
"IS492_16290",256,686,342,724
"IS492_16295",101,216,109,187
"IS492_16300",4,24,15,25
"IS492_16305",49,127,82,181
"IS492_16310",101,225,136,268
"IS492_16315",72,167,163,221
"IS492_16320",1126,2663,1837,3101
"IS492_16325",35,122,53,142
"IS492_16330",56,278,107,238
"IS492_16335",11041,34429,17526,41470
"IS492_16340",981,2646,820,2734
"IS492_16345",10227,34855,10229,37362
"IS492_16350",123,304,67,190
"IS492_16355",112,488,151,271
"IS492_16360",1002,1953,1307,2323
"IS492_16365",1943,4788,2344,5449
"IS492_16370",3488,10166,4361,10289
"IS492_16375",3680,8249,5343,9719
"IS492_16380",617,1981,508,1449
"IS492_16385",5,22,1,13
"IS492_16390",5,22,7,18
"IS492_16395",4,22,3,12
"IS492_16400",2,11,4,8
"IS492_16405",106,254,124,203
"IS492_16410",475,916,485,886
"IS492_16415",198,551,240,504
"IS492_16420",174,535,154,338
"IS492_16425",5189,14835,6629,11924
"IS492_16430",3558,10260,3632,9763
"IS492_16435",24681,59335,21065,55054
"IS492_16440",23998,53064,23655,55065
"IS492_16445",4061,5616,4685,6222
"IS492_16450",514,1140,534,1311
"IS492_16455",3427,9277,3723,8123
"IS492_16460",1079,2276,1269,2840
"IS492_16465",1123,3031,1444,3630
"IS492_16470",448,1244,476,1262
"IS492_16475",773,2163,798,2211
"IS492_16480",1567,5426,1889,5510
"IS492_16485",854,2947,821,2508
"IS492_16490",1325,5693,1588,3818
"IS492_16495",559,1383,531,1409
"IS492_16500",1048,2850,1094,3152
"IS492_16505",376,1004,364,932
"IS492_16510",766,2625,823,2657
"IS492_16515",316,937,333,957
"IS492_16520",273,1013,414,811
"IS492_23445",252,623,303,591
"IS492_23450",192,323,208,351
"IS492_23455",491,1017,658,1302
"IS492_23460",93,110,70,100
"IS492_23465",94,207,95,213
"IS492_23470",53,105,56,119
"IS492_23475",326,1058,440,1185
"IS492_23480",1242,3461,1658,4550
"IS492_23485",953,2917,800,2805
"IS492_23490",95,246,160,277
"IS492_23495",80,189,99,227
"IS492_23500",155,343,207,375
"IS492_23505",284,537,371,596
"IS492_23510",105,222,168,253
"IS492_23515",230,488,312,528
"IS492_23520",81,190,103,210
"IS492_23525",445,1277,402,1036
"IS492_23530",233,564,226,495
"IS492_23535",727,2065,695,2188
"IS492_23540",1021,2798,911,2518
"IS492_23545",3729,10958,3708,10870
"IS492_23550",73,201,66,206
"IS492_23555",392,813,373,931
"IS492_23560",686,1843,797,1817
"IS492_23565",319,992,418,832
"IS492_23570",445,998,502,872
"IS492_23575",1275,2600,1785,2885
"IS492_23580",602,1085,743,1270
"IS492_23585",269,630,386,686
"IS492_23590",505,1341,493,1000
"IS492_23595",446,1271,613,1137
"IS492_23600",247,586,352,615
"IS492_23605",111,296,145,326
"IS492_23610",27,71,60,98
"IS492_23615",355,487,985,1499
"IS492_23620",139,141,404,620
"IS492_23625",202,190,406,504
"IS492_23630",444,932,635,1393
"IS492_23635",683,1946,797,2211
"IS492_23640",11,31,12,28
"IS492_23645",71,145,58,101
"IS492_23650",213,524,291,565
"IS492_23655",29,114,36,113
"IS492_23660",227,667,267,666
"IS492_23665",69,231,80,188
"IS492_23670",36,87,33,73
"IS492_23675",15,52,24,53
"IS492_23680",20,74,32,54
"IS492_23685",50,77,44,65
"IS492_23690",46,89,48,70
"IS492_23695",14,31,10,20
"IS492_23700",196,509,235,493
"IS492_23710",43,146,43,109
"IS492_23715",956,2073,946,2045
"IS492_23720",689,1461,630,1349
"IS492_23725",112,275,146,341
"IS492_23730",35,122,44,121
"IS492_23735",101,257,129,210
"IS492_23740",21,56,33,38
"IS492_23745",183,464,217,539
"IS492_23750",269,711,280,784
"IS492_23755",74,198,74,171
"IS492_23760",110,325,163,344
"IS492_23765",269,709,359,795
"IS492_23770",272,884,317,801
"IS492_23775",898,2694,1333,2569
"IS492_23780",2378,3661,3905,4099
"IS492_23785",816,1642,1182,1502
"IS492_23790",365,708,255,487
"IS492_23795",1335,2335,1252,2142
"IS492_23800",237,452,278,361
"IS492_23805",261,437,271,430
"IS492_23810",220,560,327,409
"IS492_23815",4918,11446,8509,12220
"IS492_23820",15254,46422,24705,50378
"IS492_23825",10378,28876,14852,29370
"IS492_23830",4155,15355,3457,11577
"IS492_23835",314,763,292,722
"IS492_23840",287,564,276,575
"IS492_23845",377,853,431,724
"IS492_23850",324,1013,273,797
"IS492_23855",804,2003,603,1554
"IS492_23860",747,2294,784,1992
"IS492_23865",280,841,228,742
"IS492_23870",494,1284,579,1126
"IS492_24200",314,817,244,637
"IS492_24205",147,496,91,313
"IS492_24210",232,467,237,547
"IS492_24215",243,642,211,555
"IS492_24220",1282,4041,1343,3648
"IS492_24225",1934,4795,2165,4635
"IS492_24230",1118,3499,768,2281
"IS492_24235",169,480,156,485
"IS492_24240",132,417,139,398
"IS492_24245",1829,4082,1821,4276
"IS492_24250",3214,8329,3572,8332
"IS492_24255",211,713,264,832
"IS492_24260",1817,4720,2294,5481
"IS492_24265",2782,7442,3706,8463
"IS492_24270",1426,3855,2018,4700
"IS492_24275",1844,4929,2761,5960
"IS492_24280",1452,4377,2293,5280
"IS492_24285",1664,4744,2750,5381
"IS492_24290",1514,5711,2430,5278
"IS492_24295",1255,3567,1398,2818
"IS492_24300",12852,44035,19993,41607
"IS492_24305",4118,11253,6288,13563
"IS492_24310",1130,2616,1377,2807
"IS492_24315",51,131,62,127
"IS492_24485",65,183,54,146
"IS492_24490",1494,5029,1686,4653
"IS492_24495",103,198,61,136
"IS492_24500",1667,4339,2247,5482
"IS492_24505",3543,7858,3960,10833
"IS492_24510",1620,4876,2063,6313
"IS492_24515",1367,4274,1381,3991
"IS492_24520",314,982,394,1033
"IS492_24525",32,83,29,63
"IS492_24530",464,902,420,761
"IS492_24535",2365,6755,1968,5190
"IS492_24540",1553,3974,2093,3494
"IS492_24545",1536,3847,1865,4830
"IS492_24550",1203,4012,1176,3471
"IS492_24555",126,324,129,288
"IS492_24560",1595,4339,1370,3976
"IS492_24565",755,2036,945,2079
"IS492_24570",1350,4614,1490,4270
"IS492_24575",483,1054,417,1008
"IS492_24580",175,357,158,309
"IS492_24585",17,30,16,45
"IS492_24590",162,495,148,463
"IS492_24595",186,605,256,607
"IS492_24600",80,306,98,317
"IS492_24605",222,583,241,584
"IS492_24610",41,144,53,127
"IS492_24615",195,734,260,746
"IS492_24620",182,546,227,535
"IS492_24625",367,807,318,836
"IS492_24630",942,2283,811,2121
"IS492_24635",288,676,207,531
"IS492_24640",33683,78324,49365,86450
"IS492_24645",271,889,262,817
"IS492_24650",1491,4129,1140,2964
"IS492_24655",895,2637,775,2120
"IS492_24660",201,578,201,637
"IS492_24665",262,808,302,868
"IS492_24670",450,1200,568,1372
"IS492_24675",412,1177,609,1430
"IS492_24680",537,1512,530,1493
"IS492_24685",271,842,367,874
"IS492_24690",469,1166,586,1295
"IS492_24695",562,1187,731,1276
"IS492_24700",309,796,380,752
"IS492_24705",332,1106,407,849
"IS492_24710",502,2113,565,1548
"IS492_24715",9230,26781,12043,29787
"IS492_24720",1134,3089,1025,2835
"IS492_24725",229,615,203,515
"IS492_24730",684,1634,746,1707
"IS492_24735",917,2891,1059,3095
"IS492_24740",1064,3075,1051,3236
"IS492_24745",284,871,301,980
"IS492_24750",155,362,123,362
"IS492_24755",319,974,311,868
"IS492_24760",404,1489,465,1389
"IS492_24765",397,1125,414,1202
"IS492_24770",508,1265,699,1627
"IS492_24775",114,286,87,278
"IS492_24780",78,247,71,257
"IS492_24785",9,9,5,5
"IS492_24790",247,639,351,728
"IS492_24795",535,1191,656,1219
"IS492_24800",179,376,197,317
"IS492_24805",251,473,230,462
"IS492_24810",132,332,136,329
"IS492_24815",354,690,343,759
"IS492_24820",384,900,457,933
"IS492_24825",524,1383,622,1374
"IS492_24830",1069,2964,1250,2915
"IS492_24835",393,1334,338,1032
"IS492_24840",1302,4606,1424,4280
"IS492_24845",2073,5312,2260,5526
"IS492_24850",4454,13183,5915,15406
"IS492_24855",5116,15653,6129,14608
"IS492_24860",353,1068,401,1127
"IS492_24865",1947,4485,3182,4996
"IS492_24870",3690,8438,5985,8464
"IS492_24875",3013,7877,4474,7790
"IS492_24880",607,1581,555,1333
"IS492_24885",440,1292,422,1289
"IS492_24890",15470,46295,15452,45046
"IS492_24895",429,1260,614,1185
"IS492_24900",2310,6730,2904,6465
"IS492_24905",1238,3592,1266,3553
"IS492_24910",601,1968,539,1761
"IS492_24915",1162,3673,1301,4011
"IS492_24920",2497,7021,2800,7289
"IS492_24925",482,1206,501,1143
"IS492_24930",538,835,633,1051
"IS492_24935",483,1005,614,1313
"IS492_24940",251,425,333,467
"IS492_24945",9052,17276,7157,14475
"IS492_24950",514,1537,534,1768
"IS492_24955",479,1485,536,1829
"IS492_24960",531,1398,683,1475
"IS492_24965",397,822,478,659
"IS492_24970",472,1150,498,863
"IS492_24975",171,235,273,307
"IS492_24980",92,127,130,163
"IS492_24985",3,8,2,6
"IS492_24990",7,55,6,33
"IS492_24995",5,11,2,13
"IS492_25000",11,35,5,29
"IS492_25005",2116,5704,2984,4811
"IS492_25010",138,349,99,318
"IS492_25015",50,154,46,120
"IS492_25020",461,1166,563,1193
"IS492_25025",2918,7621,3586,7988
"IS492_25030",2966,9041,2971,6136
"IS492_25035",35,36,35,48
"IS492_25040",60,162,50,162
"IS492_25045",4918,14625,4372,12498
"IS492_25050",1513,3287,1436,2914
"IS492_25055",1091,3406,1266,3346
"IS492_25060",1426,3911,1373,4038
"IS492_25065",1604,3248,1639,3182
"IS492_25070",3742,8615,4415,9055
"IS492_25075",1291,3395,1333,3404
"IS492_25080",372,780,314,613
"IS492_25085",4988,11829,5245,11829
"IS492_25090",6752,19933,7429,19846
"IS492_25095",1279,3669,787,2216
"IS492_25100",1288,1608,1398,1660
"IS492_25105",783,1932,910,1771
"IS492_25110",20441,64089,32015,59429
"IS492_25115",2939,7162,4199,7947
"IS492_25120",7621,20644,9544,22478
"IS492_25125",3323,8332,4198,9570
"IS492_25130",5235,14035,7296,17183
"IS492_25135",5283,12866,7077,14293
"IS492_25140",13096,35331,17610,34694
"IS492_25145",749,1963,811,1672
"IS492_25150",1237,3576,1378,3262
"IS492_25155",1532,5148,1670,5181
"IS492_25160",1586,5275,1962,5577
"IS492_25165",1174,3441,1315,3279
"IS492_25170",68,193,85,216
"IS492_25175",128,290,133,307
"IS492_25180",70,198,68,165
"IS492_25185",2316,6545,2263,5289
"IS492_25190",472,1159,597,1138
"IS492_25195",840,2448,1177,2291
"IS492_25200",305,623,323,659
"IS492_25205",4151,10545,6482,14212
"IS492_25210",3607,7530,6372,10359
"IS492_25215",4218,9318,6442,11318
"IS492_25220",366,1034,411,982
"IS492_25225",854,1846,844,1880
"IS492_25230",5532,9825,6026,10049
"IS492_25235",7688,13543,9133,14914
"IS492_25240",2491,5426,2686,5505
"IS492_25245",3064,6736,3359,7283
"IS492_25250",8622,23549,10564,25574
"IS492_25260",986,2424,1333,2830
"IS492_25265",2478,5912,3504,7454
"IS492_25270",3231,9661,5101,13051
"IS492_25275",7161,19315,10305,24095
"IS492_25280",3876,9974,5359,13466
"IS492_25285",555,1370,837,2067
"IS492_25290",501,996,604,1320
"IS492_25295",787,1749,621,1385
"IS492_25300",1046,2304,1120,2445
"IS492_25305",986,2493,1133,2740
