gene_id,ALE__1,ALE__2,ALE__3,COL__1,COL__2,COL__3,ctrl__1,ctrl__2,ctrl__3,NV716__1,NV716__2
PA1378,87,233,170,467,221,208,81,118,130,167,73
PA1379,118,235,176,170,75,72,86,78,84,155,87
PA1380,232,648,461,548,343,253,352,526,517,514,425
PA1381,9,26,22,26,9,12,17,9,3,20,4
PA1382,841,2050,1185,2437,1561,1201,3316,4208,4958,5415,4043
PA1383,193,351,222,453,261,249,221,276,386,424,269
PA1384,39,114,69,98,64,36,34,39,50,111,71
PA1385,95,246,110,381,243,161,142,183,228,319,202
PA1386,47,128,55,134,98,78,75,103,124,122,102
PA1387,88,212,117,324,212,171,96,114,155,182,114
PA1388,140,287,221,460,270,226,186,242,290,225,144
PA1389,182,338,263,510,352,267,127,159,174,207,159
PA1390,74,176,126,387,226,145,90,98,114,168,105
PA1391,81,180,97,349,226,173,126,141,181,206,100
PA1392,161,407,299,692,452,364,226,238,277,354,234
PA1393,33,97,53,73,29,26,34,26,23,74,54
PA1394,11,67,19,60,40,28,25,11,7,16,10
PA1395,54,78,23,76,40,57,25,10,73,58,38
PA1396,195,354,233,283,189,162,48,62,87,158,103
PA1397,119,256,165,140,94,83,25,58,28,50,64
PA1398,63,152,136,160,121,92,36,29,33,63,28
PA1399,20,57,57,112,104,62,21,17,12,26,10
PA1400,90,247,107,352,203,141,122,156,193,188,110
PA1401,86,198,147,262,170,111,61,96,64,78,75
PA1402,36,92,55,59,38,34,11,36,29,26,15
PA1403,31,103,63,134,106,53,79,64,98,76,73
PA1404,641,1830,983,825,646,441,219,296,256,734,501
PA1405,230,685,475,1005,590,478,256,323,358,252,137
PA1406,108,229,199,438,199,203,92,137,145,148,73
PA1407,81,159,109,196,110,97,43,71,74,70,50
PA1408,639,1623,1020,1408,785,627,442,689,686,1071,597
PA1409,27,40,23,58,37,23,23,14,20,41,36
PA1410,27,66,43,122,39,43,47,48,62,65,35
PA1411,180,444,287,465,297,244,180,179,281,346,283
PA1412,5,17,10,24,9,9,9,3,8,11,14
PA1413,407,909,637,495,320,216,192,279,390,453,317
PA1414,5555,15262,9327,31887,20363,15558,10910,16114,17256,21971,13785
PA1415,36,95,56,160,73,57,36,59,59,80,33
PA1416,10,29,10,56,17,20,9,15,23,17,22
PA1417,27,34,36,96,80,60,37,60,93,98,81
PA1418,33,85,59,143,61,66,29,68,68,116,58
PA1419,13,54,43,128,69,55,49,60,100,88,45
PA1420,3,25,13,38,35,19,17,20,32,22,39
PA1421,33,61,64,104,42,42,41,84,92,86,33
PA1422,50,170,99,111,65,48,35,25,30,124,64
PA1423,1583,4540,2375,1075,562,385,1099,1364,1386,3501,2804
PA1424,116,274,237,253,170,125,58,93,104,161,91
PA1425,381,1032,589,617,354,291,131,148,206,539,347
PA1426,7,24,18,31,24,20,4,8,17,7,2
PA1427,12,67,28,59,37,15,29,48,27,33,28
PA1428,31,100,41,158,94,60,21,18,29,59,28
PA1429,1825,4416,2532,12300,7296,5978,5574,7531,8443,4662,2741
PA1430,5130,13543,9053,15882,9390,7604,6164,7494,8548,13421,8235
PA1431,190,529,346,5330,3102,2605,458,726,826,167,146
PA1432,372,811,619,5838,3261,2801,659,843,1056,365,191
PA1433,266,582,394,851,473,306,179,177,261,252,157
PA1434,78,173,105,147,75,59,20,32,38,114,70
PA1435,121,210,138,177,109,90,65,132,135,162,125
PA1436,166,511,323,759,415,324,267,307,344,286,194
PA1437,344,934,661,467,220,260,160,232,277,583,334
PA1438,375,927,651,793,510,415,166,261,303,361,221
PA1439,210,475,408,656,404,258,60,97,124,137,118
PA1440,830,1972,1495,1827,846,845,305,366,438,718,545
PA1441,275,676,392,2395,1378,1019,263,253,334,290,250
PA1442,393,974,554,973,510,389,283,330,390,829,602
PA1443,390,1033,688,1624,914,916,381,483,641,955,622
PA1444,172,442,311,706,356,338,253,411,333,393,274
PA1445,205,560,346,1000,560,462,334,363,514,509,268
PA1446,86,224,152,476,292,237,121,109,108,188,94
PA1447,40,89,46,146,85,82,49,42,49,47,38
PA1448,93,181,155,449,270,166,154,223,229,204,116
PA1449,71,284,164,571,306,288,145,117,133,167,82
PA1450,240,396,307,554,361,279,102,105,147,138,119
PA1451,80,173,135,299,195,138,40,69,51,93,58
PA1452,1676,4285,2218,5166,2875,2237,1518,1817,1988,2891,2393
PA1453,4945,11502,7331,13329,8026,6331,4572,5438,6548,6477,4511
PA1454,1305,3667,2250,4114,2296,1845,1274,1569,1899,2465,1488
PA1455,1590,4034,2484,3936,2205,1869,1414,2097,2174,3724,2606
PA1456,127,436,217,1170,613,648,123,230,276,429,314
PA1457,698,1663,1181,5701,3036,2724,1067,1319,1662,1670,1184
PA1458,4972,12426,8159,10532,5878,5190,3673,4610,5485,8930,6457
PA1459,876,2376,1492,2861,1610,1319,833,1040,1187,1666,1156
PA1460,461,1193,912,1772,1049,820,616,637,820,916,619
PA1461,474,1048,697,2274,1219,971,452,602,737,573,359
PA1462,658,1428,1057,2507,1510,1233,516,704,807,1247,833
PA1463,2293,5618,3694,4377,2340,2082,2357,3121,3253,4347,2931
PA1464,816,2358,1539,2119,1000,1006,909,1306,1368,1389,835
PA1465,1682,3645,2498,4472,2591,2080,2734,3404,4053,2604,1886
PA1466,56,131,83,152,86,82,41,48,57,40,38
PA1467,356,787,583,525,305,235,182,275,252,328,245
PA1468,35,57,48,80,48,39,29,20,33,23,21
PA1469,218,427,342,547,298,172,95,129,170,235,149
PA1470,112,197,157,206,144,114,55,62,107,153,63
PA1471,269,607,405,249,164,140,46,112,93,323,271
PA1472,39,103,58,127,40,62,42,25,40,50,31
PA1473,156,212,286,303,139,168,117,144,133,163,79
PA1474,1551,4395,2714,2820,1687,1398,1084,1425,1660,2605,1756
PA1475,335,824,550,348,211,165,69,76,108,222,181
PA1476,158,274,249,221,111,126,47,61,68,98,75
PA1477,357,1058,674,1074,580,465,278,308,345,546,274
PA1478,26,33,19,42,22,15,6,5,5,16,11
PA1479,86,189,123,221,175,127,63,79,39,84,29
PA1480,450,965,764,1799,1047,953,165,245,257,435,267
PA1481,97,256,175,468,312,203,63,101,132,119,55
PA1482,80,158,140,499,307,255,64,60,96,57,57
PA1483,410,957,602,2695,1419,1119,358,425,516,588,356
PA1484,79,295,169,291,196,147,79,115,88,153,125
PA1485,36,126,86,110,66,29,47,69,60,163,89
PA1486,41,120,115,123,87,66,30,37,41,73,34
PA1487,65,126,83,193,163,106,52,68,102,79,43
PA1488,21,77,30,101,60,54,33,54,43,39,13
PA1489,28,77,39,111,63,55,30,35,51,49,24
PA1490,21,80,28,67,61,35,23,23,28,38,11
PA1491,48,111,66,299,130,84,58,64,72,43,28
PA1492,6,34,39,46,19,18,36,50,77,74,28
PA1493,1369,3222,2256,2062,1243,1005,461,597,706,1311,905
PA1494,3638,8956,5530,1235,727,663,935,1198,1273,3275,2216
PA1495,27,99,53,137,76,50,38,41,40,23,21
PA1496,62,120,87,93,43,38,15,19,41,40,54
PA1497,26,57,43,55,43,12,24,29,18,35,22
PA1498,44,71,65,103,52,37,29,48,45,41,20
PA1499,6,18,18,13,7,8,9,4,12,17,6
PA1500,27,59,48,207,105,49,30,24,37,41,38
PA1501,12,30,16,47,19,21,5,12,13,16,9
PA1502,35,69,27,64,26,8,23,36,52,79,67
PA1503,95,249,141,291,213,125,114,132,116,147,87
PA1504,57,148,109,145,76,63,13,25,27,55,21
PA1505,878,2322,1759,2913,1797,1526,516,645,765,1967,1308
PA1506,61,117,89,279,157,129,45,33,53,64,70
PA1507,86,164,138,485,249,247,136,155,199,227,145
PA1508,57,157,110,917,467,447,282,401,402,312,210
PA1509,784,1850,1181,3564,2009,1658,1656,2105,2430,2361,1265
PA1510,250,577,410,2540,1525,1386,399,459,582,511,238
PA1511,29,73,52,505,261,235,55,56,93,60,33
PA1512,5,10,12,59,46,46,0,5,5,3,0
PA1513,31,102,69,224,124,132,77,161,153,77,60
PA1514,15,44,38,116,39,35,54,86,100,24,30
PA1515,65,180,141,420,219,152,355,472,451,229,131
PA1516,28,62,7,84,50,59,83,128,145,92,38
PA1517,137,451,254,287,134,138,266,419,406,501,321
PA1518,260,639,467,387,237,183,164,215,206,745,428
PA1519,54,158,101,106,87,58,60,47,68,108,76
PA1520,392,803,599,563,376,303,166,254,252,419,250
PA1521,43,99,75,162,91,68,45,54,68,89,69
PA1522,144,304,208,342,205,170,191,204,312,294,160
PA1523,151,329,179,484,299,264,249,366,366,339,260
PA1524,130,394,193,389,191,208,114,150,149,189,164
PA1525,56,120,74,356,234,195,668,880,892,1103,625
PA1526,354,942,762,890,560,420,281,464,450,770,417
PA1527,3661,9324,6314,12305,7701,5635,2167,2886,3329,4856,3404
PA1528,2552,5964,4221,6543,3739,2852,2250,2773,3611,5910,4044
PA1529,385,833,654,1509,933,664,267,348,403,412,294
PA1530,76,157,124,448,322,228,75,110,115,103,61
PA1530.1,20125,38506,22771,9643,6315,4783,15037,14163,18586,190087,137376
PA1531,258,569,425,672,377,304,104,142,158,325,201
PA1532,1318,3076,2242,2887,1632,1274,518,764,792,1065,630
PA1533,258,690,432,878,514,454,112,145,164,217,151
PA1534,269,615,453,1181,587,587,72,117,166,174,118
PA1535,100,182,139,320,125,97,66,80,107,99,86
PA1536,54,92,90,112,51,52,18,22,39,58,47
PA1537,81,157,126,60,48,23,174,207,232,206,156
PA1538,288,622,339,225,151,115,498,625,704,1111,728
PA1539,926,2303,1679,816,464,331,884,1051,1314,3021,1864
PA1540,215,424,492,297,168,117,75,148,157,351,239
PA1541,414,800,846,517,212,178,133,263,255,1007,599
PA1542,244,615,350,178,88,77,190,215,237,199,123
PA1543,418,953,868,781,447,404,91,138,161,291,163
PA1544,3656,9222,6427,5636,3455,2807,1492,2072,2161,5601,3542
PA1545,5676,13581,9568,10460,5742,4429,5593,7096,8548,10171,7715
PA1546,506,1168,775,7487,3897,3894,907,1213,1334,691,357
PA1547,248,678,587,1125,615,446,300,427,433,463,256
PA1548,35,69,71,139,47,71,22,13,17,46,9
PA1549,1188,2634,1916,3904,2091,1980,558,720,924,1150,720
PA1550,629,1596,1091,1960,1070,955,514,666,761,970,509
PA1551,2611,7685,4672,6187,3609,3197,2298,3445,3662,7958,4292
PA1552,456,1140,778,1328,754,601,92,104,151,235,148
PA1552.1,51,116,56,230,123,107,14,24,19,33,19
PA1553,142,433,262,232,137,151,19,39,36,70,35
PA1554,530,1183,960,607,402,373,75,117,122,361,204
PA1555,1542,3582,2549,7933,5018,3768,1827,2347,2641,4717,2816
PA1555.1,59,165,73,348,183,179,75,104,120,220,100
PA1556,370,793,562,1286,802,668,288,471,506,965,634
PA1557,868,2308,1444,4255,2802,2373,665,867,920,2152,1330
PA1558,156,370,260,394,206,199,72,154,121,309,201
PA1559,1059,2716,1513,7489,4041,3750,34,57,41,3171,2285
PA1560,494,1388,871,5810,2867,2348,61,93,112,1938,1483
PA1561,5740,14135,9845,21946,12362,10850,9367,14196,14935,8938,5316
PA1562,4711,10787,7806,15402,9570,7404,4276,5600,6686,9642,5781
PA1563,227,568,411,651,430,301,211,279,379,340,279
PA1564,134,388,350,241,97,105,30,44,42,123,72
PA1565,83,150,117,685,325,327,83,100,126,141,77
PA1566,19,54,37,672,378,305,16,25,27,25,17
PA1567,24,80,53,104,82,44,38,44,66,81,36
PA1568,3,19,19,8,10,4,4,3,10,10,4
PA1569,41,88,75,120,50,55,42,27,67,108,56
PA1570,519,1502,886,862,540,437,230,309,345,729,470
PA1571,371,1345,737,1025,527,512,399,755,579,1024,415
PA1572,1361,3111,2213,2722,1556,1293,993,1186,1571,1900,1276
PA1573,235,651,534,964,558,398,227,268,318,339,248
PA1574,78,171,104,183,156,109,20,32,25,89,43
PA1575,338,796,555,824,469,406,219,205,206,378,360
PA1576,620,1430,1147,1250,712,646,222,321,368,614,356
PA1577,86,177,152,103,71,72,103,142,148,288,174
PA1578,433,994,678,1209,724,537,467,488,611,642,342
PA1579,835,2495,1424,2003,1088,933,599,668,791,1584,1040
PA1580,2579,6668,4637,7851,5016,4367,555,733,801,2362,1732
PA1581,1381,3227,2401,1541,1082,871,208,266,295,961,706
PA1582,542,1185,946,958,698,516,104,142,183,348,231
PA1583,1762,4489,3188,4664,2805,2541,627,652,770,1026,689
PA1584,816,2186,1555,3715,2278,1879,284,367,475,653,391
PA1585,1799,4901,3278,7001,4181,3677,928,1216,1272,1894,1151
PA1586,771,2177,1234,4979,3028,2700,449,626,601,777,488
PA1587,780,2070,1240,6248,3651,3291,284,389,416,483,381
PA1588,1243,3163,1835,3725,2164,2010,237,233,276,444,212
PA1589,712,1887,1222,3648,2243,1970,83,158,150,261,132
PA1590,1026,2386,2099,3676,2139,1511,318,479,524,873,621
PA1591,46,91,73,87,28,37,19,20,14,134,85
PA1592,4733,20222,10020,10094,6993,5660,2250,4177,4698,12228,3432
PA1593,36,106,79,87,63,48,6,11,38,36,36
PA1594,13,34,32,35,38,20,6,6,13,7,5
PA1595,149,346,243,520,286,211,100,129,170,133,104
PA1596,3155,9275,5779,5284,2923,2695,1245,1861,2064,4034,2704
PA1597,413,982,689,1275,786,614,230,344,426,622,401
PA1598,9,42,25,41,43,34,23,31,12,29,12
PA1599,101,259,198,188,97,85,46,42,58,103,57
PA1600,104,270,152,338,207,130,157,194,207,168,123
PA1601,166,389,256,610,412,288,443,627,639,510,266
PA1602,29,99,59,69,58,16,99,117,148,135,75
PA1603,52,146,96,217,127,81,154,155,179,141,70
PA1604,988,2695,1528,2017,1167,986,1233,1593,1849,1725,1131
PA1605,153,364,215,445,228,203,115,177,188,244,182
PA1606,94,232,119,112,66,41,19,52,47,141,130
PA1607,282,582,499,1234,874,587,358,335,447,562,324
PA1608,721,1755,1311,838,389,377,410,574,607,1489,1188
PA1609,1410,3767,2371,3403,2084,1624,559,817,885,2136,1317
PA1610,2240,5292,2978,2605,1416,1089,604,799,1035,2921,2164
PA1611,640,1904,1184,2182,1265,894,451,559,678,1110,791
PA1612,132,347,198,439,221,173,99,90,99,292,199
PA1613,164,477,347,601,372,266,60,116,134,203,157
PA1614,1606,3498,2065,3339,2081,1679,2282,2675,3167,4884,3598
PA1615,53,129,95,143,104,124,38,49,52,90,81
PA1616,198,529,409,813,468,423,171,253,287,308,238
PA1617,1639,4251,2682,2615,1396,1205,908,1060,1320,2992,2115
PA1618,78,166,104,188,126,94,64,79,102,200,107
PA1619,160,345,302,642,368,363,123,149,175,199,98
PA1620,20,61,30,89,50,28,18,13,27,20,26
PA1621,123,336,254,346,190,203,82,106,131,153,78
PA1622,124,316,212,405,228,180,151,140,188,170,110
PA1623,832,2353,1563,943,575,562,198,317,398,998,547
PA1624,1042,2504,1893,1661,909,683,307,417,479,777,525
PA1625,398,885,717,759,516,350,264,400,406,679,473
PA1626,164,356,276,215,135,105,105,101,106,118,81
PA1627,257,632,375,227,110,91,115,170,228,325,280
PA1628,119,261,180,226,134,95,163,280,262,216,151
PA1629,194,345,239,185,112,86,195,179,231,248,130
PA1630,609,1798,1185,217,116,107,306,366,447,909,574
PA1631,144,349,288,157,93,55,127,155,168,197,120
PA1632,0,6,0,2,2,0,1,0,0,3,0
PA1633,99,101,54,221,161,124,76,120,132,110,84
PA1634,118,314,172,657,411,366,156,266,261,259,201
PA1635,36,80,56,355,194,188,99,109,152,177,78
PA1636,266,755,440,1460,1001,807,442,614,687,579,426
PA1637,90,176,132,541,341,236,110,95,133,153,125
PA1638,33,105,75,148,114,63,28,24,31,48,35
PA1639,108,255,200,120,68,66,23,27,54,75,40
PA1640,120,308,241,492,243,253,40,60,68,146,82
PA1641,98,195,90,123,58,31,21,20,20,247,209
PA1642,389,854,605,923,501,418,211,169,266,498,374
PA1643,341,882,668,1420,899,773,227,243,295,416,272
PA1644,92,245,197,393,235,145,42,60,77,104,75
PA1645,158,368,216,483,254,174,378,443,649,669,366
PA1646,184,557,322,818,458,349,327,394,409,400,296
PA1647,144,258,176,1124,691,592,133,131,149,118,48
PA1648,65,144,83,431,266,209,57,44,69,83,51
PA1649,79,169,156,248,157,143,40,54,87,84,50
PA1650,262,608,448,566,287,288,131,191,228,485,362
PA1651,181,424,272,641,387,305,59,79,111,151,89
PA1652,349,869,600,408,257,171,141,190,226,390,248
PA1653,108,286,204,132,73,77,42,87,119,84,69
PA1654,1033,2353,1702,1661,903,877,639,751,768,832,492
PA1655,502,1285,1018,1503,719,659,245,338,447,301,209
PA1656,320,1085,607,9330,5372,4347,966,1309,1550,925,516
PA1657,63,205,100,3386,1858,1756,145,128,194,25,15
PA1658,143,387,203,4002,2234,2250,206,257,320,64,51
PA1659,35,112,61,1404,886,706,61,87,133,16,8
PA1660,145,313,213,3548,2089,1797,438,492,635,76,42
PA1661,76,226,153,2946,1690,1463,423,522,628,74,50
PA1662,644,1195,694,8110,4851,3854,1178,1528,1881,385,231
PA1663,137,226,161,2837,1673,1418,318,443,553,80,55
PA1664,1,11,6,90,51,77,0,9,7,4,1
PA1665,85,247,171,2606,1487,1238,389,403,508,66,46
PA1666,38,161,62,1094,580,547,135,150,204,14,11
PA1667,393,865,630,2843,1705,1401,742,1209,1384,1142,696
PA1668,66,146,118,1433,929,828,254,316,347,98,59
PA1669,461,1174,704,5775,3568,3008,1033,1361,1599,353,303
PA1670,139,301,159,2100,1105,914,408,473,594,87,71
PA1671,65,128,130,1735,1007,880,232,305,340,38,43
PA1672,675,2096,1075,1199,704,585,1520,1831,2230,2720,1723
PA1673,1250,3277,1895,13932,7919,5602,4809,6216,7628,3338,1917
PA1674,634,1716,900,471,259,215,115,118,179,555,360
PA1675,75,179,131,303,135,105,54,46,64,63,79
PA1676,235,712,491,516,323,292,132,167,206,369,281
PA1677,514,1214,802,1873,1024,833,456,593,645,877,570
PA1678,221,521,410,598,362,286,113,179,216,274,164
PA1679,2005,4770,3338,1588,776,717,888,1284,1364,3023,2165
PA1680,177,463,315,406,261,186,105,145,158,277,228
PA1681,365,764,497,602,352,341,116,124,171,230,195
PA1682,71,275,189,261,187,123,49,61,52,106,36
PA1683,84,183,111,230,176,70,21,28,23,48,30
PA1684,369,852,563,838,502,479,415,545,660,782,496
PA1685,259,527,487,913,478,449,126,149,187,314,176
PA1686,428,1012,763,1360,763,647,299,304,466,544,362
PA1687,119,277,202,269,192,100,96,62,105,155,103
PA1688,96,302,182,328,213,160,73,58,104,169,88
PA1689,179,521,377,633,495,490,126,186,172,195,112
PA1690,18,80,36,208,130,89,41,37,43,42,19
PA1691,16,29,22,81,35,37,33,36,42,43,22
PA1692,9,29,13,43,34,30,18,5,6,28,23
PA1693,185,507,308,557,328,276,90,135,164,195,137
PA1694,1,9,18,108,66,51,14,18,7,20,19
PA1695,7,11,18,64,44,37,5,13,16,15,17
PA1696,3,12,21,48,26,28,26,37,26,74,14
PA1697,26,60,40,145,66,58,37,45,47,37,38
PA1698,40,80,64,139,68,38,24,72,64,40,29
PA1699,0,22,5,29,22,14,1,14,5,15,1
PA1700,32,40,33,44,50,35,24,20,39,36,34
PA1701,4,11,5,30,5,13,4,5,1,2,2
PA1702,11,27,16,45,19,24,33,17,50,14,17
PA1703,99,275,219,601,349,232,93,175,141,177,142
PA1704,9,28,19,75,51,27,10,25,30,27,28
PA1705,6,43,30,124,60,66,48,47,61,56,29
PA1706,60,107,67,362,147,141,60,71,108,151,74
PA1707,7,31,14,240,173,117,12,33,67,45,44
PA1708,117,232,124,1179,658,601,164,138,218,296,157
PA1709,60,185,96,1087,635,553,94,121,182,276,163
PA1710,121,401,270,603,295,288,158,212,240,247,164
PA1711,100,240,152,525,352,259,161,171,250,220,155
PA1712,177,489,316,1484,848,789,491,540,683,879,564
PA1713,282,712,462,1278,757,583,711,973,1073,1933,1231
PA1714,296,752,543,1651,1096,795,745,834,1038,1096,706
PA1715,27,83,48,330,204,142,234,335,316,202,84
PA1716,74,242,135,941,533,536,279,285,360,246,150
PA1717,73,170,102,954,719,534,223,252,272,205,114
PA1718,16,31,25,316,198,128,34,56,52,42,35
PA1719,3,8,5,100,68,60,6,5,14,3,15
PA1720,24,110,79,597,398,279,63,77,83,82,53
PA1721,34,104,37,832,474,474,81,56,97,72,41
PA1722,36,67,47,239,152,122,29,54,47,54,23
PA1723,80,234,114,908,578,461,162,195,215,209,152
PA1724,19,38,17,372,209,171,64,102,84,75,22
PA1725,39,86,51,825,482,351,130,154,198,90,108
PA1726,187,483,339,524,241,205,230,303,351,276,225
PA1727,365,952,712,527,432,299,113,156,153,461,277
PA1728,1551,3780,2773,6115,3443,3000,2468,2688,3436,2814,1861
PA1729,1781,5579,3619,4371,2443,2019,2231,3173,3804,5487,2894
PA1730,338,774,554,829,496,431,301,443,455,1011,571
PA1731,97,191,135,234,175,131,112,126,135,280,145
PA1732,148,336,233,308,198,199,97,128,220,275,134
PA1733,168,487,410,643,366,276,157,198,252,357,210
PA1734,79,125,118,153,71,112,24,24,27,59,31
PA1735,98,229,145,259,192,146,66,87,115,127,82
PA1736,804,1849,1267,532,304,236,92,106,113,161,123
PA1737,695,1730,1163,882,474,412,202,319,327,222,167
PA1738,297,656,532,867,396,404,210,305,279,446,240
PA1739,197,502,347,560,354,299,324,355,443,533,346
PA1740,119,422,174,330,216,196,263,338,393,339,243
PA1741,142,353,231,214,113,117,219,298,292,567,371
PA1742,1424,3936,2674,4526,2476,2343,1674,2102,2447,3136,2023
PA1743,12,7,8,8,0,3,5,1,14,7,10
PA1744,2,7,1,21,6,8,8,2,10,4,14
PA1745,141,366,257,583,366,251,134,141,121,207,187
PA1746,5053,14544,8788,16656,10328,8024,10907,16579,20907,11621,6120
PA1747,28,159,82,56,42,36,30,56,63,133,69
PA1748,145,381,255,168,113,107,23,33,28,50,49
PA1749,1557,3629,2195,3865,2631,1723,1515,1877,2002,3337,2148
PA1750,343,686,548,651,412,341,70,113,150,250,165
PA1751,605,1157,856,1538,1015,589,178,291,310,758,575
PA1752,787,1902,1219,1978,1059,926,631,729,871,1307,837
PA1753,1017,2404,1594,2618,1504,1246,1003,1295,1340,2329,1366
PA1754,1620,4840,2935,3039,1810,1551,1673,2494,2594,4531,2659
PA1755,244,713,422,355,156,117,134,132,149,231,121
PA1756,119,225,184,315,200,222,36,77,101,168,89
PA1757,60,159,96,71,65,33,20,31,20,87,31
PA1758,619,1230,856,917,624,460,368,461,496,1302,768
PA1759,2027,4198,2764,6631,3617,2948,2307,3038,3400,4363,2789
PA1760,272,822,532,2538,1307,1232,673,779,922,598,401
PA1761,94,198,122,335,220,176,116,144,140,164,96
PA1762,34,63,53,260,127,135,70,67,64,89,46
PA1763,52,65,64,230,93,116,54,68,69,102,52
PA1764,49,86,74,112,52,38,54,23,46,91,38
PA1765,57,187,106,173,135,98,75,76,85,136,99
PA1766,360,954,599,1317,715,663,135,140,184,192,144
PA1767,500,1136,976,983,608,550,76,148,130,157,147
PA1768,423,1182,914,734,486,418,135,196,168,412,265
PA1769,626,1335,950,1135,587,534,346,410,496,1025,719
PA1770,2065,5082,3668,4837,3005,2547,780,1134,1178,2174,1484
PA1771,108,278,188,209,98,77,27,39,41,48,28
PA1772,879,2288,1558,1851,1385,987,540,624,739,1006,594
PA1773,332,877,521,822,404,365,187,255,282,710,412
PA1774,862,1869,1179,891,452,384,176,279,278,1515,1134
PA1775,1162,2854,1869,2753,1652,1226,874,965,1107,2555,1475
PA1776,1412,4568,2578,10713,6332,4740,2389,3208,3831,4053,2213
PA1777,8959,27220,17515,23876,13943,14195,3020,4740,4841,11058,7118
PA1778,46,153,74,110,83,60,107,111,119,115,43
PA1779,129,313,186,300,188,160,217,363,339,438,288
PA1780,18,65,40,44,21,7,32,58,103,71,100
PA1781,85,161,98,144,95,63,30,32,45,107,76
PA1781.1,0,2,3,10,7,3,7,0,6,1,3
PA1782,21,94,51,106,71,40,14,30,21,99,41
PA1783,8,21,10,50,18,27,5,6,3,2,10
PA1784,44,190,66,275,166,157,64,34,55,63,39
PA1785,15,38,34,84,41,28,17,33,22,21,20
PA1786,16,93,36,162,77,77,31,50,64,54,47
PA1787,1126,2969,1815,3282,1984,1784,304,434,521,808,565
PA1788,62,166,103,137,72,72,36,35,33,123,85
PA1789,525,1341,954,3422,1960,1718,913,1383,1488,1005,619
PA1790,57,222,105,212,166,119,54,70,57,86,89
PA1791,57,141,100,43,31,25,4,12,11,30,20
PA1792,169,357,286,512,258,250,65,40,139,133,77
PA1793,355,990,610,601,439,340,125,191,185,404,259
PA1794,282,817,620,857,535,458,155,219,192,307,188
PA1795,711,1713,1175,2796,1686,1436,399,464,657,584,368
PA1796,258,754,505,461,289,237,177,192,233,438,241
PA1796.1,175,641,265,193,145,118,193,174,226,333,167
PA1796.2,124,305,247,147,115,66,59,97,90,163,104
PA1796.3,33,81,44,25,22,16,47,51,71,83,39
PA1796.4,8,33,22,26,22,14,13,10,7,17,11
PA1797,1042,2484,1553,5850,3279,2745,30,39,33,2040,1431
PA1798,129,247,170,459,206,199,49,88,107,127,95
PA1799,136,259,268,240,162,113,78,120,113,181,154
PA1800,1166,3050,2095,2154,1403,1099,253,394,399,814,486
PA1801,1682,4403,3162,4447,2550,2317,861,1137,1365,2630,1846
PA1802,13334,34799,25403,35681,20142,17214,9369,13183,14858,21822,13467
PA1803,9190,27335,15973,26371,13393,12965,8595,11312,12809,16929,10313
PA1804,1656,4298,2872,5561,3173,2995,724,1238,1044,1577,1178
PA1804.1,74,189,118,345,181,105,72,78,89,74,82
PA1805,981,2209,1551,2223,1423,1279,570,517,766,813,663
PA1806,77,146,127,760,422,393,43,71,115,106,82
PA1807,114,257,218,1139,588,464,93,109,109,119,66
PA1808,52,136,106,528,220,240,32,38,44,54,42
PA1809,64,180,149,501,305,261,61,60,64,93,63
PA1810,620,1353,996,1866,1069,918,334,391,475,756,576
PA1811,427,1165,820,994,639,495,211,259,212,635,487
PA1812,1665,3711,3002,1474,802,692,185,268,296,768,454
PA1813,294,659,407,554,318,298,135,193,246,294,158
PA1814,1683,3866,2705,2095,1187,1042,474,660,727,1937,1330
PA1815,195,534,423,458,274,247,137,154,168,255,276
PA1816,259,625,480,712,399,363,158,174,177,222,159
PA1817,127,452,274,717,392,414,104,155,142,252,154
PA1818,406,1300,883,1578,876,664,368,582,631,621,349
PA1819,663,1641,1103,3464,2176,1538,647,739,966,777,523
PA1820,218,443,277,617,428,337,154,218,217,411,261
PA1821,334,824,581,694,374,314,176,199,237,372,289
PA1822,645,1577,1073,2262,1297,1063,326,431,485,687,456
PA1823,240,562,313,1195,682,679,230,329,351,322,192
PA1824,39,83,48,61,75,42,22,19,42,38,17
PA1825,228,514,355,708,331,261,129,186,202,245,177
PA1826,114,430,277,574,274,249,199,295,270,334,233
PA1827,59,124,86,250,98,65,74,114,154,222,122
PA1828,147,431,276,1038,463,418,45,73,97,146,72
PA1829,136,381,298,358,171,209,31,50,53,86,57
PA1830,353,1126,761,2309,1332,1401,44,104,103,100,87
PA1831,949,2207,1665,1492,980,689,681,737,888,1072,518
PA1832,916,2517,1558,3282,1852,1464,1695,1832,2330,2011,1285
PA1833,503,1524,932,2558,1519,1158,929,1206,1524,986,665
PA1834,189,499,299,815,429,326,382,545,612,463,298
PA1835,141,368,229,117,98,61,98,75,142,157,98
PA1836,184,451,259,169,139,79,96,156,204,171,124
PA1837,80,145,74,154,118,111,26,25,42,85,38
PA1838,143,354,227,387,210,189,33,59,56,257,177
PA1839,75,252,165,306,178,155,83,146,101,141,124
PA1840,46,82,72,36,30,19,13,9,15,23,25
PA1841,89,281,225,390,237,206,199,235,319,311,179
PA1842,107,219,188,924,499,392,80,89,116,86,55
PA1843,440,1153,829,2267,1187,990,242,301,503,365,268
PA1844,38,73,43,40,39,37,23,5,20,15,16
PA1845,11,52,21,13,12,7,0,2,10,3,5
PA1846,456,1113,760,1043,626,487,371,417,498,504,357
