gene_id,ALE__1,ALE__2,ALE__3,COL__1,COL__2,COL__3,ctrl__1,ctrl__2,ctrl__3,NV716__1,NV716__2
PA0489,107,286,237,265,124,107,47,70,72,173,88
PA0490,1628,4058,3041,1893,985,912,808,1019,982,3191,2103
PA0491,626,1491,996,385,230,178,279,399,445,1266,845
PA0492,177,378,296,470,200,189,220,306,350,510,336
PA0493,8,24,10,17,12,10,11,11,1,14,14
PA0494,148,274,142,326,156,142,41,79,71,115,82
PA0495,96,301,134,368,252,189,134,108,142,153,83
PA0496,109,304,181,614,310,216,139,179,176,222,145
PA0497,109,263,143,182,76,99,95,120,153,234,170
PA0498,61,171,120,211,111,112,64,113,149,124,134
PA0499,86,139,138,131,78,62,103,110,99,147,69
PA0500,1169,2949,1959,2943,1713,1527,524,538,686,1345,935
PA0501,348,879,652,860,513,379,376,585,607,768,430
PA0502,164,422,271,567,315,250,158,166,218,222,132
PA0503,93,332,192,531,275,233,106,134,152,163,95
PA0504,114,289,232,703,348,366,149,188,262,148,79
PA0505,1154,3491,2348,4399,2359,2051,1043,1470,1907,2363,1504
PA0506,13898,38164,23477,10148,6168,5319,1213,1737,2079,3806,2251
PA0507,144,346,269,516,272,284,64,110,132,133,78
PA0508,2589,6532,4395,1053,663,565,114,152,172,257,169
PA0509,174,460,348,1724,971,781,349,384,509,638,355
PA0510,61,223,120,594,287,245,107,155,153,194,129
PA0511,65,232,125,891,458,461,127,178,210,228,116
PA0512,20,49,47,432,237,215,82,50,82,57,50
PA0513,14,43,42,310,150,151,24,76,61,54,26
PA0514,40,100,59,516,307,233,105,145,148,119,89
PA0515,44,128,87,361,315,215,88,110,125,86,46
PA0516,128,277,158,1001,588,550,245,278,320,282,139
PA0517,9,41,11,172,148,111,25,30,35,43,20
PA0518,17,24,27,182,74,81,21,51,30,50,22
PA0519,175,422,302,2733,1714,1555,346,568,604,676,409
PA0520,148,465,250,734,463,363,184,253,269,250,185
PA0521,36,69,39,98,45,63,20,46,47,55,21
PA0522,7,13,25,41,30,10,13,7,5,5,7
PA0523,12,23,15,164,104,79,9,7,30,33,17
PA0524,110,324,189,703,417,290,141,181,244,347,177
PA0525,29,84,62,427,247,249,58,51,101,44,17
PA0526,33,68,44,1285,791,648,53,70,94,62,30
PA0527,38,145,77,309,189,151,49,49,54,147,97
PA0527.1,2794,12390,6243,30217,14427,11080,3232,6972,7013,9114,2388
PA0528,25,60,27,106,59,60,18,15,39,42,20
PA0529,1211,3109,853,1298,715,549,501,545,603,4548,3872
PA0530,236,669,412,1003,590,499,223,262,317,448,298
PA0531,126,274,227,865,434,379,164,204,230,230,191
PA0532,10,39,19,57,35,34,17,19,20,15,19
PA0533,164,452,263,593,395,289,198,220,245,319,140
PA0534,4808,12258,8133,2390,1202,969,3791,5289,5879,7088,4333
PA0535,1299,2876,2311,990,558,439,991,1352,1568,1148,786
PA0536,432,1206,863,1143,657,556,196,262,315,604,376
PA0537,416,986,641,495,258,218,91,126,161,620,424
PA0538,279,508,456,739,415,351,244,265,295,503,401
PA0539,50,122,97,239,159,121,65,125,125,117,88
PA0540,10,39,25,63,41,34,17,14,8,12,4
PA0541,72,167,118,176,187,129,18,35,53,62,48
PA0542,123,296,197,856,462,401,48,67,80,138,103
PA0543,541,1337,820,1592,981,750,682,779,958,1497,1076
PA0544,224,427,361,563,361,271,124,141,142,215,166
PA0545,1339,3350,2230,5765,3721,2832,3471,4656,5480,9299,6052
PA0546,673,1727,1228,3323,2113,1823,198,226,300,664,488
PA0547,1000,2826,1884,3441,1949,1601,423,525,634,1202,873
PA0548,447,1064,709,1175,656,608,165,257,283,409,250
PA0549,190,403,341,927,582,411,145,163,253,103,104
PA0550,22,95,67,128,50,54,24,16,18,37,14
PA0551,159,372,223,336,232,188,51,63,100,205,92
PA0552,218,606,477,830,428,333,85,129,169,302,219
PA0553,654,2023,1244,1147,666,533,787,1017,1210,1756,1061
PA0554,815,2764,1589,2077,1105,822,749,804,1241,1967,1156
PA0555,873,2210,1489,1689,1088,965,431,605,762,1441,895
PA0556,137,297,229,407,183,203,75,90,134,125,81
PA0557,24,52,24,82,17,7,11,17,24,42,32
PA0558,160,355,298,614,336,295,80,72,85,126,96
PA0559,145,351,213,316,232,119,104,116,126,128,71
PA0560,10,61,48,58,78,46,12,14,28,23,9
PA0561,193,470,250,659,348,244,181,223,265,495,389
PA0562,144,391,255,347,169,152,36,77,78,109,93
PA0563,189,528,391,746,448,360,148,174,145,282,187
PA0564,90,241,192,198,118,121,49,52,69,103,61
PA0565,20,92,69,143,68,82,17,34,36,75,42
PA0566,252,491,394,1078,703,594,241,309,340,341,249
PA0567,925,2085,1433,1698,1035,893,459,436,552,1166,825
PA0568,38,137,90,313,164,164,47,48,47,57,47
PA0569,14,45,25,97,53,43,8,7,23,23,9
PA0570,15,11,15,39,21,27,2,3,5,10,8
PA0571,195,708,335,1082,584,472,319,390,461,361,181
PA0572,179,492,311,5405,3072,2647,173,186,218,181,126
PA0573,11,21,14,49,43,27,16,21,21,38,15
PA0574,133,327,170,393,271,160,90,96,142,179,99
PA0574.1,7,17,16,7,5,2,0,2,1,12,15
PA0575,141,375,296,963,516,432,139,132,131,203,153
PA0576,2217,5944,4330,7086,3835,3506,1246,1660,2030,3108,1971
PA0577,731,1603,1138,2160,1259,966,516,666,689,882,746
PA0578,254,494,335,183,118,76,28,24,47,34,55
PA0579,505,1369,1060,554,384,318,108,153,164,195,120
PA0580,191,604,436,461,265,185,76,87,138,150,92
PA0581,462,888,633,1177,772,547,307,355,415,561,373
PA0582,94,163,92,134,74,74,28,35,50,56,32
PA0583,41,129,85,139,77,73,19,20,24,32,26
PA0584,302,688,505,955,560,475,241,290,373,362,283
PA0585,62,143,89,171,86,94,103,127,112,117,89
PA0586,1064,2731,2012,4111,2342,1970,1661,2185,2363,2473,1415
PA0587,1274,2866,2128,3646,2077,1834,1744,2464,2860,2869,1829
PA0588,5877,14668,9669,13794,7693,6803,5046,6965,7404,11430,7148
PA0589,93,250,240,562,239,261,89,108,114,104,42
PA0590,342,798,541,1034,646,517,216,300,378,458,288
PA0591,124,297,211,256,181,113,108,146,141,184,109
PA0592,66,222,198,248,159,122,37,93,73,78,46
PA0593,144,278,272,782,416,363,77,94,91,75,59
PA0594,840,1841,1301,2935,1645,1606,576,796,809,1054,625
PA0595,2116,5218,3427,5043,2991,2583,1118,1402,1728,3172,1974
PA0596,457,1125,866,1113,747,615,1102,1420,1467,1997,1176
PA0597,244,731,467,1476,946,818,764,952,1169,1055,566
PA0598,556,1248,904,3409,1927,1428,1605,1897,2483,1340,934
PA0599,240,530,377,670,336,284,137,171,163,275,200
PA0600,597,1477,964,3195,1880,1332,625,608,821,1685,937
PA0601,143,340,216,531,280,241,96,139,145,260,157
PA0602,87,262,109,508,358,285,110,128,159,199,105
PA0603,112,269,205,348,209,205,36,48,66,64,37
PA0604,115,297,206,592,353,253,109,83,145,139,100
PA0605,27,103,67,200,134,102,27,24,28,39,50
PA0606,37,61,48,122,69,68,17,33,27,13,39
PA0607,41,109,110,107,53,38,16,31,10,35,45
PA0608,159,371,283,325,157,165,41,44,41,104,66
PA0609,554,1287,932,1128,760,582,206,257,352,533,336
PA0610,221,523,378,986,538,483,250,383,393,503,332
PA0611,350,742,527,1039,496,461,190,229,262,299,242
PA0612,125,316,227,413,288,176,18,47,65,63,55
PA0613,196,549,278,829,582,427,49,63,54,120,63
PA0614,145,303,166,876,568,395,13,33,49,50,44
PA0615,317,772,472,1357,891,637,139,147,207,213,172
PA0616,249,577,393,1539,962,721,42,81,47,201,154
PA0617,128,430,226,843,515,381,19,1,6,93,51
PA0618,400,1051,573,1628,1207,894,96,124,99,340,170
PA0619,221,579,319,909,612,461,21,17,19,111,87
PA0620,1304,3263,1749,4981,3265,2681,178,218,252,891,506
PA0621,155,405,202,611,430,325,21,23,38,112,69
PA0622,1516,3683,2085,4330,3010,2387,100,104,130,569,390
PA0623,295,707,350,708,456,451,18,5,7,70,75
PA0624,408,1078,486,1844,1047,781,30,27,36,211,116
PA0625,2090,5195,3028,8147,5076,4014,154,202,281,1108,954
PA0626,973,2066,1213,2943,1877,1544,87,83,146,493,340
PA0627,56,113,76,296,213,119,8,9,15,54,38
PA0628,361,879,463,1437,905,693,45,58,70,191,125
PA0629,169,420,216,636,438,264,20,10,17,92,71
PA0630,170,370,226,652,459,281,11,11,38,79,48
PA0631,75,188,91,361,234,174,8,24,16,54,25
PA0632,10,86,26,174,128,39,0,3,2,10,12
PA0633,273,744,396,772,489,296,20,19,16,96,50
PA0634,208,654,315,709,403,376,9,7,19,109,61
PA0635,226,504,365,1317,967,522,22,7,31,97,74
PA0636,895,2426,1396,4541,2778,2217,97,82,133,462,389
PA0637,141,332,192,569,357,297,11,23,27,83,56
PA0638,139,461,231,694,509,382,33,14,28,87,63
PA0639,304,696,381,1203,724,646,30,52,37,134,123
PA0640,223,561,353,1164,701,636,26,47,89,107,112
PA0641,942,2495,1367,5029,2792,2204,111,151,206,570,377
PA0642,131,352,175,895,607,456,57,59,93,168,59
PA0643,240,638,355,938,541,530,38,64,110,202,109
PA0644,60,181,92,278,175,131,32,28,34,66,38
PA0645,110,332,196,484,290,188,38,90,78,171,100
PA0646,362,859,489,1067,616,447,196,254,325,440,345
PA0647,114,239,124,347,247,198,22,62,52,95,73
PA0648,179,455,321,904,440,334,107,166,158,265,152
PA0649,534,1231,903,1043,662,485,98,160,201,444,308
PA0650,603,1565,1158,2513,1431,1096,332,441,442,405,293
PA0651,356,980,704,1053,593,462,111,165,192,224,113
PA0652,1941,4875,3154,4288,2441,2010,578,985,940,2334,1261
PA0653,162,386,289,536,342,245,125,172,229,270,162
PA0654,111,244,149,155,144,111,23,29,39,66,57
PA0655,462,986,731,541,304,290,130,228,202,449,339
PA0656,85,179,149,290,162,132,67,83,79,137,77
PA0657,573,1264,887,1855,1130,891,425,600,656,698,447
PA0658,434,963,725,1015,728,504,188,297,306,737,574
PA0659,195,530,310,641,346,268,87,122,106,192,107
PA0660,295,706,492,947,531,462,190,229,312,275,162
PA0661,93,219,185,201,124,129,57,52,66,138,83
PA0662,261,559,362,555,329,245,139,178,211,339,204
PA0663,200,464,292,832,477,420,124,196,245,285,170
PA0664,269,710,415,612,372,302,329,327,355,586,416
PA0665,617,1880,1117,1277,723,468,959,1665,1825,850,538
PA0666,210,520,424,454,265,242,103,128,196,191,107
PA0667,1077,2595,1839,1238,736,666,261,450,411,898,654
PA0668,837,2026,1239,2392,1505,1123,655,751,966,2375,1441
PA0668.1,6,11,18,25,11,14,18,28,35,24,17
PA0668.2,0,1,0,0,1,0,1,0,0,0,0
PA0668.3,1,8,2,4,2,2,3,1,3,0,4
PA0668.4,60,191,115,84,65,70,76,91,104,75,44
PA0668.5,6,5,7,9,8,5,10,25,12,1,5
PA0669,115,302,185,490,296,214,100,103,139,144,84
PA0670,32,109,82,166,127,117,50,103,115,58,37
PA0671,47,127,88,145,91,62,64,109,143,156,110
PA0672,1347,3422,2334,2440,1510,1154,795,1280,1378,1880,1122
PA0673,60,138,93,162,73,80,31,50,38,79,60
PA0674,72,188,77,178,107,82,48,63,64,185,80
PA0675,18,47,25,62,31,19,14,17,15,44,27
PA0676,93,235,118,334,222,146,67,89,108,155,77
PA0677,25,93,60,167,84,59,40,61,73,62,32
PA0678,17,24,26,33,18,13,8,7,7,20,19
PA0679,238,554,321,639,352,253,150,225,214,318,278
PA0680,3,27,7,17,6,7,8,12,7,42,21
PA0681,52,154,77,78,38,35,26,59,67,109,48
PA0682,7,14,11,18,20,13,13,17,13,18,12
PA0683,11,69,20,70,26,19,20,15,28,38,23
PA0684,5,24,5,24,16,14,19,16,15,12,12
PA0685,37,86,56,81,40,52,25,18,28,30,41
PA0686,23,39,23,84,55,34,29,38,46,54,15
PA0687,15,20,7,35,9,24,4,17,9,22,6
PA0688,10,52,16,39,26,10,6,13,9,23,9
PA0689,169,495,259,439,262,243,84,109,158,351,211
PA0690,1452,3465,2136,4636,2779,2168,2049,2639,3064,3198,1997
PA0691,13,31,19,20,17,8,2,9,15,26,19
PA0692,29,88,40,58,28,21,25,35,27,74,40
PA0693,33,78,46,94,68,41,20,25,53,63,27
PA0694,0,1,2,5,0,4,3,2,0,0,0
PA0695,2,6,2,11,9,5,3,7,10,5,4
PA0696,14,19,10,43,22,34,9,21,18,34,12
PA0697,0,22,3,6,9,3,6,14,8,10,1
PA0698,0,2,11,8,4,3,0,4,5,10,3
PA0699,16,47,16,89,44,36,18,26,26,16,26
PA0700,20,76,35,69,59,36,39,30,53,45,20
PA0701,38,72,77,153,104,62,42,46,60,60,32
PA0702,11,33,21,59,49,31,16,15,15,15,23
PA0703,35,80,85,170,128,76,34,29,34,44,28
PA0704,139,382,203,467,241,214,101,142,98,187,142
PA0705,363,992,690,554,309,216,107,176,157,529,340
PA0706,64,190,141,224,160,136,57,58,43,130,57
PA0707,14,23,16,44,24,38,24,14,38,21,46
PA0708,37,163,121,125,64,71,28,48,30,141,58
PA0708.1,7,3,2,5,5,3,1,6,4,13,0
PA0709,23,40,45,25,7,8,3,11,15,33,22
PA0710,12,22,22,28,10,11,2,1,11,22,9
PA0711,26,61,22,62,50,15,9,14,30,40,23
PA0712,142,250,171,351,183,172,36,71,59,200,120
PA0713,2101,6377,3669,3765,2032,1656,2370,3107,3683,12182,5715
PA0714,900,2444,1470,2099,1224,1111,2033,2357,2865,4935,3217
PA0714.1,447,1072,744,935,563,372,304,439,497,711,601
PA0715,1528,3793,2376,4508,2677,2019,2770,3318,4179,3790,2211
PA0716,588,1541,1039,2902,1664,1151,663,817,888,726,501
PA0716.1,58,176,113,259,92,122,28,22,37,102,79
PA0716.2,11,106,52,90,51,19,50,61,78,67,38
PA0717,8,31,18,12,10,4,8,28,25,11,6
PA0718,8,12,2,26,5,12,4,24,9,8,9
PA0719,28,75,42,140,70,36,49,70,79,47,45
PA0720,36,64,23,83,46,50,18,19,30,32,17
PA0721,0,2,0,0,1,0,0,0,0,0,0
PA0722,21,34,29,80,40,37,7,7,22,5,3
PA0723,134,458,262,822,539,384,101,133,199,96,39
PA0724,35,130,64,163,77,76,52,68,104,94,61
PA0725,5,2,11,25,7,0,2,4,7,0,4
PA0726,28,49,27,77,45,51,42,45,35,31,12
PA0727,46,209,90,165,117,82,66,121,159,150,95
PA0728,64,147,104,211,128,93,74,110,102,152,85
PA0728.1,2328,6677,3252,2153,1205,1000,473,712,721,4331,2728
PA0729,552,1309,1001,1462,865,673,270,301,408,1045,791
PA0729.1,297,662,371,815,445,394,598,617,863,616,725
PA0730,32,40,56,92,74,93,22,14,25,159,89
PA0731,393,971,626,898,568,448,189,238,294,591,387
PA0732,438,1100,607,1254,749,457,533,621,687,1290,805
PA0733,61,140,87,66,51,23,20,16,30,43,18
PA0734,40,51,68,57,19,16,14,7,24,27,18
PA0735,48,89,91,189,96,83,24,27,48,50,47
PA0736,132,306,199,415,221,204,107,112,146,169,113
PA0737,1096,2476,1664,1525,906,670,761,863,976,2953,2025
PA0738,136,325,252,234,92,94,134,180,179,439,307
PA0739,111,266,168,282,155,114,108,133,107,158,63
PA0740,43,106,81,141,64,60,48,67,76,69,59
PA0741,41,97,81,214,115,86,60,67,91,131,76
PA0742,7,40,22,73,39,29,26,34,39,42,18
PA0743,296,684,436,1292,724,557,415,492,609,655,386
PA0744,163,540,357,1085,592,622,203,257,252,469,254
PA0745,397,1026,624,1943,1173,935,445,500,599,911,529
PA0746,140,347,238,956,538,350,196,271,289,539,308
PA0747,279,651,486,2254,1393,1056,359,413,523,691,474
PA0749,129,302,236,357,207,198,70,108,112,179,106
PA0750,140,272,191,302,182,165,46,38,61,85,57
PA0751,52,96,60,210,133,101,102,84,71,92,52
PA0752,25,36,16,67,41,42,12,15,31,38,6
PA0753,4,4,1,9,7,2,0,0,0,5,5
PA0754,17,27,24,68,34,48,9,8,16,41,19
PA0755,76,219,124,78,48,30,15,15,28,450,370
PA0756,63,135,111,91,39,46,18,27,41,72,39
PA0757,68,208,141,330,197,180,52,67,76,62,60
PA0758,278,577,599,400,197,200,99,138,124,167,132
PA0759,315,694,489,1161,753,583,209,236,313,377,187
PA0760,256,722,445,381,214,234,154,198,264,297,190
PA0761,899,2172,1544,2496,1359,1296,797,1145,1277,1920,1195
PA0762,10505,28508,17581,22094,13373,10496,14891,18082,22228,32201,19542
PA0763,4852,13348,7501,7530,4206,3509,4138,5727,6616,13110,8584
PA0764,1854,4424,3461,4285,2424,2208,1894,2520,2801,3292,2248
PA0765,2116,4969,3569,5469,3348,2488,2688,2970,3882,2514,1573
PA0766,1427,3570,2717,3816,2334,1997,767,1017,1337,1121,714
PA0767,632,1631,1246,1357,684,566,239,300,349,462,288
PA0768,281,647,593,949,640,438,99,137,186,209,158
PA0769,349,940,600,1062,520,505,243,286,312,764,358
PA0770,158,414,313,709,435,388,145,196,228,377,240
PA0771,197,488,389,1170,672,478,143,167,228,256,132
PA0772,63,165,130,256,203,162,62,77,72,108,64
PA0773,98,279,158,502,298,278,53,74,90,90,67
PA0774,68,201,95,153,101,109,22,39,64,40,26
PA0775,46,86,66,41,20,16,9,18,23,25,21
PA0776,66,139,90,186,101,90,36,25,51,71,48
PA0777,180,381,358,236,140,95,41,52,69,113,105
PA0778,144,322,252,409,193,191,70,78,97,112,74
PA0779,4014,10130,6896,8157,4475,3610,1943,2474,2898,4597,3082
PA0780,772,1934,1196,1779,1073,987,431,551,535,1106,779
PA0781,11,42,25,78,54,17,23,26,19,10,4
PA0782,1720,3973,2390,6616,4199,3362,927,1074,1309,1906,1235
PA0783,304,741,484,2083,1382,986,145,180,257,348,283
PA0784,548,1849,926,2107,1154,991,459,617,735,1220,714
PA0785,36,68,51,82,40,16,22,28,46,31,28
PA0786,10,15,8,18,8,5,8,7,10,4,1
PA0787,145,405,240,872,500,478,89,159,170,149,82
PA0788,526,1331,855,2046,1212,950,562,864,922,680,454
PA0789,179,474,349,508,330,239,100,134,124,209,142
PA0790,16,38,25,58,35,24,5,12,9,25,21
PA0791,519,1373,831,976,530,395,346,435,517,551,417
PA0792,72,195,152,774,454,446,99,126,128,135,87
PA0793,81,175,117,954,546,465,144,127,140,107,54
PA0794,202,455,355,1749,1088,926,287,321,403,278,170
PA0795,208,500,397,1252,688,532,166,237,257,231,113
PA0796,312,710,449,1136,696,603,200,240,281,226,143
PA0797,300,661,434,512,261,277,236,341,309,369,261
PA0798,43,107,60,245,201,129,66,71,61,54,38
PA0799,201,570,388,646,366,318,100,173,167,236,152
PA0800,25,43,49,36,12,12,4,9,33,43,24
PA0801,478,1117,694,722,483,337,352,428,458,554,411
PA0802,24,58,40,79,52,39,7,34,25,25,17
PA0803,25,117,36,109,53,35,16,21,29,42,24
PA0804,243,568,364,718,406,345,194,144,199,279,177
PA0805,1148,2976,2274,2216,1504,1239,586,873,887,2446,1499
PA0805.1,726,1594,1173,582,352,246,145,201,202,706,587
PA0806,45,103,66,221,125,93,116,106,139,117,82
PA0807,195,509,293,655,367,353,31,37,88,156,69
PA0808,88,206,160,403,240,194,47,41,62,128,79
PA0809,23,65,60,130,68,31,20,24,39,27,29
PA0810,113,268,208,532,295,218,115,194,252,198,144
PA0811,209,613,522,1039,710,439,241,288,398,272,161
PA0812,28,63,26,59,41,26,28,21,25,41,21
PA0813,23,58,39,100,79,43,25,44,40,33,32
PA0814,12,50,24,29,18,32,6,6,11,28,27
PA0815,830,1950,1228,3407,2030,1625,969,1164,1316,1459,985
PA0816,304,774,462,834,422,326,337,412,582,772,509
PA0817,22,52,22,127,77,36,2,10,25,21,15
PA0818,29,51,42,68,57,28,31,52,69,141,80
PA0819,11,40,22,75,47,59,9,7,8,16,18
PA0820,607,1478,865,1816,1187,927,603,706,806,1137,654
PA0821,237,565,319,778,405,339,212,200,262,534,316
PA0822,30,77,52,15,20,13,11,7,19,56,27
PA0823,1,3,3,1,0,0,1,2,0,1,0
PA0824,15,32,12,20,20,5,3,0,9,12,1
PA0825,32,44,33,59,25,23,25,19,32,33,40
PA0826,150,487,288,502,217,199,174,190,216,341,219
PA0826.2,1569044,3998185,2900295,3800796,2492099,2003648,2223884,3679477,3722854,2076747,1127796
PA0826.1,0,0,0,0,0,0,0,0,0,0,0
PA0827,33,77,52,103,66,56,17,33,39,60,47
PA0828,272,629,456,606,363,298,230,239,296,256,207
PA0829,62,183,89,300,159,97,64,85,77,117,80
PA0830,445,1064,754,484,295,234,54,103,116,214,103
PA0831,400,948,668,702,436,341,162,233,263,377,292
PA0832,23,144,93,158,65,87,28,19,33,48,39
PA0833,10992,28731,20132,9559,5375,4416,2816,3862,4423,11777,8684
PA0834,95,221,178,538,321,286,108,147,193,71,66
PA0835,1017,2677,1843,9910,5542,5215,3170,4590,4899,2762,1521
PA0836,891,2172,1406,5861,3437,2980,2950,3872,4462,3159,1861
PA0836.1,22,60,28,59,50,36,10,14,15,15,24
PA0837,699,2176,1736,1746,1091,719,283,314,440,744,471
PA0838,587,1673,1003,3077,1787,1472,476,630,672,940,640
PA0839,105,226,160,421,240,194,33,30,62,65,49
PA0840,298,709,477,2171,1209,1106,163,155,181,236,148
PA0841,228,389,211,331,176,143,66,65,123,179,146
PA0842,59,131,45,70,38,14,42,30,57,94,67
PA0843,201,606,351,367,224,182,168,210,297,413,257
PA0844,50,155,92,202,102,86,34,79,94,125,63
PA0845,35,128,92,103,56,25,26,41,42,71,55
PA0846,210,475,494,733,417,326,132,146,183,245,189
PA0847,292,647,372,681,410,309,217,256,253,519,330
PA0848,60,164,83,181,113,93,82,71,79,85,65
PA0849,264,1189,506,1464,1079,745,358,432,522,455,239
PA0850,20,71,31,89,60,91,34,54,66,93,82
PA0851,93,255,189,541,332,282,43,50,87,50,30
PA0852,97,372,226,2891,1813,1401,365,399,598,143,63
PA0852.1,10,14,9,16,1,1,0,1,12,7,6
PA0853,372,831,702,1020,541,450,199,323,330,336,209
PA0854,1510,3760,2422,1606,893,931,372,553,566,2039,1229
PA0855,164,330,303,810,512,411,142,201,174,176,141
PA0856,779,1816,1199,959,505,526,186,268,223,711,536
PA0857,760,2302,1638,2304,1173,1066,264,394,466,1161,580
PA0858,440,1236,770,1279,726,537,895,781,808,974,563
PA0859,234,588,324,499,325,262,250,418,421,413,260
PA0860,332,789,532,1153,633,545,366,470,560,486,308
PA0861,1869,4174,2900,8524,4899,4030,3598,4453,5580,5771,3581
PA0862,788,1965,1284,3484,1850,1629,866,1218,1371,1264,977
PA0863,39,85,66,157,103,102,35,39,24,53,50
PA0864,59,119,73,147,85,60,65,66,38,108,58
PA0865,2050,4175,3636,12467,6989,6172,2292,3153,3695,2852,1998
PA0866,2807,6016,4233,3289,2614,1706,5148,7476,7839,14747,9356
PA0867,279,661,364,823,629,518,142,193,198,411,264
PA0868,84,175,131,282,132,107,55,96,85,101,67
PA0869,430,973,656,1283,786,586,384,450,488,691,418
PA0870,805,2168,1580,8473,5376,4275,2078,2694,3126,2077,1199
PA0871,260,719,448,1175,744,646,329,428,612,528,282
PA0872,2322,6015,4110,12457,7176,6196,3174,4789,5348,3790,2465
PA0873,523,1108,751,1143,669,556,417,495,629,692,425
PA0874,168,311,212,180,96,58,168,179,203,494,269
PA0875,58,163,91,240,205,129,49,114,107,120,80
PA0876,775,1934,1286,2823,1562,1424,886,1094,1348,2106,1418
PA0877,113,278,149,457,278,188,118,154,215,255,171
PA0878,77,230,140,2532,1650,1509,161,249,257,481,329
PA0879,51,126,72,2623,1470,1347,160,280,283,229,131
PA0880,6,9,1,331,222,196,42,43,45,21,12
PA0881,31,52,44,1450,878,732,175,218,315,83,70
PA0882,53,107,50,726,420,313,141,173,208,92,42
PA0883,19,63,29,893,541,397,211,238,283,79,51
PA0884,79,220,137,1013,604,476,157,263,299,336,162
PA0885,45,127,71,257,195,106,101,93,113,88,66
PA0886,41,109,52,380,188,155,200,242,246,197,126
PA0887,327,783,548,9814,5091,4479,1008,1104,1315,947,528
PA0887.1,806,2457,1562,274,171,115,667,967,1154,1972,1021
PA0888,1251,2947,2077,2705,1930,1610,601,885,935,2314,1276
PA0889,362,992,686,508,365,315,563,834,767,1399,772
PA0890,97,263,205,295,153,151,187,193,199,285,207
PA0891,255,617,397,796,489,406,414,576,687,655,395
PA0892,194,454,293,630,332,271,245,321,376,264,180
PA0893,344,903,581,1501,811,765,396,483,613,400,305
PA0894,76,199,120,227,175,117,83,119,122,158,78
PA0895,379,1122,757,2806,1476,1232,551,627,713,385,292
PA0896,195,506,325,714,433,327,224,254,335,302,139
PA0897,115,229,180,500,328,313,75,98,114,134,87
PA0898,136,354,210,627,397,251,97,102,136,112,75
PA0899,258,630,393,1304,777,619,265,391,357,378,267
PA0900,160,401,257,283,125,146,66,81,119,117,82
PA0901,559,1265,854,2075,1295,990,837,968,1133,1076,551
PA0902,174,476,311,686,371,325,131,144,190,289,192
PA0903,858,2028,1490,2019,1208,1055,320,346,410,635,400
PA0904,291,782,539,1540,893,773,170,196,274,422,205
PA0905,6258,16130,9208,17744,10654,10438,4004,6307,7005,9366,5673
PA0905.1,3867,12283,6447,10968,5772,3591,6483,6848,9810,9106,8630
PA0905.2,51,157,52,78,53,31,25,22,43,77,54
PA0905.3,233,694,429,439,331,209,175,198,248,645,223
