"gene_id","BF0285BR1_S16","BF0285BR2_S17","BF0285BR3_S18","BioFWTBR1_S10","BioFWTBR2_S11","BioFWTBR3_S12","Pla0285BR1_S7","Pla0285BR2_S8","Pla0285BR3_S9","PlankWTBR1_S1","PlankWTBR2_S2","PlankWTBR3_S3"
"PA3006",10761,6856,14989,5779,6792,6507,2341,2192,2028,3320,3069,2672
"PA3007",2313,1352,1763,1191,1281,1264,1702,1969,2220,1676,1756,1576
"PA3008",2790,2282,2470,1543,1538,1648,2007,2574,3000,2018,1968,1933
"PA3009",2330,2354,2162,1392,1334,1668,1262,1587,2379,1103,1091,1000
"PA3010",3369,2028,2282,1837,1733,1995,1357,1620,1589,1567,1329,1506
"PA3011",15715,8875,8811,8973,9127,9266,7275,8377,9204,6519,6885,6149
"PA3012",1114,758,777,719,870,835,557,504,627,471,404,544
"PA3013",8101,4413,7009,4306,4089,4007,4340,5856,4697,6435,5446,5286
"PA3014",12364,6071,12210,6366,6912,6119,5835,6867,6112,7356,6788,5680
"PA3015",879,517,578,520,620,586,318,391,404,389,344,420
"PA3016",435,239,235,236,247,242,182,242,200,202,196,228
"PA3017",6343,2986,3162,3659,4529,3887,2615,2859,1945,3461,2620,3964
"PA3018",1507,778,826,771,853,824,882,950,679,890,727,872
"PA3019",3052,1780,1288,1684,1532,1631,1910,2051,2011,1271,1618,1129
"PA3020",3679,2193,2305,1985,2166,1981,2919,3449,3240,3329,3180,3209
"PA3021",3837,2002,1914,1968,1921,1790,3380,3650,2461,3018,2800,3165
"PA3022",6431,3598,3356,3447,3384,3284,3391,3465,2591,3003,2679,2720
"PA3023",1146,663,813,676,692,667,1196,1288,669,1190,798,1454
"PA3024",760,412,440,350,402,383,661,660,515,705,569,550
"PA3025",493,202,201,188,195,183,418,428,208,414,347,287
"PA3026",873,514,598,485,479,393,719,822,816,845,803,643
"PA3027",1803,1009,887,1039,1062,1112,743,1026,870,864,869,704
"PA3028",2806,1401,1329,1235,1069,1045,1708,1878,1086,1756,1450,1304
"PA3029",2418,1449,1541,1291,1306,1333,1412,1570,1771,1282,1387,1247
"PA3030",425,275,239,191,221,189,202,259,185,163,170,173
"PA3031",26995,18100,27303,14882,16821,18265,20553,27596,33290,21556,19269,23154
"PA3032",2602,1086,1132,2032,1879,1815,268,367,226,372,343,593
"PA3033",809,583,530,509,549,588,429,508,609,461,511,490
"PA3034",1448,893,791,764,829,838,624,787,779,735,682,615
"PA3035",248,118,144,159,139,144,76,129,122,135,116,132
"PA3036",282,139,136,161,167,155,104,109,77,110,94,91
"PA3037",345,219,160,229,245,239,138,148,86,165,106,150
"PA3038",13851,6863,8973,9443,8781,8352,31588,54024,37923,44411,41377,61617
"PA3039",533,362,388,294,368,332,478,588,639,521,429,517
"PA3040",6780,3246,4116,4314,5548,4367,7668,8475,7757,7318,6636,8797
"PA3041",5590,2601,3185,3506,4170,3365,6152,6677,4764,5773,4632,6516
"PA3042",1972,1061,1250,1269,1381,1369,2319,2297,1599,1884,1346,2118
"PA3043",2306,1559,1813,1386,1460,1367,2147,2824,2748,2298,2341,2208
"PA3044",660,432,497,379,406,438,490,602,545,647,636,573
"PA3045",179,151,153,99,121,99,91,105,85,102,91,113
"PA3046",1840,1305,1311,1032,1016,1016,1491,1870,2094,1547,1474,1467
"PA3047",2279,1435,1662,1110,1074,1145,1616,1764,1625,1744,1535,1366
"PA3048",2536,1448,1503,1431,1340,1391,1497,1509,1254,1388,1289,1205
"PA3049",81706,41819,43472,57440,66439,68095,32058,35289,26729,39740,30472,65761
"PA3050",3719,2313,2070,2111,2072,1881,1472,1939,1740,1360,1428,1207
"PA3051",529,327,375,268,391,339,261,276,284,309,259,300
"PA3052",1631,1003,1095,869,921,810,1337,1371,1154,1493,1283,1282
"PA3053",1011,612,670,594,699,647,570,683,873,655,647,707
"PA3054",3037,1264,1483,1347,1292,1214,2198,2515,2153,2114,2056,1763
"PA3055",1296,759,905,693,835,888,738,741,743,712,537,692
"PA3056",801,482,531,429,500,502,306,277,205,291,196,306
"PA3057",292,197,212,201,221,194,72,109,102,95,82,119
"PA3058",622,400,431,469,540,483,193,205,175,228,171,258
"PA3059",392,292,206,337,348,295,149,161,128,124,119,116
"PA3060",199,125,120,182,160,138,99,82,62,84,69,70
"PA3061",392,213,160,315,278,223,137,148,110,93,95,66
"PA3062",146,79,56,107,92,78,67,61,30,42,24,32
"PA3063",507,338,256,417,366,351,191,180,100,172,114,118
"PA3064",617,439,357,510,536,509,216,244,229,230,175,244
"PA3065",253,127,91,102,84,69,124,105,49,131,107,128
"PA3066",817,336,343,330,315,292,419,371,227,442,287,383
"PA3067",338,203,227,125,144,142,203,200,169,232,184,186
"PA3068",15554,8047,8715,8538,8061,8399,18246,18514,16406,18110,17053,17784
"PA3069",264,216,197,156,193,183,441,432,390,371,364,347
"PA3070",2841,1730,1562,1654,2017,1967,1596,1746,1706,1760,1739,1555
"PA3071",890,463,352,374,435,334,611,619,407,650,591,500
"PA3072",184,115,99,77,90,59,144,175,93,173,133,110
"PA3073",627,326,278,289,300,239,414,437,278,424,336,323
"PA3074",904,489,444,426,433,366,591,624,411,565,455,454
"PA3075",1040,519,540,487,560,457,548,696,542,746,614,586
"PA3076",815,457,427,481,481,441,565,645,492,794,629,754
"PA3077",432,244,267,227,258,247,316,328,284,414,365,390
"PA3078",836,455,488,492,549,452,758,748,554,903,726,891
"PA3079",2906,1640,1963,1970,1853,2070,1845,2282,1639,2371,2241,3238
"PA3080",1486,799,956,898,825,751,919,1036,625,1108,939,1167
"PA3081",1508,836,726,958,1136,822,588,829,708,658,592,659
"PA3082",2243,1054,921,1580,2014,1385,850,1186,1148,1066,1018,916
"PA3083",10120,5431,6631,4900,4794,4807,8827,9891,8422,10297,9425,9445
"PA3084",2669,1593,1785,1562,1591,1564,1779,2103,2449,1677,2257,1498
"PA3085",1328,872,1024,904,892,923,1000,967,1397,837,965,825
"PA3086",1713,1052,1032,829,769,875,1064,1141,628,1106,874,1112
"PA3087",1733,989,1087,947,935,833,1150,1465,1087,1415,1278,1436
"PA3088",2330,1454,1692,1383,1426,1381,1356,1722,1788,1514,1608,1583
"PA3089",549,301,306,336,351,276,756,778,368,962,724,1222
"PA3090",730,395,289,613,689,521,263,283,142,271,232,322
"PA3091",4026,2282,1383,3444,4881,3818,799,809,595,795,642,892
"PA3092",989,423,516,427,541,427,240,288,260,308,317,286
"PA3093",1384,784,1005,673,679,696,384,519,472,427,412,287
"PA3094",3870,1889,1520,1988,1753,2531,584,557,380,671,532,546
"PA3095",459,203,200,175,161,165,397,249,125,285,220,231
"PA3096",1074,559,476,513,513,488,847,566,301,639,497,534
"PA3097",1024,647,535,673,640,666,460,415,333,418,336,400
"PA3098",1060,575,418,587,530,490,587,562,304,523,427,526
"PA3099",809,420,322,446,396,357,460,462,253,416,330,326
"PA3100",1862,1004,880,1058,1130,1047,1115,1242,892,1142,926,1091
"PA3101",3689,2141,2057,2381,2694,2727,2668,2577,2772,2232,2103,2419
"PA3102",2732,1524,1407,1552,1703,1645,1764,1669,1347,1680,1378,1574
"PA3103",4188,2344,2293,2587,2867,2431,2913,2819,2296,2811,2554,2785
"PA3104",5157,2999,2415,2840,3409,3067,1923,2322,1989,2031,1838,1940
"PA3105",7294,4876,4549,4799,5013,4880,5108,6139,6418,4928,5035,4599
"PA3106",2448,1349,1266,986,895,863,1542,1890,1205,1597,1412,1059
"PA3107",5805,2940,3128,2316,2321,2106,3543,3987,2862,3361,3208,2514
"PA3108",9182,5486,5226,4882,5048,4765,5320,6069,6271,4720,5389,4137
"PA3109",2225,1373,1196,1243,1390,1471,635,732,730,656,579,558
"PA3110",3119,1754,1777,1423,1497,1396,2019,1990,1446,2100,1679,1920
"PA3111",6695,3945,3414,2833,2848,2872,4531,4769,3660,4616,4106,3501
"PA3112",6550,4040,3433,3221,3193,3167,4341,5007,4834,4256,4634,3242
"PA3113",4305,2775,1990,2214,2103,2039,1637,2092,1435,1645,1469,1468
"PA3114",1999,1345,1112,1229,1331,1325,1037,1285,958,1156,979,1101
"PA3115",30521,17343,19573,17817,21160,18563,18735,19621,18476,21399,17921,20745
"PA3116",2115,1238,1462,976,1027,1211,883,1117,979,900,794,804
"PA3117",7279,3805,3840,3791,3521,3628,4423,5033,5582,3238,3728,2827
"PA3118",7376,3829,4753,3479,2925,3177,4477,4819,5101,3433,3559,3115
"PA3119",1719,848,1079,709,616,651,882,1016,864,717,645,477
"PA3120",11539,4225,5762,4018,3458,3731,3129,3787,3500,3221,2879,2735
"PA3121",17267,6926,8473,6058,5121,5440,4232,4940,5031,3921,4011,3103
"PA3122",2040,919,973,1012,1034,921,870,884,527,906,668,903
"PA3123",3283,1399,2031,1491,1546,1593,1171,1260,744,1495,1114,1861
"PA3124",987,690,870,587,716,686,374,337,328,366,293,403
"PA3125",530,291,366,285,231,216,113,109,73,167,117,130
"PA3126",71192,40156,47627,46387,53341,49503,360,502,418,500,432,575
"PA3127",1052,600,812,493,515,423,860,877,737,893,782,782
"PA3128",1203,476,599,490,441,433,743,785,509,905,714,898
"PA3129",1466,619,555,583,602,596,611,641,483,603,526,591
"PA3130",881,430,374,434,466,467,258,306,231,220,273,188
"PA3131",1402,699,589,703,838,732,347,352,330,268,332,243
"PA3132",917,429,447,423,342,453,109,87,48,110,70,99
"PA3133",828,389,444,406,252,393,75,85,53,70,73,74
"PA3134",6716,3785,3716,3346,3317,3386,3829,4592,4765,3436,3741,2977
"PA3135",714,478,433,376,443,458,387,427,424,371,365,347
"PA3136",252,130,115,151,190,176,84,136,61,89,86,72
"PA3137",1311,740,719,678,788,838,547,475,332,586,423,517
"PA3138",6089,3340,3956,3416,3254,3460,2819,2899,2703,3158,2548,2817
"PA3139",7869,4853,3932,4531,4394,4054,5090,6200,6103,4438,5294,3562
"PA3140",359,209,230,177,203,204,213,241,245,270,224,372
"PA3141",20558,13453,14255,12285,13381,14328,14175,14054,13765,13171,10824,13964
"PA3142",3221,2149,2087,1942,2536,2749,1709,1728,1650,2007,1412,2159
"PA3143",4644,2703,2543,2503,3490,3655,2712,2633,2869,3154,2443,3733
"PA3144",3059,1769,1850,1544,2048,2213,2115,1932,1919,2473,1745,2823
"PA3145",9581,5533,6637,5026,5450,5920,8029,7333,6425,7926,5831,8256
"PA3146",5860,3502,3538,3105,3097,3485,5233,4319,3985,4319,3524,4391
"PA3147",7850,4692,4853,4292,4276,4644,6245,5894,5524,5551,4414,5410
"PA3148",10170,5463,6565,4670,4526,4729,12530,12196,11358,13130,10056,12788
"PA3149",9382,5196,6379,4466,4584,4748,7706,7254,6834,7826,5401,7301
"PA3150",12497,6447,7973,5676,5609,5849,12924,11239,11110,12413,9138,12082
"PA3151",5091,3405,3833,2697,2541,2737,5239,3981,3945,4130,3035,4302
"PA3152",3342,2105,2426,1746,1631,1740,2482,2299,2313,2057,1504,1916
"PA3153",3769,2613,2904,2055,2000,2133,2420,2261,2185,1751,1434,1629
"PA3154",7150,4681,5775,3826,4003,4077,5606,4862,4377,5276,3569,4946
"PA3155",19177,11096,15201,9937,10860,10888,23260,21805,21661,20951,17578,20626
"PA3156",9597,5674,7164,5158,5725,5739,8737,7120,8036,6107,5488,5705
"PA3157",11344,7593,8804,6031,6764,7228,6943,7444,6754,6408,5018,6258
"PA3158",15049,10151,11776,7825,7470,7847,21110,20403,19865,15961,15391,14771
"PA3159",34538,24686,27901,21043,21268,21393,36882,36619,38848,27539,28204,25862
"PA3160",7519,4783,11417,3935,3885,4065,3945,3713,3373,3410,2364,3258
"PA3161",5806,2983,3619,3242,4049,3735,1826,1967,2298,1899,1616,1913
"PA3162",121778,80438,71959,68978,65802,67718,84775,92798,98797,59587,69946,49397
"PA3163",4845,2757,2577,2539,2149,2253,3304,3380,2568,3480,2999,3068
"PA3165",7479,4145,3506,3861,3519,4133,3627,4220,4066,3580,3589,3211
"PA3166",7645,4273,4609,3973,3989,4105,5356,5974,5703,5225,4969,4610
"PA3167",8672,4852,5398,4709,4674,4553,7067,7407,7780,6160,6385,5092
"PA3168",25452,16044,15434,14149,13184,12993,17847,19968,19075,16085,16135,13205
"PA3169",2420,1531,1083,1292,1253,1289,1565,1618,1504,1072,1274,999
"PA3170",1859,1098,997,1028,963,864,1375,1563,1236,1375,1397,1125
"PA3171",2330,1379,1259,1169,1140,1098,1406,1561,1355,1403,1254,1109
"PA3172",1846,978,918,888,766,797,1132,1343,1124,1296,1056,862
"PA3173",1955,1307,1268,1097,1144,1168,1285,1634,1589,1346,1589,1214
"PA3174",198,123,160,94,100,98,113,150,100,153,102,102
"PA3175",194,93,97,93,117,90,128,131,81,132,101,129
"PA3176",242,116,113,157,187,162,125,171,119,173,149,169
"PA3177",1309,616,782,506,551,523,944,1103,581,1011,862,934
"PA3178",1074,498,446,420,443,472,532,517,334,485,386,473
"PA3179",2660,1294,1220,1543,1548,1543,1872,1827,1846,1935,1750,1938
"PA3180",1446,885,913,791,772,823,826,1143,981,1227,934,1023
"PA3181",15192,7444,8111,6549,5527,5514,9581,12063,9292,10849,10402,7166
"PA3182",15561,7745,7622,6241,5448,5192,11306,11556,6822,9931,8911,6197
"PA3183",53194,32042,27789,29510,25980,26836,30759,35837,36964,25443,32920,21089
"PA3184",4407,2601,2251,2405,2604,2447,1994,2263,2218,1865,1857,1532
"PA3185",8578,4921,4075,4633,3723,4250,3709,3894,2679,4082,3171,3740
"PA3186",222065,110918,121253,127230,91134,104927,73689,95739,64354,93675,76412,104620
"PA3187",66251,36610,34507,39027,32077,34020,24260,36879,32918,28627,27972,24217
"PA3188",38730,22256,22054,24238,21111,22718,13359,22346,23360,14135,15848,12614
"PA3189",38228,20335,19198,21989,18261,18874,16439,24827,19895,13363,14962,12056
"PA3190",112414,63636,55344,65651,56677,55376,52904,69164,58011,47347,48446,48109
"PA3191",4581,2800,2268,2301,2382,2339,1870,2128,1636,2151,1778,1745
"PA3192",7211,4082,3906,3301,3235,3127,4189,4989,3605,4703,4075,3396
"PA3193",10239,5833,5317,4600,4314,4094,5347,7412,4955,5203,5436,3743
"PA3194",33406,18678,17243,15366,15146,13353,19151,22855,20504,16455,19215,12399
"PA3195",45392,25060,22927,25871,25134,22763,18956,27106,28515,18992,24103,15895
"PA3196",2400,1531,1322,1424,1239,1203,1018,1290,1066,1011,949,738
"PA3197",1683,1039,949,984,913,853,879,853,703,732,693,660
"PA3198",1563,1017,993,939,897,995,1210,1170,994,1349,1113,1380
"PA3199",2499,1452,1651,1499,1581,1492,1914,2452,2421,2519,2338,2445
"PA3200",2358,1420,1584,1516,1532,1614,1362,1615,1643,1740,1531,1737
"PA3201",5723,3784,4237,3569,3880,3970,2913,3221,4361,2884,2860,2700
"PA3202",2869,1676,1633,1530,1432,1328,2094,1991,1956,1794,1791,1482
"PA3203",1488,888,879,710,647,626,1366,1447,1020,1327,1197,1377
"PA3204",1097,522,516,461,403,381,1014,943,593,894,782,756
"PA3205",822,413,441,383,411,393,609,671,518,774,599,847
"PA3206",649,369,310,329,347,337,415,410,280,437,353,326
"PA3207",632,270,203,210,221,193,457,491,211,449,341,280
"PA3208",1021,450,324,345,381,328,683,614,334,552,509,361
"PA3209",59,30,26,42,35,27,21,12,21,20,18,16
"PA3210",1460,761,670,835,965,865,641,824,896,534,724,472
"PA3211",2737,1651,1666,1497,1773,1639,1318,1648,1445,1496,1401,1463
"PA3212",1430,825,902,781,888,781,713,871,720,836,737,735
"PA3213",2140,1260,1243,1080,1181,1173,1187,1297,1166,1301,1096,1070
"PA3214",1618,767,726,643,626,562,1047,1158,699,1251,958,1067
"PA3215",2367,1194,1196,1140,1071,1034,1088,1338,903,1248,1075,1200
"PA3216",1033,488,528,572,632,545,770,925,891,1215,921,1416
"PA3217",1779,1269,1179,1353,1238,1310,871,1309,1266,1131,1143,1064
"PA3218",34,22,24,20,17,18,18,17,19,24,15,13
"PA3219",86,40,61,60,49,67,33,34,31,35,40,41
"PA3220",783,469,458,319,309,302,616,591,413,564,507,440
"PA3221",1496,714,799,660,614,693,2329,3054,3660,1482,1857,2138
"PA3222",1305,631,598,601,521,514,1799,2747,2827,1308,1610,1771
"PA3223",363,254,251,230,241,229,293,330,316,246,215,277
"PA3224",3869,2394,2867,2507,3369,3004,1560,1645,1576,1770,1263,2038
"PA3225",3946,2111,2330,2421,2810,1949,1970,1973,1308,2394,1983,2683
"PA3226",2054,1293,1783,1251,1415,1174,1568,1808,1625,1991,1792,2283
"PA3227",3507,1938,2740,1792,1845,1692,2824,3249,2964,3517,3255,3923
"PA3228",3525,2250,2725,2079,2375,2112,2815,2767,2453,3007,2733,3336
"PA3229",439,230,262,206,243,230,245,297,189,362,250,311
"PA3230",1190,785,751,615,749,683,625,873,653,736,625,802
"PA3231",849,877,510,789,1419,1249,860,1188,590,980,714,1832
"PA3232",1264,677,652,733,788,844,3121,4522,2544,3484,2857,5361
"PA3233",2716,1388,1302,1702,1708,1691,8661,12135,6689,9661,8407,14119
"PA3234",10680,5734,9796,8293,7936,8082,72075,106447,50132,94452,79652,156017
"PA3235",5547,3001,6204,3688,3982,4266,47852,54995,21067,55246,37124,86535
"PA3236",512,351,369,301,323,346,211,267,186,337,230,346
"PA3237",201,126,140,123,143,176,84,83,79,96,80,144
"PA3238",2358,1223,1662,1371,1527,1522,1705,2209,2198,2246,1999,2041
"PA3239",1345,698,855,757,830,799,1155,1288,1144,1366,1203,1263
"PA3240",1041,571,578,552,637,605,479,489,420,623,461,655
"PA3241",1199,670,595,574,592,473,845,932,649,880,791,811
"PA3242",1452,880,711,800,818,885,717,843,918,624,762,533
"PA3243",3050,1714,1810,1694,1787,1574,1315,1595,1406,1522,1266,1485
"PA3244",15085,8065,7517,8332,9209,8754,5894,6749,8112,4478,4736,3972
"PA3245",6223,3292,2983,3296,3499,3399,2279,2635,2913,1691,1719,1511
"PA3246",782,403,362,483,424,399,378,395,447,331,306,337
"PA3247",3020,1847,1793,1476,1338,1234,3047,3686,3030,3786,3645,3005
"PA3248",839,527,545,411,411,412,874,916,639,1088,778,964
"PA3249",413,268,222,262,295,295,379,466,413,428,425,472
"PA3250",1655,872,1093,1033,935,940,1696,2039,1195,2073,1831,2891
"PA3251",420,251,308,250,239,246,420,526,336,533,504,612
"PA3252",514,261,303,304,286,267,452,645,387,554,526,671
"PA3253",522,334,377,343,347,303,537,617,425,595,515,744
"PA3254",1028,644,757,598,583,639,870,1058,728,935,809,969
"PA3255",2564,1534,1467,1277,1150,1228,2054,2398,1787,2010,1862,1921
"PA3256",3205,1851,1771,1525,1448,1443,2393,2503,1724,2450,2013,2263
"PA3257",17527,13344,19923,10906,10106,10285,23144,29312,29146,28248,26370,29517
"PA3258",1605,1076,1408,858,954,975,793,1370,1080,1501,1252,1766
"PA3259",1131,589,549,526,515,472,618,621,281,663,463,741
"PA3260",1542,857,842,1084,1172,984,798,746,505,725,598,992
"PA3261",4338,2847,2800,3127,3683,3426,2641,2749,1897,3157,2120,3950
"PA3262",9663,6542,5652,6733,7618,6594,6203,7854,9162,4605,5526,4096
"PA3263",1542,828,677,791,783,795,1126,1361,1320,965,1071,888
"PA3264",759,498,440,431,447,464,518,647,587,472,512,407
"PA3265",596,353,307,346,373,357,212,254,268,208,188,197
"PA3266",17017,21910,24005,12043,10303,11757,51726,48422,60881,28908,32615,24326
"PA3267",2819,1801,1992,1687,1740,1657,2826,3138,3013,2801,2689,2634
"PA3268",1114,533,492,570,518,663,1814,2733,2568,1184,1543,942
"PA3269",689,318,315,284,314,307,466,511,357,529,403,451
"PA3270",1222,577,424,567,620,561,701,833,535,598,531,539
"PA3271",2138,1378,1343,1288,1427,1379,3582,4184,3522,3877,3341,4062
"PA3272",3083,1644,1483,1403,1396,1315,1127,1148,550,1118,862,1017
"PA3273",888,611,333,709,1221,970,216,214,128,169,124,276
"PA3274",589,436,280,582,855,730,238,232,124,205,139,342
"PA3275",428,238,197,262,311,327,249,260,104,325,202,383
"PA3276",344,205,130,169,202,242,149,134,132,93,116,91
"PA3277",1091,720,866,730,806,838,1349,1413,1309,2062,1407,2230
"PA3278",3857,2861,2986,3611,4655,4130,866,1069,949,1522,742,971
"PA3279",185,125,115,116,133,110,77,99,78,122,73,111
"PA3280",441,251,338,232,289,295,216,261,190,305,236,342
"PA3281",302,171,226,170,195,191,147,178,129,179,133,216
"PA3282",141,72,103,71,92,77,66,85,82,82,71,77
"PA3283",336,127,139,151,149,157,97,111,97,129,102,120
"PA3284",297,140,108,114,126,128,62,88,77,77,56,82
"PA3285",1634,1020,1106,971,924,979,1078,1059,922,1142,1008,1173
"PA3286",3820,2039,1863,2093,2160,2000,2144,2229,2160,1960,2075,1702
"PA3287",524,268,282,293,321,270,404,384,231,405,330,377
"PA3288",888,499,435,479,447,433,495,664,414,603,530,480
"PA3289",749,490,498,448,442,462,818,860,589,1037,799,1049
"PA3290",4114,2884,2910,2807,2721,2680,1996,2065,1754,2463,1919,2969
"PA3291",525,352,273,327,294,305,113,83,99,91,77,94
"PA3292",596,471,344,398,411,377,107,124,97,81,58,101
"PA3293",482,296,180,285,299,227,135,121,115,107,111,119
"PA3294",3094,2048,1356,2061,2362,1825,824,1080,1044,713,756,648
"PA3295",2405,1220,1199,1165,1200,1170,1324,1754,1706,1313,1438,1205
"PA3296",116,67,89,64,75,72,67,86,57,100,75,109
"PA3297",4308,2650,2502,2112,2052,1985,3444,3389,2820,3034,2857,2423
"PA3298",122,48,82,79,81,79,102,99,42,154,80,171
"PA3299",7752,4090,3870,4242,4678,4451,2813,4050,4455,2843,2813,2808
"PA3300",2902,1627,1780,1946,2068,2019,1195,1636,1595,1441,1182,1912
"PA3301",2045,1190,1270,1200,1196,1116,1611,1893,1763,1588,1673,1432
"PA3302",2687,1598,1624,1496,1483,1363,2061,2635,2564,2177,2258,2112
"PA3303",691,514,495,385,473,466,393,428,332,416,378,401
"PA3304",548,308,410,212,260,276,748,753,452,874,651,870
"PA3305",1166,726,843,646,635,706,1050,950,805,1173,880,1215
"PA3306",1165,824,1081,715,750,685,715,735,592,913,730,1097
"PA3307",989,555,910,591,644,526,463,497,335,624,512,754
"PA3308",4404,2356,2048,2279,2318,2399,2396,2723,2999,1558,2141,1147
"PA3309",133599,37780,42429,47134,48871,40950,49533,57671,45792,64985,51297,51972
"PA3310",5035,2687,3221,2595,2707,2894,3239,3251,3280,3567,2848,3065
"PA3311",2647,1308,1719,1479,1343,1436,2793,3099,1602,3990,2890,5656
"PA3312",802,379,411,387,289,322,595,647,307,750,535,1103
"PA3313",3917,1689,1452,1792,1810,1583,2005,2502,2426,1825,1991,1610
"PA3314",995,378,325,377,368,315,564,567,424,470,406,362
"PA3315",2064,978,754,1590,1825,1497,716,687,394,718,590,941
"PA3316",1806,829,704,1261,1509,1189,623,585,325,650,479,728
"PA3317",957,525,511,477,522,497,810,839,602,721,617,669
"PA3318",239,146,143,115,107,109,179,252,189,228,197,205
"PA3319",440,247,258,250,284,249,180,224,178,236,214,268
"PA3320",61,30,30,33,40,39,25,22,15,25,16,23
"PA3321",493,216,218,186,211,190,175,176,105,178,151,133
"PA3322",767,456,343,457,470,462,304,354,333,300,304,229
"PA3323",209,100,145,121,165,135,193,279,133,300,248,385
"PA3324",735,324,369,344,379,366,444,502,267,550,478,629
"PA3325",2606,1810,1249,1487,1416,1422,1378,1479,960,1148,944,1119
"PA3326",34697,20411,16902,22464,21782,22538,24156,23089,26124,19397,18793,20508
"PA3327",42787,19841,16952,20713,19860,16162,11318,12821,8781,9179,8954,7472
"PA3328",8208,3886,3669,3364,2785,2307,2049,2207,1007,2429,1976,1962
"PA3329",11599,5832,6386,5251,4701,3809,3085,3706,2075,4228,3930,3761
"PA3330",11794,5173,5634,4575,3598,2966,2971,3286,1444,4165,3491,3545
"PA3331",15896,7790,8924,7724,6331,5239,5714,5974,3585,7879,7362,7018
"PA3332",10021,5275,6118,5081,4124,3651,3751,3832,2577,5168,4989,4963
"PA3333",14219,7393,8167,6785,6145,5310,5693,5945,3000,7700,6771,7521
"PA3334",13626,7857,8996,7201,7144,6642,4361,4994,2838,6845,5707,8287
"PA3335",10684,5644,5859,5195,5001,4354,3825,3422,1495,4651,3596,4486
"PA3336",7851,3597,3745,2966,2857,2512,3360,2817,1736,4067,2957,3119
"PA3337",10231,4808,7692,3754,3913,3694,8465,7226,7360,11535,8880,8627
"PA3338",587,334,331,346,321,274,257,293,239,292,280,303
"PA3339",1361,763,711,685,685,659,1192,1252,739,1408,951,1403
"PA3340",2313,1321,1635,1236,1084,1147,3718,3651,2096,4228,3111,4752
"PA3341",4134,2301,2662,1780,1832,1791,2878,3225,2676,4089,2951,4510
"PA3342",1057,692,899,497,521,477,1058,1215,1025,1666,1280,1886
"PA3343",1453,1035,1262,732,826,866,1255,1417,1396,1787,1482,2075
"PA3344",4808,2976,2196,2721,3062,3023,2325,2461,2642,1849,2130,1608
"PA3345",1229,914,694,827,839,955,617,610,448,575,438,690
"PA3346",3789,2267,2484,2228,2120,2130,3362,3513,2345,4196,3328,4929
"PA3347",3203,2068,2522,2105,2189,1976,2711,3266,2758,3530,3248,4276
"PA3348",10961,6927,10326,6149,6300,6430,9270,9788,7755,11284,9051,14002
"PA3349",28738,17188,31760,16316,16115,16482,23769,23074,17401,28075,19900,37403
"PA3350",6447,4429,8725,3975,4310,4344,4628,4577,4825,5253,4597,7286
"PA3351",10160,7161,13929,6017,5646,5524,8263,8459,7913,9717,9193,10641
"PA3352",6398,4615,9147,3911,3809,3605,5122,5673,5199,6204,5938,6910
"PA3353",5144,3276,5243,2531,2403,2397,5154,5731,5234,6528,5677,7306
"PA3354",2326,1195,1433,1239,1238,1119,1626,1923,1038,2406,1800,2285
"PA3355",2021,1148,1092,1088,1175,1041,1298,1355,944,1364,1335,1351
"PA3356",3144,1971,2287,1855,1752,1770,2544,3503,2343,3453,2670,2866
"PA3357",1120,521,495,507,475,447,724,822,612,683,699,511
"PA3358",194,114,86,90,108,82,144,149,95,113,133,74
"PA3359",402,226,221,200,206,191,175,174,153,152,179,168
"PA3360",162,73,60,64,76,60,78,77,41,116,86,83
"PA3361",22320,16002,11582,20482,19529,20290,2223,2254,1453,2013,1818,3696
"PA3362",4794,3640,2693,4449,4876,4938,691,571,439,622,528,958
"PA3363",571,450,348,435,426,474,198,244,173,257,237,271
"PA3364",555,307,325,332,318,381,256,317,253,310,313,298
"PA3365",280,140,142,139,146,152,176,220,123,215,197,222
"PA3366",987,572,540,640,673,693,457,603,502,639,585,741
"PA3367",453,218,259,162,196,182,297,399,297,291,263,358
"PA3368",377,180,161,178,210,180,156,217,163,186,153,200
"PA3369",1197,529,391,1193,1705,1274,5420,6001,2560,3819,3679,9280
"PA3370",948,479,322,1111,1613,1221,4395,4969,2007,3028,2825,7593
"PA3371",897,475,325,971,1476,1011,3212,4200,2140,2439,2580,6009
"PA3372",592,338,244,455,572,439,1624,1912,738,1212,1078,2386
"PA3373",555,251,219,287,183,178,421,357,128,293,224,200
"PA3374",406,169,164,213,180,159,280,251,127,192,172,172
"PA3375",43,18,26,20,21,31,40,52,34,40,37,27
"PA3376",76,34,46,29,32,41,49,49,41,54,52,43
"PA3377",127,79,75,38,73,59,87,96,82,122,107,63
"PA3378",137,81,80,65,61,65,77,66,77,105,85,69
"PA3379",36,18,18,14,14,12,29,24,23,38,34,28
"PA3380",16,9,8,9,10,6,11,7,6,13,7,12
"PA3381",37,9,16,21,18,18,22,27,19,15,21,28
"PA3382",58,20,43,36,28,37,41,54,52,47,41,46
"PA3383",81,43,68,73,57,54,49,81,83,72,71,87
"PA3384",112,83,62,57,67,76,65,59,55,70,56,92
"PA3385",10792,8712,14937,6527,5372,6159,11692,11907,12445,14160,12812,15672
"PA3386",561,421,557,308,250,263,431,622,629,846,714,817
