gene_id,PAO1SDS_433,PAO1SDS_434,PAO1SDS_435,PAO1day4_400,PAO1day4_401,PAO1day4_402,PAO1day5_403,PAO1day5_404,PAO1day5_405,PAO1day6_406,PAO1day6_407,PAO1day6_408
PA1330,13,3,18,5,2,1,1,1,3,1,4,3
PA1331,36,21,65,18,6,6,5,7,16,10,17,6
PA1332,4,6,18,7,4,8,4,9,2,6,13,10
PA1333,9,8,18,6,5,5,6,9,8,10,25,7
PA1334,6,2,8,1,3,1,2,3,2,0,2,1
PA1335,18,16,61,9,8,3,1,6,4,3,13,5
PA1336,81,36,138,28,17,22,15,15,30,18,48,13
PA1337,128,95,356,147,119,114,53,78,107,88,166,88
PA1338,60,35,123,33,20,41,16,23,28,22,37,38
PA1339,28,24,63,21,13,16,13,8,20,22,26,19
PA1340,27,21,53,19,15,20,7,9,16,4,23,20
PA1341,21,17,75,21,14,17,10,9,12,14,31,21
PA1342,230,152,350,199,116,138,107,100,142,141,262,145
PA1343,101,107,171,80,31,21,36,24,58,36,67,68
PA1344,88,75,110,41,14,23,19,10,29,11,29,17
PA1345,10,10,10,3,0,3,1,0,9,5,6,4
PA1346,4,2,3,1,1,0,0,0,1,0,1,1
PA1347,4,2,9,5,2,0,3,1,1,1,1,1
PA1348,1,1,1,0,2,1,0,3,2,1,3,2
PA1349,1,1,1,0,2,4,0,2,2,1,5,5
PA1350,3,3,1,6,2,1,1,6,6,5,9,1
PA1351,2,1,5,1,1,1,0,2,1,1,6,0
PA1352,0,1,2,0,0,1,0,0,0,1,0,1
PA1353,2,0,1,0,2,2,0,0,0,1,1,2
PA1354,1,2,3,5,3,4,4,2,2,3,4,3
PA1355,0,1,2,0,0,0,0,0,0,0,0,0
PA1356,2,7,3,2,5,5,2,2,8,5,18,3
PA1357,13,11,27,7,13,3,5,8,11,5,17,8
PA1358,9,5,15,10,9,6,5,10,6,5,12,10
PA1359,5,5,13,5,2,3,2,4,3,2,6,3
PA1360,11,5,10,4,1,1,3,0,3,3,4,2
PA1361,27,9,27,8,0,7,5,4,8,3,7,8
PA1362,1,0,6,0,1,0,0,0,0,0,3,1
PA1363,5,5,12,5,3,0,1,0,3,1,4,1
PA1364,4,1,3,2,2,1,0,0,3,0,1,0
PA1365,14,9,17,10,4,7,2,4,6,6,7,2
PA1366,49,29,90,35,43,49,24,51,51,36,84,36
PA1367,8,6,11,5,3,4,2,3,6,5,4,4
PA1368,8,6,19,7,7,6,4,4,7,9,9,11
PA1369,56,35,61,61,20,24,27,17,35,39,33,50
PA1370,62,50,80,56,45,46,28,40,50,28,53,48
PA1371,91,46,66,99,43,58,43,29,64,56,41,66
PA1372,300,219,342,416,133,238,157,113,205,188,183,260
PA1373,16,8,23,4,3,1,2,3,5,6,7,4
PA1374,2,4,8,1,3,1,2,1,1,1,2,3
PA1375,33,29,48,7,1,5,2,6,3,6,15,5
PA1376,39,30,97,40,18,24,10,17,27,26,51,24
PA1377,18,16,45,21,8,11,8,6,16,17,20,14
PA1378,4,1,10,2,2,0,0,1,2,2,4,1
PA1379,2,0,3,3,1,0,0,1,0,0,4,0
PA1380,5,1,9,5,3,3,1,6,4,5,5,5
PA1381,2,1,1,1,1,1,1,2,0,1,3,1
PA1382,29,30,64,40,27,23,34,43,37,57,97,50
PA1383,13,6,28,14,18,12,11,10,17,13,27,10
PA1384,5,4,6,8,4,7,5,2,4,3,6,4
PA1385,4,5,8,8,4,7,2,6,5,9,7,19
PA1386,7,1,14,9,3,3,7,4,4,7,15,9
PA1387,7,8,15,6,9,6,6,4,11,10,8,8
PA1388,4,1,4,4,5,1,1,2,2,1,5,3
PA1389,3,5,14,8,6,6,3,3,4,3,14,6
PA1390,8,0,4,4,2,2,3,6,4,2,6,1
PA1391,4,5,6,2,2,2,1,1,5,0,0,3
PA1392,18,5,18,20,7,10,5,3,7,10,14,14
PA1393,8,5,3,9,4,7,1,2,7,6,10,7
PA1394,3,1,0,0,0,1,1,0,0,0,0,1
PA1395,4,0,1,2,1,1,0,1,3,1,2,2
PA1396,13,6,19,6,5,9,4,3,11,4,9,11
PA1397,14,11,20,6,12,6,3,1,7,3,15,10
PA1398,12,7,30,11,4,5,6,3,14,4,11,6
PA1399,11,7,25,1,3,7,4,2,6,2,9,5
PA1400,3,6,9,5,2,4,0,2,4,3,7,4
PA1401,1,4,3,1,1,1,0,2,2,3,5,1
PA1402,4,4,17,3,5,1,2,0,2,0,7,4
PA1403,1,3,3,3,4,6,2,2,6,4,9,4
PA1404,3,6,5,3,7,8,5,7,6,6,12,8
PA1405,12,9,29,8,3,9,3,3,8,6,12,5
PA1406,8,6,13,8,4,5,1,5,5,5,7,4
PA1407,11,8,6,10,5,7,6,5,5,5,12,4
PA1408,22,18,33,22,16,29,14,24,37,16,56,28
PA1409,1,1,5,0,2,1,2,1,0,2,1,2
PA1410,0,1,1,1,2,0,0,0,2,1,0,3
PA1411,4,2,12,2,2,5,2,1,3,3,7,3
PA1412,3,2,5,1,0,0,0,0,0,0,1,1
PA1413,10,2,13,4,4,3,3,1,5,1,8,7
PA1414,55,57,149,61,154,118,90,185,125,173,359,151
PA1415,30,35,120,38,103,78,54,127,83,111,298,84
PA1416,10,10,11,12,6,10,3,6,9,10,32,3
PA1417,1,1,5,3,0,1,1,2,3,2,3,3
PA1418,6,1,4,3,5,1,0,2,6,3,8,4
PA1419,1,2,4,3,6,12,1,3,4,1,11,5
PA1420,3,0,2,3,4,5,1,9,9,8,14,10
PA1421,7,9,7,9,7,11,7,6,6,16,32,7
PA1422,10,10,9,16,8,8,3,10,8,6,16,4
PA1423,18,8,15,23,16,8,7,14,19,19,23,7
PA1424,8,4,24,4,3,6,3,5,4,3,8,3
PA1425,12,7,24,4,2,4,3,5,7,5,10,6
PA1428,11,5,9,4,3,5,0,1,6,2,3,5
PA1429,124,82,397,55,62,53,43,68,92,94,165,89
PA1430,229,182,366,264,173,213,150,161,226,217,303,251
PA1431,134,119,179,161,77,124,95,85,131,138,139,158
PA1432,175,125,262,145,70,102,42,64,115,90,152,148
PA1433,27,17,53,16,12,19,8,12,13,11,23,11
PA1434,5,6,12,5,4,2,2,2,0,3,6,5
PA1435,1,0,8,0,0,0,1,0,3,2,1,2
PA1436,7,3,18,5,4,3,2,10,9,5,7,4
PA1437,6,4,22,4,1,7,3,6,9,6,11,5
PA1438,16,14,27,11,5,10,2,7,13,7,14,6
PA1439,13,15,20,7,7,6,2,10,11,3,10,4
PA1440,84,65,164,84,61,58,36,52,70,47,131,62
PA1441,209,147,307,36,36,43,14,23,57,40,62,58
PA1442,50,25,71,41,13,26,16,14,42,29,40,25
PA1443,190,81,156,122,50,66,61,37,85,72,109,99
PA1444,24,11,33,9,9,6,9,5,11,6,14,10
PA1445,23,16,42,12,4,6,4,3,17,8,19,14
PA1446,22,13,33,15,7,6,1,4,5,3,18,13
PA1447,3,4,6,4,0,3,1,0,2,1,4,0
PA1448,8,4,13,3,6,2,4,2,2,2,8,3
PA1449,18,8,18,3,4,3,0,7,12,2,4,4
PA1450,7,5,10,5,3,4,1,0,1,1,7,3
PA1451,3,4,10,6,1,1,1,0,6,1,3,3
PA1452,198,80,214,105,44,73,74,42,109,93,109,124
PA1453,315,160,391,167,89,121,81,71,153,153,168,169
PA1454,204,102,268,120,81,91,53,50,98,83,150,105
PA1455,206,103,290,161,91,111,78,81,173,131,229,141
PA1456,132,83,173,111,70,78,53,46,85,88,123,111
PA1457,163,72,229,91,45,51,39,50,59,74,91,80
PA1458,286,140,266,190,94,121,90,81,119,120,159,137
PA1459,129,70,173,70,41,53,32,43,62,49,96,61
PA1460,69,39,66,59,24,36,12,28,40,28,37,44
PA1461,66,37,88,30,20,29,11,17,30,16,43,22
PA1462,102,53,111,61,28,38,26,23,62,45,66,74
PA1463,96,61,115,41,28,25,13,18,35,48,70,51
PA1464,106,76,113,73,32,53,38,32,40,71,79,80
PA1465,20,17,44,8,10,8,4,6,5,10,9,17
PA1466,11,9,31,5,5,4,1,3,6,10,8,7
PA1467,2,4,7,5,2,0,1,1,1,1,2,0
PA1468,1,0,0,2,0,1,0,0,0,0,0,0
PA1469,3,4,19,4,3,6,1,2,3,2,7,3
PA1470,5,1,9,3,6,1,2,2,2,2,1,2
PA1471,10,23,13,13,16,15,7,14,15,14,28,11
PA1472,9,10,12,10,2,3,6,5,6,5,10,5
PA1473,9,2,9,13,5,3,4,4,8,7,9,10
PA1474,23,22,48,37,12,22,28,17,33,27,53,35
PA1475,36,22,36,17,14,9,13,8,21,14,34,19
PA1476,39,12,61,27,25,18,8,14,18,18,51,25
PA1477,41,36,73,18,15,14,10,12,34,16,24,22
PA1478,3,4,9,3,3,3,1,2,2,3,4,2
PA1479,46,28,57,18,11,12,5,13,13,4,29,15
PA1480,86,49,179,42,36,44,18,26,39,38,72,36
PA1481,57,25,84,38,19,30,18,15,21,25,40,30
PA1482,24,16,58,18,13,13,5,8,11,4,18,7
PA1483,58,37,157,24,23,20,12,18,29,13,31,24
PA1484,7,8,22,10,6,8,1,5,10,6,16,6
PA1485,1,0,4,1,1,3,0,0,2,2,3,0
PA1486,4,1,9,2,2,0,0,0,0,1,1,4
PA1487,3,1,7,1,0,3,0,0,3,1,3,2
PA1488,2,4,6,0,1,2,0,0,1,2,2,1
PA1489,4,4,6,2,3,3,1,3,2,3,4,0
PA1490,5,3,21,7,4,4,6,1,5,5,6,9
PA1491,8,1,10,1,2,4,0,2,9,5,3,6
PA1492,0,4,1,0,0,2,0,0,1,0,0,0
PA1493,84,67,123,72,42,37,35,42,52,61,70,58
PA1494,24,29,35,16,13,13,15,15,31,25,61,19
PA1495,10,3,7,4,0,2,1,1,1,3,5,1
PA1496,5,4,21,6,10,8,1,2,5,1,9,8
PA1497,4,0,5,1,0,0,0,0,0,0,1,0
PA1498,3,0,2,1,0,2,0,0,0,1,0,0
PA1499,1,1,1,1,0,0,0,0,0,0,0,0
PA1500,1,0,4,1,0,0,0,0,1,0,0,0
PA1501,3,1,7,0,3,2,0,1,4,1,2,1
PA1502,2,0,2,1,2,3,1,0,3,2,2,1
PA1503,1,1,1,0,1,0,1,0,0,0,1,1
PA1504,37,40,69,20,13,20,10,11,15,15,29,20
PA1505,40,25,159,38,42,34,24,20,43,37,75,49
PA1506,3,4,11,9,1,5,1,2,5,2,6,3
PA1507,4,9,17,7,5,1,0,1,8,4,6,5
PA1508,6,0,3,7,5,0,0,4,5,3,4,4
PA1509,76,55,88,103,51,65,39,46,92,60,63,74
PA1510,51,54,70,75,39,52,34,42,50,52,60,72
PA1511,4,3,7,7,2,4,2,4,7,7,10,7
PA1512,0,0,0,0,0,0,0,0,0,0,0,0
PA1513,11,9,18,9,5,4,1,3,2,11,10,11
PA1514,6,4,10,3,3,7,5,4,6,8,6,4
PA1515,11,8,21,9,7,8,2,8,5,7,15,7
PA1516,7,2,13,2,1,5,5,7,10,11,20,5
PA1517,11,10,26,11,4,7,10,11,10,10,23,13
PA1518,7,5,10,3,2,2,1,3,0,6,10,2
PA1519,0,2,5,5,1,3,2,2,3,4,2,2
PA1520,62,34,99,40,21,34,10,20,44,39,61,33
PA1521,8,8,18,7,7,8,4,6,7,11,16,8
PA1522,12,10,14,2,5,11,7,12,12,13,20,7
PA1523,32,22,53,21,16,12,17,18,29,24,45,19
PA1524,13,7,41,4,8,9,1,2,8,8,11,7
PA1525,6,5,11,4,3,2,4,6,8,6,20,6
PA1526,34,21,86,39,44,27,18,23,29,32,81,36
PA1527,200,128,264,115,55,88,59,43,95,91,101,100
PA1528,185,99,268,160,103,132,76,103,123,169,206,184
PA1529,59,58,92,49,26,32,19,26,33,23,51,29
PA1530,4,7,6,4,11,4,1,3,1,3,9,4
PA1531,7,0,8,2,1,1,1,2,0,1,2,2
PA1532,219,134,246,129,67,78,60,43,92,78,110,105
PA1533,61,33,101,34,23,15,10,13,31,19,28,16
PA1534,21,17,38,13,9,8,6,8,14,4,16,5
PA1535,17,10,32,7,5,4,1,3,10,6,8,3
PA1536,14,8,33,10,5,5,2,2,8,3,11,6
PA1537,4,2,5,4,0,2,3,5,1,3,7,4
PA1538,3,0,6,3,3,1,4,3,3,3,9,3
PA1539,8,12,21,6,3,14,7,4,15,19,18,19
PA1540,6,7,7,4,3,8,5,2,6,8,13,11
PA1541,11,9,6,4,4,8,5,5,8,5,13,6
PA1542,12,13,20,23,10,8,9,9,14,10,26,9
PA1543,55,35,56,40,23,23,16,14,36,31,49,26
PA1544,202,155,319,223,174,132,104,114,182,161,317,199
PA1545,42,44,82,29,22,27,16,23,25,29,49,24
PA1546,192,85,665,191,177,228,129,190,264,324,511,363
PA1547,15,11,16,1,0,3,4,2,11,6,5,14
PA1548,2,1,3,0,0,0,0,0,0,0,1,0
PA1549,140,125,190,88,54,43,25,35,75,31,93,70
PA1550,75,45,149,75,59,61,36,38,55,51,88,59
PA1551,373,223,588,344,235,307,174,210,322,275,487,343
PA1552,105,62,296,63,45,39,28,36,69,42,90,55
PA1552.1,9,0,19,1,4,2,3,3,8,8,9,5
PA1553,42,32,71,28,17,25,10,24,27,22,39,28
PA1554,104,73,149,76,36,41,17,26,36,50,68,43
PA1555,663,333,1159,397,292,301,184,248,415,297,620,404
PA1555.1,50,19,52,39,22,34,18,22,37,35,42,61
PA1556,191,103,389,138,114,129,78,76,147,135,193,213
PA1557,319,193,972,206,228,226,107,177,267,205,472,251
PA1558,8,11,6,2,3,5,3,1,3,0,3,2
PA1559,77,54,169,59,28,26,12,22,27,19,36,24
PA1561,146,114,355,190,118,130,105,122,136,164,206,185
PA1562,389,216,350,478,509,523,306,504,660,556,1225,611
PA1563,28,22,40,18,9,13,9,9,17,18,26,16
PA1564,13,10,24,8,11,10,6,5,3,6,19,7
PA1565,14,7,37,8,9,9,7,5,5,7,18,8
PA1566,4,5,8,2,1,3,2,1,1,0,6,0
PA1567,2,1,9,4,3,3,3,3,1,2,5,2
PA1568,2,0,1,0,1,1,0,0,0,0,3,0
PA1569,2,3,3,0,0,1,0,3,1,0,2,2
PA1570,14,7,18,4,2,3,1,2,4,4,11,10
PA1571,19,10,20,25,10,16,9,7,21,12,21,19
PA1572,44,22,127,33,14,18,13,15,26,14,35,14
PA1573,19,5,24,14,9,6,3,6,18,8,18,5
PA1574,55,28,45,27,19,14,7,18,18,25,29,27
PA1575,12,4,15,4,10,5,6,3,8,6,24,7
PA1576,37,22,63,22,11,22,9,8,11,12,41,17
PA1577,42,22,40,30,15,18,11,7,14,21,24,21
PA1578,9,10,18,2,4,8,4,4,8,5,10,9
PA1579,89,71,147,76,40,56,38,44,64,62,109,73
PA1580,387,192,546,241,90,117,92,94,188,141,220,167
PA1581,267,177,461,205,129,104,82,97,142,95,187,122
PA1582,139,102,232,115,55,56,34,65,73,49,119,55
PA1583,836,446,1192,482,200,278,186,202,309,269,423,354
PA1584,310,182,539,194,115,128,95,99,154,128,182,166
PA1585,1068,525,1775,585,314,387,275,248,406,399,576,513
PA1586,410,206,755,178,151,140,71,93,150,131,202,148
PA1587,447,235,906,248,160,156,90,89,163,143,242,172
PA1588,800,384,1711,355,210,211,137,136,242,196,297,239
PA1589,352,164,833,130,95,78,45,67,111,69,144,86
PA1590,84,41,91,43,25,19,12,13,21,20,47,15
PA1591,13,7,10,16,6,4,15,8,17,12,27,10
PA1592,148,122,142,164,106,133,81,114,174,144,301,170
PA1593,11,12,17,7,1,2,4,5,6,6,11,6
PA1594,8,2,11,9,3,1,1,3,4,3,5,0
PA1595,10,5,14,8,8,5,1,3,5,3,5,5
PA1596,227,187,362,135,102,98,73,109,122,141,220,153
PA1597,27,22,59,7,11,10,4,6,8,14,22,7
PA1598,4,10,30,4,4,9,3,1,3,4,6,3
PA1599,4,3,4,3,0,5,1,0,0,3,5,1
PA1600,3,2,3,0,1,3,0,2,3,3,2,0
PA1601,5,5,14,6,2,2,5,4,4,6,11,9
PA1602,5,3,6,1,1,2,0,0,0,2,4,0
PA1603,8,5,13,10,2,8,5,9,11,10,17,7
PA1604,10,13,47,10,27,27,10,39,26,34,83,31
PA1605,15,12,17,16,3,14,8,7,16,10,15,13
PA1606,6,2,3,6,3,5,3,1,2,2,2,3
PA1607,6,2,8,4,5,3,4,5,2,7,9,4
PA1608,33,24,18,18,15,9,19,9,15,16,28,32
PA1609,285,168,435,226,130,175,94,103,167,161,278,197
PA1610,122,109,229,97,68,83,55,48,82,67,143,86
PA1611,62,44,98,46,24,33,22,23,31,36,74,54
PA1612,8,7,10,5,3,5,2,2,2,2,6,4
PA1613,48,33,64,24,17,18,9,8,24,13,23,11
PA1614,40,33,85,32,23,23,14,31,20,26,77,23
PA1615,12,11,18,6,9,1,8,2,15,8,13,6
PA1616,10,13,19,9,7,5,5,3,8,0,14,10
PA1617,23,24,59,22,28,20,12,27,32,30,53,41
PA1618,14,14,40,15,13,13,7,4,13,12,30,8
PA1619,7,3,27,5,4,6,1,1,5,3,4,1
PA1620,0,2,1,0,0,0,0,0,2,0,1,1
PA1621,8,8,16,5,7,5,1,3,5,3,4,5
PA1622,3,5,10,2,2,5,4,3,5,2,7,7
PA1623,94,49,181,59,33,37,31,34,50,54,71,64
PA1624,50,39,101,22,13,22,15,18,24,20,42,22
PA1625,27,14,27,13,11,7,5,3,11,14,25,14
PA1626,5,5,9,2,2,6,0,2,1,1,3,6
PA1627,10,3,9,2,2,5,3,1,5,0,10,5
PA1628,4,1,7,1,0,1,0,2,2,3,1,1
PA1629,3,0,7,4,0,0,0,0,0,0,2,0
PA1630,8,9,22,8,2,3,1,4,7,5,6,9
PA1631,8,3,6,2,4,4,0,5,2,0,2,1
PA1632,0,0,2,1,0,1,0,0,1,0,0,1
PA1633,11,6,16,11,7,6,4,8,14,13,26,15
PA1634,5,2,6,12,6,7,4,4,10,9,16,10
PA1635,2,1,1,1,3,1,1,1,4,2,4,4
PA1636,17,13,24,18,10,2,11,5,10,8,13,13
PA1637,7,5,15,8,4,6,2,5,4,4,8,6
PA1638,6,9,11,4,3,3,1,0,5,4,6,6
PA1639,63,45,108,7,7,14,3,8,18,11,28,12
PA1640,25,22,50,13,10,7,3,10,12,6,17,16
PA1641,4,5,8,5,6,9,3,4,5,4,20,3
PA1642,37,24,75,25,24,23,11,21,21,20,39,27
PA1643,49,37,92,47,25,36,10,20,28,36,59,29
PA1644,23,15,49,23,15,15,7,16,17,8,27,15
PA1645,6,11,23,11,4,7,5,10,6,4,14,4
PA1646,9,6,23,3,9,3,2,5,10,5,12,2
PA1647,17,8,74,19,25,27,5,19,23,21,32,17
PA1648,7,2,6,14,6,3,2,2,4,6,3,9
PA1649,2,2,4,4,2,5,5,3,3,4,6,3
PA1650,16,11,47,10,8,10,10,8,12,11,27,17
PA1651,26,22,50,14,10,12,8,13,9,24,32,15
PA1652,12,15,28,3,3,3,4,3,2,3,6,2
PA1653,22,16,34,12,9,5,3,5,9,9,15,10
PA1654,102,68,102,65,35,41,28,20,45,46,63,42
PA1655,46,23,38,34,7,17,7,11,14,15,22,15
PA1656,181,105,271,205,117,103,90,86,154,97,191,138
PA1657,102,65,127,177,117,136,94,115,163,98,164,154
PA1658,160,103,284,222,198,190,114,167,217,158,320,226
PA1659,27,8,48,26,38,22,11,20,24,21,47,11
PA1660,55,33,98,71,52,48,30,24,61,42,63,42
PA1661,17,3,29,10,10,17,9,10,14,12,30,14
PA1662,40,34,113,65,42,53,27,50,58,33,91,47
PA1663,22,16,43,26,18,25,15,22,19,14,43,29
PA1664,4,0,5,9,3,3,2,3,4,5,7,5
PA1665,21,12,43,30,19,10,14,8,30,23,40,24
PA1666,3,10,24,17,16,9,4,13,12,7,16,15
PA1667,21,16,67,28,35,26,19,23,27,20,44,31
PA1668,15,6,31,24,22,12,11,8,18,14,32,32
PA1669,52,24,78,61,50,64,32,43,49,37,80,42
PA1670,3,8,10,8,8,6,3,9,7,1,15,7
PA1671,16,4,14,11,9,9,5,6,8,5,10,5
PA1672,12,5,9,4,3,5,2,2,8,3,12,2
PA1673,70,49,273,71,77,69,36,82,78,112,190,125
PA1674,37,38,107,33,22,25,8,18,32,20,72,29
PA1675,24,18,35,19,15,12,8,12,14,27,27,14
PA1676,9,3,12,6,4,6,4,7,4,8,8,6
PA1677,37,19,80,10,12,14,13,18,20,32,49,27
PA1678,30,21,49,21,14,11,7,14,18,11,16,12
PA1679,30,18,39,19,20,12,13,14,15,17,18,18
PA1680,20,12,15,19,14,17,8,10,12,12,30,11
PA1681,54,44,100,52,17,25,14,27,37,33,46,33
PA1682,21,27,21,9,7,9,2,3,1,4,11,10
PA1683,18,10,24,20,8,6,7,1,8,4,8,8
PA1684,29,24,40,18,9,14,10,5,15,17,25,15
PA1685,28,20,34,13,10,9,4,9,11,10,21,7
PA1686,31,17,60,17,27,12,11,14,21,16,41,13
PA1687,26,21,49,24,16,5,11,6,9,17,26,8
PA1688,39,32,44,36,14,19,12,10,23,18,20,24
PA1689,54,32,135,28,15,13,11,10,15,18,40,15
PA1690,24,10,32,13,8,9,1,3,5,7,7,7
PA1691,6,6,17,6,6,4,1,0,4,2,5,1
PA1692,3,2,10,3,5,1,0,0,3,1,3,2
PA1693,35,19,70,16,8,18,5,6,17,15,21,12
PA1694,29,13,90,9,15,7,6,4,11,11,15,10
PA1695,24,14,83,10,5,12,4,7,15,8,9,12
PA1696,12,11,33,11,7,8,6,1,6,7,6,7
PA1697,56,33,81,39,19,20,8,15,26,16,32,26
PA1698,81,36,105,39,19,15,18,11,20,17,22,28
PA1699,12,11,29,13,7,11,0,3,2,2,8,7
PA1700,12,11,21,0,5,2,1,3,3,4,2,1
PA1701,13,3,21,0,1,3,1,1,5,3,1,6
PA1702,4,0,18,2,1,4,1,0,4,1,5,3
PA1703,77,43,187,47,35,39,11,12,35,27,42,38
PA1704,7,4,30,3,4,6,4,2,2,3,5,8
PA1705,17,24,31,11,15,24,5,8,16,14,30,23
PA1706,156,75,243,131,90,91,50,43,121,89,109,128
PA1707,95,70,172,28,21,40,23,27,56,39,50,43
PA1708,472,196,872,340,215,256,108,139,317,242,310,328
PA1709,249,103,453,168,112,162,68,66,146,104,204,156
PA1710,218,123,312,205,111,122,53,77,142,119,192,163
PA1711,46,22,86,12,20,26,12,19,23,25,34,17
PA1712,124,56,145,107,52,91,46,46,85,77,96,93
PA1713,241,109,288,205,105,122,68,61,156,118,149,144
PA1714,111,53,169,97,58,71,39,35,81,67,111,105
PA1715,11,11,41,8,4,4,3,2,8,1,12,8
PA1716,93,64,173,98,54,73,29,29,65,59,86,69
PA1717,76,41,161,44,31,36,10,13,40,29,28,42
PA1718,19,12,21,8,0,3,2,3,10,5,6,5
PA1719,35,21,85,18,17,18,4,6,18,10,23,26
PA1720,14,8,36,1,5,3,4,4,3,3,5,2
PA1721,31,18,67,10,6,12,9,4,12,14,17,15
PA1722,29,10,52,23,5,14,7,2,12,9,17,17
PA1723,47,22,102,24,18,15,8,16,20,20,23,22
PA1724,12,3,22,3,6,4,1,1,5,4,6,6
PA1725,35,14,40,13,4,13,11,4,13,11,11,19
PA1726,30,18,50,26,6,9,6,5,16,8,19,13
PA1727,48,24,45,33,14,16,16,10,18,25,30,21
PA1728,53,35,58,50,50,69,47,56,74,75,122,82
PA1729,17,8,35,11,10,17,8,9,14,10,36,16
PA1730,25,22,33,43,46,60,26,47,53,54,135,48
PA1731,18,14,14,30,20,20,14,20,27,26,45,24
PA1732,17,20,11,22,28,25,17,18,35,32,57,16
PA1733,14,12,20,30,23,25,11,15,28,17,66,16
PA1734,20,8,30,16,9,11,4,5,17,6,19,15
PA1735,8,4,10,4,4,8,0,4,7,6,20,13
PA1736,27,15,55,23,19,25,14,15,15,22,49,23
PA1737,38,31,52,40,30,18,14,30,37,34,62,38
PA1738,23,13,50,23,16,13,11,13,14,7,25,10
PA1739,0,1,2,0,1,1,0,0,3,0,2,4
PA1740,20,16,25,4,4,8,2,3,10,5,9,12
PA1741,23,17,36,10,6,9,3,4,14,11,11,10
PA1742,42,42,105,33,18,33,12,22,40,34,64,32
PA1743,1,0,4,0,0,0,0,0,2,1,1,3
PA1744,2,0,2,0,0,2,0,1,1,1,3,2
PA1745,9,4,17,7,13,9,12,12,18,17,36,19
PA1746,323,209,423,313,298,280,226,286,395,425,769,449
PA1747,110,81,95,108,59,78,71,60,118,125,123,126
PA1748,114,79,123,71,51,63,44,45,73,67,105,69
PA1749,35,17,53,23,22,17,11,13,27,18,39,35
PA1750,141,76,252,107,56,39,29,33,58,54,88,65
PA1751,2,7,11,9,0,5,3,4,4,5,10,0
PA1752,52,32,70,48,25,36,11,20,41,19,47,28
PA1753,31,17,55,18,28,31,19,29,33,41,53,36
PA1754,115,84,181,122,80,97,60,57,107,92,151,100
PA1755,9,2,11,6,2,2,3,4,5,5,11,11
PA1756,19,9,44,18,20,10,10,5,12,14,26,18
PA1757,36,31,45,27,10,11,11,6,15,17,23,17
PA1758,22,14,39,22,11,14,9,9,12,11,31,18
PA1759,62,53,168,65,49,47,35,32,56,37,88,78
PA1760,53,33,68,57,43,39,29,33,54,38,72,47
PA1761,3,4,8,13,10,3,6,3,6,7,10,3
PA1762,8,6,16,11,3,8,3,5,7,6,10,8
PA1763,7,3,8,4,3,2,1,6,5,3,5,3
PA1764,3,0,2,1,0,3,3,3,2,3,4,4
PA1765,7,3,5,4,3,4,2,3,6,6,6,2
PA1766,29,15,61,19,9,16,14,7,6,8,9,17
PA1767,155,73,187,106,45,41,37,22,69,66,70,59
PA1768,113,52,90,61,26,40,29,29,38,36,71,55
PA1769,74,56,126,60,46,42,29,27,62,59,80,65
PA1770,356,166,417,221,109,89,83,93,125,114,216,122
PA1771,22,12,26,4,7,6,4,3,10,7,11,7
PA1772,27,21,47,17,32,23,14,19,28,18,47,20
PA1773,30,17,40,24,8,20,10,9,20,12,28,21
PA1774,35,35,62,31,21,23,10,18,27,23,35,31
PA1775,88,71,159,81,41,56,49,35,72,80,77,89
PA1776,752,461,749,707,290,443,356,276,530,478,594,600
PA1777,4752,2381,8079,3127,2074,1981,1205,1624,2376,2172,3764,2460
PA1778,8,10,24,7,3,5,2,7,3,1,3,2
PA1779,9,2,9,6,6,3,4,5,2,8,10,4
PA1780,1,0,1,0,1,1,1,0,1,0,1,0
PA1781,3,1,3,1,2,4,2,0,3,1,5,2
PA1782,2,1,0,0,0,2,0,1,2,0,0,0
PA1783,0,2,1,0,0,0,1,0,2,0,1,1
PA1784,12,19,19,32,24,41,17,29,32,37,79,41
PA1785,2,1,4,0,0,0,1,1,0,3,0,0
PA1786,3,1,5,6,2,3,0,2,1,1,1,4
PA1787,402,270,711,236,105,124,71,77,147,121,246,136
PA1788,16,11,28,10,9,14,4,10,12,11,14,8
PA1789,206,192,492,184,268,278,188,313,342,422,768,442
PA1790,11,11,16,8,7,2,4,1,2,3,8,7
PA1791,19,10,16,11,5,7,9,5,11,8,21,8
PA1792,17,17,41,18,4,12,2,6,16,7,13,12
PA1793,142,86,216,114,67,58,46,53,79,71,105,109
PA1794,276,145,373,149,74,86,57,54,98,102,158,135
PA1795,78,45,149,55,28,31,13,17,36,28,58,45
PA1796,70,38,79,54,24,8,10,23,26,18,43,21
PA1797,11,6,21,6,7,4,1,1,2,8,5,10
PA1798,20,17,33,9,7,3,2,4,13,4,11,8
PA1799,23,14,19,11,2,8,8,2,14,4,22,10
PA1800,803,489,1068,467,257,230,169,182,351,284,480,337
PA1801,191,134,376,187,103,87,77,78,99,107,155,116
PA1802,792,523,1343,550,388,356,232,315,475,390,641,449
PA1803,1555,1132,1802,1102,495,845,594,430,880,1044,1058,1293
PA1804,273,175,565,173,132,120,79,84,144,109,176,152
PA1805,352,204,457,205,89,104,80,93,129,104,197,123
PA1806,12,6,18,7,5,3,3,3,4,10,17,9
PA1807,35,15,61,27,9,13,1,11,15,17,26,24
