gene_id,PAO1SDS_433,PAO1SDS_434,PAO1SDS_435,PAO1day4_400,PAO1day4_401,PAO1day4_402,PAO1day5_403,PAO1day5_404,PAO1day5_405,PAO1day6_406,PAO1day6_407,PAO1day6_408
PA1808,14,15,25,11,5,4,2,3,10,6,9,4
PA1809,23,13,31,2,4,4,3,8,10,5,14,11
PA1810,82,53,108,45,29,23,23,14,33,29,42,39
PA1811,60,47,84,46,20,21,15,14,31,31,43,30
PA1812,390,245,331,240,79,95,75,70,136,121,148,130
PA1813,33,25,56,32,9,21,16,13,14,25,25,18
PA1814,75,45,89,53,42,44,38,45,54,63,101,67
PA1815,80,34,79,58,27,47,22,19,54,43,60,52
PA1816,52,36,72,21,15,21,9,18,23,29,56,38
PA1817,26,20,44,11,13,12,7,8,13,20,28,16
PA1818,56,38,153,47,26,35,21,19,40,21,62,38
PA1819,30,28,69,27,23,13,15,14,28,18,32,32
PA1820,33,25,67,25,21,12,16,14,25,17,31,23
PA1821,112,69,164,85,47,56,27,35,78,46,99,63
PA1822,136,81,194,93,42,50,32,40,70,44,83,56
PA1823,31,23,53,22,15,12,13,7,13,8,21,14
PA1824,16,20,35,10,10,6,5,8,9,8,16,7
PA1825,15,6,26,12,12,10,5,11,10,9,12,5
PA1826,10,6,21,5,13,8,3,10,8,8,17,5
PA1827,1,1,3,0,1,0,0,0,0,1,0,0
PA1828,14,8,16,10,10,5,4,8,6,5,7,3
PA1829,37,19,33,29,7,22,9,10,17,19,27,12
PA1830,64,41,114,42,25,20,13,15,33,20,47,26
PA1831,82,100,145,122,68,84,49,59,82,92,112,102
PA1832,94,71,144,105,61,110,67,66,108,107,173,105
PA1833,51,47,133,44,57,41,23,41,66,49,120,59
PA1835,4,4,8,2,2,5,2,2,5,2,12,4
PA1836,2,3,13,5,1,5,2,5,3,3,2,4
PA1837,5,10,16,4,2,2,1,3,3,3,5,3
PA1838,102,58,90,51,32,25,25,30,45,37,80,42
PA1839,17,9,28,8,4,8,4,7,8,6,12,3
PA1840,24,17,33,21,5,17,6,5,10,12,28,12
PA1841,21,13,45,8,7,10,4,6,7,7,17,8
PA1842,13,8,29,5,4,5,1,3,5,3,8,6
PA1843,123,65,203,67,25,37,25,23,47,28,65,40
PA1844,0,0,2,0,0,0,0,1,0,1,2,0
PA1845,0,2,4,0,4,5,0,2,3,2,6,5
PA1846,86,66,122,62,20,26,14,15,35,22,38,34
PA1847,68,45,111,71,42,28,32,32,40,60,101,38
PA1848,4,2,5,3,0,1,2,0,1,0,3,0
PA1849,0,0,1,0,1,0,0,1,0,0,0,0
PA1850,10,5,15,5,3,5,2,7,11,4,9,2
PA1851,11,2,27,9,7,14,3,6,4,9,16,9
PA1852,62,58,60,34,30,24,23,32,34,46,63,58
PA1853,13,6,18,3,4,2,4,0,2,2,9,4
PA1854,7,2,10,4,4,3,1,2,2,5,8,4
PA1855,0,0,1,0,1,0,0,0,1,0,0,0
PA1856,3,8,5,1,1,4,3,4,4,4,5,6
PA1857,11,28,17,18,9,13,8,6,15,11,18,16
PA1858,12,3,13,6,2,2,2,2,7,1,7,2
PA1859,6,10,13,6,3,6,4,4,7,4,10,7
PA1860,23,12,35,23,31,24,16,17,26,23,41,28
PA1861,22,14,40,25,26,20,13,17,26,14,53,20
PA1862,9,7,15,7,6,6,3,10,10,4,18,17
PA1863,13,10,26,17,25,20,18,27,29,37,55,37
PA1864,1,1,3,3,1,0,0,2,1,2,3,1
PA1865,11,7,25,6,7,2,4,2,8,7,15,12
PA1866,18,9,37,7,9,7,6,4,5,6,6,9
PA1867,0,0,2,1,0,0,0,0,0,0,0,0
PA1868,1,2,21,2,8,4,0,3,8,7,7,2
PA1869,18,20,43,21,21,9,3,5,9,10,19,12
PA1870,6,12,8,11,17,27,8,22,22,19,44,22
PA1871,37,39,78,48,30,41,24,26,49,34,54,45
PA1872,10,11,54,11,10,6,5,6,12,10,17,14
PA1873,2,0,5,3,1,1,0,4,2,2,1,0
PA1874,91,83,66,241,162,130,92,120,149,150,298,115
PA1875,11,11,7,36,14,13,7,13,17,12,24,20
PA1876,18,12,10,17,12,9,6,9,12,12,31,13
PA1877,5,5,7,25,4,16,5,8,10,9,10,8
PA1878,6,5,17,14,4,8,4,6,7,12,12,14
PA1879,8,10,12,15,4,7,4,6,4,13,12,8
PA1880,29,20,41,28,32,32,13,19,24,33,49,23
PA1881,7,8,20,5,16,7,3,5,12,6,18,9
PA1882,15,10,8,7,5,6,7,3,8,8,10,13
PA1883,1,0,7,2,1,1,0,2,1,0,2,4
PA1884,3,2,8,2,2,2,3,1,1,0,6,3
PA1885,3,0,13,1,5,1,2,1,1,0,6,3
PA1886,29,19,58,33,15,12,11,23,13,22,41,18
PA1887,8,8,17,27,16,11,12,9,22,10,30,15
PA1888,17,11,19,39,41,30,29,52,51,57,94,46
PA1889,28,21,36,30,11,13,7,12,12,11,29,14
PA1890,8,18,30,25,5,12,6,9,8,7,16,13
PA1891,1,2,1,2,1,0,2,1,0,2,0,0
PA1892,3,2,1,2,0,4,0,0,3,0,3,1
PA1893,9,10,15,5,4,9,4,9,2,2,9,6
PA1894,1,11,7,8,1,5,3,3,4,3,8,3
PA1895,9,14,16,16,8,7,6,10,17,6,23,19
PA1896,4,7,6,8,3,4,4,4,7,1,8,3
PA1897,7,15,16,12,5,3,4,6,10,1,9,7
PA1898,5,3,4,4,3,2,0,3,5,6,4,7
PA1899,0,0,1,3,1,0,0,2,1,0,1,1
PA1900,4,2,4,6,7,6,3,0,4,3,4,5
PA1901,0,0,0,0,0,0,0,0,0,0,0,0
PA1902,0,0,0,0,0,0,0,0,0,0,0,0
PA1903,0,0,0,0,0,0,0,0,0,0,0,0
PA1904,0,0,0,0,0,0,0,0,0,0,0,0
PA1905,0,0,0,0,0,0,0,0,0,0,0,0
PA1906,8,8,14,7,2,6,2,0,3,4,12,4
PA1907,2,5,6,2,0,2,2,2,1,1,1,0
PA1908,1,0,2,0,0,1,0,0,0,0,0,0
PA1909,1,0,0,0,1,1,1,0,0,0,1,1
PA1910,4,5,6,1,0,0,2,0,2,2,3,1
PA1911,0,1,1,2,0,0,0,3,0,0,1,0
PA1912,3,1,0,0,0,0,1,0,4,1,4,1
PA1913,8,5,12,13,5,5,1,1,5,7,4,8
PA1914,7,8,3,22,9,6,8,6,8,8,19,9
PA1915,21,15,47,21,20,15,13,17,28,23,52,32
PA1916,2,1,4,3,4,1,1,3,2,6,11,8
PA1917,1,0,1,2,2,2,0,0,1,0,1,1
PA1918,2,1,5,3,0,2,0,3,0,1,4,1
PA1919,6,4,20,6,11,2,5,5,10,10,21,9
PA1920,62,31,108,27,27,44,14,16,34,32,82,40
PA1921,2,2,3,3,3,4,0,3,2,5,8,0
PA1922,1,0,2,0,0,1,0,0,1,0,0,1
PA1923,1,2,2,1,0,0,0,1,0,0,3,1
PA1924,2,1,0,0,0,0,0,2,0,0,1,0
PA1925,0,1,1,0,1,0,0,0,0,2,1,0
PA1926,40,32,47,15,12,11,6,6,12,6,15,12
PA1927,9,4,7,2,3,3,1,5,3,8,11,4
PA1928,2,1,7,3,2,3,2,1,0,1,6,1
PA1929,3,3,6,1,3,1,0,1,2,3,3,1
PA1930,36,30,50,64,88,111,66,90,116,139,200,135
PA1931,2,4,8,14,9,9,8,6,9,8,13,8
PA1932,11,4,12,6,6,13,3,6,5,10,21,5
PA1933,46,48,119,44,46,37,14,38,45,41,102,41
PA1934,6,12,19,11,6,8,2,2,8,6,8,4
PA1937,0,2,2,2,2,1,0,1,0,1,1,3
PA1938,2,2,5,2,1,0,0,0,2,0,1,0
PA1939,293,153,332,270,133,146,104,102,163,153,213,193
PA1940,39,37,78,29,18,24,17,13,20,21,35,29
PA1941,23,32,65,29,16,23,7,20,21,6,29,22
PA1942,2,2,4,5,3,3,4,0,0,4,12,3
PA1943,39,18,68,13,19,25,10,17,24,29,35,28
PA1944,32,28,48,38,28,22,13,12,26,31,56,28
PA1945,2,5,22,4,1,2,4,2,2,3,10,7
PA1946,11,14,40,19,13,15,14,18,10,15,19,22
PA1947,4,5,12,5,1,4,1,0,6,2,3,7
PA1948,6,6,18,11,5,13,6,5,11,11,11,13
PA1949,30,14,36,10,4,8,6,9,23,12,23,11
PA1950,16,9,27,5,8,6,8,4,11,13,13,12
PA1951,10,3,16,6,9,9,5,6,16,11,17,9
PA1952,0,0,0,0,0,0,0,0,0,0,1,0
PA1953,1,1,2,1,1,1,2,1,0,1,2,1
PA1954,7,2,2,1,2,2,0,1,3,1,2,2
PA1955,2,0,0,1,0,0,0,0,0,2,1,0
PA1956,0,0,1,0,1,0,0,0,1,0,1,0
PA1957,2,2,7,2,1,4,0,1,3,2,2,2
PA1958,7,3,11,3,4,3,1,2,2,4,0,2
PA1959,27,11,37,17,9,3,6,3,7,7,12,11
PA1960,2,2,12,0,2,2,1,0,2,4,6,4
PA1961,5,4,17,2,5,2,2,3,3,9,8,3
PA1962,0,0,2,0,0,0,1,2,4,1,10,1
PA1963,8,7,25,7,1,7,4,5,13,2,8,10
PA1964,88,42,94,55,20,39,21,24,27,35,59,30
PA1965,5,10,11,4,2,4,2,2,2,3,4,3
PA1966,15,5,18,3,0,4,2,2,1,3,4,0
PA1967,29,14,45,11,5,5,1,2,11,3,11,14
PA1968,10,14,11,10,6,15,7,8,6,4,11,11
PA1969,22,11,31,0,0,0,0,2,3,0,1,1
PA1970,3,4,3,1,1,1,0,1,1,1,2,2
PA1971,13,17,11,6,5,3,0,1,3,3,7,7
PA1972,1,0,3,0,2,0,2,2,0,0,0,0
PA1973,7,5,32,4,0,1,1,1,0,1,5,0
PA1974,0,0,1,1,1,1,3,1,2,0,1,1
PA1975,4,1,2,1,0,0,1,0,2,3,1,0
PA1976,2,3,2,0,1,0,0,0,1,1,2,3
PA1977,0,1,1,0,0,0,0,0,1,0,0,0
PA1978,3,2,9,6,2,1,2,0,2,0,4,1
PA1979,0,0,1,0,0,0,0,0,0,0,0,0
PA1980,0,0,0,0,0,0,0,0,0,1,1,0
PA1981,0,1,1,0,0,0,0,0,0,1,0,0
PA1982,0,0,1,1,0,0,1,1,2,1,2,2
PA1983,0,1,0,0,0,0,0,0,0,1,1,0
PA1984,0,1,0,0,0,0,0,0,0,0,0,0
PA1985,2,4,4,9,3,3,7,12,4,4,10,10
PA1986,13,8,16,9,19,17,12,10,13,19,40,20
PA1987,12,8,15,9,8,10,10,5,7,7,17,15
PA1988,4,1,2,4,2,2,2,0,5,3,2,3
PA1989,10,11,12,16,15,7,5,11,14,14,30,12
PA1990,11,7,9,5,6,6,3,2,6,15,11,10
PA1991,8,6,24,4,1,2,2,1,0,5,8,3
PA1992,2,5,14,4,1,1,3,2,2,1,8,4
PA1993,7,5,15,3,2,3,1,2,3,2,4,4
PA1994,11,7,15,4,7,3,2,1,12,6,7,9
PA1995,5,1,7,4,4,5,0,1,7,3,4,1
PA1996,9,6,6,13,1,3,1,1,4,4,5,2
PA1997,14,10,42,13,19,13,5,9,13,11,28,16
PA1998,12,2,23,4,1,7,4,5,5,4,11,5
PA1999,20,9,19,14,0,6,4,2,6,3,7,18
PA2000,7,6,4,1,1,1,0,0,1,2,2,2
PA2001,43,26,45,17,11,24,10,21,26,18,32,24
PA2002,4,4,9,4,0,4,3,0,3,1,7,2
PA2003,8,9,8,1,4,6,2,2,8,3,7,7
PA2004,2,4,4,4,0,0,1,1,5,2,6,3
PA2005,25,14,18,10,6,7,2,6,10,0,5,6
PA2006,3,1,4,0,1,1,3,0,0,3,7,0
PA2007,18,15,12,3,2,0,2,2,4,2,4,4
PA2008,65,45,40,13,0,5,11,4,9,4,11,13
PA2009,136,61,142,129,38,50,37,33,75,46,115,73
PA2010,17,11,16,9,5,6,8,2,7,4,9,10
PA2011,18,14,12,6,2,4,1,1,7,9,7,4
PA2012,18,16,21,11,9,20,2,11,11,9,13,13
PA2013,11,13,14,9,3,4,3,3,3,3,6,12
PA2014,30,29,29,14,7,7,9,7,9,9,15,13
PA2015,64,51,64,59,10,24,10,12,26,29,25,32
PA2016,68,25,59,44,12,19,19,9,34,23,22,34
PA2017,10,10,15,15,9,13,16,28,17,19,44,19
PA2018,25,10,32,13,4,7,2,5,4,8,16,11
PA2019,11,2,7,3,1,5,1,5,4,4,5,4
PA2020,15,25,20,15,15,21,9,26,15,29,47,22
PA2021,10,22,10,11,22,18,14,18,19,21,52,27
PA2022,3,12,13,21,8,9,1,3,9,6,17,5
PA2023,100,84,131,102,76,73,43,64,74,55,121,74
PA2024,10,12,20,8,11,11,9,21,16,23,38,17
PA2025,101,72,188,77,72,54,40,54,80,57,114,79
PA2026,7,5,19,2,2,7,4,2,5,3,10,2
PA2027,5,2,3,2,0,1,0,0,2,1,2,0
PA2028,6,9,12,7,8,6,4,1,1,3,5,3
PA2029,5,1,5,3,3,1,3,1,1,2,4,0
PA2030,3,0,4,5,3,0,0,1,2,2,3,3
PA2031,6,3,9,4,3,4,5,3,6,5,16,7
PA2032,18,12,17,14,7,7,1,4,14,8,7,4
PA2033,9,16,2,5,0,0,2,1,2,9,2,1
PA2034,1,9,5,0,1,0,1,0,0,0,5,1
PA2035,13,8,17,7,6,6,13,4,6,7,16,8
PA2036,2,2,3,4,1,2,2,0,1,1,5,4
PA2037,48,39,35,42,14,27,16,18,31,36,18,32
PA2038,6,10,12,6,1,2,2,1,5,3,4,7
PA2039,7,16,21,5,3,5,6,3,4,0,5,2
PA2040,13,4,7,4,1,2,0,4,0,3,4,1
PA2041,22,11,24,14,20,7,9,12,16,12,20,17
PA2042,63,50,87,41,32,30,16,21,32,23,49,27
PA2043,10,10,23,8,6,5,1,3,7,2,7,3
PA2044,78,49,79,43,19,47,23,22,36,26,52,29
PA2045,17,11,18,9,5,10,5,6,17,8,18,9
PA2046,4,10,9,14,13,10,4,9,12,15,18,12
PA2047,9,10,24,8,12,3,4,7,7,4,16,6
PA2048,2,2,5,0,0,0,0,0,1,0,3,1
PA2049,55,49,94,32,14,18,5,14,21,16,30,22
PA2050,0,0,1,0,0,0,0,0,0,0,1,0
PA2051,0,0,3,0,0,1,0,0,1,0,2,0
PA2052,2,2,5,1,4,2,1,0,1,6,7,2
PA2053,3,5,5,0,0,1,2,1,0,0,0,3
PA2054,3,3,6,2,1,0,0,0,2,2,6,5
PA2055,0,2,3,1,0,0,1,0,0,0,2,0
PA2056,11,9,20,8,1,3,2,2,5,0,3,5
PA2057,1,2,6,5,0,1,0,4,3,2,1,3
PA2058,1,1,3,0,0,0,0,1,0,1,2,0
PA2059,0,1,0,0,1,0,0,0,0,1,2,1
PA2060,0,0,3,2,0,0,0,0,0,0,0,1
PA2061,2,1,4,0,1,0,0,0,0,0,0,0
PA2062,11,13,13,5,8,6,3,6,8,7,11,11
PA2063,9,15,22,5,2,4,1,1,3,4,7,2
PA2064,4,4,5,0,0,2,2,0,0,0,0,1
PA2065,2,1,1,2,5,4,0,0,1,0,0,0
PA2066,5,0,7,7,3,4,2,0,4,3,5,5
PA2067,0,1,5,0,0,1,3,0,4,0,4,2
PA2068,6,5,8,2,2,5,0,2,2,1,8,2
PA2069,23,21,37,30,13,16,10,12,11,6,28,17
PA2070,3,2,4,1,3,1,2,4,3,6,0,3
PA2071,72,60,62,86,66,74,40,56,81,90,124,103
PA2072,21,8,25,40,45,35,24,26,41,41,83,38
PA2073,1,2,2,3,0,3,3,0,0,2,4,3
PA2074,0,0,0,1,0,1,1,0,1,1,0,1
PA2075,4,1,13,5,3,2,0,5,6,1,3,4
PA2076,30,7,31,16,10,5,5,4,10,10,15,8
PA2077,14,8,18,2,3,0,1,4,4,4,5,2
PA2078,11,7,26,5,3,0,0,2,0,1,3,1
PA2079,4,4,13,5,1,6,5,1,2,4,6,4
PA2080,27,18,36,14,11,13,6,10,11,28,22,14
PA2081,11,11,36,8,7,7,4,11,11,7,22,5
PA2082,17,7,11,10,5,8,6,5,6,12,24,21
PA2083,5,4,8,2,0,3,2,1,4,2,4,4
PA2084,1,3,11,1,3,2,3,1,5,2,5,3
PA2085,0,0,1,1,1,0,2,0,0,0,3,0
PA2086,0,1,3,1,1,0,0,0,0,1,2,0
PA2087,0,0,0,0,0,0,0,0,0,0,0,0
PA2088,1,0,0,1,2,1,0,0,1,1,1,1
PA2089,6,1,10,6,2,6,3,1,3,1,6,4
PA2090,0,2,1,1,0,0,0,0,0,0,0,0
PA2091,0,0,0,0,0,0,0,0,1,0,1,0
PA2092,0,0,0,0,1,0,0,0,0,0,0,0
PA2093,1,0,1,2,0,1,0,0,1,0,0,0
PA2094,3,0,1,1,3,1,0,1,1,1,1,3
PA2095,2,1,7,1,2,3,0,3,3,3,4,3
PA2096,5,1,7,2,1,2,0,1,2,3,2,5
PA2097,10,7,28,2,2,0,0,1,2,1,1,2
PA2098,0,1,8,0,0,1,0,0,0,0,0,0
PA2099,6,2,9,4,3,3,2,4,4,1,5,4
PA2100,26,14,25,38,20,24,30,19,36,33,73,35
PA2101,12,5,18,16,9,4,11,15,14,14,17,13
PA2102,5,5,5,12,2,6,7,8,4,8,16,10
PA2103,26,12,28,16,8,15,18,6,18,14,20,11
PA2104,19,15,20,16,7,12,7,13,17,11,25,25
PA2105,15,8,24,17,11,8,7,4,7,16,24,8
PA2106,12,7,21,15,9,5,5,10,3,9,18,11
PA2107,1,0,1,2,1,4,0,1,1,2,3,1
PA2108,6,5,15,9,17,9,4,11,13,9,15,6
PA2109,9,6,9,6,4,5,2,2,4,3,8,7
PA2110,5,6,10,1,0,2,0,0,0,1,4,2
PA2111,15,9,38,10,12,14,5,5,12,12,11,8
PA2112,12,11,26,8,10,10,4,5,2,13,14,8
PA2113,29,27,36,36,28,18,11,15,32,23,58,22
PA2114,67,48,155,73,58,54,29,54,75,47,76,62
PA2115,15,11,23,8,6,4,1,6,7,5,11,5
PA2116,25,31,61,36,22,18,12,12,20,21,27,11
PA2117,16,20,34,24,15,13,7,15,19,18,21,17
PA2118,4,8,12,5,2,2,4,5,3,4,4,5
PA2119,89,59,390,93,142,166,84,172,147,153,352,154
PA2120,6,3,3,0,3,4,1,2,2,2,4,6
PA2121,11,9,26,8,8,10,4,7,15,15,29,13
PA2122,11,6,21,4,2,5,2,1,17,3,11,6
PA2123,5,2,22,5,4,6,3,2,6,6,18,2
PA2124,1,1,2,0,2,0,0,3,2,1,2,3
PA2125,8,5,11,3,1,2,0,1,1,4,5,2
PA2126,31,23,33,15,5,18,3,13,10,13,14,9
PA2127,42,43,128,20,25,17,13,18,44,21,78,28
PA2128,53,34,73,41,26,21,28,138,55,42,206,49
PA2129,9,4,8,6,4,6,6,16,5,11,23,12
PA2130,16,12,16,18,10,9,5,19,10,12,50,20
PA2131,1,3,8,0,0,3,7,8,1,3,16,1
PA2132,2,0,2,4,2,0,1,4,2,2,7,1
PA2133,4,1,6,1,0,2,0,2,3,7,13,3
PA2134,14,25,18,27,19,29,18,25,27,34,51,28
PA2135,1,5,1,2,1,4,0,4,2,4,5,3
PA2136,1,1,1,0,1,4,3,4,2,3,3,0
PA2137,8,7,10,5,7,8,1,5,7,5,12,8
PA2138,6,11,18,5,15,15,8,10,8,18,37,12
PA2139,3,5,3,5,5,5,4,6,7,7,15,2
PA2140,0,1,0,1,2,5,2,4,3,1,5,2
PA2141,1,2,1,1,2,7,3,7,7,3,12,6
PA2142,7,10,5,15,19,20,14,14,23,15,31,19
PA2143,22,32,12,52,43,61,21,45,62,51,90,47
PA2144,32,46,36,61,62,87,32,50,65,61,132,65
PA2145,4,3,8,6,10,5,3,6,5,3,7,7
PA2146,20,19,34,35,27,49,24,22,36,44,55,54
PA2147,14,14,16,18,24,31,21,19,31,26,33,24
PA2148,2,1,1,0,2,8,2,2,6,3,6,2
PA2149,1,1,0,4,2,4,6,4,4,3,7,9
PA2150,8,7,6,15,10,18,17,12,16,8,30,20
PA2151,20,28,11,39,25,46,29,32,42,46,83,29
PA2152,31,17,25,37,49,36,25,35,58,35,95,44
PA2153,21,24,21,18,20,13,15,11,17,10,29,23
PA2154,2,4,7,1,4,2,0,5,4,3,4,4
PA2155,0,3,5,3,3,4,0,3,1,0,8,5
PA2156,0,0,1,1,0,0,0,1,2,0,5,1
PA2157,5,7,7,1,1,4,1,3,2,2,9,5
PA2158,9,11,11,14,18,20,5,26,23,21,43,21
PA2159,11,18,12,9,16,10,7,21,19,9,39,7
PA2160,22,17,19,44,30,23,10,17,25,19,40,24
PA2161,1,2,1,0,0,0,0,1,0,0,0,0
PA2162,9,23,10,7,11,21,11,6,12,9,19,11
PA2163,3,13,5,7,7,11,3,5,4,4,23,4
PA2164,15,10,9,24,29,31,16,18,25,11,47,20
PA2165,15,26,19,19,43,61,21,34,58,37,95,45
PA2166,11,16,12,16,3,16,11,6,17,12,27,19
PA2167,9,4,11,10,23,21,12,21,23,17,49,11
PA2168,4,2,7,9,13,12,9,5,6,12,16,8
PA2169,5,6,6,5,11,9,6,6,10,5,17,7
PA2170,3,6,3,9,13,11,5,5,4,6,7,10
PA2171,24,18,14,36,35,44,19,23,44,27,54,39
PA2172,10,8,15,14,9,27,13,8,25,18,41,16
PA2173,6,8,3,8,10,10,7,6,9,6,10,8
PA2174,11,13,8,15,18,21,14,19,23,15,39,22
PA2175,7,1,7,12,12,16,8,12,13,14,33,10
PA2176,17,19,12,24,36,30,16,47,36,43,96,36
PA2177,23,23,26,27,43,26,19,26,34,34,69,24
PA2178,9,10,14,20,20,20,8,9,23,19,30,14
PA2179,5,3,5,5,7,11,4,7,4,15,15,3
PA2180,9,13,16,16,14,42,21,21,31,28,48,21
PA2181,4,1,4,2,2,4,6,10,7,4,11,3
PA2182,1,1,12,4,4,4,2,7,7,5,7,6
PA2183,2,0,6,1,3,1,1,2,3,0,6,5
PA2184,7,13,11,17,8,16,10,20,14,20,39,14
PA2185,12,11,11,5,7,21,14,5,11,16,19,12
PA2187,4,0,1,4,2,7,3,4,8,4,10,4
PA2188,2,3,4,5,2,6,4,2,10,5,5,5
PA2189,3,3,7,5,5,5,4,4,4,6,7,8
PA2190,27,21,28,29,60,62,28,53,69,66,133,59
PA2191,40,13,49,44,23,24,8,20,26,18,31,23
PA2192,3,2,5,3,2,2,3,5,8,10,11,5
PA2193,29,13,62,9,13,33,13,20,25,23,42,31
PA2194,71,14,184,64,64,80,31,25,75,41,111,67
PA2195,81,46,246,65,77,79,41,66,98,52,137,83
PA2196,20,9,40,21,9,10,7,6,9,19,23,16
PA2197,23,15,59,13,20,9,4,10,12,12,30,17
PA2198,3,4,16,3,3,3,4,3,2,2,10,7
PA2199,32,13,62,28,20,27,13,20,23,16,32,27
PA2200,6,6,15,12,5,4,2,6,3,5,10,5
PA2201,10,4,15,0,2,0,0,0,1,2,3,2
PA2202,9,0,7,0,1,1,0,0,1,2,2,1
PA2203,1,3,7,3,1,1,0,0,1,0,0,0
PA2204,16,13,10,33,5,9,7,12,2,8,13,13
PA2205,2,4,6,4,0,1,0,3,1,2,3,2
PA2206,13,2,16,6,6,6,3,6,4,1,8,6
PA2207,0,2,0,0,1,1,1,0,0,0,0,4
PA2208,0,1,1,0,0,1,0,0,3,1,1,1
PA2209,0,0,1,0,0,0,0,1,0,0,2,0
PA2210,2,0,3,0,1,4,3,0,0,3,2,1
PA2211,0,1,1,2,0,1,0,0,0,0,2,1
PA2212,1,0,4,1,1,1,0,1,2,1,1,0
PA2213,0,0,3,0,0,0,0,0,1,0,1,0
PA2214,0,0,0,1,0,0,1,2,1,0,1,1
PA2215,2,1,1,1,0,1,1,0,0,1,0,0
PA2216,1,0,4,0,0,0,0,1,0,0,3,1
PA2217,1,1,6,1,1,0,1,2,0,0,2,1
PA2218,5,1,9,0,3,0,1,3,2,4,7,3
PA2219,2,0,5,4,1,2,4,3,3,0,3,3
PA2220,5,1,7,12,6,7,5,7,4,12,9,8
PA2221,2,4,8,4,5,4,1,5,9,3,9,8
PA2222,12,7,12,8,6,5,1,3,4,4,8,7
PA2223,14,6,13,14,8,7,10,7,11,11,8,11
PA2224,10,4,8,14,3,10,8,5,11,10,6,5
PA2225,2,0,1,3,1,2,2,3,5,1,3,4
PA2226,6,5,12,11,5,3,1,3,4,2,5,4
PA2227,17,14,23,31,9,15,10,8,13,10,13,15
PA2228,16,15,10,25,10,11,17,10,12,10,13,14
PA2229,17,8,32,9,4,9,4,2,9,8,13,7
PA2230,23,19,36,16,6,10,5,0,13,4,15,18
PA2231,81,58,96,56,33,41,27,31,52,39,78,45
PA2232,82,52,117,47,30,27,13,35,23,32,61,31
PA2233,46,27,58,36,19,29,17,14,26,19,34,30
PA2234,20,14,45,19,18,15,5,12,14,17,25,9
PA2235,77,57,122,61,32,39,18,19,32,40,53,25
PA2236,38,25,57,12,9,11,14,10,6,14,20,20
PA2237,42,32,57,35,23,24,9,10,15,14,28,13
PA2238,22,20,38,8,10,11,5,11,8,7,14,9
PA2239,17,9,39,6,3,5,6,1,10,5,7,3
PA2240,14,12,28,7,7,5,7,5,2,4,11,5
PA2241,16,8,20,11,4,4,2,4,2,4,5,6
PA2242,16,14,42,25,10,5,4,5,10,6,13,4
PA2243,4,3,5,1,0,1,1,1,0,2,0,1
PA2244,7,8,11,16,16,15,8,23,18,22,45,15
PA2246,3,7,11,13,8,10,6,8,10,15,22,14
PA2247,108,81,119,226,166,232,199,220,278,311,603,319
PA2248,57,51,61,84,91,85,56,61,103,78,189,84
PA2249,50,47,34,35,25,31,29,40,41,34,93,32
PA2250,36,40,17,50,34,37,25,28,48,51,87,43
PA2251,10,6,12,2,2,6,3,6,9,5,12,2
PA2252,2,2,9,1,0,1,0,1,1,2,2,1
PA2253,6,6,23,4,4,5,0,2,9,3,3,5
PA2254,0,0,1,5,0,0,0,0,0,2,1,1
PA2255,3,1,1,0,0,1,1,1,0,1,2,0
PA2256,2,1,1,0,0,0,0,0,0,1,0,1
PA2257,0,1,0,0,0,0,0,0,0,0,1,0
PA2258,2,1,4,1,2,0,2,0,0,1,3,0
PA2259,12,13,38,16,9,9,5,7,8,11,24,16
PA2260,0,3,5,3,0,1,0,2,3,1,4,0
PA2261,3,2,3,0,4,0,0,3,1,1,9,5
PA2262,2,2,6,4,0,2,0,2,2,6,2,1
PA2263,1,4,2,0,1,2,1,2,3,0,2,5
PA2264,19,15,21,18,15,19,15,21,16,16,48,18
PA2265,48,17,34,47,36,45,29,31,43,47,103,46
PA2266,17,11,30,7,24,16,10,16,20,17,37,16
PA2267,16,5,28,3,9,7,8,3,7,6,17,7
PA2268,2,2,6,2,3,3,2,3,2,2,2,1
PA2269,8,4,2,5,3,1,0,2,1,3,6,2
PA2270,19,13,33,17,5,8,5,10,9,9,13,7
PA2271,5,3,8,4,3,1,1,1,2,1,5,5
PA2272,16,8,30,9,4,8,5,5,5,15,12,5
PA2273,4,3,19,2,3,2,3,2,6,4,3,3
PA2274,2,0,7,1,2,1,1,0,0,3,4,1
PA2275,1,0,8,2,1,1,1,3,1,0,4,1
PA2276,8,5,12,3,4,1,1,2,1,3,4,2
PA2277,8,5,10,21,8,9,7,9,12,11,34,8
PA2278,20,4,8,13,1,3,3,7,6,6,7,3
PA2279,7,3,7,8,3,3,1,4,3,9,6,5
PA2280,3,5,10,8,2,2,5,4,8,1,8,5
PA2281,14,20,23,13,8,3,8,3,14,7,16,5
PA2282,2,2,2,1,0,1,0,1,2,4,4,2
PA2283,0,7,2,0,1,1,0,0,3,2,3,2
PA2284,2,2,5,0,2,1,1,0,0,0,7,2
PA2285,3,1,2,1,0,0,0,2,1,0,0,0
PA2286,5,4,5,2,1,2,0,1,7,2,3,5
PA2287,5,5,24,4,4,4,4,5,5,6,16,5
PA2288,5,3,14,5,8,3,5,13,4,10,18,5
PA2289,5,5,11,12,9,0,4,6,7,4,11,9
PA2290,31,28,52,29,14,21,11,11,18,19,41,15
