gene_id,Ctrl1,Ctrl2,Ctrl3,P5A1_25,P5A2_25,P5A3_25
PA3511,419,437,2209,245,241,242
PA3512,300,273,1503,255,240,242
PA3513,317,419,1921,527,443,427
PA3514,198,238,1027,359,315,349
PA3515,465,434,1967,840,904,827
PA3516,627,612,3046,579,556,524
PA3517,304,433,2025,370,359,306
PA3518,192,153,790,136,106,100
PA3519,153,97,669,56,59,91
PA3520,28,17,138,12,13,28
PA3521,269,293,1464,269,224,211
PA3522,498,564,2678,480,496,413
PA3523,245,215,1197,344,346,306
PA3524,292,221,1104,329,285,292
PA3525,4523,3808,20219,2556,2535,2487
PA3526,842,810,4072,400,453,450
PA3527,2686,2775,14283,2626,2607,2200
PA3528,1184,1163,6128,1154,1149,1162
PA3529,8806,7120,35938,2384,2072,2356
PA3530,48,50,240,86,70,91
PA3531,230,240,1061,499,441,425
PA3532,717,706,3602,1068,1131,1027
PA3533,184,123,637,353,277,333
PA3534,447,493,2684,631,590,565
PA3535,1276,1355,6397,1306,1254,1096
PA3536,268,190,1145,432,402,392
PA3537,1504,1410,6670,3552,3633,3227
PA3538,1921,1896,8861,4235,4137,3946
PA3539,764,815,4190,664,630,568
PA3540,429,464,2228,197,252,201
PA3541,347,300,1710,413,477,422
PA3542,226,262,1157,383,445,414
PA3543,373,326,1729,552,550,484
PA3544,294,325,1723,544,458,457
PA3545,411,422,1875,627,596,654
PA3546,247,267,1529,148,140,147
PA3547,252,211,995,162,148,120
PA3548,302,286,1474,240,239,240
PA3549,219,194,1205,180,205,168
PA3550,170,176,748,88,58,62
PA3551,753,685,3925,391,282,337
PA3552,4392,4251,20685,2274,2241,1885
PA3553,2435,2853,12216,1677,1634,1364
PA3554,7217,7331,35115,2867,2695,2410
PA3555,1555,1958,8936,597,568,460
PA3556,1792,1846,9144,544,470,404
PA3557,374,385,1743,102,73,70
PA3558,379,527,2406,140,104,72
PA3559,3289,3147,15019,816,764,667
PA3560,1154,1228,6089,577,627,503
PA3561,462,472,2266,397,368,320
PA3562,1331,1669,7731,1584,1694,1423
PA3563,1545,1701,8237,1329,1412,1220
PA3564,765,815,3801,1175,1290,1043
PA3565,527,717,3156,1323,1477,1130
PA3566,135,107,527,311,254,255
PA3567,1746,1648,8405,2148,2056,1937
PA3568,16710,15272,75140,10324,10547,10079
PA3569,9790,8895,44837,7022,7284,6707
PA3570,10998,10111,52308,11610,10666,10864
PA3571,150,240,874,361,340,316
PA3572,105,98,566,257,284,223
PA3573,3232,3420,17412,5706,5519,4916
PA3574,130,105,444,344,359,358
PA3574.1,495,413,1922,1736,1558,1640
PA3575,497,436,2441,1173,1041,1087
PA3576,350,306,1766,1372,1264,1171
PA3577,134,152,645,382,363,380
PA3578,2305,2080,10333,2685,2661,2517
PA3579,1144,1041,5153,1087,1125,1096
PA3580,157,165,955,233,236,207
PA3581,602,526,2504,400,401,337
PA3582,2528,2350,10973,1002,1017,1002
PA3583,340,353,1808,376,353,314
PA3584,2392,2589,12594,1250,1101,997
PA3585,241,323,1374,174,153,158
PA3586,1076,1229,5923,842,954,734
PA3587,710,699,3409,865,840,718
PA3588,254,260,997,581,593,568
PA3589,237,228,1049,216,190,191
PA3590,344,344,1913,348,274,357
PA3591,152,154,768,108,128,87
PA3592,175,193,1189,184,189,199
PA3593,299,326,1676,396,406,405
PA3594,233,241,1119,250,202,221
PA3595,269,313,1683,256,286,223
PA3596,510,498,2783,508,509,479
PA3597,338,381,2032,445,538,498
PA3598,291,259,1268,400,379,373
PA3599,493,448,2109,557,521,537
PA3600,75,71,364,75,67,73
PA3601,51,69,391,79,91,108
PA3602,742,733,3662,786,771,773
PA3603,159,149,732,403,428,354
PA3604,579,485,2391,1335,1297,1184
PA3605,537,544,2467,1245,1307,1259
PA3606,560,531,2739,839,846,755
PA3607,254,176,1277,216,273,273
PA3608,181,140,796,211,209,232
PA3609,113,104,599,140,106,145
PA3610,240,188,1188,522,443,460
PA3611,553,479,2522,679,590,615
PA3612,528,477,2364,541,527,513
PA3613,19777,20090,97016,11837,11717,10112
PA3614,4451,4470,23776,2696,2515,2414
PA3615,4226,4214,20312,3796,3699,3346
PA3616,928,685,3621,1223,1384,1248
PA3617,6477,5807,28959,7114,6927,6969
PA3618,415,455,2101,471,519,420
PA3619,280,253,1667,300,273,249
PA3620,4612,4893,23321,5158,5083,4672
PA3621,144,115,474,36,38,43
PA3621.1,134,119,642,274,280,285
PA3622,14261,12658,67243,8926,8646,8263
PA3623,3880,3165,16370,5091,4185,4390
PA3624,1390,1321,6532,2908,2447,2584
PA3625,1849,1852,9140,2866,2580,2434
PA3626,3187,3239,15581,3704,3717,3370
PA3627,1104,990,5622,1540,1603,1338
PA3628,2426,2361,12421,2653,2462,2173
PA3629,3205,3274,16585,4380,3798,3550
PA3630,230,239,1082,395,452,391
PA3631,1130,1066,6050,863,796,721
PA3632,267,187,1102,118,99,113
PA3633,1032,898,4821,430,478,391
PA3634,1505,1260,6678,469,420,417
PA3635,9265,8636,43353,3873,3794,3465
PA3636,7932,6546,35332,3587,3578,3566
PA3637,30801,26028,136470,12366,11579,12875
PA3638,1461,1235,6271,3419,3161,2916
PA3639,4797,4493,22435,3967,3902,3938
PA3640,6619,5687,28665,9360,8716,8666
PA3641,878,832,4429,1002,899,951
PA3642,261,275,1428,72,108,92
PA3643,1472,1419,6985,558,516,457
PA3644,3610,3385,16114,1747,1742,1608
PA3645,2142,1741,8629,838,832,849
PA3646,5402,4824,24565,3126,3148,2816
PA3647,862,830,4027,1364,1184,1250
PA3648,8583,7152,37030,5302,5165,5259
PA3649,1977,1652,8407,2501,2400,2293
PA3650,3174,3461,16719,1734,1786,1700
PA3651,1899,1703,8735,1332,1257,1164
PA3652,1924,1854,9717,1934,1981,1728
PA3653,2253,1679,9412,3182,3055,3089
PA3654,1509,1209,6780,3506,3135,3007
PA3655,4437,3697,20580,6644,6778,6313
PA3656,19648,18086,93664,17985,16768,18564
PA3657,4337,3341,16909,4210,4117,4505
PA3658,3890,3765,18697,3951,3843,3469
PA3659,1151,1259,5683,456,452,451
PA3660,369,414,1824,452,381,417
PA3661,31,24,151,147,82,119
PA3662,138,136,685,434,353,322
PA3663,211,187,993,514,420,461
PA3664,792,934,4170,978,1104,960
PA3665,1809,1742,9285,1807,1977,1512
PA3666,4576,4199,21616,2649,2499,2377
PA3667,2250,2279,12428,2682,2318,2219
PA3668,825,812,4166,623,696,539
PA3669,1020,1163,6038,1039,1002,832
PA3670,1319,1302,6427,1044,1098,988
PA3671,205,233,1129,477,519,479
PA3672,384,422,1766,1205,1170,1139
PA3673,2230,2003,10736,2474,2492,2387
PA3674,365,265,1269,293,264,251
PA3675,1021,998,4771,1066,969,968
PA3676,2499,2514,12059,2668,2797,2672
PA3677,1056,1171,5412,896,843,803
PA3678,974,909,4587,890,926,882
PA3679,1080,1102,5493,2836,2863,2399
PA3680,789,828,3842,1715,1905,1681
PA3681,411,441,1880,431,496,408
PA3682,597,716,3260,682,627,543
PA3683,559,598,2862,898,932,784
PA3684,485,549,2492,655,732,656
PA3685,832,1053,4699,1710,1691,1334
PA3686,2489,2215,11439,2638,2419,2528
PA3687,6770,6859,33890,5134,5019,4266
PA3688,1050,858,4627,499,494,511
PA3689,802,788,4077,470,430,475
PA3690,24237,26537,125552,3378,3342,2780
PA3691,14403,12436,66484,6084,5702,6064
PA3692,22397,19964,105842,7540,7903,7606
PA3693,838,822,4127,563,520,436
PA3694,567,491,2574,462,373,430
PA3695,1519,1385,7679,642,690,609
PA3696,920,925,4890,408,422,382
PA3697,1990,1960,9208,1032,1031,1033
PA3698,767,697,3624,738,831,737
PA3699,388,373,2048,589,585,521
PA3700,3334,2951,15134,3848,3912,3835
PA3701,5292,4640,22819,7225,7829,7448
PA3702,1621,1714,8228,1595,1581,1370
PA3703,1477,1424,6963,922,881,813
PA3704,5936,5768,28029,1705,1698,1572
PA3705,1259,1332,6528,477,459,432
PA3706,1979,2176,10712,1441,1434,1308
PA3707,951,959,4694,1140,1049,1016
PA3708,2716,2598,12160,2664,2685,2807
PA3709,1055,1216,5192,1427,1288,1382
PA3710,1575,1467,7521,3132,3010,2501
PA3711,2787,3129,14329,3609,3785,3284
PA3712,4183,3959,19356,3014,3141,3106
PA3713,600,597,3103,786,865,754
PA3714,108,124,497,333,389,368
PA3715,303,283,1484,1016,935,975
PA3716,1937,1747,9208,4351,3952,3631
PA3717,432,330,1504,610,559,533
PA3718,1350,1258,5365,1645,1646,1596
PA3719,114,107,503,344,271,266
PA3720,194,227,928,514,441,466
PA3721,397,337,1477,855,716,742
PA3722,223,208,1083,480,459,506
PA3723,2873,3136,15389,1181,1090,1050
PA3724,108680,100306,507167,2880,2634,2440
PA3725,1659,1659,7869,2487,2404,2348
PA3726,547,422,2291,561,599,614
PA3727,239,214,1194,174,225,144
PA3728,6539,6445,31314,7024,6891,6484
PA3729,2618,2713,12706,11626,11560,11066
PA3730,726,608,3390,6922,6426,6447
PA3731,2017,1957,9184,15846,15942,14781
PA3732,1085,1002,4868,9138,8694,7844
PA3733,1764,1533,8018,1116,1220,1116
PA3734,619,628,3329,139,121,157
PA3735,3533,3189,16045,2072,1992,2006
PA3736,2987,2528,14505,3916,3659,3595
PA3737,1333,1230,6480,1811,1678,1731
PA3738,380,455,2322,565,533,551
PA3739,1112,1141,5987,925,881,774
PA3740,564,647,2902,457,438,448
PA3741,73,78,384,595,593,578
PA3742,2539,2075,9795,15582,15328,14959
PA3743,10400,8496,43549,54599,56314,55742
PA3744,7755,5857,30958,22438,22409,21278
PA3745,2051,1903,10634,4013,4189,3774
PA3746,4494,4010,21140,6517,7204,6216
PA3747,376,287,1306,474,438,371
PA3748,822,733,3430,1213,1181,933
PA3749,388,479,1961,934,935,839
PA3750,1091,1297,5748,1097,1093,895
PA3751,2831,2687,13282,2840,2916,2918
PA3752,453,393,1933,707,696,664
PA3753,915,788,4253,2060,1731,1805
PA3754,658,590,3056,1179,1109,1160
PA3755,338,333,1642,379,366,344
PA3756,1009,821,4628,853,858,929
PA3757,83,105,445,218,180,154
PA3758,463,469,2061,768,586,550
PA3759,459,533,2616,510,459,379
PA3760,1688,1765,8630,1440,1442,1191
PA3761,783,636,3849,2103,2146,1936
PA3762,110,107,473,549,569,574
PA3763,19408,17807,91122,21412,22017,20428
PA3764,1086,1154,5229,1553,1518,1663
PA3765,209,276,1299,471,476,449
PA3766,549,486,2284,2281,2060,2041
PA3767,438,388,1953,1033,934,864
PA3768,3175,2862,15092,4369,4332,4238
PA3769,7886,7844,37373,3720,3701,3535
PA3770,8499,7949,41540,6836,6270,5701
PA3771,587,521,2810,384,439,416
PA3772,98,127,573,106,79,76
PA3773,118,180,702,86,84,78
PA3774,153,204,1145,114,127,108
PA3775,103,112,481,104,69,62
PA3776,157,192,876,267,190,176
PA3777,1649,1999,9484,2039,2116,1708
PA3778,676,509,2954,794,872,787
PA3779,1213,1156,5923,1357,1213,1112
PA3780,250,283,1229,657,653,591
PA3781,664,708,3542,1504,1456,1281
PA3782,1338,1367,6907,3907,3501,3276
PA3783,1632,1879,8806,1481,1578,1453
PA3784,3706,3103,15577,2191,2208,2288
PA3785,1537,1513,7485,1103,924,863
PA3786,358,415,1829,272,182,210
PA3787,659,548,2514,642,669,651
PA3788,997,923,4302,926,676,762
PA3789,3729,3901,18836,3064,2947,2802
PA3790,15526,13540,71927,2723,2541,2636
PA3791,912,980,4553,278,222,231
PA3792,4633,4296,22717,3565,3648,3774
PA3793,94,61,370,232,241,231
PA3794,182,183,1062,631,535,594
PA3795,1957,1708,8213,2119,1992,2120
PA3796,698,874,4272,1881,1510,1463
PA3797,1549,1534,6638,1897,1866,1980
PA3798,1885,1639,8017,2370,2287,2356
PA3799,3595,3226,16078,1984,1770,1730
PA3800,5756,5324,26191,3533,3427,3097
PA3801,2398,2208,11317,1878,1754,1691
PA3802,5482,4326,23075,1737,1774,1803
PA3803,3564,3090,17092,1643,1579,1507
PA3804,1705,1541,8480,1561,1491,1336
PA3805,1716,1452,7423,3025,2790,2763
PA3806,8060,7223,35156,10629,10276,10373
PA3807,5958,5595,29119,3665,3970,3624
PA3808,437,405,1954,277,345,292
PA3809,1372,1131,5952,625,608,696
PA3810,9377,8895,43923,5127,5220,4805
PA3811,2845,2519,12500,2297,2275,2116
PA3812,1806,1480,7518,1296,1209,1204
PA3813,2278,2147,10745,1540,1340,1234
PA3814,15941,13768,72352,9097,8860,8711
PA3815,6214,6078,31893,4816,4941,4748
PA3816,1317,1120,5551,2914,2656,2869
PA3817,874,826,4765,2277,2182,2037
PA3818,2381,2580,11443,3071,3158,2793
PA3819,4243,3971,20828,3608,3452,2778
PA3820,3553,3059,16110,1129,1146,1219
PA3821,8325,7293,36683,4067,3879,3965
PA3822,901,895,4958,674,645,628
PA3823,1670,1497,7810,2170,1935,1877
PA3824,37,15,108,6,8,5
PA3824.1,1052,1160,5513,1095,1106,1135
PA3825,417,369,1853,470,430,427
PA3826,165,128,615,244,241,303
PA3827,1038,918,4786,1409,1391,1458
PA3828,1661,1365,7161,1391,1317,1255
PA3829,280,267,1240,304,338,279
PA3830,404,342,1794,417,361,376
PA3831,9260,9063,45221,8402,8451,7821
PA3832,859,867,4004,1181,1034,930
PA3833,276,257,1172,497,408,441
PA3834,8576,7570,39056,10431,10145,9968
PA3835,81,116,585,155,155,108
PA3836,1898,1411,7863,1857,1555,1861
PA3837,1157,1081,5405,847,857,815
PA3838,1234,1400,6743,686,760,637
PA3839,1027,1171,5630,1309,1098,1072
PA3840,383,312,1649,490,426,404
PA3841,839,615,3965,602,587,680
PA3842,104,85,514,146,159,149
PA3843,273,264,1473,329,301,259
PA3844,476,468,2297,402,413,347
PA3845,716,682,3313,646,644,590
PA3846,711,692,3465,549,470,425
PA3847,301,324,1868,342,280,270
PA3848,1857,1786,9196,1007,1042,953
PA3849,2849,2310,12793,3729,3554,3816
PA3850,1129,1089,5440,2624,2422,2044
PA3851,1729,1628,7705,2022,2122,2117
PA3852,1331,1266,6403,2062,2038,1893
PA3853,944,811,4119,1820,1737,1675
PA3854,365,264,1413,769,708,711
PA3855,696,533,3259,1411,1375,1256
PA3856,588,543,2954,724,566,604
PA3857,1943,1898,9817,1249,1053,1045
PA3858,2947,2759,13735,2266,1961,1903
PA3859,725,791,3712,622,582,533
PA3860,2825,2728,13508,1740,1673,1538
PA3861,2861,2946,14064,1365,1109,1149
PA3862,519,407,2734,1031,1062,895
PA3863,639,604,3427,1275,1235,1070
PA3864,427,405,1891,1331,1211,1109
PA3865,68,39,292,24,17,15
PA3865.1,473,488,2373,968,1064,989
PA3866,1486,1149,5837,237,196,204
PA3867,74,78,473,110,120,128
PA3868,96,101,469,112,101,110
PA3869,47,38,245,70,34,51
PA3870,371,399,2213,596,660,617
PA3871,346,339,1710,301,268,251
PA3872,245,282,1279,189,172,160
PA3873,300,360,1574,158,196,174
PA3874,585,588,2897,354,388,315
PA3875,1559,1584,7763,1025,922,896
PA3876,268,328,1397,263,284,269
PA3877,324,267,1573,329,313,318
PA3878,1486,1446,7486,2274,2004,1748
PA3879,1174,944,4799,1946,1658,1650
PA3880,246,267,1175,562,475,449
PA3881,316,411,2180,676,622,567
PA3882,1767,1693,8943,1313,1335,1082
PA3883,731,837,4068,579,641,558
PA3884,195,189,1225,268,225,194
PA3885,126,142,771,140,137,150
PA3886,1261,1192,5996,1883,1591,1592
PA3887,645,680,3157,862,871,825
PA3888,1291,1482,6891,876,803,768
PA3889,2719,2209,11046,1362,1301,1291
PA3890,1191,992,4763,482,542,408
PA3891,2791,2623,13398,1004,877,891
PA3892,249,285,1275,131,91,100
PA3893,450,426,2301,581,587,538
PA3894,296,339,1522,426,427,401
PA3895,617,552,2990,704,703,693
PA3896,716,692,3348,860,800,812
PA3897,400,406,1630,967,815,870
PA3898,472,393,2315,699,642,658
PA3899,315,363,1621,608,556,539
PA3900,736,884,4158,1209,1278,977
PA3901,1209,1203,6136,3063,2727,2633
PA3902,432,329,1964,487,480,497
PA3903,2509,2156,11785,2137,2043,1976
PA3904,94,101,584,110,95,81
PA3905,271,238,1204,171,163,153
PA3906,154,135,696,92,95,109
PA3907,308,229,1472,171,108,149
PA3908,211,201,1133,144,134,132
PA3909,704,776,3921,649,548,525
PA3910,462,476,2292,368,364,339
PA3911,358,395,1971,222,188,182
PA3912,538,533,2716,587,543,544
PA3913,626,573,2727,745,757,686
PA3914,295,348,1555,267,325,248
PA3915,122,180,852,161,167,143
PA3916,600,614,2831,606,617,508
PA3917,513,443,2005,548,520,472
PA3918,496,499,2396,632,592,565
PA3919,1265,1208,5619,932,924,990
PA3920,2475,2778,12943,1489,1509,1341
PA3921,7793,8131,39269,5249,5598,4915
PA3922,15839,13465,70586,1789,1538,1609
PA3923,13351,11043,57482,3849,3502,3060
PA3924,2328,1836,9401,775,759,729
PA3925,3407,3103,15391,1162,1176,1172
PA3926,483,422,2376,639,675,566
PA3927,206,220,1209,382,388,331
PA3928,193,126,797,145,160,158
PA3929,2144,1828,9573,1498,1522,1443
PA3930,3513,2767,15129,1100,1056,1152
PA3931,114,98,541,651,580,586
PA3932,263,281,1474,676,731,645
PA3933,766,705,3442,551,580,613
PA3934,1258,1416,6415,737,768,709
PA3935,221,255,1106,752,785,757
PA3936,234,244,1322,1348,1412,1232
PA3937,207,154,852,2987,2771,2687
PA3938,155,178,937,3921,3704,3211
PA3939,141,206,922,1228,1079,882
PA3940,94,75,552,167,141,126
PA3941,370,317,1611,815,810,702
PA3942,700,585,3011,1505,1468,1492
PA3943,1659,1827,8800,1586,1673,1522
PA3944,490,536,2836,697,741,699
PA3945,808,690,3385,787,693,756
PA3946,582,554,2946,433,479,503
PA3947,219,189,949,154,197,184
PA3948,529,492,2255,572,508,593
PA3949,414,524,2518,1418,1331,1098
PA3950,1135,1130,6122,2426,2298,1906
PA3951,443,431,1969,1057,942,847
PA3952,1186,1349,6320,1199,1137,965
PA3953,112,152,800,109,131,84
PA3954,217,205,964,206,154,134
PA3955,191,219,1121,360,289,245
PA3956,296,269,1366,378,442,397
PA3957,701,693,3423,618,679,557
PA3958,1344,1231,6021,1065,1137,951
PA3959,213,265,1274,740,648,612
PA3960,169,177,818,645,581,504
PA3961,2693,3200,14649,3822,4037,3389
PA3962,225,178,954,253,265,264
PA3963,403,464,2015,864,842,788
PA3964,205,234,878,309,313,287
PA3965,113,80,503,254,306,338
PA3966,178,119,597,349,413,404
PA3967,307,321,1639,910,859,716
PA3968,159,184,988,644,645,512
PA3969,1021,1049,4652,1592,1575,1480
PA3970,2713,2814,13398,1871,1941,1720
PA3971,1443,1389,7475,469,427,474
PA3972,10149,8858,45208,2595,2514,2316
PA3973,1710,1617,7612,1075,1123,937
PA3974,1692,1428,7260,1752,1839,1499
PA3975,2656,3014,13956,1887,1906,1615
PA3976,1671,1816,9331,1111,1198,876
PA3977,5305,5214,26284,3264,3255,3030
PA3978,1190,998,5491,3041,2539,2721
PA3979,273,260,1318,1022,964,1039
PA3980,4488,4247,20921,4223,4316,3859
PA3981,4692,3998,20704,3935,4001,3828
PA3982,1989,1763,8566,1655,1687,1537
PA3983,2379,2333,11731,1242,1277,1282
PA3984,1277,1438,6581,2060,1905,2020
PA3985,401,531,2371,624,586,540
PA3986,214,107,767,119,110,95
PA3987,14855,14020,71587,32775,33481,31933
PA3988,3209,2776,14396,6586,6976,6743
PA3989,1481,1431,7823,1855,1595,1456
PA3990,23,38,223,60,67,42
PA3991,93,65,445,112,104,135
PA3992,2114,1953,10300,2384,2126,2082
PA3993,0,0,0,0,0,0
PA3994,125,136,812,220,217,202
PA3995,616,611,2959,382,403,350
PA3996,3560,3294,16576,3007,2748,2476
PA3997,3922,3297,16251,4081,4090,4160
PA3998,1756,1477,7480,1076,1070,1080
PA3999,6459,5843,30599,3886,3750,3279
PA4000,5070,4132,21744,4352,4262,4348
PA4001,2226,1798,9116,2453,2433,2396
PA4002,1010,904,4467,837,871,761
PA4003,2328,2235,10982,3211,3128,2917
PA4004,1497,1685,8107,2759,2936,2280
PA4005,1494,1372,6885,3218,3111,2949
PA4006,3874,3790,18383,7694,7581,6961
PA4007,5415,5038,25197,6937,6748,6674
PA4008,350,354,1876,525,434,414
PA4009,201,186,1057,305,371,279
PA4010,3116,2546,14494,3088,2972,2837
PA4011,6321,6090,30250,4655,4788,4167
PA4012,2501,2751,12901,2417,2407,2183
PA4013,1009,1105,4996,1741,1628,1545
PA4014,174,182,770,276,249,307
PA4015,177,119,678,140,103,129
PA4016,1381,1186,6371,1446,1411,1289
PA4017,1227,1298,6722,1608,1464,1309
PA4018,437,505,2356,620,574,482
PA4019,1778,1756,8876,2036,2077,1868
PA4020,3223,3257,16109,4093,3900,3880
PA4021,3736,3713,18589,6261,5878,5577
PA4022,1295,1274,6429,740,616,544
PA4023,1292,1125,5743,844,818,795
PA4024,1472,1522,8012,946,892,858
PA4025,847,844,4456,479,415,362
PA4026,381,359,2038,535,586,665
PA4027,450,413,2190,718,716,677
PA4028,40,65,373,112,117,89
PA4029,666,663,3745,1044,1080,1030
PA4030,1150,1357,6974,2618,2581,2247
PA4031,863,742,3886,1421,1301,1406
PA4032,508,521,2395,1288,1353,1241
PA4033,49,47,246,79,108,112
PA4034,232,281,1131,304,310,259
PA4035,619,703,3176,1692,1766,1626
PA4036,795,892,4162,3121,3040,2612
PA4037,95,68,469,78,69,59
PA4038,47,63,405,88,89,72
PA4039,213,252,1269,398,419,460
PA4040,428,465,2320,481,502,496
PA4041,539,485,2837,567,525,429
PA4042,163,127,761,395,482,442
PA4043,1434,1314,6573,2939,2904,2612
PA4044,5467,5302,27218,5268,5080,4707
PA4045,728,623,3609,2192,2088,1783
PA4046,686,563,3021,1942,1698,1709
PA4047,1050,950,4580,2039,2094,1952
PA4048,260,227,1416,292,218,203
PA4049,445,472,1980,602,445,454
PA4050,529,500,2361,821,752,730
PA4051,2614,2740,13827,3556,3466,2947
PA4052,2214,2211,10474,2923,2707,2661
PA4053,2891,2526,13341,3399,3229,3265
PA4054,7685,7604,36121,7745,7649,6440
PA4055,3574,3220,16537,5174,4927,4777
PA4056,2626,2797,13121,4252,4190,3770
PA4057,415,409,1983,819,842,721
PA4058,234,235,1131,451,380,297
PA4059,242,242,1092,426,415,340
PA4060,177,217,957,488,447,352
PA4061,1746,1604,8563,1967,1975,1741
PA4062,430,402,1939,420,411,394
PA4063,142,173,808,100,101,111
PA4064,274,283,1238,209,208,175
PA4065,914,803,3782,853,827,730
PA4066,242,155,988,228,177,221
PA4067,6241,4589,22358,5849,5648,5704
PA4068,2272,2105,10513,4143,3904,3452
PA4069,2895,2477,12526,3836,3925,3946
PA4070,735,660,3477,1158,1049,1053
PA4071,75,77,459,144,89,112
PA4072,321,330,1899,637,560,564
PA4073,421,404,2243,1875,1817,1689
PA4074,497,478,2303,1759,1649,1461
PA4075,904,1001,4713,1820,1602,1663
PA4076,49,54,268,63,63,72
PA4077,40,40,169,59,41,54
PA4078,21819,21588,108320,1573,1616,1335
PA4079,1656,1578,7793,466,611,473
PA4080,352,258,1624,363,362,279
PA4081,177,175,773,398,327,369
PA4082,474,477,2464,415,375,314
PA4083,75,81,529,84,78,82
PA4084,536,570,2688,325,358,284
PA4085,59,76,513,68,92,59
PA4086,88,69,438,49,51,69
PA4087,95,71,452,45,62,50
PA4088,217,254,1052,254,196,245
PA4089,146,175,799,155,145,147
PA4090,95,76,477,77,63,77
PA4091,417,494,2301,505,466,456
PA4092,294,261,1077,321,341,296
PA4093,146,158,870,244,255,248
PA4094,859,840,4019,1442,1412,1367
PA4095,68,74,298,59,39,44
PA4096,123,170,754,255,225,251
PA4097,134,198,951,445,392,372
PA4098,136,153,800,228,236,183
PA4099,197,249,1092,256,258,241
PA4100,480,471,2392,603,666,548
PA4101,333,369,1886,327,366,315
PA4102,498,562,2846,346,322,358
PA4103,100,85,502,89,82,76
PA4104,44,53,256,33,38,26
PA4105,58,65,531,48,48,40
PA4106,103,124,587,68,81,93
PA4107,69,54,480,54,47,58
PA4108,794,753,3990,868,790,834
PA4109,306,419,1809,481,447,368
PA4110,520,521,2649,681,686,743
PA4111,412,438,2213,432,371,364
PA4112,4653,5113,25258,2358,2241,1913
PA4113,465,489,2250,1263,980,924
PA4114,297,260,1693,491,461,397
PA4115,910,854,4346,700,706,705
PA4116,377,345,2044,289,308,281
PA4117,2483,2134,10937,1500,1481,1348
PA4118,309,261,1397,840,774,637
PA4119,463,577,2608,1180,1211,934
PA4120,505,435,2085,694,731,659
PA4121,202,154,846,182,199,164
PA4122,183,244,1070,237,188,209
PA4123,330,321,1709,331,370,320
PA4124,461,374,2231,647,623,578
PA4125,160,140,739,195,158,179
PA4126,326,339,1567,1469,1253,1254
PA4127,672,684,3295,2401,2208,2230
PA4128,2640,3061,13763,5794,5102,4888
PA4129,5578,5642,27045,6075,5577,5013
PA4130,13540,12887,65818,18846,19123,16521
PA4131,6181,6195,30848,5984,5631,4963
PA4132,6540,6288,31678,7803,7528,6369
PA4133,19483,16825,87142,13006,11583,12903
