"locus","SCV24_1","SCV24_2","REVa_1","REVa_2","REVb_1","REVb_2","SCV104357_1","SCV104357_2"
"PA14_39790",0,3,8,6,2,0,0,0
"PA14_39800",91,49,34,105,362,11,37,97
"PA14_39810",12,6,5,26,59,1,8,14
"PA14_39820,ufrA",31,33,50,27,49,7,25,28
"PA14_39830",18,13,14,9,16,1,11,21
"PA14_39850",2,3,3,6,4,1,4,1
"PA14_39860",11,5,12,9,11,3,23,12
"PA14_39870,apaH",2,8,11,8,4,1,14,31
"PA14_39880,phzG2",1114,711,778,266,629,76,11,5
"PA14_39890,phzF2",1661,959,1045,316,802,92,16,22
"PA14_39910,phzE2",1671,700,1163,392,705,90,25,35
"PA14_39925,phzD2",550,189,385,126,197,23,8,13
"PA14_39945,phzC2",1317,629,1066,248,493,62,15,18
"PA14_39960,phzB2",1507,827,1010,485,676,110,44,39
"PA14_39970,phzA2",1217,695,586,170,269,72,9,13
"PA14_39980,qscR",375,573,411,359,508,80,26,23
"PA14_39990",1238,1234,1830,1289,2402,354,1,6
"PA14_40010",1206,902,1714,1911,3176,376,3,2
"PA14_40020",5727,4522,7559,7910,10017,1966,26,30
"PA14_40030",4006,3451,4890,5113,5337,1297,17,26
"PA14_40040",667,882,845,854,1174,150,13,15
"PA14_40050",138,216,200,232,325,27,7,6
"PA14_40060",50,68,42,72,84,12,0,1
"PA14_40070",30,37,44,40,40,2,23,45
"PA14_40080",60,110,4,2,28,6,300,451
"PA14_40100",0,1,0,0,1,0,9,8
"PA14_40110",0,0,0,0,0,0,1,2
"PA14_40120,polB",39,79,125,118,135,12,166,143
"PA14_40130",8,17,45,21,37,4,56,109
"PA14_40150",5,16,34,18,25,2,31,48
"PA14_40160,nuoA",4,3,5,3,7,0,23,15
"PA14_40170,sugE",0,0,4,0,0,0,6,11
"PA14_40180",374,250,1058,1003,1163,263,161,270
"PA14_40200",320,313,1034,1008,1107,148,443,361
"PA14_40210",1,4,4,6,5,0,1,11
"PA14_40220",6,6,4,8,8,1,7,5
"PA14_40230",20,27,30,39,61,6,54,55
"PA14_40240",11,16,23,21,44,2,22,24
"PA14_40250,opmL",15,18,21,16,13,3,46,49
"PA14_40260",97,122,186,145,219,28,142,181
"PA14_40270",0,0,0,2,5,0,7,16
"PA14_40280",41,48,112,79,82,18,301,418
"PA14_40290,lasA",712,315,1783,1049,1631,247,90,70
"PA14_40300",24,36,18,4,22,3,106,141
"PA14_40310",57,56,42,34,60,7,69,64
"PA14_40320,xqhA",6,9,7,11,6,1,16,11
"PA14_40330",2,3,4,1,1,0,1,3
"PA14_40340",7,14,6,14,11,2,42,73
"PA14_40350",25,47,46,50,33,5,123,202
"PA14_40370",32,68,44,48,39,9,191,215
"PA14_40380",4,5,6,6,6,1,9,9
"PA14_40390,modA",57,39,101,68,78,13,80,93
"PA14_40410,modB",11,16,37,16,17,3,23,31
"PA14_40420,modC",26,40,61,60,46,8,79,99
"PA14_40430",83,72,256,179,254,26,49,66
"PA14_40440",69,43,114,65,57,18,85,80
"PA14_40450,str",45,47,120,86,69,15,45,63
"PA14_40470",0,0,0,0,0,0,1,0
"PA14_40490,yedI",91,150,76,66,52,20,111,236
"PA14_40510,ccoN-2",104,217,226,175,88,21,91,55
"PA14_40520",1,0,1,2,0,0,1,2
"PA14_40540",1,4,2,3,4,0,4,1
"PA14_40550",22,44,27,29,24,6,88,113
"PA14_40560",1813,2331,2191,1544,1079,275,1416,994
"PA14_40570",5,8,51,59,48,7,11,12
"PA14_40600",8,4,15,7,9,0,32,48
"PA14_40610",0,0,1,0,2,0,1,2
"PA14_40620",2,4,8,8,9,0,9,11
"PA14_40630,yhgI",352,552,1179,5116,6101,840,1705,1992
"PA14_40640,cti",183,427,287,320,323,52,372,312
"PA14_40650",344,149,12,8,10,4,7,7
"PA14_40660",18,8,1,1,0,0,1,2
"PA14_40670,metH",790,1269,1283,1362,1165,227,1490,2056
"PA14_40690",35,73,85,131,126,8,136,159
"PA14_40700",8,7,7,13,11,4,28,49
"PA14_40710",34,72,38,41,60,6,105,156
"PA14_40730",41,53,73,73,78,15,78,70
"PA14_40740",115,75,226,395,530,47,48,42
"PA14_40750",265,171,629,632,694,95,197,248
"PA14_40770,cysI",1125,291,679,681,206,103,654,605
"PA14_40780",76,18,39,83,12,8,138,200
"PA14_40790",11,18,20,16,18,1,25,37
"PA14_40800",15,7,39,30,37,6,33,54
"PA14_40820",12,3,12,17,13,1,14,12
"PA14_40830,yhfP",233,193,606,557,654,92,935,992
"PA14_40840,sohB",925,1330,2757,1980,2354,427,4185,4456
"PA14_40850,gpmA",1576,1417,3268,3779,3004,708,2088,2778
"PA14_40860",300,284,638,936,909,137,1140,1536
"PA14_40880",203,146,617,396,413,77,341,393
"PA14_40890",94,66,285,184,276,49,396,455
"PA14_40900",5,0,4,2,7,0,13,12
"PA14_40910",33,27,58,65,76,8,96,118
"PA14_40930",7,12,23,26,26,3,37,26
"PA14_40940",1,4,3,2,4,0,1,5
"PA14_40950,nudC",176,279,502,394,422,54,633,686
"PA14_40960,fimL",313,403,770,475,460,75,906,1037
"PA14_40980",412,518,899,468,586,87,858,1331
"PA14_41000,nhaB",18,26,102,84,106,15,122,135
"PA14_41010",150,163,551,478,461,59,179,203
"PA14_41020,adi",676,456,2612,1340,1187,285,888,1133
"PA14_41030",114,158,468,338,454,51,663,929
"PA14_41050,dnaQ",63,85,121,109,109,14,166,222
"PA14_41060,rnhA",211,371,445,403,451,78,550,584
"PA14_41070",218,357,535,360,402,66,737,1082
"PA14_41080",177,240,461,279,368,59,246,314
"PA14_41090,mltD",1210,2065,1391,826,1112,195,1573,1990
"PA14_41110",481,389,1150,1081,913,232,818,892
"PA14_41130",351,484,1271,1370,1393,256,912,972
"PA14_41140",165,253,488,594,703,135,350,423
"PA14_41150",68,83,222,232,303,46,275,393
"PA14_41160",331,430,998,1114,1282,186,572,591
"PA14_41170,fabI",97,133,285,372,397,62,379,497
"PA14_41190,ppiD",844,1244,1280,912,1030,238,2578,2699
"PA14_41200",26,40,35,33,50,25,173,241
"PA14_41210,hupB",1461,1795,3652,3380,5182,536,4021,4448
"PA14_41220,lon",13284,14576,24251,31671,36771,6981,26858,27944
"PA14_41230,clpX",5787,7428,11966,17504,20058,3388,19345,21913
"PA14_41240,clpP",1560,3393,3402,2664,3773,626,3004,3864
"PA14_41250,tig",1546,2842,2707,2050,1947,317,3286,3182
"PA14_41260",71,110,56,78,73,12,65,101
"PA14_41270",89,128,119,66,80,14,50,62
"PA14_41280",26,49,31,23,18,7,44,49
"PA14_41290",1,2,2,1,1,0,3,5
"PA14_41300",18,80,1,4,5,2,116,125
"PA14_41320",10,40,15,19,26,2,549,358
"PA14_41330",27,120,30,32,65,7,58,61
"PA14_41340",84,212,109,119,149,26,361,329
"PA14_41350,folD",206,599,242,358,427,65,201,251
"PA14_41360,cysS",919,1293,2377,2302,1821,417,2219,2666
"PA14_41380,glnS",1205,1505,2632,1868,2013,364,2384,3158
"PA14_41390,ppiB",673,521,1984,1871,1661,262,2086,2063
"PA14_41400",34,40,71,77,88,12,178,215
"PA14_41420",273,167,66,48,39,12,32,23
"PA14_41430,miaE",7,19,20,15,12,0,58,126
"PA14_41440,uspA",980,516,4508,1420,1152,248,8103,8188
"PA14_41450",34,57,40,47,69,11,41,78
"PA14_41470,acnB",1947,1542,4941,5062,5853,970,6434,7962
"PA14_41480,nasS",2,6,9,8,10,3,2,3
"PA14_41490,nasT",0,0,2,3,2,1,1,4
"PA14_41500",335,255,488,442,533,96,2382,2274
"PA14_41510,nasA",1,0,0,0,1,0,10,10
"PA14_41520,ppkB",4,1,0,5,7,1,20,21
"PA14_41530,nirB",21,15,18,16,25,4,13,14
"PA14_41540,nirD",1,4,3,3,5,3,1,5
"PA14_41560,nasA",11,11,8,7,6,0,10,23
"PA14_41563,cobA",8,15,8,12,19,6,32,24
"PA14_41570,oprF",7227,12765,12469,12508,15834,2129,29053,35484
"PA14_41575,sigX",9763,23434,19553,19176,21439,3726,6353,5138
"PA14_41590,cmpX",11450,18103,15798,11959,9293,2795,5060,3749
"PA14_41610,crfX",811,1441,728,837,650,119,557,645
"PA14_41630,cmaX",329,358,564,375,444,65,507,582
"PA14_41640,menG",140,281,561,346,657,158,516,729
"PA14_41650,estX",23,56,24,25,26,4,68,64
"PA14_41670,ppsA",3833,4817,7917,6160,5306,1162,7326,6014
"PA14_41680,ydiA",370,467,1172,910,1005,171,941,882
"PA14_41690",370,884,371,313,408,78,412,604
"PA14_41710",721,1050,1244,1056,811,158,1240,1067
"PA14_41730",1345,1963,2089,2811,1719,440,3001,2575
"PA14_41740",91,95,239,177,166,32,83,95
"PA14_41750",67,130,207,156,174,29,20,26
"PA14_41760",158,264,518,520,567,110,140,152
"PA14_41780",149,219,513,639,633,102,103,130
"PA14_41790",83,91,307,377,563,60,115,128
"PA14_41800",816,1336,2804,2838,3426,492,711,890
"PA14_41810",784,965,2642,2071,2124,300,879,1445
"PA14_41820,pabB",95,183,222,230,245,37,215,310
"PA14_41830,thrH",41,58,43,54,57,17,89,82
"PA14_41840,cysH",203,189,295,177,157,32,166,209
"PA14_41860",7,9,24,16,15,0,24,25
"PA14_41870,cysB",1102,1058,1956,2117,2641,485,1141,1428
"PA14_41880",147,142,376,542,578,76,436,432
"PA14_41900,panE",220,235,530,346,368,42,462,556
"PA14_41910",43,29,134,80,64,7,58,115
"PA14_41920,aroF-1",760,1392,1309,951,1148,275,881,792
"PA14_41930",394,606,812,647,548,87,679,778
"PA14_41950",19,24,45,32,42,1,46,58
"PA14_41960",2,3,6,7,13,2,7,13
"PA14_41970",164,1052,1166,1414,1426,151,1327,1349
"PA14_41980",109,116,153,144,206,16,112,264
"PA14_41990",8,5,13,84,73,16,5,9
"PA14_42000",0,2,0,11,10,0,2,2
"PA14_42010",342,210,877,879,773,190,1967,2287
"PA14_42020,arsC",22,54,31,29,41,6,103,204
"PA14_42030",1,0,2,4,3,2,4,3
"PA14_42050",4,4,9,11,8,1,17,23
"PA14_42060",44,40,92,65,82,9,101,102
"PA14_42080,fadB",90,70,287,273,315,39,203,228
"PA14_42090",98,60,317,300,251,55,141,166
"PA14_42100",12,19,34,22,18,4,66,61
"PA14_42120",11,19,25,25,16,3,43,43
"PA14_42130",55,63,78,92,117,7,40,32
"PA14_42140",78,102,114,136,218,28,55,53
"PA14_42150",131,147,176,182,249,28,42,52
"PA14_42160",81,69,110,95,173,22,85,94
"PA14_42180",25,19,46,48,73,6,106,138
"PA14_42200",40,52,62,75,112,12,114,180
"PA14_42220",39,81,78,75,68,6,65,50
"PA14_42230,bglX",106,122,137,120,59,15,258,229
"PA14_42250,pscL",17,26,74,85,54,10,31,23
"PA14_42260,pscK",7,3,21,26,10,3,9,10
"PA14_42270,pscJ",30,24,131,180,123,17,91,97
"PA14_42280,pscI",18,21,89,124,96,14,43,50
"PA14_42290,pscH",5,8,61,100,54,12,14,16
"PA14_42300,pscG",2,1,7,20,8,0,2,14
"PA14_42310,pscF",35,22,241,313,140,45,53,58
"PA14_42320,pscE",6,5,81,130,86,12,15,21
"PA14_42340,pscD",15,23,158,256,125,23,20,35
"PA14_42350,pscC",20,17,100,129,52,12,42,59
"PA14_42360,pscB",0,2,5,12,7,0,6,3
"PA14_42380,exsD",29,44,126,131,73,12,55,50
"PA14_42390,exsA",99,167,450,328,198,37,63,68
"PA14_42400,exsB",29,53,221,178,101,21,32,25
"PA14_42410",7,9,39,37,17,5,7,5
"PA14_42430,exsC",23,45,175,102,88,9,22,23
"PA14_42440,popD",11,17,152,205,154,24,38,55
"PA14_42450,popB",81,78,1112,1490,707,156,189,190
"PA14_42460,pcrH",10,12,229,269,146,32,40,39
"PA14_42470,pcrV",15,13,176,145,69,8,12,17
"PA14_42480,pcrG",6,5,60,33,22,4,5,0
"PA14_42490,pcrR",4,3,11,14,8,0,4,6
"PA14_42500,pcrD",34,19,84,120,64,10,66,75
"PA14_42510,pcr4",0,0,1,2,1,1,1,3
"PA14_42520,pcr3",0,1,6,2,1,0,1,1
"PA14_42530,pcr2",2,1,3,4,2,1,3,0
"PA14_42540,pcr1",1,1,12,10,6,2,5,8
"PA14_42550,popN",3,3,22,18,18,2,4,12
"PA14_42570,pscN",4,1,38,40,18,3,11,9
"PA14_42580,pscO",0,0,9,10,2,1,2,0
"PA14_42600,pscP",0,0,10,24,6,4,2,3
"PA14_42610,pscQ",4,2,25,64,14,1,4,5
"PA14_42620,pscR",2,4,19,69,21,5,6,6
"PA14_42630,pscS",0,0,1,13,8,2,6,10
"PA14_42640,pscT",1,1,8,13,6,1,4,5
"PA14_42660,pscU",4,5,18,48,17,3,8,14
"PA14_42670",255,239,603,901,458,120,1463,1514
"PA14_42680",350,539,780,766,467,129,621,650
"PA14_42690,speE",24,45,45,73,56,9,143,162
"PA14_42700,alkA",19,30,67,39,53,6,79,108
"PA14_42710",3,10,13,19,12,0,16,15
"PA14_42720,masA",32,50,70,63,59,8,117,159
"PA14_42730",143,209,348,293,237,62,652,708
"PA14_42740",215,303,433,434,392,66,476,516
"PA14_42750",68,156,128,84,94,28,130,136
"PA14_42760,aroC",90,160,158,133,194,28,527,957
"PA14_42770",18,40,37,42,37,11,49,68
"PA14_42780",15,15,13,20,20,4,16,42
"PA14_42790",48,78,94,66,80,14,135,197
"PA14_42820",212,127,423,511,432,97,1020,1349
"PA14_42830",23,67,24,53,50,5,142,147
"PA14_42840",27,88,36,54,67,7,122,114
"PA14_42850,folE",98,136,122,82,94,19,271,346
"PA14_42860",904,412,4119,736,441,113,9681,9447
"PA14_42870",44,36,119,76,100,10,124,155
"PA14_42880,stk1",2,8,5,5,5,3,2,0
"PA14_42890,stp1",15,13,14,16,15,3,7,13
"PA14_42900",119,171,102,100,79,11,53,38
"PA14_42910",43,52,22,34,29,5,11,9
"PA14_42920",97,97,108,110,103,16,40,42
"PA14_42940",72,117,116,101,75,22,14,17
"PA14_42950",64,88,56,43,46,6,4,9
"PA14_42960",13,14,12,3,6,0,4,5
"PA14_42970",128,85,92,81,45,18,16,18
"PA14_42980",132,164,148,128,98,17,58,80
"PA14_42990",88,99,75,57,56,10,21,22
"PA14_43000",113,157,171,92,112,13,22,22
"PA14_43020",13,18,26,16,23,2,2,3
"PA14_43030",247,372,330,225,235,46,39,49
"PA14_43040",283,313,285,199,189,64,34,37
"PA14_43050",343,545,577,432,527,84,240,211
"PA14_43070,hcpD",29,52,54,57,32,17,38,38
"PA14_43080",2,6,10,5,6,3,4,3
"PA14_43090",0,0,1,0,0,0,0,0
"PA14_43100",0,0,1,1,3,1,1,1
"PA14_43110",96,96,489,252,373,50,1721,1991
"PA14_43130",106,87,509,264,450,56,1704,2079
"PA14_43140",4,14,32,13,13,4,86,126
"PA14_43150",24,21,31,22,28,5,69,65
"PA14_43160,benE",34,30,121,110,102,15,23,24
"PA14_43170",140,96,270,198,190,26,99,132
"PA14_43180",20,27,19,27,26,7,26,37
"PA14_43190",47,62,157,85,102,13,99,112
"PA14_43200",36,33,183,68,44,6,249,337
"PA14_43220",17,16,31,44,21,8,64,64
"PA14_43230",19,11,20,19,20,7,36,26
"PA14_43240",23,29,40,48,58,9,97,143
"PA14_43250",35,29,56,52,77,6,25,22
"PA14_43270,ybbB",169,203,355,262,312,38,498,681
"PA14_43280,selD",125,172,305,226,281,24,423,542
"PA14_43290",94,99,247,179,257,32,267,261
"PA14_43300",92,111,390,216,222,36,375,557
"PA14_43310",23,44,6,7,6,1,7,13
"PA14_43320,glsA",7,8,9,5,11,0,12,20
"PA14_43340,kdpE",14,17,23,29,20,5,61,92
"PA14_43350,kdpD",50,38,95,99,86,10,100,79
"PA14_43370,kdpC",2,2,3,6,6,0,7,8
"PA14_43380,kdpB",7,9,24,22,17,6,16,41
"PA14_43400,kdpA",3,9,11,7,8,6,24,15
"PA14_43405,kdbF",0,2,1,2,2,0,4,5
"PA14_43420",48,33,124,89,96,10,365,405
"PA14_43430",317,251,480,228,206,47,994,1093
"PA14_43440",41,38,121,78,100,13,188,386
"PA14_43460,paaH",40,22,122,91,84,9,203,225
"PA14_43480",86,79,130,75,55,16,137,149
"PA14_43490",12,8,14,4,4,1,29,40
"PA14_43510",39,69,34,50,69,10,256,327
"PA14_43520",38,45,107,110,104,14,332,585
"PA14_43530",161,178,395,348,388,67,920,1336
"PA14_43540",15,15,39,43,44,12,64,64
"PA14_43550",45,39,150,130,122,18,80,94
"PA14_43570",0,6,1,3,3,1,11,14
"PA14_43580",19,31,45,54,67,7,82,137
"PA14_43600",14,20,63,49,59,6,79,156
"PA14_43610",253,147,814,472,628,67,886,967
"PA14_43620,sixA",51,63,106,95,84,12,143,133
"PA14_43630",57,83,189,120,140,23,236,238
"PA14_43640,gpsA",579,929,1156,857,1204,263,1388,1972
"PA14_43650",148,191,321,171,137,32,40,63
"PA14_43660",127,218,151,165,135,37,33,46
"PA14_43670",627,947,1368,1402,922,220,915,1187
"PA14_43680,fabA",1114,3105,1685,1827,1844,563,1045,1294
"PA14_43690,fabB",5832,15345,10636,9312,8589,2328,5669,5341
"PA14_43710",23,106,38,57,42,19,66,64
"PA14_43720",12,12,20,20,25,2,120,134
"PA14_43730",12,15,4,3,8,0,49,50
"PA14_43740",68,86,25,22,46,7,163,377
"PA14_43760",104,96,553,161,164,36,998,754
"PA14_43770",6,13,32,15,19,2,89,87
"PA14_43780",11,17,38,56,59,17,51,29
"PA14_43790",28,32,89,115,126,17,144,102
"PA14_43810",9,7,14,26,24,1,33,11
"PA14_43820",8,6,3,6,8,0,34,24
"PA14_43830,panB",2,5,7,10,10,4,24,16
"PA14_43840",65,55,107,215,221,45,628,801
"PA14_43850,htpG",5925,1041,5845,8360,5727,2119,11019,8597
"PA14_43870",67,70,71,91,62,17,95,60
"PA14_43880",19,27,11,21,11,2,37,27
"PA14_43890",12,18,13,16,12,1,31,77
"PA14_43900",1062,1650,34,1,571,74,15762,21919
"PA14_43910",29,83,22,22,25,6,48,24
"PA14_43920,braB",179,452,229,182,221,38,182,207
"PA14_43940,sucD",1326,1171,3803,5121,4869,772,5781,6804
"PA14_43950,sucC",9195,8140,23329,28662,26547,5974,20759,22471
"PA14_43970,lpdG",1612,1385,4893,6714,8732,1013,4117,5459
"PA14_44000,sucB",3481,2874,9537,12292,14933,2418,6528,9056
"PA14_44010,sucA",10857,7646,28063,31470,29885,7270,14097,15646
"PA14_44020,sdhB",3897,3488,7843,10935,8075,2016,5123,6305
"PA14_44030,sdhA",3255,3073,7295,9147,5833,1970,5328,4950
"PA14_44050,sdhD",459,641,870,862,743,127,720,732
"PA14_44060,sdhC",1020,1400,1456,1287,1146,199,1716,1601
"PA14_44070,gltA",2150,2208,6863,6264,7765,1186,11198,15394
"PA14_44080",1161,1236,2343,1482,1621,291,3515,5117
"PA14_44090",13,38,23,23,20,3,19,13
"PA14_44100",20,33,37,30,33,3,47,66
"PA14_44110",6,10,9,10,3,2,30,13
"PA14_44120",127,153,240,156,176,36,228,277
"PA14_44130",113,58,134,108,90,14,75,122
"PA14_44140,yaiE",57,64,79,77,72,12,155,188
"PA14_44150,yijF",75,114,154,134,201,14,133,156
"PA14_44160",256,315,708,585,745,101,977,1558
"PA14_44170",135,53,405,237,269,41,922,1217
"PA14_44180",29,19,59,33,42,13,56,67
"PA14_44190",3,0,6,7,2,0,54,46
"PA14_44200",1,0,1,0,1,0,0,1
"PA14_44210",4,4,10,6,7,2,8,17
"PA14_44230",14,48,22,16,16,3,18,29
"PA14_44240",8,17,8,15,10,3,13,13
"PA14_44260",7,35,29,30,41,3,55,59
"PA14_44270",18,39,44,50,56,9,99,117
"PA14_44280,ygdE",43,53,73,63,71,8,78,94
"PA14_44290,acnA",1196,1846,2477,2141,6091,738,7037,7562
"PA14_44300,aer",103,144,750,376,275,61,1195,1264
"PA14_44311",30,72,87,107,65,11,87,104
"PA14_44320",10,30,28,20,15,1,23,34
"PA14_44340,ccoN",1921,2855,10203,7139,2868,838,5932,3652
"PA14_44350,ccoO",740,1636,5469,6081,2418,659,3584,1484
"PA14_44360,ccoP",1429,3324,8799,11130,5564,1252,3935,1102
"PA14_44370,ccoN",3390,2797,5886,5656,5140,1039,2851,2159
"PA14_44380,ccoO",760,395,1335,1728,1246,253,1696,1455
"PA14_44390",267,256,705,933,522,139,720,643
"PA14_44400,ccoP",942,535,1996,2753,2138,362,2119,2373
"PA14_44420,fixG",784,1429,2937,3837,5234,576,3367,2769
"PA14_44430",199,385,594,744,1160,117,978,1042
"PA14_44440,fixI",159,523,457,588,699,93,624,662
"PA14_44450,fixS",20,53,34,46,41,7,74,72
"PA14_44460",6,22,15,30,32,2,23,27
"PA14_44470,hemN",1677,1686,8825,2237,1907,404,8410,10931
"PA14_44480",186,137,246,230,237,77,258,278
"PA14_44490,anr",705,1285,1098,938,1077,143,2079,3758
"PA14_44500,apt",15,73,26,30,32,3,30,46
"PA14_44510",77,83,137,304,211,71,38,38
"PA14_44520,ydgF",0,0,3,2,1,0,21,10
"PA14_44530,ygdE",2,0,1,4,2,0,1,2
"PA14_44540",34,29,54,84,70,11,113,145
"PA14_44560",31,20,79,99,65,17,62,71
"PA14_44570",18,8,56,40,44,8,94,65
"PA14_44580",4,12,5,7,10,0,15,28
"PA14_44590",28,34,65,42,36,6,188,192
"PA14_44610,recR",30,57,66,71,45,7,252,431
"PA14_44620",525,562,1031,878,813,133,2324,2155
"PA14_44630,dnaX",656,927,1272,965,852,172,2259,2326
"PA14_44640",49,53,90,83,75,12,100,130
"PA14_44650",62,106,127,200,159,30,167,204
"PA14_44660,ligA",328,465,627,539,567,86,579,547
"PA14_44670,zipA",1849,3806,2664,3851,4482,740,2974,3632
"PA14_44680,smc",1402,3122,2708,2867,2911,459,3576,4245
"PA14_44690",179,201,358,300,321,57,616,722
"PA14_44700,alkB2",26,38,86,186,150,19,57,73
"PA14_44710,xdhA",119,80,388,421,574,91,239,279
"PA14_44740,xdhB",249,254,741,793,1197,149,422,583
"PA14_44760",28,43,89,98,119,15,58,93
"PA14_44770,gda1",34,67,82,90,122,8,94,97
"PA14_44780",216,146,336,230,235,52,401,632
"PA14_44800",6,4,23,17,9,2,34,44
"PA14_44820",28,20,69,57,52,5,185,259
"PA14_44830",72,60,249,147,155,36,206,149
"PA14_44840",12,9,62,54,36,4,62,47
"PA14_44850,alc",117,100,291,302,340,61,300,345
"PA14_44860,allA",140,143,352,384,492,75,315,334
"PA14_44880",224,241,661,597,742,103,423,468
"PA14_44890,hcpA",24,48,60,62,39,11,29,24
"PA14_44900",154,108,117,134,116,14,81,70
"PA14_44910",498,319,654,636,560,95,164,177
"PA14_44920",548,436,1048,1167,1106,174,192,189
"PA14_44930",23,14,41,23,29,5,23,26
"PA14_44950,ygfU",24,23,34,26,29,6,35,50
"PA14_44960",8,11,12,22,16,1,24,35
"PA14_44970,moaA2",335,260,722,700,780,101,951,1510
"PA14_44980",89,195,92,142,165,37,94,194
"PA14_44990",2,1,4,4,2,0,5,12
"PA14_45000,gcl",3,7,11,7,12,3,22,20
"PA14_45010,hyi",9,10,64,54,55,9,44,46
"PA14_45020,glxR",11,10,20,31,25,2,46,60
"PA14_45030,ttuD",6,4,17,16,10,2,15,19
"PA14_45050,pykF",4,8,6,5,8,0,22,41
"PA14_45060",1,2,3,1,2,0,4,5
"PA14_45070",27,35,29,42,34,12,52,74
"PA14_45090",9,18,21,17,12,3,25,31
"PA14_45100,muiA",527,629,154,239,113,22,64,80
"PA14_45110,cysP",796,611,1129,732,530,152,545,777
"PA14_45120",6,7,16,20,14,3,16,28
"PA14_45130",6,2,15,8,8,2,10,9
"PA14_45150",22,15,32,19,26,2,18,31
"PA14_45170",10,16,35,21,12,0,33,42
"PA14_45180",23,18,51,38,41,8,44,36
"PA14_45190",5,6,14,10,17,1,29,47
"PA14_45210",12,9,24,21,24,2,39,43
"PA14_45240",6,8,23,9,20,6,17,14
"PA14_45250",26,20,40,20,18,5,50,53
"PA14_45260",25,28,37,87,58,7,133,194
"PA14_45280,cycH",251,256,476,728,586,93,739,971
"PA14_45290,ccmH",98,70,190,343,210,41,390,537
"PA14_45300,ccmG",227,148,507,938,769,95,605,615
"PA14_45310,ccmF",265,288,733,1224,770,136,1104,1084
"PA14_45330,ccmE",197,260,497,530,336,58,584,582
"PA14_45340",59,65,139,107,80,19,113,104
"PA14_45350,ccmC",150,374,356,333,276,55,369,422
"PA14_45370,ccmB",103,184,192,147,115,12,122,80
"PA14_45380,ccmA",34,69,41,49,46,5,91,54
"PA14_45400",133,111,332,332,309,42,202,202
"PA14_45410",26,17,43,55,55,6,31,43
"PA14_45430",17,16,56,55,89,6,41,61
"PA14_45440",9,7,13,10,11,1,22,49
"PA14_45450",12,8,17,30,23,2,16,21
"PA14_45460",35,21,49,51,40,8,40,56
"PA14_45470",12,13,49,47,53,17,49,53
"PA14_45480",20,50,52,92,73,5,22,25
"PA14_45500,cheW",298,449,1047,1054,1191,147,716,634
"PA14_45510",320,667,1236,1270,1456,238,444,417
"PA14_45520",59,79,201,183,197,23,161,185
"PA14_45540,motD",233,303,744,671,823,118,199,167
"PA14_45560,motC",55,115,197,246,232,24,119,104
"PA14_45580,cheB",84,163,312,332,358,28,208,165
"PA14_45590,cheA",527,1182,2308,1860,2166,286,1039,903
"PA14_45610,cheZ",408,654,1825,1517,1676,256,1779,2089
"PA14_45620,cheY",191,217,821,768,873,133,795,849
"PA14_45630,fliA",833,728,3107,2192,2373,384,3391,3333
"PA14_45640,fleN",373,335,1223,774,876,142,1316,1548
"PA14_45660,flhF",667,722,1669,1277,1237,249,650,693
"PA14_45680,flhA",25,37,40,36,21,7,28,35
"PA14_45700",37,36,14,9,12,1,1,7
"PA14_45710",27,39,24,20,17,4,20,15
"PA14_45720,flhB",32,79,120,148,142,17,87,106
"PA14_45740,fliR",38,67,99,159,155,26,100,122
"PA14_45760,fliQ",19,22,73,109,98,14,94,138
"PA14_45770,fliP",98,99,210,246,280,34,173,259
"PA14_45780,fliO",32,28,75,101,71,8,68,89
"PA14_45790,fliN",61,72,171,233,242,35,182,256
"PA14_45800,fliM",497,432,1464,1510,1562,350,777,719
"PA14_45810,fliL",160,188,397,442,421,69,321,258
"PA14_45830",3,1,9,12,7,3,15,35
"PA14_45840",365,589,678,617,733,94,828,1394
"PA14_45850",22,50,41,46,59,8,53,100
"PA14_45870",62,53,123,109,95,12,149,172
"PA14_45880",30,25,59,49,47,9,82,83
"PA14_45890",76,81,103,123,92,18,79,63
"PA14_45910",90,69,61,33,46,8,17,33
"PA14_45920",37,21,55,34,40,7,42,74
"PA14_45930",71,68,111,121,89,20,112,85
"PA14_45940,lasI",4639,8065,13347,13949,14156,1644,2624,2798
"PA14_45950,rsaL",6853,7831,18378,14992,19148,2895,8112,8520
"PA14_45960,lasR",432,934,755,697,721,172,1494,1876
"PA14_45970",184,190,876,336,196,46,4069,5535
"PA14_45980,yjaB",3,2,5,3,2,0,6,8
"PA14_46000",4,2,7,6,8,0,6,6
"PA14_46010",4,11,9,9,8,3,23,27
"PA14_46020",3,10,20,13,11,1,18,36
"PA14_46030",19,21,47,35,33,3,55,64
"PA14_46060,gbuR",48,69,57,45,46,7,58,52
"PA14_46070,gbuA",91,41,32,25,30,13,53,63
"PA14_46080",108,60,33,37,18,3,62,51
"PA14_46100",104,56,62,67,39,15,48,54
"PA14_46110",37,21,35,44,34,7,25,46
"PA14_46120,ilvG",24,20,23,17,25,2,28,18
"PA14_46140",48,40,27,37,35,7,31,37
"PA14_46150",18,17,43,59,58,11,29,30
"PA14_46160",440,430,1230,1449,1382,139,3211,2767
"PA14_46170,yneJ",21,24,42,28,39,7,73,128
"PA14_46180,yjiJ",3,5,2,3,5,0,2,3
"PA14_46200",5,17,27,16,21,2,26,33
