"locus","SCV24_1","SCV24_2","REVa_1","REVa_2","REVb_1","REVb_2","SCV104357_1","SCV104357_2"
"PA14_46220,potF",5,10,18,30,27,5,110,110
"PA14_46230,aphA",6,6,16,6,6,3,28,30
"PA14_46240",67,68,105,87,128,16,316,512
"PA14_46250",11,20,11,12,16,2,61,79
"PA14_46260",33,37,86,81,93,16,113,137
"PA14_46270",27,38,86,65,65,10,156,212
"PA14_46280",27,4,1,1,3,0,68,107
"PA14_46290",19,7,28,24,25,2,32,47
"PA14_46300",5,4,31,35,29,8,27,25
"PA14_46310",8,14,18,13,7,0,65,154
"PA14_46320,pyc",25,23,82,46,54,9,61,60
"PA14_46330",6,11,20,19,11,4,15,40
"PA14_46340",14,22,21,25,21,1,32,28
"PA14_46360",46,55,75,44,38,7,85,85
"PA14_46370",53,27,22,23,23,3,19,29
"PA14_46380",21,14,10,9,9,2,18,22
"PA14_46390",17,12,14,8,11,3,20,29
"PA14_46400,yqhC",19,16,33,38,28,9,0,0
"PA14_46420",15,4,35,22,29,3,1,0
"PA14_46430",5,8,11,4,11,1,0,0
"PA14_46440",26,19,18,16,14,3,75,178
"PA14_46450,aceK",504,417,1707,916,907,135,737,803
"PA14_46460",0,0,1,0,0,0,1,4
"PA14_46470,pdxB",24,38,33,30,40,8,97,109
"PA14_46480",16,11,26,12,13,4,32,44
"PA14_46490,fabF2",73,67,213,153,141,35,307,452
"PA14_46510",0,0,0,0,0,0,0,0
"PA14_46520",0,0,0,0,0,0,0,0
"PA14_46530",0,0,0,0,0,0,0,0
"PA14_46540",0,0,0,0,0,0,0,0
"PA14_46550",0,0,0,0,0,0,0,0
"PA14_46560",0,0,0,0,0,0,0,0
"PA14_46570",0,0,0,0,0,0,3,4
"PA14_46580",0,0,0,0,0,0,0,0
"PA14_46590",0,0,1,0,0,0,1,4
"PA14_46600",0,0,0,0,0,0,0,0
"PA14_46610",0,0,0,0,0,0,0,0
"PA14_46620",0,0,0,0,1,0,2,0
"PA14_46630",40,73,44,36,39,7,60,47
"PA14_46640",63,33,47,54,44,20,97,110
"PA14_46650",11,7,2,5,6,2,13,18
"PA14_46660",31,52,28,24,32,1,76,117
"PA14_46670",18,10,52,48,55,9,111,96
"PA14_46680,norM",32,73,55,98,74,18,70,55
"PA14_46700,ybiF",8,12,11,23,17,2,17,33
"PA14_46710",34,28,37,30,28,4,32,51
"PA14_46720",48,45,70,82,85,9,53,62
"PA14_46740",38,50,90,95,85,11,139,184
"PA14_46750",19,16,17,8,20,3,6,15
"PA14_46760",21,19,24,14,17,3,19,17
"PA14_46770",195,166,311,224,302,45,40,51
"PA14_46780",110,102,170,122,173,32,58,43
"PA14_46800",1,5,1,2,2,0,5,4
"PA14_46810",11,25,11,8,21,3,12,8
"PA14_46820",20,38,46,29,37,9,14,22
"PA14_46830",17,14,28,20,23,1,15,15
"PA14_46840",21,22,69,52,71,6,40,42
"PA14_46850",18,19,19,19,18,3,46,61
"PA14_46860",0,2,4,3,9,2,13,20
"PA14_46880",23,18,59,31,40,7,103,111
"PA14_46890",58,56,87,103,83,10,296,319
"PA14_46900",98,133,151,240,116,35,115,97
"PA14_46910,ybeJ",14404,8083,42317,25844,33593,6283,5573,5905
"PA14_46920",333,195,923,431,688,66,202,220
"PA14_46930",574,359,1861,790,1354,157,472,469
"PA14_46950",1291,609,3623,1843,2406,377,1713,2135
"PA14_46960,ggt",1190,576,3453,2051,2730,370,943,1155
"PA14_46970,ansB",5969,4000,13148,11666,15629,2467,5182,4912
"PA14_46980",169,309,363,335,417,40,216,301
"PA14_46990",63,117,107,128,121,26,133,182
"PA14_47000",1,9,7,8,9,1,3,3
"PA14_47010",9,6,5,36,29,3,18,21
"PA14_47030",1,0,1,2,4,0,4,5
"PA14_47040,yegH",167,300,143,221,135,60,176,143
"PA14_47060",7,9,21,27,23,8,34,39
"PA14_47070",3,1,10,16,14,3,7,16
"PA14_47080",25,15,54,40,40,5,38,82
"PA14_47090",107,63,175,147,205,22,93,128
"PA14_47100,ilvA2",11,10,22,26,23,2,72,143
"PA14_47110,yybH",9,6,22,12,21,3,41,53
"PA14_47120",292,233,16,8,328,37,936,1269
"PA14_47130",612,549,20,5,732,67,788,771
"PA14_47140,pfuA",9,9,19,26,22,7,26,38
"PA14_47150,cyoE",10,8,10,38,26,0,5,6
"PA14_47160,cyoD",29,16,44,123,71,24,19,25
"PA14_47180,cyoC",46,65,93,338,253,52,23,13
"PA14_47190,cyoB",189,197,375,1081,671,188,38,47
"PA14_47210,cyoA",135,208,225,737,584,109,8,8
"PA14_47230",7,1,9,14,6,1,4,13
"PA14_47240",24,36,44,23,25,3,46,61
"PA14_47250",12,11,15,27,32,4,21,18
"PA14_47260",16,15,41,64,45,10,40,36
"PA14_47270",4,4,12,13,12,1,14,37
"PA14_47280,phnX",25,20,48,63,76,10,47,51
"PA14_47300,phnW",29,37,90,120,144,29,50,38
"PA14_47310,phnR",27,24,44,31,28,10,88,146
"PA14_47320",36,52,113,203,187,19,94,134
"PA14_47330,yafJ",167,361,641,621,698,146,407,418
"PA14_47340",86,104,247,267,264,44,156,165
"PA14_47350",23,88,45,41,54,10,96,140
"PA14_47360",124,156,238,170,169,27,221,243
"PA14_47370",4,2,12,20,12,1,6,6
"PA14_47380,hxuC",79,24,24,37,51,5,56,61
"PA14_47390",19,7,4,6,27,0,4,5
"PA14_47400",67,14,7,35,120,2,11,17
"PA14_47410,ycgN",0,12,13,13,12,1,19,14
"PA14_47420",28,18,75,38,58,8,65,71
"PA14_47430,czcD",17,9,33,39,44,3,18,36
"PA14_47440",35,82,45,40,39,4,405,430
"PA14_47450,ycgL",148,145,155,102,73,24,121,95
"PA14_47460,rnd",247,382,305,197,217,56,589,566
"PA14_47490",173,123,341,218,200,37,149,187
"PA14_47500,sseA",67,78,272,197,212,28,133,165
"PA14_47510",46,10,111,81,47,4,60,59
"PA14_47520",20,3,39,62,54,4,49,48
"PA14_47530",118,14,315,347,359,53,13,16
"PA14_47540,ompP1",2509,2064,6637,6019,7087,1454,2237,2400
"PA14_47550",135,178,524,433,589,65,516,923
"PA14_47560",6,2,19,13,6,2,6,11
"PA14_47580",12,6,23,18,7,1,19,29
"PA14_47600",29,21,76,54,47,10,47,64
"PA14_47610",12,18,37,58,42,9,126,182
"PA14_47640",7,7,8,13,12,1,75,118
"PA14_47650,cobS",12,14,12,36,18,3,50,59
"PA14_47660,cobC",38,34,61,93,68,11,182,259
"PA14_47670,cobT",35,42,68,120,90,19,160,170
"PA14_47680,cobU",20,20,38,82,68,3,148,139
"PA14_47690,cobQ",60,70,109,169,128,19,304,340
"PA14_47720,cobC",26,55,60,109,69,11,166,160
"PA14_47730,cobD",52,36,82,84,47,10,169,185
"PA14_47750",31,19,35,39,31,7,182,214
"PA14_47760,cobB",30,34,42,78,42,5,128,173
"PA14_47790,cobO",123,67,161,291,198,30,497,484
"PA14_47800,btuB",305,282,561,510,366,82,571,344
"PA14_47810",14,22,29,31,26,2,7,6
"PA14_47820",44,85,85,65,63,20,129,169
"PA14_47840",0,1,0,1,0,0,14,20
"PA14_47850",0,1,1,0,0,2,11,7
"PA14_47860",0,0,2,1,1,0,10,7
"PA14_47870",0,0,2,4,2,0,1,7
"PA14_47880",22,15,46,38,48,8,131,129
"PA14_47890",234,180,428,209,195,31,307,415
"PA14_47900",0,0,2,3,1,1,3,1
"PA14_47910",9,4,8,3,11,1,2,2
"PA14_47920",0,2,0,0,1,0,5,10
"PA14_47930",0,0,0,0,0,0,0,6
"PA14_47940",0,0,0,0,1,0,1,1
"PA14_47950",4,0,4,4,2,0,4,3
"PA14_47960",4,3,10,9,7,1,13,13
"PA14_47970",2,3,15,3,10,1,3,7
"PA14_48000",0,4,3,5,3,1,6,13
"PA14_48010",0,0,3,2,4,0,5,6
"PA14_48020",28,22,64,71,71,9,76,91
"PA14_48030",2,2,10,6,8,3,54,66
"PA14_48040,aprI",46,26,100,70,54,8,150,209
"PA14_48060,aprA",331,331,1570,1269,1638,226,130,167
"PA14_48090,aprF",49,82,309,237,287,43,4,12
"PA14_48100,aprE",41,59,221,150,183,17,4,4
"PA14_48115,aprD",37,39,164,122,98,13,64,43
"PA14_48140,aprX",68,67,194,118,126,16,128,70
"PA14_48150",364,303,77,155,16,3,24,24
"PA14_48160",85,98,82,64,117,16,454,578
"PA14_48170",17,19,4,9,10,0,119,128
"PA14_48190",5,10,8,7,8,0,22,44
"PA14_48200",3,2,8,5,3,1,15,8
"PA14_48210",3,2,4,4,3,2,2,2
"PA14_48230",0,0,0,0,1,0,0,0
"PA14_48240",1,3,3,3,1,1,53,55
"PA14_48280",4,4,2,5,2,2,6,20
"PA14_48300",2,1,2,1,2,2,17,28
"PA14_48310",3,3,14,23,16,3,27,23
"PA14_48320",17,21,47,30,37,1,49,34
"PA14_48330",0,0,2,0,1,1,2,1
"PA14_48340",2,4,13,8,8,0,15,9
"PA14_48350",1,4,2,2,2,1,5,4
"PA14_48380",1,1,1,2,0,0,1,2
"PA14_48390,yeaM",6,5,18,27,25,1,32,34
"PA14_48400",3,1,3,16,7,3,38,38
"PA14_48410",14,16,45,38,52,5,26,19
"PA14_48420",29,35,122,81,88,15,53,60
"PA14_48440",6,8,23,18,41,10,11,18
"PA14_48450",0,0,0,0,0,0,0,0
"PA14_48460",0,0,0,0,0,0,0,0
"PA14_48470",0,0,0,0,0,0,0,0
"PA14_48490",0,0,0,0,0,0,0,0
"PA14_48500",0,0,0,0,0,0,1,0
"PA14_48510",78,180,82,72,103,16,49,53
"PA14_48520,mltA",55,126,67,65,79,18,176,260
"PA14_48530",66,59,300,73,104,11,18,13
"PA14_48540",39,34,158,95,89,14,13,10
"PA14_48550",10,10,43,40,48,4,3,1
"PA14_48560",250,358,1025,786,1128,150,41,33
"PA14_48570",259,350,1079,851,1466,178,84,80
"PA14_48590",263,440,1356,1169,2217,220,108,99
"PA14_48600",84,147,338,295,510,43,37,22
"PA14_48610",46,91,143,152,192,17,11,3
"PA14_48620",26,36,63,51,82,10,7,10
"PA14_48630",21,56,63,66,97,7,7,4
"PA14_48640",2,11,7,11,27,2,3,4
"PA14_48650,yhhW",15,15,36,29,39,2,69,94
"PA14_48660",12,12,22,37,43,4,53,78
"PA14_48680",34,21,72,117,128,9,61,102
"PA14_48700,kefB",178,248,302,254,220,36,536,544
"PA14_48710",37,55,57,29,50,8,84,108
"PA14_48730",64,76,208,146,189,21,208,261
"PA14_48740,yieF",94,86,266,177,245,36,236,280
"PA14_48750",48,41,151,98,106,8,168,248
"PA14_48760,ycaC",85,53,191,174,238,29,72,121
"PA14_48770",36,35,63,71,68,12,104,170
"PA14_48780",132,96,485,313,312,40,33,27
"PA14_48790",396,421,928,539,664,110,78,56
"PA14_48800",137,239,309,192,203,24,403,730
"PA14_48810",213,238,678,442,369,93,1285,1745
"PA14_48830",53,40,211,56,36,13,1351,2337
"PA14_48840",5,8,15,16,26,1,68,44
"PA14_48850",4,3,0,7,5,0,7,9
"PA14_48860",52,104,50,45,56,11,158,194
"PA14_48870,ydaO",110,291,163,121,182,28,316,535
"PA14_48880,intT",1,2,3,4,7,0,2,4
"PA14_48890",9,19,38,24,31,2,72,83
"PA14_48900",0,2,3,2,3,0,2,4
"PA14_48910",17,9,33,32,41,5,49,39
"PA14_48920",0,1,2,2,2,0,1,2
"PA14_48930",8,27,29,33,30,4,6,6
"PA14_48940,coaB",44,108,82,105,135,10,97,60
"PA14_48950",241,567,359,447,588,73,179,166
"PA14_48960",2,9,17,16,20,3,2,4
"PA14_48970",9,12,17,33,19,6,31,52
"PA14_48980",0,1,1,3,3,1,11,5
"PA14_48990",0,1,3,1,2,0,1,2
"PA14_49000",0,0,0,0,0,0,0,0
"PA14_49010",0,0,0,0,0,0,0,0
"PA14_49020",55,47,46,29,25,13,155,185
"PA14_49030",0,0,0,0,0,0,0,0
"PA14_49040",49,78,106,170,171,13,183,161
"PA14_49050,yohC",90,24,147,242,252,38,131,191
"PA14_49060",19,30,10,9,19,4,85,97
"PA14_49070",39,40,179,89,111,16,78,109
"PA14_49080,lcaD",23,19,75,34,48,3,56,60
"PA14_49090",1,3,5,3,2,0,10,12
"PA14_49100,yfcG",1,3,5,1,3,0,29,33
"PA14_49110",20,38,46,35,30,4,52,65
"PA14_49130,dctA",17,51,17,68,63,28,533,756
"PA14_49150",20,37,48,27,33,5,29,30
"PA14_49160,yegE",431,739,779,984,725,157,775,813
"PA14_49170,phoQ",427,747,686,858,570,129,860,990
"PA14_49180,phoP",183,210,267,350,233,37,492,660
"PA14_49200,oprH",5793,7273,7918,11258,8645,1531,8862,10004
"PA14_49210,napE",58,48,164,195,191,13,63,65
"PA14_49220,napF",267,284,845,804,1027,161,81,117
"PA14_49230,napD",207,284,849,946,1315,123,102,117
"PA14_49250,napA",1091,2158,4044,4710,6576,814,476,434
"PA14_49260,napB",158,497,608,650,1060,131,77,70
"PA14_49270,napc",274,688,859,1032,1524,172,68,56
"PA14_49280",60,60,89,78,41,6,101,162
"PA14_49290",55,201,29,42,67,11,177,252
"PA14_49300",14,15,34,47,49,9,34,37
"PA14_49310",1,5,2,4,3,0,3,2
"PA14_49320",80,64,126,141,164,26,95,134
"PA14_49330",137,105,267,212,196,46,74,94
"PA14_49340,pcpS",24,25,21,35,26,5,30,37
"PA14_49350",24,27,40,29,28,8,59,94
"PA14_49360",68,76,167,162,160,10,45,55
"PA14_49380,dapE",87,177,127,108,91,14,165,224
"PA14_49390,rrmA",137,207,182,184,175,39,228,290
"PA14_49400",100,195,158,160,135,27,153,223
"PA14_49410",314,305,535,183,181,20,874,1476
"PA14_49420",37,47,84,94,53,7,93,77
"PA14_49440",35,57,57,43,49,8,73,75
"PA14_49460,nrdA",1830,1910,4573,6795,5257,995,4037,2906
"PA14_49470,nrdB",1652,1851,5420,6959,7480,1146,5116,4411
"PA14_49480",0,0,0,1,1,0,0,0
"PA14_49500",3,0,0,1,1,0,8,14
"PA14_49510,pyoS3I",0,0,0,0,0,0,0,0
"PA14_49520,pyoS3A",2,0,1,3,0,1,1,2
"PA14_49530",11,12,15,17,21,2,22,29
"PA14_49540",19,22,39,27,31,0,45,59
"PA14_49560,toxA",7,11,21,14,6,2,10,13
"PA14_49570",7,5,11,13,7,4,0,1
"PA14_49580",1,1,0,0,0,1,4,6
"PA14_49590",12,20,22,17,22,1,46,53
"PA14_49610",1,4,3,3,5,1,0,0
"PA14_49620",2,1,3,4,2,0,1,2
"PA14_49630",16,21,19,14,24,2,23,51
"PA14_49640",43,34,161,187,131,16,16,18
"PA14_49650,ylbA",106,82,384,304,289,26,181,218
"PA14_49660",49,67,118,89,100,12,220,275
"PA14_49680",29,30,104,105,126,15,80,100
"PA14_49690",7,12,32,91,91,14,569,723
"PA14_49700",12,13,32,20,20,3,66,71
"PA14_49710,yedU",138,85,430,359,525,52,508,547
"PA14_49720",0,0,0,0,0,0,0,1
"PA14_49730",8,6,5,4,4,0,11,16
"PA14_49740",31,24,41,54,20,7,10,9
"PA14_49750",66,80,131,79,104,15,6,7
"PA14_49760,rhlC",64,100,121,103,183,23,16,20
"PA14_49780",6,9,11,16,19,0,9,12
"PA14_49790",14,13,47,45,37,2,36,43
"PA14_49800,gsp69",28,42,143,106,144,22,145,220
"PA14_49810",48,67,58,52,63,8,113,105
"PA14_49820,cobB",68,58,168,119,119,17,123,163
"PA14_49840,dgt",151,150,368,187,197,28,370,506
"PA14_49850",28,104,71,52,52,6,79,38
"PA14_49860",22,25,24,28,29,5,86,59
"PA14_49870",105,116,337,194,325,32,387,516
"PA14_49880",92,99,165,87,124,12,239,494
"PA14_49890,tpbB",653,707,1561,1263,1087,234,355,293
"PA14_49900",421,499,1165,1004,842,211,460,394
"PA14_49910",130,154,250,259,277,34,322,303
"PA14_49920",12,28,32,37,41,7,23,49
"PA14_49930",20,82,30,30,31,4,112,122
"PA14_49940",377,471,528,501,504,85,1451,1514
"PA14_49960",23,28,19,12,22,3,107,133
"PA14_49970",19,28,21,23,19,4,38,42
"PA14_49990",57,225,118,109,131,16,647,1100
"PA14_50000",14,33,14,12,16,5,49,73
"PA14_50010,yliI",98,82,116,89,98,12,222,415
"PA14_50020",30,30,16,12,62,6,296,444
"PA14_50030",23,42,34,26,24,5,50,97
"PA14_50040",5,11,24,16,22,1,34,17
"PA14_50050",0,0,2,1,1,0,2,2
"PA14_50060",11,5,21,25,23,3,9,7
"PA14_50070",144,98,170,130,192,30,242,274
"PA14_50080,fliJ",22,44,41,60,45,8,45,45
"PA14_50100,fliI",54,111,112,105,91,13,103,109
"PA14_50110,fliH",42,82,119,98,81,16,116,128
"PA14_50130,fliG",116,157,231,146,165,20,340,612
"PA14_50140,fliF",97,80,147,102,86,12,155,236
"PA14_50160,fliE",2,1,2,0,4,0,4,0
"PA14_50180,fleR",17,21,46,53,39,7,10,15
"PA14_50200,fleS",36,53,107,100,96,9,15,18
"PA14_50220,fleQ",1919,1844,8267,4585,4289,735,595,766
"PA14_50240",4,10,17,11,5,2,5,3
"PA14_50250,fliS",29,28,61,61,63,18,1,10
"PA14_50270,fliD",54,52,110,118,117,14,25,45
"PA14_50280,flaG",7,9,24,37,29,9,6,4
"PA14_50290,fliC",34,37,97,117,100,14,246,288
"PA14_50300",238,267,552,603,567,93,67,67
"PA14_50310",37,45,83,55,60,8,0,0
"PA14_50320",43,51,66,63,76,10,0,1
"PA14_50330",49,62,131,113,155,18,0,0
"PA14_50340,flgL",61,63,167,139,168,25,48,43
"PA14_50360,flgK",35,37,83,82,93,19,55,58
"PA14_50380,flgJ",26,16,56,49,38,8,45,47
"PA14_50410,flgI",11,3,20,12,13,0,17,34
"PA14_50420,flgH",10,8,39,49,26,8,29,28
"PA14_50430,flgG",10,12,45,22,24,5,33,15
"PA14_50440,flgF",3,5,13,3,5,1,4,7
"PA14_50450,flgE",26,25,50,48,77,14,55,67
"PA14_50460,flgD",14,15,30,31,18,3,24,26
"PA14_50470,flgC",17,12,25,27,18,8,18,23
"PA14_50480,flgB",5,14,9,16,10,3,18,18
"PA14_50500",128,141,463,269,315,41,2361,3512
"PA14_50510",31,56,72,85,90,11,65,82
"PA14_50520,braC",3549,3485,15783,13036,14306,2434,3791,4595
"PA14_50530,braD",84,113,333,293,324,53,72,95
"PA14_50540,livM",188,219,714,666,591,74,169,193
"PA14_50550,livG",620,796,2487,2508,2003,364,401,429
"PA14_50560,braG",359,417,1388,1462,1212,218,245,245
"PA14_50570",685,539,315,311,326,58,1391,1904
"PA14_50590",310,274,165,119,123,21,1123,1522
"PA14_50600",13,13,18,13,16,2,31,37
"PA14_50610",39,21,46,32,45,11,226,322
"PA14_50620",27,23,70,71,59,4,55,56
"PA14_50630",30,28,48,19,44,3,95,137
"PA14_50640",10,13,17,43,32,2,29,50
"PA14_50650",38,66,129,137,174,37,116,104
"PA14_50660",116,205,482,454,550,97,326,383
"PA14_50670",95,115,249,330,396,58,107,184
"PA14_50680,phaG",25,39,87,116,161,15,75,93
"PA14_50690,phaF",25,28,103,136,158,15,122,149
"PA14_50700,phaE",40,47,109,165,149,22,128,99
"PA14_50710,phaD",79,101,222,300,352,43,243,307
"PA14_50720,phaC",14,15,33,54,65,13,40,60
"PA14_50730,phaA",99,171,343,411,429,53,369,479
"PA14_50740",4572,5553,10254,11074,10830,3272,6632,7733
"PA14_50750",12,5,27,20,10,1,34,53
"PA14_50760",5,31,36,46,37,2,99,97
"PA14_50770",27,39,108,85,108,7,272,309
"PA14_50790,yeaG",36,102,253,102,69,12,336,354
"PA14_50800,pdxH",224,234,702,258,229,54,920,932
"PA14_50810",1589,1467,1216,666,976,156,1708,1689
"PA14_50820",195,212,264,173,227,24,218,262
"PA14_50830",48,31,55,81,46,8,72,83
"PA14_50840,dinG",222,353,321,258,225,37,311,266
"PA14_50850",8,11,15,5,14,2,18,23
"PA14_50860",110,88,240,147,200,32,131,106
"PA14_50870",106,105,275,170,259,30,62,54
"PA14_50880",1084,789,5687,5008,6308,545,387,356
"PA14_50890",41,51,124,82,85,12,49,59
"PA14_50900",67,59,254,140,202,20,119,122
"PA14_50910",16,8,32,24,16,2,42,62
"PA14_50920",7,14,18,16,23,4,19,22
"PA14_50930",29,29,100,72,84,21,72,92
"PA14_50940",215,99,350,251,286,42,512,867
"PA14_50950",28,11,40,30,14,6,116,263
"PA14_50970,yfcG",70,64,216,131,149,27,315,344
"PA14_50980,pac",234,243,487,491,398,76,601,615
"PA14_51000,yigN",242,303,608,467,408,62,891,926
"PA14_51010",69,74,258,302,313,49,418,524
"PA14_51020",65,65,279,301,354,55,462,321
"PA14_51040",20,17,72,44,50,0,14,15
"PA14_51050,pcd",47,28,207,120,140,16,120,118
"PA14_51060",25,22,24,18,17,5,28,37
"PA14_51070,opdD",12,12,32,29,26,3,22,21
"PA14_51080",21,19,60,61,80,8,58,58
"PA14_51090",30,30,131,104,155,17,67,74
"PA14_51100",65,76,378,273,373,57,194,216
"PA14_51110",20,32,120,89,94,25,32,31
"PA14_51120",13,6,50,46,60,10,27,29
"PA14_51150,mucK",7,6,55,48,48,8,21,21
"PA14_51160",9,11,82,54,68,3,37,26
"PA14_51170,pauA",15,11,95,57,78,10,70,66
"PA14_51190",38,27,191,81,71,15,94,78
"PA14_51200",12,4,36,9,13,1,30,24
"PA14_51205",28,33,76,45,37,7,45,65
"PA14_51220",14,22,169,181,148,20,188,149
"PA14_51230",3,9,8,7,6,0,21,50
"PA14_51240,purC",550,776,1548,2167,1937,321,1416,1397
"PA14_51250,yycJ",539,771,1041,1171,957,230,877,1005
"PA14_51260",1720,3774,3786,2846,2472,517,2497,2009
"PA14_51270,dapA",418,809,629,525,627,92,1172,2061
"PA14_51280",510,871,1008,637,794,111,954,1609
"PA14_51290,bcp",68,62,150,103,91,9,222,247
"PA14_51300,perM",88,307,73,112,91,27,217,165
"PA14_51310,yrkI",10,16,6,10,9,2,48,86
"PA14_51320",454,629,1016,603,596,118,784,1277
"PA14_51330,nadA",204,365,414,707,737,113,748,806
"PA14_51340,mvfR",148,286,505,534,661,59,323,368
"PA14_51350,phnB",126,126,424,818,824,81,100,97
"PA14_51360,phnA",2272,2557,8647,11380,15258,2238,153,692
"PA14_51380,pqsE",982,933,3327,4715,5156,725,126,857
"PA14_51390,pqsD",386,327,1749,2518,2652,255,64,402
"PA14_51410,pqsC",567,413,2219,2706,2572,409,64,497
"PA14_51420,pqsB",797,622,3407,3396,3483,562,83,772
"PA14_51430,pqsA",1314,1169,4463,3223,3127,517,94,920
"PA14_51440,ogt",77,104,250,190,277,35,346,430
"PA14_51450,cupC3",135,145,252,227,233,36,183,226
"PA14_51460,cupC2",5,7,7,11,12,2,7,4
"PA14_51470,cupC1",22,26,55,70,55,6,27,40
"PA14_51480",75,91,150,115,123,19,81,82
"PA14_51490",41,43,17,17,38,3,283,365
"PA14_51500",19,12,6,5,1,0,8,9
"PA14_51510",58,91,70,69,64,13,111,169
"PA14_51520,spcU",0,0,0,0,0,0,0,0
"PA14_51530,exoU",1,0,0,0,0,0,1,0
"PA14_51540",0,2,0,0,0,0,8,19
"PA14_51550",1,1,0,0,0,0,2,1
"PA14_51560",0,0,0,0,0,0,0,0
"PA14_51570",0,1,0,0,2,0,7,22
"PA14_51580",0,0,0,0,0,0,16,20
"PA14_51590",2,1,4,0,2,1,5132,4334
"PA14_51600",0,0,1,0,2,0,321,302
"PA14_51610",0,2,0,0,2,0,180,144
"PA14_51620",271,359,606,549,583,96,55,75
"PA14_51630",161,211,280,323,310,43,46,43
"PA14_51640",0,0,0,0,0,0,19,9
"PA14_51650",0,0,1,1,1,1,77,65
"PA14_51660",4,14,7,2,5,3,125,209
"PA14_51670",30,28,44,44,62,6,73,55
"PA14_51680",13,28,20,26,29,3,58,62
"PA14_51690",401,429,487,469,330,47,1498,2069
"PA14_51710,oprL",4023,4594,8837,11139,10052,1622,4987,4396
"PA14_51720,tolB",2741,3017,4979,5168,4505,879,3370,3579
"PA14_51730,tolA",1727,2015,1814,1987,1543,316,5075,6337
"PA14_51740,tolR",609,744,881,909,824,150,1734,2550
"PA14_51750,tolQ",505,779,864,910,838,128,1205,1182
"PA14_51770,ybgC",644,818,709,742,602,116,1446,1789
"PA14_51780,ruvB",917,1495,1165,1184,929,199,1154,1035
"PA14_51790,ruvA",261,353,397,386,389,70,854,1239
"PA14_51800,ruvC",273,321,521,536,405,83,602,786
"PA14_51810,yebC",796,1038,1866,2180,1533,315,2389,2844
"PA14_51820,aspS",1512,2264,3339,2430,2499,492,2828,3153
"PA14_51830",872,646,2994,1940,2398,247,2577,3066
"PA14_51840",71,67,75,42,40,9,74,83
"PA14_51850",61,59,216,193,272,20,113,153
"PA14_51860",288,214,907,920,1320,100,355,394
"PA14_51880,oprD",1205,1319,4292,1776,1557,244,3599,3681
"PA14_51890",3,4,11,7,9,2,7,12
"PA14_51900,proS",1471,2576,2499,1960,1734,389,1831,1655
"PA14_51910",471,630,771,666,481,123,621,584
"PA14_51920",47,46,90,69,64,12,97,122
"PA14_51930,helX",56,85,138,84,93,21,146,206
"PA14_51940",8,11,16,14,15,4,34,28
"PA14_51950",18,51,151,373,300,42,23,13
"PA14_51960,rbn",88,142,161,179,130,21,78,61
"PA14_51980",142,212,308,200,237,27,281,403
"PA14_51990,wrbA",161,240,321,194,231,32,317,418
"PA14_52000",111,206,202,210,169,28,227,170
"PA14_52010",204,402,315,445,396,73,589,842
"PA14_52020",146,177,271,189,227,29,354,537
"PA14_52040,purM",238,388,279,308,318,69,529,506
"PA14_52050,purN",1512,1798,3156,2193,1885,320,1764,1816
"PA14_52060",1442,2010,2240,1928,1732,419,4223,4548
"PA14_52070",69,69,212,327,347,51,190,207
"PA14_52080",25,29,91,80,115,14,85,100
"PA14_52090",13,19,42,40,48,5,40,43
"PA14_52110",6,5,29,24,27,4,7,6
"PA14_52120",37,12,98,208,311,26,27,33
"PA14_52130",364,590,677,510,396,56,118,136
"PA14_52140,yaiL",546,632,1169,819,615,102,822,1028
"PA14_52150,lpxO2",134,251,215,194,234,22,186,305
"PA14_52160,mazG",376,402,868,619,606,107,505,625
"PA14_52180,relA",1529,1627,3779,3725,2960,592,3319,3437
"PA14_52190,rumA",1069,1905,2214,1431,1476,402,1260,1126
"PA14_52210,cysM",341,658,617,486,518,82,751,1366
"PA14_52230,pirA",82,24,78,48,58,6,61,85
"PA14_52240,pirS",92,99,101,108,99,5,39,44
"PA14_52250,pirR",27,18,23,51,48,3,50,115
"PA14_52260,lemA",324,344,981,607,316,51,434,513
"PA14_52270,ldhA",78,110,136,211,25,2,105,146
"PA14_52280",54,96,60,127,40,7,108,100
"PA14_52290",28,59,3,30,24,2,63,100
"PA14_52300",24,34,18,26,20,8,79,92
"PA14_52310,dinP",23,39,71,55,59,7,45,54
"PA14_52320",87,23,70,87,29,12,459,723
"PA14_52330",49,66,113,85,90,23,125,163
"PA14_52340",43,84,70,71,52,10,43,106
"PA14_52350",209,369,217,226,203,35,349,314
"PA14_52370",105,185,177,219,234,24,337,437
"PA14_52380",179,353,2231,1836,2617,278,262,237
"PA14_52400,kup",167,274,281,303,318,50,226,285
"PA14_52420,rimO",133,183,146,170,196,41,262,175
"PA14_52430,yehS",90,78,33,46,38,13,49,43
"PA14_52440",6,8,0,5,1,1,5,12
"PA14_52460,mgtE",159,173,350,222,244,29,410,374
"PA14_52465",13,16,35,30,35,8,125,152
"PA14_52480",18,61,172,228,179,22,4,7
"PA14_52490",28,62,105,156,116,12,5,6
"PA14_52500",1,8,6,11,4,1,0,1
"PA14_52510",2,6,5,18,15,2,5,4
"PA14_52520",54,45,152,137,118,18,47,49
"PA14_52530",171,176,330,271,260,49,166,256
"PA14_52540",31,74,41,76,85,10,98,101
"PA14_52550",68,103,92,192,245,57,279,272
