gene_id,EV_1(GSM5097993),EV_2(GSM5097994),EV_3(GSM5097995),PA2577_1,PA2577_2,PA2577_3
D3C65_15265,34,21,36,36,27,32
D3C65_15270,11,7,12,5,11,13
D3C65_15275,44,29,41,41,44,44
D3C65_15280,22,7,13,19,19,23
D3C65_15285,19,17,16,16,13,9
D3C65_15290,12,15,16,26,23,19
D3C65_15295,21,12,22,31,26,21
D3C65_15300,11,6,9,5,10,4
D3C65_15305,919,737,713,732,795,785
D3C65_15310,0,3,0,4,1,4
D3C65_15315,150,146,148,132,150,145
D3C65_15320,64,44,45,45,49,40
D3C65_15325,19,17,9,24,19,22
D3C65_15330,20,14,14,16,12,16
D3C65_15335,21,15,27,24,36,29
D3C65_15340,58,43,68,81,73,65
D3C65_15345,224,163,183,201,227,193
D3C65_15350,9,10,8,22,22,12
D3C65_15355,154,144,151,111,151,147
D3C65_15360,18,9,11,11,18,15
D3C65_15365,41,27,39,41,44,30
D3C65_15370,11,11,19,21,11,9
D3C65_15375,24,6,18,21,11,19
D3C65_15380,1172,955,1065,1005,1038,1072
D3C65_15385,32,24,30,30,31,29
D3C65_15390,121,90,99,95,98,100
D3C65_15395,59,53,57,86,67,88
D3C65_15400,184,131,185,200,210,206
D3C65_15405,2383,1749,1905,2060,2033,1924
D3C65_15410,23,20,29,27,44,21
D3C65_15415,605,478,444,432,445,460
D3C65_15420,5843,4737,4855,5248,5499,5398
D3C65_15425,3,4,3,7,3,4
D3C65_15430,151,109,145,190,159,148
D3C65_15435,2005,1630,2137,2768,2510,2054
D3C65_15440,402,385,406,346,361,372
D3C65_15445,123,118,132,121,104,113
D3C65_15450,530,455,430,382,376,361
D3C65_15455,40,48,41,24,28,25
D3C65_15460,143,102,135,115,121,126
D3C65_15465,41,48,44,34,45,35
D3C65_15470,129,98,127,131,132,133
D3C65_15475,778,538,524,710,682,635
D3C65_15480,73,48,49,59,46,42
D3C65_15485,46,48,48,67,66,64
D3C65_15490,106,85,95,107,98,92
D3C65_15495,133,112,112,110,100,117
D3C65_15500,42,34,36,32,39,31
D3C65_15505,830,852,1361,969,1074,1199
D3C65_15510,2741,2287,2903,2554,2627,2624
D3C65_15515,32,53,75,90,64,60
D3C65_15520,6540,4997,4527,4326,4398,4275
D3C65_15525,284,204,193,216,224,215
D3C65_15530,8,12,7,9,9,9
D3C65_15535,1890,1386,1506,1206,1203,1377
D3C65_15540,4912,3528,4741,4430,4156,4579
D3C65_15545,11178,8348,10002,8267,8089,9104
D3C65_15550,449,300,402,395,373,401
D3C65_15555,219,207,199,168,173,185
D3C65_15560,782,680,605,576,542,835
D3C65_15565,2896,2351,2146,1622,1920,3110
D3C65_15570,1111,902,674,682,731,1230
D3C65_15575,428,312,259,265,320,470
D3C65_15580,1157,864,652,726,775,1102
D3C65_15585,622,444,375,289,392,455
D3C65_15590,488,389,386,313,362,454
D3C65_15595,2917,2294,2028,2200,3269,3824
D3C65_15600,1681,1104,776,768,1118,1324
D3C65_15605,708,480,333,357,539,549
D3C65_15610,232,183,118,112,161,212
D3C65_15615,518,409,471,447,487,459
D3C65_15620,41,33,40,44,47,68
D3C65_15625,78,73,89,70,78,80
D3C65_15630,481,331,260,208,291,429
D3C65_15635,2542,1717,1211,1000,1272,2088
D3C65_15640,962,757,598,519,538,1083
D3C65_15645,1412,1196,1086,759,889,1638
D3C65_15650,186,165,162,155,167,200
D3C65_15655,571,389,548,536,575,553
D3C65_15660,141,123,134,136,109,133
D3C65_15665,268,208,250,193,223,220
D3C65_15670,192,139,174,170,199,164
D3C65_15675,270,235,273,251,279,291
D3C65_15680,199,156,142,169,190,245
D3C65_15685,299,303,312,302,302,330
D3C65_15690,75,70,52,69,74,95
D3C65_15695,95,68,51,129,95,118
D3C65_15700,30,20,30,20,20,29
D3C65_15705,77,64,75,93,95,132
D3C65_15710,78,83,70,119,120,132
D3C65_15715,44,34,50,45,47,53
D3C65_15720,846,647,470,537,644,958
D3C65_15725,5,9,6,12,9,10
D3C65_15730,28,23,22,34,43,29
D3C65_15735,10,5,8,10,4,8
D3C65_15740,19,7,13,6,16,6
D3C65_15745,14,18,12,8,22,15
D3C65_15750,118,95,121,137,139,165
D3C65_15755,33,29,34,36,60,46
D3C65_15760,73,35,58,54,51,76
D3C65_15765,48,40,25,35,41,42
D3C65_15770,19,14,11,21,13,21
D3C65_15775,527,369,431,453,471,509
D3C65_15780,47,35,62,54,57,54
D3C65_15785,439,328,383,502,497,514
D3C65_15790,42,45,46,55,55,48
D3C65_15795,519,402,381,427,414,430
D3C65_15800,121,115,128,139,133,162
D3C65_15805,257,212,236,256,258,278
D3C65_15810,270,230,228,185,217,227
D3C65_15815,172,180,152,115,115,140
D3C65_15820,10,13,16,18,14,11
D3C65_15825,4250,3347,4018,3660,3820,3861
D3C65_15830,437,329,402,422,446,567
D3C65_15835,100,90,99,146,107,121
D3C65_15840,220,151,246,211,191,217
D3C65_15845,396,290,312,351,329,337
D3C65_15850,1332,1125,1171,1320,1319,1405
D3C65_15855,231,210,245,197,252,264
D3C65_15860,147,108,144,101,118,129
D3C65_15865,18,16,10,11,11,13
D3C65_15870,2,4,8,4,6,3
D3C65_15875,16,15,18,11,15,21
D3C65_15880,5,4,1,3,3,1
D3C65_15885,1,2,3,1,2,1
D3C65_15890,33,39,45,34,62,64
D3C65_15895,728,559,566,517,578,663
D3C65_15900,725,505,574,541,613,634
D3C65_15905,430,386,377,395,431,490
D3C65_15910,773,630,736,718,794,906
D3C65_15915,3132,2944,4138,3388,3496,3737
D3C65_15920,96,85,83,64,74,85
D3C65_15925,347,271,306,322,337,300
D3C65_15930,210,161,204,190,188,194
D3C65_15935,65,49,64,77,66,61
D3C65_15940,731,593,584,732,679,643
D3C65_15945,303,265,274,295,299,286
D3C65_15950,2246,1986,2293,1759,1861,1912
D3C65_15955,131,123,162,124,115,119
D3C65_15960,152,143,146,140,110,131
D3C65_15965,538,523,604,510,397,455
D3C65_15970,243,218,214,182,176,215
D3C65_15975,49,60,44,64,55,45
D3C65_15980,11,16,13,16,12,6
D3C65_15985,29,20,22,19,16,17
D3C65_15990,58,59,66,71,74,76
D3C65_15995,129,82,108,123,120,97
D3C65_16000,212,145,183,150,178,173
D3C65_16005,335,304,332,224,260,255
D3C65_16010,2621,2208,2783,2163,2189,2300
D3C65_16015,0,4,4,3,3,0
D3C65_16020,3,0,2,1,4,5
D3C65_16025,24,17,30,32,22,28
D3C65_16030,10,17,11,7,12,17
D3C65_16035,29,20,15,22,21,17
D3C65_16040,283,230,549,243,356,338
D3C65_16045,7,14,8,4,6,4
D3C65_16050,21,21,36,10,16,22
D3C65_16055,13,16,20,9,16,21
D3C65_16060,1,4,5,0,1,1
D3C65_16065,8,12,8,10,10,14
D3C65_16070,525,410,557,427,482,485
D3C65_16075,30,13,15,11,14,18
D3C65_16080,12,8,12,11,15,15
D3C65_16085,1185,811,882,838,827,863
D3C65_16090,179,141,158,101,125,113
D3C65_16095,82,58,59,62,67,69
D3C65_16100,48,38,50,52,48,43
D3C65_16105,50,38,27,28,36,33
D3C65_16110,4,6,4,1,11,4
D3C65_16115,38,28,13,20,24,17
D3C65_16120,20,20,28,26,38,36
D3C65_16125,139,103,126,99,85,97
D3C65_16130,57,27,36,43,43,45
D3C65_16135,57,31,41,45,67,58
D3C65_16140,132,111,107,115,117,129
D3C65_16145,50,40,25,41,43,36
D3C65_16150,306,282,259,210,195,261
D3C65_16155,61,56,43,50,72,50
D3C65_16160,15,20,15,17,25,12
D3C65_16165,118,80,100,93,99,96
D3C65_16170,140,109,111,84,99,110
D3C65_16175,101,75,82,75,80,67
D3C65_16180,137,93,107,92,99,88
D3C65_16185,154,105,127,114,108,102
D3C65_16190,205,113,120,112,129,111
D3C65_16195,63,50,47,44,46,46
D3C65_16200,12,3,8,5,6,4
D3C65_16205,442,336,486,371,404,425
D3C65_16210,240,210,181,176,255,231
D3C65_16215,51,41,47,60,52,57
D3C65_16220,13,12,9,9,17,13
D3C65_16225,654,580,691,628,610,622
D3C65_16230,94,62,77,52,57,86
D3C65_16235,87,67,80,69,92,66
D3C65_16240,25,22,21,24,32,26
D3C65_16245,57,66,79,73,67,69
D3C65_16250,72,54,68,69,80,79
D3C65_16255,222,169,189,175,206,172
D3C65_16260,60,46,52,53,49,57
D3C65_16265,334,255,295,409,404,393
D3C65_16270,24,35,34,47,31,24
D3C65_16275,164,137,133,142,145,142
D3C65_16280,73,37,60,57,55,59
D3C65_16285,245,193,220,271,272,243
D3C65_16290,29,22,44,29,29,24
D3C65_16295,514,383,430,350,350,412
D3C65_16300,140,114,149,123,135,117
D3C65_16305,31,30,42,24,22,38
D3C65_16310,558,482,391,448,399,466
D3C65_16315,122,104,109,103,116,121
D3C65_16320,48,46,48,38,52,48
D3C65_16325,309,263,305,264,244,353
D3C65_16330,428,313,337,425,441,381
D3C65_16335,667,575,636,710,696,697
D3C65_16340,49,53,68,84,67,56
D3C65_16345,437,349,462,375,389,407
D3C65_16350,273,224,230,263,223,252
D3C65_16355,346,246,290,250,272,238
D3C65_16360,91,70,101,70,71,98
D3C65_16365,194,172,192,199,168,186
D3C65_16370,141,93,82,115,103,103
D3C65_16375,1042,744,893,846,934,893
D3C65_16380,110,83,116,131,136,130
D3C65_16385,19,12,12,14,12,20
D3C65_16390,22,23,27,28,21,26
D3C65_16395,641,430,501,557,531,525
D3C65_16400,2398,1975,2428,1888,1982,1920
D3C65_16405,130,126,135,115,135,143
D3C65_16410,19,14,12,20,18,13
D3C65_16415,240,168,205,248,233,224
D3C65_16420,12,11,10,10,12,15
D3C65_16425,75,58,61,54,56,54
D3C65_16430,2335,2170,2744,2180,2079,1946
D3C65_16435,2134,1809,1911,2069,1903,1931
D3C65_16440,335,220,265,304,312,247
D3C65_16445,199,119,131,109,163,132
D3C65_16450,3979,3330,3666,3260,3293,3248
D3C65_16455,457,346,372,289,314,311
D3C65_16460,725,540,587,530,595,608
D3C65_16465,780,621,672,546,658,651
D3C65_16470,925,732,750,854,871,791
D3C65_16475,77,79,73,73,89,73
D3C65_16480,40,18,27,27,25,24
D3C65_16485,4604,3376,3471,3686,3351,3100
D3C65_16490,1217,837,867,835,781,787
D3C65_16495,199,164,148,189,176,133
D3C65_16500,85,73,85,124,103,96
D3C65_16505,61,40,56,43,60,58
D3C65_16510,1554,1261,1429,1139,1356,1419
D3C65_16515,1870,1684,1817,1632,1586,1782
D3C65_16520,618,543,588,639,649,573
D3C65_16525,2767,2145,2228,2338,2067,2077
D3C65_16530,524,442,478,525,502,471
D3C65_16535,940,686,795,868,767,719
D3C65_16540,79,78,78,73,60,74
D3C65_16545,77,64,82,96,74,87
D3C65_16550,411,373,345,283,337,304
D3C65_16555,332,281,265,243,250,271
D3C65_16560,1341,1109,1106,852,986,981
D3C65_16565,4376,3356,3819,3627,3678,3804
D3C65_16570,2585,2313,2664,2053,2214,2366
D3C65_16575,738,620,817,654,722,689
D3C65_16580,1085,828,854,819,952,993
D3C65_16585,4338,3554,3276,3344,3722,4553
D3C65_16590,197,173,204,124,154,133
D3C65_16595,1313,1073,1006,1051,1040,1142
D3C65_16600,711,583,580,649,550,607
D3C65_16605,700,704,789,669,675,764
D3C65_16610,554,434,537,522,555,534
D3C65_16615,5049,3813,3891,5070,4589,4591
D3C65_16620,1111,912,1045,1084,939,1029
D3C65_16625,2294,1739,1844,1884,1847,1733
D3C65_16630,719,570,558,618,593,585
D3C65_16635,788,666,666,687,642,687
D3C65_16640,1286,996,1159,1180,1144,1125
D3C65_16645,884,718,747,752,682,745
D3C65_16650,11993,9844,10446,10565,10065,9778
D3C65_16655,640,595,664,442,516,517
D3C65_16660,41715,38467,36681,26097,27429,30343
D3C65_16665,27738,23414,32310,31536,27279,26416
D3C65_16670,25240,20977,23476,20778,20522,20154
D3C65_16675,11064,9386,10088,8180,9048,9106
D3C65_16680,53900,43560,45671,43517,44016,43293
D3C65_16685,8,7,11,3,7,9
D3C65_16690,544,421,427,469,450,436
D3C65_16695,612,522,542,561,520,508
D3C65_16700,197,167,189,203,182,203
D3C65_16705,671,564,674,595,573,572
D3C65_16710,493,425,536,435,340,517
D3C65_16715,4296,4485,4872,2792,2388,3272
D3C65_16720,2913,2097,2289,2626,2467,2450
D3C65_16725,8476,6755,7616,6319,6617,6510
D3C65_16730,10875,8387,9971,9459,9312,8875
D3C65_16735,8084,6201,6871,7055,6317,6082
D3C65_16740,1515,1123,1202,1221,1215,1062
D3C65_16745,3068,2228,2905,3033,2789,2661
D3C65_16750,1276,1009,1166,923,1071,1100
D3C65_16755,5891,5233,8104,6750,7692,7893
D3C65_16760,532,481,401,276,281,325
D3C65_16765,15,11,16,9,10,16
D3C65_16770,32122,24850,28108,32971,32317,29711
D3C65_16775,64,40,51,50,56,62
D3C65_16780,15,8,12,10,18,12
D3C65_16785,42,31,40,40,39,45
D3C65_16790,6,4,6,3,8,14
D3C65_16795,23,15,21,29,16,19
D3C65_16800,35,15,22,25,19,24
D3C65_16805,5,1,7,3,10,5
D3C65_16810,87,73,73,90,88,92
D3C65_16815,29,23,34,25,25,33
D3C65_16820,247450,190769,209620,200802,196427,190604
D3C65_16825,20546,17590,19825,17323,16351,16336
D3C65_16830,3685,3403,3799,2878,3134,3204
D3C65_16835,755,702,773,732,762,691
D3C65_16840,1345,1176,1297,1121,1183,1126
D3C65_16845,1432,1154,1176,948,1016,1008
D3C65_16850,1076,810,825,863,821,799
D3C65_16855,21673,17716,20157,17703,18509,17689
D3C65_16860,3,2,1,2,2,4
D3C65_16865,1349,1256,1545,1338,1288,1248
D3C65_16870,1424,1115,1094,1423,1127,1085
D3C65_16875,6157,4719,4878,5008,4862,4663
D3C65_16880,3549,2647,2769,2378,2475,2511
D3C65_16885,100,75,95,90,92,83
D3C65_16890,52,45,48,60,36,42
D3C65_16895,48,46,64,41,54,81
D3C65_16900,102,91,81,91,81,103
D3C65_16905,190,199,190,176,179,216
D3C65_16910,8,6,11,11,6,9
D3C65_16915,1260,1017,902,883,1014,1116
D3C65_16920,2253,2098,2369,2129,2190,2527
D3C65_16925,1720,1333,1382,1309,1280,1323
D3C65_16930,972,726,758,766,714,730
D3C65_16935,726,610,538,648,577,596
D3C65_16940,168,147,159,154,138,166
D3C65_16945,3689,3313,3850,3357,3280,3305
D3C65_16950,495,468,533,492,427,464
D3C65_16955,858,654,764,669,725,717
D3C65_16960,212,199,172,160,166,172
D3C65_16965,11,9,9,11,7,10
D3C65_16970,7801,6072,6773,7618,7115,7130
D3C65_16975,1357,1227,1388,1050,917,1152
D3C65_16980,1041,835,940,870,897,892
D3C65_16985,25,29,37,43,32,28
D3C65_16990,2027,2126,2282,1598,1959,2175
D3C65_16995,53,33,68,53,56,75
D3C65_17000,7,5,7,15,3,17
D3C65_17005,2,2,2,6,6,0
D3C65_17010,1976,1666,2737,2855,2354,1920
D3C65_17015,435,411,490,402,403,453
D3C65_17020,29,25,34,29,18,31
D3C65_17025,59,59,61,59,57,63
D3C65_17030,345,267,392,494,432,343
D3C65_17035,236,184,209,192,206,215
D3C65_17040,147,132,111,120,131,106
D3C65_17045,206,181,205,133,145,172
D3C65_17050,226,180,189,214,188,239
D3C65_17055,106,80,101,98,111,92
D3C65_17060,57,57,66,58,55,64
D3C65_17065,56,50,53,80,69,55
D3C65_17070,193,160,181,235,201,207
D3C65_17075,9,3,9,16,12,9
D3C65_17080,641,612,664,554,589,649
D3C65_17085,412,414,487,356,346,366
D3C65_17090,1187,966,1113,1045,1063,1059
D3C65_17095,1336,1067,1083,1226,1224,1221
D3C65_17100,173,132,110,93,88,96
D3C65_17105,135,122,101,61,69,91
D3C65_17110,283,274,224,211,162,187
D3C65_17115,91,82,70,72,70,59
D3C65_17120,83,80,43,60,45,77
D3C65_17125,164,128,97,60,67,78
D3C65_17130,101,103,92,49,50,64
D3C65_17135,52,43,40,33,27,28
D3C65_17140,210,199,185,141,120,138
D3C65_17145,685,603,512,404,420,447
D3C65_17150,197,158,146,124,111,106
D3C65_17155,952,808,691,411,510,621
D3C65_17160,970,916,875,638,558,629
D3C65_17165,232,163,180,109,109,137
D3C65_17170,133,119,93,42,45,70
D3C65_17175,560,523,422,245,275,322
D3C65_17180,351,320,229,167,182,217
D3C65_17185,406,342,297,219,233,231
D3C65_17190,119,95,102,59,59,74
D3C65_17195,156,138,136,96,92,92
D3C65_17200,40,28,24,33,21,25
D3C65_17205,27,29,29,20,25,18
D3C65_17210,347,295,222,194,195,252
D3C65_17215,22,15,12,12,13,14
D3C65_17220,36,25,20,26,28,24
D3C65_17225,49,35,39,23,23,28
D3C65_17230,27,36,30,25,26,28
D3C65_17235,210,174,151,109,107,122
D3C65_17240,234,233,143,133,123,162
D3C65_17245,49,27,29,13,22,20
D3C65_17250,109,84,67,58,65,88
D3C65_17255,112,86,57,46,48,51
D3C65_17260,230,190,188,179,180,212
D3C65_17265,34,21,18,23,22,30
D3C65_17270,53,43,49,39,45,44
D3C65_17275,95,65,61,76,53,64
D3C65_17280,3253,2526,2658,2973,2908,2839
D3C65_17285,659,602,529,588,573,592
D3C65_17290,1673,1292,1437,1498,1455,1349
D3C65_17295,499,420,492,472,476,496
D3C65_17300,189,127,138,106,123,112
D3C65_17305,1214,883,899,770,953,845
D3C65_17310,1045,920,1068,1117,1085,1060
D3C65_17315,799,585,649,561,614,605
D3C65_17320,484,415,433,381,403,415
D3C65_17325,3000,2493,2889,2851,2818,2831
D3C65_17330,127,125,142,164,160,177
D3C65_17335,824,709,830,711,814,822
D3C65_17340,1837,1508,1528,1250,1375,1383
D3C65_17345,1093,1009,1247,1358,1385,1304
D3C65_17350,166,153,156,156,162,133
D3C65_17355,606,496,506,489,492,449
D3C65_17360,2934,2215,1974,2216,1954,1914
D3C65_17365,7825,7172,8891,6634,6887,7916
D3C65_17370,445,381,414,353,306,340
D3C65_17375,163,116,122,87,113,117
D3C65_17380,187,152,149,70,96,108
D3C65_17385,1189,829,894,723,818,822
D3C65_17390,263,218,220,117,166,181
D3C65_17395,427,343,353,256,337,296
D3C65_17400,256,149,143,135,129,133
D3C65_17405,422,268,292,251,288,242
D3C65_17410,50,45,35,42,40,34
D3C65_17415,443,304,321,270,296,308
D3C65_17420,930,751,832,567,695,679
D3C65_17425,291,248,244,165,163,225
D3C65_17430,725,587,657,482,586,559
D3C65_17435,70,64,52,41,50,47
D3C65_17440,196,170,204,148,143,156
D3C65_17445,1884,1466,1649,1280,1396,1511
D3C65_17450,934,751,875,601,658,730
D3C65_17455,3005,2996,3734,2356,2675,2907
D3C65_17460,740,620,686,723,705,681
D3C65_17465,1507,1263,1558,1375,1504,1461
D3C65_17470,260,213,288,252,296,308
D3C65_17475,236,176,191,108,152,175
D3C65_17480,1173,1011,1220,1014,1073,1200
D3C65_17485,124,135,145,148,135,162
D3C65_17490,68,78,80,64,77,56
D3C65_17495,112,91,137,82,94,83
D3C65_17500,8,8,8,14,6,9
D3C65_17505,573,480,615,473,559,591
D3C65_17510,245,181,200,190,213,192
D3C65_17515,183,180,182,181,174,204
D3C65_17520,837,678,783,910,801,811
D3C65_17525,97,104,99,92,99,105
D3C65_17530,1275,948,1059,912,970,916
D3C65_17535,1646,1322,1720,1560,1660,1457
D3C65_17540,170,115,170,150,147,143
D3C65_17545,1163,958,1190,973,1033,1010
D3C65_17550,1036,738,949,842,884,922
D3C65_17555,481,382,376,340,334,398
D3C65_17560,171,125,150,108,124,131
D3C65_17565,481,367,447,398,399,406
D3C65_17570,33,29,22,25,31,27
D3C65_17575,147,90,143,141,131,123
D3C65_17580,143,83,128,136,155,118
D3C65_17585,0,2,2,0,4,2
D3C65_17590,217,163,161,190,201,180
D3C65_17595,378,265,289,325,299,300
D3C65_17600,165,122,127,127,122,127
D3C65_17605,180,156,156,201,191,184
D3C65_17610,140,145,141,142,155,159
D3C65_17615,359,264,264,254,290,290
D3C65_17620,317,283,213,193,197,238
D3C65_17625,1159,830,1044,904,983,1009
D3C65_17630,1444,1170,1489,1314,1341,1423
D3C65_17635,656,542,586,525,665,747
D3C65_17640,1144,1021,1285,1360,1544,1655
D3C65_17645,62,43,68,58,57,50
D3C65_17650,242,206,264,220,185,254
D3C65_17655,373,305,311,293,330,355
D3C65_17660,397,366,419,347,356,407
D3C65_17665,586,422,475,472,511,472
D3C65_17670,607,461,525,566,558,530
D3C65_17675,2264,1848,2154,1883,2003,2034
D3C65_17680,1297,1042,1167,1193,1127,1161
D3C65_17685,299,225,271,241,233,249
D3C65_17690,1128,1001,1039,1030,995,1013
D3C65_17695,5458,4790,5352,4848,5317,5431
D3C65_17700,14430,10889,12305,11606,11973,11778
D3C65_17705,1004,873,1071,973,1005,985
D3C65_17710,540,459,510,384,345,391
D3C65_17715,31,17,27,32,24,30
D3C65_17720,92,75,94,87,83,98
D3C65_17725,761,859,1222,1010,1021,1171
D3C65_17730,201,175,230,186,198,195
D3C65_17735,1308,1274,1686,1664,1645,1832
D3C65_17740,3151,2578,3188,3091,3646,3896
D3C65_17745,910,780,780,879,999,1048
D3C65_17750,129,107,124,101,122,126
D3C65_17755,57,55,47,45,69,58
D3C65_17760,559,559,1259,1052,1055,690
D3C65_17765,11759,10668,25540,31362,26511,14211
D3C65_17770,540,411,434,445,399,427
D3C65_17775,275,206,199,237,235,212
D3C65_17780,427,357,423,395,373,407
D3C65_17785,4428,3773,3834,4347,4308,5077
D3C65_17790,408,283,315,271,296,282
D3C65_17795,1837,1742,1763,1425,1542,1612
D3C65_17800,23806,17905,18100,18762,19153,17783
D3C65_17805,36908,27841,28335,29241,29116,27173
D3C65_17810,26558,21279,25507,18504,20202,18976
D3C65_17815,17868,14591,17965,12803,14154,13657
D3C65_17820,39428,31414,37737,29851,31402,29493
D3C65_17825,14391,11668,12592,10560,11178,10866
D3C65_17830,27880,21921,24611,20128,21608,20748
D3C65_17835,4446,3842,3663,2552,2776,2639
D3C65_17840,9100,8860,9004,6802,6530,7050
D3C65_17845,13433,10490,10175,12581,12157,11965
D3C65_17850,2580,2200,2027,2076,2058,2430
D3C65_17855,130,93,94,108,95,102
D3C65_17860,183,166,178,142,148,151
D3C65_17865,109,99,97,109,101,94
D3C65_17870,472,482,497,412,420,427
D3C65_17875,147,124,160,156,148,144
D3C65_17880,790,647,644,705,656,648
D3C65_17885,419,312,458,339,429,385
D3C65_17890,1179,1053,1248,879,965,1018
D3C65_17895,319,267,269,292,262,218
D3C65_17900,591,501,624,463,525,502
D3C65_17905,9,16,15,10,12,18
D3C65_17910,18,27,29,29,25,20
D3C65_17915,12,4,6,4,6,9
D3C65_17920,34,30,43,48,33,36
D3C65_17925,47,53,51,38,39,64
D3C65_17930,106,75,60,52,86,100
D3C65_17935,180,140,129,97,103,157
D3C65_17940,434,436,520,422,389,387
D3C65_17945,1162,945,1061,1020,951,987
D3C65_17950,1698,1569,1802,1832,1954,2045
D3C65_17955,5688,5223,7494,4762,5480,5919
D3C65_17960,833,686,720,672,741,700
D3C65_17965,153,126,133,120,141,130
D3C65_17970,17762,15171,24630,16887,17675,17067
D3C65_17975,4088,3328,5392,3230,3723,3708
D3C65_17980,783,666,1048,656,667,659
D3C65_17985,4536,4047,6341,3954,4098,4381
D3C65_17990,11252,8410,8055,7955,7527,6799
D3C65_17995,4690,3570,3763,2827,2995,2621
D3C65_18000,1065,862,904,696,737,583
D3C65_18005,6976,5180,6011,5582,5157,4580
D3C65_18010,30,19,29,35,29,24
D3C65_18015,3179,2696,3781,2605,2703,2763
D3C65_18020,1145,869,1133,788,783,842
D3C65_18025,1233,997,1197,1109,1064,1050
D3C65_18030,134,111,157,100,111,114
D3C65_18035,233,180,209,155,150,163
D3C65_18040,13274,11062,16064,12579,13823,14142
D3C65_18045,1011,907,986,737,816,847
D3C65_18050,7164,5528,6121,5004,5692,5796
D3C65_18055,1240,990,1014,1052,1077,990
D3C65_18060,310,298,270,319,288,286
D3C65_18065,39,44,76,55,53,39
D3C65_18070,7,13,17,13,14,10
D3C65_18075,305,263,277,241,255,252
D3C65_18080,96,69,73,96,95,106
D3C65_18085,47,33,38,51,39,54
D3C65_18090,210,142,165,182,168,197
D3C65_18095,584,500,579,503,502,487
D3C65_18100,1400,1044,992,969,968,988
D3C65_18105,4186,3320,3244,3412,3206,3158
D3C65_18110,5667,4581,4990,5314,5077,4993
D3C65_18115,94,86,80,71,73,79
D3C65_18120,318,347,444,334,348,406
D3C65_18125,938,832,908,709,711,795
D3C65_18130,5915,4837,5590,4751,4982,4856
D3C65_18135,5869,4936,5950,5139,5053,5200
D3C65_18140,4305,3494,3713,3250,3221,3239
D3C65_18145,1341,1175,1411,1214,1223,1248
D3C65_18150,80,77,82,82,70,61
D3C65_18155,162,191,252,225,261,278
D3C65_18160,229,194,250,237,247,271
D3C65_18165,131,111,141,134,129,133
D3C65_18170,272,236,272,301,272,321
D3C65_18175,2089,1699,2212,1946,1952,1920
D3C65_18180,30,33,35,40,28,29
D3C65_18185,51,47,57,56,49,58
D3C65_18190,251,224,262,349,277,266
D3C65_18195,521,461,453,540,546,490
D3C65_18200,223,170,200,225,256,222
D3C65_18205,281,239,300,337,313,299
D3C65_18210,245,191,199,247,234,218
D3C65_18215,781,600,613,839,762,713
D3C65_18220,67,53,58,78,73,85
D3C65_18225,732,562,814,757,803,757
D3C65_18230,844,619,697,578,578,571
D3C65_18235,902,872,933,719,700,697
D3C65_18240,130,145,121,104,117,116
D3C65_18245,189,133,136,209,173,190
D3C65_18250,204,174,241,129,152,162
D3C65_18255,2559,2355,3309,2540,2752,2922
D3C65_18260,1342,1104,1214,1345,1276,1250
D3C65_18265,140,123,141,102,135,143
D3C65_18270,60,36,45,42,40,47
D3C65_18275,56,42,52,85,89,93
D3C65_18280,42,37,26,32,47,37
D3C65_18285,111,107,92,110,112,94
D3C65_18290,27,27,12,32,27,32
D3C65_18295,42,28,35,46,40,36
D3C65_18300,38,32,35,27,32,32
D3C65_18305,186,116,130,147,135,161
D3C65_18310,69,64,50,57,65,64
D3C65_18315,762,602,638,615,626,621
D3C65_18320,13043,10693,12640,15184,15388,15038
D3C65_18325,21,29,10,28,26,30
D3C65_18330,29,28,36,31,36,36
D3C65_18335,259,206,215,308,270,245
D3C65_18340,258,214,199,292,269,263
D3C65_18345,161,120,137,177,187,179
D3C65_18350,157,132,160,162,201,172
D3C65_18355,73,60,59,53,49,71
D3C65_18360,33,35,34,46,35,36
D3C65_18365,152,127,127,112,124,122
D3C65_18370,682,538,587,580,517,622
D3C65_18375,2222,1744,1951,1560,1675,1710
D3C65_18380,729,589,650,715,663,633
D3C65_18385,905,636,745,755,743,677
D3C65_18390,4190,3354,4037,3259,3521,3547
D3C65_18395,1034,828,941,861,917,841
D3C65_18400,213,170,185,164,195,142
D3C65_18405,1703,1488,1731,1315,1425,1443
D3C65_18410,766,752,920,682,661,787
D3C65_18415,1121,994,1099,928,989,974
D3C65_18420,1767,1502,1802,1656,1775,1765
D3C65_18425,146,128,169,182,177,160
D3C65_18430,165,121,170,177,175,173
D3C65_18435,231,178,200,310,276,295
D3C65_18440,190,115,134,130,148,148
D3C65_18445,195,214,173,155,157,171
D3C65_18450,152,110,129,144,133,120
D3C65_18455,478,339,423,399,396,364
D3C65_18460,110,76,82,144,98,124
D3C65_18465,1171,1042,939,780,885,808
D3C65_18470,4026,3119,3265,3716,3219,3557
D3C65_18475,2093,1745,2168,1849,2088,2194
D3C65_18480,1739,1361,1640,1654,1754,1677
D3C65_18485,1013,808,888,883,858,901
D3C65_18490,1110,965,926,954,985,902
D3C65_18495,2908,2337,2586,2443,2551,2590
D3C65_18500,7975,6569,7762,6598,7096,7121
D3C65_18505,3488,2852,3070,2954,2825,2819
D3C65_18510,1539,1277,1421,1270,1222,1275
D3C65_18515,3555,3271,4276,3318,3677,3731
