gene_id,EV_1(GSM5097993),EV_2(GSM5097994),EV_3(GSM5097995),PA2577_1,PA2577_2,PA2577_3
D3C65_10670,55,65,79,56,45,58
D3C65_10675,7,10,3,4,9,9
D3C65_10680,7,4,2,5,6,4
D3C65_10685,3,3,4,6,5,9
D3C65_10690,13,7,7,15,12,8
D3C65_10695,16,16,20,24,21,17
D3C65_10700,281,183,234,249,273,240
D3C65_10705,465,439,543,488,515,543
D3C65_10710,2,6,4,3,10,7
D3C65_10715,78,73,96,101,86,105
D3C65_10720,334,258,320,298,301,315
D3C65_10725,36,24,28,37,19,22
D3C65_10730,443,307,437,427,423,436
D3C65_10735,147,142,99,101,136,141
D3C65_10740,160,153,142,163,149,191
D3C65_10745,112,103,116,111,125,123
D3C65_10750,612,525,522,667,674,706
D3C65_10755,67,74,74,78,87,80
D3C65_10760,196,159,150,157,185,154
D3C65_10765,457,330,332,439,405,413
D3C65_10770,750,573,582,646,710,741
D3C65_10775,1537,1233,1380,1419,1415,1346
D3C65_10780,721,475,501,500,547,555
D3C65_10785,895,756,737,664,755,703
D3C65_10790,1789,1383,1432,1230,1383,1423
D3C65_10795,1182,956,997,897,926,997
D3C65_10800,1059,852,997,961,1046,957
D3C65_10805,1707,1325,1556,1821,1662,1676
D3C65_10810,293,308,349,314,302,298
D3C65_10815,58,32,61,73,79,66
D3C65_10820,3110,2605,3529,3199,3356,3447
D3C65_10825,652,580,693,684,665,684
D3C65_10830,496,398,469,336,394,427
D3C65_10835,706,579,614,737,691,685
D3C65_10840,68,63,62,85,78,94
D3C65_10845,47,28,33,36,27,38
D3C65_10850,110,83,97,121,123,103
D3C65_10855,30,26,35,39,32,31
D3C65_10860,118,79,101,95,127,96
D3C65_10865,117,102,86,107,110,138
D3C65_10870,81,59,51,78,94,97
D3C65_10875,177,132,182,233,253,224
D3C65_10880,795,699,989,662,723,708
D3C65_10885,446,403,504,508,467,520
D3C65_10890,414,448,492,387,405,664
D3C65_10895,55,52,53,63,82,67
D3C65_10900,26,18,23,27,20,13
D3C65_10905,75,48,72,60,66,76
D3C65_10910,346,344,401,341,382,389
D3C65_10915,10,4,3,11,6,5
D3C65_10920,294,230,285,256,272,291
D3C65_10925,949,726,892,802,821,882
D3C65_10930,595,492,573,603,585,560
D3C65_10935,256,213,211,200,204,193
D3C65_10940,437,339,361,305,310,346
D3C65_10945,161,158,135,174,157,159
D3C65_10950,849,620,652,684,725,690
D3C65_10955,184,166,173,212,182,183
D3C65_10960,145,125,162,169,135,141
D3C65_10965,409,378,538,394,383,458
D3C65_10970,9526,8218,11153,9045,10189,10729
D3C65_10975,779,699,887,752,775,790
D3C65_10980,1251,1172,1446,1353,1297,1344
D3C65_10985,649,544,568,566,485,539
D3C65_10990,22,19,16,12,15,25
D3C65_10995,132,101,80,125,130,157
D3C65_11000,50,52,76,64,56,66
D3C65_11005,1251,902,1102,1335,1218,1136
D3C65_11010,564,481,558,487,483,488
D3C65_11015,732,581,643,660,673,680
D3C65_11020,429,359,430,382,394,492
D3C65_11025,769,582,655,685,657,621
D3C65_11030,345,271,292,305,328,261
D3C65_11035,4890,4091,5144,4595,4789,4966
D3C65_11040,123723,115585,114675,66723,77031,95334
D3C65_11045,25,42,46,31,25,34
D3C65_11050,317,302,324,266,270,328
D3C65_11055,28751,22395,22298,23478,21518,21755
D3C65_11060,415,262,442,493,443,355
D3C65_11065,337,270,343,306,302,274
D3C65_11070,138,107,144,136,141,132
D3C65_11075,129,135,179,117,108,134
D3C65_11080,173,126,179,154,159,171
D3C65_11085,32,29,41,39,28,31
D3C65_11090,202,164,187,201,166,215
D3C65_11095,1557,1184,1301,1473,1383,1364
D3C65_11100,487,411,390,375,420,464
D3C65_11105,254,248,357,293,312,287
D3C65_11110,7244,7021,10230,9094,9298,9409
D3C65_11115,88,85,98,98,95,88
D3C65_11120,29,24,18,24,17,23
D3C65_11125,52,52,33,62,62,43
D3C65_11130,34,15,36,40,43,41
D3C65_11135,41,22,36,31,36,23
D3C65_11140,305,217,270,263,266,264
D3C65_11145,104,84,96,77,80,104
D3C65_11150,436,359,401,247,310,320
D3C65_11155,1307,978,1021,1128,1176,1247
D3C65_11160,5039,4267,4831,5330,4987,4733
D3C65_11165,314,238,235,261,217,238
D3C65_11170,3158,2532,2687,3012,2741,2811
D3C65_11175,851,735,841,821,798,840
D3C65_11180,294,211,292,267,259,238
D3C65_11185,207,186,168,158,153,159
D3C65_11190,641,544,715,632,573,677
D3C65_11195,1622,1217,1234,1155,1303,1283
D3C65_11200,621,456,468,424,513,500
D3C65_11205,540,437,540,481,496,528
D3C65_11210,1179,1206,1440,1319,1287,1287
D3C65_11215,27,30,30,19,21,33
D3C65_11220,1013,1097,1090,585,626,642
D3C65_11225,483,565,595,240,231,354
D3C65_11230,925,810,965,942,947,953
D3C65_11235,668,468,583,738,599,594
D3C65_11240,101,74,101,106,86,101
D3C65_11245,624,517,675,682,698,825
D3C65_11250,160,113,150,186,181,161
D3C65_11255,443,305,347,364,391,381
D3C65_11260,1289,1020,1110,1283,1177,1070
D3C65_11265,858,680,809,815,839,759
D3C65_11270,226,160,191,209,224,203
D3C65_11275,233,176,195,179,213,217
D3C65_11280,16,14,12,17,18,16
D3C65_11285,8,3,12,15,8,14
D3C65_11290,781,611,706,798,802,772
D3C65_11295,1752,1654,1992,1592,1529,1972
D3C65_11300,11,7,4,10,7,11
D3C65_11305,11,15,18,17,17,10
D3C65_11310,722,607,694,702,631,705
D3C65_11315,308,254,223,327,293,252
D3C65_11320,6151,4695,5564,5777,5443,5355
D3C65_11325,284,271,343,281,280,341
D3C65_11330,6216,4891,5366,5527,5190,5165
D3C65_11335,1646,1547,1577,1741,1508,1525
D3C65_11340,2131,1719,1987,1960,2040,2151
D3C65_11345,1206,1027,1171,1034,1091,1086
D3C65_11350,364,363,357,280,255,255
D3C65_11355,1417,1118,1340,1384,1280,1167
D3C65_11360,331,259,323,314,321,295
D3C65_11365,67,41,68,52,55,59
D3C65_11370,293,277,328,306,306,338
D3C65_11375,339,293,356,314,347,366
D3C65_11380,497,505,631,451,508,564
D3C65_11385,20,24,16,16,32,18
D3C65_11390,19,16,12,18,19,20
D3C65_11395,17,7,17,7,14,12
D3C65_11400,43,34,40,51,51,57
D3C65_11405,32,43,33,38,37,32
D3C65_11410,66,65,61,91,77,85
D3C65_11415,18,5,9,16,11,10
D3C65_11420,384,399,413,351,285,531
D3C65_11425,282,268,291,358,363,426
D3C65_11430,372,318,364,337,436,422
D3C65_11435,251,184,198,209,261,253
D3C65_11440,632,560,989,1181,952,685
D3C65_11445,8,9,7,11,8,2
D3C65_11450,6,14,9,6,8,7
D3C65_11455,1101,918,1038,1111,990,971
D3C65_11460,1252,990,1125,918,1045,1014
D3C65_11465,411,341,364,355,321,362
D3C65_11470,175,99,121,162,119,137
D3C65_11475,403,312,310,313,282,273
D3C65_11480,92,71,111,98,94,108
D3C65_11485,294,256,211,275,236,203
D3C65_11490,1330,1067,1089,1156,1175,1023
D3C65_11495,410,320,315,322,343,260
D3C65_11500,8,10,16,12,22,22
D3C65_11505,28,19,32,44,34,44
D3C65_11510,233,200,195,266,212,218
D3C65_11515,3287,2449,2742,3009,2832,2646
D3C65_11520,247,173,228,196,180,181
D3C65_11525,297,256,301,194,249,319
D3C65_11530,17,18,23,20,19,31
D3C65_11535,48,45,59,28,38,68
D3C65_11540,54,49,59,37,40,57
D3C65_11545,396,319,267,293,264,234
D3C65_11550,24398,19103,17661,20345,21637,21829
D3C65_11555,113,107,87,93,104,97
D3C65_11560,207,157,169,171,188,171
D3C65_11565,573,469,526,515,522,544
D3C65_11570,969,856,856,660,654,771
D3C65_11575,2116,1750,1803,1860,1794,1882
D3C65_11580,251,220,353,298,278,256
D3C65_11585,83,94,100,50,68,83
D3C65_11590,970,1000,1730,1033,1186,1333
D3C65_11595,1994,1939,2971,2119,2321,2771
D3C65_11600,70,64,54,41,55,61
D3C65_11605,61,74,57,71,83,73
D3C65_11610,73,72,77,84,73,101
D3C65_11615,30,17,26,45,41,26
D3C65_11620,159,144,165,113,105,156
D3C65_11625,183,140,145,151,163,160
D3C65_11630,181,135,110,167,170,156
D3C65_11635,123,104,111,127,121,115
D3C65_11640,325,235,285,275,283,267
D3C65_11645,156,136,149,144,163,185
D3C65_11650,407,358,389,354,352,388
D3C65_11655,159,186,206,244,258,288
D3C65_11660,17,34,36,38,36,37
D3C65_11665,655,458,507,601,616,670
D3C65_11670,18,6,6,7,7,14
D3C65_11675,20776,17985,22391,19155,18825,19543
D3C65_11680,41779,36578,41251,39504,36868,34995
D3C65_11685,22768,20609,23165,22319,19920,20652
D3C65_11690,49916,45266,49002,43474,43044,44048
D3C65_11695,5552,4609,5444,5298,5159,5170
D3C65_11700,9472,7619,8965,8470,9046,8863
D3C65_11705,5397,4784,5398,5217,4481,4569
D3C65_11710,2927,2919,3448,2787,2788,2934
D3C65_11715,118,163,176,139,119,139
D3C65_11720,1466,1500,1762,1509,1404,1511
D3C65_11725,5631,4590,4814,4848,4459,4433
D3C65_11730,1907,1439,1638,1361,1455,1279
D3C65_11735,1164,953,1070,1050,898,849
D3C65_11740,4090,3332,3724,3176,3056,3001
D3C65_11745,860,773,735,671,601,606
D3C65_11750,1484,1301,1262,1077,1069,1048
D3C65_11755,457,442,384,266,297,273
D3C65_11760,369,279,318,450,394,372
D3C65_11765,2914,2127,2419,2828,2780,2753
D3C65_11770,239,201,259,272,256,239
D3C65_11775,1642,1241,1584,1523,1536,1596
D3C65_11780,72,71,67,76,68,96
D3C65_11785,137,140,147,163,136,162
D3C65_11790,31,29,41,43,37,38
D3C65_11795,30,32,28,39,35,29
D3C65_11800,550,421,423,500,485,473
D3C65_11805,137,103,118,125,144,126
D3C65_11810,206,147,232,209,201,235
D3C65_11815,53,54,53,64,66,63
D3C65_11820,140,102,133,128,137,128
D3C65_11825,11,12,7,4,20,9
D3C65_11830,133,92,119,161,129,111
D3C65_11835,285,254,303,287,280,262
D3C65_11840,158,152,165,152,162,204
D3C65_11845,187,165,191,239,236,278
D3C65_11850,152,117,133,132,141,145
D3C65_11855,319,244,288,259,271,283
D3C65_11860,1754,1509,1905,1612,1742,1730
D3C65_11865,119,84,113,77,112,111
D3C65_11870,1392,1331,1762,1406,1427,1347
D3C65_11875,274,256,296,355,301,277
D3C65_11880,867,670,755,685,674,682
D3C65_11885,167,146,143,179,148,159
D3C65_11890,55,37,48,33,28,56
D3C65_11895,152,97,118,124,149,129
D3C65_11900,264,176,303,346,274,264
D3C65_11905,41,51,44,47,57,50
D3C65_11910,40,34,32,53,35,45
D3C65_11915,44,36,39,50,35,44
D3C65_11920,539,435,478,496,409,446
D3C65_11925,65,45,50,50,47,45
D3C65_11930,225,191,207,262,171,171
D3C65_11935,605,458,490,646,554,594
D3C65_11940,121,95,82,73,100,97
D3C65_11945,118,108,128,133,126,123
D3C65_11950,330,323,372,387,329,330
D3C65_11955,146,122,136,131,132,129
D3C65_11960,308,247,297,232,267,266
D3C65_11965,10,5,14,12,11,9
D3C65_11970,37,26,34,39,39,36
D3C65_11975,194,154,139,161,168,150
D3C65_11980,232,221,192,221,185,189
D3C65_11985,3163,2490,3009,2931,2916,2835
D3C65_11990,4133,3197,3717,3650,3943,3866
D3C65_11995,237,188,245,190,205,198
D3C65_12000,483,435,462,523,567,572
D3C65_12005,227,181,195,197,215,260
D3C65_12010,111,113,117,95,113,134
D3C65_12015,58,44,61,56,64,44
D3C65_12020,608,497,515,650,689,782
D3C65_12025,35,26,28,29,44,45
D3C65_12030,65,49,46,43,51,53
D3C65_12035,29,25,34,31,27,30
D3C65_12040,19,27,19,24,20,19
D3C65_12045,10,8,22,6,9,11
D3C65_12050,13,13,21,7,12,17
D3C65_12055,20,19,18,20,16,32
D3C65_12060,48,31,38,47,48,51
D3C65_12065,59,58,56,38,49,49
D3C65_12070,39,27,27,37,33,30
D3C65_12075,223,249,234,147,143,154
D3C65_12080,10059,7574,7305,5904,6008,5940
D3C65_12085,486,372,416,392,332,339
D3C65_12090,632,592,786,873,828,729
D3C65_12095,357,1483,3772,398,610,380
D3C65_12100,94,140,376,105,120,115
D3C65_12105,283,525,943,187,272,247
D3C65_12110,118,103,80,115,97,99
D3C65_12115,342,266,246,345,327,323
D3C65_12120,820,629,634,860,797,732
D3C65_12125,1094,893,956,1132,972,950
D3C65_12130,421,334,391,342,361,291
D3C65_12135,608,479,550,667,608,599
D3C65_12140,737,605,629,613,642,696
D3C65_12145,87,54,78,63,69,79
D3C65_12150,2215,1841,2454,2191,2326,2433
D3C65_12155,1737,1516,1624,1614,1547,1525
D3C65_12160,3173,2883,3424,3202,3317,3412
D3C65_12165,1585,1339,1456,1344,1372,1511
D3C65_12170,239,187,212,259,204,217
D3C65_12175,5186,3673,4303,4523,4479,4362
D3C65_12180,5292,4131,4448,4238,4220,4069
D3C65_12185,7468,5534,6325,6594,6250,6305
D3C65_12190,1177,924,982,1012,978,925
D3C65_12195,2282,1893,2048,1456,1607,1611
D3C65_12200,3213,2336,2752,2709,2642,2572
D3C65_12205,5069,3837,4072,3909,4083,3814
D3C65_12210,20458,15211,17478,17660,17830,16630
D3C65_12215,8240,6102,6666,6039,6480,6281
D3C65_12220,2866,2163,2409,2700,2588,2485
D3C65_12225,10076,7488,7910,8859,8322,7582
D3C65_12230,9837,7787,8802,7222,7437,7532
D3C65_12235,3676,3617,4291,3319,3237,3463
D3C65_12240,11,5,2,8,3,3
D3C65_12245,63,53,59,100,64,71
D3C65_12250,2982,2372,2838,3369,3263,3275
D3C65_12255,34,21,33,24,31,26
D3C65_12260,456,348,430,448,442,473
D3C65_12265,442,346,425,472,494,493
D3C65_12270,1125,1000,1149,1021,1108,1105
D3C65_12275,4157,3519,4537,3932,4521,4469
D3C65_12280,6199,4894,6003,6642,6240,6104
D3C65_12285,208,157,212,203,228,228
D3C65_12290,1388,997,1285,1176,1274,1284
D3C65_12295,3682,3048,3537,3447,3593,3581
D3C65_12300,289,272,319,350,290,352
D3C65_12305,17820,14615,16994,17711,18594,18913
D3C65_12310,20083,16158,18498,20360,20411,19266
D3C65_12315,1336,1214,1529,1302,1245,1343
D3C65_12320,2525,2337,2636,2514,2239,2262
D3C65_12325,10232,8707,9754,8297,8964,9170
D3C65_12330,2987,2595,2779,2288,2138,2466
D3C65_12335,373,326,343,417,394,335
D3C65_12340,643,452,506,575,532,507
D3C65_12345,7346,6052,7059,7332,6952,6667
D3C65_12350,7446,6485,7332,7033,7072,7302
D3C65_12355,2616,2195,2397,2525,2344,2366
D3C65_12360,3710,3201,3370,3031,3018,3037
D3C65_12365,8328,6312,7330,7394,7344,7095
D3C65_12370,3512,2709,2823,2600,2654,2728
D3C65_12375,165,156,186,155,152,163
D3C65_12380,902,728,756,796,804,801
D3C65_12385,270,232,234,314,324,267
D3C65_12390,264,198,186,250,237,216
D3C65_12395,289,199,213,222,279,253
D3C65_12400,514,461,525,420,425,448
D3C65_12405,3691,3292,4125,3728,3744,3983
D3C65_12410,53,65,48,10,19,20
D3C65_12415,109,95,106,130,145,138
D3C65_12420,45,30,36,44,34,40
D3C65_12425,363,270,346,348,375,333
D3C65_12430,131,133,119,149,155,128
D3C65_12435,143,93,114,102,119,118
D3C65_12440,95,86,100,101,92,101
D3C65_12445,76,69,77,75,97,78
D3C65_12450,62,42,52,42,51,32
D3C65_12455,32,18,23,30,21,25
D3C65_12460,222,195,210,182,163,218
D3C65_12465,221,218,211,128,182,188
D3C65_12470,2064,1614,1955,1752,1747,1706
D3C65_12475,1100,1001,1173,876,805,941
D3C65_12480,134,104,128,118,121,92
D3C65_12485,24,14,14,18,17,13
D3C65_12490,661,610,708,600,676,710
D3C65_12495,2252,1900,1987,1279,1512,1602
D3C65_12500,18,12,12,17,15,14
D3C65_12505,2000,1986,2131,1850,1780,1878
D3C65_12510,1491,1199,1190,1039,1085,1172
D3C65_12515,1594,1275,1479,1028,1091,1116
D3C65_12520,163,216,182,30,49,102
D3C65_12525,3,5,2,6,1,7
D3C65_12530,414,364,512,417,463,416
D3C65_12535,2207,1815,2164,2129,2021,1912
D3C65_12540,3472,3005,3122,2749,2724,2853
D3C65_12545,285,476,439,200,207,235
D3C65_12550,2895,2261,2928,2477,2497,2544
D3C65_12555,122,119,138,121,122,112
D3C65_12560,2310,1722,1822,2246,2049,2140
D3C65_12565,156,106,108,574,466,626
D3C65_12570,351,270,283,220703,210552,220355
D3C65_12575,344,292,424,81,89,105
D3C65_12580,1628,1276,1489,1582,1540,1438
D3C65_12585,122,101,117,115,116,88
D3C65_12590,255,205,252,224,262,281
D3C65_12595,198,165,267,206,213,224
D3C65_12600,125,109,126,120,151,137
D3C65_12605,656,704,751,611,723,953
D3C65_12610,56,56,61,53,49,63
D3C65_12615,200,205,197,183,197,234
D3C65_12620,259,231,269,215,228,251
D3C65_12625,2879,2490,3546,3017,3520,3547
D3C65_12630,17,12,23,28,29,17
D3C65_12635,90,101,102,86,99,98
D3C65_12640,25,18,32,19,24,22
D3C65_12645,108,101,95,95,103,102
D3C65_12650,300,245,282,248,253,287
D3C65_12655,504,434,506,526,578,636
D3C65_12660,479,382,452,464,484,461
D3C65_12665,802,685,700,570,555,705
D3C65_12670,168,157,154,189,207,219
D3C65_12675,740,542,616,574,620,611
D3C65_12680,500,429,548,405,459,471
D3C65_12685,524,474,406,367,405,584
D3C65_12690,233,189,206,199,219,230
D3C65_12695,914,675,740,484,602,1130
D3C65_12700,295,229,207,150,193,300
D3C65_12705,637,430,298,328,339,547
D3C65_12710,409,287,240,200,228,335
D3C65_12715,664,558,691,796,749,740
D3C65_12720,177,160,191,114,149,126
D3C65_12725,43,44,32,33,37,31
D3C65_12730,323,285,375,349,355,417
D3C65_12735,60,42,66,60,66,46
D3C65_12740,106,91,130,106,97,108
D3C65_12745,72,61,79,58,82,76
D3C65_12750,2167,1760,1963,1979,1942,2068
D3C65_12755,250,183,236,221,216,219
D3C65_12760,1154,893,857,1001,922,950
D3C65_12765,1654,1287,1376,1231,1251,1304
D3C65_12770,887,720,1016,935,926,937
D3C65_12775,1623,1182,1626,1539,1591,1457
D3C65_12780,715,524,625,568,611,586
D3C65_12785,249,191,258,242,203,220
D3C65_12790,772,573,599,614,760,622
D3C65_12795,1524,1034,1144,1059,1164,1096
D3C65_12800,255,183,216,239,266,189
D3C65_12805,274,277,305,236,291,271
D3C65_12810,1286,1021,1037,1041,1132,1222
D3C65_12815,2735,2253,2396,2276,2202,2088
D3C65_12820,34,33,38,28,31,44
D3C65_12825,19,16,24,18,14,15
D3C65_12830,1063,732,886,952,952,927
D3C65_12835,1477,1160,1376,1614,1493,1378
D3C65_12840,5,7,11,9,6,6
D3C65_12845,664,562,671,655,676,706
D3C65_12850,1002,730,830,886,887,920
D3C65_12855,835,689,770,707,700,702
D3C65_12860,645,500,543,546,562,529
D3C65_12865,117,89,83,73,89,86
D3C65_12870,181,129,128,177,189,159
D3C65_12875,232,176,189,224,235,256
D3C65_12880,31,37,39,34,42,29
D3C65_12885,29,23,22,30,24,18
D3C65_12890,139,102,137,147,146,155
D3C65_12895,136,121,122,113,126,158
D3C65_12900,17,11,16,22,26,15
D3C65_12905,1,3,4,2,5,6
D3C65_12910,14,12,24,20,27,21
D3C65_12915,26,16,13,11,13,13
D3C65_12920,16,9,14,11,12,11
D3C65_12925,11,4,6,10,6,4
D3C65_12930,63,47,48,46,57,51
D3C65_12935,8,3,6,11,8,11
D3C65_12940,112,80,95,113,83,118
D3C65_12945,234,192,221,243,208,213
D3C65_12950,2,2,4,6,4,3
D3C65_12955,28,32,40,34,34,37
D3C65_12960,15,9,15,20,12,17
D3C65_12965,36,36,39,38,41,43
D3C65_12970,5,4,15,15,9,9
D3C65_12975,103,73,82,86,74,101
D3C65_12980,74,97,119,133,111,114
D3C65_12985,1298,1106,1345,1112,1169,1234
D3C65_12990,658,489,567,575,528,544
D3C65_12995,1354,1516,1906,2111,1814,1993
D3C65_13000,39,27,32,25,38,41
D3C65_13005,18,12,26,28,23,17
D3C65_13010,29,17,34,28,29,22
D3C65_13015,164,139,158,147,138,150
D3C65_13020,209,173,171,184,138,167
D3C65_13025,392,205,386,597,503,358
D3C65_13030,855,457,803,1170,1020,767
D3C65_13035,362,271,413,507,465,330
D3C65_13040,1135,905,1111,1296,1164,1225
D3C65_13045,1988,1577,1915,1648,1763,1799
D3C65_13050,70,61,66,70,56,62
D3C65_13055,149,107,165,194,136,216
D3C65_13060,72,55,81,73,87,77
D3C65_13065,32,30,35,31,35,35
D3C65_13070,40,43,50,60,44,52
D3C65_13075,85,74,105,138,137,123
D3C65_13080,512,498,616,521,496,525
D3C65_13085,1947,1573,2004,1745,1844,1691
D3C65_13090,1730,1527,1915,1943,2128,2364
D3C65_13095,1368,1290,1400,1321,1621,1648
D3C65_13100,249,158,211,234,210,220
D3C65_13105,189,195,221,217,199,219
D3C65_13110,393,322,344,411,374,379
D3C65_13115,99,67,94,104,106,103
D3C65_13120,397,340,284,323,337,348
D3C65_13125,129,119,115,169,161,138
D3C65_13130,0,3,4,2,6,6
D3C65_13135,5,5,1,5,7,9
D3C65_13140,6,9,10,8,5,7
D3C65_13145,34,31,30,28,40,34
D3C65_13150,50,43,48,58,51,32
D3C65_13155,121,89,116,113,109,115
D3C65_13160,172,150,147,162,114,127
D3C65_13165,117,90,86,109,88,78
D3C65_13170,136,98,115,123,110,89
D3C65_13175,16,16,21,17,20,15
D3C65_13180,631,605,646,549,608,627
D3C65_13185,2045,1635,2144,2162,2087,2202
D3C65_13190,21018,17434,19767,17233,17680,18049
D3C65_13195,1206,1097,1202,816,755,774
D3C65_13200,533,462,454,292,333,348
D3C65_13205,232,263,240,154,175,176
D3C65_13210,50,48,48,42,50,38
D3C65_13215,274,273,325,273,212,235
D3C65_13220,408,441,473,410,315,368
D3C65_13225,231,179,227,238,221,241
D3C65_13230,758,595,833,827,898,812
D3C65_13235,1200,1023,1182,1050,1069,1134
D3C65_13240,166,115,153,201,203,191
D3C65_13245,675,564,680,582,668,675
D3C65_13250,1344,1080,1189,1078,1175,1215
D3C65_13255,124,111,103,112,112,118
D3C65_13260,134,79,116,155,165,130
D3C65_13265,1257,1016,1169,987,1184,1140
D3C65_13270,7657,5771,6727,6832,7164,7698
D3C65_13275,41,31,34,26,31,30
D3C65_13280,631,448,468,500,473,519
D3C65_13285,669,587,563,579,556,624
D3C65_13290,1147,868,745,789,792,910
D3C65_13295,70,55,68,40,48,42
D3C65_13300,121,103,87,65,87,79
D3C65_13305,160,144,152,154,162,157
D3C65_13310,91,74,84,83,102,88
D3C65_13315,99,61,80,60,66,54
D3C65_13320,302,248,337,296,329,287
D3C65_13325,350,300,307,249,291,284
D3C65_13330,87,86,83,86,83,91
D3C65_13335,86,95,99,148,97,124
D3C65_13340,603,572,643,1039,544,669
D3C65_13345,6,9,5,9,2,9
D3C65_13350,274,225,257,334,230,283
D3C65_13355,16,7,8,14,11,9
D3C65_13360,153,114,140,182,110,147
D3C65_13365,23,11,10,20,17,25
D3C65_13370,49,46,53,65,41,48
D3C65_13375,20,13,13,16,15,22
D3C65_13380,30,9,21,29,15,17
D3C65_13385,12,20,15,27,16,26
D3C65_13390,276,225,228,279,330,318
D3C65_13395,448,326,445,345,325,400
D3C65_13400,18,11,18,23,28,23
D3C65_13405,1,5,8,11,8,3
D3C65_13410,26,19,20,29,26,29
D3C65_13415,48,43,28,26,48,29
D3C65_13420,24,21,31,43,21,39
D3C65_13425,351,301,369,375,388,343
D3C65_13430,29,30,22,35,41,31
D3C65_13435,29,32,31,31,50,49
D3C65_13440,54,41,56,63,69,70
D3C65_13445,68,52,48,68,65,67
D3C65_13450,36,24,19,19,24,29
D3C65_13455,104,80,60,79,92,94
D3C65_13460,861,683,760,741,658,714
D3C65_13465,392,305,304,245,258,257
D3C65_13470,463,327,340,294,296,338
D3C65_13475,627,437,544,485,413,431
D3C65_13480,235,188,214,188,190,199
D3C65_13485,196,184,191,190,168,184
D3C65_13490,264,210,254,205,206,191
D3C65_13495,712,573,585,466,435,444
D3C65_13500,899,703,775,868,932,878
D3C65_13505,531,441,534,430,475,499
D3C65_13510,750,610,654,626,575,600
D3C65_13515,4487,3450,3542,4006,3691,3447
D3C65_13520,37,37,38,50,36,45
D3C65_13525,189,185,191,189,184,182
D3C65_13530,25,35,22,32,45,31
D3C65_13535,35,31,26,41,48,44
D3C65_13540,41,37,32,44,53,47
D3C65_13545,107,80,112,107,103,131
D3C65_13550,305,246,231,246,270,273
D3C65_13555,470,349,359,403,417,388
D3C65_13560,492,383,386,491,434,422
D3C65_13565,1784,1526,1698,1667,1711,1581
D3C65_13570,396,398,439,303,298,313
D3C65_13575,201,172,186,213,233,219
D3C65_13580,65,38,52,75,60,70
D3C65_13585,272,219,213,171,190,204
D3C65_13590,318,235,256,243,244,280
D3C65_13595,749,707,910,698,801,793
D3C65_13600,146,147,201,150,156,153
D3C65_13605,432,400,438,387,365,398
D3C65_13610,892,777,921,722,780,848
D3C65_13615,2557,2076,2427,2255,2396,2564
D3C65_13620,59,44,67,84,55,48
D3C65_13625,221,197,223,274,237,238
D3C65_13630,20,20,31,28,25,32
D3C65_13635,27,24,19,38,32,26
D3C65_13640,231,181,190,192,211,197
D3C65_13645,103,93,95,58,60,82
D3C65_13650,167,165,172,156,142,126
D3C65_13655,35,20,30,36,32,20
D3C65_13660,8,2,6,7,4,9
D3C65_13665,25,16,15,22,26,19
D3C65_13670,4,3,3,2,9,5
D3C65_13675,15,10,11,28,13,11
D3C65_13680,56,39,79,64,69,52
D3C65_13685,71,72,105,87,63,91
D3C65_13690,141,138,147,106,128,118
D3C65_13695,194,170,204,157,203,202
D3C65_13700,21,34,37,27,26,41
D3C65_13705,171,124,143,151,160,147
D3C65_13710,63,44,39,63,52,44
D3C65_13715,85,107,107,83,86,83
D3C65_13720,84,89,85,80,89,112
D3C65_13725,8,10,15,8,15,17
D3C65_13730,23,9,18,18,13,26
D3C65_13735,34,28,21,26,26,28
D3C65_13740,36,34,32,18,36,36
D3C65_13745,354,330,339,305,362,334
D3C65_13750,824,686,685,779,774,724
