"gene_id","Ag1","Ag2","Ag3","AgTe1","AgTe2","AgTe3","C1","C2","C3","Te1","Te2","Te3"
"A4W92_RS08365",3,4,2,1,7,4,3,5,4,4,10,6
"A4W92_RS08370",77,41,41,25,42,47,42,56,34,50,61,50
"A4W92_RS08375",11,2,2,6,0,3,10,16,2,4,8,8
"A4W92_RS08380",4,3,7,2,2,3,2,5,4,2,2,3
"A4W92_RS08385",32,18,22,22,14,26,17,32,13,28,27,39
"A4W92_RS08390",18,9,18,5,6,11,11,12,9,16,8,17
"A4W92_RS08395",10,22,13,19,11,15,8,16,15,17,15,18
"A4W92_RS08400",25,17,15,13,20,32,25,27,25,25,20,25
"A4W92_RS08405",90,55,67,42,43,76,43,71,64,67,74,85
"A4W92_RS08410",4,1,1,3,0,0,0,2,0,0,0,0
"A4W92_RS08415",1,2,0,2,0,0,0,0,0,1,1,1
"A4W92_RS08420",73,66,49,47,45,59,43,69,59,54,78,87
"A4W92_RS08425",30,18,21,21,17,52,20,33,29,24,23,43
"A4W92_RS08430",31,22,22,24,18,30,21,20,18,26,19,26
"A4W92_RS08435",76,68,35,68,64,104,74,80,71,89,76,96
"A4W92_RS08440",1333,979,729,1039,894,1677,928,1053,862,988,997,1331
"A4W92_RS08445",63,54,70,56,45,80,26,52,38,58,68,66
"A4W92_RS08450",148,104,86,103,57,124,70,87,95,88,100,116
"A4W92_RS08455",53,35,36,25,27,42,30,42,34,36,37,42
"A4W92_RS08460",3,5,0,6,1,5,1,2,6,3,2,1
"A4W92_RS08465",24,21,13,14,17,20,12,18,15,16,23,39
"A4W92_RS08470",15,15,12,6,3,14,6,20,8,10,15,13
"A4W92_RS08475",167,196,155,94,77,93,81,142,138,160,169,237
"A4W92_RS08480",153,153,130,95,107,163,123,147,99,164,137,192
"A4W92_RS33615",314,269,199,245,192,335,265,337,244,284,337,344
"A4W92_RS08485",212,171,99,205,119,285,98,150,113,148,182,230
"A4W92_RS32100",5228,4443,4997,3918,3213,6009,3904,4678,4049,4926,3919,6260
"A4W92_RS08490",24773,16913,19553,17633,16497,29908,19791,23527,21124,24660,19824,27041
"A4W92_RS08495",59603.422,36404.352,46142.963,28481.724,29588.664,50803.998,51206.061,62528.735,58083.315,56200.529,42051.382,54489.447
"A4W92_RS08500",8008,4869,5836,2548,2912,4517,7401,9176,8203,7011,5908,7037
"A4W92_RS08505",7112,4374,4325,2189,2522,3957,6063,7369,6333,5646,4749,6525
"A4W92_RS08510",14294,8984,9554,4883,4286,6781,12995,12126,11480,10377,10518,13007
"A4W92_RS08515",43751,26940,28197,13452,13576,20474,37567,35796,33164,31136,29165,38332
"A4W92_RS08520",35862,21520,23722,10028,10474,15104,28510,28332,25907,25550,22976,31528
"A4W92_RS08525",6063,3742,3641,2000,2525,3142,5487,5390,4571,4916,3990,5610
"A4W92_RS08530",12070,7847,8068,3962,5286,7075,11015,11376,9760,9820,8169,11136
"A4W92_RS08535",3300,2312,2436,1135,1373,1995,2968,3261,2724,2726,2305,3048
"A4W92_RS08540",4545,3069,2961,1429,1657,2602,4230,4624,4141,3807,3462,4061
"A4W92_RS08545",1523,1189,1116,542,598,821,1374,1493,1285,1222,1004,1476
"A4W92_RS08550",1041,794,631,335,417,625,920,1036,887,885,826,1001
"A4W92_RS32105",4416,3501,2815,4626,4638,7662,4035,4126,3507,4325,3740,5095
"A4W92_RS08560",3037,2316,1809,2088,2498,3971,2694,2883,2381,2634,2247,3071
"A4W92_RS08565",4166,2802,2706,1827,2051,2938,3639,3558,3134,3428,2872,3833
"A4W92_RS08570",3577,2745,2463,1544,1881,2671,2843,3043,2559,2826,2427,3294
"A4W92_RS08575",5814,4221,3490,3178,3618,6215,3827,5028,4077,4438,3740,4953
"A4W92_RS08580",2387,1687,1554,978,1278,2042,1715,2170,1766,1805,1435,1926
"A4W92_RS08585",1615,1190,1159,555,664,1083,1147,1505,1144,1204,1044,1343
"A4W92_RS08590",1913,1659,1360,1271,1101,1697,1367,1702,1437,1465,1498,1856
"A4W92_RS08595",464,331,302,278,330,565,550,517,530,479,422,467
"A4W92_RS33075",627,454,355,394,463,747,628,721,656,591,564,592
"A4W92_RS08605",7587,5582,5067,6581,6808,11173,8731,8631,7909,7827,6919,7759
"A4W92_RS08610",1393,1065,920,1551,1497,2407,1467,1464,1357,1453,1328,1542
"A4W92_RS08615",1786,1392,1204,2302,2200,3560,1989,1856,1645,2163,1889,2131
"A4W92_RS08620",699,675,421,1230,985,1698,629,682,601,778,728,942
"A4W92_RS08625",2513,2096,2226,4879,3281,6527,2332,2578,2110,3296,3558,4218
"A4W92_RS08630",1880,1437,1157,2474,2182,4036,2013,1934,1722,2047,2004,2395
"A4W92_RS08635",1459,1136,930,1336,1367,2329,1479,1542,1296,1493,1386,1611
"A4W92_RS08640",4882,3355,2708,2923,3321,5132,4948,4907,4235,4052,3983,4577
"A4W92_RS32120",275,215,182,94,107,204,261,319,233,231,244,290
"A4W92_RS08645",2794,1897,1805,819,961,1482,2435,2534,2249,2197,1812,2496
"A4W92_RS08650",1284,934,820,399,485,724,1134,1174,1076,1077,940,1226
"A4W92_RS08655",24514,18191,12160,19631,21414,32135,16026,17741,15288,17215,16173,24663
"A4W92_RS33380",4824,5232,3661,6801,5616,8136,3924,4322,3543,4077,3879,7081
"A4W92_RS08660",40,43,36,30,31,48,35,37,28,32,44,56
"A4W92_RS08665",45,49,30,39,31,47,36,39,30,43,35,53
"A4W92_RS08670",59,49,33,52,42,69,64,52,39,44,51,57
"A4W92_RS08675",86,54,42,58,60,84,70,75,51,70,75,56
"A4W92_RS08680",41,23,30,52,19,50,26,37,35,31,32,45
"A4W92_RS08685",14,10,7,11,8,26,13,20,18,14,12,10
"A4W92_RS08690",3,4,3,4,5,5,4,8,3,4,1,4
"A4W92_RS08695",8,10,9,5,4,7,7,8,11,3,7,11
"A4W92_RS08700",9,8,2,2,6,5,6,9,5,9,8,9
"A4W92_RS08705",47,43,22,27,22,37,36,34,27,25,30,30
"A4W92_RS08710",13,13,7,14,15,21,15,12,8,14,8,14
"A4W92_RS08715",18,14,13,17,13,21,22,14,16,14,16,12
"A4W92_RS33620",10,13,6,7,7,8,9,7,13,7,4,12
"A4W92_RS08720",52,61,41,43,50,60,43,66,60,48,49,98
"A4W92_RS08725",17,24,11,16,12,25,18,17,25,21,13,17
"A4W92_RS08730",9,5,3,7,6,6,2,3,9,4,10,9
"A4W92_RS08735",3,4,2,1,1,3,5,3,3,1,2,4
"A4W92_RS08740",13,11,15,10,3,14,11,11,19,13,14,7
"A4W92_RS08745",14,8,6,7,4,11,16,4,9,8,10,9
"A4W92_RS08750",294,221,166,169,165,240,169,240,176,221,218,239
"A4W92_RS08755",283,187,209,261,222,363,212,233,182,227,238,283
"A4W92_RS08760",112,88,54,82,78,108,87,108,87,87,83,115
"A4W92_RS08765",39,20,28,27,28,34,36,31,41,32,21,23
"A4W92_RS08770",24,23,10,17,13,28,20,24,22,18,24,21
"A4W92_RS32125",1,1,1,4,3,0,4,4,3,4,1,4
"A4W92_RS08775",169,153,139,112,114,164,136,178,142,127,126,201
"A4W92_RS08780",23,25,13,11,12,27,20,31,16,15,18,23
"A4W92_RS08785",57,53,31,33,32,51,42,48,44,49,36,54
"A4W92_RS33080",2591,2345,1369,1517,2061,2515,2238,2120,1895,1915,1595,2499
"A4W92_RS33085",4519,3360,2604,2626,3201,3889,4375,4010,3641,3407,3594,4535
"A4W92_RS08795",1080,885,642,1065,964,1363,942,957,767,887,1050,1275
"A4W92_RS32130",48,57,39,104,43,101,57,56,56,60,56,76
"A4W92_RS08800",104,90,65,85,86,175,96,81,98,105,88,104
"A4W92_RS08805",42,28,30,35,38,54,49,38,38,34,33,42
"A4W92_RS08810",49,60,26,22,31,50,64,48,40,37,39,48
"A4W92_RS08815",10,18,10,13,10,23,21,16,16,13,15,10
"A4W92_RS08820",264,249,183,177,174,311,285,281,223,214,229,245
"A4W92_RS33385",303,279,252,272,148,333,298,302,257,239,253,301
"A4W92_RS08825",825,551,578,393,324,602,912,858,761,662,704,690
"A4W92_RS08830",352,202,235,147,138,234,402,331,286,299,300,268
"A4W92_RS08835",223,189,146,101,130,173,256,253,210,165,205,181
"A4W92_RS33390",89,58,59,31,29,70,93,84,70,85,67,68
"A4W92_RS08840",686.13,427.747,401.524,261.205,275.913,510.733,812.308,662.052,635.538,526.72,546.519,500.405
"A4W92_RS08845",341,232,191,167,143,239,410,347,323,251,326,272
"A4W92_RS33395",21,24,24,13,8,22,37,27,26,37,26,19
"A4W92_RS08850",129,91,87,58,47,66,143,110,104,86,92,101
"A4W92_RS32135",89,59,41,53,30,50,94,73,61,66,63,66
"A4W92_RS08860",4413,3481,2601,6805,5362,9599,4073,4474,3752,4704,4827,5797
"A4W92_RS08865",4384,3920,3046,13760,8817,15578,4078,3906,3493,5661,5786,8317
"A4W92_RS08870",3000,2448,1824,15456,8787,16400,2561,2824,2352,4874,5979,7430
"A4W92_RS08875",575,470,328,301,345,521,525,530,446,527,432,616
"A4W92_RS08880",625.164,422.823,366.933,239.91,305.766,464.332,516.328,510.825,453.163,543.785,455.928,643.567
"A4W92_RS08885",304.979,223.764,221.797,107.637,232,336.047,241.449,238.87,240.085,264.791,210.493,307.78
"A4W92_RS08890",94,74,57,37,65,90,71,77,70,74,68,86
"A4W92_RS33625",57.503,0.002,104.145,0.001,43.627,0,78.586,138.492,44.302,41.305,0.001,27.274
"A4W92_RS08900",851,768,528,279,313,599,553,761,617,658,461,714
"A4W92_RS08905",618,513,389,203,199,358,383,532,403,447,393,477
"A4W92_RS08915",360,258,184,171,154,291,286,319,279,286,239,338
"A4W92_RS33400",42.748,40.517,28.014,50.775,57.6,115.363,30.623,38.024,37.999,42.821,39.455,47.799
"A4W92_RS08930",22,18,6,34,20,51,9,18,12,33,22,27
"A4W92_RS32140",1033,849,713,741,689,899,759,819,748,788,780,1191
"A4W92_RS32145",2838,2410,1556,1274,2183,2722,2678,2741,2546,2528,1903,3127
"A4W92_RS33090",12914,10321,7081,4162,7416,8789,14874,14390,12609,11187,9690,13294
"A4W92_RS08935",1720,1457,1346,429,603,924,1947,1887,1833,1780,1613,2029
"A4W92_RS08940",2377,2538,2633,556,693,1107,2005,2398,2123,2339,1950,2869
"A4W92_RS08945",473,363,295,291,290,508,415,402,362,390,365,518
"A4W92_RS08950",110,109,74,118,83,171,103,116,114,96,107,153
"A4W92_RS08955",70,52,53,49,56,70,69,65,52,60,42,57
"A4W92_RS08960",145,115,97,174,114,219,158,136,100,122,137,169
"A4W92_RS08965",957,569,523,582,529,750,705,789,691,596,593,919
"A4W92_RS08970",394,333,224,206,273,365,397,338,273,279,270,407
"A4W92_RS08975",696,693,419,408,357,669,648,645,516,537,620,688
"A4W92_RS08980",1477,1351,918,1037,985,1770,1404,1481,1231,1160,1192,1479
"A4W92_RS08985",331,271,236,250,222,405,301,333,284,235,324,337
"A4W92_RS08990",342,261,180,211,197,325,243,303,247,244,248,322
"A4W92_RS08995",66,59,48,37,24,41,29,52,39,43,43,72
"A4W92_RS09000",178,154,132,108,133,199,103,187,149,154,188,208
"A4W92_RS09005",138,89,91,71,53,89,87,121,98,93,116,113
"A4W92_RS09010",11,15,21,11,7,16,11,24,14,14,14,25
"A4W92_RS09015",68,57,39,43,42,72,61,79,73,51,48,69
"A4W92_RS09020",63,46,35,37,42,57,54,65,61,38,50,50
"A4W92_RS09025",30,17,21,15,23,39,31,27,20,21,33,19
"A4W92_RS09030",72,50,49,54,42,83,69,78,75,61,68,64
"A4W92_RS09035",20,25,14,14,11,29,19,23,30,19,24,22
"A4W92_RS09040",20,21,19,12,10,18,25,15,19,15,27,30
"A4W92_RS09045",79,49,53,53,44,55,67,70,73,76,63,63
"A4W92_RS09050",76,61,33,60,57,91,48,82,56,65,55,78
"A4W92_RS33635",0,5,2,0,0,1,3,4,0,7,1,2
"A4W92_RS09060",2638,2203,1710,1584,1420,2552,2025,2662,2226,2328,2205,2849
"A4W92_RS09065",577,425,331,368,345,477,450,456,346,408,399,540
"A4W92_RS09070",129,95,82,105,77,139,105,106,93,107,101,124
"A4W92_RS09075",22,12,17,18,12,20,18,19,13,23,25,21
"A4W92_RS09080",35,41,36,42,22,56,34,42,31,30,41,59
"A4W92_RS09085",91,59,63,78,54,117,86,104,83,61,95,95
"A4W92_RS09090",8,9,5,5,8,10,9,9,14,13,8,10
"A4W92_RS09095",36,42,16,29,23,48,38,51,29,38,40,56
"A4W92_RS09100",40,31,25,34,25,40,38,46,34,41,36,34
"A4W92_RS09105",39,28,24,34,30,37,37,36,37,34,44,60
"A4W92_RS09110",15,16,10,14,16,18,5,19,12,15,12,25
"A4W92_RS09115",64,48,38,62,64,72,45,63,41,58,70,63
"A4W92_RS09120",16,13,17,11,10,20,11,12,9,20,11,16
"A4W92_RS09125",12,12,21,13,8,19,4,19,16,19,21,27
"A4W92_RS09130",424,418,218,307,336,605,363,518,392,359,355,478
"A4W92_RS09135",246,225,83,199,230,381,221,297,233,188,191,277
"A4W92_RS09140",788,640,295,552,665,1065,570,932,692,664,672,907
"A4W92_RS09145",90,75,67,86,61,100,66,77,59,66,81,90
"A4W92_RS09150",9630,7332,4358,6530,9133,13251,6574,8961,7000,6786,6145,10466
"A4W92_RS09155",247,231,183,211,198,339,222,261,234,210,218,261
"A4W92_RS09160",281,243,185,170,206,343,261,323,233,233,220,274
"A4W92_RS09165",602,536,489,299,331,554,486,619,507,434,449,571
"A4W92_RS09200",1821,1437,1049,1113,1361,2292,1552,1718,1559,1397,1198,1568
"A4W92_RS09205",4561,3703,2907,2066,2609,4065,3693,4504,3870,3520,2986,4095
"A4W92_RS09210",2316,1882,1467,834,950,1672,1778,2198,1789,1639,1634,1969
"A4W92_RS09215",4046,3549,2771,1650,2012,3212,3458,4308,3595,3131,2904,3744
"A4W92_RS09220",4607,4062,2980,2625,2595,4713,3880,4898,4130,3862,3719,4555
"A4W92_RS09225",1354,1095,743,1340,1116,1984,889,1206,1074,1006,1183,1413
"A4W92_RS09230",339,319,188,658,433,892,229,334,261,343,383,376
"A4W92_RS09235",772,880,449,1804,1779,3321,620,842,730,1050,908,1316
"A4W92_RS09240",462,405,302,360,330,639,365,402,362,385,367,448
"A4W92_RS09245",7842,2851,2646,511,773,762,1537,2110,2383,1275,1447,3617
"A4W92_RS33410",870,1030,648,929,732,1306,1185,969,825,804,1075,1085
"A4W92_RS09255",6575,6588,3473,5568,4954,8479,9516,8602,7202,6184,8043,8038
"A4W92_RS09260",405,344,238,222,214,422,305,441,375,298,350,376
"A4W92_RS09265",160,132,83,83,89,134,113,134,121,120,111,167
"A4W92_RS09270",109,47,56,62,53,77,73,54,58,42,61,96
"A4W92_RS09275",1236,810,599,400,519,777,805,861,797,699,596,1040
"A4W92_RS09280",209,172,131,126,128,194,120,193,146,152,156,216
"A4W92_RS09285",26,12,9,14,9,26,15,17,14,12,16,14
"A4W92_RS09290",82,74,59,63,52,81,67,67,60,50,67,76
"A4W92_RS09295",86,64,49,53,34,75,54,68,73,68,80,87
"A4W92_RS09300",101,89,84,72,49,88,83,99,82,89,90,109
"A4W92_RS09305",148,120,93,82,94,112,136,133,122,87,100,109
"A4W92_RS09310",104,77,91,82,76,122,110,120,97,106,95,111
"A4W92_RS09315",228,183,152,191,135,241,178,229,190,194,182,208
"A4W92_RS09320",237,206,133,157,127,244,174,265,193,194,232,277
"A4W92_RS09325",134,61,57,104,70,133,59,88,68,91,85,111
"A4W92_RS09330",2544.368,2985.486,1519.168,1309.171,1857.156,3124.024,3512.007,3307.756,2822.323,2241.725,2520.905,2573.276
"A4W92_RS09335",2832,2120,1778,2042,1768,3201,1560,2312,1977,2168,2179,2671
"A4W92_RS09340",6720.651,5616.865,4428.795,4346.956,4561.35,8326,5036.701,6125.16,5415.014,5188.954,3993.58,5495.241
"A4W92_RS09345",5060.981,4739.649,2693.038,3320.873,3450.494,6562.976,5643.292,5923.084,5228.664,4367.32,4123.516,4662.483
"A4W92_RS09350",1046,918,676,573,630,1142,735,870,830,730,765,1018
"A4W92_RS09355",473,429,271,298,276,523,407,453,412,360,316,355
"A4W92_RS09360",323,346,236,175,190,288,328,367,285,239,250,276
"A4W92_RS09365",896,803,565,740,608,1024,742,846,735,805,723,959
"A4W92_RS09370",5959,5357,3527,5319,4840,8397,5848,5862,4872,5227,5661,6425
"A4W92_RS09375",27521,20472,16716,20453,18664,27115,18538,19040,18114,15873,16711,25978
"A4W92_RS09380",3220,2508,1709,1693,1749,3015,2388,2722,2351,2126,2158,2940
"A4W92_RS09385",2566,1716,1309,993,1209,1883,2118,2011,1756,1564,1766,2154
"A4W92_RS09390",1007,819,564,458,522,970,874,921,743,687,708,838
"A4W92_RS09395",602,489,368,221,303,392,410,477,381,407,382,505
"A4W92_RS09400",1504,1243,889,638,689,1055,927,1234,949,995,1011,1275
"A4W92_RS09405",641,550,404,278,291,530,522,586,433,421,416,556
"A4W92_RS09410",828,711,559,351,400,682,716,747,633,561,573,696
"A4W92_RS09415",576,542,436,226,270,383,405,510,390,392,418,534
"A4W92_RS09420",3903,3465,2910,3501,2753,4157,3312,3883,3266,3200,3385,4157
"A4W92_RS09425",700,753,560,473,371,676,440,702,585,515,667,863
"A4W92_RS09430",1167,914,651,897,809,1572,788,1080,805,921,914,1204
"A4W92_RS09435",954,723,679,764,593,1184,620,716,655,704,758,967
"A4W92_RS09440",5393,4349,3146,2876,3216,6015,4172,5377,4563,5085,4286,5510
"A4W92_RS09445",16137,11887,8619,7059,8537,14508,13106,14108,12577,11706,10354,12729
"A4W92_RS09450",580,477,366,452,398,713,440,491,432,460,646,590
"A4W92_RS09455",445,485,396,265,238,404,245,429,347,361,353,478
"A4W92_RS09460",851,905,710,578,483,753,502,749,594,648,740,881
"A4W92_RS09465",5422,5504,3580,5461,4433,8402,7375,6718,5916,5051,6065,5687
"A4W92_RS09470",959,673,485,342,443,756,505,713,601,559,533,825
"A4W92_RS09475",811,547,422,446,558,930,394,548,502,565,462,702
"A4W92_RS09480",2199,1442,1177,1939,1905,3807,1069,1472,1282,1679,1357,2202
"A4W92_RS09485",258,198,207,209,170,289,176,225,189,186,221,275
"A4W92_RS09490",476,426,275,293,354,478,337,380,315,307,295,399
"A4W92_RS09495",493,469,353,305,298,554,383,482,451,389,429,437
"A4W92_RS09500",581,544,400,389,362,559,331,504,433,399,514,634
"A4W92_RS09505",247,113,119,64,54,97,79,128,101,82,87,128
"A4W92_RS09510",348,239,182,196,229,348,253,285,248,265,224,299
"A4W92_RS09515",99,55,58,50,36,93,73,90,66,67,66,86
"A4W92_RS09520",422,333,264,282,269,451,339,440,327,395,417,455
"A4W92_RS09525",821,469,394,349,442,670,507,588,498,551,535,694
"A4W92_RS09530",180,193,165,80,96,135,117,197,133,182,148,193
"A4W92_RS09535",2757,2768,1604,1573,1776,3258,2700,3156,2472,2891,2514,3131
"A4W92_RS09540",11816,12338,7886,6850,8294,14666,10777,13337,10316,12792,10944,13659
"A4W92_RS09545",1053,911,699,966,713,1451,1009,1325,1101,1156,1041,1285
"A4W92_RS09550",118,124,74,99,84,115,93,87,96,85,103,113
"A4W92_RS09555",41,38,33,25,29,33,26,32,30,47,45,41
"A4W92_RS09560",9829,9452,7016,8228,6591,12576,5661,10639,8629,11847,10377,13565
"A4W92_RS09565",915,883,655,722,582,1008,598,974,792,806,868,1165
"A4W92_RS09570",206,166,116,810,495,1034,233,199,198,375,431,446
"A4W92_RS09575",268,347,158,694,496,1040,364,393,314,490,554,586
"A4W92_RS09580",4188,3237,1798,3607,3901,6678,4344,4650,4224,4477,4082,4714
"A4W92_RS09585",2144,1826,1697,591,792,1209,1325,2274,1614,1742,1425,2245
"A4W92_RS09590",29531,22227,19686,10200,13992,22134,21445,30359,23918,22313,21046,30509
"A4W92_RS09595",4143,3043,2532,2125,2826,4696,3732,4277,3669,3143,2862,4370
"A4W92_RS09600",3390,2858,1930,3887,3175,6022,2919,3365,2822,2988,3229,3826
"A4W92_RS09605",85,62,51,38,32,70,42,75,66,49,68,69
"A4W92_RS09610",1099,701,612,688,559,970,514,733,699,695,715,998
"A4W92_RS09615",340,247,256,167,180,325,202,308,255,259,235,296
"A4W92_RS09620",368,406,329,422,263,545,225,394,331,349,427,519
"A4W92_RS09625",551,940,609,170,378,754,591,696,611,567,363,450
"A4W92_RS09630",689,957,521,134,424,673,656,908,748,566,399,495
"A4W92_RS09635",23743,17924,16943,14063,13668,22656,21884,18650,18281,18500,19409,22598
"A4W92_RS09640",2833,2306,1987,1639,1625,2692,1838,2301,1971,2027,1907,2750
"A4W92_RS09645",1701,1711,1279,1263,1142,2092,1223,2002,1679,1850,1768,2256
"A4W92_RS09650",1674,1524,1024,1860,1622,3231,1535,1799,1598,1782,1689,2144
"A4W92_RS09655",26538,20770,17733,18718,20119,34546,21229,21720,17998,17117,19014,22463
"A4W92_RS09660",3886,3386,2258,2399,2581,4746,3699,4570,3524,2626,3560,4002
"A4W92_RS09665",4057,3739,2665,2804,2798,4761,3845,4464,3777,3033,3559,4389
"A4W92_RS09670",4072,3572,2518,2077,2369,3908,3627,3917,3340,3048,3384,4085
"A4W92_RS09675",1796,1516,1023,2274,1633,3325,1316,1663,1356,1539,1877,2079
"A4W92_RS09680",1179,1174,762,1023,923,1687,927,1081,881,1091,1131,1248
"A4W92_RS09685",2439,1904,1252,1653,1495,2716,1959,2141,1849,1665,1821.995,2317
"A4W92_RS09690",1008,1030,805,650,451,800,424,721,575,684,932,1098
"A4W92_RS09695",3559,3026,2241,1670,1309,2348,1519,1877,1662,2138,2928,3167
"A4W92_RS09700",4622,3802,3063,1028,956,1396,1491,2150,1869,2000,3205,3469
"A4W92_RS09705",1072,872,668,487,499,783,695,831,771,774,840,958
"A4W92_RS09710",1560,1248,933,837,767,1394,1117,1324,1090,1118,1257,1503
"A4W92_RS09715",283,180,205,25,30,54,80,66,68,98,163,155
"A4W92_RS09720",195,163,111,245,188,327,173,197,179,195,189,276
"A4W92_RS09725",876,640,562,518,498,774,629,740,652,593,617,885
"A4W92_RS09730",237,176,123,117,94,221,158,157,144,134,143,197
"A4W92_RS09735",262685,176052,123006,285412,277229,435530,180284,218308,184142,246915,179348,275565
"A4W92_RS09740",13529,11030,6601,24505,20159,33487,9967,11699,9790,14492,11522,17679
"A4W92_RS09745",3825,3378,1362,5098,5243,8510,2287,3183,2474,3022,2458,4182
"A4W92_RS09750",2441,1474,1190,1563,1537,2598,1506,1898,1673,1537,1430,2047
"A4W92_RS09755",5059,4225,3354,6060,3929,7287,3158,4497,3744,5113,5889,6295
"A4W92_RS09760",1434,1311,717,935,1052,1604,853,1194,920,1051,1058,1438
"A4W92_RS09765",404,391,288,512,344,705,384,427,360,416,455,549
"A4W92_RS09770",284,183,169,259,196,409,157,211,210,249,233,285
"A4W92_RS09775",1667,1495,1093,1129,1031,1708,1446,1615,1415,1307,1405,1614
"A4W92_RS09780",2366,2302,1129,1917,1768,2957,1797,2271,1827,2154,2332,2752
"A4W92_RS09785",8305,7570,6021,10419,7923,14351,7330,7626,6565,7930,9031,10577
"A4W92_RS09790",999,795,569,530,501,823,868,919,884,647,681,865
"A4W92_RS09795",492,380,251,359,307,560,425,442,406,374,417,482
"A4W92_RS09800",865,796,602,578,517,916,764,766,694,631,724,792
"A4W92_RS09805",468,418,313,271,261,431,291,366,304,343,336,465
"A4W92_RS09810",2543,1635,1254,1440,1216,2259,1303,1815,1633,1544,1631,2108
"A4W92_RS09815",955,795,606,570,524,965,705,854,787,787,848,952
"A4W92_RS09820",2647,2453,1572,1747,1847,3129,2711,3032,2520,2305,2306,2662
"A4W92_RS09825",51415,42363,28004,33462,33510,56016,46135,50381,42112,42454,43382,54056
"A4W92_RS09830",1132,1469,708,1533,1041,2057,1394,1601,1267,1346,1736,1827
"A4W92_RS09835",1082,855,647,701,633,1007,783,942,802,701,755,1103
"A4W92_RS09840",50560,41471,25571,29349,31498,50616,50896,53253,44183,40435,44732,50237
"A4W92_RS09845",47061,35688,28596,15301,18447,28649,40409,41623,36909,33776,31803,39280
"A4W92_RS09850",13777,11844,8711,4876,5781,8984,11225,13547,10588,11051,10615,12893
"A4W92_RS09855",5847,4917,3806,2195,2438,3743,4792,5564,4646,4434,4247,5686
"A4W92_RS09860",7688,6219,4742,2668,3072,4807,5948,7294,6239,5760,5750,7359
"A4W92_RS09865",14342,11649,9260,5325,5860,9394,11775,14175,11822,11238,11419,13548
"A4W92_RS09870",5082,4808,3823,2196,2133,3484,3964,5370,4184,4320,4487,5504
"A4W92_RS09875",7966,7601,6277,3527,3490,5480,6578,8153,6698,6542,7464,8961
"A4W92_RS09880",10224,8431,7101,4303,4542,6927,8769,10405,8533,8218,8234,9983
"A4W92_RS09885",8866,7001,5511,3557,3949,6258,7533,8839,7101,7021,6954,8485
"A4W92_RS09890",8966,7246,6104,3835,3948,6291,7412,9429,7761,7221,7160,8637
"A4W92_RS09895",13115,10045,8211,5646,6207,9796,11463,13863,12073,10358,10531,12125
"A4W92_RS09900",13306,12247,9460,7934,7491,12071,10002,14254,11129,11623,12622,14940
"A4W92_RS09905",1951,1742,1358,1214,1255,1797,1365,1992,1505,1697,1661,2144
"A4W92_RS09910",12084,10796,7676,10056,8892,14688,8077,11748,9055,10839,11006,13626
"A4W92_RS09915",7003,7388,5006,7825,6025,9030,4217,6742,5190,6355,7355,10031
"A4W92_RS09925",1175,1056,657,1256,941,1953,963,1243,1020,1108,1383,1482
"A4W92_RS09930",7941,6490,4112,6313,6054,10829,8284,8080,6882,5898,6635,8014
"A4W92_RS09935",1163,992,628,852,790,1251,985,1072,883,831,948,1165
"A4W92_RS09940",5696,4320,2995,4791,4556,8003,4924,5158,4514,4177,4481,5483
"A4W92_RS09945",5050,3814,2696,3822,3870,6308,4066,4159,3652,3806,3782,4760
"A4W92_RS09950",2524,2646,1663,2216,1632,2864,2913,2732,2318,2415,2883,3014
"A4W92_RS09955",2480,2411,1375,1691,1496,2740,3494,2847,2406,2493,2935,2741
"A4W92_RS09960",28516,25522,18849,18479,16056,27391,30507,26270,24030,26355,28938,28304
"A4W92_RS09965",37623,32659,22937,24676,22589,37699,44186,37644,34089,34736,38929,37802
