"gene_id","Ag1","Ag2","Ag3","AgTe1","AgTe2","AgTe3","C1","C2","C3","Te1","Te2","Te3"
"A4W92_RS06665",1505,1236,971,1445,1233,2130,1019,1207,1033,1141,1264,1837
"A4W92_RS06670",1169,969,699,822,834,1287,1064,1063,878,971,1007,1235
"A4W92_RS06675",39,49,30,54,34,54,31,42,29,39,57,70
"A4W92_RS06680",373,318,339,221,189,330,295,276,246,282,297,378
"A4W92_RS06685",378,267,218,237,268,458,296,260,237,247,295,364
"A4W92_RS06690",232,219,127,210,232,346,149,152,153,155,189,223
"A4W92_RS06695",59,46,50,50,36,61,46,60,46,53,56,76
"A4W92_RS06700",636,677,470,449,343,531,364,515,406,471,503,724
"A4W92_RS06710",600,831,339,752,591,965,711,792,531,640,821,803
"A4W92_RS06715",496,812,319,541,455,751,737,718,501,610,773,832
"A4W92_RS06720",20713,18254,10115,11432,12341,21083,17974,20003,15800,17214,16851,20057
"A4W92_RS06725",68840,61107,42088,40780,38269,68064,53177,60795,48605,53222,55048,65245
"A4W92_RS06730",14564,13042,8089,10906,11218,18953,14195,14885,12344,12322,12384,14811
"A4W92_RS06735",10731,10168,5637,8249,8378,13510,9901,10974,8413,9394,9893,12196
"A4W92_RS06740",5533,5237,3033,4483,4621,7110,5185,5619,4350,4822,5055,6139
"A4W92_RS06745",12288,11876,6888,10076,9960,16539,10879,12395,9586,10558,10995,13640
"A4W92_RS06750",5002,5010,2848,4440,3943,6701,3932,4951,3707,4255,5270,5987
"A4W92_RS06755",4164,3802,2468,2562,2638,4210,3528,4176,3066,3475,3773,4373
"A4W92_RS06760",3787,3118,2109,2242,2302,3878,3268,3457,2801,3017,3169,3853
"A4W92_RS06765",2251,1913,1255,1500,1473,2431,2107,2325,1892,1925,1960,2337
"A4W92_RS06770",11357,10516,6489,7061,6934,11344,9210,10890,8812,9942,10039,12234
"A4W92_RS06775",22915,20912,11459,20493,17685,32866,22418,25562,20880,21690,24135,26323
"A4W92_RS06780",31389,23088,21637,14312,15994,29503,22526,27353,22812,25863,18555,29574
"A4W92_RS06785",1809,1737,1039,1268,1345,2060,1966,2084,1746,1565,1603,2072
"A4W92_RS06790",530,460,323,409,359,606,361,443,370,431,446,528
"A4W92_RS06795",1693,1427,1032,1478,1240,2402,1260,1425,1163,1376,1550,1607
"A4W92_RS06800",23951,16323,15517,7236,7721,12058,16043,14557,13935,12169,12065,16565
"A4W92_RS06805",144,261,173,224,134,213,125,191,154,187,310,336
"A4W92_RS06810",17848,15624,9327,14735,13881,23818,19609,19242,16483,14517,16562,19082
"A4W92_RS06815",3804,3468,2070,2864,2652,4551,3812,3851,3267,3213,3712,4004
"A4W92_RS06820",466,434,331,431,293,623,403,507,418,414,463,566
"A4W92_RS06825",1253,1021,658,883,708,1317,1182,1427,1127,1027,1214,1399
"A4W92_RS06830",687,700,421,733,585,1113,747,742,762,947,1030,1117
"A4W92_RS06835",4573,2728,2430,1341,1492,2180,4842,4383,4144,2803,3099,3917
"A4W92_RS06840",1338,1015,861,646,674,1021,912,1146,899,941,1091,1353
"A4W92_RS06845",1849,1568,1112,1758,1379,2638,1593,1795,1556,1413,1728,2133
"A4W92_RS06850",2281,1920,1274,1530,1433,2741,2071,2316,1898,1754,1853,2331
"A4W92_RS06855",907,796,494,482,550,921,818,907,715,701,735,842
"A4W92_RS06860",3116,2752,1597,2388,2431,4081,2766,3047,2494,2765,2946,3403
"A4W92_RS06865",3844,2407,1799,2257,2172,4022,2597,2980,2641,2439,2582,3423
"A4W92_RS06870",3620,4000,1962,4010,3355,6417,4851,4920,4007,3603,4714,4319
"A4W92_RS06875",1786,1997,1029,1884,1589,2875,2119,2196,1855,1766,2159,2220
"A4W92_RS06880",7896,6624,4788,7428,6513,11493,6944,7159,5986,6248,6445,8359
"A4W92_RS06885",1124,989,716,1622,1330,2424,666,935,812,1199,1133,1566
"A4W92_RS06890",204,150,129,164,141,203,114,161,151,189,143,273
"A4W92_RS06895",444,344,284,265,238,419,220,330,271,312,323,450
"A4W92_RS06900",119,78,63,74,75,129,75,104,83,101,72,116
"A4W92_RS06905",56,49,35,56,42,63,41,42,37,48,49,71
"A4W92_RS06910",11972,10494,6654,8213,8359,13099,10744,12107,9301,10645,11475,14079
"A4W92_RS06915",2957,2439,1808,1720,1710,2825,2295,2460,2087,2106,2195,2906
"A4W92_RS06920",8386,6502,4293,6861,6091,11049,8361,7911,6939,6629,7538,8820
"A4W92_RS06925",1754,1280,1013,1069,993,1788,1143,1304,1199,1262,1193,1585
"A4W92_RS06930",9716,8973,5967,6168,6153,10439,6606,8429,6755,7948,7424,9357
"A4W92_RS06935",3685,3685,1980,2609,2483,4266,3072,3857,3172,3065,3489,3856
"A4W92_RS06940",4622,4598,2508,3910,3323,5804,4401,5242,4034,3733,4430,5022
"A4W92_RS06945",1637.584,1368.01,803.019,1183.612,1454.618,2166.001,1269.015,1657.585,1198.029,1341.027,1177.016,1787.535
"A4W92_RS06950",2341,2282,1554,1616,1573,2526,1462,2422,1622,1890,2162,2816
"A4W92_RS06955",2778,3043,2079,2724,2104,3491,1639,3063,2242,2337,2919,3824
"A4W92_RS06960",3170,2530,1912,1837,1769,3215,2625,2912,2359,2342,2496,2988
"A4W92_RS06965",788,655,460,314,385,633,687,717,631,511,451,641
"A4W92_RS06970",665,625,475,451,439,781,814,780,687,497,662,740
"A4W92_RS06975",718,749,312,448,497,867,799,786,618,537,588,665
"A4W92_RS06980",1028,1236,964,325,348,548,918,770,743,929,1435,1325
"A4W92_RS06985",753,654,428,757,603,1035,402,670,566,663,847,972
"A4W92_RS06995",1702,1376,899,2849,1996,3835,1488,1433,1193,1633,1930,2323
"A4W92_RS07000",60,44,30,40,29,38,40,37,32,35,36,55
"A4W92_RS07005",1598,1501,880,1176,1102,1891,1615,1650,1420,1292,1317,1558
"A4W92_RS07010",1700,1411,1021,1198,1160,1857,1388,1635,1321,1469,1418,1732
"A4W92_RS07015",561,688,457,468,394,671,529,496,445,477,443,580
"A4W92_RS07020",1719,1582,1090,1163,1042,1818,1483,1872,1487,1393,1655,1771
"A4W92_RS07025",1773,2253,1001,2730,1635,3327,3097,2528,2101,1892,3018,2418
"A4W92_RS07030",230,317,131,302,169,316,413,334,295,235,362,331
"A4W92_RS07035",164,199,90,167,122,188,245,216,194,150,283,235
"A4W92_RS07040",4995,5202,2335,5388,4540,8227,3687,4601,3502,3949,4298,5956
"A4W92_RS07045",57,57,47,64,37,68,37,69,40,55,43,63
"A4W92_RS07050",34,31,19,40,27,53,21,33,29,28,32,43
"A4W92_RS07055",41,26,21,66,55,106,37,44,28,35,48,45
"A4W92_RS07060",27,14,16,22,15,38,14,24,19,19,21,36
"A4W92_RS07065",28,15,16,23,14,35,6,17,12,22,22,36
"A4W92_RS07070",252,234,182,1367,780,1757,133,245,183,632,626,775
"A4W92_RS07075",957,682,505,815,681,1342,507,698,595,670,645,1036
"A4W92_RS07090",5181,5368,3567,7705,6001,8470,3004,3824,3240,4744,4188,7579
"A4W92_RS07095",8891,8027,5493,6881,6841,11539,7459,8338,6733,7332,7068,8601
"A4W92_RS07100",14278,12678,7891,14139,11884,21400,13683,14480,12831,12186,13821,15533
"A4W92_RS07105",1283,1124,741,1131,870,1502,748,1200,973,912,1120,1415
"A4W92_RS07110",3321,3109,2313,2542,2408,4224,2636,2924,2398,2726,2905,3564
"A4W92_RS07115",1204,979,757,1258,1073,1877,1039,993,887,937,1074,1234
"A4W92_RS07120",2457,2301,1464,1124,1227,2256,1814,2132,1626,1759,1511,1963
"A4W92_RS07125",1459,1281,867,754,818,1358,1119,1278,1062,954,1005,1220
"A4W92_RS07130",1365,1218,755,678,700,1189,961,1138,924,906,812,1063
"A4W92_RS07135",1979,1728,1096,1020,908,1740,1386,1647,1377,1329,1339,1735
"A4W92_RS07140",6452,4597,2894,3512,3091,5627,3930,4850,4303,3625,3903,5466
"A4W92_RS07145",132,100,67,85,75,120,80,80,71,92,103,145
"A4W92_RS07150",1819,1550,979,785,894,1467,1629,1683,1410,1322,1425,1627
"A4W92_RS07155",1434,1525,907,815,863,1483,1252,1466,1333,1227,1406,1454
"A4W92_RS07160",1310,1472,915,937,784,1500,1312,1540,1280,1182,1280,1465
"A4W92_RS07165",1596,1500,901,985,1066,1785,2080,1889,1706,1360,1473,1578
"A4W92_RS07170",1607,1551,932,1107,1145,1995,2102,2009,1728,1508,1608,1687
"A4W92_RS07175",13231,11200,8554,10316,9377,16248,13606,13702,11770,11982,12229,14725
"A4W92_RS07180",41292,16167,16389,2719,4307,4024,9525,10776,12794,6996,7887,19338
"A4W92_RS07185",153.105,115.012,96.063,59.482,52.555,101.101,82.899,99.672,101.159,96.51,122.735,156.357
"A4W92_RS07190",17,22,30,14,8,24,20,12,13,22,22,34
"A4W92_RS07195",85,53,47,45,39,73,49,66,54,50,62,70
"A4W92_RS07200",37,31,20,18,23,33,30,36,26,20,18,36
"A4W92_RS07205",40,45,39,38,24,50,40,62,40,31,35,41
"A4W92_RS07210",51,40,30,14,25,47,38,40,38,41,30,49
"A4W92_RS07215",11,6,17,6,8,4,9,11,15,5,9,15
"A4W92_RS07220",95,71,49,33,37,67,50,58,57,58,44,76
"A4W92_RS07225",72,55,40,48,39,75,74,84,50,42,41,51
"A4W92_RS07230",223,205,118,180,191,280,142,200,166,200,159,263
"A4W92_RS07235",980,892,726,505,522,880,850,920,933,799,743,944
"A4W92_RS07240",99,74,66,46,49,82,74,79,79,81,59,81
"A4W92_RS07245",251,258,155,461,392,714,232,263,197,296,244,363
"A4W92_RS07250",1772,1318,901,627,775,1217,938,1317,1086,954,927,1329
"A4W92_RS07255",9551,8322,6655,4476,4845,7674,7386,8406,7310,5928,5622,7775
"A4W92_RS07260",2677,1914,1451,1362,1530,2615,1855,2063,1796,1603,1431,2024
"A4W92_RS07265",7137,4820,3961,2655,3439,5993,4553,5422,4581,4044,3533,4483
"A4W92_RS07270",3118,2397,1742,2987,2850,5189,2493,2770,2238,2227,2223,3069
"A4W92_RS07275",457,377,248,276,265,453,239,401,383,374,408,512
"A4W92_RS07280",3327,2799,3005,2640,1908,3422,1580,2388,1746,2738,2680,3396
"A4W92_RS07285",601.001,377,387,91,104,165,175,186,189,214,200,286
"A4W92_RS07290",13593,8390,5323,2074,2091,2938,5171,6323,6778,4003,5025,8240
"A4W92_RS07295",170,105,80,97,89,150,96,130,90,95,123,156
"A4W92_RS07300",11,12,5,4,4,10,7,7,7,4,5,12
"A4W92_RS07305",179,135,100,97,92,185,101,125,124,129,122,140
"A4W92_RS07310",4103,3055,2614,2131,1995,3246,1823,2826,2268,2701,2296,3705
"A4W92_RS07315",4823,3612,3435,2424,2732,4462,2563,3362,2853,3406,2844,4238
"A4W92_RS07320",1398,1517,938,988,898,1522,1332,1710,1239,1309,1494,1656
"A4W92_RS07325",888,802,480,703,672,1176,966,1061,880,812,891,915
"A4W92_RS07330",2654,2449,1271,2326,2171,3756,3207,3234,2776,2205,2786,2955
"A4W92_RS07335",3723,2804,1826,1965,2139,3693,2844,2942,2650,2353,2524,3158
"A4W92_RS07340",7363,5131,3316,4478,4746,7887,6085,6076,5546,4553,4997,6622
"A4W92_RS07345",293,163,127,129,124,229,188,184,166,168,155,225
"A4W92_RS07350",1300,1122,738,860,1093,1846,834,1072,874,921,745,1173
"A4W92_RS07355",501,409,228,219,346,520,273,363,351,295,240,334
"A4W92_RS07360",207,222,185,132,121,212,171,223,166,164,202,216
"A4W92_RS07365",552,503,218,282,346,535,322,472,396,302,309,465
"A4W92_RS07370",80,49,41,59,42,78,50,41,49,57,59,65
"A4W92_RS07375",548,792,692,445,312,622,334,535,422,486,654,854
"A4W92_RS07380",231,210,166,200,208,437,179,254,230,208,195,265
"A4W92_RS07385",568,454,379,365,404,657,451,513,424,452,434,555
"A4W92_RS07390",1685,1356,940,1343,1156,2175,1455,1548,1262,1191,1310,1618
"A4W92_RS07395",141,153,85,111,97,161,127,131,128,120,117,126
"A4W92_RS07400",150,94,85,73,78,122,119,112,101,104,83,128
"A4W92_RS07405",124,117,86,110,75,173,93,101,88,104,115,137
"A4W92_RS07410",68,77,58,32,38,72,59,70,48,52,59,65
"A4W92_RS07415",524,454,376,397,337,650,498,533,410,426,420,527
"A4W92_RS07420",2039,1489,1098,1174,1290,2195,1393,1628,1454,1580,1564,1932
"A4W92_RS07425",595,537,396,482,480,809,495,624,491,536,648,737
"A4W92_RS07430",4498,3139,2242,3179,2895,5430,2888,3906,3171,3555,3600,4680
"A4W92_RS07435",5961,8625,4830,6055,3607,5783,3361,6720,4676,5207,7072,9344
"A4W92_RS32050",662,595,501,599,506,959,545,635,601,606,517,808
"A4W92_RS07440",10993,9368,6483,7019,8539,16167,10141,12643,11374,10891,8383,11690
"A4W92_RS07445",12849,11076,7474,5715,8127,13711,11724,15631,13714,11847,9160,13494
"A4W92_RS07450",2731,2295,1566,1726,1901,3054,2956,3313,2837,2647,2183,2946
"A4W92_RS07455",10617,8933,4362,5184,7597,12187,5002,7146,5629,5705,4555,8204
"A4W92_RS07460",565,480,354,567,501,887,497,539,463,457,486,563
"A4W92_RS07465",1845,1528,1156,937,780,1267,823,1393,1028,1098,1140,1666
"A4W92_RS07470",1227,1176,809,955,890,1688,1136,1225,1011,1040,1081,1117
"A4W92_RS07475",129,119,102,96,71,108,60,98,92,78,131,152
"A4W92_RS07480",99,68,57,56,48,71,50,73,55,61,65,75
"A4W92_RS07485",644,468,379,358,332,575,436,493,416,376,364,510
"A4W92_RS07495",3664,3486,2331,3535,3281,4902,4210,3937,3268,3496,3501,4700
"A4W92_RS07500",9899,8530,5961,8739,9702,15525,7998,8744,7170,8405,7568,10440
"A4W92_RS33050",9530,7897,6039,6418,8224,12593,8378,8479,7342,7863,6979,9213
"A4W92_RS33365",5301,4625,3733,2802,4109,5636,5261,5030,4390,4527,3765,5090
"A4W92_RS07515",2048,1467,1108,1982,2044,3118,2246,2139,1882,1821,1943,2370
"A4W92_RS33055",534,435,335,669,616,836,485,506,444,500,422,735
"A4W92_RS07520",382,294,181,239,343,512,397,383,301,338,273,426
"A4W92_RS33060",475,390,299,326,391,533,387,425,346,373,346,515
"A4W92_RS07525",801,595,544,677,624,961,569,581,550,678,757,875
"A4W92_RS07530",99,75,57,173,132,206,59,80,73,62,89,139
"A4W92_RS07535",595,385,362,558,447,768,399,407,371,424,439,535
"A4W92_RS07540",3491,2773,2170,3688,3045,4959,3054,3016,2547,2634,2799,3797
"A4W92_RS32055",128,87,67,89,86,150,88,81,77,93,75,121
"A4W92_RS07550",367.092,318.544,239.206,416.478,325.61,604.557,260.901,344.95,230.974,266.532,335.078,445.839
"A4W92_RS33065",56,71,40,50,65,54,38,49,55,52,39,78
"A4W92_RS07555",163,94,66,140,107,186,104,123,83,127,102,149
"A4W92_RS32060",168,117,86,116,135,191,114,102,94,115,114,165
"A4W92_RS32065",341,247,204,228,281,362,267,254,229,243,214,352
"A4W92_RS07560",7472,6084,4476,2775,4602,6060,7088,7318,5693,6597,5761,7701
"A4W92_RS07565",15956,11936,8886,7061,10607,14576,14444,14476,11570,13087,11911,15766
"A4W92_RS07570",5887,4723,3337,2986,4443,6054,5364,5523,4331,5334,4956,6382
"A4W92_RS07575",13659,11513,7582,9412,12543,18110,12117,13099,10303,13350,12517,15832
"A4W92_RS07580",5093,4228,2685,6048,7033,10682,4690,4918,3844,5356,5115,6642
"A4W92_RS07585",2782,2341,1393,4571,5472,9101,2756,2771,1978,3405,3202,4025
"A4W92_RS07590",4399,3737,2377,11660,11123,20072,4072,4116,3134,5915,5747,8133
"A4W92_RS07595",10983,8819,6316,4140,6175,7766,11731,11408,8988,9675,9778,12009
"A4W92_RS07600",10936,7534,5730,3844,5838,7323,11089,10580,8465,8669,8542,10650
"A4W92_RS07605",28704,20244,15033,11962,16558,20142,28260,27926,22815,22263,22308,28906
"A4W92_RS07610",25567,17814,12267,11459,15749,19202,24667,23654,20214,19105,19123,26555
"A4W92_RS07615",33570,24882,16140,21406,25379,35694,35224,35059,29146,28136,28331,37143
"A4W92_RS07620",16562,12376,9511,11366,12835,18986,14964,15621,13163,13666,13820,17880
"A4W92_RS07630",9238,6411,5873,8212,9453,15032,7751,7686,6459,7739,6793,9288
"A4W92_RS07635",5010,3780,3042,2924,3394,5594,3653,4187,3362,3900,3765,4917
"A4W92_RS07640",11985,7581,6077,5044,7036,10034,7224,7919,6797,7449,6401,9600
"A4W92_RS07645",1314,948,757,622,909,1219,1189,1110,899,944,844,1121
"A4W92_RS32070",2759,2211,1577,1393,1750,2674,2371,2449,2031,2338,2024,2646
"A4W92_RS07650",4213,3328,2617,2624,3129,4621,3623,4023,3357,3661,3487,4428
"A4W92_RS07655",823,657,483,438,585,872,854,864,704,714,683,820
"A4W92_RS07660",996,774,599,644,693,1107,1009,1118,882,862,762,996
"A4W92_RS07665",2153,1694,1417,1463,1494,2631,1820,2074,1715,1927,1630,2109
"A4W92_RS07670",1613,1337,1052,1432,1448,2478,1492,1675,1361,1542,1446,1710
"A4W92_RS33370",87,59,48,97,86,178,81,89,57,117,70,85
"A4W92_RS07675",997,777,605,945,865,1453,837,907,744,864,872,1088
"A4W92_RS32075",1384,1006,834,1304,1132,2028,935,1118,992,1157,1173,1381
"A4W92_RS07685",3093.464,2820.538,1914.805,2377.622,2199.858,3768.634,2035.61,2790.657,2326.996,2860.344,2839.219,3692.029
"A4W92_RS07695",2021,1733,1311,1138,1271,1854,1266,1574,1266,1506,1469,2073
"A4W92_RS32080",10.988,6,11,5,9.003,9,10,11,6,7,9,3
"A4W92_RS07700",32,27,24,26,20,44,25,35,35,23,19,41
"A4W92_RS07705",217,138,172,226,165,367,121,120,141,136,157,200
"A4W92_RS07710",598,469,426,976,701,1368,350,561,506,689,685,893
"A4W92_RS07715",1681,1088,951,1006,906,1682,838,1181,968,1106,1022,1450
"A4W92_RS07720",53,43,34,77,43,103,36,38,29,57,44,75
"A4W92_RS07725",112,120,92,115,92,147,80,115,92,109,111,137
"A4W92_RS07730",110,114,57,106,83,127,90,96,78,93,96,110
"A4W92_RS07735",187,139,100,119,113,205,113,132,122,139,137,170
"A4W92_RS07740",298,205,197,272,179,361,147,242,235,187,222,316
"A4W92_RS07745",94,71,65,44,29,54,41,72,47,46,44,84
"A4W92_RS07750",125,116,74,149,105,216,95,101,73,106,100,165
"A4W92_RS07755",219,163,118,175,135,278,160,170,134,147,162,160
"A4W92_RS07760",44,40,34,33,20,43,20,44,26,34,24,40
"A4W92_RS07765",23947,19164,16285,26685,22204,27567,19109,21804,17994,21356,25501,37322
"A4W92_RS07770",742,585,495,759,580,1124,492,657,520,626,681,817
"A4W92_RS07775",313,258,160,265,236,460,285,348,276,283,292,322
"A4W92_RS07780",410,409,248,369,344,559,399,472,405,358,445,466
"A4W92_RS07785",1493,1650,1039,1669,1286,2245,1276,1797,1375,1293,1681,1804
"A4W92_RS33375",234,292,165,373,228,472,192,341,227,181,284,291
"A4W92_RS07795",1875,1801,1042,1663,1326,2535,1906,2225,1917,1621,2022,2081
"A4W92_RS07800",147,126,120,205,108,270,128,162,141,172,248,217
"A4W92_RS07805",3084,2214,2044,1858,1161,1926,2158,2518,2748,1443,2396,2767
"A4W92_RS07810",7353,3587,3768,2473,1843,3082,3609,3184,3880,2447,3663,4153
"A4W92_RS07815",8880,4089,5646,2955,2137,3798,3833,3048,3585,2906,3707,4362
"A4W92_RS07820",4083,2463,3732,2147,1597,2991,2970,2368,2486,2015,2519,2174
"A4W92_RS07825",972,795,1007,736,542,1010,951,888,795,675,764,631
"A4W92_RS07830",1823,1280,1319,981,941,1674,1627,1618,1348,1206,1109,1254
"A4W92_RS07835",517,446,306,406,412,725,347,464,399,473,431,605
"A4W92_RS07840",38,31,27,28,31,31,41,30,50,37,42,38
"A4W92_RS07845",6358,4665,3388,2264,2348,3712,5441,5383,4955,3987,4327,4855
"A4W92_RS07850",583,404,340,850,609,1130,441,445,403,471,436,633
"A4W92_RS07855",663,643,563,445,389,669,552,564,500,546,546,655
"A4W92_RS07860",629,558,373,472,364,862,552,747,634,672,590,753
"A4W92_RS07865",24,19,16,7,13,24,15,25,18,12,21,25
"A4W92_RS07870",36,57,38,81,51,69,38,67,59,49,48,65
"A4W92_RS07875",729,560,282,525,665,1147,447,595,514,521,451,714
"A4W92_RS07880",3746,4014,2363,2758,2157,4303,3784,3820,3160,3010,3345,3498
"A4W92_RS07885",3042,8924,2451,3723,2523,4509,2335,3687,2652,2843,4044,4805
"A4W92_RS07890",204,187,78,147,145,264,194,194,174,160,166,187
"A4W92_RS07895",747,761,567,603,447,810,511,675,588,571,660,871
"A4W92_RS07900",22344,16943,7874,23797,26747,39668,11372,17754,14184,19430,11941,22195
"A4W92_RS07905",1028,746,436,873,919,1463,671,909,793,864,731,1016
"A4W92_RS07910",838,661,370,990,901,1657,697,767,718,619,764,896
"A4W92_RS07915",97,114,64,162,157,198,115,119,82,136,117,159
"A4W92_RS07920",754,829,447,1029,706,1442,1283,1105,916,778,1156,991
"A4W92_RS07925",822,944,439,873,717,1211,1138,1092,916,828,1223,1065
"A4W92_RS07930",1095,965,646,869,720,1315,752,935,814,828,963,1092
"A4W92_RS07935",507,502,289,320,289,503,455,508,424,405,433,541
"A4W92_RS07940",3947,4160,2265,2618,2586,4464,4352,4164,3527,3490,4015,4234
"A4W92_RS07945",3100,3345,1891,2210,2057,3505,3358,3493,2842,2776,3258,3547
"A4W92_RS07950",2006,1923,1147,1540,1508,2480,1950,2062,1661,1750,1967,2302
"A4W92_RS07955",7331,7354,3524,4803,4948,8134,7838,7871,6292,6265,7251,7951
"A4W92_RS07960",11440,12655,6545,9296,8471,14356,14195,14848,11619,10584,12986,13614
"A4W92_RS07965",14108,11706,7522,9609,9606,16125,8059,10655,8902,10552,9626,12514
"A4W92_RS07970",969,1044,467,581,848,1346,671,960,730,760,687,882
"A4W92_RS07975",6181,6127,2583,3443,5498,8810,3927,5618,4243,4547,3597,5523
"A4W92_RS07980",10261,11074,4559,10599,11256,20351,5871,9655,6842,9137,8137,11870
"A4W92_RS07985",9866,10757,4570,7510,10021,15096,5152,8162,5937,7689,6472,10394
"A4W92_RS07990",5044,4998,3349,5003,3954,7082,3757,4877,4066,4605,4651,6022
"A4W92_RS07995",746,603,359,464,516,957,688,695,559,626,724,700
"A4W92_RS08000",591,551,303,473,404,776,583,564,458,530,581,623
"A4W92_RS08005",3887,2520,1862,1906,2058,3696,2804,3225,2866,2465,2484,3418
"A4W92_RS08010",5657,3911,2179,1341,1599,2594,3650,4738,4110,2755,2676,4667
"A4W92_RS08015",644,613,418,622,465,884,498,569,490,459,623,640
"A4W92_RS08020",676,618,398,899,567,1175,473,653,544,479,753,771
"A4W92_RS08025",9239,5630,4762,2261,2478,3630,4630,4747,4602,3176,3724,5081
"A4W92_RS08030",3676,2033,2571,769,727,1223,1210,1372,1299,1105,1148,1552
"A4W92_RS08035",447,215,322,77,93,154,168,184,162,157,121,156
"A4W92_RS08040",1402,962,1170,404,414,723,849,868,797,596,549,662
"A4W92_RS08045",693,610,703,318,279,454,504,628,523,427,532,497
"A4W92_RS08050",757,773,583,992,727,1331,676,820,589,771,958,1022
"A4W92_RS08055",290,271,218,229,212,337,206,280,196,238,253,321
"A4W92_RS08060",375,357,234,430,382,789,230,332,239,353,308,450
"A4W92_RS08065",5599,3434,4893,1110,1189,1919,2453,3044,2689,2549,2392,3369
"A4W92_RS08070",1885,1010,1912,305,388,667,955,1026,960,785,568,817
"A4W92_RS08075",1817,1058,1882,465,536,947,1063,1248,1148,1028,737,963
"A4W92_RS08080",1966,1114,2017,503,574,1035,1326,1507,1373,1073,836,997
"A4W92_RS08085",501,368,492,206,211,378,404,526,405,411,339,396
"A4W92_RS08090",498,272,262,137,157,216,293,295,312,198,217,343
"A4W92_RS08095",272,146,142,187,139,295,122,131,134,144,152,224
"A4W92_RS08100",73,41,29,42,40,63,52,65,47,41,53,52
"A4W92_RS08105",255,138,145,237,220,435,163,214,186,217,204,255
"A4W92_RS08110",20,15,8,17,21,36,16,14,7,18,11,15
"A4W92_RS08115",68,87,44,112,63,148,49,88,66,73,85,121
"A4W92_RS08120",246,346,186,408,361,677,205,299,236,342,404,431
"A4W92_RS08125",260,349,167,407,300,579,139,255,157,284,379,391
"A4W92_RS08130",506,364,289,266,282,516,368,407,365,338,337,440
"A4W92_RS08135",305,259,214,178,185,295,231,246,198,198,189,241
"A4W92_RS08140",423,334,234,174,181,288,360,361,299,214,271,378
"A4W92_RS08145",454,342,205,152,157,286,408,436,342,260,299,316
"A4W92_RS08150",481,484,305,281,361,647,376,391,340,402,285,445
"A4W92_RS08155",2293,1720,1442,1903,1346,2512,2273,2124,2037,1603,1922,2362
"A4W92_RS08160",1655,1241,715,738,839,1204,1825,1628,1459,951,1411,1704
"A4W92_RS08170",4104,4403,2543,3294,3192,4682,4802,5072,3702,4157,4547,5581
"A4W92_RS08175",204,182,122,212,164,353,150,182,166,163,178,214
"A4W92_RS08180",1095,842,658,1382,985,1669,663,786,802,803,928,1315
"A4W92_RS08185",166,101,87,56,60,135,78,89,78,91,75,130
"A4W92_RS08190",1063,823,590,440,615,910,598,836,678,829,586,949
"A4W92_RS08195",896,773,529,490,660,975,529,794,659,703,539,911
"A4W92_RS08200",609,444,352,552,561,959,355,476,407,519,421,660
"A4W92_RS08205",87,81,58,47,50,81,60,59,47,72,71,75
"A4W92_RS08210",4,5,6,3,4,4,5,3,4,4,3,5
"A4W92_RS08215",56,54,25,44,46,69,32,37,34,32,46,47
"A4W92_RS08220",29,31,21,19,16,35,19,13,18,25,21,24
"A4W92_RS08225",2,2,0,0,1,3,0,0,1,1,2,1
"A4W92_RS08230",0,2,3,2,2,4,1,1,3,1,4,2
"A4W92_RS08235",14,7,11,12,5,13,3,11,11,5,10,8
"A4W92_RS08240",69,61,46,52,35,63,40,63,55,72,69,70
"A4W92_RS08245",4,1,1,2,0,1,3,2,3,3,3,5
"A4W92_RS08250",22,14,13,17,13,17,18,15,9,14,15,24
"A4W92_RS08255",1,5,4,7,9,2,4,1,3,5,10,7
"A4W92_RS08260",7,4,4,6,7,11,6,5,5,2,5,5
"A4W92_RS08265",5,7,4,2,5,11,3,2,3,1,7,2
"A4W92_RS08270",2,2,3,7,3,1,5,2,5,8,3,3
"A4W92_RS08275",2,3,2,2,0,1,2,1,1,2,0,1
"A4W92_RS08280",3,5,6,5,4,7,4,5,4,7,4,6
"A4W92_RS08285",625,598,415,832,676,979,567,592,496,589,634,878
"A4W92_RS08290",14930,12399,9654,9463,10652,16331,13597,14676,12339,13683,12659,15338
"A4W92_RS08295",8785,6581,5365,3752,5288,7657,7846,8356,7099,7351,6077,7925
"A4W92_RS08300",13346,9861,8914,4769,6567,9902,12113,12978,11118,10781,9501,11875
"A4W92_RS08305",6863,5239,4663,2201,3015,4251,6474,6670,5433,5570,4857,6220
"A4W92_RS08310",14782,10297,9753,4552,6204,8234,12870,12352,10491,11143,9624,12718
"A4W92_RS08315",18076,13228,11397,5128,7004,10069,15506,15975,13406,14052,12226,15574
"A4W92_RS08320",9132,7633,6586,2666,3339,4881,7825,8726,6970,7291,6413,8197
"A4W92_RS08325",35,17,22,16,18,26,12,22,26,18,21,21
"A4W92_RS08330",31,22,38,25,23,32,16,29,15,20,33,32
"A4W92_RS08335",0,1,3,2,0,1,0,0,0,0,1,2
"A4W92_RS08340",0,1,0,0,1,1,0,2,1,1,1,0
"A4W92_RS08345",4,5,4,4,1,2,3,4,5,3,2,3
"A4W92_RS08350",6,4,2,5,1,1,3,3,2,2,0,5
"A4W92_RS08355",18,16,10,6,6,16,5,11,10,11,21,24
"A4W92_RS08360",1109.998,1467.013,1551.772,551,285.002,444,536.996,1132,858,814,1318,1727.003
