"gene_id","PA1","PA2","BSS_32","BSS","E1","E2","BE1","BE2"
"PA1276",159,106,148,27,13,15,19,8
"PA1277",441,318,414,87,70,27,35,29
"PA1278",175,141,174,30,25,15,12,13
"PA1279",152,117,156,32,17,13,13,8
"PA1280",147,71,152,31,20,21,19,14
"PA1281",116,65,110,25,31,31,41,22
"PA1282",79,64,117,20,89,79,137,105
"PA1283",781,585,1260,122,121,104,245,135
"PA1284",89,99,126,27,79,73,119,80
"PA1285",208,136,223,58,335,245,390,303
"PA1286",93,56,109,17,196,154,228,156
"PA1287",725,604,1301,170,235,152,280,187
"PA1288",19241,18935,18115,3555,2592,1778,3144,2099
"PA1289",44,40,113,32,95,71,119,69
"PA1290",252,232,365,54,302,210,362,275
"PA1291",143,107,170,41,2051,1695,3031,2122
"PA1292",674,532,1308,293,168,119,230,158
"PA1293",1399,1085,1399,357,638,433,794,598
"PA1294",579,450,731,158,867,599,971,722
"PA1295",186,202,315,39,134,142,178,121
"PA1296",394,302,553,148,4714,3429,6647,4465
"PA1297",48,51,111,26,380,258,421,305
"PA1298",111,99,119,26,1730,1359,2354,1746
"PA1299",68,76,123,13,2056,1310,2406,1702
"PA1300",45,32,53,8,1381,944,1532,1171
"PA1301",42,42,77,9,912,695,993,775
"PA1302",99,92,151,30,2452,1637,3003,2009
"PA1303",52,31,61,18,22,16,35,19
"PA1304",851,745,1401,229,362,285,490,306
"PA1305",209,180,342,52,1290,907,1558,1116
"PA1306",362,278,506,122,737,515,1027,614
"PA1307",1158,1053,2109,381,1278,919,1534,1026
"PA1308",724,664,1146,210,486,313,609,362
"PA1309",170,116,241,35,183,157,277,194
"PA1310",82,63,149,15,224,151,249,178
"PA1311",76,56,156,24,69,61,96,71
"PA1312",118,66,129,30,136,76,164,117
"PA1313",61,59,104,30,139,101,152,155
"PA1314",84,85,167,36,51,45,64,50
"PA1315",41,26,65,25,131,127,211,144
"PA1316",74,65,113,17,101,78,134,81
"PA1317",25,26,385,71,166,110,289,183
"PA1318",58,64,1018,172,133,77,150,80
"PA1319",14,14,239,43,35,15,24,14
"PA1320",5,8,99,13,15,5,10,7
"PA1321",37,31,200,29,19,9,19,15
"PA1322",80,81,148,28,57,43,86,51
"PA1323",173,146,801,195,79,70,138,112
"PA1324",1181,1113,5085,1138,192,147,369,270
"PA1324.1",7,3,9,24,19,23,44,35
"PA1325",39,37,54,12,477,326,464,352
"PA1326",249,225,335,53,686,546,865,545
"PA1327",640,436,1177,163,408,299,393,335
"PA1328",147,125,227,43,191,154,234,165
"PA1329",18,15,33,4,53,27,68,39
"PA1330",183,174,297,83,55,42,58,51
"PA1331",867,695,1508,243,770,600,1023,725
"PA1332",32,24,58,23,69,60,128,78
"PA1333",56,61,189,57,63,56,121,87
"PA1334",36,42,92,14,19,17,29,26
"PA1335",262,188,462,76,30,26,43,12
"PA1336",812,647,837,164,702,469,1031,668
"PA1337",29408,23530,23229,3137,447,345,476,356
"PA1338",4213,3515,2887,560,669,470,669,435
"PA1339",7616,6954,7018,1056,584,434,670,454
"PA1340",3238,2782,2737,384,355,220,289,227
"PA1341",2371,1658,1777,377,399,226,326,208
"PA1342",26405,26587,21646,4848,2974,1952,3325,2003
"PA1343",251,178,277,99,240,188,559,348
"PA1344",1826,1387,2950,450,269,206,462,294
"PA1345",134,86,257,35,159,116,208,143
"PA1346",38,37,88,10,52,30,66,47
"PA1347",15,26,33,2,95,67,127,73
"PA1348",269,206,228,80,366,284,532,350
"PA1349",16,17,34,13,99,81,151,111
"PA1350",63,45,89,25,59,47,98,50
"PA1351",37,49,85,29,66,60,80,78
"PA1352",33,23,60,17,19,19,21,20
"PA1353",62,31,83,28,60,35,50,26
"PA1354",140,102,191,30,207,128,271,166
"PA1355",13,12,19,10,11,10,19,20
"PA1356",42,39,88,11,13,14,18,10
"PA1357",264,143,305,50,144,116,186,136
"PA1358",50,62,131,24,112,115,226,123
"PA1359",84,78,91,17,783,530,1114,803
"PA1360",28,27,42,6,295,180,331,227
"PA1361",219,149,246,49,750,526,901,713
"PA1362",44,32,76,20,46,39,59,39
"PA1363",53,41,58,9,76,52,91,61
"PA1364",73,43,76,15,81,71,121,75
"PA1365",341,273,335,81,148,87,162,115
"PA1366",2187,2554,5155,362,867,528,1155,711
"PA1367",414,282,412,82,409,330,637,416
"PA1368",400,451,510,103,311,209,348,244
"PA1369",2193,2337,1093,227,1442,1115,1787,1078
"PA1370",4448,5356,3696,772,4445,3029,4225,2760
"PA1371",2441,2933,3410,598,745,444,831,471
"PA1372",10481,12784,11896,2384,1641,1223,2231,1292
"PA1373",107,77,148,16,108,92,122,72
"PA1374",76,79,143,22,967,726,1226,821
"PA1375",193,105,194,51,319,261,525,291
"PA1376",1313,1220,1664,446,260,169,338,234
"PA1377",551,408,735,140,556,456,738,567
"PA1378",376,222,327,73,353,274,369,343
"PA1379",65,59,115,21,108,84,150,99
"PA1380",78,93,127,29,158,111,165,127
"PA1381",21,15,30,5,100,66,133,120
"PA1382",1566,1485,2624,593,2648,1923,3358,2366
"PA1383",902,1034,1060,199,1850,1207,1882,1210
"PA1384",94,115,129,33,1341,957,1535,948
"PA1385",160,114,155,37,1317,955,1171,796
"PA1386",136,147,122,34,1051,614,915,611
"PA1387",127,156,183,46,793,522,797,486
"PA1388",281,247,389,69,256,185,259,193
"PA1389",368,396,491,81,546,371,623,358
"PA1390",192,192,269,44,362,259,394,265
"PA1391",273,220,368,60,280,172,345,230
"PA1392",594,601,719,116,591,402,724,504
"PA1393",65,59,65,14,181,104,243,133
"PA1394",24,29,33,4,72,47,118,60
"PA1395",61,45,76,16,272,218,391,222
"PA1396",189,170,225,50,836,625,1153,778
"PA1397",117,115,163,30,297,224,456,334
"PA1398",207,204,286,44,438,275,495,386
"PA1399",42,30,68,10,24,11,46,22
"PA1400",272,187,376,52,510,329,606,505
"PA1401",88,57,139,20,49,51,66,36
"PA1402",65,47,122,25,18,8,29,23
"PA1403",158,135,164,40,194,130,228,157
"PA1404",11,8,18,8,23,12,41,17
"PA1405",408,293,591,102,468,321,571,414
"PA1406",73,68,134,29,69,56,85,55
"PA1407",32,22,82,19,235,144,265,222
"PA1408",205,159,587,119,142,115,199,135
"PA1409",49,23,72,9,45,31,47,35
"PA1410",90,82,107,17,84,57,80,52
"PA1411",171,104,182,36,183,132,278,192
"PA1412",29,24,38,4,4,5,8,4
"PA1413",160,110,198,43,200,172,336,217
"PA1414",464,299,764,319,708,469,283,192
"PA1415",61,49,169,34,30,23,59,32
"PA1416",39,39,64,8,17,16,35,26
"PA1417",47,29,77,13,9,11,21,14
"PA1418",90,45,98,13,55,37,50,35
"PA1419",42,26,62,13,56,31,58,47
"PA1420",25,33,31,5,22,30,50,26
"PA1421",128,85,95,26,55,39,75,48
"PA1422",83,73,111,18,1018,708,1155,802
"PA1423",202,160,418,69,503,339,532,349
"PA1424",44,36,62,12,302,183,338,249
"PA1425",124,72,151,39,528,411,623,513
"PA1426",39,24,47,10,150,104,173,149
"PA1427",70,58,82,22,832,530,994,646
"PA1428",50,31,75,14,216,151,211,145
"PA1429",4224,2870,4693,784,755,603,505,352
"PA1430",3521,3122,4700,800,1274,852,1788,1110
"PA1431",2936,2471,4011,867,1706,1236,2593,1501
"PA1432",18071,18205,22855,3659,19052,13455,25587,16737
"PA1433",331,285,646,116,154,114,137,108
"PA1434",69,53,87,18,140,128,204,134
"PA1435",79,90,119,13,7251,5376,10063,7699
"PA1436",100,90,152,23,1970,1331,2092,1437
"PA1437",644,611,1013,145,918,677,1179,755
"PA1438",369,295,706,128,634,366,576,385
"PA1439",26,17,31,20,576,330,619,436
"PA1440",879,803,1217,227,5982,4247,7544,5157
"PA1441",2513,1931,2641,454,4465,3062,4704,3583
"PA1442",378,335,477,82,2466,1795,2925,2002
"PA1443",1616,1421,2434,333,2389,1623,2756,1896
"PA1444",1065,861,1193,200,1212,884,1462,1130
"PA1445",177,150,190,49,530,378,489,400
"PA1446",233,217,351,66,838,591,995,652
"PA1447",167,107,183,29,115,72,165,89
"PA1448",148,109,190,20,265,170,281,196
"PA1449",176,138,259,49,538,339,489,388
"PA1450",223,180,335,49,570,354,619,533
"PA1451",344,282,411,62,566,376,658,520
"PA1452",1266,1033,1592,312,7721,5471,8380,5992
"PA1453",1230,952,1633,296,2691,2008,3196,2198
"PA1454",3369,3119,4272,823,4721,3312,5576,3887
"PA1455",2491,2126,3513,526,5413,3525,6288,4016
"PA1456",1923,1794,2611,590,1738,1045,1932,1305
"PA1457",3245,3089,4197,911,5120,3393,6316,4427
"PA1458",7559,6526,9117,1412,11254,8461,16371,10947
"PA1459",3697,2801,4183,788,2516,1649,2964,2101
"PA1460",1551,1278,2024,330,1901,1306,2271,1449
"PA1461",555,485,758,155,1073,690,1232,768
"PA1462",894,779,1304,282,1616,1136,1843,1284
"PA1463",501,370,761,193,845,612,1019,690
"PA1464",7241,8017,9087,2183,3098,2156,3681,2643
"PA1465",233,155,275,54,44,30,47,41
"PA1466",72,62,109,21,70,49,83,68
"PA1467",116,118,176,26,635,471,807,614
"PA1468",59,63,102,15,627,400,779,471
"PA1469",92,66,120,29,278,209,289,244
"PA1470",195,148,379,54,418,283,484,313
"PA1471",42,20,118,75,198,106,292,169
"PA1472",48,45,105,18,189,176,300,209
"PA1473",74,61,162,43,138,102,184,116
"PA1474",490,362,665,117,1245,951,1664,1160
"PA1475",157,85,159,40,1665,1292,2372,1524
"PA1476",142,86,173,40,1153,887,1417,1059
"PA1477",626,436,860,185,708,472,930,698
"PA1478",247,192,334,48,148,104,218,131
"PA1479",1034,765,1117,246,581,415,643,502
"PA1480",3570,2347,4472,854,744,501,797,651
"PA1481",944,767,1332,276,180,116,145,127
"PA1482",913,761,1390,206,104,59,102,67
"PA1483",1103,852,1299,295,179,135,273,166
"PA1484",124,130,186,31,159,102,184,149
"PA1485",40,30,92,24,141,113,214,162
"PA1486",148,88,206,41,44,38,58,42
"PA1487",76,58,128,20,85,71,95,56
"PA1488",79,90,128,25,192,110,149,103
"PA1489",193,152,218,30,593,419,552,395
"PA1490",130,113,132,41,1104,771,1209,805
"PA1491",41,41,60,10,96,79,104,63
"PA1492",40,35,63,8,21,22,22,21
"PA1493",3373,3036,2868,724,3350,2641,6115,3961
"PA1494",640,558,988,167,41,36,78,58
"PA1495",14,19,35,7,13,4,16,9
"PA1496",47,41,102,40,120,87,155,102
"PA1497",25,21,32,2,21,12,21,16
"PA1498",59,60,109,15,79,49,67,48
"PA1499",33,38,60,8,35,48,50,27
"PA1500",57,55,78,26,89,42,68,47
"PA1501",44,65,82,18,121,65,115,67
"PA1502",35,32,65,11,201,118,149,101
"PA1503",23,30,40,12,33,38,64,47
"PA1504",204,188,202,61,1143,775,1345,973
"PA1505",989,867,1960,353,826,584,1156,795
"PA1506",110,74,134,32,126,80,113,73
"PA1507",61,53,136,25,624,450,637,408
"PA1508",157,168,309,41,264,196,240,189
"PA1509",2349,2652,2995,699,2772,1979,3891,2380
"PA1510",1243,1309,1509,348,1573,1230,2236,1519
"PA1511",611,578,729,163,770,606,1046,749
"PA1512",59,56,71,28,127,102,181,139
"PA1513",306,290,378,87,185,132,147,103
"PA1514",179,137,235,32,70,63,56,31
"PA1515",204,176,217,37,213,144,183,114
"PA1516",50,35,51,18,61,52,64,44
"PA1517",333,262,444,94,628,522,767,495
"PA1518",212,192,241,58,738,580,1044,625
"PA1519",67,61,83,15,346,285,432,309
"PA1520",678,652,787,186,3175,2480,4309,2969
"PA1521",111,96,154,33,124,97,151,75
"PA1522",129,104,254,38,187,175,246,187
"PA1523",363,324,770,165,180,120,201,168
"PA1524",132,120,417,78,212,164,320,212
"PA1525",56,60,101,23,104,68,115,72
"PA1526",265,265,618,180,474,344,759,517
"PA1527",5084,4339,7213,1362,2135,1552,2936,1930
"PA1528",3145,2904,3972,1009,8350,6366,12211,8196
"PA1529",1632,1364,2364,352,2993,2000,3207,2283
"PA1530",1035,879,1475,268,1657,1236,2244,1307
"PA1530.1",109,98,174,45,8269,6682,11499,6841
"PA1531",119,115,211,71,57,43,100,54
"PA1532",1714,1528,2350,503,7703,5446,9553,6227
"PA1533",2830,2425,3056,1290,3693,2685,4907,3698
"PA1534",886,594,1557,250,792,616,1012,703
"PA1535",409,358,556,88,4068,2754,4520,3424
"PA1536",47,28,66,18,60,38,60,49
"PA1537",100,117,138,13,42,15,47,21
"PA1538",117,108,140,34,156,112,229,110
"PA1539",324,250,451,82,1053,777,1386,937
"PA1540",9,7,10,0,59,39,95,87
"PA1541",4,4,14,1,196,162,508,289
"PA1542",99,78,119,19,412,342,531,359
"PA1543",281,196,291,66,223,162,188,139
"PA1544",3227,3201,2344,385,1666,1168,1494,976
"PA1545",2457,3092,2801,769,5682,4452,10950,7441
"PA1546",9279,9122,6774,1665,1850,1504,387,267
"PA1547",37,33,83,23,13,11,17,15
"PA1548",21,22,51,15,16,16,24,18
"PA1549",417,313,723,250,96,61,108,94
"PA1550",2542,2057,4214,874,220,144,293,231
"PA1551",9797,8322,16511,3064,1162,824,2358,1570
"PA1552",5234,4873,6112,1220,1464,1095,2048,1354
"PA1552.1",3479,3378,3382,455,329,240,476,326
"PA1553",3859,3201,5218,612,719,498,1008,621
"PA1554",5223,4904,5897,1131,2177,1504,3014,1969
"PA1555",49603,52557,41936,8483,474,353,351,254
"PA1555.1",5974,6272,4637,865,56,44,54,33
"PA1556",36182,32659,27652,3953,246,174,164,94
"PA1557",46841,42555,32643,6800,1977,1482,954,635
"PA1558",47,58,81,18,112,76,203,118
"PA1559",281,229,2649,449,220,167,617,404
"PA1560",223,203,2540,278,119,78,209,180
"PA1561",5566,3957,6884,1970,1905,1453,1200,807
"PA1562",7960,6422,25566,4377,1282,951,1823,1208
"PA1563",309,242,344,57,554,436,815,473
"PA1564",71,59,105,23,99,64,131,90
"PA1565",92,68,146,30,56,42,66,44
"PA1566",33,32,58,15,21,12,31,26
"PA1567",43,34,89,16,27,24,30,17
"PA1568",5,8,16,0,6,6,8,6
"PA1569",35,27,43,11,35,17,46,24
"PA1570",307,244,299,59,630,450,819,590
"PA1571",598,403,753,525,436,338,769,541
"PA1572",2679,1985,3009,743,2590,2044,3931,2879
"PA1573",337,232,373,117,518,347,660,488
"PA1574",679,622,796,220,1081,874,1850,1257
"PA1575",82,73,130,34,142,113,175,117
"PA1576",980,705,1269,202,604,390,856,603
"PA1577",14,21,34,12,62,35,59,47
"PA1578",291,206,347,80,319,228,442,303
"PA1579",6684,8918,6703,1325,7944,6205,10714,7974
"PA1580",9934,10275,19570,2943,1257,886,1595,1057
"PA1581",6233,5946,7707,1326,2180,1562,2968,1935
"PA1582",5503,4201,4966,920,1882,1396,2527,1454
"PA1583",40706,36032,55644,7740,5212,3481,5728,3735
"PA1584",19198,16120,28222,4146,1951,1371,2174,1417
"PA1585",53608,46272,87405,11647,3022,1997,2903,1759
"PA1586",16326,15368,27172,5470,1037,758,989,617
"PA1587",29006,23084,44706,6676,902,620,768,481
"PA1588",68764,60561,83895,10800,4010,3026,4340,2811
"PA1589",22392,19626,33323,5101,1895,1394,1988,1278
"PA1590",724,481,956,235,925,608,1007,734
"PA1591",48,42,48,7,724,559,509,333
"PA1592",11741,10467,26996,7834,11454,9065,16945,13008
"PA1593",103,61,118,16,359,261,407,262
"PA1594",167,150,177,50,309,232,425,263
"PA1595",154,125,182,49,338,219,313,263
"PA1596",41869,38181,37054,5087,700,534,785,550
"PA1597",1470,990,1908,328,61,38,77,63
"PA1598",70,42,138,22,27,16,18,13
"PA1599",105,79,129,31,61,34,64,47
"PA1600",63,52,125,13,19,12,28,25
"PA1601",305,233,586,117,237,167,248,184
"PA1602",38,33,112,33,70,54,96,63
"PA1603",35,37,57,21,93,81,109,84
"PA1604",629,492,642,135,383,295,378,259
"PA1605",104,84,293,57,404,294,474,416
"PA1606",68,64,150,32,149,99,226,127
"PA1607",329,274,538,115,879,663,1365,848
"PA1608",472,402,678,112,1297,959,1654,1190
"PA1609",6671,5549,7306,1430,1170,808,812,542
"PA1610",1008,744,615,132,502,348,335,263
"PA1611",826,660,1145,265,590,349,634,430
"PA1612",56,90,130,30,47,26,33,33
"PA1613",471,373,635,169,464,347,537,337
"PA1614",1412,1166,1853,353,1086,841,1538,1090
"PA1615",571,493,988,154,291,229,443,317
"PA1616",455,388,725,140,336,264,469,368
"PA1617",726,551,788,238,1841,1324,2509,1851
"PA1618",370,270,580,133,206,156,305,198
"PA1619",188,144,300,69,213,163,295,194
"PA1620",17,17,22,7,37,23,31,35
"PA1621",255,178,363,75,166,138,266,164
"PA1622",346,230,466,65,98,60,131,77
"PA1623",1347,1123,2461,449,330,226,473,346
"PA1624",1476,1216,2950,401,130,62,134,83
"PA1625",214,179,476,88,911,710,1399,901
"PA1626",33,34,48,23,81,51,68,61
"PA1627",58,33,63,9,472,311,477,300
"PA1628",154,96,210,56,188,175,290,153
"PA1629",81,60,133,17,148,120,196,104
"PA1630",510,442,630,131,1831,1373,2301,1686
"PA1631",316,248,454,80,908,629,949,663
"PA1632",5,3,10,14,1526,1129,2005,1678
"PA1633",389,254,331,51,2868,1928,3748,2790
"PA1634",488,446,489,92,1905,1430,2714,1902
"PA1635",109,66,83,17,216,148,284,188
"PA1636",348,264,423,99,1009,670,1181,884
"PA1637",262,203,288,54,572,378,655,484
"PA1638",208,178,185,33,718,620,951,579
"PA1639",123,106,250,51,967,647,1634,1117
"PA1640",1086,968,1628,277,535,388,747,457
"PA1641",124,90,265,60,402,238,623,420
"PA1642",954,641,1385,286,970,675,1236,916
"PA1643",1124,768,1577,276,394,269,503,376
"PA1644",151,104,207,57,437,311,584,434
"PA1645",53,33,70,18,67,34,74,54
"PA1646",277,263,425,62,735,528,1009,705
"PA1647",322,255,332,71,135,117,88,71
"PA1648",237,203,287,70,64,47,75,67
"PA1649",188,155,265,22,172,110,226,152
"PA1650",78,72,119,32,110,60,128,92
"PA1651",243,194,466,102,126,75,202,120
"PA1652",159,78,217,47,154,152,281,195
"PA1653",59,53,129,38,198,147,325,175
"PA1654",895,727,1577,321,735,437,855,563
"PA1655",1382,1388,3344,691,547,305,542,406
"PA1656",4569,4241,4676,726,2099,1510,2064,1354
"PA1657",8159,8136,8479,1392,673,479,677,434
"PA1658",9969,9105,11844,1998,1049,701,923,607
"PA1659",1070,912,1284,190,197,111,164,128
"PA1660",1511,1175,1697,358,362,223,288,176
"PA1661",828,691,1060,141,111,65,76,51
"PA1662",2688,1957,3446,647,231,147,203,155
"PA1663",1190,910,1547,266,127,80,89,82
"PA1664",65,42,70,31,6,1,3,2
"PA1665",1316,983,1369,269,40,33,30,23
"PA1666",805,491,925,165,28,22,20,26
"PA1667",1768,1421,1979,411,93,44,68,72
"PA1668",1292,1058,1310,186,69,43,79,50
"PA1669",2932,2364,3566,568,273,196,308,193
"PA1670",509,367,559,119,131,72,127,94
"PA1671",94,74,120,22,14,15,24,25
"PA1672",566,589,1132,139,1508,952,1776,1227
"PA1673",6248,6876,5548,1165,4682,3903,1240,860
"PA1674",1473,1601,1650,187,2536,1682,3417,2435
"PA1675",177,149,263,45,1097,761,1490,940
"PA1676",58,36,119,24,139,90,182,133
"PA1677",1130,911,1804,409,515,379,855,497
"PA1678",387,289,416,94,953,745,1282,883
"PA1679",259,190,350,82,906,578,1215,920
"PA1680",47,48,104,34,289,208,428,287
"PA1681",1091,778,1222,311,1199,867,1497,1037
"PA1682",141,100,153,47,233,169,282,187
"PA1683",338,267,489,81,166,125,193,152
"PA1684",986,919,1600,274,509,335,773,439
"PA1685",1364,971,1355,240,323,261,495,363
"PA1686",109,88,175,32,109,86,173,103
"PA1687",572,465,653,143,1445,1074,1959,1415
"PA1688",302,247,1241,324,537,447,11235,7236
"PA1689",1709,1483,16652,2662,1035,677,15271,9809
"PA1690",104,76,85,20,154,115,168,111
"PA1691",115,69,108,25,95,75,117,91
"PA1692",13,8,12,2,44,40,51,43
"PA1693",162,142,169,45,311,231,437,236
"PA1694",96,54,88,24,41,38,62,41
"PA1695",102,65,57,19,145,120,265,180
"PA1696",118,90,87,14,255,207,464,298
"PA1697",255,194,182,33,1275,1149,2443,1839
"PA1698",245,147,126,28,756,705,1746,1247
"PA1699",103,78,33,5,182,147,448,263
"PA1700",70,45,52,3,81,79,151,103
"PA1701",5,3,7,2,37,22,66,48
"PA1702",4,7,20,4,16,17,37,22
"PA1703",719,608,508,86,1455,1247,3146,2145
"PA1704",44,42,39,1,43,30,52,41
"PA1705",51,32,47,8,113,91,191,148
"PA1706",792,756,574,86,866,622,1687,1222
"PA1707",215,130,181,45,160,168,353,214
"PA1708",6541,5089,5233,754,1325,1093,2828,1851
"PA1709",3787,3155,3520,549,585,490,1063,830
"PA1710",497,428,482,95,800,753,1710,1013
"PA1711",733,756,718,101,1569,1246,2258,1899
"PA1712",1801,1348,1478,236,3650,3254,6952,4975
"PA1713",1204,1333,965,255,6210,5558,12983,8206
"PA1714",2447,1840,1834,204,3516,3008,6596,4942
"PA1715",81,62,89,11,403,353,775,571
"PA1716",590,557,551,109,4970,4088,8898,6439
"PA1717",522,461,484,124,2847,2119,5025,3701
"PA1718",107,78,73,10,54,35,78,45
"PA1719",311,289,265,76,416,394,875,568
"PA1720",400,477,379,88,347,197,506,337
"PA1721",154,80,91,13,105,69,164,151
"PA1722",275,219,192,55,335,223,573,375
"PA1723",724,687,615,123,1599,1249,2969,2013
"PA1724",31,21,40,7,153,95,202,137
"PA1725",494,413,420,84,1022,754,1309,1078
"PA1726",526,398,577,133,254,179,243,175
"PA1727",480,491,696,97,1011,660,948,738
"PA1728",477,401,1349,206,446,290,515,349
"PA1729",477,375,725,95,376,254,463,292
"PA1730",169,143,280,57,331,275,384,275
"PA1731",138,87,234,59,165,128,281,145
"PA1732",156,113,347,61,44,26,55,46
"PA1733",396,317,691,129,111,81,116,61
"PA1734",76,64,121,28,47,56,73,45
"PA1735",241,202,327,76,544,403,596,482
"PA1736",389,259,672,114,299,240,425,319
"PA1737",645,514,1090,157,217,152,315,238
"PA1738",288,259,379,96,221,150,294,226
"PA1739",105,98,160,37,140,91,174,143
"PA1740",68,49,120,17,115,91,125,109
"PA1741",43,49,73,13,68,44,137,72
"PA1742",1321,1258,2776,580,613,470,825,591
"PA1743",6,5,6,4,6,3,12,6
"PA1744",3,4,13,1,14,11,31,26
"PA1745",124,123,271,85,68,58,91,70
"PA1746",6605,4418,7910,1702,288,233,311,229
"PA1747",52,39,1462,190,39,19,72,48
"PA1748",274,200,388,75,340,198,382,292
"PA1749",787,862,904,231,899,627,1126,841
"PA1750",3136,3127,3313,559,3061,2224,3882,2572
"PA1751",161,136,208,55,198,123,268,185
"PA1752",1232,822,1548,314,1500,1189,2007,1445
"PA1753",622,495,1168,324,956,675,1008,777
"PA1754",2455,2047,4120,734,3057,2408,4551,2865
"PA1755",108,71,118,40,412,344,621,421
"PA1756",414,387,498,89,1458,1088,2087,1413
"PA1757",457,518,358,82,1027,673,1004,672
"PA1758",571,431,937,163,653,441,711,484
"PA1759",1989,1639,2645,550,1944,1516,2627,1725
"PA1760",2496,2078,3300,588,933,607,1085,752
"PA1761",477,380,653,100,202,107,177,141
"PA1762",198,182,337,71,252,141,251,152
"PA1763",93,58,128,24,207,150,258,144
"PA1764",54,60,100,22,172,138,214,157
"PA1765",234,176,314,67,221,169,317,168
"PA1766",1900,1675,3578,439,777,483,737,498
"PA1767",3558,3506,5050,826,1843,1319,1973,1346
"PA1768",193,176,202,84,1138,797,1460,880
"PA1769",801,903,1104,332,581,400,847,543
"PA1770",15841,12637,20538,2951,12237,9639,17796,11372
"PA1771",213,157,238,51,1168,779,1212,927
"PA1772",2401,1908,4380,626,559,399,593,488
"PA1773",1085,835,1660,222,4810,3890,7499,4950
"PA1774",336,339,445,76,2773,1943,2480,1682
"PA1775",2087,1737,1800,490,8182,5887,8140,5664
"PA1776",14970,12720,5939,962,9640,7172,13010,8028
"PA1777",259227,297705,117183,12247,42256,30523,56531,37861
"PA1778",137,106,222,35,61,37,91,60
"PA1779",130,104,235,39,196,178,283,198
"PA1780",9,6,20,9,12,5,9,5
"PA1781",73,62,125,24,39,21,66,40
"PA1781.1",4,2,12,0,0,1,1,0
"PA1782",25,22,73,18,37,23,36,34
"PA1783",24,23,39,6,8,2,15,9
"PA1784",229,201,428,139,32,25,55,33
"PA1785",22,18,46,4,12,8,10,5
"PA1786",42,39,73,6,64,55,75,43
"PA1787",24995,21762,29117,6017,6931,5073,9150,5912
"PA1788",52,66,153,20,240,158,307,195
"PA1789",11308,11452,9396,1597,1365,1065,851,583
"PA1790",102,77,101,23,1585,1299,1994,1404
"PA1791",368,260,290,64,4959,3646,6142,4075
"PA1792",639,527,991,186,378,261,433,292
"PA1793",6034,5891,8216,2717,1761,1282,2443,1720
"PA1794",7009,5813,7627,1565,3965,2856,5171,3388
"PA1795",11489,10151,14772,2111,3621,2597,4372,3044
"PA1796",930,736,781,161,1690,1160,2037,1405
"PA1796.1",497,350,346,79,1573,1182,2034,1368
"PA1796.2",121,126,137,19,75,66,114,86
"PA1796.3",3,3,6,1,277,155,305,202
"PA1796.4",18,11,14,2,65,34,61,43
"PA1797",81,56,513,115,29,19,36,22
"PA1798",275,267,353,103,42,28,56,37
"PA1799",144,149,238,50,166,117,218,136
"PA1800",22735,22136,20026,3084,20656,14184,25498,16839
"PA1801",4190,3921,5857,908,3687,2466,4724,2914
"PA1802",34041,32894,43978,5659,9882,6713,11081,7434
"PA1803",22150,20129,36911,6294,11467,8094,16486,10493
"PA1804",6093,5078,6396,4419,3911,2934,5713,3644
"PA1804.1",7830,7078,15531,1011,107,69,138,91
"PA1805",15049,13393,17148,2201,21509,15006,25135,17016
"PA1806",1626,1348,3152,810,27,15,20,14
"PA1807",1508,1317,2820,716,70,36,60,54
"PA1808",444,393,960,228,21,15,29,21
"PA1809",837,754,1684,328,75,47,101,59
"PA1810",2025,1736,3805,728,246,165,273,195
"PA1811",544,500,866,269,413,320,554,364
"PA1812",1624,1355,2007,532,714,546,842,530
"PA1813",428,449,593,138,209,144,309,233
"PA1814",320,200,612,104,408,320,612,373
"PA1815",900,831,1105,154,1824,1357,2259,1542
"PA1816",667,700,803,196,1581,1160,1893,1390
"PA1817",435,296,699,170,138,109,184,115
"PA1818",3330,2784,3656,650,861,586,1095,703
"PA1819",1122,937,1469,304,987,709,1424,1064
"PA1820",283,235,442,140,142,104,154,140
"PA1821",1421,1303,1314,323,1305,911,1673,1192
"PA1822",2083,1703,2497,394,998,679,1234,847
"PA1823",2030,1523,2591,349,386,251,511,320
"PA1824",41,24,41,9,208,164,280,163
"PA1825",238,144,223,46,519,336,690,498
"PA1826",85,48,133,20,28,32,31,23
"PA1827",49,46,102,10,240,169,361,267
"PA1828",2552,2581,6178,872,72,51,62,54
"PA1829",448,383,697,283,126,116,217,132
"PA1830",8597,7627,15336,2825,692,497,906,630
"PA1831",153,77,215,108,367,279,428,340
"PA1832",1765,1441,2007,435,1650,1273,2453,1812
"PA1833",2205,1547,2928,499,422,286,598,409
"PA1834",321,247,499,94,462,372,592,451
"PA1835",88,73,144,54,197,144,266,147
"PA1836",111,87,132,20,410,336,639,408
"PA1837",673,558,462,82,771,472,822,534
"PA1838",1735,1641,1280,335,7978,5736,9710,6365
"PA1839",110,109,143,31,1512,1207,1916,1424
"PA1840",115,89,141,34,278,194,412,245
"PA1841",361,362,423,53,436,313,494,329
"PA1842",285,175,355,52,30,21,48,24
"PA1843",2820,2363,3777,699,979,683,1339,912
"PA1844",37,37,30,8,42,22,51,24
"PA1845",40,17,37,9,71,47,86,61
"PA1846",812,735,1208,315,1672,1242,2190,1472
"PA1847",2715,2591,6781,2417,1406,943,8325,6100
"PA1848",37,39,86,14,54,34,25,22
"PA1849",6,3,14,3,17,6,14,7
