"gene_id","WT1","WT2","WT3","flavodoxin1","flavodoxin2","flavodoxin3"
"CF003_RS17745",751,483,933,3791,2777,3868
"CF003_RS17750",669,463,1062,1087,1285,974
"CF003_RS17755",451,359,592,304,338,468
"CF003_RS17760",21,19,19,26,29,34
"CF003_RS17765",2,1,1,5,4,4
"CF003_RS17770",4,3,6,5,8,6
"CF003_RS17775",146,111,148,622,361,684
"CF003_RS17780",160,172,272,76,96,86
"CF003_RS17785",281,313,274,115,138,142
"CF003_RS17795",103,123,148,41,45,96
"CF003_RS17805",1,1,2,1,1,0
"CF003_RS17810",3,5,7,2,3,2
"CF003_RS17815",3,1,5,1,2,1
"CF003_RS17820",5,4,4,3,3,2
"CF003_RS17830",8,8,8,8,10,8
"CF003_RS17835",39,41,53,34,47,38
"CF003_RS17840",3,3,2,2,1,1
"CF003_RS17845",3,2,3,2,1,4
"CF003_RS17850",9,12,21,15,16,18
"CF003_RS17855",26,28,61,47,41,52
"CF003_RS17860",17,22,35,27,33,38
"CF003_RS17865",4,6,9,7,7,9
"CF003_RS17870",0,3,3,0,0,0
"CF003_RS17875",2,0,4,1,0,0
"CF003_RS17885",14,15,17,14,25,16
"CF003_RS17890",54,40,49,23,30,22
"CF003_RS17895",55,38,50,29,33,29
"CF003_RS17900",30,24,42,18,22,20
"CF003_RS17905",69,52,52,32,37,32
"CF003_RS17915",61,43,91,49,52,45
"CF003_RS17920",0,0,1,0,0,0
"CF003_RS17925",43,50,61,20,19,29
"CF003_RS17930",21,33,34,13,20,28
"CF003_RS17935",43,44,55,30,43,42
"CF003_RS17945",2,2,3,1,1,0
"CF003_RS17950",8,10,13,6,8,10
"CF003_RS17955",5,10,5,7,14,9
"CF003_RS17960",11,9,12,18,12,8
"CF003_RS17970",157,176,159,102,111,112
"CF003_RS17975",276,191,114,68,86,98
"CF003_RS17980",89,120,72,60,55,71
"CF003_RS17985",124,170,149,74,76,105
"CF003_RS17990",483,885,452,304,565,391
"CF003_RS17995",175,403,218,90,153,131
"CF003_RS18000",73,173,109,32,64,62
"CF003_RS18005",78,78,82,49,94,69
"CF003_RS18010",33,70,39,27,49,34
"CF003_RS18015",714,1220,679,87,249,247
"CF003_RS18020",44,135,58,19,75,50
"CF003_RS18025",21,34,17,7,14,25
"CF003_RS18030",96,141,112,76,82,115
"CF003_RS18040",1164,1681,1604,546,596,911
"CF003_RS18045",197,451,223,99,105,186
"CF003_RS18050",251,333,261,134,186,124
"CF003_RS18055",84,93,72,25,46,24
"CF003_RS18060",142,119,96,67,127,55
"CF003_RS18065",230,196,196,114,208,72
"CF003_RS18070",422,447,423,418,437,391
"CF003_RS18075",213,245,238,184,205,210
"CF003_RS18080",141,209,164,103,128,144
"CF003_RS18085",482,761,672,228,247,276
"CF003_RS18090",532,698,676,390,350,406
"CF003_RS18095",93,134,96,86,79,119
"CF003_RS18100",101,128,89,73,82,119
"CF003_RS18105",216,221,167,177,150,223
"CF003_RS18115",34,21,23,15,26,15
"CF003_RS18120",12,13,11,7,8,8
"CF003_RS18125",32,40,37,13,11,14
"CF003_RS18130",164,163,178,158,150,147
"CF003_RS18135",177,144,157,92,116,120
"CF003_RS18140",127,147,109,115,110,150
"CF003_RS18145",99,131,109,96,90,116
"CF003_RS18150",1133,1249,1286,696,625,644
"CF003_RS18155",958,1147,1308,466,355,462
"CF003_RS18160",650,853,658,233,224,269
"CF003_RS18165",743,864,680,364,319,436
"CF003_RS18170",563,860,638,357,300,438
"CF003_RS18175",289,450,474,239,192,271
"CF003_RS18180",336,387,375,252,245,224
"CF003_RS18185",328,392,299,175,199,162
"CF003_RS18190",138,161,151,48,64,61
"CF003_RS18195",42,47,34,46,43,39
"CF003_RS18200",85,66,68,36,39,45
"CF003_RS18205",89,128,105,238,218,333
"CF003_RS18210",52,28,44,33,42,65
"CF003_RS18215",199,248,215,132,104,136
"CF003_RS18220",68,74,69,33,31,46
"CF003_RS18225",19,16,14,9,10,11
"CF003_RS18230",408,432,343,211,198,203
"CF003_RS18235",271,299,248,249,270,289
"CF003_RS18240",288,234,285,349,309,415
"CF003_RS18245",324,443,424,341,312,436
"CF003_RS18250",194,237,221,198,170,214
"CF003_RS18255",48,67,55,20,20,36
"CF003_RS18260",115,141,105,34,36,58
"CF003_RS18265",208,200,219,61,71,95
"CF003_RS18270",47,59,52,10,15,27
"CF003_RS18275",170,213,167,85,94,146
"CF003_RS18280",254,356,357,354,370,388
"CF003_RS18285",23,33,34,9,11,13
"CF003_RS18290",2815,2249,1765,961,1108,931
"CF003_RS18295",1344,1492,1309,953,1107,1029
"CF003_RS18300",478,580,503,378,450,540
"CF003_RS18305",644,943,606,467,614,626
"CF003_RS18310",939,1171,778,826,912,921
"CF003_RS18315",697,646,620,345,361,485
"CF003_RS18320",1543,1543,1291,1453,1217,1211
"CF003_RS18325",804,906,696,560,547,655
"CF003_RS18330",624,777,857,388,356,546
"CF003_RS18340",64,64,72,13,12,25
"CF003_RS18345",60,74,75,10,14,21
"CF003_RS18350",144,145,139,138,147,145
"CF003_RS18355",177,155,136,185,206,216
"CF003_RS18360",165,141,171,196,204,209
"CF003_RS18365",400,310,359,507,532,450
"CF003_RS18380",653,396,681,1820,1823,1076
"CF003_RS18385",4010,3572,4167,1670,1577,1346
"CF003_RS18390",2755,2884,3462,1307,1251,1394
"CF003_RS18400",43,42,56,74,38,70
"CF003_RS18410",32,34,26,13,8,10
"CF003_RS18415",173,128,122,70,93,93
"CF003_RS18420",136,113,121,150,122,177
"CF003_RS18425",1817,1653,1058,166,156,219
"CF003_RS18430",517,424,417,187,184,235
"CF003_RS18435",209,239,177,97,115,138
"CF003_RS18440",171,158,177,243,330,303
"CF003_RS18445",119,144,81,243,364,286
"CF003_RS18450",152,192,107,226,445,340
"CF003_RS18455",264,389,201,352,896,488
"CF003_RS18460",947,1529,1367,1168,3285,1614
"CF003_RS18465",82,53,62,70,63,64
"CF003_RS18470",150,125,150,110,122,100
"CF003_RS18475",107,98,96,119,109,141
"CF003_RS18480",547,493,418,239,229,226
"CF003_RS18485",528,559,549,246,276,296
"CF003_RS18490",766,715,643,343,359,399
"CF003_RS18495",410,532,535,78,68,95
"CF003_RS18500",7,10,10,1,0,1
"CF003_RS18510",593,492,449,386,406,317
"CF003_RS18515",631,473,431,363,413,380
"CF003_RS18520",161,149,178,77,85,89
"CF003_RS18525",522,473,458,83,63,69
"CF003_RS18530",523,501,513,90,69,79
"CF003_RS18535",602,515,646,115,106,115
"CF003_RS18540",576,571,636,106,85,114
"CF003_RS18545",330,328,329,65,52,80
"CF003_RS18550",253,268,220,57,42,75
"CF003_RS18555",481,522,535,134,111,162
"CF003_RS18560",277,249,236,83,74,114
"CF003_RS18575",196,108,209,65,58,62
"CF003_RS18580",124,48,83,24,51,49
"CF003_RS18585",476,471,463,59,51,78
"CF003_RS18590",5774,5590,4657,224,190,361
"CF003_RS18595",110,92,193,16,27,27
"CF003_RS18610",121,112,130,53,60,61
"CF003_RS18615",14,15,13,12,8,8
"CF003_RS18620",28,23,22,16,18,21
"CF003_RS18625",506,595,349,0,0,2
"CF003_RS18630",126,122,96,100,130,150
"CF003_RS18635",5,4,4,4,5,7
"CF003_RS18645",647,439,560,475,513,297
"CF003_RS18650",652,665,604,272,291,226
"CF003_RS18655",751,742,755,271,303,288
"CF003_RS18660",1248,1283,1071,674,637,528
"CF003_RS18665",15,20,20,6,6,8
"CF003_RS18670",839,757,928,762,754,754
"CF003_RS18675",402,403,301,488,451,543
"CF003_RS18680",629,848,636,470,423,661
"CF003_RS18685",297,288,245,250,210,229
"CF003_RS18690",66,57,71,45,52,61
"CF003_RS18695",191,168,158,98,125,137
"CF003_RS18700",176,145,138,107,115,126
"CF003_RS18705",228,146,178,144,174,157
"CF003_RS18720",182,111,220,131,135,114
"CF003_RS18725",121,112,133,139,144,135
"CF003_RS18735",340,288,326,128,127,134
"CF003_RS18740",853,858,890,605,619,549
"CF003_RS18745",759,980,896,381,389,412
"CF003_RS18750",712,909,666,729,727,767
"CF003_RS18755",293,324,326,203,179,267
"CF003_RS18760",354,355,362,186,157,202
"CF003_RS18765",365,367,679,162,183,212
"CF003_RS18775",110,73,87,75,81,75
"CF003_RS18785",65,64,68,79,75,90
"CF003_RS18790",80,83,80,89,82,95
"CF003_RS18795",199,209,209,119,140,128
"CF003_RS18800",169,141,152,116,119,124
"CF003_RS18805",1990,1987,2183,679,560,630
"CF003_RS18810",209,178,173,72,87,98
"CF003_RS18815",337,292,280,140,161,156
"CF003_RS18820",444,371,397,194,233,208
"CF003_RS18825",2,6,4,3,3,2
"CF003_RS18830",9,12,16,2,1,0
"CF003_RS18835",339,256,295,123,134,152
"CF003_RS18840",533,438,348,242,240,272
"CF003_RS18845",173,198,157,85,72,108
"CF003_RS18850",112,123,103,41,35,73
"CF003_RS18855",502,591,399,384,347,410
"CF003_RS18860",221,274,213,105,131,160
"CF003_RS18865",73,91,68,36,30,70
"CF003_RS18870",900,1990,904,351,908,707
"CF003_RS18875",83,103,95,42,43,59
"CF003_RS18880",141,132,159,82,79,101
"CF003_RS18885",123,114,126,102,92,91
"CF003_RS18890",58,54,65,33,42,50
"CF003_RS18895",65,79,62,37,36,46
"CF003_RS18900",80,98,74,74,75,65
"CF003_RS18910",82,98,95,89,105,124
"CF003_RS18915",43,42,42,37,55,61
"CF003_RS18920",730,749,655,753,829,834
"CF003_RS18925",160,140,117,118,111,121
"CF003_RS18935",802,744,919,934,917,615
"CF003_RS18940",635,712,887,1193,1290,948
"CF003_RS18945",143,183,182,206,212,181
"CF003_RS18950",414,334,332,308,336,346
"CF003_RS18955",80,74,73,73,71,63
"CF003_RS18960",299,313,205,154,178,181
"CF003_RS18965",78,68,58,41,51,57
"CF003_RS18970",65,58,49,54,60,78
"CF003_RS18975",93,82,94,127,151,100
"CF003_RS18980",2620,2233,1926,3565,3096,2616
"CF003_RS18985",92,87,66,40,36,68
"CF003_RS18990",2396,2546,1478,907,792,1118
"CF003_RS19000",189,157,158,162,196,138
"CF003_RS19005",199,148,136,138,168,149
"CF003_RS19010",108,101,86,89,80,101
"CF003_RS19015",1480,1745,1499,1470,1303,1580
"CF003_RS19020",329,384,331,98,113,95
"CF003_RS19025",2637,3330,2809,1424,1283,1238
"CF003_RS19030",903,813,927,425,449,478
"CF003_RS19035",47,63,51,27,22,50
"CF003_RS19040",26,37,26,38,39,56
"CF003_RS19045",21,21,18,49,55,65
"CF003_RS19050",15,16,9,24,35,41
"CF003_RS19055",5,5,3,6,10,7
"CF003_RS19060",316,358,301,251,264,304
"CF003_RS19065",130,166,120,87,88,123
"CF003_RS19070",50,67,51,38,38,59
"CF003_RS19075",76,68,58,46,53,53
"CF003_RS19080",289,130,265,108,97,100
"CF003_RS19085",148,57,138,60,55,69
"CF003_RS19090",307,183,293,134,151,162
"CF003_RS19095",295,337,239,195,174,191
"CF003_RS19100",160,143,142,131,135,145
"CF003_RS19105",329,328,255,223,231,252
"CF003_RS19110",160,168,184,132,139,169
"CF003_RS19115",151,172,140,142,137,187
"CF003_RS19120",78,121,79,76,74,103
"CF003_RS19125",49,76,50,41,36,56
"CF003_RS19135",9,21,16,5,8,4
"CF003_RS19140",2,10,4,1,0,3
"CF003_RS19145",375,406,335,209,169,246
"CF003_RS19155",685,1119,954,478,424,772
"CF003_RS19160",62,48,48,79,92,84
"CF003_RS19165",101,107,99,119,121,110
"CF003_RS19170",89,62,71,65,85,50
"CF003_RS19175",485,392,463,459,456,352
"CF003_RS19180",320,287,280,282,312,315
"CF003_RS19185",130,99,121,167,187,182
"CF003_RS19190",4135,4269,4402,11141,9726,11637
"CF003_RS19195",157,216,168,139,142,155
"CF003_RS19200",233,196,336,429,413,389
"CF003_RS19205",77,73,94,36,35,81
"CF003_RS19210",101,107,78,72,55,112
"CF003_RS19215",148,195,143,180,179,255
"CF003_RS19220",210,233,222,281,329,258
"CF003_RS19225",268,329,407,283,360,244
"CF003_RS19230",269,317,291,281,358,243
"CF003_RS19235",307,259,217,338,375,280
"CF003_RS19240",490,492,584,378,373,293
"CF003_RS19245",720,571,765,426,466,431
"CF003_RS19250",1301,1304,1476,906,959,823
"CF003_RS19255",830,792,1042,429,539,502
"CF003_RS19260",1140,1190,1008,926,939,800
"CF003_RS19265",278,252,384,122,140,176
"CF003_RS19270",126,150,139,140,144,194
"CF003_RS19275",208,229,186,285,284,333
"CF003_RS19280",231,223,195,280,293,334
"CF003_RS19285",112,135,135,95,73,118
"CF003_RS19295",466,397,547,410,405,318
"CF003_RS19300",750,699,718,540,548,306
"CF003_RS19305",51,40,65,5,15,28
"CF003_RS19310",3602,4083,2986,2899,2552,2018
"CF003_RS19315",758,845,744,613,527,671
"CF003_RS19320",335,227,389,461,366,287
"CF003_RS19325",6314,6536,6795,3495,5291,6162
"CF003_RS19330",3591,2260,3293,5814,4515,6371
"CF003_RS19335",96,90,83,21,19,20
"CF003_RS19340",98,89,84,89,111,94
"CF003_RS19345",5,5,6,5,7,5
"CF003_RS19355",1769,1717,2010,1267,1163,1145
"CF003_RS19360",2199,1992,2490,906,946,1063
"CF003_RS19365",103,124,101,57,53,64
"CF003_RS19370",5515,3397,4121,16152,13250,18875
"CF003_RS19380",31,73,27,18,28,39
"CF003_RS19385",16,42,19,7,17,17
"CF003_RS19390",7370,7369,7434,14667,15908,12180
"CF003_RS19405",317,384,248,474,511,463
"CF003_RS19410",112,137,104,82,110,118
"CF003_RS19415",209,209,185,158,182,198
"CF003_RS19420",411,462,383,249,273,295
"CF003_RS19425",364,340,354,189,237,225
"CF003_RS19430",682,755,612,448,515,467
"CF003_RS19435",919,857,795,783,785,759
"CF003_RS19440",111,132,92,55,44,66
"CF003_RS19445",126,144,124,44,46,73
"CF003_RS19450",453,712,389,74,81,134
"CF003_RS19455",58,110,59,43,54,106
"CF003_RS19460",818,1128,1066,1263,1355,1406
"CF003_RS19465",179,141,147,121,139,119
"CF003_RS19475",202,192,286,130,132,154
"CF003_RS19480",196,134,219,113,115,90
"CF003_RS19485",132,132,188,175,184,141
"CF003_RS19495",204,354,257,483,741,658
"CF003_RS19500",88,101,96,472,380,320
"CF003_RS19510",791,854,847,364,380,464
"CF003_RS19515",147,177,136,128,109,146
"CF003_RS19520",158,163,170,89,98,128
"CF003_RS19525",329,371,420,280,273,314
"CF003_RS19530",684,683,568,587,541,419
"CF003_RS19535",416,333,416,471,474,313
"CF003_RS19540",597,556,512,440,507,428
"CF003_RS19545",209,199,199,204,218,255
"CF003_RS19550",249,266,281,307,292,402
"CF003_RS19555",406,364,426,284,316,302
"CF003_RS19560",538,449,544,335,374,397
"CF003_RS19565",209,196,211,178,164,189
"CF003_RS19570",124,128,96,67,71,97
"CF003_RS19575",34,47,31,32,40,64
"CF003_RS19580",244,248,254,76,96,157
"CF003_RS19585",2,3,9,4,5,10
"CF003_RS19590",57,66,67,31,46,57
"CF003_RS19600",2,3,6,2,2,3
"CF003_RS19605",5,11,15,5,9,13
"CF003_RS19610",0,2,3,1,1,1
"CF003_RS19615",5,13,8,6,6,10
"CF003_RS19625",25,27,45,7,10,14
"CF003_RS19630",43,51,52,14,16,17
"CF003_RS19635",9,8,16,2,4,6
"CF003_RS19640",251,178,234,276,234,249
"CF003_RS19645",24,26,18,24,30,27
"CF003_RS19650",36,38,29,35,36,36
"CF003_RS19655",60,58,48,46,48,51
"CF003_RS19660",90,67,61,74,89,96
"CF003_RS19665",194,167,126,199,165,227
"CF003_RS19670",247,205,188,131,186,215
"CF003_RS19675",106,112,86,59,55,74
"CF003_RS19690",653,397,682,1822,1825,1078
"CF003_RS19705",945,839,1173,4487,4760,4634
"CF003_RS19710",455,399,706,778,973,835
"CF003_RS19720",1126,1159,1270,673,761,539
"CF003_RS19725",1805,2318,1926,1038,1198,926
"CF003_RS19730",1730,1660,1883,994,1071,935
"CF003_RS19735",1802,2270,2608,1315,1461,1421
"CF003_RS19740",1898,2374,2836,1433,1561,1583
"CF003_RS19745",627,849,1052,417,451,536
"CF003_RS19750",1382,1656,2749,717,836,848
"CF003_RS19755",2197,2953,2541,1350,1333,1291
"CF003_RS19760",3124,3498,3729,2396,2516,2165
"CF003_RS19765",1673,2125,2168,1486,1608,1334
"CF003_RS19770",711,748,1075,435,509,559
"CF003_RS19775",1733,1904,2459,1423,1254,1665
"CF003_RS19780",788,848,1022,575,534,726
"CF003_RS19785",970,1231,1211,709,670,821
"CF003_RS19790",1260,1759,2137,935,1073,1111
"CF003_RS19795",1579,1717,1347,952,1047,1082
"CF003_RS19800",1997,2032,2095,1529,1618,1601
"CF003_RS19805",1253,1459,2312,1032,1054,1069
"CF003_RS19810",1249,1397,1594,1147,1174,1260
"CF003_RS19815",254,180,421,126,165,165
"CF003_RS19820",649,665,723,494,561,588
"CF003_RS19825",722,793,714,545,577,625
"CF003_RS19830",1213,1279,1172,1150,1126,1237
"CF003_RS19835",521,523,786,416,428,487
"CF003_RS19840",488,629,781,460,559,511
"CF003_RS19845",823,961,676,826,887,835
"CF003_RS19850",576,1008,783,832,943,872
"CF003_RS19855",719,875,602,867,923,827
"CF003_RS19860",764,1095,916,973,1007,1072
"CF003_RS19865",540,815,545,687,751,839
"CF003_RS19870",923,1105,888,857,809,1111
"CF003_RS19875",442,606,424,553,528,953
"CF003_RS19880",797,875,570,565,441,993
"CF003_RS19885",79,75,70,42,40,38
"CF003_RS19890",674,577,453,270,319,248
"CF003_RS19895",288,238,212,78,96,110
"CF003_RS19900",265,223,176,65,83,103
"CF003_RS19905",209,203,190,103,110,123
"CF003_RS19910",529,419,404,337,383,294
"CF003_RS19915",2121,1925,1634,1516,1480,1331
"CF003_RS19920",4,6,8,2,1,0
"CF003_RS19925",382,446,422,443,410,375
"CF003_RS19930",314,333,284,290,330,291
"CF003_RS19935",120,164,100,92,104,138
"CF003_RS19940",264,412,291,301,278,428
"CF003_RS19945",53,73,61,57,55,106
"CF003_RS19950",624,632,526,396,382,408
"CF003_RS19960",317,331,432,225,197,282
"CF003_RS19965",808,568,1774,450,425,572
"CF003_RS19970",1811,1573,2392,940,965,1065
"CF003_RS19975",227,279,192,119,117,139
"CF003_RS19980",28,24,20,16,13,21
"CF003_RS19990",305,224,156,96,119,118
"CF003_RS19995",128,98,65,65,79,69
"CF003_RS20005",48,45,28,19,24,30
"CF003_RS20010",63,39,42,34,40,34
"CF003_RS20020",203,174,168,120,109,152
"CF003_RS20030",117,101,67,168,172,196
"CF003_RS20035",59,73,57,33,36,41
"CF003_RS20040",61,96,70,32,41,50
"CF003_RS20045",110,96,62,164,165,190
"CF003_RS20050",55,44,33,59,84,56
"CF003_RS20055",69,56,50,77,103,72
"CF003_RS20065",12,10,6,44,57,29
"CF003_RS20070",30,16,30,64,75,45
"CF003_RS20075",52,46,57,113,162,114
"CF003_RS20080",99,107,131,170,250,137
"CF003_RS20085",130,137,196,271,389,212
"CF003_RS20090",103,120,155,286,365,184
"CF003_RS20095",112,110,115,255,314,167
"CF003_RS20100",141,132,209,306,330,239
"CF003_RS20105",81,64,142,159,195,181
"CF003_RS20110",14,12,21,26,28,33
"CF003_RS20115",167,180,220,333,350,299
"CF003_RS20120",0,1,1,2,0,1
"CF003_RS20125",103,72,87,80,87,90
"CF003_RS20130",31,26,29,26,25,31
"CF003_RS20135",56,59,82,55,53,64
"CF003_RS20140",11,11,16,8,9,11
"CF003_RS20145",210,172,238,67,73,76
"CF003_RS20150",555,455,376,241,267,308
"CF003_RS20155",81,109,113,43,52,60
"CF003_RS20160",189,192,140,80,92,102
"CF003_RS20165",144,131,123,83,108,142
"CF003_RS20170",246,191,172,90,108,116
"CF003_RS20175",275,219,203,196,244,188
"CF003_RS20180",61,68,43,28,24,28
"CF003_RS20185",60,102,84,34,38,54
"CF003_RS20190",16,30,19,24,30,33
"CF003_RS20195",117,131,119,102,99,85
"CF003_RS20200",926,911,998,941,870,859
"CF003_RS20215",137,106,143,100,125,60
"CF003_RS20220",115,109,133,105,122,75
"CF003_RS20225",145,171,200,133,137,113
"CF003_RS20230",137,146,274,123,130,155
"CF003_RS20235",71,69,160,111,108,147
"CF003_RS20240",131,144,220,189,237,200
"CF003_RS20245",53,53,99,100,139,96
"CF003_RS20250",113,107,214,264,231,203
"CF003_RS20255",2,2,3,2,1,2
"CF003_RS20260",148,143,183,77,83,105
"CF003_RS20265",383,358,375,215,223,246
"CF003_RS20270",763,509,585,298,386,300
"CF003_RS20275",28,15,25,4,7,10
"CF003_RS20280",3554,3663,3527,10899,10994,10859
"CF003_RS20285",132,86,82,77,100,122
"CF003_RS20290",725,576,416,287,265,305
"CF003_RS20295",231,216,191,98,92,103
"CF003_RS20300",239,208,198,199,195,217
"CF003_RS20305",109,86,118,118,112,96
"CF003_RS20310",1168,712,1458,1322,1137,979
"CF003_RS20315",38,32,28,14,17,15
"CF003_RS20320",355,356,354,114,137,136
"CF003_RS20325",130,113,137,32,34,54
"CF003_RS20330",70,59,61,43,54,53
"CF003_RS20335",43,49,38,25,29,34
"CF003_RS20340",18,15,13,48,46,31
"CF003_RS20345",13,17,13,38,42,31
"CF003_RS20350",63,59,101,184,212,171
"CF003_RS20355",71,84,98,73,62,77
"CF003_RS20360",76,75,97,62,68,54
"CF003_RS20365",0,0,0,1,0,0
"CF003_RS20370",107,77,63,85,97,92
"CF003_RS20375",366,342,320,154,144,173
"CF003_RS20380",85,84,74,85,62,109
"CF003_RS20385",125,85,117,81,92,82
"CF003_RS20390",1282,1024,1818,1369,1316,957
"CF003_RS20395",1243,946,1894,1061,1115,715
"CF003_RS20400",2449,1790,2790,3404,3152,2509
"CF003_RS20405",193,220,218,118,119,136
"CF003_RS20410",132,131,129,60,54,70
"CF003_RS20415",947,865,982,837,743,935
"CF003_RS20420",934,1098,1106,674,619,678
"CF003_RS20430",20,37,29,3,3,12
"CF003_RS20435",166,140,155,169,168,160
"CF003_RS20450",904,870,1161,561,547,526
"CF003_RS20455",328,317,321,171,197,200
"CF003_RS20460",408,367,339,355,356,348
"CF003_RS20465",6,1,0,6,1,3
"CF003_RS20470",5,2,7,3,3,5
"CF003_RS20475",153,118,120,64,58,52
"CF003_RS20480",442,421,373,234,250,270
"CF003_RS20485",385,364,344,360,326,441
"CF003_RS20490",193,218,228,183,223,319
"CF003_RS20495",464,380,370,460,414,486
"CF003_RS20500",126,120,106,104,90,136
"CF003_RS20505",179,174,159,139,155,162
"CF003_RS20510",68,61,78,69,82,60
"CF003_RS20515",195,109,209,65,57,62
"CF003_RS20520",124,48,83,24,51,49
"CF003_RS20525",476,471,463,59,51,78
"CF003_RS20530",5774,5590,4657,224,190,361
"CF003_RS20535",109,89,191,16,27,27
"CF003_RS20545",40,35,30,34,31,46
"CF003_RS20550",93,100,92,49,46,61
"CF003_RS20555",15,12,11,16,13,18
"CF003_RS20560",64,58,36,38,48,50
"CF003_RS20565",61,77,63,39,41,43
"CF003_RS20570",826,1297,1020,1100,997,1714
"CF003_RS20575",262,261,233,163,151,213
"CF003_RS20585",667,687,551,313,300,333
"CF003_RS20590",843,949,854,696,618,711
"CF003_RS20595",762,1075,738,603,530,575
"CF003_RS20600",399,516,396,255,248,341
"CF003_RS20605",244,269,220,145,135,189
"CF003_RS20610",104,147,76,47,48,64
"CF003_RS20615",43,56,39,21,25,33
"CF003_RS20620",211,175,165,126,133,112
"CF003_RS20625",74,84,69,52,51,60
"CF003_RS20630",60,64,58,67,78,63
"CF003_RS20635",90,94,93,98,101,105
"CF003_RS20640",415,475,505,310,271,393
"CF003_RS20645",242,196,185,88,92,113
"CF003_RS20655",575,825,767,2531,1932,3046
"CF003_RS20660",547,811,625,2277,1722,2781
"CF003_RS20665",2191,2848,2761,13439,9989,15427
"CF003_RS20670",1,4,2,1,0,2
"CF003_RS20675",1349,1801,1409,530,655,779
"CF003_RS20680",1848,2807,2146,656,659,825
"CF003_RS20685",7,4,6,6,3,3
"CF003_RS20690",7,6,5,6,5,2
"CF003_RS20695",10,8,8,10,9,10
"CF003_RS20700",8,7,5,7,6,7
"CF003_RS20705",16,17,22,6,2,6
"CF003_RS20710",43,56,36,30,29,44
"CF003_RS20715",187,212,226,147,136,135
"CF003_RS20720",4,1,3,1,1,0
"CF003_RS20725",1,1,3,1,1,0
"CF003_RS20730",413,333,565,180,160,277
"CF003_RS20735",315,293,356,186,162,151
"CF003_RS20740",114,133,133,66,70,77
"CF003_RS20745",233,320,291,140,149,184
"CF003_RS20755",144,98,139,65,86,72
"CF003_RS20760",2569,2077,2391,2438,2333,2046
"CF003_RS20770",321,329,374,229,209,265
"CF003_RS20775",179,170,165,101,107,125
"CF003_RS20780",118,85,81,43,63,65
"CF003_RS20785",176,156,167,183,182,176
"CF003_RS20790",6,4,6,6,4,5
"CF003_RS20795",8,7,7,12,9,11
"CF003_RS20800",25,29,27,90,85,89
"CF003_RS20805",3,8,4,8,7,13
"CF003_RS20810",4,8,4,9,7,14
"CF003_RS20815",8,13,10,14,9,19
"CF003_RS20820",42,35,47,33,31,32
"CF003_RS20830",504,471,604,107,80,123
"CF003_RS20835",240,174,334,95,84,139
"CF003_RS20840",869,1157,894,531,429,622
"CF003_RS20845",146,184,138,83,88,132
"CF003_RS20850",159,199,139,156,142,195
"CF003_RS20855",331,349,264,310,412,245
"CF003_RS20860",127,142,117,72,111,67
"CF003_RS20865",94,102,95,52,80,50
"CF003_RS20870",59,63,53,80,81,112
"CF003_RS20875",60,62,52,48,54,88
"CF003_RS20880",146,160,144,123,147,151
"CF003_RS20885",320,345,292,295,303,287
"CF003_RS20895",568,655,575,469,469,455
"CF003_RS20900",21,23,18,12,21,15
"CF003_RS20905",251,171,206,285,292,265
"CF003_RS20910",282,279,273,370,369,363
"CF003_RS20915",260,221,307,192,178,148
"CF003_RS20920",179,174,129,82,102,121
"CF003_RS20925",171,154,139,125,145,157
"CF003_RS20930",99,91,72,54,69,71
"CF003_RS20940",18,39,32,31,28,55
"CF003_RS20945",75,105,61,60,80,101
"CF003_RS20950",206,228,136,179,226,297
"CF003_RS20955",262,355,308,277,310,395
"CF003_RS20960",226,276,166,154,150,216
"CF003_RS20965",894,1204,1056,2523,2084,2403
"CF003_RS20970",329,484,370,1025,780,1157
"CF003_RS20990",308,212,548,302,261,269
"CF003_RS20995",126,143,113,113,119,206
"CF003_RS21000",143,162,149,245,197,274
"CF003_RS21005",3880,3650,4264,2673,2524,2468
"CF003_RS21010",380,550,451,310,291,494
"CF003_RS21015",462,674,458,333,303,458
"CF003_RS21020",447,574,651,150,156,311
"CF003_RS21025",615,677,853,1133,1229,898
"CF003_RS21030",15,9,12,7,8,3
"CF003_RS21035",217,327,218,453,419,456
"CF003_RS21040",191,262,158,299,285,357
"CF003_RS21045",150,235,124,292,267,342
"CF003_RS21050",70,101,64,133,135,201
"CF003_RS21055",416,451,318,222,238,274
"CF003_RS21060",181,163,139,160,134,217
"CF003_RS21070",131,127,103,125,121,114
"CF003_RS21075",61,46,68,66,74,55
"CF003_RS21080",173,153,112,112,70,105
"CF003_RS21085",299,280,261,197,213,221
"CF003_RS21090",419,409,400,226,221,252
"CF003_RS21095",605,603,605,520,460,405
"CF003_RS21105",3115,4040,2974,2547,2023,2999
"CF003_RS21120",49,34,56,21,24,25
"CF003_RS21130",462,405,506,387,341,302
"CF003_RS21135",4217,3723,5827,9597,8243,5335
"CF003_RS21140",222,200,234,117,94,119
"CF003_RS21145",325,301,229,183,155,199
"CF003_RS21150",274,184,231,109,88,130
"CF003_RS21155",532,376,214,128,95,127
"CF003_RS21160",276,221,193,273,295,256
"CF003_RS21165",452,634,337,304,483,352
"CF003_RS21170",317,286,292,189,197,249
"CF003_RS21175",1208,819,775,803,1142,888
"CF003_RS21180",586,547,336,321,517,336
"CF003_RS21185",354,383,500,196,271,193
"CF003_RS21190",108,76,84,71,73,74
