"gene_id","A1","A2","A3","B1","B2","B3","C1","C2","C3","D1","D2","D3"
"Afu6g11060",1254,1071,938,1398,1228,1152,408,538,357,407,413,548
"Afu6g11070",739,568,545,1106,1329,950,233,295,205,398,335,444
"Afu6g11090",4,2,3,7,2,3,22,13,15,28,19,25
"Afu6g11100",372,306,325,193,143,173,454,213,428,604,522,752
"Afu6g11110",3941,3200,3084,485,234,351,680,1503,627,550,577,804
"Afu6g11120",3029,2387,2259,1773,1834,1440,663,771,626,665,628,873
"Afu6g11130",1468,1126,1163,1907,1276,1477,880,1241,729,865,925,1250
"Afu6g11140",2853,2456,2381,4526,5096,3140,1605,1383,1379,1081,1066,1431
"Afu6g11150",1056,919,828,923,1149,546,429,395,348,383,295,481
"Afu6g11160",33936,27974,28354,18193,13026,12121,1990,3062,1715,1766,1826,2431
"Afu6g11170",6658,5181,5296,2816,2787,1889,1476,1336,1141,915,903,1261
"Afu6g11180",820,695,710,303,290,322,325,296,276,280,314,314
"Afu6g11190",3790,3150,3089,2363,1571,1500,2389,1929,2163,1542,1293,1861
"Afu6g11200",2041,1624,1701,1449,1092,977,2133,1905,1983,1551,1223,1631
"Afu6g11210",1317,1128,1073,744,660,491,438,750,390,364,413,481
"Afu6g11220",1825,1803,1924,2023,1745,1315,1405,1436,1318,813,768,1070
"Afu6g11230",1272,994,1005,1590,1243,1007,837,802,801,648,525,778
"Afu6g11240",334,245,252,369,278,287,241,224,201,203,220,250
"Afu6g11250",2263,1698,1793,1618,1406,1125,1274,1253,1194,735,796,1086
"Afu6g11260",9920,7781,7313,6835,6727,5100,11382,10766,9748,19112,18165,23696
"Afu6g11270",2126,1852,1780,2627,2509,1820,1683,1753,1397,1281,1331,1583
"Afu6g11280",21,18,15,5,8,6,2,3,2,1,2,1
"Afu6g11290",1053,1024,1009,1035,820,793,212,322,197,186,153,232
"Afu6g11300",1490,1259,1308,1268,1165,977,276,402,279,219,184,224
"Afu6g11310",1998,1802,1695,2651,3337,2230,1420,1827,1267,2819,2448,3435
"Afu6g11320",146,134,140,168,99,107,43,58,39,18,18,27
"Afu6g11330",285,280,276,306,220,203,195,226,156,152,164,253
"Afu6g11340",1542,1354,1337,801,491,542,1191,1268,1011,882,788,1111
"Afu6g11360",732,675,623,706,574,546,1028,923,827,907,934,1181
"Afu6g11370",1945,1639,1527,2682,1801,2164,913,803,782,722,595,755
"Afu6g11380",4010,3095,3078,5358,4574,3725,2145,1919,1970,2433,2415,3217
"Afu6g11390",103218,90186,91814,220381,147250,145233,23726,27273,21243,22509,21241,29342
"Afu6g11400",3283,2560,2631,4067,3450,2742,1738,1807,1647,1489,1357,1792
"Afu6g11410",1296,1127,1149,1508,845,989,526,557,399,297,314,453
"Afu6g11420",1914,1703,1556,1132,794,647,69,270,54,36,37,56
"Afu6g11430",38066,29402,29479,43739,28988,26783,2123,11540,1974,2964,3178,4410
"Afu6g11440",775,631,684,690,562,484,196,225,148,133,118,175
"Afu6g11450",993,747,779,957,883,714,118,118,84,97,89,162
"Afu6g11455",0,0,0,0,0,0,0,0,0,0,0,0
"Afu6g11460",1084,929,920,1153,928,849,746,709,605,642,543,742
"Afu6g11470",2277,1765,1921,1642,1353,1202,849,1019,780,577,595,771
"Afu6g11480",79,69,73,85,58,71,41,63,24,56,41,58
"Afu6g11490",199,157,179,324,215,254,297,319,270,238,170,256
"Afu6g11500",15,9,11,17,19,19,16,11,19,9,18,21
"Afu6g11510",1668,1329,1350,2493,2234,1770,826,734,772,860,739,1001
"Afu6g11520",65,50,49,79,54,58,11,18,17,17,14,9
"Afu6g11530",118,112,113,118,122,73,7,54,8,48,28,26
"Afu6g11540",236,234,215,270,203,131,14,51,20,10,18,17
"Afu6g11560",735,585,600,263,250,196,85,160,104,59,59,63
"Afu6g11570",692,558,545,528,471,247,1168,1392,1143,831,669,1098
"Afu6g11580",173,141,130,112,91,80,153,220,120,98,122,129
"Afu6g11590",68,46,32,66,46,38,43,102,45,67,58,69
"Afu6g11600",52,51,44,59,39,35,13,27,7,17,16,21
"Afu6g11610",0,0,2,1,0,0,0,2,1,2,1,0
"Afu6g11620",630,504,441,1782,1852,1116,2902,3478,2586,3875,3473,5097
"Afu6g11630",39,36,34,24,20,23,15,24,9,11,11,13
"Afu6g11640",212,153,174,240,151,104,81,89,56,78,63,87
"Afu6g11650",94,78,71,128,70,106,58,46,79,47,30,34
"Afu6g11660",270,249,233,59,34,95,36,42,21,17,28,19
"Afu6g11670",103,83,79,64,31,50,18,45,17,20,12,20
"Afu6g11680",930,794,741,837,586,632,256,493,210,253,243,290
"Afu6g11700",2,4,3,0,0,2,1,1,0,1,1,2
"Afu6g11710",3,3,4,0,0,4,0,0,0,1,0,2
"Afu6g11720",31,43,37,1,1,23,30,12,25,40,37,49
"Afu6g11740",298,247,258,88,53,103,44,60,38,28,40,38
"Afu6g11745",0,0,0,0,0,0,0,0,0,0,0,0
"Afu6g11750",110,122,101,88,30,100,41,56,35,37,26,38
"Afu6g11760",31,18,25,11,4,14,3,8,6,7,5,10
"Afu6g11770",8,6,13,10,1,16,1,3,1,3,0,1
"Afu6g11775",1,1,2,1,1,0,2,1,0,3,2,0
"Afu6g11780",388,234,272,76,208,56,17,36,10,12,9,15
"Afu6g11785",2,1,0,0,0,2,0,1,0,0,0,0
"Afu6g11790",145,124,127,64,117,55,7,37,14,10,8,6
"Afu6g11800",11,18,11,26,11,16,3,6,2,0,2,1
"Afu6g11810",5,3,5,4,1,1,6,16,4,7,10,17
"Afu6g11820",45,27,18,76,27,57,42,34,33,50,52,64
"Afu6g11840",700,582,499,1989,601,1470,1543,2362,1259,814,1222,1664
"Afu6g11850",1175,1113,771,37188,5740,25964,17257,40716,15600,4642,9387,12598
"Afu6g11870",15,13,18,12,7,6,208,144,162,53,54,66
"Afu6g11880",22,23,15,12,11,6,271,129,221,47,45,56
"Afu6g11890",5868,4995,4829,6744,4300,4732,10583,10383,9490,14188,11731,15837
"Afu6g11900",0,1,0,0,0,1,0,1,0,0,0,0
"Afu6g11910",11,18,20,12,14,3,2,3,1,1,0,0
"Afu6g11920",78,54,47,61,28,46,12,53,7,17,13,14
"Afu6g11930",238,140,167,144,106,69,31,135,30,21,21,24
"Afu6g11950",46,38,31,36,26,37,4,8,9,2,8,12
"Afu6g11960",20,16,15,9,4,1,4,3,8,5,7,6
"Afu6g11970",16,7,9,3,2,0,2,3,0,0,1,1
"Afu6g11980",2,1,0,1,0,1,0,1,0,0,0,0
"Afu6g11990",29,20,18,14,11,7,2,1,4,0,1,4
"Afu6g12000",118,100,105,119,101,102,3,0,1,3,11,5
"Afu6g12010",32,37,27,77,42,55,8,21,7,12,8,22
"Afu6g12020",83,75,66,145,81,111,8,9,8,8,1,5
"Afu6g12030",157,93,77,3,1,0,3,5,0,2,0,2
"Afu6g12040",442,318,263,9,10,8,24,27,25,18,11,23
"Afu6g12050",12015,9471,9235,1054,634,599,151,803,139,55,34,48
"Afu6g12060",3735,2747,2787,316,346,250,244,1008,205,116,84,148
"Afu6g12070",6924,5206,5435,844,668,665,193,792,190,105,87,97
"Afu6g12080",3175,3040,2959,1020,788,787,447,535,427,514,328,470
"Afu6g12090",984,776,839,835,508,569,155,345,131,107,82,109
"Afu6g12100",38,23,27,1,0,15,1,0,2,3,2,1
"Afu6g12110",21,14,15,1,4,10,2,1,2,2,1,1
"Afu6g12120",1,8,6,2,0,5,0,0,0,0,0,0
"Afu6g12130",24,27,15,7,5,15,8,1,8,21,22,43
"Afu6g12140",73,75,57,16,14,11,31,50,34,140,159,234
"Afu6g12145",22,20,11,5,1,4,35,15,25,19,17,19
"Afu6g12150",66,53,46,10,4,9,19,30,22,29,21,34
"Afu6g12160",401,504,433,481,1000,319,109,789,106,461,391,625
"Afu6g12170",9115,7082,7442,6330,4395,4526,4227,5456,3793,4046,4079,5380
"Afu6g12180",4279,5707,5449,5641,4757,3837,452,3356,360,481,545,1001
"Afu6g12190",115,105,114,97,75,80,72,103,77,44,52,63
"Afu6g12200",49,54,37,103,96,96,194,155,172,123,97,112
"Afu6g12210",9,17,18,16,30,14,190,152,162,152,131,159
"Afu6g12220",2253,1947,1743,4233,4070,2749,9452,8623,8492,11541,8532,12181
"Afu6g12230",887,677,683,844,714,562,1165,745,971,495,464,611
"Afu6g12240",556,426,423,741,492,475,1004,709,884,297,448,590
"Afu6g12250",4581,3868,3680,2604,2649,1770,886,1374,669,1975,2084,2566
"Afu6g12270",4426,4159,4318,5687,3576,3999,1942,2075,1779,1514,1276,1950
"Afu6g12280",4571,3728,3630,3966,3192,2942,5207,4720,4555,4927,4921,6615
"Afu6g12290",4009,4625,4739,3493,2980,2356,2395,3349,2239,1218,988,1447
"Afu6g12300",10864,8965,8671,7909,6578,5776,10827,11868,10231,11535,9350,13498
"Afu6g12310",1348,1070,963,1265,952,792,2672,2331,2409,2375,2166,2940
"Afu6g12320",299,227,227,488,616,408,127,148,114,214,187,251
"Afu6g12330",779,714,648,920,594,561,465,651,382,549,479,691
"Afu6g12340",2109,1787,1793,1928,1313,1210,1831,1456,1668,1183,997,1369
"Afu6g12350",2877,2324,2303,2790,3926,1762,1569,1277,1438,653,595,932
"Afu6g12360",4320,3348,3386,6893,6392,5324,4201,2901,3690,2230,2030,2720
"Afu6g12370",2723,2070,2203,2555,2145,1671,1769,1617,1593,1459,1272,1711
"Afu6g12380",175,106,123,78,55,64,105,124,98,106,75,103
"Afu6g12390",5295,4373,4611,9177,6106,6339,2751,2775,2385,2123,1909,2577
"Afu6g12400",21281,18321,18313,17861,12581,12255,38045,30572,34196,23817,18351,24981
"Afu6g12410",37,42,25,25,25,21,640,422,572,176,170,250
"Afu6g12420",1753,1435,1487,357,170,285,961,1013,867,1010,903,1204
"Afu6g12430",2175,1811,1789,1606,1491,1147,907,1172,772,728,715,992
"Afu6g12440",3067,2375,2448,3213,2942,2025,1135,939,922,590,576,822
"Afu6g12450",1142,1099,1188,1789,2191,1672,276,275,235,187,159,232
"Afu6g12460",572,517,543,424,259,345,585,582,524,427,372,524
"Afu6g12470",617,493,456,656,444,415,704,666,604,436,417,513
"Afu6g12480",513,399,386,270,188,181,643,786,598,709,571,802
"Afu6g12490",1263,1165,1096,1800,1479,1408,1178,1020,972,717,735,1062
"Afu6g12500",1395,1176,1175,1335,949,981,1964,1894,1804,2313,2187,2638
"Afu6g12522",3166,2865,3116,4547,3694,3647,1437,1212,1261,996,804,1039
"Afu6g12530",2474,2038,1960,3847,3745,3337,2365,2682,1946,2857,2574,3359
"Afu6g12540",8629,7387,7189,9709,8941,7301,3858,4332,3405,3191,3069,3962
"Afu6g12550",966,798,680,1282,1272,929,1443,1690,1307,813,712,1047
"Afu6g12560",2470,2179,2055,2179,1930,1468,1786,2020,1607,1155,1080,1612
"Afu6g12570",5220,4460,4312,4716,3605,3030,2648,3258,2414,1974,1755,2597
"Afu6g12580",11147,9094,9068,10884,8295,7252,7334,7229,6382,6429,5715,7778
"Afu6g12590",1850,1433,1520,1513,1167,1150,474,323,435,338,358,435
"Afu6g12600",1748,1622,1538,2488,1891,1764,953,939,841,1012,821,1186
"Afu6g12610",2276,1888,1816,1966,1837,1331,1211,922,1139,1192,990,1413
"Afu6g12620",843,645,624,1047,955,709,735,880,670,948,808,1169
"Afu6g12630",5696,4602,4468,6928,5401,4811,6565,7734,5759,9047,7408,9993
"Afu6g12640",430,373,353,891,890,597,271,283,246,275,303,397
"Afu6g12650",2384,1944,1897,2672,3046,2035,884,1029,809,794,716,986
"Afu6g12660",4476,2995,3059,2230,2367,1147,10020,10027,8943,15456,14174,19196
"Afu6g12670",2569,2241,2105,1565,865,1143,432,831,368,263,226,325
"Afu6g12675",0,0,0,0,0,0,0,0,0,0,0,0
"Afu6g12680",5555,4380,4330,6095,5200,4584,3178,3805,2665,3907,4148,4899
"Afu6g12690",3448,2857,2872,4610,3484,3532,3261,3175,2818,2977,2725,3620
"Afu6g12700",718,627,611,580,449,456,647,617,584,498,528,622
"Afu6g12710",1912,1661,1715,3263,2003,2264,2650,1989,2257,1685,1526,1994
"Afu6g12720",5885,4522,4089,3602,3489,2894,6631,6770,5593,10731,10979,13519
"Afu6g12730",19139,17647,17316,20323,12566,12919,15706,13442,14201,8364,7550,10592
"Afu6g12740",4447,3493,3553,2861,1569,2072,3963,4553,3595,4423,3992,5478
"Afu6g12750",840,651,655,737,638,620,527,524,462,364,314,475
"Afu6g12760",1979,1612,1567,1660,1259,1226,1195,1102,1098,820,721,975
"Afu6g12770",2730,2279,2206,3378,2860,2264,2335,2794,2232,2632,2501,3453
"Afu6g12780",267,216,216,155,80,113,156,145,111,98,88,139
"Afu6g12790",3434,2586,2576,2174,1714,1597,5247,5319,4659,6258,5789,7932
"Afu6g12800",862,692,697,723,630,447,400,484,368,325,298,422
"Afu6g12820",12111,10479,11175,7810,7155,5878,5903,5050,5147,4467,4368,5576
"Afu6g12830",6280,5358,5047,7585,5327,4895,4701,5206,4283,5080,4463,6092
"Afu6g12840",1823,1343,1398,769,502,565,1157,800,992,1269,1102,1466
"Afu6g12860",1564,1259,1256,2036,1689,1379,1106,1157,989,1252,1183,1675
"Afu6g12870",2697,2285,2183,2790,1937,2063,1577,1609,1309,1442,1271,1760
"Afu6g12880",513,420,417,405,311,295,884,712,775,600,520,666
"Afu6g12890",3646,3624,3960,3579,2535,2395,1904,1920,1678,1457,1310,1715
"Afu6g12900",2354,1994,1967,2697,1837,2222,1593,1647,1201,1155,1362,1588
"Afu6g12910",1200,1041,1019,797,557,457,1026,1200,886,801,819,1099
"Afu6g12920",1064,873,820,921,913,731,416,434,320,298,376,488
"Afu6g12930",25107,21431,20241,47899,42465,29327,26627,35633,24779,30485,28726,40981
"Afu6g12940",1518,1502,1379,1372,951,1081,313,440,254,276,261,352
"Afu6g12950",15574,14801,14919,15511,13813,11562,7672,7084,6666,4478,4433,6082
"Afu6g12960",509,356,338,494,599,311,845,933,845,995,894,1383
"Afu6g12970",1288,1036,1032,1221,1095,949,1090,879,921,569,576,745
"Afu6g12980",2481,2038,2151,3123,2495,2227,2519,2495,2263,2074,1809,2513
"Afu6g12990",4655,2601,2747,2062,2092,1356,12138,12225,10894,20048,17236,25038
"Afu6g13010",801,707,749,556,525,381,318,329,277,241,225,310
"Afu6g13020",583,518,485,284,282,248,224,286,203,166,195,232
"Afu6g13030",5358,4853,4830,6220,5050,4147,2752,2677,2463,1387,1237,1719
"Afu6g13050",2715,2383,2633,2257,1386,1684,1219,1122,994,719,677,881
"Afu6g13060",5972,5189,5147,2588,2194,2131,3529,3817,3036,2556,2171,2995
"Afu6g13070",5988,5662,5913,3084,2909,2120,1268,1751,1032,755,641,881
"Afu6g13080",448,405,378,1262,1049,917,37,67,25,39,32,40
"Afu6g13090",363,293,326,89,109,107,98,79,62,54,51,81
"Afu6g13100",731,643,687,661,652,682,333,366,290,171,174,251
"Afu6g13110",460,373,337,450,394,281,262,249,219,213,186,243
"Afu6g13120",3848,3451,3299,5467,3763,3271,3011,3219,2728,2614,2223,2920
"Afu6g13130",1199,972,1062,1576,1824,1206,699,779,590,322,430,570
"Afu6g13140",688,627,566,625,549,508,1542,1508,1302,994,1018,1493
"Afu6g13150",2127,1829,1793,1448,1150,912,960,1231,866,591,554,772
"Afu6g13160",1402,1186,1138,2300,2415,1661,558,700,465,343,314,453
"Afu6g13170",1195,990,920,875,736,577,583,823,582,656,561,847
"Afu6g13180",1617,1313,1313,2529,3291,1636,821,998,704,781,613,1035
"Afu6g13190",1770,1262,1095,1539,1891,1252,2269,1310,2054,906,834,1201
"Afu6g13200",9306,8303,8055,12486,10117,8749,5674,5140,4840,3277,3101,4063
"Afu6g13210",6283,5271,4952,4367,4406,2814,3941,5889,3470,2754,2829,3787
"Afu6g13220",1127,875,823,913,943,684,745,731,672,396,370,545
"Afu6g13230",1740,1440,1477,1738,1496,1379,910,1264,834,867,830,1146
"Afu6g13250",5158,3624,3411,2452,2183,1738,5783,5854,5125,9261,8150,11320
"Afu6g13260",2010,1691,1669,3747,3804,2340,1366,1395,1252,1175,1164,1577
"Afu6g13270",7893,6931,7078,2345,5231,1585,207,586,203,111,104,138
"Afu6g13280",5999,5400,4442,5622,5845,4339,653,904,539,553,570,798
"Afu6g13290",1151,1060,1163,1702,1213,1337,713,857,586,433,462,657
"Afu6g13300",22341,17736,17638,26659,25482,19604,11602,13671,10318,14054,12626,17945
"Afu6g13310",4778,4060,4137,6691,5629,5073,2775,2433,2289,1535,1741,2211
"Afu6g13320",252,223,246,116,126,100,75,104,64,75,49,91
"Afu6g13330",5142,5278,5716,3941,4222,2932,3677,5615,3092,5265,4521,5837
"Afu6g13340",940,720,744,1585,2584,844,714,710,628,265,287,431
"Afu6g13346",7081,6124,6430,9415,8620,6900,3225,3073,2798,1940,2298,3207
"Afu6g13350",7135,5998,6337,14676,12705,8715,3041,2222,2653,1219,1218,1953
"Afu6g13360",1602,1329,1309,1546,1249,906,1128,1054,990,918,741,1055
"Afu6g13370",1253,952,951,1750,2097,1493,812,906,733,1398,1261,1637
"Afu6g13380",1228,921,929,734,1945,467,501,583,545,2480,2174,3888
"Afu6g13390",344,293,319,277,177,151,535,481,516,796,686,920
"Afu6g13400",1199,1001,975,961,765,736,479,633,478,670,696,813
"Afu6g13405",63,47,40,41,68,41,31,29,28,19,28,29
"Afu6g13410",4419,4011,3811,8379,8138,6229,3602,3498,3115,3607,3315,4217
"Afu6g13420",6279,4997,4863,7593,7714,4725,4149,5864,3774,3834,3372,4686
"Afu6g13430",4170,3388,3296,3433,3005,2388,2576,2288,2123,1666,1524,2155
"Afu6g13440",8869,6744,7056,5967,10857,3543,264,275,257,252,272,442
"Afu6g13450",401,338,281,294,331,179,700,1008,621,797,711,1049
"Afu6g13460",2451,1979,1956,2913,2370,1838,2331,2677,2085,1494,1280,1800
"Afu6g13470",267,231,205,150,115,129,150,205,119,82,86,135
"Afu6g13480",6,3,5,5,5,7,24,18,15,19,12,12
"Afu6g13490",1054,956,877,789,520,544,15130,16767,13634,13002,9349,12860
"Afu6g13500",1841,1579,1588,2841,3061,1977,730,1342,664,1143,1199,1677
"Afu6g13510",950,787,707,553,872,465,1881,1737,1737,746,766,1077
"Afu6g13520",5260,4492,4641,4346,7393,2937,1454,1420,1312,1135,1012,1437
"Afu6g13530",1122,893,882,1287,1847,1044,566,925,461,631,650,949
"Afu6g13540",21666,17657,18403,15750,18563,10451,9564,12274,8442,6865,5639,7902
"Afu6g13550",12405,9064,8548,6514,6000,4552,15391,14500,13626,21900,19684,27365
"Afu6g13560",304,272,261,178,122,110,73,79,70,35,34,55
"Afu6g13570",841,737,619,549,362,282,193,287,176,136,146,237
"Afu6g13580",530,445,380,224,200,139,62,91,50,48,38,71
"Afu6g13590",363,275,261,133,88,100,172,431,163,135,104,139
"Afu6g13600",1092,872,852,1756,1820,1326,393,447,375,455,423,603
"Afu6g13610",271,192,270,27,27,13,27,70,24,21,20,21
"Afu6g13630",2187,1821,1780,524,444,305,277,946,214,216,277,387
"Afu6g13640",1926,1652,1657,2012,2494,1496,950,893,799,600,550,896
"Afu6g13650",3808,3030,3069,3089,2845,2019,965,1022,863,967,904,1258
"Afu6g13660",4006,3483,3453,3369,2317,2126,2850,3602,2668,2447,2110,3151
"Afu6g13670",6732,5732,5832,5477,5769,3937,5880,6407,5502,4542,3928,5545
"Afu6g13680",1596,1322,1236,459,235,327,910,990,766,696,597,814
"Afu6g13690",5666,4554,4678,3604,2756,2834,2758,3255,2488,2894,2378,3412
"Afu6g13700",155,119,120,51,46,55,171,190,176,252,282,320
"Afu6g13710",11,5,6,2,2,1,4,7,7,8,9,8
"Afu6g13720",13,8,9,3,4,4,2,12,4,2,2,8
"Afu6g13730",40,34,46,15,6,20,3,17,2,4,2,6
"Afu6g13740",4015,4619,4475,5093,1650,4211,638,860,545,302,363,483
"Afu6g13750",766,773,877,6352,2280,3750,224,244,226,176,185,241
"Afu6g13760",388,273,253,157,125,115,554,553,469,730,660,864
"Afu6g13765",147,120,145,203,162,143,128,76,117,162,126,149
"Afu6g13770",208,196,188,67,39,62,247,224,228,215,174,254
"Afu6g13780",146,117,96,36,34,43,619,349,575,830,525,741
"Afu6g13790",400,329,293,59,40,61,4819,2736,4509,5712,4110,5629
"Afu6g13800",369,352,311,106,75,97,1735,837,1484,1923,1611,2036
"Afu6g13810",248,164,170,82,61,69,371,155,309,313,305,377
"Afu6g13820",1643,1131,892,116,49,81,111,135,109,1291,1437,1619
"Afu6g13830",1942,1706,1714,329,191,275,436,516,347,607,576,775
"Afu6g13840",1152,1038,936,817,750,684,187,340,177,198,199,271
"Afu6g13850",994,882,816,614,488,446,1268,934,1221,961,831,1177
"Afu6g13860",70,60,66,42,38,26,80,153,66,61,59,77
"Afu6g13880",630,522,432,526,430,373,243,186,209,149,125,181
"Afu6g13890",500,458,465,707,406,476,358,362,301,242,259,346
"Afu6g13900",684,520,537,571,439,415,365,366,295,285,248,356
"Afu6g13920",7819,6395,5983,3597,2647,2558,6691,12342,5868,7253,7248,9706
"Afu6g13930",1030,904,793,154,170,191,343,1018,299,342,311,399
"Afu6g13940",1604,1268,1109,116,193,146,178,1365,176,248,276,396
"Afu6g13945",4380,3680,3480,394,611,315,1159,3913,976,1201,1335,1709
"Afu6g13950",2517,2108,2077,157,381,115,994,2657,887,638,579,927
"Afu6g13970",2347,1921,2079,668,897,470,1032,2937,932,630,621,859
"Afu6g13980",3238,2587,2607,80,733,76,4216,10166,3812,2460,2255,3042
"Afu6g13990",460,350,305,4,83,64,121,649,125,106,90,156
"Afu6g14000",601,479,450,4,53,205,78,370,70,54,46,62
"Afu6g14010",442,225,75,10,7,16,2,10,3,4,4,4
"Afu6g14020",105,98,62,33,25,37,13,59,24,13,12,21
"Afu6g14030",217,181,145,56,39,64,46,65,34,28,24,53
"Afu6g14040",254,184,158,56,33,20,61,90,35,48,42,55
"Afu6g14050",174,145,138,106,70,99,182,354,176,233,163,251
"Afu6g14060",792,553,519,82,67,92,2532,3196,2187,1419,985,1523
"Afu6g14070",71,62,68,12,13,13,76,79,49,39,51,63
"Afu6g14090",251,167,173,19,40,32,1860,2347,1691,1769,1496,2347
"Afu6g14100",1144,1115,935,641,737,450,1521,1542,1458,1336,1249,1723
"Afu6g14110",164,133,116,65,74,38,140,101,87,118,115,139
"Afu6g14120",51711,41223,40932,25034,20627,16753,19261,20090,17106,16752,12654,17447
"Afu6g14130",2596,2124,2078,2256,2486,1746,2010,2339,1752,2002,2080,2535
"Afu6g14140",526,499,451,282,189,200,104,159,87,81,60,92
"Afu6g14150",310,312,258,334,205,221,256,238,182,151,129,205
"Afu6g14160",413,359,351,388,269,265,236,167,202,106,132,157
"Afu6g14170",1418,1081,1107,1119,795,722,1150,879,1012,597,580,761
"Afu6g14180",821,599,589,424,297,299,697,500,655,483,473,582
"Afu6g14190",375,379,371,380,214,265,480,403,371,367,339,469
"Afu6g14200",5029,4116,3641,4198,5589,2750,1077,1133,957,2587,2134,3117
"Afu6g14210",5146,4278,3939,4430,4082,2972,2744,2662,2458,2111,1955,2623
"Afu6g14220",4363,3447,3498,4419,3490,2852,4277,3922,3901,3493,2953,4145
"Afu6g14230",621,548,553,599,560,356,670,667,501,324,314,478
"Afu6g14240",3385,2768,2869,4109,3465,3207,2137,2397,1902,1890,1915,2406
"Afu6g14250",2161,1839,2036,2853,2105,1904,1341,1278,1250,711,759,939
"Afu6g14260",869,672,616,1601,2244,1411,250,361,216,376,380,461
"Afu6g14270",294,345,382,243,365,233,35,179,31,62,89,97
"Afu6g14280",950,1225,1143,427,367,337,1147,3333,1014,2233,1795,2660
"Afu6g14290",382,379,366,427,225,267,363,315,318,243,205,320
"Afu6g14300",1323,1233,1169,2540,1394,1801,756,1154,717,832,819,1078
"Afu6g14310",1199,901,1049,1230,992,667,1160,1369,1130,974,828,1203
"Afu6g14320",3175,2506,2408,4120,3984,2798,1763,1586,1638,1421,1255,1849
"Afu6g14330",4912,3692,3719,9883,10890,5306,2910,3069,2672,2730,2319,3428
"Afu6g14340",6396,4946,5054,7601,5396,5132,5498,6562,4850,4817,4423,6153
"Afu6g14350",1323,1143,1199,1757,1148,1499,918,1037,850,788,704,915
"Afu6g14360",3304,2942,3010,2155,1079,2092,3664,3695,3256,3075,2530,3227
"Afu6g14370",1740,1588,1409,963,596,831,916,994,813,612,463,643
"Afu6g14390",15,19,17,13,9,6,4,9,1,3,1,7
"Afu6g14400",154,136,151,189,147,147,7,34,5,8,8,10
"Afu6g14410",99,90,76,92,59,60,199,192,210,136,130,156
"Afu6g14420",593,567,593,4326,6628,2731,267,333,262,230,173,224
"Afu6g14442",2,4,4,11,18,7,34,18,17,19,15,13
"Afu6g14450",125,95,113,175,143,138,15,22,17,9,11,14
"Afu6g14460",1976,1550,1437,3329,2160,2778,876,1045,754,1233,1080,1489
"Afu6g14470",1042,700,717,243,176,106,519,1089,438,799,944,1332
"Afu6g14480",17783,15111,15516,9831,7312,6610,695,862,599,188,166,239
"Afu6g14490",1987,1565,1579,1465,917,891,95,192,77,57,51,64
"Afu6g14500",1562,1514,1496,1301,982,809,25,93,16,7,6,7
"Afu6g14510",382,449,352,389,862,329,202,529,194,162,99,156
"Afu6g14520",38,17,20,9,10,9,84,53,111,62,55,78
"Afu6g14530",667,516,499,312,310,240,988,676,870,672,551,809
"Afu6g14540",5,3,3,4,1,1,5,2,3,1,1,5
"Afu6g14550",18,18,13,4,3,5,0,2,1,2,2,0
"Afu6g14560",25,32,25,15,20,10,0,2,0,1,0,2
"Afu6g14570",29,21,39,37,23,18,0,5,0,3,0,2
"Afu6g14580",72,74,55,35,24,19,1,10,0,0,2,2
"Afu6g14590",0,3,2,0,0,2,1,1,0,0,1,0
"Afu6g14600",0,2,2,6,3,2,4,1,0,3,0,2
"Afu6g14610",5,6,2,9,3,7,4,8,2,9,4,13
"Afu6g14615",0,1,0,0,1,0,1,0,0,0,1,0
"Afu6g14620",9,9,4,0,0,3,4,7,4,4,5,3
"Afu6g14630",49,45,42,10,7,16,13,9,9,21,12,23
"Afu6g14640",230,196,202,67,30,57,32,58,37,47,32,37
"Afu6g14660",173,96,69,39,91,14,27,58,8,54,4,106
"Afu6g14670",7,10,7,0,0,3,5,5,1,3,2,1
"Afu6g14690",4,7,3,1,2,1,2,10,2,6,1,7
"Afu6g14700",10,11,9,0,0,4,1,0,1,5,3,1
"Afu6g14720",102,77,91,23,18,50,8,12,9,23,12,19
"Afu6tD(GUC)7",0,0,1,0,1,2,0,0,0,0,0,0
"Afu6tG(GCC)10",0,0,0,1,0,0,0,1,0,0,1,0
