"gene_id","A1","A2","A3","B1","B2","B3","C1","C2","C3","D1","D2","D3"
"Afu4g07890",1043,916,939,934,634,531,821,789,795,455,378,519
"Afu4g07900",1432,1326,1283,1675,1051,1230,733,531,630,643,501,776
"Afu4g07910",1539,1271,1279,2276,1863,1636,1749,1280,1487,1484,1462,2083
"Afu4g07920",278,255,230,374,270,232,251,221,207,181,118,213
"Afu4g07930",1534,1285,1107,1645,1358,1118,908,862,849,761,576,816
"Afu4g07940",518,420,416,212,167,107,111,275,136,96,105,149
"Afu4g07950",425,318,302,217,100,155,214,293,183,141,123,184
"Afu4g07960",184,129,116,145,88,65,44,64,26,16,27,35
"Afu4g07970",654,550,446,816,531,580,414,634,407,494,355,584
"Afu4g07980",284,301,303,306,348,242,148,219,137,163,136,207
"Afu4g07990",436,407,450,341,373,178,588,816,528,374,428,648
"Afu4g08010",7994,7202,7171,4671,3714,3359,4554,5398,4237,5605,5219,7259
"Afu4g08020",2641,2350,2327,2371,1685,1394,1314,1414,1227,658,619,937
"Afu4g08030",1789,1269,1125,986,850,667,5652,5811,5269,6618,5758,8057
"Afu4g08040",9831,8140,8615,9890,8966,7202,4499,4796,3873,3324,3143,4289
"Afu4g08050",5349,5046,5031,5692,4621,3952,3199,3490,2802,2365,2036,2799
"Afu4g08060",1236,1000,1053,2479,2052,1780,1182,1256,981,1608,1602,1946
"Afu4g08070",2605,2176,2166,3009,2403,2212,2042,2339,1859,2314,2025,2858
"Afu4g08080",3336,3145,3277,10315,7365,7367,598,610,512,313,336,426
"Afu4g08090",1009,829,827,1248,1137,787,649,809,635,517,455,701
"Afu4g08100",806,677,680,785,596,490,362,348,293,213,216,294
"Afu4g08110",1227,956,899,1525,1779,1181,1479,1220,1344,1943,1893,2711
"Afu4g08120",127,109,117,48,43,43,92,76,72,37,38,54
"Afu4g08130",522,412,407,643,512,498,1495,1157,1287,1433,1421,1729
"Afu4g08140",1100,791,780,1034,909,617,1248,1218,1190,989,875,1319
"Afu4g08150",11,16,10,29,11,16,5,8,2,1,3,0
"Afu4g08160",5,4,4,2,4,5,3,6,3,2,0,5
"Afu4g08170",1384,1164,1120,905,833,594,781,1819,665,653,621,830
"Afu4g08180",504,411,444,684,525,440,173,233,141,106,100,144
"Afu4g08190",1659,1255,1157,1776,2363,1504,669,850,625,1119,1053,1384
"Afu4g08200",1028,796,811,963,679,773,570,561,475,507,468,601
"Afu4g08210",239,176,237,425,324,283,75,93,76,77,84,96
"Afu4g08220",8,5,4,2,2,2,4,4,4,7,3,3
"Afu4g08230",18,12,25,1,0,0,5,6,2,2,3,3
"Afu4g08240",143,147,115,218,129,206,238,278,235,298,264,403
"Afu4g08250",2089,2031,1960,1911,1293,1534,1629,1568,1355,1564,1368,1715
"Afu4g08260",280,266,218,463,257,302,106,102,104,72,53,114
"Afu4g08270",286,216,207,190,115,117,208,183,164,154,130,225
"Afu4g08280",2283,1837,2026,1686,1326,1033,801,859,766,564,478,673
"Afu4g08290",323,259,242,343,268,265,298,341,271,340,286,383
"Afu4g08295",102,74,82,77,60,42,73,58,34,33,32,51
"Afu4g08300",2874,2165,2233,2289,1441,1640,1404,2080,1268,1025,976,1278
"Afu4g08310",117,99,105,79,49,37,62,53,54,76,107,139
"Afu4g08320",766,635,611,734,644,552,1284,1083,1019,1398,1506,1892
"Afu4g08330",242,188,176,265,228,136,1191,972,1136,852,751,1171
"Afu4g08340",723,508,463,413,428,253,1471,1513,1348,1261,1057,1676
"Afu4g08350",1689,1238,1312,808,705,477,1050,950,991,1031,809,1189
"Afu4g08360",800,680,666,683,384,477,621,805,558,704,769,960
"Afu4g08370",12239,10561,10786,9132,5201,7367,13045,8637,11708,15951,12813,16960
"Afu4g08380",3701,3228,3223,2136,2685,1438,6179,3842,5294,7382,5971,7510
"Afu4g08390",307,249,302,77,66,60,1140,671,1057,1288,936,1377
"Afu4g08400",956,894,947,272,205,212,1439,1341,1199,1116,885,1318
"Afu4g08410",668,580,556,169,183,105,585,501,500,400,369,490
"Afu4g08420",3495,2986,3125,833,1076,473,1830,5045,1520,888,1743,3133
"Afu4g08440",7865,6637,6913,8471,9105,5235,675,1211,532,310,347,540
"Afu4g08450",1112,852,876,472,468,300,47,78,40,14,23,36
"Afu4g08460",442,372,391,605,588,411,551,452,434,381,391,475
"Afu4g08470",2892,2375,2487,2262,2143,1559,875,861,752,458,464,588
"Afu4g08480",7713,6881,6781,10512,8210,6798,6360,7454,5712,6520,5548,7683
"Afu4g08490",11052,11820,11185,9319,14633,6461,487,750,425,326,280,548
"Afu4g08500",2926,2489,2437,3596,2886,2264,2320,2427,2090,2160,1922,2630
"Afu4g08510",1479,1102,1143,1754,1519,1151,856,896,757,848,715,1041
"Afu4g08520",752,592,548,795,683,436,517,420,432,182,178,266
"Afu4g08530",1638,1349,1346,1875,1487,1230,2154,2269,1886,1597,1424,1945
"Afu4g08550",2837,2391,2414,1527,1077,1019,1551,1582,1328,1297,1132,1583
"Afu4g08560",1467,1116,1208,655,484,462,621,681,519,393,323,475
"Afu4g08570",1465,1253,1161,1779,1456,1019,1816,1621,1625,1079,909,1292
"Afu4g08580",3347,2325,2267,3504,2570,1966,37622,28571,34639,26739,23791,34571
"Afu4g08590",1933,1418,1386,990,684,676,1449,1431,1270,1283,1283,1748
"Afu4g08600",10833,9075,8692,9826,7318,6671,3813,4811,3443,3330,2804,3707
"Afu4g08610",1043,857,824,1153,878,742,2094,2177,1848,1273,1408,1759
"Afu4g08620",785,602,546,125,81,142,203,476,174,92,109,137
"Afu4g08630",637,488,520,524,405,394,149,169,138,126,137,181
"Afu4g08634",206,164,157,52,59,87,14,26,18,16,13,16
"Afu4g08640",274,223,228,124,83,155,109,94,83,106,96,128
"Afu4g08650",560,547,471,846,674,563,511,677,505,432,412,535
"Afu4g08660",765,627,616,654,449,394,552,637,456,555,522,650
"Afu4g08680",334,323,285,351,359,264,160,256,169,201,208,271
"Afu4g08690",56,46,73,89,52,55,29,42,25,32,31,44
"Afu4g08700",95,80,69,89,46,63,16,20,11,8,9,11
"Afu4g08710",3991,2658,2595,4710,6163,3200,23044,16510,19783,14893,14606,18288
"Afu4g08715",177,168,166,377,317,295,91,150,62,75,74,93
"Afu4g08720",4171,3673,3677,4368,2630,3265,2237,2116,2034,1775,1718,2208
"Afu4g08730",1492,1322,1346,742,414,536,1361,1238,1205,1023,958,1341
"Afu4g08740",880,644,670,835,841,493,289,389,292,121,157,244
"Afu4g08750",1147,1059,992,1147,1154,885,245,246,213,184,249,272
"Afu4g08760",1147,843,881,1006,904,603,1143,1590,1060,1881,1597,2398
"Afu4g08770",2771,2321,2439,1974,1145,1371,2164,2392,1950,1578,1513,2073
"Afu4g08780",2213,1690,1796,1919,1416,1283,1842,2149,1647,645,642,984
"Afu4g08790",1231,1133,1133,698,567,637,478,511,393,405,428,517
"Afu4g08800",867,716,736,827,767,544,145,136,128,81,78,118
"Afu4g08810",973,909,842,1581,2486,1459,478,966,429,855,923,1070
"Afu4g08820",1512,1357,1349,1758,1248,1374,592,791,537,572,584,762
"Afu4g08830",2395,1813,1877,1992,1293,1528,961,1218,872,742,680,895
"Afu4g08840",1841,1494,1401,779,667,617,303,296,233,224,224,269
"Afu4g08850",725,507,502,135,120,133,20,25,20,22,21,20
"Afu4g08860",67,45,37,48,45,53,11,10,9,11,7,10
"Afu4g08870",332,215,219,55,97,71,21,43,15,10,6,17
"Afu4g08880",3254,2645,2720,2908,2013,2152,3511,4373,3031,3694,3685,4541
"Afu4g08890",161,117,131,50,35,26,116,75,97,43,48,64
"Afu4g08900",1067,862,831,1346,1249,988,715,805,536,368,357,514
"Afu4g08910",1318,1040,989,1058,1095,846,458,516,420,244,214,357
"Afu4g08920",2202,1872,1866,1520,1192,925,1349,1300,1181,806,727,1003
"Afu4g08930",1635,1380,1298,3172,4515,3081,965,951,831,1343,1283,1627
"Afu4g08940",794,619,575,833,905,684,862,811,670,1051,968,1320
"Afu4g08960",99,71,73,42,21,27,650,1324,581,290,256,292
"Afu4g08970",4237,3390,3334,5301,3073,4127,2245,2601,1868,1338,1365,1539
"Afu4g08980",1611,1341,1321,903,787,562,547,417,475,285,290,380
"Afu4g08990",4349,4025,4695,1888,1583,1297,701,824,557,310,272,421
"Afu4g09000",1605,1272,1128,1468,1634,1090,2069,1985,1751,2097,1940,2755
"Afu4g09010",4230,3605,3742,5261,4708,3721,2366,2628,2069,2375,2200,3028
"Afu4g09020",1350,1088,1056,2303,2210,1519,896,1051,860,917,848,1248
"Afu4g09030",2013,1481,1464,1655,1100,1034,1758,2578,1564,3376,2776,3760
"Afu4g09040",312,282,250,370,551,497,680,359,674,2504,2077,2799
"Afu4g09050",2768,2338,2291,3139,3045,1958,988,1045,857,490,410,570
"Afu4g09060",805,648,562,1539,2623,1044,6757,4168,6148,3811,2969,4194
"Afu4g09070",648,565,513,524,453,391,431,393,367,504,401,568
"Afu4g09080",2078,1881,1898,1506,1405,1525,2947,2218,2624,1176,920,1363
"Afu4g09090",3490,2933,2944,2323,2046,1501,2882,3411,2710,3098,2664,3793
"Afu4g09100",484,425,388,631,649,439,304,285,225,200,211,316
"Afu4g09110",9897,7416,7798,9504,8568,5986,6325,8254,5715,7073,5808,8216
"Afu4g09120",1402,1153,1187,927,828,644,1310,1217,1216,954,849,1203
"Afu4g09130",746,566,529,938,1121,577,347,402,323,307,288,442
"Afu4g09140",7572,6341,5867,17379,21456,11074,1418,1485,1111,2354,2437,3274
"Afu4g09150",1671,1374,1437,1034,708,683,1086,1213,840,747,633,859
"Afu4g09160",60,47,47,63,40,30,7,15,9,10,12,12
"Afu4g09170",1558,1556,1623,2369,2524,1780,824,945,804,740,1150,1680
"Afu4g09180",396,328,368,328,297,224,189,240,147,186,230,323
"Afu4g09190",379,334,280,109,77,64,1851,1309,1590,3117,2568,3480
"Afu4g09200",129,109,104,86,52,79,206,149,192,265,389,526
"Afu4g09210",250,210,224,36,22,96,1125,508,1054,764,717,1126
"Afu4g09220",12144,9842,8902,5158,2889,3328,4640,8538,4134,4787,4961,6316
"Afu4g09230",634,408,362,238,177,111,178,305,167,171,166,239
"Afu4g09240",1417,1223,1237,991,781,632,535,887,461,472,388,563
"Afu4g09250",24,33,29,22,26,21,413,509,365,475,362,469
"Afu4g09255",43,50,53,3,2,25,9,90,19,8,8,12
"Afu4g09260",213,192,166,22,11,81,12,17,10,13,8,8
"Afu4g09270",83,82,95,103,39,40,2,8,1,5,0,3
"Afu4g09280",106,55,77,8,9,11,0,0,0,1,0,0
"Afu4g09290",0,1,0,0,1,0,0,1,0,0,1,0
"Afu4g09300",93,76,69,40,26,28,87,90,91,117,79,143
"Afu4g09310",738,547,568,198,128,150,637,695,570,405,326,487
"Afu4g09320",6276,5497,4322,4531,4202,3251,9410,6680,8374,9654,8946,12747
"Afu4g09330",1224,1164,1101,486,321,368,670,1583,545,1160,656,918
"Afu4g09340",97,78,59,57,56,54,103,117,105,89,105,180
"Afu4g09360",4282,2897,2217,1309,1455,967,32649,19778,30894,54051,47060,68675
"Afu4g09370",979,661,540,200,204,118,2199,1933,2001,2717,2159,2967
"Afu4g09380",267,214,180,80,77,72,664,584,637,775,658,893
"Afu4g09390",7229,5762,5944,10151,7960,6751,5990,4139,5114,4323,4005,5511
"Afu4g09400",5612,4610,4429,3508,2674,2212,6950,4611,6403,5919,4940,6781
"Afu4g09410",132,102,93,103,211,68,34,27,32,17,13,20
"Afu4g09420",156,111,122,116,194,63,69,63,65,44,57,72
"Afu4g09440",625,361,420,2821,3329,1189,11484,8574,10214,8154,9592,14004
"Afu4g09450",448,326,262,448,407,320,531,444,494,390,420,520
"Afu4g09460",666,448,468,1140,831,645,243,214,229,224,184,290
"Afu4g09470",565,427,423,208,146,111,149,559,172,52,41,49
"Afu4g09480",315,269,253,62,53,32,14,15,8,2,3,4
"Afu4g09490",85,54,43,9,12,14,2,0,0,0,0,0
"Afu4g09500",839,766,736,837,916,583,806,927,723,624,720,903
"Afu4g09510",198,129,114,65,71,43,208,813,189,341,306,442
"Afu4g09520",4571,3642,3732,2975,2374,1766,2475,2413,2244,1837,1669,2333
"Afu4g09530",151,125,119,17,20,17,59,66,54,31,31,40
"Afu4g09540",2111,1776,1610,5100,5891,3228,215,449,191,131,124,152
"Afu4g09550",798,654,607,647,481,607,300,253,243,659,594,776
"Afu4g09560",213,188,132,47,59,78,10993,4189,10366,18931,15372,21355
"Afu4g09580",173,150,51,49,85,60,28798,8832,26682,44675,36403,52551
"Afu4g09590",513,479,430,330,264,319,1346,785,1126,1081,1079,1217
"Afu4g09600",1441,1201,1175,234,240,182,287,284,267,234,194,291
"Afu4g09610",164,127,153,147,120,95,165,148,134,98,99,134
"Afu4g09620",293,286,261,411,241,192,285,309,281,194,194,282
"Afu4g09630",1061,923,858,1513,1561,1119,395,422,299,324,330,407
"Afu4g09640",69,23,24,11,10,9,42,46,40,37,36,46
"Afu4g09650",1360,1022,1049,870,642,585,1000,890,899,567,456,650
"Afu4g09660",1572,1227,1097,1753,1677,1121,1483,1572,1380,1757,1607,2143
"Afu4g09670",13212,10956,11116,13348,10212,9168,8305,9424,7738,4972,4639,6665
"Afu4g09700",7974,6576,7019,5540,3618,4142,3140,2430,2728,3231,3211,4404
"Afu4g09710",19347,17258,18718,15705,10732,10541,16574,15460,14492,14895,14912,22091
"Afu4g09730",2111,1751,1865,1498,1313,1283,1720,1630,1453,1776,1757,2501
"Afu4g09740",3628,2943,2991,5021,5173,3697,2788,3401,2416,3933,3435,4471
"Afu4g09750",1265,871,827,1553,1722,1038,2729,2486,2677,3439,3130,4452
"Afu4g09760",341,246,269,466,541,304,433,404,373,385,336,478
"Afu4g09770",1946,1525,1425,1307,1028,788,982,1239,949,478,423,575
"Afu4g09780",125,115,97,114,77,80,71,89,76,32,27,40
"Afu4g09790",1369,1122,1030,1561,1205,915,1005,1064,843,1118,1203,1339
"Afu4g09800",1247,1005,1078,1574,1350,1084,510,571,475,459,404,514
"Afu4g09810",1288,1050,1040,1240,1200,965,4380,4213,3760,4370,4792,6049
"Afu4g09820",819,790,710,848,888,632,475,619,355,350,318,527
"Afu4g09830",5052,4598,4472,4457,7350,3664,81,220,86,113,121,191
"Afu4g09840",7989,6832,7089,13418,18141,10214,330,511,265,449,526,650
"Afu4g09850",345,231,234,188,409,140,71,82,56,32,40,58
"Afu4g09860",578,485,536,694,524,551,218,260,192,138,186,204
"Afu4g09870",3478,2740,2718,4086,3597,3097,13031,9611,10979,12076,12758,15403
"Afu4g09880",1163,972,982,1829,1578,1115,802,807,684,303,336,472
"Afu4g09890",5149,5207,5585,13376,10079,11021,641,1198,569,517,535,668
"Afu4g09900",775,703,640,505,426,390,493,504,413,448,427,585
"Afu4g09910",5068,4335,4351,2602,2862,1831,677,873,566,422,406,544
"Afu4g09920",38,36,57,40,43,24,30,45,39,28,22,52
"Afu4g09930",34,23,29,34,26,17,118,68,149,105,58,103
"Afu4g09940",40,41,25,23,25,23,53,39,44,42,38,65
"Afu4g09950",2618,2092,2287,2134,1694,1322,3713,2912,3198,2698,2362,3070
"Afu4g09960",4323,3530,3400,2939,3084,1791,4547,5594,4298,3400,2725,3797
"Afu4g09970",543,495,512,108,48,77,394,405,330,390,378,498
"Afu4g09980",7299,5977,6781,1491,2089,1298,1021,1446,929,469,380,532
"Afu4g09990",4048,3282,3154,1828,2128,1265,994,979,856,607,589,748
"Afu4g10000",2530,2063,2007,1420,1362,1019,2731,2852,2384,2069,1953,2837
"Afu4g10010",3474,2788,2695,3719,3463,2795,1834,3537,1610,2568,2305,3104
"Afu4g10020",4486,3400,3417,4127,3089,3253,2718,3388,2377,3148,2816,3798
"Afu4g10030",1220,960,1063,1020,689,748,617,750,624,485,435,680
"Afu4g10040",1326,1117,1045,1304,1097,924,704,774,661,492,458,661
"Afu4g10050",8328,6459,6624,6475,5599,4973,4554,5664,3888,5492,5899,7141
"Afu4g10060",538,412,421,388,200,234,365,348,276,300,235,353
"Afu4g10070",2796,2186,2382,921,683,701,3632,2763,3237,2845,2391,3056
"Afu4g10080",3393,2282,2297,222,151,130,258,330,228,78,79,117
"Afu4g10090",5801,4279,4527,258,209,214,526,701,451,191,169,271
"Afu4g10100",4675,3497,3053,912,1355,678,4534,5822,4208,3795,3532,5044
"Afu4g10110",14661,11635,11033,6611,7251,4840,1125,3269,1026,764,703,1050
"Afu4g10120",3152,2593,2112,2229,1570,2127,5322,2727,4776,6325,4816,6447
"Afu4g10130",1919,1606,1696,277,222,221,217,1103,205,229,217,274
"Afu4g10140",1910,1644,1517,408,304,349,138,787,99,103,77,145
"Afu4g10150",368,291,294,100,112,58,182,1041,175,120,117,157
"Afu4g10160",83,93,64,83,95,59,247,746,203,65,77,126
"Afu4g10170",1038,979,1011,4147,3879,2873,1876,1583,1712,609,608,836
"Afu4g10180",1166,883,824,1465,1804,1018,1244,1391,1081,1254,1075,1548
"Afu4g10190",8662,7969,7607,5587,7773,3946,1186,2971,1121,962,759,1098
"Afu4g10200",15442,13829,14030,23232,21747,15200,8213,12488,7669,8230,6728,9396
"Afu4g10210",8475,6517,6142,8457,7254,6158,3807,4640,3424,2790,2165,3009
"Afu4g10220",4910,3894,4147,3152,2688,2373,6170,6461,5619,4109,3192,4412
"Afu4g10230",692,527,523,222,226,284,336,339,289,253,234,324
"Afu4g10240",1551,1297,1287,1636,1468,1352,943,1074,816,1043,1079,1414
"Afu4g10260",554,462,468,354,317,333,274,339,233,414,347,510
"Afu4g10270",803,780,883,193,257,226,1359,1772,1286,1102,1070,1576
"Afu4g10280",4425,3705,3967,2545,2380,2314,3172,2886,2541,2152,2317,2809
"Afu4g10290",378,399,401,641,787,605,170,210,134,190,179,226
"Afu4g10310",734,855,854,595,751,496,219,688,216,182,162,310
"Afu4g10320",2761,2363,2163,402,283,367,197,341,180,137,119,163
"Afu4g10330",6579,5600,5978,3737,2930,3020,2044,2534,1780,2027,1912,2560
"Afu4g10340",49018,40485,42257,31418,23701,21836,13817,15936,12134,10302,10521,13214
"Afu4g10350",60637,54014,54853,107475,119334,78021,30066,47891,25170,43975,40314,47778
"Afu4g10360",1048,857,923,1263,1002,729,908,766,759,572,521,731
"Afu4g10370",199,160,128,242,264,160,622,594,581,484,422,690
"Afu4g10380",1612,1536,1463,1531,1637,1316,690,967,656,430,411,559
"Afu4g10390",1545,1489,1472,1289,999,896,621,1133,470,395,430,567
"Afu4g10400",3516,3119,3071,2551,1631,1754,2572,3015,2293,1271,1105,1649
"Afu4g10410",3957,2950,2740,1551,1160,1069,15589,13271,13855,16998,15575,21556
"Afu4g10420",2157,1828,1933,2267,1786,1770,1399,1392,1230,837,855,1099
"Afu4g10425",0,0,0,0,0,0,0,0,0,0,0,0
"Afu4g10430",1060,875,835,848,852,694,1088,967,914,1116,1024,1261
"Afu4g10440",4487,3450,3570,4194,3606,2980,2832,2997,2528,2189,2023,2729
"Afu4g10450",165,143,157,122,74,84,62,51,55,22,28,29
"Afu4g10460",6434,5355,5096,10710,11851,9705,4472,6020,3866,5807,5437,7229
"Afu4g10470",2938,2670,2662,3079,2215,2139,1905,1688,1665,1037,919,1447
"Afu4g10480",876,621,629,1049,1143,827,514,612,475,596,657,818
"Afu4g10490",1244,950,997,1336,1079,887,839,759,717,578,518,760
"Afu4g10500",704,654,688,676,528,463,366,492,302,186,186,294
"Afu4g10510",1487,1222,1274,784,640,559,1312,1524,1146,1401,1284,1857
"Afu4g10520",338,227,244,466,567,418,117,103,103,91,99,150
"Afu4g10530",853,696,734,990,837,799,523,571,399,387,457,608
"Afu4g10540",8965,7985,7921,7300,7738,5289,6308,6104,5430,4752,4171,5607
"Afu4g10550",1594,1327,1145,2601,3120,2371,990,1159,845,1379,1328,1734
"Afu4g10560",1000,840,762,1348,842,932,167,230,121,108,130,135
"Afu4g10570",2036,1660,1649,967,624,743,337,318,271,232,248,308
"Afu4g10580",1085,935,937,1564,1050,1195,496,519,385,438,482,554
"Afu4g10600",2242,1850,1820,1959,1421,1268,2774,2246,2466,2245,1950,2599
"Afu4g10610",3638,3090,2898,3135,4050,2407,78,94,102,320,491,540
"Afu4g10620",438,318,312,129,140,117,451,401,402,343,337,430
"Afu4g10630",349,262,260,335,298,235,213,190,184,115,124,197
"Afu4g10640",63,49,31,33,14,24,24,15,20,14,12,14
"Afu4g10650",130,89,60,76,65,48,63,75,40,55,76,71
"Afu4g10660",1419,1124,1273,1893,1345,1311,390,498,327,379,390,473
"Afu4g10680",1990,2323,2285,1985,1312,1576,816,978,748,585,582,778
"Afu4g10690",2336,2369,2228,2291,2941,1897,4271,5304,3716,4464,4013,5363
"Afu4g10700",949,796,782,440,476,267,606,570,523,316,310,490
"Afu4g10710",3373,2758,2734,4372,5181,3566,2064,2117,1721,1384,1309,1816
"Afu4g10720",769,605,571,705,1423,420,164,197,143,167,134,185
"Afu4g10730",2464,1827,1839,2512,2176,1978,1294,1637,1125,1585,1498,1977
"Afu4g10740",1182,964,881,1019,944,830,1274,975,1100,1140,1161,1623
"Afu4g10750",1445,1021,1164,1318,1101,938,962,886,798,568,631,754
"Afu4g10760",1383,1164,989,1475,1274,964,786,935,705,892,870,1209
"Afu4g10770",1402,1224,1370,291,143,237,393,513,335,654,546,639
"Afu4g10780",11231,11297,10821,13332,8623,10010,8908,10936,7828,8221,7004,9843
"Afu4g10790",922,664,733,1664,1752,1529,662,832,607,828,998,1191
"Afu4g10800",8936,6105,6002,3640,3461,2207,13507,13664,12798,22833,19791,28044
"Afu4g10810",946,757,757,588,403,427,379,395,371,285,268,345
"Afu4g10820",513,390,368,182,130,169,139,180,126,99,90,161
"Afu4g10830",1884,1597,1696,2254,1581,1539,878,756,869,651,582,729
"Afu4g10840",890,703,731,1020,729,697,664,644,569,510,505,665
"Afu4g10850",355,271,279,266,181,186,57,124,46,44,43,62
"Afu4g10860",3181,2416,2285,765,650,589,635,1182,618,423,341,531
"Afu4g10880",475,429,366,119,80,105,137,407,127,163,128,202
"Afu4g10890",351,257,257,108,75,95,85,177,62,84,75,101
"Afu4g10900",10,5,17,4,5,0,3,7,2,2,1,1
"Afu4g10910",4094,3373,3124,2475,1958,1645,1441,1963,1282,1021,1003,1387
"Afu4g10920",2769,2284,2261,3235,2920,2607,2617,2400,2226,2809,3156,3701
"Afu4g10930",1156,1153,1040,1677,1570,1241,579,568,446,473,455,576
"Afu4g10940",760,626,542,381,295,323,931,871,837,885,819,1083
"Afu4g10950",3979,3743,3196,2174,3243,1367,386,664,378,328,331,521
"Afu4g10960",140,166,134,201,234,144,54,77,68,114,104,139
"Afu4g10970",1476,1226,1269,402,192,221,1080,1066,979,805,738,1080
"Afu4g10990",1101,955,889,484,290,330,825,841,828,451,399,569
"Afu4g11000",2782,2316,2233,3007,2357,2319,874,1069,736,639,606,839
"Afu4g11012",7889,6908,7061,9210,7929,6511,5212,4667,4615,4150,3514,4840
"Afu4g11040",361,283,295,394,305,302,316,315,255,376,317,388
"Afu4g11050",2829,2158,2105,4186,3935,2432,7928,8751,7289,10122,8719,12746
"Afu4g11060",46,42,70,54,60,47,21,37,34,28,18,31
"Afu4g11070",8008,7359,6402,10815,9540,7568,5500,6387,5029,6526,5415,7741
"Afu4g11080",14980,12368,12854,9768,10258,6310,22977,21836,20667,18502,14674,20553
"Afu4g11100",942,771,765,823,671,539,936,1095,904,873,754,981
"Afu4g11110",3215,3618,3731,2804,2782,1896,1623,1514,1404,1703,1490,2080
"Afu4g11120",33,48,32,35,53,25,13,23,8,5,4,15
"Afu4g11130",3643,3523,3885,3803,3157,2440,3343,3992,2992,1205,1262,2015
"Afu4g11140",1347,1063,1031,856,740,515,615,592,530,318,334,465
"Afu4g11150",18761,16738,16396,20392,15389,14288,4179,6752,3654,2663,2542,3499
"Afu4g11160",991,740,815,648,557,444,1110,1348,1024,1031,1061,1305
"Afu4g11170",811,626,629,633,374,477,358,446,303,333,283,421
"Afu4g11180",304,298,295,412,173,252,247,315,193,199,192,261
"Afu4g11190",1223,1009,934,634,493,492,2052,2393,1793,1834,1627,2194
"Afu4g11200",29,24,22,8,3,8,9,7,12,6,5,10
"Afu4g11210",1050,909,931,663,461,576,195,224,190,171,156,214
"Afu4g11220",10619,9832,8755,6385,4795,4823,2279,3128,2060,1062,1043,1303
"Afu4g11230",1305,951,1000,970,854,633,859,676,827,675,574,797
"Afu4g11240",3324,2521,2439,6468,5740,4444,3338,4447,3080,3846,3380,4945
"Afu4g11250",1656,1182,1218,1090,959,619,3773,3620,3619,4334,2201,3050
"Afu4g11260",841,783,802,586,455,414,2127,1632,1920,1420,815,1152
"Afu4g11270",1182,1119,1028,1888,1273,1345,1024,2159,962,1101,1076,1750
"Afu4g11280",992,909,856,672,571,460,641,873,513,293,374,451
"Afu4g11290",3848,4104,4144,6449,4098,4906,2056,2457,1832,1628,1460,1997
"Afu4g11300",4642,3848,3882,3849,2663,2587,4220,4627,3920,3267,2909,4012
"Afu4g11305",59,49,45,65,76,50,39,54,32,23,28,30
"Afu4g11307",52,42,41,86,93,69,39,38,40,26,29,29
"Afu4g11310",19697,20169,18561,23857,29527,17572,15255,22620,13655,11701,12508,16741
"Afu4g11313",104,109,84,99,125,96,83,102,70,35,70,71
"Afu4g11315",84,96,107,98,99,88,91,117,57,20,33,57
"Afu4g11317",120,86,91,79,97,92,67,95,52,29,44,50
"Afu4g11320",7645,6668,6275,11400,8408,7526,6130,4907,5664,3184,3064,4560
"Afu4g11325",0,0,0,0,0,0,0,0,0,0,0,0
"Afu4g11330",2108,1508,1353,1276,1532,733,1214,1440,1109,1450,1269,1662
"Afu4g11340",2000,1459,1420,3018,2667,1851,5192,6746,4699,5905,4894,6938
"Afu4g11350",1737,1635,1398,2409,1699,1913,2049,3490,1725,890,1030,1599
"Afu4g11360",2639,2253,2168,3923,3791,2927,2191,2487,1807,1505,1481,1936
"Afu4g11370",32,19,41,17,22,15,31,38,18,9,12,21
"Afu4g11380",2000,1750,1732,1690,1232,1370,868,766,726,689,696,978
"Afu4g11390",4034,3091,2773,2232,1958,1464,11269,9618,10243,10609,9703,13675
"Afu4g11400",1935,1316,1392,1113,928,598,920,673,782,542,480,736
"Afu4g11410",1105,930,985,754,593,590,846,841,807,467,474,641
"Afu4g11420",89,74,55,36,24,22,33,37,20,24,11,34
"Afu4g11440",3432,3275,3183,2497,1461,1705,2972,2858,2595,1576,1510,2105
"Afu4g11450",5958,5069,5003,5281,4467,3629,3268,3341,2887,2492,2205,2931
"Afu4g11460",1426,1350,1259,3833,2309,2762,598,632,506,1118,916,1192
"Afu4g11467",973,809,775,672,518,346,504,625,513,344,334,450
"Afu4g11477",670,611,575,354,245,218,743,1050,673,757,813,1056
"Afu4g11480",15714,14508,15223,14140,10752,10624,17134,13470,15250,5771,5096,7346
"Afu4g11490",68,74,46,41,29,34,124,126,116,99,89,106
"Afu4g11500",921,785,702,930,814,593,1604,1422,1531,1165,983,1478
"Afu4g11510",4745,3948,4223,6510,4974,4258,11878,10205,10687,7712,6109,8243
"Afu4g11520",305,279,266,193,164,147,306,274,239,123,139,171
"Afu4g11530",7057,5780,5735,8548,7757,6113,7689,7643,6666,7802,6931,9242
"Afu4g11540",3027,2793,2804,3392,2726,1956,1317,1467,1146,528,507,788
"Afu4g11550",3099,2181,2108,2211,1767,1302,11448,10067,10447,11224,9816,14456
"Afu4g11560",5455,5404,5428,5688,3335,3874,6394,7103,5760,5282,4274,5723
"Afu4g11570",1043,871,912,1337,1283,791,606,847,541,307,318,478
"Afu4g11580",5011,4237,4206,6393,5566,4309,4957,6064,4302,5479,6596,7469
"Afu4g11590",371,261,257,305,316,162,966,1132,813,454,415,744
"Afu4g11602",1288,1024,949,546,291,391,540,663,528,399,343,457
"Afu4g11620",380,301,277,307,352,246,435,487,376,328,349,427
