"gene_id","Q12SA014A0_20211014141226__2109SHr1014_2_S14_R1_001.bam","Q12SA023AX_20211014141226__2109SHr1023_11_S23_R1_001.bam","Q12SA013AQ_20211014141226__2109SHr1013_1_S13_R1_001.bam","Q12SA022AP_20211014141226__2109SHr1022_10_S22_R1_001.bam","Q12SA017AO_20211014141226__2109SHr1017_5_S17_R1_001.bam","Q12SA018AW_20211014141226__2109SHr1018_6_S18_R1_001.bam","Q12SA016AG_20211014141226__2109SHr1016_4_S16_R1_001.bam","Q12SA024A7_20211014141226__2109SHr1024_12_S24_R1_001.bam","Q12SA015A8_20211014141226__2109SHr1015_3_S15_R1_001.bam"
"ACCFDFCE_02440",408,313,577,546,245,263,286,206,222
"ACCFDFCE_02441",927,1237,1627,980,527,547,662,359,607
"ACCFDFCE_02442",275,303,526,302,166,192,199,104,210
"ACCFDFCE_02443",61,55,132,58,44,28,39,21,33
"ACCFDFCE_02444",378,362,581,216,432,430,611,176,217
"ACCFDFCE_02445",7464,10113,9686,8838,7863,8248,10968,10229,3724
"ACCFDFCE_02447",35,21,24,19,15,14,15,24,6
"ACCFDFCE_02448",35,10,34,20,21,16,24,11,15
"ACCFDFCE_02449",2171,1432,2613,1191,1367,1363,1711,1022,1071
"ACCFDFCE_02450",2242,1753,2335,1269,929,944,1164,1234,940
"ACCFDFCE_02451",2855,2453,4953,2675,2348,2588,2937,1041,1822
"ACCFDFCE_02452",749,989,1020,435,574,453,511,505,464
"ACCFDFCE_02453",61,138,141,167,180,182,170,69,46
"ACCFDFCE_02454",253,819,626,1096,841,950,1050,281,226
"ACCFDFCE_02455",20,69,49,77,97,65,122,5,11
"ACCFDFCE_02456",994,1152,1507,1274,917,931,1062,791,560
"ACCFDFCE_02457",1181,730,1829,773,947,928,1173,568,656
"ACCFDFCE_02458",79804,31571,92884,81387,70156,74560,85807,60127,34349
"ACCFDFCE_02459",715,1662,963,814,968,897,1069,937,337
"ACCFDFCE_02460",94,132,174,81,61,36,65,62,48
"ACCFDFCE_02461",7694,6136,14929,5072,5342,5866,6162,2872,5618
"ACCFDFCE_02462",3048,2486,4995,2621,2058,2219,2899,1818,1949
"ACCFDFCE_02463",3371,2389,5599,2455,3032,3100,3451,1778,2108
"ACCFDFCE_02464",3212,2663,5338,2358,2920,2768,3490,2130,1988
"ACCFDFCE_02465",436,289,627,205,322,309,395,147,252
"ACCFDFCE_02466",168,104,305,76,174,167,180,63,120
"ACCFDFCE_02467",196,121,331,87,180,169,210,76,137
"ACCFDFCE_02468",234,158,396,106,234,219,254,98,164
"ACCFDFCE_02469",48,35,106,13,53,37,54,16,33
"ACCFDFCE_02470",97,67,99,73,63,81,90,103,44
"ACCFDFCE_02471",11044,10800,14373,7954,9891,10689,12764,6054,5678
"ACCFDFCE_02472",37,28,74,21,38,35,49,20,20
"ACCFDFCE_02473",1851,473,1015,772,590,582,919,1158,536
"ACCFDFCE_02474",31,20,47,48,35,36,44,22,17
"ACCFDFCE_02475",339,252,521,199,393,347,482,144,169
"ACCFDFCE_02476",393,654,682,373,475,339,513,277,224
"ACCFDFCE_02477",247,438,395,198,276,230,307,156,148
"ACCFDFCE_02478",66,112,58,47,53,34,63,73,29
"ACCFDFCE_02479",76,145,105,73,78,68,70,80,42
"ACCFDFCE_02480",18,37,21,15,10,9,15,18,6
"ACCFDFCE_02481",151,196,243,86,119,88,116,95,75
"ACCFDFCE_02482",136,205,224,84,73,104,119,135,79
"ACCFDFCE_02483",335,492,543,210,250,222,262,246,198
"ACCFDFCE_02484",648,639,975,355,534,469,614,403,447
"ACCFDFCE_02485",89,119,143,73,81,85,108,68,59
"ACCFDFCE_02486",14,23,37,19,33,30,33,14,10
"ACCFDFCE_02487",12,47,21,15,23,38,17,24,7
"ACCFDFCE_02488",7,45,14,22,40,32,36,64,3
"ACCFDFCE_02489",38,475,81,282,765,556,811,840,30
"ACCFDFCE_02490",29,321,34,202,304,332,460,594,21
"ACCFDFCE_02491",24,215,23,153,296,308,384,447,12
"ACCFDFCE_02492",156,121,182,85,105,93,114,64,79
"ACCFDFCE_02493",338,111,360,190,198,139,229,289,124
"ACCFDFCE_02494",335,293,340,218,231,176,331,235,118
"ACCFDFCE_02495",268,219,297,252,204,198,314,171,117
"ACCFDFCE_02496",1621,762,1919,440,792,914,1006,728,783
"ACCFDFCE_02497",184,130,196,134,123,100,164,111,69
"ACCFDFCE_02498",320,474,527,456,289,347,320,408,188
"ACCFDFCE_02499",608,760,708,453,413,370,572,358,232
"ACCFDFCE_02500",1394,2129,2088,1498,1377,1428,1639,1125,703
"ACCFDFCE_02501",1396,1940,1862,1314,1403,1168,1621,893,657
"ACCFDFCE_02502",463,451,652,307,364,365,472,225,223
"ACCFDFCE_02503",1875,1368,2980,1241,1922,1914,2103,652,1063
"ACCFDFCE_02504",5599,9125,6161,6847,6851,6546,7785,5443,2392
"ACCFDFCE_02505",472,460,712,764,463,626,517,367,278
"ACCFDFCE_02506",186,174,370,200,222,232,212,156,130
"ACCFDFCE_02507",10,5,26,3,8,11,12,7,6
"ACCFDFCE_02508",17711,61507,41021,26230,32636,30235,36693,20286,13569
"ACCFDFCE_02509",60030,66636,76940,57340,38813,42275,45935,43327,31428
"ACCFDFCE_02510",10270,23113,19021,11664,14477,15082,16456,8578,6748
"ACCFDFCE_02511",167,111,175,77,113,101,110,41,79
"ACCFDFCE_02512",115,61,178,47,98,97,133,26,46
"ACCFDFCE_02513",2248,220,1524,596,2986,3685,3891,7207,686
"ACCFDFCE_02514",3921,241,3856,682,5650,6163,7180,6111,1417
"ACCFDFCE_02515",836,962,670,493,908,855,1221,1513,215
"ACCFDFCE_02516",68,40,58,29,47,66,78,164,32
"ACCFDFCE_02517",776,224,627,265,626,662,703,1138,282
"ACCFDFCE_02518",211,1310,259,169,388,434,531,497,125
"ACCFDFCE_02519",783,3517,982,712,1960,1874,2063,2382,451
"ACCFDFCE_02520",726,1037,838,552,1832,1717,2039,1981,366
"ACCFDFCE_02521",2309,2417,3965,1243,1938,1923,2347,1045,1517
"ACCFDFCE_02522",4895,6594,7735,3234,4652,4581,5977,2593,2864
"ACCFDFCE_02523",473,572,577,707,437,510,548,639,241
"ACCFDFCE_02524",1401,1243,2484,1115,1583,1543,1921,750,964
"ACCFDFCE_02525",461,434,744,450,666,534,746,318,262
"ACCFDFCE_02526",602,881,628,300,433,397,502,484,260
"ACCFDFCE_02527",426,573,443,192,307,333,434,338,195
"ACCFDFCE_02528",123,179,124,59,100,90,166,131,40
"ACCFDFCE_02529",29,20,34,23,36,32,47,36,18
"ACCFDFCE_02531",1542,1202,2351,1481,1650,1568,1931,810,831
"ACCFDFCE_02532",2166,1490,3422,1752,2095,1942,2607,1042,1131
"ACCFDFCE_02533",2684,2766,4460,3044,3317,3206,3654,1599,1594
"ACCFDFCE_02534",4283,1273,4465,3358,1346,1691,2015,2385,1757
"ACCFDFCE_02535",167,29168,292,209,1909,179,242,75,106
"ACCFDFCE_02536",151,37959,241,235,2320,213,251,96,88
"ACCFDFCE_02537",100,45156,205,300,2804,221,281,95,78
"ACCFDFCE_02538",79,46113,105,242,2807,137,228,65,33
"ACCFDFCE_02539",31,45168,63,271,2334,125,175,61,20
"ACCFDFCE_02540",9,101,26,20,54,35,67,22,3
"ACCFDFCE_02541",1895,6198,2825,2462,15280,13372,16562,10062,986
"ACCFDFCE_02542",26034,33928,40618,15314,29889,22551,35222,28763,15065
"ACCFDFCE_02543",1009,510,1038,481,837,686,1180,578,357
"ACCFDFCE_02544",1123,1022,1629,933,1431,1363,1636,745,592
"ACCFDFCE_02545",2925,2237,4174,2880,2979,3093,3640,2110,1615
"ACCFDFCE_02546",1706,1050,2573,1258,1669,1594,1839,744,1005
"ACCFDFCE_02547",5532,5425,8039,4408,4562,4499,5470,4043,2831
"ACCFDFCE_02548",7007,18350,11090,6031,11110,10120,13188,14276,4150
"ACCFDFCE_02549",2136,1998,3822,829,2044,1832,2709,1330,1123
"ACCFDFCE_02550",6968,12171,12895,6759,8147,8045,9223,4877,4644
"ACCFDFCE_02551",2946,2534,5129,1205,2391,2670,3145,1787,2087
"ACCFDFCE_02552",3586,3329,5995,1486,3027,3166,3941,2415,2309
"ACCFDFCE_02553",4869,5413,7936,2181,4378,4898,5691,4128,3003
"ACCFDFCE_02554",1658,2095,2573,727,1560,1875,2116,1720,1009
"ACCFDFCE_02555",2437,2860,3686,1154,2102,2723,2845,2502,1440
"ACCFDFCE_02556",3221,3596,4743,1400,2857,3209,3780,3028,1911
"ACCFDFCE_02557",2041,1876,2948,754,1759,2095,2410,1678,1265
"ACCFDFCE_02558",74896,64168,99236,38362,61116,73566,78632,74189,42868
"ACCFDFCE_02559",4524,1278,4345,3319,7155,6881,8116,4375,1703
"ACCFDFCE_02560",34,11,69,12,46,35,63,12,15
"ACCFDFCE_02561",63,19,47,19,47,39,57,20,18
"ACCFDFCE_02562",65,53,94,33,57,73,91,27,34
"ACCFDFCE_02563",295,354,418,198,342,313,362,234,148
"ACCFDFCE_02564",98,149,168,62,115,139,136,48,49
"ACCFDFCE_02565",76,90,96,45,69,55,80,27,29
"ACCFDFCE_02566",77,91,127,581,78,112,107,61,42
"ACCFDFCE_02567",76,56,81,485,80,105,92,73,31
"ACCFDFCE_02568",37,31,48,196,41,53,52,16,10
"ACCFDFCE_02570",1785,1105,2938,1064,1342,1213,1662,823,935
"ACCFDFCE_02572",27,491,32,39,425,337,345,234,15
"ACCFDFCE_02573",10,143,7,4,113,105,96,55,1
"ACCFDFCE_02574",14,294,21,22,257,167,171,125,6
"ACCFDFCE_02575",104,306,168,48,338,313,320,176,67
"ACCFDFCE_02577",6638,27396,14518,11898,43397,34686,50681,50046,5216
"ACCFDFCE_02578",94,135,152,135,121,111,118,61,64
"ACCFDFCE_02579",86,121,151,116,107,102,129,64,72
"ACCFDFCE_02580",59,99,109,111,90,89,94,46,34
"ACCFDFCE_02581",31,79,51,57,39,52,50,23,20
"ACCFDFCE_02582",37,63,82,71,33,67,61,38,28
"ACCFDFCE_02583",80,119,137,123,87,91,107,67,77
"ACCFDFCE_02584",83,137,143,158,101,104,104,61,63
"ACCFDFCE_02585",20,37,43,32,25,26,31,14,18
"ACCFDFCE_02586",50,60,88,73,44,67,44,21,23
"ACCFDFCE_02587",2686,2253,4525,1931,3359,3193,4259,1409,1505
"ACCFDFCE_02588",110,135,157,108,143,112,174,111,63
"ACCFDFCE_02589",123,135,162,122,136,168,165,132,73
"ACCFDFCE_02590",222,215,276,275,238,238,277,325,104
"ACCFDFCE_02591",69,85,81,64,74,55,64,99,19
"ACCFDFCE_02592",34,54,54,69,59,54,64,93,15
"ACCFDFCE_02593",2871,1713,4402,1286,1778,2114,2319,1222,1685
"ACCFDFCE_02594",2509,5841,3226,2799,3256,3029,3472,2511,1201
"ACCFDFCE_02595",418,281,512,137,299,290,362,124,206
"ACCFDFCE_02596",401,398,541,352,544,534,610,387,216
"ACCFDFCE_02597",768,1103,1322,880,969,937,1045,447,480
"ACCFDFCE_02598",139,230,147,132,137,84,223,97,25
"ACCFDFCE_02599",29,23,33,20,31,20,31,16,10
"ACCFDFCE_02600",5169,4260,8285,4033,5805,6501,6430,2693,3354
"ACCFDFCE_02601",947,2843,1428,962,1307,1347,1520,780,514
"ACCFDFCE_02602",26,7,34,13,15,24,19,7,22
"ACCFDFCE_02603",224,1262,357,461,246,329,267,260,133
"ACCFDFCE_02604",1984,1892,3709,911,2071,1923,2359,1188,1312
"ACCFDFCE_02605",248,341,351,160,223,203,304,166,139
"ACCFDFCE_02606",33,51,40,25,43,47,50,36,22
"ACCFDFCE_02607",121,130,173,102,134,128,171,90,63
"ACCFDFCE_02608",2,4,15,3,12,2,3,1,1
"ACCFDFCE_02609",166,101,202,82,97,101,130,96,78
"ACCFDFCE_02610",12,5,22,8,12,12,12,10,12
"ACCFDFCE_02611",18,10,23,5,10,11,9,8,8
"ACCFDFCE_02612",3843,2983,5701,3109,4634,5145,6358,1503,2254
"ACCFDFCE_02613",270,347,314,323,296,279,520,228,116
"ACCFDFCE_02614",104,140,115,75,107,96,102,35,47
"ACCFDFCE_02615",49,75,52,32,58,49,56,16,24
"ACCFDFCE_02617",2184,2611,3772,1352,2174,2306,2616,1216,1273
"ACCFDFCE_02618",567,549,894,404,419,478,576,317,373
"ACCFDFCE_02619",1849,1691,2969,1243,1682,1497,1840,1189,1088
"ACCFDFCE_02620",1008,1036,1443,551,759,757,986,595,519
"ACCFDFCE_02621",106,56,147,29,65,60,98,63,56
"ACCFDFCE_02622",779,561,577,396,238,183,431,423,193
"ACCFDFCE_02623",0,2478,0,1759,2128,1975,2666,1811,0
"ACCFDFCE_02624",0,1419,0,914,954,834,1212,883,0
"ACCFDFCE_02625",0,186909,0,203109,200419,188850,219891,270253,0
"ACCFDFCE_02626",0,960,0,1245,4227,4001,5566,2051,0
"ACCFDFCE_02627",0,1136,0,1672,4438,3717,5484,2127,0
"ACCFDFCE_02628",0,56200,0,43395,64272,58644,71182,34290,0
"ACCFDFCE_02629",0,7706,0,3834,6468,5527,8350,5489,0
"ACCFDFCE_02630",0,18292,0,9546,15369,14067,18959,16839,0
"ACCFDFCE_02631",0,22149,0,11384,20412,17557,26174,21962,0
"ACCFDFCE_02632",0,9187,0,4832,8027,7516,10214,8953,0
"ACCFDFCE_02633",0,2146,0,1151,2555,2295,3568,2011,0
"ACCFDFCE_02634",0,10800,0,5103,10679,9741,12962,10920,0
"ACCFDFCE_02635",0,5957,0,2763,5482,5800,6948,5716,0
"ACCFDFCE_02636",0,20579,0,11448,25653,20817,32580,24002,0
"ACCFDFCE_02637",0,6360,0,5594,8614,8647,11760,4011,0
"ACCFDFCE_02638",0,1387,0,929,1164,944,1353,944,0
"ACCFDFCE_02639",0,520,0,242,470,391,516,405,0
"ACCFDFCE_02640",0,1180,0,661,1240,1049,1449,798,0
"ACCFDFCE_02641",0,2731,0,1858,2430,2349,2803,1764,0
"ACCFDFCE_02642",0,5240,0,3768,4392,3884,4972,3190,0
"ACCFDFCE_02643",0,853,0,560,1003,976,1083,579,0
"ACCFDFCE_02644",0,1129,0,1024,1806,1548,2544,771,0
"ACCFDFCE_02645",0,2851,0,1740,3341,3218,3905,977,0
"ACCFDFCE_02646",0,2755,0,1267,3762,3027,5028,1015,0
"ACCFDFCE_02647",0,38,0,68,62,52,64,28,0
"ACCFDFCE_02648",0,172,0,132,168,156,225,119,0
"ACCFDFCE_02649",0,77,0,101,141,133,162,70,0
"ACCFDFCE_02650",0,125,0,133,152,142,186,94,0
"ACCFDFCE_02651",0,427,0,383,566,425,739,277,0
"ACCFDFCE_02652",0,510,0,449,582,523,777,344,0
"ACCFDFCE_02653",0,2865,0,2463,3725,3096,4648,1825,0
"ACCFDFCE_02654",0,664,0,479,1200,1130,1442,672,0
