"gene_id","Q12SA014A0_20211014141226__2109SHr1014_2_S14_R1_001.bam","Q12SA023AX_20211014141226__2109SHr1023_11_S23_R1_001.bam","Q12SA013AQ_20211014141226__2109SHr1013_1_S13_R1_001.bam","Q12SA022AP_20211014141226__2109SHr1022_10_S22_R1_001.bam","Q12SA017AO_20211014141226__2109SHr1017_5_S17_R1_001.bam","Q12SA018AW_20211014141226__2109SHr1018_6_S18_R1_001.bam","Q12SA016AG_20211014141226__2109SHr1016_4_S16_R1_001.bam","Q12SA024A7_20211014141226__2109SHr1024_12_S24_R1_001.bam","Q12SA015A8_20211014141226__2109SHr1015_3_S15_R1_001.bam"
"ACCFDFCE_00781",2298,830,2800,1287,1626,1760,2040,1331,1108
"ACCFDFCE_00783",1934,2399,3370,2722,2545,2544,2795,1351,1146
"ACCFDFCE_00784",1258,1709,2430,2169,1896,1874,1910,1142,863
"ACCFDFCE_00785",3185,3884,5689,6897,4334,3762,4507,2380,1936
"ACCFDFCE_00786",4636,1104,6272,1086,1794,1347,2047,872,2464
"ACCFDFCE_00787",206,73,202,97,127,186,211,117,91
"ACCFDFCE_00788",4008,1398,4788,2166,2509,2408,3400,1297,1611
"ACCFDFCE_00789",7993,3355,11709,5413,4991,5712,6267,3697,4820
"ACCFDFCE_00790",5496,2127,8786,3391,3258,3895,4166,2268,3424
"ACCFDFCE_00791",2286,832,3835,1381,1437,1507,1789,1002,1537
"ACCFDFCE_00792",8657,4398,13660,4674,5066,5962,6436,5210,5437
"ACCFDFCE_00793",124,32,203,67,114,110,126,25,95
"ACCFDFCE_00794",362,738,517,297,433,423,543,335,214
"ACCFDFCE_00795",346,924,382,234,310,344,433,441,134
"ACCFDFCE_00796",769,807,982,363,578,446,719,447,335
"ACCFDFCE_00797",604,774,773,310,442,503,568,406,371
"ACCFDFCE_00798",1499,1932,1954,744,1015,1031,1171,917,821
"ACCFDFCE_00799",8592,4793,10423,4124,4518,4522,6088,3631,3977
"ACCFDFCE_00800",1361,548,1404,474,635,655,878,488,591
"ACCFDFCE_00801",167,68,243,76,161,158,174,104,50
"ACCFDFCE_00802",3541,2704,5444,2398,3681,3122,4251,1902,1819
"ACCFDFCE_00803",6628,5006,9601,5068,5688,5929,6809,3695,3627
"ACCFDFCE_00804",9780,6867,14196,7608,8255,8150,9561,5817,5377
"ACCFDFCE_00805",124,274,198,183,172,165,269,165,65
"ACCFDFCE_00806",5259,10860,7468,7184,6015,6410,7287,7357,3075
"ACCFDFCE_00807",3563,6840,5252,4508,3514,3970,4163,4554,2152
"ACCFDFCE_00808",1404,2969,2268,1817,1744,1557,1858,2131,820
"ACCFDFCE_00809",6056,10731,8746,6677,5724,5919,6757,6821,3514
"ACCFDFCE_00810",3900,843,5233,1865,1947,2185,3250,1028,1546
"ACCFDFCE_00811",1056,260,1808,300,682,644,1035,312,537
"ACCFDFCE_00812",16332,6580,25027,11217,10913,12309,13847,7228,9443
"ACCFDFCE_00813",1287,1168,2281,554,1126,988,1560,503,688
"ACCFDFCE_00814",2389,2354,3380,1497,1756,1996,2201,1066,1403
"ACCFDFCE_00815",7883,9384,9407,5889,7176,7133,8399,7782,3853
"ACCFDFCE_00816",5707,6475,6604,4496,4633,4328,5358,4581,2565
"ACCFDFCE_00817",566,826,680,567,463,450,442,559,297
"ACCFDFCE_00818",1590,1077,2083,1046,1283,1168,1521,927,773
"ACCFDFCE_00819",530,115,1049,150,206,174,260,119,400
"ACCFDFCE_00820",1466,1033,2266,1006,965,1111,1142,577,944
"ACCFDFCE_00821",768,502,1104,506,481,590,564,284,436
"ACCFDFCE_00822",2594,1874,4403,1725,2238,2255,2364,1363,1745
"ACCFDFCE_00823",6138,4370,9123,4053,4509,4978,5373,2995,3655
"ACCFDFCE_00824",2657,2097,4164,1950,2300,2243,2767,1849,1548
"ACCFDFCE_00825",2144,1722,3130,1647,1799,2072,2166,1392,1244
"ACCFDFCE_00826",16980,14024,26699,12844,16639,16149,19129,11331,10167
"ACCFDFCE_00827",715,413,975,623,658,680,832,359,375
"ACCFDFCE_00828",6453,2511,9881,2600,4306,4472,6111,2188,2966
"ACCFDFCE_00829",11359,8540,17368,8483,11049,9330,12036,4430,6468
"ACCFDFCE_00830",1244,6574,2089,1053,2355,2036,2870,1047,703
"ACCFDFCE_00831",61655,41627,84149,54733,59267,58453,67165,62040,32671
"ACCFDFCE_00832",104577,57199,145065,79695,82786,84770,97339,81483,57185
"ACCFDFCE_00834",1435,1814,1343,1074,1367,1173,1631,2116,560
"ACCFDFCE_00835",131,990,155,218,193,161,156,199,69
"ACCFDFCE_00836",63,704,73,164,115,117,139,124,50
"ACCFDFCE_00837",16748,24214,25728,17787,16804,16671,19622,16969,9678
"ACCFDFCE_00838",763,781,998,703,673,640,738,627,388
"ACCFDFCE_00839",824,813,1214,805,678,711,782,633,417
"ACCFDFCE_00840",1293,1060,1592,873,813,914,1078,731,636
"ACCFDFCE_00841",9009,8927,15206,7288,10079,10105,11232,5450,5763
"ACCFDFCE_00842",12784,13199,23129,9879,12383,12913,14457,7432,9031
"ACCFDFCE_00843",22461,19330,37106,15372,23468,24313,26801,13738,14205
"ACCFDFCE_00844",375,263,416,326,366,380,400,320,167
"ACCFDFCE_00845",6355,7098,8146,4339,5497,5364,6507,5390,3021
"ACCFDFCE_00846",2084,1605,2927,1006,1792,1565,2150,1139,992
"ACCFDFCE_00847",4327,3833,5527,2707,3055,3480,4041,3308,2104
"ACCFDFCE_00848",346,526,531,231,532,535,708,412,215
"ACCFDFCE_00849",2286,2135,4139,2277,2249,2152,2618,1416,1500
"ACCFDFCE_00850",60,114,65,34,87,81,139,53,29
"ACCFDFCE_00851",10,19,24,10,16,14,15,7,10
"ACCFDFCE_00852",20,23,25,22,30,21,42,19,13
"ACCFDFCE_00853",49,44,58,37,59,54,75,26,36
"ACCFDFCE_00854",44,56,37,58,30,39,25,31,12
"ACCFDFCE_00855",1435,5926,2215,1187,5258,4852,6358,6498,741
"ACCFDFCE_00856",814,310,871,492,377,408,641,288,350
"ACCFDFCE_00857",483,1396,576,392,693,719,887,893,246
"ACCFDFCE_00858",3133,4762,3956,2268,2773,2947,3426,2641,1555
"ACCFDFCE_00859",163,25,145,65,82,93,109,48,68
"ACCFDFCE_00860",2422,1015,2644,3113,1761,2040,2158,1679,1006
"ACCFDFCE_00861",3259,1758,3850,5292,2871,3120,3180,3657,1564
"ACCFDFCE_00862",3275,1953,3843,5336,3039,3040,3224,3991,1477
"ACCFDFCE_00863",3207,2012,4228,5263,3200,3201,3437,4030,1483
"ACCFDFCE_00864",7245,3887,9568,10990,7147,6996,8020,8344,3493
"ACCFDFCE_00865",54,33,94,87,50,71,72,36,22
"ACCFDFCE_00866",13,12,32,18,32,18,22,15,14
"ACCFDFCE_00867",22,20,32,26,25,27,24,16,11
"ACCFDFCE_00868",64,31,69,35,52,49,66,21,32
"ACCFDFCE_00869",148,73,216,80,101,91,117,68,79
"ACCFDFCE_00870",3872,3462,4585,4128,4137,3772,5008,2621,1564
"ACCFDFCE_00871",78311,31199,126828,62513,65907,63354,80593,43135,45133
"ACCFDFCE_00872",7850,9528,13400,4323,5844,5675,7005,5170,4907
"ACCFDFCE_00873",25,43,70,27,19,35,31,25,16
"ACCFDFCE_00874",10409,22080,11933,14613,13026,12108,14296,16623,4532
"ACCFDFCE_00876",7492,6706,16082,2984,6983,5922,8743,3345,4567
"ACCFDFCE_00877",3078,2467,5933,1347,3222,2963,3933,1575,1771
"ACCFDFCE_00878",1043,702,1686,568,842,862,1110,506,603
"ACCFDFCE_00879",765,600,1172,428,864,749,1050,329,397
"ACCFDFCE_00880",1639,1560,2247,1058,1666,1523,2027,1074,744
"ACCFDFCE_00881",2809,2824,3880,2024,2540,2648,2976,1911,1588
"ACCFDFCE_00882",909,1319,1446,847,1015,976,1102,745,529
"ACCFDFCE_00883",1847,1954,3102,1599,1973,2080,2254,1229,1185
"ACCFDFCE_00884",2852,3088,4762,2380,2425,2565,2919,1772,1805
"ACCFDFCE_00885",9310,6778,11783,6244,5842,6229,7477,4633,4600
"ACCFDFCE_00886",6249,2750,8449,3907,5219,5345,6505,2417,3390
"ACCFDFCE_00887",553,619,633,536,341,358,427,495,256
"ACCFDFCE_00888",639,303,857,334,479,527,636,273,276
"ACCFDFCE_00889",20872,8948,25393,19800,20603,22260,27557,19844,10238
"ACCFDFCE_00890",2134,1606,3319,1036,2379,2750,2851,1263,1281
"ACCFDFCE_00891",3979,2826,6106,1898,5204,5182,6194,2043,2295
"ACCFDFCE_00892",1430,1994,1508,1393,1200,1230,1504,1242,622
"ACCFDFCE_00893",67,140,95,106,55,67,106,115,31
"ACCFDFCE_00894",1566,2396,1882,1793,1245,1376,1487,1704,703
"ACCFDFCE_00896",330,561,353,437,277,309,392,543,156
"ACCFDFCE_00897",1315,1208,1507,1279,1294,1278,1626,1186,533
"ACCFDFCE_00898",2029,1921,2433,1869,1454,1727,1784,1539,958
"ACCFDFCE_00899",1901,1284,2867,1195,1830,1846,2291,966,1099
"ACCFDFCE_00902",760,166,975,468,932,700,1126,1734,345
"ACCFDFCE_00903",6803,7239,9072,8094,7221,5117,7688,8646,3523
"ACCFDFCE_00904",1132,2851,1531,833,1069,980,1291,922,528
"ACCFDFCE_00905",185,184,224,118,125,98,147,171,73
"ACCFDFCE_00906",1172,934,1213,709,511,585,755,681,508
"ACCFDFCE_00908",86,53,114,68,57,69,102,29,55
"ACCFDFCE_00909",16,10,16,9,12,10,11,10,3
"ACCFDFCE_00910",27,12,44,19,23,29,30,12,20
"ACCFDFCE_00911",12,0,15,45,6,4,3,1,6
"ACCFDFCE_00912",346,346,582,280,361,386,578,274,214
"ACCFDFCE_00913",6967,6941,8832,6757,5668,5592,7256,4308,3336
"ACCFDFCE_00914",42,24,41,29,38,57,97,64,15
"ACCFDFCE_00915",970,310,1080,2062,504,448,704,1543,362
"ACCFDFCE_00916",418,214,626,154,247,211,310,76,209
"ACCFDFCE_00917",271,97,410,94,150,164,235,51,146
"ACCFDFCE_00918",1960,1268,2676,656,1716,1578,2221,553,970
"ACCFDFCE_00919",841,513,1079,497,561,593,675,429,450
"ACCFDFCE_00920",2604,2845,3854,1088,2077,1839,2316,864,1452
"ACCFDFCE_00921",5090,6331,7833,2836,3660,3685,4178,2457,3034
"ACCFDFCE_00922",2574,2966,4073,1365,1724,1785,1892,1114,1693
"ACCFDFCE_00923",8387,6157,10093,5410,4492,5402,6012,4121,4163
"ACCFDFCE_00924",427,16839,3428,4350,64583,41822,64009,26756,1358
"ACCFDFCE_00925",890,38523,7309,10446,147878,109973,141331,57649,3051
"ACCFDFCE_00926",615,29584,5200,7525,105040,83330,109997,42459,2220
"ACCFDFCE_00927",2358,1944,3221,2610,2945,2809,3263,2747,1173
"ACCFDFCE_00928",157,221,235,143,159,143,211,246,77
"ACCFDFCE_00929",4773,543,6923,7817,1515,1500,1957,981,2485
"ACCFDFCE_00930",15655,33544,15026,18414,12791,12079,14497,26382,6531
"ACCFDFCE_00931",137,200,125,150,155,166,180,150,43
"ACCFDFCE_00932",879,1358,1115,702,724,771,857,1011,445
"ACCFDFCE_00933",1968,2568,2591,1388,1720,1634,2117,1937,919
"ACCFDFCE_00934",712,478,768,371,476,404,673,349,272
"ACCFDFCE_00935",11542,18229,15067,8874,5971,7053,7367,5591,6583
"ACCFDFCE_00936",32875,51630,44458,25522,18482,21608,22146,16975,18524
"ACCFDFCE_00937",123869,199947,170082,98538,77503,87669,91302,69251,70114
"ACCFDFCE_00938",77828,128995,107991,63045,54445,54602,61080,45199,43988
"ACCFDFCE_00939",4718,4346,6383,4955,6263,5708,7668,3751,2215
"ACCFDFCE_00941",32283,15392,53179,27036,28861,26130,30046,26397,19722
"ACCFDFCE_00942",330,141,411,228,261,268,313,161,153
"ACCFDFCE_00943",1183,591,1843,780,1070,961,1237,717,653
"ACCFDFCE_00944",381,192,595,269,399,376,412,271,201
"ACCFDFCE_00945",211,124,352,193,208,189,268,159,126
"ACCFDFCE_00946",725,421,1182,649,742,726,883,601,438
"ACCFDFCE_00947",1965,946,2961,1662,1652,1730,1912,1462,1252
"ACCFDFCE_00948",1342,727,2068,1099,1126,1074,1272,949,849
"ACCFDFCE_00949",989,491,1455,728,705,811,899,688,576
"ACCFDFCE_00950",586,263,888,361,430,419,544,354,301
"ACCFDFCE_00951",2122,1032,3521,1432,1676,1525,2011,1251,1303
"ACCFDFCE_00952",1412,620,2189,917,885,902,1098,709,830
"ACCFDFCE_00953",2492,848,3601,2099,1170,1201,1442,704,1461
"ACCFDFCE_00954",6482,2217,8503,6179,3491,3686,3971,2278,3429
"ACCFDFCE_00955",2575,999,3371,2694,1532,1732,1911,1050,1230
"ACCFDFCE_00957",67,22,52,11,22,13,38,8,12
"ACCFDFCE_00958",7045,2451,9641,3160,5149,5338,6307,2490,3688
"ACCFDFCE_00960",2448,1741,3797,2058,3185,2885,3371,1288,1441
"ACCFDFCE_00961",1060,693,1619,925,1032,1255,1255,482,688
"ACCFDFCE_00962",7783,8846,12346,8365,8575,9339,10192,3355,4747
"ACCFDFCE_00963",58415,62880,97204,62050,58407,63901,68142,24973,37796
"ACCFDFCE_00964",113,50,154,60,49,76,88,51,49
"ACCFDFCE_00965",54,48,86,37,52,46,66,32,31
"ACCFDFCE_00966",57,41,93,30,40,38,42,27,35
"ACCFDFCE_00967",1276,684,1669,887,1128,1175,1446,528,533
"ACCFDFCE_00969",20915,13652,25959,12976,14848,15489,18518,11920,10465
"ACCFDFCE_00970",3829,2359,5072,1942,4365,3095,4878,1898,1712
"ACCFDFCE_00971",638,556,688,295,341,346,381,278,271
"ACCFDFCE_00972",2628,1135,4129,779,1075,809,1557,710,1183
"ACCFDFCE_00973",93996,31666,139891,59837,30200,28581,34109,17297,55386
"ACCFDFCE_00974",77658,28835,118639,51772,22908,25354,27260,16202,48456
"ACCFDFCE_00975",105025,41546,157803,70330,34504,34787,38747,24365,63824
"ACCFDFCE_00976",89859,35914,125840,60104,28010,33580,32786,19558,55480
"ACCFDFCE_00977",441,364,618,400,290,210,325,303,221
"ACCFDFCE_00978",60,63,77,57,58,57,85,83,19
"ACCFDFCE_00979",107,106,82,103,90,80,125,115,44
"ACCFDFCE_00980",52,69,65,65,46,50,64,80,29
"ACCFDFCE_00981",85,109,107,59,56,65,73,102,40
"ACCFDFCE_00982",150,180,204,112,131,133,130,151,78
"ACCFDFCE_00983",4335,6982,6887,3548,5106,4855,5865,5971,2804
"ACCFDFCE_00984",2028,1437,2928,1087,2055,1784,2677,1020,1043
"ACCFDFCE_00985",964,1015,1407,637,964,1043,1127,632,544
"ACCFDFCE_00986",1278,1662,1937,1010,1637,1592,1826,973,699
"ACCFDFCE_00987",4798,5317,6288,2429,4696,3863,5851,2152,2088
"ACCFDFCE_00988",8447,6408,13977,5865,7025,6753,8028,4712,5066
"ACCFDFCE_00989",1204,339,1770,828,768,947,1203,440,645
"ACCFDFCE_00990",3214,1800,5081,2394,2726,2962,3214,1910,2019
"ACCFDFCE_00991",4604,1412,7414,2208,3775,3591,4727,1270,2412
"ACCFDFCE_00992",9539,1785,14249,4131,4970,5753,7256,2251,4796
"ACCFDFCE_00993",1578,876,1887,1002,1033,1194,1317,1011,794
"ACCFDFCE_00994",9757,8290,13352,7852,9076,9364,10100,9081,5344
"ACCFDFCE_00995",1208,751,1273,544,507,602,602,675,518
"ACCFDFCE_00996",3055,2005,3087,2269,2105,2086,2617,2493,1280
"ACCFDFCE_00997",1349,1037,1209,1113,753,993,1037,1214,525
"ACCFDFCE_00998",7006,4254,11210,3572,5245,5106,6188,2798,4218
"ACCFDFCE_00999",2087,1312,3021,1043,1310,1315,1622,936,1184
"ACCFDFCE_01000",774,740,864,497,600,529,698,758,366
"ACCFDFCE_01001",240,127,332,126,237,172,320,85,127
"ACCFDFCE_01002",122,62,129,45,113,88,99,53,41
"ACCFDFCE_01003",1042,593,1446,557,819,903,933,437,483
"ACCFDFCE_01004",980,461,1202,525,693,731,878,387,445
"ACCFDFCE_01005",484,214,653,163,395,314,553,183,223
"ACCFDFCE_01006",2821,2805,3839,1565,2122,1888,2539,1662,1419
"ACCFDFCE_01007",2141,1956,2592,1319,1406,1169,2192,1088,756
"ACCFDFCE_01008",104,37,208,202,88,58,92,36,66
"ACCFDFCE_01009",4619,4741,5448,7402,3895,3358,5707,4098,1604
"ACCFDFCE_01010",652,447,1939,678,1948,1508,2318,245,459
"ACCFDFCE_01011",456,538,1209,932,1673,1431,1984,356,319
"ACCFDFCE_01012",322,463,900,801,1188,1175,1313,355,264
"ACCFDFCE_01013",345,297,807,539,826,1028,1028,287,214
"ACCFDFCE_01014",338,294,907,456,920,979,1178,274,256
"ACCFDFCE_01015",207,177,533,276,471,415,595,134,122
"ACCFDFCE_01016",1330,648,1770,837,1088,1231,1362,543,588
"ACCFDFCE_01017",1235,1508,1516,1607,1342,1394,1553,1039,525
"ACCFDFCE_01018",4370,5404,5901,6070,4758,4971,5443,4340,2350
"ACCFDFCE_01019",237,166,277,111,201,202,220,151,98
"ACCFDFCE_01020",1061,280,1512,415,715,623,969,279,556
"ACCFDFCE_01021",1018,267,1388,347,541,532,774,233,509
"ACCFDFCE_01022",961,897,1185,583,667,696,793,607,472
"ACCFDFCE_01023",1804,2013,2332,1198,1164,1112,1363,1282,931
"ACCFDFCE_01024",11280,12876,15939,8039,13284,13429,13788,6232,6233
"ACCFDFCE_01025",1624,2935,2498,1412,1653,1616,1957,1229,892
"ACCFDFCE_01026",34126,10488,48104,17987,21024,23519,28482,11722,17855
"ACCFDFCE_01027",136005,45848,201252,94357,97412,99537,114471,66105,79240
"ACCFDFCE_01028",63926,20289,94188,44482,42016,48112,48900,30168,40145
"ACCFDFCE_01029",12466,6872,18184,8417,11774,11749,13238,6929,7326
"ACCFDFCE_01030",6021,4127,8641,4173,5155,5313,6377,3364,3573
"ACCFDFCE_01031",7046,4820,10642,4241,6010,5883,7357,3600,4165
"ACCFDFCE_01032",785,225,916,642,841,806,1198,373,315
"ACCFDFCE_01033",91,121,125,68,102,117,131,200,53
"ACCFDFCE_01034",1299,603,2323,701,1551,1484,2167,491,752
"ACCFDFCE_01035",200,64,200,136,499,472,749,560,84
"ACCFDFCE_01036",143,73,183,135,458,356,540,526,79
"ACCFDFCE_01039",677,196,812,286,452,441,571,222,358
"ACCFDFCE_01040",1597,1059,2086,1202,1527,1590,1879,913,820
"ACCFDFCE_01041",1988,4697,2238,4368,11433,9861,15428,14311,1050
"ACCFDFCE_01042",9,1,5,1,2,2,1,1,8
"ACCFDFCE_01043",1229,268,1389,868,287,314,522,246,550
"ACCFDFCE_01045",31,13,29,32,26,13,20,28,15
"ACCFDFCE_01046",9,8,21,10,10,5,12,9,9
"ACCFDFCE_01047",28,8,30,11,7,6,13,8,11
"ACCFDFCE_01048",343,913,504,253,337,262,300,219,219
"ACCFDFCE_01049",495,1198,594,405,492,309,370,300,255
"ACCFDFCE_01050",307,705,429,286,248,239,266,206,168
"ACCFDFCE_01051",2933,1688,3412,2385,1738,1792,2181,1449,1373
"ACCFDFCE_01052",42,42,47,46,60,57,43,79,12
"ACCFDFCE_01053",438,599,439,466,264,254,342,288,148
"ACCFDFCE_01055",2387,378,2599,1028,381,348,920,2150,710
"ACCFDFCE_01056",776,160,1482,405,312,224,418,972,512
"ACCFDFCE_01057",1261,1284,1997,1184,1464,1344,1681,755,736
"ACCFDFCE_01058",13098,4043,21198,9773,13055,11715,14720,11583,7920
"ACCFDFCE_01059",154,159,174,105,125,72,156,81,57
"ACCFDFCE_01060",1245,1648,1747,789,1019,894,1250,576,659
"ACCFDFCE_01061",17453,7319,30504,11262,17234,16694,19930,10483,9888
"ACCFDFCE_01062",30377,12426,56131,17872,29485,25862,35412,20132,16906
"ACCFDFCE_01063",10952,4450,18960,5466,9380,8040,12042,5644,5620
"ACCFDFCE_01064",10797,5947,15293,8311,10082,10746,11983,6915,5642
"ACCFDFCE_01065",1796,1274,2208,1451,1570,1842,2007,883,985
"ACCFDFCE_01066",4093,3753,6149,3892,4268,4362,5203,3463,2446
"ACCFDFCE_01067",6238,6059,9242,5433,6637,6480,7396,5359,3615
"ACCFDFCE_01068",18131,17182,22296,15036,14260,13812,17443,18138,8847
"ACCFDFCE_01069",26316,25300,32396,22309,19427,20933,23646,23131,12960
"ACCFDFCE_01070",4059,5736,6956,3584,4625,4297,5132,3043,2598
"ACCFDFCE_01071",5360,6809,8386,4361,5684,5570,7007,4095,3049
"ACCFDFCE_01072",6184,7007,9547,4631,6512,6189,7781,4498,3543
"ACCFDFCE_01073",2024,2097,3150,1436,1762,1990,2333,1178,1277
"ACCFDFCE_01074",706,643,917,452,591,502,887,490,262
"ACCFDFCE_01075",4633,1978,8112,1911,3510,3191,4811,1584,2200
"ACCFDFCE_01076",7073,6762,10284,8582,8047,8438,9148,5451,3965
"ACCFDFCE_01077",1045,577,1690,352,828,797,1079,285,574
"ACCFDFCE_01078",1,0,1,0,1,0,0,1,0
"ACCFDFCE_01080",315,163,428,195,237,193,267,188,141
"ACCFDFCE_01081",1259,797,1712,880,774,922,1070,607,791
"ACCFDFCE_01082",1855,545,2021,751,984,1041,1391,529,768
"ACCFDFCE_01083",701,150,671,326,369,345,448,439,285
"ACCFDFCE_01084",636,210,578,392,319,263,315,559,237
"ACCFDFCE_01085",1040,291,969,532,523,438,622,932,410
"ACCFDFCE_01086",699,204,753,371,362,301,382,593,324
"ACCFDFCE_01087",2221,926,2276,1367,1096,1071,1349,1915,954
"ACCFDFCE_01088",411,194,413,265,180,196,262,350,200
"ACCFDFCE_01089",260,84,257,127,101,123,103,150,108
"ACCFDFCE_01090",380,119,351,146,192,128,254,258,99
"ACCFDFCE_01091",2580,1232,3855,1417,2453,2451,2867,1518,1404
"ACCFDFCE_01092",1547,1418,2249,796,1083,1015,1371,794,744
"ACCFDFCE_01093",6479,4084,9343,4048,8469,7054,9691,3566,2993
"ACCFDFCE_01094",2850,2132,3386,2008,2679,2770,3381,1285,1365
"ACCFDFCE_01095",3020,2275,4330,1866,2619,2481,3128,1318,1604
"ACCFDFCE_01096",6795,6868,10785,5547,6458,6488,7500,3981,4324
"ACCFDFCE_01097",15848,31759,21710,15275,47433,41023,51172,25412,8821
"ACCFDFCE_01098",1219,913,2154,899,902,962,1215,733,725
"ACCFDFCE_01099",434,194,593,224,249,235,367,157,243
"ACCFDFCE_01100",1356,731,1701,971,928,917,1234,767,648
"ACCFDFCE_01101",2138,1317,3025,1619,1572,1530,1833,1259,1095
"ACCFDFCE_01102",2421,1657,3278,2014,1997,1964,2228,1606,1331
"ACCFDFCE_01103",1112,755,1576,866,826,739,1002,782,611
"ACCFDFCE_01104",3788,2504,5173,2448,2394,2501,2885,2070,2021
"ACCFDFCE_01105",2700,1291,3808,1408,1855,1968,2388,1063,1404
"ACCFDFCE_01106",1576,711,2183,892,941,1130,1260,624,853
"ACCFDFCE_01107",2444,1262,3364,1358,1546,1616,1973,1102,1272
"ACCFDFCE_01108",44352,29773,66944,43075,34198,36627,44784,40215,26626
"ACCFDFCE_01109",1456,834,1898,781,1198,956,1379,961,677
"ACCFDFCE_01110",5676,3159,7249,2813,3539,3710,4323,3153,2955
"ACCFDFCE_01111",3843,5560,6162,3522,4377,4573,5074,2468,2681
"ACCFDFCE_01112",1071,1390,1927,913,1143,1215,1299,803,710
"ACCFDFCE_01113",2003,2508,3388,1554,1910,2039,2262,1293,1239
"ACCFDFCE_01114",1916,2424,3297,1619,1829,1946,1981,1396,1276
"ACCFDFCE_01115",2205,2382,3302,1728,1781,1866,2051,1366,1251
"ACCFDFCE_01116",2226,1421,2331,1762,1450,1818,2078,1740,957
"ACCFDFCE_01117",644,473,1053,319,690,628,1055,282,304
"ACCFDFCE_01118",4267,5624,7818,3679,5735,5614,6870,3253,2869
"ACCFDFCE_01119",1645,2039,2516,1250,1587,1648,1920,1323,1002
"ACCFDFCE_01120",347,361,518,277,307,290,424,289,202
"ACCFDFCE_01121",3855,4560,5904,2903,3458,3289,3936,3523,2220
"ACCFDFCE_01122",1000,759,1009,505,434,441,770,325,381
"ACCFDFCE_01123",420,243,592,309,360,315,397,195,186
"ACCFDFCE_01124",789,482,1029,559,556,577,710,403,434
"ACCFDFCE_01126",2006,947,1894,897,577,795,841,1005,830
"ACCFDFCE_01127",2477,1671,3941,1048,2253,2060,2685,1552,1683
"ACCFDFCE_01128",1118,792,1529,810,909,839,1034,543,565
"ACCFDFCE_01129",1024,761,1353,750,805,704,829,669,543
"ACCFDFCE_01130",31212,17873,35158,25836,25950,24028,31146,33615,13302
"ACCFDFCE_01131",46582,29890,56459,42647,38545,39375,44876,62289,22687
"ACCFDFCE_01132",903,356,1659,7819,378,357,507,363,537
"ACCFDFCE_01133",1014,330,1829,6752,315,369,442,309,599
"ACCFDFCE_01134",157,147,230,258,144,171,188,151,94
"ACCFDFCE_01135",1660,2071,2075,1968,1345,1417,1628,1822,796
"ACCFDFCE_01136",1208,1756,1703,1362,1036,1016,1178,1378,648
"ACCFDFCE_01137",4667,3114,7176,2580,4046,3932,4943,3408,2870
"ACCFDFCE_01138",2641,1890,3881,1386,2063,2158,2658,1882,1586
"ACCFDFCE_01139",9465,7266,14661,5240,8002,7582,9391,6741,6019
"ACCFDFCE_01140",7899,5791,11029,4596,6381,6263,7699,6238,4534
"ACCFDFCE_01141",2908,2011,3221,1989,1731,1710,2387,2155,1205
"ACCFDFCE_01142",19425,18635,27266,16452,18234,18576,21839,14010,10209
"ACCFDFCE_01143",6235,7479,8617,5893,7363,7128,8150,5318,3079
"ACCFDFCE_01144",6717,8582,9393,7094,7529,6967,8468,6721,3519
"ACCFDFCE_01145",1965,862,2061,1233,1302,1282,1700,997,861
"ACCFDFCE_01146",1500,591,1479,784,814,890,1054,596,650
"ACCFDFCE_01147",1144,1283,1191,899,765,841,958,850,466
"ACCFDFCE_01148",2360,3228,2700,2281,1557,1755,1884,2327,1079
"ACCFDFCE_01149",6843,8135,10205,6942,5041,5511,6007,5680,4073
"ACCFDFCE_01150",1692,2170,2766,1385,1795,1682,2161,1604,927
"ACCFDFCE_01151",3837,4897,5868,3502,3346,3678,4132,3335,2292
"ACCFDFCE_01152",1016,1431,1570,1103,1010,950,1106,1192,603
"ACCFDFCE_01153",990,1532,1531,1057,1154,1049,1262,1251,585
"ACCFDFCE_01154",8813,13514,13678,9600,8064,8745,9803,10597,5496
"ACCFDFCE_01155",890,923,1140,669,685,786,971,620,419
"ACCFDFCE_01156",461,318,725,253,473,375,578,248,236
"ACCFDFCE_01157",1961,1258,2811,884,1436,1408,1884,809,993
"ACCFDFCE_01158",5151,3552,5945,2853,2554,2656,3300,3426,2351
"ACCFDFCE_01160",11575,12396,13292,14556,10687,11717,13037,11552,5242
"ACCFDFCE_01161",13781,9504,18369,8771,12032,11659,14674,7255,7134
"ACCFDFCE_01162",3544,4318,4303,3151,3138,3338,3693,3460,1724
"ACCFDFCE_01163",673,733,753,459,575,582,754,498,297
"ACCFDFCE_01164",801,1159,763,587,898,867,1175,790,293
"ACCFDFCE_01165",708,1425,637,868,640,672,719,1300,276
"ACCFDFCE_01166",582,1075,634,576,457,514,545,830,266
"ACCFDFCE_01167",4401,3490,6624,3668,4635,4178,5026,3496,2438
"ACCFDFCE_01168",2531,1849,3699,1916,2308,2310,2693,1569,1357
"ACCFDFCE_01169",4345,3009,6801,3335,4029,4043,4606,2436,2722
"ACCFDFCE_01170",1877,1565,2464,1197,1328,1442,1556,1196,972
"ACCFDFCE_01171",9475,5954,13287,6934,8626,8863,10115,5093,5083
"ACCFDFCE_01172",41376,21769,50789,20805,22941,20418,28699,20818,19205
"ACCFDFCE_01174",1446,541,2663,299,1269,1148,1989,719,656
"ACCFDFCE_01175",969,459,962,588,568,540,915,441,294
