"gene_id","HG001.rep1","HG001.rep2","HG001.rep3","UTI.89.mixed.with.HG001.rep1","UTI.89.mixed.with.HG001.rep2","UTI.89.mixed.with.HG001.rep3"
"SAOUHSC_01243",230,252,255,30,34,79
"SAOUHSC_01244",22,24,22,4,6,9
"SAOUHSC_01245",28,39,41,0,5,13
"SAOUHSC_01246",517,607,576,74,102,198
"SAOUHSC_01247",115,160,201,11,21,35
"SAOUHSC_01248",69,87,75,11,13,22
"SAOUHSC_01249",185,208,233,22,53,79
"SAOUHSC_01250",1337,1322,1517,115,124,505
"SAOUHSC_01251",670,710,646,49,75,219
"SAOUHSC_01252",555,533,556,72,138,200
"SAOUHSC_01253",335,390,404,45,97,132
"SAOUHSC_01254",77,77,99,7,19,27
"SAOUHSC_01255",107,120,108,10,45,61
"SAOUHSC_01256",92,117,117,8,28,37
"SAOUHSC_01257",45,67,64,4,9,24
"SAOUHSC_01258",104,135,140,12,27,48
"SAOUHSC_01259",63,67,61,4,9,23
"SAOUHSC_01260",67,85,80,9,12,34
"SAOUHSC_01261",51,84,77,5,13,34
"SAOUHSC_01262",263,280,262,287,260,704
"SAOUHSC_01263",857,1117,1156,59,96,381
"SAOUHSC_01264",256,272,247,11,31,74
"SAOUHSC_01265",66,90,98,8,10,30
"SAOUHSC_01266",85,91,77,7,12,45
"SAOUHSC_01267",51,39,49,9,5,32
"SAOUHSC_01268",11,16,6,0,0,3
"SAOUHSC_01269",227,268,241,12,36,63
"SAOUHSC_01270",50,79,71,1,4,6
"SAOUHSC_01271",50,65,59,5,6,13
"SAOUHSC_01272",89,99,120,7,25,32
"SAOUHSC_01273",71,94,107,6,10,42
"SAOUHSC_01274",22,27,30,2,3,5
"SAOUHSC_01275",109,108,89,14,10,190
"SAOUHSC_01276",84,65,72,5,6,99
"SAOUHSC_01278",899,1011,998,58,170,471
"SAOUHSC_01279",33,38,34,5,1,23
"SAOUHSC_01280",53,48,54,3,4,28
"SAOUHSC_01281",24,34,28,4,3,12
"SAOUHSC_01282",61,67,94,15,8,43
"SAOUHSC_01283",84,79,77,6,9,42
"SAOUHSC_01284",90,97,105,7,13,36
"SAOUHSC_01285",121,136,144,4,81,29
"SAOUHSC_01287",541,666,682,40,302,186
"SAOUHSC_01288",2,1,4,2,0,1
"SAOUHSC_01289",0,0,1,0,0,1
"SAOUHSC_01290",3,1,2,0,0,3
"SAOUHSC_01291",3,0,1,0,0,1
"SAOUHSC_01292",1,0,3,0,0,0
"SAOUHSC_01293",0,0,0,0,0,0
"SAOUHSC_01294",0,0,0,0,0,0
"SAOUHSC_01295",0,0,2,0,0,1
"SAOUHSC_01296",1,0,1,0,0,0
"SAOUHSC_01297",7,4,5,1,0,3
"SAOUHSC_01298",0,1,0,0,0,0
"SAOUHSC_01299",0,0,0,0,0,0
"SAOUHSC_01300",0,0,0,0,0,1
"SAOUHSC_01301",8,10,9,0,1,0
"SAOUHSC_01303",23,20,24,2,6,11
"SAOUHSC_01304",5,4,7,2,0,4
"SAOUHSC_01305",8,9,10,2,3,4
"SAOUHSC_01306",4,2,6,0,0,2
"SAOUHSC_01307",23,13,13,0,1,3
"SAOUHSC_01310",154,218,173,13,15,102
"SAOUHSC_01311",2,2,1,1,6,5
"SAOUHSC_01312",3,2,4,0,0,1
"SAOUHSC_01313",13,23,23,1,0,9
"SAOUHSC_01314",11,16,17,0,2,4
"SAOUHSC_01315",20,19,20,2,5,6
"SAOUHSC_01316",20,28,22,1,2,12
"SAOUHSC_01317",83,72,92,11,11,32
"SAOUHSC_01318",42,40,46,2,0,31
"SAOUHSC_01319",3,13,7,1,1,5
"SAOUHSC_01320",24,14,10,0,7,2
"SAOUHSC_01321",16,19,14,1,8,3
"SAOUHSC_01322",14,17,24,4,4,5
"SAOUHSC_01323",335,328,349,50,57,103
"SAOUHSC_01324",46,50,43,2,2,17
"SAOUHSC_01325",0,0,0,0,0,0
"SAOUHSC_01326",228,290,263,18,12,64
"SAOUHSC_01327",719,878,906,34,73,69
"SAOUHSC_01328",292,372,373,23,40,85
"SAOUHSC_01329",16,33,23,1,4,11
"SAOUHSC_01330",19,26,27,4,2,10
"SAOUHSC_01331",1,0,0,0,0,0
"SAOUHSC_01332",45,49,46,5,9,23
"SAOUHSC_01333",171,194,191,178,168,347
"SAOUHSC_01334",1,3,7,56,47,46
"SAOUHSC_01336",66,57,78,19,24,53
"SAOUHSC_01337",1690,2012,1976,366,411,847
"SAOUHSC_01338",216,193,176,21,10,75
"SAOUHSC_01339",0,0,1,0,0,0
"SAOUHSC_01340",131,127,119,8,17,43
"SAOUHSC_01341",27,29,37,14,9,37
"SAOUHSC_01343",99,110,94,37,42,107
"SAOUHSC_01346",781,986,845,35,105,174
"SAOUHSC_01347",984,1074,1112,99,120,272
"SAOUHSC_01348",119,133,135,10,20,44
"SAOUHSC_01349",52,73,69,6,12,22
"SAOUHSC_01350",112,121,104,9,20,35
"SAOUHSC_01351",305,323,285,36,65,191
"SAOUHSC_01352",449,455,508,51,103,280
"SAOUHSC_01353",17,15,18,3,0,6
"SAOUHSC_01354",265,311,295,28,37,72
"SAOUHSC_01356",34,36,32,3,6,20
"SAOUHSC_01357",0,0,0,0,0,0
"SAOUHSC_01358",198,230,270,14,26,54
"SAOUHSC_01359",210,236,205,24,80,140
"SAOUHSC_01360",39,23,32,0,5,13
"SAOUHSC_01361",96,109,110,7,13,27
"SAOUHSC_01362",62,58,44,8,6,25
"SAOUHSC_01363",4,7,7,149,35,120
"SAOUHSC_01364",29,29,26,89,47,97
"SAOUHSC_01365",60,57,70,102,41,97
"SAOUHSC_01366",4,6,7,0,1,2
"SAOUHSC_01367",1,1,3,0,1,0
"SAOUHSC_01368",3,2,4,1,1,0
"SAOUHSC_01369",0,0,0,0,0,0
"SAOUHSC_01370",0,0,0,0,0,0
"SAOUHSC_01371",1,2,2,0,0,0
"SAOUHSC_01372",7,4,3,0,0,3
"SAOUHSC_01373",363,502,559,27,74,158
"SAOUHSC_01374",427,498,517,22,77,145
"SAOUHSC_01375",53,52,51,1,5,25
"SAOUHSC_01376",35,50,44,3,4,19
"SAOUHSC_01377",17,21,21,1,0,11
"SAOUHSC_01378",10,9,13,1,5,8
"SAOUHSC_01379",11,16,8,0,1,1
"SAOUHSC_01380",9,14,12,0,0,5
"SAOUHSC_01381",0,0,0,0,0,0
"SAOUHSC_01382",14,7,7,1,1,2
"SAOUHSC_01383",131,122,148,3,25,81
"SAOUHSC_01384",14,14,11,0,0,1
"SAOUHSC_01385",10,9,14,2,3,3
"SAOUHSC_01386",5,8,5,0,1,1
"SAOUHSC_01387",4,7,6,0,0,1
"SAOUHSC_01388",0,0,0,0,0,0
"SAOUHSC_01389",13,9,17,0,2,2
"SAOUHSC_01391",329,342,364,34,34,126
"SAOUHSC_01392",522,594,604,33,43,164
"SAOUHSC_01394",29,32,24,1,3,4
"SAOUHSC_01395",38,40,48,1,12,3
"SAOUHSC_01396",30,32,31,0,14,7
"SAOUHSC_01397",25,19,24,1,6,0
"SAOUHSC_01398",32,50,32,2,4,7
"SAOUHSC_01399",45,65,61,0,6,9
"SAOUHSC_01400",26,56,48,1,9,7
"SAOUHSC_01401",93,81,109,9,8,21
"SAOUHSC_01402",2,1,5,1,1,3
"SAOUHSC_01403",731,1048,1143,118,75,544
"SAOUHSC_01405",75,52,62,3,7,17
"SAOUHSC_01406",15,11,14,2,0,5
"SAOUHSC_01407",45,50,36,2,8,16
"SAOUHSC_01408",69,69,90,8,18,15
"SAOUHSC_01409",0,0,1,0,0,1
"SAOUHSC_01411",73,91,98,7,12,24
"SAOUHSC_01412",69,72,80,6,20,12
"SAOUHSC_01413",31,39,48,2,5,9
"SAOUHSC_01414",52,66,63,5,9,36
"SAOUHSC_01415",130,171,157,21,32,74
"SAOUHSC_01416",205,219,187,20,22,67
"SAOUHSC_01418",476,488,492,61,30,315
"SAOUHSC_01419",72,73,74,2,12,33
"SAOUHSC_01420",25,22,36,2,2,22
"SAOUHSC_01421",2,0,0,0,0,0
"SAOUHSC_01422",10,1,5,49,34,232
"SAOUHSC_01423",60,57,47,3,3,16
"SAOUHSC_01424",83,57,88,6,9,29
"SAOUHSC_01425",13,27,19,1,2,6
"SAOUHSC_01427",124,132,125,4,20,35
"SAOUHSC_01429",25,49,29,3,4,9
"SAOUHSC_01430",89,132,130,7,17,37
"SAOUHSC_01431",31,51,90,7,6,28
"SAOUHSC_01432",96,120,113,8,19,61
"SAOUHSC_01433",70,105,90,7,23,43
"SAOUHSC_01434",53,70,62,8,10,29
"SAOUHSC_01435",81,82,85,6,16,34
"SAOUHSC_01436",81,73,79,10,12,25
"SAOUHSC_01437",130,152,138,12,13,43
"SAOUHSC_01438",24,15,27,4,5,11
"SAOUHSC_01439",34,19,23,4,9,10
"SAOUHSC_01440",23,40,46,1,2,9
"SAOUHSC_01441",10,15,13,2,0,2
"SAOUHSC_01443",7,6,4,0,2,0
"SAOUHSC_01447",81,83,90,29,38,61
"SAOUHSC_01448",7,11,13,0,2,9
"SAOUHSC_01450",8,11,12,2,0,10
"SAOUHSC_01451",5,6,9,3,0,14
"SAOUHSC_01452",7,4,8,3,0,15
"SAOUHSC_01454",130,107,95,12,10,45
"SAOUHSC_01455",295,348,379,22,33,129
"SAOUHSC_01456",173,179,202,15,5,89
"SAOUHSC_01459",35,34,33,2,10,10
"SAOUHSC_01460",106,104,97,8,22,40
"SAOUHSC_01462",338,361,399,32,53,148
"SAOUHSC_01463",194,273,353,11,32,100
"SAOUHSC_01464",235,221,275,13,25,110
"SAOUHSC_01466",331,388,388,33,27,150
"SAOUHSC_01467",1289,1710,1644,140,165,486
"SAOUHSC_01468",10,10,16,2,3,10
"SAOUHSC_01469",17,16,19,1,2,5
"SAOUHSC_01470",27,31,20,2,1,8
"SAOUHSC_01471",243,309,356,29,13,137
"SAOUHSC_01472",286,342,383,23,48,115
"SAOUHSC_01473",103,103,111,5,15,39
"SAOUHSC_01474",94,118,116,4,20,40
"SAOUHSC_01475",126,142,178,7,24,51
"SAOUHSC_01476",56,55,57,6,12,19
"SAOUHSC_01477",1050,1333,1120,91,173,241
"SAOUHSC_01478",29,34,39,1,8,10
"SAOUHSC_01479",34,34,23,3,6,12
"SAOUHSC_01480",148,178,218,8,26,62
"SAOUHSC_01481",111,137,146,71,121,125
"SAOUHSC_01482",55,40,52,4,9,14
"SAOUHSC_01483",50,45,52,3,7,15
"SAOUHSC_01484",2,0,0,0,0,0
"SAOUHSC_01485",59,69,72,3,6,65
"SAOUHSC_01486",175,222,230,8,28,80
"SAOUHSC_01487",93,145,127,10,21,36
"SAOUHSC_01488",55,45,55,7,11,20
"SAOUHSC_01489",0,0,0,0,0,0
"SAOUHSC_01490",3445,3231,3489,261,257,1571
"SAOUHSC_01491",292,362,360,35,36,134
"SAOUHSC_01492",499,559,562,44,34,209
"SAOUHSC_01493",851,1011,923,46,114,205
"SAOUHSC_01494",0,0,0,0,0,0
"SAOUHSC_01495",0,1,0,0,0,0
"SAOUHSC_01496",94,111,98,4,9,25
"SAOUHSC_01497",50,69,63,5,6,20
"SAOUHSC_01499",79,65,73,10,10,40
"SAOUHSC_01500",2,1,0,0,0,0
"SAOUHSC_01501",502,613,659,58,52,238
"SAOUHSC_01502",43,60,49,7,3,29
"SAOUHSC_01503",45,67,67,5,2,19
"SAOUHSC_01504",32,34,31,4,7,20
"SAOUHSC_01505",65,88,87,7,10,44
"SAOUHSC_01507",2,4,2,1,0,0
"SAOUHSC_01508",6,8,2,1,1,1
"SAOUHSC_01510",0,0,0,0,0,0
"SAOUHSC_01511",3,0,2,0,1,0
"SAOUHSC_01512",0,0,0,0,0,0
"SAOUHSC_01513",2,1,0,0,0,0
"SAOUHSC_01514",176,109,163,1,1,24
"SAOUHSC_01515",2,2,3,0,0,0
"SAOUHSC_01516",2,0,1,0,0,0
"SAOUHSC_01517",1,0,0,0,0,0
"SAOUHSC_01518",0,0,0,0,0,0
"SAOUHSC_01519",0,1,0,0,0,0
"SAOUHSC_01520",0,2,2,0,0,1
"SAOUHSC_01521",4,1,3,2,0,1
"SAOUHSC_01522",0,0,1,0,2,1
"SAOUHSC_01523",2,6,3,7,4,13
"SAOUHSC_01524",4,0,0,1,0,0
"SAOUHSC_01525",11,5,13,0,1,3
"SAOUHSC_01526",0,0,0,0,0,0
"SAOUHSC_01527",0,0,0,0,0,0
"SAOUHSC_01528",2,2,1,1,0,0
"SAOUHSC_01529",2,2,2,0,0,0
"SAOUHSC_01530",3,1,0,0,0,0
"SAOUHSC_01531",2,0,0,0,0,0
"SAOUHSC_01532",0,1,0,3,1,8
"SAOUHSC_01533",0,0,0,1,0,0
"SAOUHSC_01535",3,2,3,0,1,3
"SAOUHSC_01536",2,1,0,0,0,1
"SAOUHSC_01537",3,5,10,0,0,2
"SAOUHSC_01538",2,3,0,0,0,1
"SAOUHSC_01539",0,0,0,0,0,0
"SAOUHSC_01540",0,0,0,0,0,0
"SAOUHSC_01541",6,1,3,0,0,2
"SAOUHSC_01542",6,4,5,1,1,3
"SAOUHSC_01543",1,1,2,0,0,1
"SAOUHSC_01544",1,1,1,0,0,0
"SAOUHSC_01545",0,1,0,0,0,0
"SAOUHSC_01546",0,1,0,0,0,0
"SAOUHSC_01547",3,4,0,0,0,3
"SAOUHSC_01548",0,0,0,0,0,0
"SAOUHSC_01549",0,1,0,0,0,0
"SAOUHSC_01550",0,0,0,0,0,0
"SAOUHSC_01551",0,1,0,0,0,0
"SAOUHSC_01552",0,0,1,0,0,0
"SAOUHSC_01553",0,0,0,0,0,0
"SAOUHSC_01555",0,0,0,0,0,1
"SAOUHSC_01556",0,0,0,0,0,0
"SAOUHSC_01557",0,0,0,0,0,0
"SAOUHSC_01558",0,0,0,0,0,0
"SAOUHSC_01559",0,0,0,0,0,0
"SAOUHSC_01560",0,0,0,0,0,0
"SAOUHSC_01561",0,0,0,0,1,1
"SAOUHSC_01562",0,0,0,0,0,0
"SAOUHSC_01563",3,1,1,0,0,1
"SAOUHSC_01565",2,0,2,0,0,1
"SAOUHSC_01566",1,1,3,0,0,1
"SAOUHSC_01567",0,0,1,0,0,0
"SAOUHSC_01568",0,0,0,0,0,0
"SAOUHSC_01569",0,1,0,0,0,0
"SAOUHSC_01570",1,0,0,0,0,0
"SAOUHSC_01571",0,0,0,0,0,1
"SAOUHSC_01572",93,72,105,7,2,18
"SAOUHSC_01573",3,3,2,0,0,4
"SAOUHSC_01574",1,0,0,0,0,0
"SAOUHSC_01575",25,33,24,4,3,14
"SAOUHSC_01576",21,31,35,2,1,10
"SAOUHSC_01577",13,10,9,0,0,6
"SAOUHSC_01578",2,2,8,0,0,1
"SAOUHSC_01579",6,4,8,0,2,4
"SAOUHSC_01580",0,0,0,0,0,0
"SAOUHSC_01582",5,12,5,2,1,6
"SAOUHSC_01583",31,21,28,10,8,23
"SAOUHSC_01584",8,8,11,6,2,10
"SAOUHSC_01585",138,164,150,20,11,117
"SAOUHSC_01586",182,185,175,21,19,127
"SAOUHSC_01587",89,82,72,3,16,28
"SAOUHSC_01588",45,49,56,2,5,24
"SAOUHSC_01589",92,109,113,7,11,36
"SAOUHSC_01590",13,15,14,0,1,2
"SAOUHSC_01591",113,144,121,0,4,25
"SAOUHSC_01592",148,155,151,2,20,17
"SAOUHSC_01593",32,27,31,1,4,15
"SAOUHSC_01594",139,172,154,8,6,59
"SAOUHSC_01595",6,10,8,0,0,3
"SAOUHSC_01596",13,18,23,0,2,5
"SAOUHSC_01597",88,81,93,1,10,42
"SAOUHSC_01598",66,70,78,9,7,39
"SAOUHSC_01599",410,418,419,20,33,118
"SAOUHSC_01600",97,106,139,9,5,46
"SAOUHSC_01601",34,39,37,0,1,21
"SAOUHSC_01602",13,10,26,0,0,2
"SAOUHSC_01603",0,2,0,0,0,0
"SAOUHSC_01604",103,131,109,9,16,40
"SAOUHSC_01605",1282,1541,1572,101,203,441
"SAOUHSC_01606",60,72,77,6,9,28
"SAOUHSC_01607",20,10,9,2,3,5
"SAOUHSC_01608",0,0,0,0,0,0
"SAOUHSC_01609",104,136,151,13,14,75
"SAOUHSC_01610",89,99,92,4,4,46
"SAOUHSC_01611",313,359,337,24,36,104
"SAOUHSC_01612",161,146,163,14,24,46
"SAOUHSC_01613",151,176,156,17,29,66
"SAOUHSC_01614",216,252,278,28,42,90
"SAOUHSC_01615",259,326,340,19,31,130
"SAOUHSC_01617",92,97,107,13,13,41
"SAOUHSC_01618",154,195,167,12,13,51
"SAOUHSC_01619",8,17,15,2,2,8
"SAOUHSC_01620",204,256,243,11,32,105
"SAOUHSC_01621",75,118,111,10,7,33
"SAOUHSC_01622",68,93,75,3,7,28
"SAOUHSC_01623",240,312,294,23,24,98
"SAOUHSC_01624",129,130,148,12,24,46
"SAOUHSC_01625",365,492,483,21,29,116
"SAOUHSC_01626",130,180,180,6,16,57
"SAOUHSC_01627",35,43,51,2,4,15
"SAOUHSC_01628",9,12,7,0,4,2
"SAOUHSC_01629",133,136,117,2,5,39
"SAOUHSC_01630",133,125,132,18,20,26
"SAOUHSC_01632",62,53,49,11,26,47
"SAOUHSC_01633",19,38,36,14,24,37
"SAOUHSC_01634",14,32,16,6,13,30
"SAOUHSC_01635",8,16,14,1,2,9
"SAOUHSC_01636",0,0,0,0,0,0
"SAOUHSC_01637",1,0,2,0,0,0
"SAOUHSC_01638",0,0,0,0,0,0
"SAOUHSC_01639",0,0,1,0,0,0
"SAOUHSC_01640",0,1,0,0,0,0
"SAOUHSC_01641",1,2,3,0,2,0
"SAOUHSC_01643",6,8,12,1,0,6
"SAOUHSC_01644",82,100,100,7,5,32
"SAOUHSC_01645",18,16,42,4,3,15
"SAOUHSC_01646",103,92,85,4,20,29
"SAOUHSC_01647",4,6,5,1,0,3
"SAOUHSC_01649",110,99,115,9,17,30
"SAOUHSC_01650",31,25,29,3,4,10
"SAOUHSC_01651",556,590,453,29,34,118
"SAOUHSC_01652",196,251,269,16,21,123
"SAOUHSC_01653",227,262,231,24,24,74
"SAOUHSC_01655",21,16,27,2,0,12
"SAOUHSC_01656",28,38,37,2,1,21
"SAOUHSC_01657",38,39,38,3,2,24
"SAOUHSC_01658",142,139,146,5,9,43
"SAOUHSC_01659",207,212,242,14,17,75
"SAOUHSC_01660",76,79,62,5,15,23
"SAOUHSC_01661",47,32,55,2,4,5
"SAOUHSC_01662",277,334,382,40,92,105
"SAOUHSC_01663",248,275,272,40,88,105
"SAOUHSC_01664",62,98,90,8,5,42
"SAOUHSC_01665",80,86,82,9,12,27
"SAOUHSC_01666",892,1038,993,31,42,81
"SAOUHSC_01667",34,50,43,3,7,26
"SAOUHSC_01668",83,84,81,8,21,34
"SAOUHSC_01670",19,17,24,4,3,5
"SAOUHSC_01671",18,22,27,0,1,9
"SAOUHSC_01672",32,54,63,4,4,19
"SAOUHSC_01673",88,94,104,12,14,42
"SAOUHSC_01675",596,639,775,51,60,143
"SAOUHSC_01676",494,649,613,39,43,121
"SAOUHSC_01677",446,569,449,28,47,100
"SAOUHSC_01678",596,1032,988,65,84,277
"SAOUHSC_01679",184,212,225,7,26,48
"SAOUHSC_01680",29,41,50,4,14,16
"SAOUHSC_01681",72,86,88,4,14,13
"SAOUHSC_01682",70,58,66,4,15,11
"SAOUHSC_01683",397,453,455,26,114,100
"SAOUHSC_01684",123,136,176,12,28,35
"SAOUHSC_01685",193,200,203,19,28,41
"SAOUHSC_01686",25,28,32,1,5,9
"SAOUHSC_01687",3,8,12,0,2,5
"SAOUHSC_01688",292,286,291,20,39,119
"SAOUHSC_01689",474,580,571,31,48,163
"SAOUHSC_01690",67,61,74,5,4,25
"SAOUHSC_01691",15,18,13,2,1,5
"SAOUHSC_01692",23,33,44,2,11,19
"SAOUHSC_01693",19,18,12,1,3,7
"SAOUHSC_01694",112,123,145,7,20,45
"SAOUHSC_01695",32,45,49,4,7,29
"SAOUHSC_01696",73,61,101,6,14,29
"SAOUHSC_01697",86,66,114,6,12,42
"SAOUHSC_01698",15,13,10,3,1,5
"SAOUHSC_01699",69,91,97,9,11,40
"SAOUHSC_01700",111,151,150,10,8,47
"SAOUHSC_01701",51,43,60,3,6,21
"SAOUHSC_01702",76,87,84,5,5,26
"SAOUHSC_01704",18,15,23,1,1,3
"SAOUHSC_01705",5,5,3,0,1,0
"SAOUHSC_01706",13,10,13,1,1,1
"SAOUHSC_01707",15,9,11,3,4,4
"SAOUHSC_01708",5,6,8,0,6,1
"SAOUHSC_01709",17,4,12,0,1,5
"SAOUHSC_01710",3,2,3,1,0,0
"SAOUHSC_01711",4,7,5,1,2,2
"SAOUHSC_01712",6,5,5,3,3,2
"SAOUHSC_01714",84,108,125,8,24,34
"SAOUHSC_01715",115,136,156,13,16,46
"SAOUHSC_01716",158,190,173,15,31,61
"SAOUHSC_01717",95,104,103,6,23,32
"SAOUHSC_01718",63,49,53,4,15,33
"SAOUHSC_01719",106,135,168,7,26,74
"SAOUHSC_01720",122,127,145,12,23,48
"SAOUHSC_01721",126,127,135,16,25,54
"SAOUHSC_01722",148,215,200,10,16,34
"SAOUHSC_01723",124,147,146,18,22,54
"SAOUHSC_01724",35,32,33,6,5,13
"SAOUHSC_01726",111,131,125,11,16,38
"SAOUHSC_01727",95,108,96,10,15,42
"SAOUHSC_01728",16,11,12,0,1,0
"SAOUHSC_01729",39,35,38,6,14,14
"SAOUHSC_01730",38,65,48,7,22,9
"SAOUHSC_01732",104,115,108,11,17,52
"SAOUHSC_01734",211,265,247,15,18,103
"SAOUHSC_01735",83,132,118,10,20,40
"SAOUHSC_01736",4,2,3,0,0,3
"SAOUHSC_01737",151,142,162,25,18,45
"SAOUHSC_01738",80,62,78,10,16,22
"SAOUHSC_01739",122,135,133,11,30,60
"SAOUHSC_01741",63,79,67,6,13,19
"SAOUHSC_01742",359,389,362,26,77,114
"SAOUHSC_01743",59,54,69,7,13,33
"SAOUHSC_01744",150,189,166,23,36,84
"SAOUHSC_01746",602,704,676,43,106,280
"SAOUHSC_01747",91,93,127,8,11,39
"SAOUHSC_01748",371,344,400,34,39,75
"SAOUHSC_01749",108,139,117,10,10,44
"SAOUHSC_01750",121,139,126,14,16,45
"SAOUHSC_01751",49,86,62,4,10,17
"SAOUHSC_01752",36,67,83,9,8,34
"SAOUHSC_01753",183,220,193,16,19,62
"SAOUHSC_01755",234,338,335,31,36,120
"SAOUHSC_01756",147,260,219,13,17,67
"SAOUHSC_01757",752,920,878,61,87,265
"SAOUHSC_01758",56,46,29,6,7,15
"SAOUHSC_01759",63,74,73,5,10,30
"SAOUHSC_01760",18,9,8,0,0,6
"SAOUHSC_01761",25,20,18,1,1,7
"SAOUHSC_01761a",11,10,16,3,4,2
"SAOUHSC_01762",61,77,71,5,12,22
"SAOUHSC_01763",3,2,2,0,0,1
"SAOUHSC_01764",7,2,1,0,1,1
"SAOUHSC_01765",0,0,0,0,0,1
"SAOUHSC_01766",145,164,171,10,17,45
"SAOUHSC_01767",292,324,334,18,30,78
"SAOUHSC_01768",67,96,101,8,22,41
"SAOUHSC_01769",49,38,37,6,4,15
"SAOUHSC_01770",1,2,1,0,0,0
"SAOUHSC_01771",148,175,200,17,16,55
"SAOUHSC_01772",63,86,75,6,12,28
"SAOUHSC_01773",30,26,30,6,0,13
"SAOUHSC_01774",104,109,111,14,17,18
"SAOUHSC_01775",48,68,54,5,2,16
"SAOUHSC_01776",697,739,707,47,69,193
"SAOUHSC_01777",44,52,59,2,4,12
"SAOUHSC_01778",606,716,698,43,102,241
"SAOUHSC_01779",1365,1615,1668,155,264,553
"SAOUHSC_01780",5,3,1,1,0,0
"SAOUHSC_01781",87,87,127,9,14,29
"SAOUHSC_01782",66,54,65,5,9,23
"SAOUHSC_01783",0,0,0,0,0,0
"SAOUHSC_01784",237,297,261,22,26,70
"SAOUHSC_01785",133,167,198,16,15,59
"SAOUHSC_01786",419,578,592,39,56,186
"SAOUHSC_01787",270,237,206,15,16,36
"SAOUHSC_01788",217,318,295,43,27,107
"SAOUHSC_01789",198,203,211,39,48,84
"SAOUHSC_01791",78,115,127,12,19,39
"SAOUHSC_01792",116,148,168,9,16,64
"SAOUHSC_01793",55,64,70,4,3,27
"SAOUHSC_01794",25,33,34,11,4,12
"SAOUHSC_01795",114,102,117,9,29,35
"SAOUHSC_01796",113,98,122,11,35,39
"SAOUHSC_01797",571,627,656,44,91,183
"SAOUHSC_01798",34,49,42,5,8,16
"SAOUHSC_01799",123,160,168,11,23,42
"SAOUHSC_01800",67,90,100,2,7,29
"SAOUHSC_01801",115,119,108,22,36,64
"SAOUHSC_01802",64,58,51,5,8,30
"SAOUHSC_01803",562,695,619,38,45,194
"SAOUHSC_01805",0,3,0,0,0,1
"SAOUHSC_01806",805,996,955,115,103,334
"SAOUHSC_01807",352,332,299,39,68,93
"SAOUHSC_01808",186,190,180,17,31,52
"SAOUHSC_01809",149,174,158,9,18,48
"SAOUHSC_01810",169,237,210,12,18,72
"SAOUHSC_01811",197,228,233,35,38,99
"SAOUHSC_01812",76,73,83,5,8,39
"SAOUHSC_01813",101,111,113,16,12,47
"SAOUHSC_01814",126,114,118,15,18,72
"SAOUHSC_01815",97,110,118,3,20,29
"SAOUHSC_01816",153,187,178,17,21,77
"SAOUHSC_01817",7,9,7,0,1,3
"SAOUHSC_01818",43,77,61,8,12,78
"SAOUHSC_01819",275,391,362,39,99,112
"SAOUHSC_01820",566,608,626,45,48,213
"SAOUHSC_01821",129,176,167,6,27,57
"SAOUHSC_01822",253,285,292,19,46,73
"SAOUHSC_01823",23,25,32,6,4,14
"SAOUHSC_01824",61,67,60,9,8,12
"SAOUHSC_01825",66,59,71,5,11,16
"SAOUHSC_01826",0,0,1,0,0,1
"SAOUHSC_01827",687,803,793,71,67,329
"SAOUHSC_01828",29,48,54,3,7,6
"SAOUHSC_01829",1128,1439,1476,123,136,529
"SAOUHSC_01830",3,10,6,0,2,7
"SAOUHSC_01831",62,66,65,4,11,21
"SAOUHSC_01832",14,16,11,0,4,2
"SAOUHSC_01833",26,19,18,1,6,1
"SAOUHSC_01834",0,0,0,0,0,0
"SAOUHSC_01835",29,26,27,1,2,7
"SAOUHSC_01836",219,300,250,16,13,102
"SAOUHSC_01837",91,122,109,9,2,51
"SAOUHSC_01838",68,76,101,30,12,44
"SAOUHSC_01839",118,165,181,4,16,59
"SAOUHSC_01840",43,38,48,4,7,13
"SAOUHSC_01841",0,0,0,0,0,0
"SAOUHSC_01843",8,8,8,1,21,15
"SAOUHSC_01844",0,0,0,0,0,0
"SAOUHSC_01845",304,323,302,14,57,295
"SAOUHSC_01846",40,42,31,7,10,11
"SAOUHSC_01847",4,2,4,0,1,6
"SAOUHSC_01849",5,9,4,3,3,6
"SAOUHSC_01850",151,168,194,7,21,89
"SAOUHSC_01851",0,1,0,0,0,0
"SAOUHSC_01852",107,114,142,11,15,53
"SAOUHSC_01853",1,2,0,0,0,1
"SAOUHSC_01854",198,237,246,21,109,135
"SAOUHSC_01855",358,542,504,43,94,156
"SAOUHSC_01856",330,326,318,26,41,120
"SAOUHSC_01857",533,634,728,52,102,256
"SAOUHSC_01858",51,58,51,6,6,26
"SAOUHSC_01859",67,100,115,9,20,61
"SAOUHSC_01860",41,42,36,4,6,14
"SAOUHSC_01861",70,96,94,7,13,24
"SAOUHSC_01863",70,83,112,7,17,46
"SAOUHSC_01864",51,51,86,4,11,20
"SAOUHSC_01865",140,136,142,21,27,50
"SAOUHSC_01866",190,239,220,19,33,66
"SAOUHSC_01867",152,194,164,8,17,51
"SAOUHSC_01868",229,268,264,16,29,87
"SAOUHSC_01869",114,116,118,7,40,39
"SAOUHSC_01870",76,93,118,7,13,17
"SAOUHSC_01871",210,197,217,15,15,50
"SAOUHSC_01872",47,72,66,7,4,28
"SAOUHSC_01873",25,20,30,4,4,10
