"gene_id","N_A","N_B","N_C","N0A","N0B","N0C","N2A","N2B","N2C","N5A","N5B","N5C","N10A","N10B","N10C","N20A","N20B","N20C","N30A","N30B","N30C"
"gene-NWMN_RS05570",6,5,5,5,4,1,1,4,3,6,0,0,0,2,2,2,0,4,0,0,1
"gene-NWMN_RS05575",342,207,305,246,301,236,413,261,268,300,218,178,215,392,110,160,131,98,150,120,64
"gene-NWMN_RS05580",216,156,326,230,260,226,316,194,241,278,202,181,157,277,112,125,100,106,129,76,68
"gene-NWMN_RS05585",46,12,31,14,16,21,31,10,29,20,8,17,10,7,10,36,5,12,24,13,5
"gene-NWMN_RS05590",43,18,107,62,56,78,77,35,53,61,37,59,31,17,38,64,26,38,84,20,35
"gene-NWMN_RS05595",11,2,14,8,8,8,13,7,7,7,10,9,1,2,4,8,2,8,15,3,3
"gene-NWMN_RS05600",475,287,193,246,316,175,500,255,207,131,130,127,110,225,74,122,65,54,71,51,27
"gene-NWMN_RS05605",14,6,11,8,9,12,7,8,9,5,6,10,6,8,4,11,1,5,12,2,7
"gene-NWMN_RS05610",12,4,28,14,11,15,30,15,18,15,5,15,10,13,12,14,4,8,24,6,8
"gene-NWMN_RS05615",11,3,28,15,11,19,25,10,13,16,8,17,11,4,7,15,5,6,21,6,8
"gene-NWMN_RS05620",9,5,25,9,14,21,14,9,19,18,7,13,8,5,12,15,6,9,22,8,4
"gene-NWMN_RS05625",30,13,60,43,21,45,42,20,50,32,33,50,21,8,32,40,15,25,67,17,24
"gene-NWMN_RS05630",0,0,0,0,1,1,1,0,0,0,0,1,0,2,0,0,0,0,3,0,0
"gene-NWMN_RS05715",1,2,15,1,1,6,4,1,5,4,1,0,0,1,3,7,0,3,3,1,1
"gene-NWMN_RS05720",0,0,0,2,1,1,2,1,2,0,0,0,1,0,0,1,0,0,0,1,0
"gene-NWMN_RS05770",12,10,44,20,17,31,10,7,27,15,6,22,5,7,13,18,6,12,10,8,10
"gene-NWMN_RS05800",0,1,3,0,0,4,0,2,2,5,0,3,1,0,1,0,0,0,2,0,1
"gene-NWMN_RS05805",16,14,31,24,25,22,25,8,23,25,10,14,7,15,15,16,4,7,8,5,3
"gene-NWMN_RS05810",4,1,11,4,6,2,2,5,6,5,2,8,3,2,1,2,0,0,2,2,0
"gene-NWMN_RS05815",3,1,3,1,0,1,1,0,2,1,0,2,0,2,2,1,1,0,0,1,0
"gene-NWMN_RS05820",36,28,87,42,45,50,42,34,41,39,22,51,25,31,29,24,20,25,17,12,12
"gene-NWMN_RS05825",2,5,5,4,3,4,5,2,3,5,2,3,1,4,5,2,2,4,2,1,2
"gene-NWMN_RS05830",9,7,29,24,13,37,20,15,28,15,17,31,10,15,19,11,11,16,24,3,12
"gene-NWMN_RS05835",10,9,43,19,20,35,21,15,27,14,8,28,14,14,19,23,12,21,18,10,19
"gene-NWMN_RS05840",0,2,1,0,0,1,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"gene-NWMN_RS05850",1,0,2,0,0,0,1,1,2,0,0,0,2,1,1,0,0,0,0,0,0
"gene-NWMN_RS05855",0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,2,0,0
"gene-NWMN_RS05865",2,4,17,7,9,11,13,5,11,6,6,6,3,8,5,7,3,6,4,3,4
"gene-NWMN_RS05870",10,8,13,12,2,7,20,8,9,7,3,10,1,7,10,10,3,4,10,1,3
"gene-NWMN_RS05875",1,2,9,4,3,6,6,3,9,1,2,5,1,0,0,1,3,2,6,0,3
"gene-NWMN_RS05880",56,80,71,60,47,92,25,27,65,81,22,104,64,92,72,69,48,81,70,39,34
"gene-NWMN_RS05885",23,12,36,31,21,30,27,25,24,18,13,17,10,13,13,14,10,12,12,19,3
"gene-NWMN_RS05890",166,80,272,235,132,162,255,116,135,157,131,100,69,71,24,55,20,18,67,24,13
"gene-NWMN_RS05895",42,17,41,36,11,31,39,20,20,25,20,8,9,12,6,21,4,7,4,13,2
"gene-NWMN_RS05900",20,8,38,29,20,26,48,17,25,19,26,17,10,19,9,13,10,6,16,5,6
"gene-NWMN_RS05905",31,15,52,39,26,34,43,35,35,29,29,17,12,22,9,16,10,4,13,12,11
"gene-NWMN_RS05910",44,22,64,53,27,31,37,28,35,29,36,25,20,19,9,20,14,4,21,13,6
"gene-NWMN_RS05915",20,10,37,18,18,19,31,11,23,13,15,8,11,10,1,9,4,3,10,6,3
"gene-NWMN_RS05920",41,9,28,23,28,16,31,21,20,9,9,6,5,20,6,6,5,3,11,10,2
"gene-NWMN_RS05925",3,2,4,1,3,3,1,4,0,3,3,0,0,1,2,1,1,0,0,0,0
"gene-NWMN_RS05930",327,315,273,360,358,261,369,270,213,238,243,129,99,196,53,75,82,29,82,56,31
"gene-NWMN_RS05935",534,423,801,677,725,594,771,707,598,543,660,383,240,397,174,193,176,134,190,165,87
"gene-NWMN_RS05940",1679,1417,2351,1950,2123,1762,2198,1842,1887,1724,2069,1249,774,1349,508,608,569,443,618,445,290
"gene-NWMN_RS05945",210,205,150,177,170,126,194,135,152,109,101,54,49,116,34,53,39,35,46,41,15
"gene-NWMN_RS05950",231,116,156,122,154,91,164,85,120,82,77,48,53,90,26,48,42,20,41,34,20
"gene-NWMN_RS05955",369,270,256,256,263,205,322,175,232,158,148,110,104,234,69,102,81,88,72,71,24
"gene-NWMN_RS05960",320,258,615,425,504,439,446,446,419,281,373,244,176,299,136,185,163,142,189,145,82
"gene-NWMN_RS05965",416,254,988,649,781,755,770,684,735,459,669,432,256,396,274,336,256,271,353,264,176
"gene-NWMN_RS05970",3223,2063,1548,2350,2298,1258,2668,1419,1424,1183,1005,972,672,1174,536,882,623,583,540,479,224
"gene-NWMN_RS05975",1,1,0,2,1,1,2,1,0,1,0,0,0,0,0,2,1,1,0,1,0
"gene-NWMN_RS05980",195,144,420,274,330,333,270,273,280,236,227,315,141,313,159,170,143,164,168,134,94
"gene-NWMN_RS05985",744,581,863,666,979,646,943,773,771,721,822,649,346,811,288,217,234,252,212,138,141
"gene-NWMN_RS05990",1465,1437,4026,2350,3240,2708,2941,2805,2816,3160,3863,2929,1469,3003,1395,839,1175,943,748,572,734
"gene-NWMN_RS05995",1451,1663,2370,1646,2363,1825,1984,1908,1797,2465,2231,1814,1423,2417,908,695,938,790,583,455,498
"gene-NWMN_RS06000",237,225,529,416,485,444,280,300,280,206,216,201,126,170,107,136,152,123,130,119,76
"gene-NWMN_RS06005",281,262,348,325,422,318,239,271,243,158,143,129,78,156,89,122,88,86,102,107,58
"gene-NWMN_RS06010",362,292,308,317,369,248,263,288,234,139,151,129,78,173,76,98,88,99,110,96,48
"gene-NWMN_RS06015",4,1,4,1,4,2,3,2,2,3,0,0,0,1,0,0,1,0,0,5,0
"gene-NWMN_RS06020",14571,8469,5876,8289,9232,4470,11214,6885,5302,5184,4408,2393,2442,5895,1011,2904,1993,1452,2838,2305,735
"gene-NWMN_RS06025",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"gene-NWMN_RS06030",4787,2981,2401,2838,2508,1511,2870,1656,1628,1482,975,1011,903,1510,395,725,471,439,432,368,245
"gene-NWMN_RS06035",462,231,192,213,274,133,275,180,189,146,100,91,93,242,61,134,92,72,89,73,42
"gene-NWMN_RS06040",7130,6153,9189,7692,8674,5590,7372,5524,4764,5140,4338,3655,3278,4350,1843,3368,2972,2116,3167,2698,1163
"gene-NWMN_RS06045",8615,6449,9744,8124,8456,5734,7268,5419,5282,5290,4153,3656,3108,4613,1867,3508,2933,2260,3249,2882,1153
"gene-NWMN_RS06065",142,122,95,87,133,94,136,78,99,98,62,63,69,187,29,71,42,26,32,37,9
"gene-NWMN_RS06075",345,245,193,205,271,169,306,162,239,226,138,122,131,324,41,107,84,53,62,61,33
"gene-NWMN_RS06080",391,297,480,393,343,300,647,311,451,504,385,304,288,633,176,391,269,176,356,255,129
"gene-NWMN_RS06085",5,2,0,3,2,1,2,1,1,1,2,1,0,2,2,0,2,1,1,2,0
"gene-NWMN_RS06090",61,66,34,42,43,26,81,37,58,35,27,33,32,54,14,36,27,18,20,26,10
"gene-NWMN_RS06095",96,50,158,52,55,77,49,27,86,54,18,74,57,80,48,72,62,45,55,65,39
"gene-NWMN_RS06100",55,19,130,36,28,60,51,23,54,50,23,39,43,64,41,64,81,38,49,36,35
"gene-NWMN_RS06105",56,23,126,41,29,61,53,17,75,54,19,65,57,68,53,65,54,56,56,49,33
"gene-NWMN_RS06110",10,4,11,4,16,4,6,7,6,11,7,16,17,33,10,22,30,10,11,12,4
"gene-NWMN_RS06115",26,15,23,21,24,13,25,14,19,14,15,19,16,57,12,34,52,15,25,22,7
"gene-NWMN_RS06120",115,80,92,77,84,85,60,65,73,91,64,97,81,309,81,77,71,48,73,57,32
"gene-NWMN_RS06125",223,117,117,140,139,101,169,101,145,95,68,84,45,126,37,46,39,29,27,41,15
"gene-NWMN_RS06130",44,71,29,15,63,14,20,17,15,36,19,39,25,108,9,30,34,9,20,9,4
"gene-NWMN_RS06135",68,54,58,53,51,42,82,37,46,52,44,14,21,39,7,11,16,4,19,13,5
"gene-NWMN_RS06140",200,276,190,248,226,159,272,142,178,190,175,83,91,98,51,34,35,63,34,38,33
"gene-NWMN_RS06145",216,123,219,142,174,144,167,107,141,114,86,105,54,141,55,38,37,40,25,23,12
"gene-NWMN_RS06150",251,206,271,228,182,198,262,151,217,164,134,132,86,168,86,36,47,67,34,32,36
"gene-NWMN_RS06155",294,213,144,166,219,145,245,169,119,80,99,79,37,86,39,56,30,39,35,33,19
"gene-NWMN_RS06160",531,454,282,338,386,252,329,277,251,209,164,155,134,378,101,170,156,97,105,79,44
"gene-NWMN_RS06165",720,613,790,712,713,572,643,529,558,344,349,322,210,376,200,312,214,230,283,234,143
"gene-NWMN_RS06170",3297,4546,2674,2918,4371,1922,2405,2266,1709,1840,1764,1069,915,1466,458,703,697,443,667,530,210
"gene-NWMN_RS06175",1864,2239,2630,2517,3512,1944,2050,1999,1478,1507,2103,1123,791,1345,447,735,764,373,700,617,192
"gene-NWMN_RS06180",741,615,816,751,1055,535,781,631,522,440,559,314,287,492,136,223,252,105,210,219,64
"gene-NWMN_RS06185",1812,1320,2609,2304,2770,1790,2286,2102,1705,1377,1891,1009,697,1352,544,801,702,485,826,673,273
"gene-NWMN_RS06190",568,393,582,569,538,500,590,560,497,396,498,323,215,590,151,218,204,106,160,160,58
"gene-NWMN_RS06195",585,392,916,652,827,716,841,785,735,598,730,547,300,793,234,282,253,180,262,247,109
"gene-NWMN_RS06200",405,255,970,665,822,829,894,850,798,578,790,558,324,628,293,346,342,229,328,283,143
"gene-NWMN_RS06205",2323,1520,5607,3661,4588,4175,4302,3831,3996,3192,3970,2817,1525,2560,1257,1515,1489,1116,1487,1349,667
"gene-NWMN_RS06210",4959,4399,9653,7755,8275,7374,7403,6490,6847,6368,7393,5226,3246,4326,2546,2884,2881,2152,2712,2280,1444
"gene-NWMN_RS06215",129,70,196,143,130,128,127,137,122,110,95,94,54,88,45,71,56,44,46,48,21
