"gene_id","N_A","N_B","N_C","N0A","N0B","N0C","N2A","N2B","N2C","N5A","N5B","N5C","N10A","N10B","N10C","N20A","N20B","N20C","N30A","N30B","N30C"
"gene-NWMN_RS08430",321,221,527,404,452,384,495,410,387,287,381,202,116,220,89,114,101,87,134,126,48
"gene-NWMN_RS08435",409,342,869,640,780,624,784,707,644,529,678,353,182,435,159,219,177,164,233,226,93
"gene-NWMN_RS08440",202,148,378,290,328,312,310,252,292,239,253,135,97,169,86,95,76,62,97,88,33
"gene-NWMN_RS08445",217,167,362,284,283,283,362,245,260,234,231,152,114,181,74,92,69,73,91,81,36
"gene-NWMN_RS08455",26,16,13,18,20,15,20,17,13,7,9,8,4,11,6,2,4,5,3,9,1
"gene-NWMN_RS08460",17,13,8,8,12,21,20,7,9,13,7,4,4,11,6,10,5,1,5,9,5
"gene-NWMN_RS08465",202,97,162,133,140,119,188,104,119,111,82,48,55,160,29,70,40,35,60,41,23
"gene-NWMN_RS08470",217,113,210,144,82,149,168,79,156,192,88,143,127,175,65,88,58,76,71,37,43
"gene-NWMN_RS08475",101,53,177,89,64,105,117,48,101,145,86,110,58,78,61,47,32,51,54,20,37
"gene-NWMN_RS08480",95,50,276,151,109,178,160,71,167,206,120,166,84,104,91,72,49,66,64,33,57
"gene-NWMN_RS08485",25,4,39,25,14,27,26,11,24,26,34,32,11,20,10,10,12,12,11,3,11
"gene-NWMN_RS08490",48,22,117,62,48,75,105,42,69,94,75,95,35,40,43,27,17,34,34,18,28
"gene-NWMN_RS08495",80,19,92,52,37,55,94,32,64,62,36,53,13,37,17,26,7,28,19,10,10
"gene-NWMN_RS08500",1171,926,1594,1418,1389,1098,1490,1097,1194,913,1049,799,467,738,397,504,408,376,577,360,252
"gene-NWMN_RS08505",422,276,807,686,700,677,673,614,633,389,565,374,197,301,186,256,163,188,295,201,124
"gene-NWMN_RS08510",618,339,1469,960,1064,1070,985,1177,1000,617,891,470,315,495,243,399,298,283,452,368,164
"gene-NWMN_RS08515",484,277,841,653,738,664,688,686,544,372,508,277,194,300,126,236,187,132,282,232,97
"gene-NWMN_RS08520",317,164,341,281,322,266,343,291,238,138,175,96,91,168,46,105,67,46,103,101,13
"gene-NWMN_RS08525",857,806,857,796,911,629,773,644,695,603,581,475,327,587,245,267,232,257,259,220,111
"gene-NWMN_RS08530",547,457,657,564,691,475,675,483,507,412,422,342,200,395,165,266,209,188,223,188,94
"gene-NWMN_RS08535",285,301,448,384,425,369,355,307,310,270,298,233,123,212,139,137,104,98,152,109,55
"gene-NWMN_RS08540",785,438,2047,1448,1253,1646,1606,1138,1520,1303,1573,1161,573,761,519,541,478,456,581,461,287
"gene-NWMN_RS08545",600,509,737,693,795,571,688,644,563,351,502,328,169,324,140,195,172,114,216,191,86
"gene-NWMN_RS08550",140,106,169,133,169,130,123,142,119,89,103,55,40,62,20,35,33,31,37,35,13
"gene-NWMN_RS08555",389,294,708,511,558,636,400,428,508,350,420,290,167,329,160,201,164,154,215,184,103
"gene-NWMN_RS08560",307,207,729,521,430,578,413,319,461,321,371,282,238,266,152,180,161,137,189,144,85
"gene-NWMN_RS08565",58,63,63,76,95,48,60,54,46,36,38,37,22,28,17,30,21,20,23,20,17
"gene-NWMN_RS08570",1201,1238,575,551,1149,709,705,516,664,506,265,773,431,1754,407,365,344,332,265,226,143
"gene-NWMN_RS08575",808,1136,573,523,832,547,376,344,543,451,259,617,370,916,306,313,278,221,274,185,117
"gene-NWMN_RS08580",1073,766,521,701,730,400,882,443,477,413,310,261,226,519,120,245,173,117,211,148,63
"gene-NWMN_RS08585",500,734,661,629,919,570,607,718,502,570,621,347,294,464,172,190,205,212,224,176,110
"gene-NWMN_RS08590",820,607,579,673,641,433,624,472,531,391,376,240,207,430,133,211,157,135,225,120,79
"gene-NWMN_RS08595",40,27,17,22,29,10,30,20,18,11,6,8,8,13,2,11,4,5,6,3,2
"gene-NWMN_RS14995",17352,33834,18056,21162,27133,14781,20986,18309,15849,22094,18777,13379,13182,20483,9988,7709,11357,10626,6352,8123,6120
"gene-NWMN_RS08600",1154,915,1870,1576,1570,1357,1530,1360,1437,1056,1379,848,499,729,372,444,401,365,510,389,201
"gene-NWMN_RS08605",472,310,791,677,632,669,732,560,610,370,473,276,182,341,133,203,162,126,230,162,55
"gene-NWMN_RS08610",517,504,711,681,750,562,685,667,491,370,497,239,184,338,126,206,173,141,207,201,52
"gene-NWMN_RS08615",152,147,335,241,326,247,237,239,209,153,225,137,91,183,61,93,129,91,100,78,38
"gene-NWMN_RS08620",649,483,1316,900,1281,967,977,935,881,751,1023,523,416,663,218,338,385,196,304,325,103
"gene-NWMN_RS08625",560,384,663,632,590,427,718,475,500,403,480,259,200,368,123,161,142,109,175,134,57
"gene-NWMN_RS08630",681,514,1006,775,911,728,934,745,798,554,708,371,265,566,168,279,260,171,264,256,95
"gene-NWMN_RS08635",5125,3575,5128,4681,4923,3519,4812,3986,3892,3143,3252,2070,1436,3025,1041,1450,1179,947,1582,1140,671
"gene-NWMN_RS08640",2074,1437,1188,1505,1623,966,1942,1138,1085,1012,876,660,583,834,368,615,404,353,456,378,163
"gene-NWMN_RS08645",1562,1400,1971,1896,2088,1425,2174,1689,1404,1418,1563,864,654,1109,395,743,522,374,767,464,239
"gene-NWMN_RS08650",497,309,1069,733,752,768,998,790,752,665,888,535,266,419,255,395,308,236,483,309,170
"gene-NWMN_RS08655",617,397,1275,896,878,901,974,865,862,695,1002,536,306,468,292,450,305,271,502,358,175
"gene-NWMN_RS08660",405,232,669,467,481,433,527,436,472,372,481,281,156,282,149,222,167,143,259,164,87
"gene-NWMN_RS08665",320,165,530,320,364,350,434,388,387,270,327,202,119,253,126,170,136,105,187,131,89
"gene-NWMN_RS08670",932,622,1608,1371,1110,1193,1323,1101,1154,905,1154,689,438,608,394,532,436,383,724,413,286
"gene-NWMN_RS08675",6900,5688,6208,7961,5848,4687,8667,5771,5449,5647,5907,4045,2679,4284,2301,3068,2238,2341,2904,1785,1357
"gene-NWMN_RS08680",5021,3593,4546,5458,4099,3294,5945,3853,4250,3601,4133,2959,1598,2415,1357,1868,1170,1442,2063,1130,841
"gene-NWMN_RS08685",8030,5369,7327,8138,6679,5293,9423,6526,6251,5130,5907,3971,2081,3728,1769,2799,1505,1901,3100,1732,1161
"gene-NWMN_RS08690",343,238,288,233,296,221,373,235,239,187,181,147,95,236,76,138,88,75,118,91,59
"gene-NWMN_RS08695",459,320,368,336,391,303,479,322,318,285,265,190,148,337,87,186,134,105,189,127,65
"gene-NWMN_RS08700",256,125,174,177,127,98,198,100,120,115,85,82,98,114,53,153,55,86,151,66,68
"gene-NWMN_RS08705",292,138,200,217,168,158,241,119,179,165,111,129,93,148,81,259,78,142,223,110,94
"gene-NWMN_RS15360",113,62,62,54,57,55,121,45,46,30,28,39,27,54,26,52,27,32,51,29,24
"gene-NWMN_RS08710",645,424,339,430,448,270,426,322,344,276,228,164,152,221,83,175,91,99,125,123,47
"gene-NWMN_RS08715",22,19,10,14,11,13,11,12,6,6,5,8,3,4,0,8,3,5,10,2,2
"gene-NWMN_RS08720",16,12,10,10,14,6,7,15,9,4,6,2,4,7,1,6,2,1,5,1,1
"gene-NWMN_RS08730",1129,830,2079,1581,1643,1640,1662,1338,1548,1204,1369,1214,656,957,635,687,582,547,654,454,330
"gene-NWMN_RS08735",1652,1284,3622,2638,2946,2857,2635,2334,2672,2009,2479,1944,990,1553,926,940,848,771,1015,785,441
"gene-NWMN_RS08740",284,185,206,186,275,149,223,166,148,141,126,81,85,131,36,68,50,34,55,44,28
"gene-NWMN_RS08745",324,222,194,193,223,141,215,118,136,91,86,87,62,124,53,109,59,52,83,72,34
"gene-NWMN_RS08750",29,13,13,18,20,12,18,8,7,8,7,6,10,7,3,5,9,4,10,6,3
"gene-NWMN_RS08755",701,539,1063,771,924,856,722,733,815,681,735,601,393,664,294,353,301,280,335,275,166
"gene-NWMN_RS08760",256,209,526,324,381,398,340,330,387,328,445,301,197,296,144,179,182,100,151,160,80
"gene-NWMN_RS08765",158,169,266,161,261,245,220,201,180,180,212,134,93,239,73,91,96,68,74,82,37
"gene-NWMN_RS08770",432,410,837,565,697,649,636,486,546,527,647,388,285,532,198,265,243,169,248,236,115
"gene-NWMN_RS08775",336,230,468,304,518,380,447,287,339,298,381,247,182,389,133,158,202,106,151,157,61
"gene-NWMN_RS08780",1559,1515,2686,1822,3186,2144,2141,1702,2034,1938,2142,1667,1023,2183,758,1012,1013,690,861,782,473
"gene-NWMN_RS08785",138,91,199,145,228,158,180,192,157,98,126,59,53,106,39,52,42,30,53,55,14
"gene-NWMN_RS08790",3393,2715,4803,4197,4760,3604,4117,3754,3292,2522,3089,2012,1274,2102,1023,1456,1092,1180,1565,1154,693
"gene-NWMN_RS08795",4576,2891,9696,7751,8510,7577,8087,6481,6874,5833,7001,4664,2927,4136,2246,3181,2738,2263,3127,2391,1314
"gene-NWMN_RS08800",18,1,20,11,11,17,17,10,14,15,10,12,8,16,2,11,7,6,10,10,7
"gene-NWMN_RS08805",222,132,526,354,393,377,406,313,350,274,335,230,167,182,115,188,151,116,222,129,72
"gene-NWMN_RS08810",130,65,336,216,228,240,292,206,235,198,236,125,90,150,79,109,86,71,144,99,48
"gene-NWMN_RS08820",4342,2532,6115,5875,4242,4384,6526,4172,5028,4444,5338,3985,2128,2142,2123,2531,1550,2082,2849,1619,1343
"gene-NWMN_RS08825",1672,943,2951,2535,2115,1923,3040,2052,2207,1868,2321,1709,828,815,812,1044,611,900,1306,679,561
"gene-NWMN_RS08830",3024,1690,5338,4475,4007,3938,5683,4413,4310,3033,4283,3014,1327,1415,1434,2152,1210,1668,2453,1517,1167
"gene-NWMN_RS08835",1029,774,1113,1009,1130,1043,1329,872,1149,896,868,850,413,1447,356,405,385,256,359,247,152
"gene-NWMN_RS08840",1516,1074,2980,2259,2156,2094,2255,1467,1929,2078,1933,1711,1195,1671,791,1023,1022,589,910,787,346
"gene-NWMN_RS08845",1675,1437,1149,1173,1505,936,1464,798,957,871,684,555,474,843,265,394,306,237,341,273,126
"gene-NWMN_RS08850",480,330,775,561,721,554,682,554,497,487,567,379,220,392,185,216,202,198,206,187,75
"gene-NWMN_RS08855",395,286,672,484,645,555,592,544,508,467,619,325,235,357,148,196,190,167,201,164,94
"gene-NWMN_RS08860",294,208,418,294,354,325,315,237,322,314,327,206,151,183,107,146,114,110,133,97,63
"gene-NWMN_RS08865",112,86,119,129,110,92,241,99,105,113,137,92,59,122,56,79,51,59,67,37,44
"gene-NWMN_RS08870",369,317,471,435,550,383,437,383,348,280,380,234,155,252,111,176,114,114,151,118,78
"gene-NWMN_RS08875",146,144,382,224,392,291,315,292,246,203,254,162,83,180,77,121,91,80,120,88,52
"gene-NWMN_RS08880",564,500,1106,791,1077,847,907,806,738,572,697,477,388,608,245,339,295,251,333,259,123
"gene-NWMN_RS08885",184,155,91,90,125,103,112,103,101,69,64,39,58,115,32,57,41,23,41,40,17
"gene-NWMN_RS08890",358,325,372,324,440,333,442,332,355,391,342,252,240,809,155,208,219,122,141,131,73
"gene-NWMN_RS08895",169,120,218,168,185,162,203,163,160,217,156,129,115,321,70,79,86,42,73,72,27
"gene-NWMN_RS08905",1178,606,1358,1299,993,888,1589,841,1120,836,919,750,348,721,415,352,389,410,360,244,312
"gene-NWMN_RS08910",453,302,986,867,591,568,985,559,666,517,660,478,233,341,300,247,229,287,235,152,183
"gene-NWMN_RS08915",6145,4405,3458,4223,4738,2702,4805,3335,3251,2373,2385,1534,941,1920,493,823,658,483,742,676,240
"gene-NWMN_RS15365",7,5,3,3,3,3,12,6,3,3,1,2,4,5,3,8,3,0,12,3,2
"gene-NWMN_RS08930",3696,4174,5533,4183,6267,5228,3602,4401,4909,3577,3987,3569,2536,4307,1832,2615,2877,1503,1851,2015,909
"gene-NWMN_RS08935",908,748,2554,1552,2149,2502,1418,1504,1969,1645,1937,1490,953,1426,810,974,1170,499,819,854,337
"gene-NWMN_RS08940",1044,817,1265,1080,1226,993,1176,1052,1094,726,946,514,364,661,264,404,322,310,446,318,182
"gene-NWMN_RS08945",499,396,842,658,756,713,804,681,679,504,760,345,236,445,211,243,235,193,300,225,122
"gene-NWMN_RS08950",508,367,1188,772,827,879,970,805,799,682,899,455,353,531,242,340,352,217,374,331,136
"gene-NWMN_RS08955",975,920,1269,913,1453,966,1244,1134,1054,740,821,657,386,795,330,421,367,317,425,346,228
"gene-NWMN_RS08960",291,275,418,309,482,317,363,374,303,271,346,231,137,265,112,142,133,110,106,103,50
"gene-NWMN_RS08965",296,289,519,389,496,388,388,351,340,298,299,227,173,265,98,177,156,130,156,106,78
"gene-NWMN_RS08970",1985,1495,1465,1397,1229,979,1572,815,1179,1389,849,941,1122,2264,585,1110,1001,663,587,642,300
"gene-NWMN_RS08975",487,503,398,295,436,391,357,285,387,418,228,475,375,1397,329,342,403,234,166,178,145
"gene-NWMN_RS08980",396,357,327,350,428,248,349,267,305,241,215,191,159,321,92,155,154,95,138,108,56
"gene-NWMN_RS08985",45,78,47,66,94,53,89,62,44,59,49,41,26,74,23,30,38,17,22,16,10
"gene-NWMN_RS08990",546,469,1091,969,874,675,1149,709,649,895,1039,712,416,909,334,339,457,339,300,237,219
"gene-NWMN_RS08995",833,1119,604,545,992,527,562,405,469,936,493,861,1008,3091,605,680,1235,471,294,411,258
"gene-NWMN_RS09000",2674,2400,2000,2200,2774,1653,2156,1669,1944,1927,1589,1190,983,1848,445,620,531,458,569,501,240
"gene-NWMN_RS09005",390,365,497,432,634,366,484,526,327,236,331,171,102,231,76,123,93,56,118,122,43
"gene-NWMN_RS09010",2203,1690,1550,1706,1949,1183,1641,1183,1343,1102,965,775,627,1005,392,599,439,367,504,408,200
"gene-NWMN_RS09015",209,119,217,206,208,176,270,187,196,124,180,113,61,132,59,102,45,53,121,56,28
"gene-NWMN_RS09020",329,208,405,371,312,335,422,380,339,251,329,185,123,169,98,183,111,87,192,137,70
"gene-NWMN_RS09025",210,124,345,294,231,242,321,306,284,151,226,115,85,135,68,144,69,60,160,90,41
"gene-NWMN_RS09030",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-NWMN_RS09035",2140,1481,2993,2455,2994,2265,2771,2134,2173,1911,2023,1621,1034,1615,798,960,849,753,760,702,395
"gene-NWMN_RS09040",254,236,206,236,281,170,201,219,181,138,174,106,98,138,57,82,59,53,67,35,37
"gene-NWMN_RS09045",17260,11097,10650,13793,13156,8626,15807,11742,11025,8280,8535,6028,4262,6678,3222,4720,2738,3269,4685,2793,2076
"gene-NWMN_RS09055",58,33,55,51,42,39,53,25,43,31,23,21,21,37,20,25,21,18,19,16,11
"gene-NWMN_RS09060",142,112,99,94,153,57,92,88,76,59,70,45,39,43,15,31,37,25,19,30,15
"gene-NWMN_RS09065",124,146,127,110,144,119,75,97,98,83,88,90,58,80,39,43,21,32,32,27,14
"gene-NWMN_RS09070",286,354,263,226,384,224,181,206,212,207,163,168,89,151,57,67,66,61,73,48,29
"gene-NWMN_RS09075",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"gene-NWMN_RS09080",293,362,209,247,338,205,233,208,240,183,143,171,100,194,69,113,72,63,78,64,23
"gene-NWMN_RS09085",1367,1147,1113,1022,1059,885,1212,1028,1243,1184,1120,660,519,1084,351,452,391,245,358,305,187
"gene-NWMN_RS09090",517,358,389,343,339,290,462,317,427,382,347,207,158,373,95,120,101,85,110,100,42
"gene-NWMN_RS09095",682,495,1187,978,932,838,954,679,748,581,620,423,363,456,193,328,343,166,274,336,119
"gene-NWMN_RS09100",985,602,991,931,942,702,943,598,852,646,643,464,349,727,222,307,236,183,240,193,95
"gene-NWMN_RS09105",161,142,95,113,141,72,106,85,81,65,63,41,31,77,20,28,41,24,37,28,7
"gene-NWMN_RS09110",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-NWMN_RS09115",65,28,58,66,44,42,65,37,42,35,46,33,30,32,27,46,20,26,40,30,20
"gene-NWMN_RS09120",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0
"gene-NWMN_RS09125",1092,880,2054,1753,2011,1477,1858,1428,1403,1570,1899,1055,843,1242,534,705,878,422,466,700,248
"gene-NWMN_RS09130",44,53,114,91,102,81,74,51,83,80,95,74,39,65,44,44,47,24,53,43,20
"gene-NWMN_RS09135",9,14,13,7,13,4,16,12,5,10,18,9,1,17,0,0,2,0,5,2,3
"gene-NWMN_RS09140",19,17,20,12,32,9,27,19,24,16,25,13,6,27,10,7,12,6,6,7,2
"gene-NWMN_RS09145",1552,1140,1336,1479,1423,849,1829,1048,1070,1065,930,638,558,1208,381,605,473,376,573,438,204
"gene-NWMN_RS09150",1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"gene-NWMN_RS09155",1124,1113,757,880,1036,597,799,716,760,548,587,398,307,680,200,224,203,136,213,162,86
"gene-NWMN_RS09160",3,0,1,1,4,0,3,0,0,1,0,4,0,8,0,0,0,0,0,1,0
"gene-NWMN_RS09165",371,309,1061,542,792,787,569,578,702,780,507,1139,612,1300,649,634,682,494,504,395,276
"gene-NWMN_RS09170",3936,3763,3016,2545,3697,2959,2339,2005,2769,3004,1690,3196,1996,5616,1349,1423,1423,1040,1045,831,464
"gene-NWMN_RS09175",1734,1291,1710,1610,1743,1290,1925,1507,1522,982,1155,798,476,1050,402,451,351,316,467,338,205
"gene-NWMN_RS09180",1666,1244,4165,2840,3317,3255,3091,3048,3060,2127,2796,1798,1061,1879,857,1080,974,709,1126,995,407
"gene-NWMN_RS09185",195,127,432,299,324,352,323,296,300,235,267,171,120,244,78,115,107,75,118,92,36
"gene-NWMN_RS09190",547,366,641,518,603,465,574,496,464,321,356,232,204,405,135,191,155,84,168,159,54
"gene-NWMN_RS09195",171,122,185,147,218,147,168,119,132,125,93,142,97,226,57,94,91,65,69,67,48
"gene-NWMN_RS09200",262,258,466,345,456,341,346,312,300,264,283,256,157,235,118,133,135,130,108,109,68
"gene-NWMN_RS09205",717,725,423,437,701,291,506,378,329,262,190,205,160,330,114,183,115,93,127,122,33
"gene-NWMN_RS09210",258,267,165,166,232,102,159,162,149,103,89,80,61,190,40,58,49,45,55,47,23
"gene-NWMN_RS09215",1198,959,988,1058,1202,824,1288,1074,935,690,844,501,376,948,257,346,287,264,394,286,145
"gene-NWMN_RS09220",1658,1575,1889,1849,1994,1477,1723,1480,1602,1209,1467,904,601,1298,476,582,543,451,624,458,227
"gene-NWMN_RS09225",267,347,386,331,505,437,405,408,366,276,323,257,148,275,101,124,134,103,141,133,52
"gene-NWMN_RS09230",381,419,892,695,920,824,752,669,702,548,802,458,269,453,182,252,258,157,252,199,111
"gene-NWMN_RS09235",590,568,633,385,615,557,386,391,477,521,299,644,397,1266,338,298,278,269,258,188,152
"gene-NWMN_RS09240",472,414,462,431,512,372,500,509,395,286,318,224,151,321,97,181,117,108,188,143,74
"gene-NWMN_RS09245",897,784,821,841,894,676,886,745,690,562,522,332,309,577,173,310,217,148,308,197,103
"gene-NWMN_RS09250",137,142,191,154,213,167,194,174,165,149,177,72,66,174,45,52,56,43,68,60,37
"gene-NWMN_RS09255",55,32,179,114,106,109,104,73,111,100,69,107,73,80,67,128,68,84,174,58,50
"gene-NWMN_RS09260",256,130,266,188,191,171,267,172,195,164,169,133,70,138,51,65,53,51,67,53,33
"gene-NWMN_RS09265",1283,821,2002,1640,1543,1482,1878,1213,1532,1289,1575,909,560,967,365,557,525,330,523,492,210
"gene-NWMN_RS09270",507,431,369,379,477,296,390,382,368,246,307,175,135,261,84,142,88,105,151,107,40
"gene-NWMN_RS09275",431,290,342,391,346,244,355,259,268,216,215,117,82,142,65,88,72,61,106,77,25
"gene-NWMN_RS09280",403,290,297,311,293,214,304,214,272,179,148,110,85,121,54,92,49,68,78,50,38
"gene-NWMN_RS09285",1114,892,662,762,934,447,994,603,611,584,448,389,451,937,225,698,447,254,438,357,114
"gene-NWMN_RS09295",38,20,14,19,21,17,32,17,29,16,13,15,15,16,7,23,7,14,30,13,13
"gene-NWMN_RS09300",940,755,674,690,768,509,770,457,540,503,326,367,326,648,225,366,304,212,259,194,94
"gene-NWMN_RS09305",3,3,2,5,1,1,5,0,6,1,0,1,2,2,0,0,1,0,1,1,0
"gene-NWMN_RS09310",104,108,152,125,127,74,219,79,123,150,138,173,116,298,95,72,109,84,72,47,39
"gene-NWMN_RS09315",99,85,121,106,112,98,97,76,100,67,45,66,30,47,18,32,33,27,48,33,20
"gene-NWMN_RS09320",126,130,258,197,212,203,155,138,153,136,147,120,74,75,52,70,69,63,96,63,40
"gene-NWMN_RS09325",85,54,126,96,106,117,78,72,81,85,81,54,36,55,28,49,26,32,44,35,8
"gene-NWMN_RS09330",231,206,297,237,278,220,220,166,216,143,166,116,106,114,69,102,79,70,119,73,43
"gene-NWMN_RS09335",78,67,62,59,61,68,60,39,52,75,47,74,53,179,37,39,38,23,28,25,14
"gene-NWMN_RS09340",86,37,48,65,37,42,59,33,52,43,26,33,29,46,20,59,13,40,55,28,21
"gene-NWMN_RS09345",296,143,186,170,135,110,216,107,180,128,101,107,99,153,50,165,67,94,175,87,70
"gene-NWMN_RS09350",125,48,79,78,52,47,73,51,73,67,51,46,43,61,41,60,29,46,70,27,25
"gene-NWMN_RS09355",3270,1948,1922,2223,2008,1348,1991,1531,1765,1072,884,821,691,970,505,1303,496,761,1462,835,347
"gene-NWMN_RS09360",237,158,157,153,171,133,162,109,112,64,73,55,53,85,40,80,47,38,67,41,19
"gene-NWMN_RS09365",13,8,7,10,8,15,10,3,13,3,5,7,3,10,4,9,1,2,6,2,4
"gene-NWMN_RS09370",14,15,9,8,11,12,15,12,11,9,3,7,5,4,9,9,4,11,14,3,4
"gene-NWMN_RS09375",294,172,137,153,176,142,166,115,139,68,80,58,44,76,14,45,31,33,47,46,14
"gene-NWMN_RS09380",48,28,33,19,27,21,24,12,31,14,8,15,13,13,10,20,12,14,21,13,3
"gene-NWMN_RS09385",1232,1088,943,1102,1076,718,983,652,699,488,444,457,265,447,211,359,260,206,249,284,114
"gene-NWMN_RS09390",301,214,121,148,235,96,216,137,99,56,59,41,35,93,9,42,33,19,31,38,5
"gene-NWMN_RS09395",59,47,29,39,39,34,26,34,29,13,14,10,6,15,5,9,6,3,5,13,7
"gene-NWMN_RS09400",52,39,29,45,44,18,32,24,28,18,16,5,8,22,2,7,4,7,6,12,1
"gene-NWMN_RS15390",2,2,2,1,0,1,1,1,1,0,2,2,1,1,0,2,1,1,0,0,0
"gene-NWMN_RS09415",169,221,200,201,209,162,207,129,158,153,125,101,104,239,72,103,120,61,68,81,42
"gene-NWMN_RS09420",1703,881,1102,1169,1115,853,1546,893,1015,726,712,470,377,917,212,351,235,246,334,264,115
"gene-NWMN_RS09425",973,1054,1498,1458,1587,1210,1331,1241,1173,953,1222,556,445,691,287,298,320,240,366,271,154
"gene-NWMN_RS09430",465,482,498,465,565,337,682,370,344,586,492,410,305,446,183,222,200,212,187,152,135
"gene-NWMN_RS09435",112,73,49,70,73,39,62,56,43,38,34,20,29,43,17,15,11,8,16,13,8
"gene-NWMN_RS09440",70,88,130,107,131,93,108,111,78,100,115,58,32,75,16,28,34,20,27,21,12
"gene-NWMN_RS09445",26,43,63,37,66,39,52,56,47,35,68,33,18,36,9,12,17,4,7,18,5
"gene-NWMN_RS09450",204,222,140,161,224,95,156,118,141,143,103,89,62,109,39,52,51,55,44,38,24
"gene-NWMN_RS09455",108,139,160,132,179,122,136,132,129,139,143,73,54,118,43,47,62,41,51,43,14
"gene-NWMN_RS09460",149,187,165,173,254,185,162,160,155,147,156,87,74,139,30,51,49,25,43,57,15
"gene-NWMN_RS09465",32,15,23,25,14,13,17,15,20,6,8,4,5,10,4,16,6,10,8,5,3
"gene-NWMN_RS09470",268,175,565,428,635,412,678,564,362,577,678,269,248,371,151,176,231,149,165,172,104
"gene-NWMN_RS09475",472,308,982,807,1033,698,1212,990,631,922,1223,620,424,724,295,377,439,290,306,334,153
"gene-NWMN_RS09480",37,28,95,98,77,34,136,97,58,80,147,25,22,28,12,11,14,8,10,17,3
"gene-NWMN_RS09485",41,31,58,64,71,26,102,76,38,47,89,22,16,29,9,14,13,7,18,8,1
"gene-NWMN_RS09490",65,44,51,77,71,36,121,82,37,51,111,28,19,38,8,28,20,6,22,11,9
"gene-NWMN_RS09495",79,63,44,45,45,37,49,35,35,25,18,12,13,43,10,20,15,4,20,13,4
"gene-NWMN_RS09500",4,1,0,2,2,2,4,3,3,1,2,1,0,2,0,5,2,0,1,0,0
"gene-NWMN_RS09505",14,7,17,9,8,6,13,9,5,6,6,7,4,10,3,5,12,4,5,5,3
"gene-NWMN_RS09510",28,30,35,32,51,30,36,40,29,26,17,23,15,30,8,23,17,12,15,12,7
"gene-NWMN_RS09520",13,6,8,24,23,16,11,8,9,9,12,8,8,10,3,5,4,4,10,4,1
"gene-NWMN_RS15745",1899,2443,1529,2153,1819,1144,2250,1127,1281,2326,1473,1203,1376,1544,1155,1122,1149,1650,1138,1032,1061
"gene-NWMN_RS09525",9,4,4,4,1,2,7,1,2,4,2,5,1,1,1,2,1,1,1,0,0
"gene-NWMN_RS15395",35,20,17,16,14,13,18,5,11,7,11,3,4,8,4,9,2,5,8,4,7
"gene-NWMN_RS09530",168,82,99,80,93,55,118,70,63,44,43,30,27,70,15,44,15,30,42,25,15
"gene-NWMN_RS09535",298,158,183,177,158,149,271,161,158,105,130,71,48,154,30,71,47,29,68,52,20
"gene-NWMN_RS09545",93,77,159,114,165,115,180,141,133,97,121,59,48,95,29,35,32,30,41,56,11
"gene-NWMN_RS09550",41,26,79,66,75,56,81,48,52,70,78,35,33,37,20,16,23,12,19,16,7
"gene-NWMN_RS09555",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-NWMN_RS09560",2,2,2,1,3,4,1,5,0,0,0,2,1,1,2,1,0,0,1,0,1
"gene-NWMN_RS09565",2,1,3,0,0,2,2,0,2,0,2,2,1,4,2,4,0,0,3,1,0
"gene-NWMN_RS15750",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-NWMN_RS09570",1,0,2,3,2,4,0,1,1,4,4,5,1,1,0,0,0,0,0,1,2
"gene-NWMN_RS09575",1,1,7,2,4,7,0,5,6,3,2,7,5,4,3,3,4,2,4,2,2
"gene-NWMN_RS09580",2,1,8,5,1,1,7,1,2,4,4,4,2,3,4,3,7,3,3,0,0
"gene-NWMN_RS09585",8,8,12,7,11,7,9,5,10,6,7,11,5,11,2,6,4,2,7,3,0
"gene-NWMN_RS09595",65,30,48,36,22,30,123,25,53,49,56,29,28,45,25,33,22,28,41,14,15
"gene-NWMN_RS15000",41,44,37,25,32,22,24,17,25,25,11,49,28,193,45,27,36,22,13,13,7
"gene-NWMN_RS09605",17,33,36,13,26,27,14,13,36,22,9,51,23,147,16,20,34,17,15,11,11
"gene-NWMN_RS09610",17,13,34,15,18,30,27,11,19,17,14,48,18,125,23,21,17,14,14,7,11
"gene-NWMN_RS09615",14,16,48,16,24,23,15,8,20,25,13,41,21,47,15,23,17,6,14,8,4
"gene-NWMN_RS09620",0,0,3,5,1,2,2,0,3,0,4,1,1,1,1,2,2,1,2,0,1
"gene-NWMN_RS09625",11,6,5,4,4,2,5,5,4,1,2,2,4,2,1,5,2,4,4,3,1
"gene-NWMN_RS09630",27,18,23,12,25,16,12,20,23,9,19,12,10,13,7,11,5,3,10,5,3
"gene-NWMN_RS09635",5,4,6,5,6,3,8,0,6,2,7,6,4,5,2,2,3,2,2,4,4
