"gene_id","S1.ctr_1h.BR1","S2.trt_1h.BR1","S3.ctr_3h.BR1","S4.trt_3h.BR1","S5.ctr_1h.BR2","S6.trt_1h.BR2","S7.ctr_3h.BR2","S8.trt_3h.BR2","S9.ctr_1h.BR3","S10.trt_1h.BR3","S11.ctr_3h.BR3","S12.trt_3h.BR3"
"t145_t084_10150",16302,3420,12552,18084,17557,33658,13683,7309,60187,15942,6931,9177
"t145_t084_10160",31071,18910,38573,185721,35513,330742,62103,73708,100984,189010,25404,78567
"t145_t084_10170",15986,7969,18134,74218,16127,137692,29764,32912,38829,72606,12257,34467
"t145_t084_10180",33101,15510,32709,118473,38758,301093,42293,45114,83858,126920,19223,57092
"t145_t084_10190",7544,3423,10574,31458,10498,73960,12457,13192,24301,35201,6085,16324
"t145_t084_10200",18257,7099,10577,43224,18651,111534,14979,19080,51590,41708,6763,22463
"t145_t084_10210",1892,419,1313,4068,1742,7987,1412,2370,5676,3901,968,2214
"t145_t084_10220",6830,1193,2720,7440,6132,19412,2877,4503,20631,6516,2205,3704
"t145_t084_10230",5990,599,836,1595,5207,8800,1058,941,14825,1773,680,687
"t145_t084_10240",3004,468,1850,4426,2323,6015,2839,3417,8998,3386,1262,3592
"t145_t084_10250",5327,600,4795,5837,4299,8429,4168,4823,13876,5550,2790,5719
"t145_t084_10260",43665,7154,12592,30673,42369,82699,19498,13309,138981,35325,6803,13753
"t145_t084_10270",25836,4146,6596,20298,22388,64398,8546,9165,73677,36084,3965,9844
"t145_t084_10280",22959,6900,12934,37348,23087,73425,15711,15344,59116,39403,6733,15003
"t145_t084_10290",8625,2545,4278,10072,9549,29632,4274,3897,21635,11909,2027,4412
"t145_t084_10300",7193,807,5503,8425,6456,17619,5822,5055,20026,9371,3345,5519
"t145_t084_10310",13145,1379,10396,12515,15105,31627,11645,8335,45177,19146,7006,8991
"t145_t084_10320",11193,470,9836,4589,11892,11588,7680,2890,33347,6286,7309,5999
"t145_t084_10330",21413,6344,17980,64516,19556,105754,22257,41167,48541,75982,12304,42443
"t145_t084_10340",8886,3062,7487,30858,9271,51828,9227,19197,24338,27903,4785,18848
"t145_t084_10350",9999,4314,7817,41772,8769,67876,11959,22726,22028,37131,5740,22938
"t145_t084_10360",4691,8322,6340,100114,6148,144867,9321,44069,9338,75039,4477,39015
"t145_t084_10370",69042,21723,124542,151534,139129,316986,79652,49492,100731,65860,51406,59190
"t145_t084_10380",490,345,306,2978,446,6333,126,1173,710,1596,93,1521
"t145_t084_10390",5518,10742,5313,87808,5705,81333,6559,77234,14742,42090,3965,44781
"t145_t084_10400",2772,6397,1521,51806,2214,51737,1569,42610,5945,19935,1002,23413
"t145_t084_10410",2203,6184,1403,49997,2171,47369,1505,40049,6975,18239,795,22002
"t145_t084_10420",2434,8292,830,74351,1998,66921,1020,60706,8016,29093,597,25106
"t145_t084_10430",1618,5936,816,69396,1265,44492,920,66667,6969,23764,541,24460
"t145_t084_10440",2628,7894,986,99258,1853,59930,1395,100243,10459,33612,714,36191
"t145_t084_10450",3331,9750,1171,142080,2441,76573,3065,154479,15209,50083,1085,50467
"t145_t084_10460",2546,8568,909,125704,2124,60430,1662,138964,14901,36118,760,42608
"t145_t084_10470",58409,3655,38031,23016,70484,36408,36715,16611,223132,29203,23332,21639
"t145_t084_10480",55470,8507,39963,36037,67099,72173,50465,17686,164891,35514,23840,25311
"t145_t084_10490",163,9,20,54,115,161,30,28,186,82,15,27
"t145_t084_10500",127,14,18,76,66,123,15,50,164,94,12,24
"t145_t084_10510",100,39,18,88,89,241,26,42,267,68,11,28
"t145_t084_10520",156,27,91,272,130,571,98,233,348,269,73,178
"t145_t084_10530",219,32,203,479,207,616,244,497,493,387,104,327
"t145_t084_10540",27185,5901,13773,15467,22529,56860,12537,6845,51393,31239,7912,11809
"t145_t084_10550",1055,585,1608,3516,1215,8076,1025,2343,1001,2788,705,2331
"t145_t084_10560",294,50,132,489,315,1354,110,242,664,551,80,257
"t145_t084_10570",375,30,170,519,325,1187,130,221,836,469,134,208
"t145_t084_10580",411,36,259,454,291,1164,199,303,901,470,131,224
"t145_t084_10590",1052,185,802,2138,1165,4539,751,1165,2415,1944,557,1361
"t145_t084_10600",1547,506,1827,5565,1756,7840,1950,3286,2365,5190,1242,3226
"t145_t084_10610",3557,768,2991,5417,3543,10798,3429,3478,9206,6125,2384,4753
"t145_t084_10620",85113,15215,50932,77160,91421,220231,51768,36363,227056,116708,29287,48459
"t145_t084_10630",75699,17971,48017,101442,84323,256547,49673,51671,206117,124279,25548,56605
"t145_t084_10640",1013,517,751,3114,1235,7573,706,1619,3104,3883,454,1563
"t145_t084_10650",734,813,163,3055,956,12128,270,1262,2887,5600,140,1310
"t145_t084_10660",268,286,88,1420,236,3619,118,680,713,2220,49,584
"t145_t084_10670",201,289,108,1468,305,4014,90,602,979,1741,54,679
"t145_t084_10680",541,457,171,1953,752,6614,185,809,2424,2314,117,918
"t145_t084_10690",655,358,185,1646,632,5934,271,552,2317,2188,152,666
"t145_t084_10700",1549,482,538,2653,1518,8465,493,1042,3478,3013,249,1306
"t145_t084_10710",10446,2942,7040,18561,11342,35890,10363,10260,30880,21999,5176,11042
"t145_t084_10720",4329,1370,2090,14422,3970,28890,2453,8901,11805,14200,1282,8738
"t145_t084_10730",1240,533,708,5674,1303,9428,981,4845,3643,2764,675,3922
"t145_t084_10740",1590,2376,3008,16924,1529,16608,3300,7647,2318,9405,1808,8973
"t145_t084_10750",17814,2260,16202,20430,17076,31546,12734,14754,39517,25836,9459,17152
"t145_t084_10760",2294,1441,1335,15640,1830,25743,2276,8698,7887,12180,1139,6454
"t145_t084_10770",20154,2954,11772,25084,15718,51315,8633,12598,46148,19106,6723,13655
"t145_t084_10780",32776,11439,18591,80001,34264,200586,20843,33398,76200,65786,10959,40533
"t145_t084_10790",3292,1832,2697,14431,3208,27473,3170,6489,10916,9419,1607,6703
"t145_t084_10800",47830,4603,31129,29953,50104,61812,26866,17075,158495,25597,18060,20965
"t145_t084_10810",63279,4071,46701,30811,69497,75840,35443,16712,204792,43987,26325,23072
"t145_t084_10820",55565,5145,40261,48554,63896,93263,35175,25848,192498,52878,22518,27884
"t145_t084_10830",8863,1459,6344,8280,12724,13671,5725,3943,13989,4271,3375,5572
"t145_t084_10840",3081,428,2184,4134,3592,7473,2169,2011,7902,3374,1592,2332
"t145_t084_10850",9551,2280,6328,13567,10771,31529,6488,7754,27769,13057,3854,8939
"t145_t084_10860",54610,19084,8344,60610,40738,255542,9872,20334,125592,98223,5843,18318
"t145_t084_10870",69285,1613,7581,3934,64054,31684,7154,2186,189294,16501,6183,3174
"t145_t084_10880",22176,7180,9687,34167,24215,67951,10800,12494,58008,27907,6176,16881
"t145_t084_10890",19415,1945,15272,17265,18778,31723,15380,13434,47590,26052,10341,15869
"t145_t084_10900",8549,1011,5141,6592,7487,14137,5592,4940,21625,9696,3447,5759
"t145_t084_10910",6706,428,5819,4791,7938,10288,4302,3311,13379,9010,3409,4324
"t145_t084_10920",17714,1736,22260,18152,23706,22203,29468,15962,28189,19164,18625,19326
"t145_t084_10930",117882,25883,32528,113987,111162,398461,40883,46922,332982,124702,19913,43541
"t145_t084_10940",3344,1507,3603,14196,4172,22396,5433,7985,11172,11418,2497,6382
"t145_t084_10950",265,503,846,8176,772,6742,1300,6637,878,2704,807,5108
"t145_t084_10960",50619,25815,31195,170070,63195,395807,56718,75235,149268,123632,24606,89232
"t145_t084_10970",8755,291,14239,4358,9987,5354,21732,4264,23458,5091,11473,5802
"t145_t084_10980",6112,114,5561,832,7005,1768,10126,741,18667,1227,4585,1271
"t145_t084_10990",7833,511,3332,3776,7798,11446,2640,2562,8609,5871,1948,3016
"t145_t084_11000",7087,6504,26704,45404,12066,106978,15911,22780,23903,42133,14204,27529
"t145_t084_11010",106515,104439,58614,674177,121770,1758976,72248,278699,358579,662061,39420,290157
"t145_t084_11020",33971,24839,17890,118057,31664,234238,26054,50390,103383,87708,11798,63926
"t145_t084_11030",5547,1841,7941,13238,8117,15550,11203,6385,15510,8808,5187,6758
"t145_t084_11040",16969,19539,10939,102205,18857,332938,12164,44060,48003,76803,6974,52590
"t145_t084_11050",1627,16636,1174,87485,1139,259534,1154,36113,5972,60092,961,40965
"t145_t084_11060",2749,23241,1461,121876,1871,364418,1652,53705,10038,72668,1177,54054
"t145_t084_11070",3860,43411,2395,281383,3169,722352,4907,132525,23865,164479,2892,130565
"t145_t084_11080",648,6290,582,25312,412,87197,759,12270,3513,16095,395,21689
"t145_t084_11090",3482,473,2137,2057,4619,5307,2332,946,5917,2318,1198,1419
"t145_t084_11100",7318,1665,4046,13379,7251,26344,3679,6463,15849,10623,2305,7108
"t145_t084_11110",3118,123,2682,663,3387,1412,3030,475,8387,1869,2247,933
"t145_t084_11120",104,130,1046,1068,558,1396,617,406,190,130,232,213
"t145_t084_11130",2012,196,1079,2570,2024,4376,1170,1504,4488,3212,852,1784
"t145_t084_11140",2276,274,1517,3164,2612,6299,1493,2028,6880,4108,1070,2225
"t145_t084_11150",25,12,47,204,83,505,72,147,269,140,55,145
"t145_t084_11160",84,18,51,158,58,543,48,158,202,133,40,196
"t145_t084_11170",19825,4434,11040,25269,18621,58384,17574,16458,47288,22455,7571,11442
"t145_t084_11180",417,341,986,2752,706,2507,755,1556,1091,1988,341,1551
"t145_t084_11190",209,103,320,938,215,1695,414,394,512,589,252,339
"t145_t084_11200",245,70,222,877,276,1086,350,656,676,808,149,588
"t145_t084_11210",322,72,267,733,257,888,304,562,869,782,167,522
"t145_t084_11220",62,57,101,646,23,60,64,383,76,125,38,255
"t145_t084_11230",6,0,0,6,6,6,4,8,0,0,0,6
"t145_t084_11240",29,2,6,5,4,10,3,7,8,2,2,10
"t145_t084_11250",13,12,203,617,10,66,313,568,10,372,173,527
"t145_t084_11260",9,17,87,233,42,323,57,143,103,226,46,151
"t145_t084_11270",55,21,76,257,52,290,118,204,131,198,40,194
"t145_t084_11280",137,38,110,213,64,420,110,139,211,419,75,241
"t145_t084_11290",929,153,659,672,870,1954,683,476,1639,1960,412,798
"t145_t084_11300",701,138,744,1348,792,2329,838,753,1782,1491,493,1043
"t145_t084_11310",150,24,126,431,111,1034,60,251,359,369,42,399
"t145_t084_11320",27,10,25,174,59,323,14,88,89,79,11,117
"t145_t084_11330",34079,50133,20351,661838,32446,905838,17884,614080,114685,100627,11844,741784
"t145_t084_11340",8325,15217,10620,274581,8070,285137,14038,311060,30048,45348,5983,336235
"t145_t084_11350",12304,902,5134,7569,11277,17876,5468,3822,28945,9608,4195,5008
"t145_t084_11360",8095,925,5581,8658,7026,14005,4706,4112,20524,9646,3499,5802
"t145_t084_11370",7984,3645,5236,20904,7566,38239,7599,10730,17853,16093,3224,10784
"t145_t084_11380",1702,587,1041,3853,2068,8329,751,2085,3993,3150,565,2604
"t145_t084_11390",4522,1868,2953,12176,3830,22006,3317,8870,11498,13385,2227,8874
"t145_t084_11400",1472,514,1139,3537,1344,13427,1137,4121,10175,3128,756,2549
"t145_t084_11410",3560,1671,6038,26950,4786,904085,7063,245869,471092,10134,3200,6825
"t145_t084_11420",26136,983,13725,8801,22935,21093,14609,6758,109153,8572,7602,5102
"t145_t084_11430",23692,1466,6275,3673,26769,22792,12968,3840,156598,4474,3639,2636
"t145_t084_11440",3387,379,2512,2723,3953,7263,2686,1407,9533,3629,1733,1923
"t145_t084_11450",18005,1742,11474,16746,16215,40945,14633,10101,40694,24040,8273,10662
"t145_t084_11460",17434,2102,10197,22137,14667,46582,10742,15118,41824,23818,6412,13114
"t145_t084_11470",7028,770,4623,7028,8219,14536,4131,4363,23207,6240,2957,5375
"t145_t084_11480",8603,1109,7629,13680,8970,23183,10599,11502,23944,18923,6668,10802
"t145_t084_11490",25807,3747,20603,43545,25042,59498,25782,31556,82011,37941,16238,32559
"t145_t084_11500",1533,216,1017,1653,1328,2967,1266,1406,3764,1436,775,1347
"t145_t084_11510",9152,1665,4664,11708,8152,19445,4899,7521,23534,9370,3229,7204
"t145_t084_11520",23686,4083,10562,31720,20960,54406,15728,25054,71328,31390,9035,19485
"t145_t084_11530",24749,3019,20455,26493,24547,40835,28882,18296,57461,19952,14723,25676
"t145_t084_11540",1124,2481,15081,21430,3501,16904,12640,19418,492,10419,6238,16621
"t145_t084_11550",171693,23674,121865,259051,187250,435788,137602,218733,581562,242766,99575,241213
"t145_t084_11560",84290,36300,57745,196327,121545,397132,91787,115161,325929,114358,35476,86297
"t145_t084_11570",6729,1763,3268,13258,6930,34741,3126,7799,18643,13242,2322,7578
"t145_t084_11580",13480,2033,11251,11607,14987,22634,9704,6347,37762,9499,6868,8291
"t145_t084_11590",11089,2109,9583,13178,12602,27500,11880,7774,35833,14313,7911,9924
"t145_t084_11600",23572,3638,16796,21244,23031,45008,22904,12420,72632,28712,13911,15450
"t145_t084_11610",15269,519,10429,2736,14275,9309,9227,1899,42105,7223,7140,3981
"t145_t084_11620",16780,650,13866,2870,16100,10237,11925,2045,45065,8808,8762,4501
"t145_t084_11630",13381,754,13515,2262,12188,11270,11876,1897,30023,10016,8205,3959
"t145_t084_11640",9114,893,7870,4822,8495,13737,6267,2855,19546,7572,4681,3968
"t145_t084_11650",51602,5857,43851,40817,48240,108354,40599,21105,144206,63424,30115,31125
"t145_t084_11660",126468,22670,106853,133486,136860,338972,130856,66707,369706,167235,72923,96781
"t145_t084_11670",201815,25807,41856,107343,172378,290800,39722,48682,591913,146796,27418,64065
"t145_t084_11680",123557,9615,102351,61446,186910,102819,94036,47234,311805,41447,63552,60249
"t145_t084_11690",26952,3042,23805,19551,25515,37255,20367,14147,63544,16455,12461,14761
"t145_t084_11700",8292,1177,5797,9537,10524,19509,6891,5725,33248,12699,4162,5719
"t145_t084_11710",16392,1763,14483,25362,18887,39247,13190,14376,32549,23156,9710,15681
"t145_t084_11720",163120,6133,96088,42498,198172,101372,91139,25177,641958,86356,61253,36288
"t145_t084_11730",15420,636,9507,3955,19054,10275,9542,2219,57527,9139,6316,3497
"t145_t084_11740",7089,310,6653,2336,9844,4096,5074,1223,28353,5038,3239,1963
"t145_t084_11750",63639,2515,50094,17825,77637,43553,40283,11384,265639,38088,28278,15764
"t145_t084_11760",25832,1220,23451,11024,26723,22297,24504,7725,85946,23719,16186,8732
"t145_t084_11770",65080,5851,36070,40449,60605,96159,38984,27222,178503,57762,24946,26069
"t145_t084_11780",87345,10996,60493,73248,85834,195711,62858,41421,249712,103649,42012,53564
"t145_t084_11790",38493,5536,31613,42030,38330,91272,30453,25166,110660,42724,18882,26990
"t145_t084_11800",21090,1004,14117,6653,19490,18517,12057,3811,54302,11021,9265,7798
"t145_t084_11810",18151,820,12986,7242,17920,16453,10608,4555,49767,11345,7795,7538
"t145_t084_11820",64032,3608,39310,13179,65289,44270,52301,10015,186512,32279,29073,13954
"t145_t084_11830",54785,3386,30410,11128,51369,36707,40166,8838,171138,20601,22379,10764
"t145_t084_11840",192581,16256,130430,79955,198468,195563,139309,49332,603433,112433,89640,65027
"t145_t084_11850",221022,6180,196512,44847,223951,86450,183199,54284,684586,66827,134032,67734
"t145_t084_11860",62783,7518,36951,60036,61991,133734,60699,32931,161656,109757,29223,36971
"t145_t084_11870",73795,9071,50989,71664,75202,178605,66738,39053,213778,154108,31800,47535
"t145_t084_11880",26771,3664,18361,27061,29154,70152,21656,15407,88164,49567,10732,17491
"t145_t084_11890",27480,5362,21175,43394,29348,83510,22194,22692,82422,58465,11654,24429
"t145_t084_11900",82212,5634,16311,19546,92826,131028,20991,13509,220349,78153,13075,9241
"t145_t084_11910",106480,10575,54634,97436,117278,218954,52589,63031,311807,164785,33915,54156
"t145_t084_11920",601,73,414,780,525,1775,431,444,1356,786,304,448
"t145_t084_11930",645,184,987,1942,890,2919,949,1372,1892,1364,592,1391
"t145_t084_11940",346,97,207,745,398,1833,230,337,1065,774,145,363
"t145_t084_11950",69128,8774,22100,43174,61796,133649,25380,16318,170758,56629,12360,18187
"t145_t084_11960",85465,11390,40925,79722,71051,158284,60270,37293,209744,81128,25281,29579
"t145_t084_11970",10504,1201,5402,7881,10120,14828,6937,4512,33484,7807,4467,3689
"t145_t084_11980",12754,1791,7267,12163,12837,22224,10030,6542,40463,11919,5895,6301
"t145_t084_11990",5425,1545,5273,16535,5988,26657,5230,11771,16497,13414,3333,10966
"t145_t084_12000",199013,9319,177600,87906,296726,91458,181204,90611,501171,28142,123002,100488
"t145_t084_12010",26830,421,17086,2235,32560,4861,13728,2197,113057,3169,12697,4545
"t145_t084_12020",11385,266,6912,842,14273,2125,5297,859,48120,1114,4981,1852
"t145_t084_12030",21929,1929,22798,7601,37155,15023,13391,4489,40444,6126,12259,7812
"t145_t084_12040",1366,122,1188,826,1923,1868,1097,613,5170,1066,692,782
"t145_t084_12050",59748,6837,43725,45626,59257,93963,41404,35179,172167,63819,27193,39145
"t145_t084_12060",7348,1004,8731,10722,6477,14087,11867,10619,19561,11990,6835,8646
"t145_t084_12070",22124,2203,8713,11716,18364,34525,8933,5762,59463,16640,6118,6887
"t145_t084_12080",40781,5898,20427,34415,33956,84855,16495,17939,108577,56324,12652,19562
"t145_t084_12090",8951,1741,5193,13478,7124,27144,5133,5862,22054,15192,3212,6279
"t145_t084_12100",68593,12681,87558,79298,54842,93278,54722,41829,120518,61778,42743,63472
"t145_t084_12110",52611,2480,61864,24023,48403,52194,34497,10568,140191,31902,27444,17622
"t145_t084_12120",57038,2557,69554,26112,46674,49938,35278,11554,132458,30730,29134,18022
"t145_t084_12130",67886,3498,86588,36221,55035,67593,51805,17330,161474,45198,40090,25388
"t145_t084_12140",30857,1789,55135,17776,24771,33102,24673,9378,67941,23992,22349,13156
"t145_t084_12150",15194,5242,9449,34017,15186,82536,8258,16170,39664,35883,5571,17117
