"gene_id","S1.ctr_1h.BR1","S2.trt_1h.BR1","S3.ctr_3h.BR1","S4.trt_3h.BR1","S5.ctr_1h.BR2","S6.trt_1h.BR2","S7.ctr_3h.BR2","S8.trt_3h.BR2","S9.ctr_1h.BR3","S10.trt_1h.BR3","S11.ctr_3h.BR3","S12.trt_3h.BR3"
"t145_t084_12610",83396,6847,67230,29439,74783,107943,57002,16211,210861,74184,44439,34490
"t145_t084_12620",30515,6811,33671,35282,30128,79961,39792,27265,74212,58056,23006,37961
"t145_t084_12630",142569,31867,116836,156782,125207,351066,151631,116401,346407,274671,83460,149569
"t145_t084_12640",69709,21202,80554,178283,70192,262576,82463,84918,133561,143308,48375,93927
"t145_t084_12650",36916,8431,28483,85765,39466,182068,31637,46739,93184,97077,19052,41934
"t145_t084_12660",5673,4232,8146,29298,7815,38646,10011,14500,8539,24256,4862,16233
"t145_t084_12670",4655,1492,2375,10072,5147,20318,2186,4876,11978,8786,1204,4526
"t145_t084_12680",57,640,53,23694,43,12834,76,1966,137,22719,31,1571
"t145_t084_12690",78,907,41,55390,49,11346,39,5598,129,38441,23,3159
"t145_t084_12710",240,89,280,690,205,1808,358,600,610,1843,274,622
"t145_t084_12720",1463,101,895,1464,1288,1488,1380,596,4662,666,547,500
"t145_t084_12730",397,205,269,1681,419,4100,154,916,751,1322,164,928
"t145_t084_12740",968,267,856,3065,1087,6218,995,1546,2865,2230,650,1579
"t145_t084_12750",326,180,432,2380,378,5048,428,1259,1191,1799,323,1050
"t145_t084_12760",238,131,237,1622,205,3188,274,904,515,1518,150,745
"t145_t084_12770",227,69,1100,639,153,1162,989,1325,355,294,1052,634
"t145_t084_12780",171,55,695,647,130,1015,642,1027,539,248,681,453
"t145_t084_12790",277,81,1063,853,348,1426,788,1374,576,477,983,801
"t145_t084_12800",235,72,280,1258,355,1657,228,728,299,750,213,914
"t145_t084_12810",131,27,184,712,93,574,124,359,94,433,74,444
"t145_t084_12820",5192,573,2232,14804,3872,7315,2098,12353,10536,2549,1579,6049
"t145_t084_12830",4029,1508,4030,18107,3946,16330,5012,7401,7700,19896,2658,8365
"t145_t084_12840",1665,539,2383,7555,2135,6561,3161,4017,5279,9337,1695,3539
"t145_t084_12850",27826,1208,14832,6988,22210,13403,8829,18091,41039,2586,14287,23807
"t145_t084_12860",46002,2088,8334,11588,35949,28135,9116,23878,75177,7480,11509,38071
"t145_t084_12870",1696,156,596,1275,1571,2103,503,905,1998,868,397,973
"t145_t084_12880",816,138,22005,6856,1814,1352,16883,12677,768,681,12581,6857
"t145_t084_12890",93018,1785,3247,2865,61352,9546,4341,4877,100095,4987,4624,23131
"t145_t084_12900",7834,2890,6134,17031,7229,51511,4314,8881,12304,23952,3578,10215
"t145_t084_12910",6563,2591,3640,14405,5522,40861,2933,7181,12964,15516,2053,7141
"t145_t084_12920",15081,6918,7439,50614,10734,129715,9630,26980,35848,42413,6055,21245
"t145_t084_12930",23228,3694,7150,9206,24822,33213,5867,4524,110403,11871,4181,5275
"t145_t084_12940",73525,8875,8418,11925,72390,83582,12500,6612,334152,20862,7268,6633
"t145_t084_12950",14809,1809,3339,4161,17861,19850,4443,1539,66225,4080,2531,2103
"t145_t084_12960",9862,2034,5162,13366,10950,42380,5664,6505,32592,16825,3469,7662
"t145_t084_12970",30485,17708,17497,82854,32220,241271,18358,27479,67698,94161,9741,32991
"t145_t084_12980",8178,1111,4813,5018,9737,23732,4600,2475,22632,12245,3311,3207
"t145_t084_12990",27172,3548,14031,16931,26302,73187,13026,8272,65492,30132,8628,9488
"t145_t084_13000",18965,3575,10878,20604,19059,66191,9003,8891,49372,27345,6264,9932
"t145_t084_13010",4173,1062,4133,12622,4627,18139,4060,7235,10146,6437,2546,5488
"t145_t084_13020",3652,739,2792,7697,3214,12112,4044,5087,7983,10113,2459,5604
"t145_t084_13030",4067,451,2482,3808,3587,6617,2138,3022,10782,4195,1556,2549
"t145_t084_13040",73642,3702,31197,11448,70128,41061,29370,5665,214367,29258,21778,10935
"t145_t084_13050",32779,1586,12858,4932,29773,18624,14766,2367,99196,12298,9816,4676
"t145_t084_13060",13211,3536,8298,21103,12466,45493,11872,12265,39947,17702,5710,12559
"t145_t084_13070",1163,356,996,3660,420,4885,3620,1462,1049,3039,833,3095
"t145_t084_13080",1583,542,1769,5810,541,6099,5401,2460,1623,4421,1466,4809
"t145_t084_13090",2557,747,2060,9294,918,9088,5179,3452,3334,4337,1374,6307
"t145_t084_13100",1511,626,1848,10206,592,7222,4445,3949,2295,4277,1097,7519
"t145_t084_13110",2022,1029,2903,16633,841,11990,9836,9026,3722,9661,1983,13543
"t145_t084_13120",1834,1042,2540,17432,765,10814,8434,9061,3222,6646,1796,13672
"t145_t084_13130",35617,6131,10796,61155,7862,92083,37687,23752,25467,62016,8172,39426
"t145_t084_13140",29863,635,9921,10783,3479,8763,33684,7786,10059,9807,7054,11518
"t145_t084_13150",51377,4597,33884,30787,63017,61782,32230,19197,93841,37133,29266,27087
"t145_t084_13160",223936,11440,167551,85370,244672,175051,123795,56966,403705,115188,119948,83113
"t145_t084_13170",2661,699,1689,2708,2785,5902,2617,1868,9848,3720,1289,2219
"t145_t084_13180",10564,964,7793,7884,11077,17591,6400,6270,25426,8852,5515,6864
"t145_t084_13190",9130,887,8108,8633,8732,15642,7926,7081,23331,9528,5530,6997
"t145_t084_13200",1358,152,959,1528,1213,2917,1007,1053,3173,1536,650,1137
"t145_t084_13210",2174,281,2682,2653,2627,4283,2310,2123,7255,2841,1532,1897
"t145_t084_13220",9173,1406,7256,13454,8357,29008,8217,7573,23224,17680,5114,9140
"t145_t084_13230",4135,986,2323,4094,4660,11494,2159,2791,10868,6361,1314,2953
"t145_t084_13240",14248,3205,7833,18085,13663,38271,8858,12505,36096,19200,5059,11579
"t145_t084_13250",17082,1350,8502,7777,17704,15791,9297,5239,60043,5766,5991,5702
"t145_t084_13260",30338,2850,17075,17568,33336,39504,17577,10977,118937,15805,11232,13714
"t145_t084_13270",19208,1460,8569,9342,19592,20790,9780,5777,59307,8899,5511,7334
"t145_t084_13280",98728,39365,57390,142544,78294,458674,58204,63762,244006,229012,35261,102919
"t145_t084_13290",28457,9109,19311,63081,27799,132801,13997,37035,60807,54244,10488,45962
"t145_t084_13300",13445,6146,17219,39696,21959,55609,19171,31250,34931,27119,10831,36386
"t145_t084_13310",5255,2323,2971,10965,6350,25112,4092,5503,15760,10790,2078,5966
"t145_t084_13320",291278,7630,134215,43207,298739,98787,124291,27294,936501,82816,84693,50887
"t145_t084_13330",285,232,1351,3319,655,3244,881,1637,152,1569,597,1609
"t145_t084_13340",17474,6757,12028,43773,21217,93298,12658,20124,50092,38965,7388,21589
"t145_t084_13350",12405,6296,6406,18762,12095,70420,8096,9542,26211,29310,3938,10928
"t145_t084_13360",1514,890,541,4864,1633,13345,617,2185,4318,3221,353,2242
"t145_t084_13370",2663,1464,2783,13890,3418,24436,2340,5930,7577,8105,1432,6230
"t145_t084_13380",56419,15196,67272,180382,72962,258219,88627,124862,192330,188325,58250,109664
"t145_t084_13390",5637,330,15085,4110,17194,4286,9394,5062,56582,1538,8689,5396
"t145_t084_13400",4472,238,11839,3701,13775,4455,8101,5242,47086,1540,8421,5542
"t145_t084_13410",4873,335,11900,4912,13738,6460,9737,7325,45695,2024,8969,7485
"t145_t084_13420",7602,736,20386,8765,19374,11734,17339,14175,72964,5111,15754,14631
"t145_t084_13430",5010,582,16264,9148,13004,9250,22984,16738,42646,5920,16871,14817
"t145_t084_13440",3821,771,2222,5936,4250,10650,2552,3529,10188,5864,1762,3486
"t145_t084_13450",313091,18524,182729,63986,298791,189383,152172,28198,987251,116671,91694,49754
"t145_t084_13460",446122,29094,189735,97675,403959,334700,215969,40836,1433967,188405,118018,61463
"t145_t084_13470",237366,15992,69900,41904,221477,178044,85349,17175,808916,98314,44222,22488
"t145_t084_13480",304319,22312,76099,50537,286759,262984,96313,22090,1031283,135907,51980,22905
"t145_t084_13490",31290,15657,32061,112413,38318,286793,41314,78563,87460,196267,21607,78478
"t145_t084_13500",22939,3234,15188,26265,19375,77855,16792,14687,42043,46814,13569,22437
"t145_t084_13510",15801,2812,14512,15974,14870,45420,17493,13117,37597,31522,11581,15986
"t145_t084_13520",107162,13696,64421,62132,104504,201573,58528,40324,291611,120667,41677,58861
"t145_t084_13530",17107,4099,10533,26724,17765,52343,18229,17684,50574,18282,8150,17025
"t145_t084_13540",7084,273,3439,3560,5153,4723,4334,2421,16694,1914,2002,1972
"t145_t084_13550",7252,253,4024,3836,4911,5039,4553,2919,19154,1832,2073,2209
"t145_t084_13560",871,459,967,2494,1089,4543,915,1556,2012,2201,521,1410
"t145_t084_13570",198295,21902,124893,105357,184013,233839,105694,45671,598546,132684,56103,60850
"t145_t084_13580",41688,5363,24811,25267,48260,65414,23771,10521,142131,26844,14158,14788
"t145_t084_13590",9066,1683,5911,9340,9139,22783,7784,4975,27383,9000,4101,5946
"t145_t084_13600",12185,2433,9165,12825,13347,28167,10129,6498,40355,10064,5647,8285
"t145_t084_13610",49676,9337,48718,99756,51856,151982,54698,60786,106091,98673,32027,70769
"t145_t084_13620",14,14,268,282,56,175,262,259,102,359,190,272
"t145_t084_13630",116,19,122,288,90,370,124,115,305,191,60,106
"t145_t084_13640",2865,647,919,3510,2439,8471,787,1374,9317,1555,459,1182
"t145_t084_13650",7316,1232,2033,6165,6472,19001,1733,2227,24346,4673,1255,1963
"t145_t084_13660",3687,748,403,1489,3457,10427,583,753,11691,2187,339,467
"t145_t084_13670",4148,1094,3133,10791,5075,20130,3975,4841,11205,11935,2200,5575
"t145_t084_13680",3094,876,2890,8053,3745,13082,4246,3577,9666,10732,1911,4231
"t145_t084_13690",1118,187,1093,2385,1114,3663,1541,1004,2594,3747,731,1313
"t145_t084_13700",1706,300,1439,3994,2183,5984,1720,1320,5744,4644,902,1830
"t145_t084_13710",1688,389,1437,3827,2072,6133,1589,1506,7771,4447,770,1878
"t145_t084_13720",2979,805,1760,6972,4530,12002,3220,2402,16007,9223,1088,2804
"t145_t084_13730",834,198,548,1672,1362,2997,1060,536,4713,2163,274,767
"t145_t084_13740",376,145,464,989,718,1962,839,364,2785,1609,281,517
"t145_t084_13750",460,128,657,1336,1009,1931,1203,520,3018,1526,352,674
"t145_t084_13760",1921,347,1800,3750,2847,5656,3939,1484,9014,3711,1360,1811
"t145_t084_13770",782,188,470,1658,1042,1865,734,467,2846,740,291,595
"t145_t084_13780",20091,6271,12073,56615,21641,115530,21265,20746,53404,54710,8097,23270
"t145_t084_13790",11966,8672,14343,90685,12996,178924,23822,57640,26664,97973,12376,61832
"t145_t084_13800",118771,19311,38473,58475,108663,220572,38362,25457,462746,59461,18867,25207
"t145_t084_13810",183981,23448,16245,22213,158054,275068,24355,13430,742916,43115,12073,6895
"t145_t084_13820",63232,8516,12418,19468,57409,111966,14026,8409,250330,26848,7418,7881
"t145_t084_13830",35293,4804,8616,12237,43915,80552,6278,4646,162106,13120,4062,5482
"t145_t084_13840",14807,1350,7782,7743,11073,24872,9520,5901,31187,20006,5320,9374
"t145_t084_13850",33572,9664,25147,137962,32060,253748,33320,93324,105381,147768,18912,83144
"t145_t084_13860",9521,2366,5985,26645,9440,51922,5357,14621,24946,20978,3618,15796
"t145_t084_13870",905,331,171,1272,791,3582,462,727,3536,1494,157,590
"t145_t084_13880",50420,15254,1760,60812,56963,155973,2655,29194,184488,93957,1808,45210
"t145_t084_13890",443,167,820,1452,426,3128,773,976,1023,2104,630,1246
"t145_t084_13900",4124,294,2871,5641,4044,13368,2717,3499,9388,7658,2073,3741
"t145_t084_13910",7439,5170,6076,50071,7155,76305,9066,30044,26502,26647,4462,26139
"t145_t084_13920",1077,154,1071,1953,1297,2794,2264,1481,4538,1270,866,723
"t145_t084_13930",1373,236,2417,3895,1463,4186,3267,3327,4615,2080,1590,2394
"t145_t084_13940",498,91,573,1241,557,2069,752,951,1378,700,447,757
"t145_t084_13950",51734,5670,23590,33130,53864,72755,28545,14062,150947,35608,15951,18272
"t145_t084_13960",14124,566,6271,4182,12015,8197,6660,2539,34100,6159,4687,3392
"t145_t084_13970",32462,1018,8738,5009,26386,17188,9030,3065,70727,14569,6630,4155
"t145_t084_13980",19096,912,8099,4862,13776,14127,6899,3879,45663,14485,5671,4904
"t145_t084_13990",16616,573,7837,6005,16583,9977,7083,4408,48095,6020,5393,5248
"t145_t084_14000",3006,998,587,4324,2091,17386,939,2441,8724,7197,497,1813
"t145_t084_14010",1572,833,1648,7366,2226,12554,1770,3391,1669,7191,1070,3959
"t145_t084_14020",315,118,132,676,569,2018,93,235,313,373,72,257
"t145_t084_14030",1327,212,408,1065,1339,3435,711,766,4051,2270,435,629
"t145_t084_14040",23349,483,4470,3762,16680,7531,6058,2400,29291,6739,4059,5001
"t145_t084_14050",5172,848,1656,3143,5231,8771,1727,1658,17959,4656,1098,2141
"t145_t084_14060",610,196,385,959,670,1449,519,531,2360,1373,312,637
"t145_t084_14070",452,3,887,530,726,139,383,184,830,162,366,156
"t145_t084_14080",215,131,128,524,122,3154,99,547,473,1244,93,1121
"t145_t084_14090",99,42,37,212,36,1108,28,256,230,565,26,453
"t145_t084_14100",313,450,182,3048,289,6847,142,2971,1209,2136,125,4021
"t145_t084_14110",18045,1825,16324,15653,25032,30718,11172,8321,29008,13162,6252,11077
"t145_t084_14120",12369,1544,13080,13542,16064,26044,11067,7435,21596,19397,6049,10810
"t145_t084_14130",11669,2849,9330,15981,11884,48159,11934,8679,24689,31210,5768,9697
"t145_t084_14140",2355,8572,2532,277621,4718,106098,10287,139151,11383,53926,2353,72126
"t145_t084_14150",106,38,1027,1760,186,883,1172,1149,515,891,568,717
"t145_t084_14180",8456,3570,4896,18524,7059,40082,6957,10331,23528,22077,3752,11799
"t145_t084_14190",12854,1751,9738,16331,12004,27374,7897,11148,30085,10901,6110,10043
"t145_t084_14200",14241,1375,11296,10236,9147,19408,14566,9587,34500,15832,9014,9564
"t145_t084_14210",20993,4033,2849,4798,25796,50944,3865,1704,53034,5612,2562,1489
"t145_t084_14220",50164,3877,31066,27516,46633,60935,35864,20371,135277,35706,24190,25430
"t145_t084_14230",5383,570,4663,5651,3807,7801,7006,4794,12319,6609,4523,4740
"t145_t084_14240",28030,3317,13356,22987,24694,47591,15310,15099,80723,20847,9474,16531
"t145_t084_14250",24024,7382,17166,52087,21606,97521,18449,33553,69365,51647,11688,33020
"t145_t084_14260",16267,1595,9282,10104,14573,30773,6366,6329,32216,13779,5510,8259
"t145_t084_14270",18104,7634,10074,38897,21604,75962,15702,17730,35870,35987,6720,19050
"t145_t084_14280",2577,1018,1088,6948,2288,13890,1230,4235,9047,6562,805,5220
"t145_t084_14290",3392,15047,1124,93018,3326,214481,1635,48992,24270,63643,973,59983
"t145_t084_14300",25550,5719,22044,34613,26768,49786,24967,20414,93954,20268,12942,27098
"t145_t084_14310",63581,10080,33854,63375,61366,167284,36564,34915,149535,76587,20234,38092
"t145_t084_14320",19018,2711,11950,23619,20156,50369,12029,11816,53810,21687,8315,13193
"t145_t084_14330",12540,2294,9831,25556,10888,51905,9876,14228,32775,26926,7354,14695
"t145_t084_14340",3363,636,2754,7359,2634,14349,1871,3962,7892,7384,1531,4296
"t145_t084_14350",15091,4823,7262,32680,12268,72710,6548,15564,34031,33189,4473,16588
"t145_t084_14360",6820,3110,5101,24806,5822,45214,4616,13646,21788,21942,2784,12441
"t145_t084_14370",2783,1658,2640,13939,2189,20698,2919,8035,8711,11188,1620,6763
"t145_t084_14380",2746,1554,2453,4894,2716,11047,3713,3343,10886,5010,1379,2939
"t145_t084_14390",7276,4296,4020,22438,6242,44511,5766,13447,16038,25938,2490,10786
"t145_t084_14400",7676,3934,4864,16337,7879,36872,5015,10966,18169,19037,2532,9447
"t145_t084_14410",115783,35753,107410,183323,124686,514718,135906,94399,293193,303471,73592,104442
"t145_t084_14420",14680,2942,15015,24475,16377,54220,12243,15961,38795,29925,9971,13004
"t145_t084_14430",43463,25087,45815,249570,48266,401116,39392,108912,100633,175637,26315,98800
"t145_t084_14440",419,82,743,1715,362,1726,907,2218,1292,1700,575,1811
"t145_t084_14450",196465,75932,180545,720487,277669,1038940,186644,409120,425749,382330,100006,434439
"t145_t084_14460",18655,4685,17210,29890,19491,42370,24418,15752,76169,26030,12759,18489
"t145_t084_14470",990,310,641,1961,923,4987,856,1225,2152,2520,465,1143
"t145_t084_14480",193,83,71,301,108,2043,143,184,544,1412,87,277
"t145_t084_14490",152,63,28,381,79,2147,66,260,401,681,43,237
"t145_t084_14500",159,94,40,563,86,2325,64,276,399,599,29,286
"t145_t084_14510",89,164,38,1685,92,3243,79,719,487,693,18,645
"t145_t084_14520",21780,51177,5366,188844,19423,675988,8215,89753,51274,275696,3867,111904
"t145_t084_14530",9568,19717,2306,66491,7937,230954,3214,31385,26556,84922,1326,35808
"t145_t084_14540",11882,21007,2208,74900,9829,285534,4041,34382,36178,78548,1581,32603
"t145_t084_14550",9767,14624,2051,56205,8358,175900,3065,26609,32069,39266,1283,29159
"t145_t084_14560",7973,13424,1943,57026,7618,145207,3546,27134,29250,37363,1304,32761
"t145_t084_14570",220,271,437,1833,512,2544,666,948,887,1136,256,1452
"t145_t084_14580",115883,12937,99453,89297,98213,220591,64916,39107,307787,92046,49333,42936
"t145_t084_14590",53427,4764,73580,45065,46481,76191,40561,22355,140599,32069,32804,22141
"t145_t084_14600",1426,1073,5538,6986,2719,7228,2853,3258,1960,2266,1743,3566
"t145_t084_14610",2658,374,2674,2817,2593,6662,3697,1892,5760,4233,1707,2158
"t145_t084_14620",1748,268,1106,2060,1243,5273,995,1104,3250,2760,748,1463
"t145_t084_14630",814,132,639,1163,659,1833,487,625,1168,1045,420,787
"t145_t084_14640",129,13,127,339,71,396,92,183,203,278,76,203
"t145_t084_14650",43,8,37,100,38,98,43,59,144,67,36,62
"t145_t084_14660",0,0,25,49,28,94,25,31,61,41,14,29
"t145_t084_14670",63,9,510,201,60,514,259,249,115,347,235,276
"t145_t084_14680",31559,6724,23671,75375,30681,158553,52026,20983,107946,35293,16536,21622
"t145_t084_14690",7992,2593,2220,9856,5040,42049,1986,5535,13298,11787,1206,5685
"t145_t084_14700",17359,5635,4401,16447,23706,116639,5738,8895,43265,55680,3280,10442
"t145_t084_14710",24291,4676,10279,19268,27525,75614,15616,9884,77458,33024,7141,8740
"t145_t084_14720",82957,18738,28051,92937,80810,270708,46717,40205,226292,138591,19538,35623
"t145_t084_14730",256,41,297,654,204,965,285,636,600,605,270,647
"t145_t084_14740",8360,971,7131,5056,10978,13997,6545,2967,29474,6297,6717,4649
"t145_t084_14750",66659,25787,19046,48999,75310,276266,26649,27329,201213,106361,11610,21472
"t145_t084_14760",20579,4279,13068,26302,21515,78303,12948,13077,59707,42779,9257,14949
"t145_t084_14770",12524,3533,10007,24215,12125,51494,8768,12722,36900,22843,6113,12948
"t145_t084_14780",14970,2041,12815,14885,15530,37684,10056,10789,28932,22937,7748,15041
"t145_t084_14790",12412,2213,12739,16781,12229,39516,8819,12502,22933,26558,7222,16214
"t145_t084_14800",7988,2397,7806,24082,8835,49302,7848,15068,17154,24658,5624,18352
"t145_t084_14810",70782,24817,52404,113669,74546,296383,56035,45532,176878,179773,27248,52148
"t145_t084_14820",6134,212,2420,2897,10306,1573,3641,650,66891,2140,2298,826
"t145_t084_14830",5932,300,3217,4518,5002,2689,3790,1207,46959,3438,2761,1419
"t145_t084_14840",535,44,171,361,466,610,297,318,1817,481,148,260
"t145_t084_14850",31231,5914,10594,23275,31892,66714,16209,11345,102699,37081,6190,15000
"t145_t084_14860",6548,2999,1971,10488,8704,38163,3689,5784,23984,18029,1191,7461
"t145_t084_14870",9497,8371,5247,57786,9958,177274,6119,28355,25081,54902,3495,22526
"t145_t084_14880",9132,7828,19587,52937,19905,113764,15905,27882,7592,45440,9983,26302
"t145_t084_14890",15331,3791,12976,19464,16559,40189,12965,11033,45199,21435,6472,12557
"t145_t084_14900",1624,492,1511,2323,1999,4111,1431,1159,4731,2577,756,1422
"t145_t084_14910",82448,19121,50457,160135,91110,346292,63486,63443,319243,152431,34898,66289
"t145_t084_14920",9563,1630,9083,16830,9754,26626,9578,8025,32392,19748,5923,8852
"t145_t084_14930",10201,1765,9623,19227,10957,33167,11386,8204,41525,22778,6494,9424
"t145_t084_14940",39702,4711,28382,46232,41044,92222,29080,18646,138538,50485,18511,24406
"t145_t084_14950",12833,1879,13927,21625,13892,31652,17008,9748,45824,25839,10225,11975
"t145_t084_14960",3915,507,3941,5274,5340,10650,4253,2556,17863,7867,2793,3254
"t145_t084_14970",6069,744,6081,7416,8024,12794,5618,3098,22012,8086,3555,3948
"t145_t084_14980",8771,66,432,443,5232,2024,260,234,10897,937,250,463
"t145_t084_14990",4804,313,2704,3488,7188,5439,3696,1765,29019,3653,3330,2466
"t145_t084_15000",24428,472,6740,4953,33682,9844,12476,1489,147451,6026,8813,3270
"t145_t084_15010",16379,5934,8548,18381,14153,58868,13356,8028,34861,32930,6586,11432
"t145_t084_15020",149704,10665,58620,57189,143628,167845,55973,29135,409239,111231,35482,42209
"t145_t084_15030",7081,3761,3243,18270,9384,58298,3540,7147,20603,12820,1867,7281
"t145_t084_15040",6327,5309,3888,39826,6710,85967,7571,17769,19157,30616,3258,15013
"t145_t084_15050",10195,3296,841,13240,6391,51364,1828,3827,33423,23885,731,3097
"t145_t084_15060",3740,1093,3742,6857,5942,13577,5713,5904,12857,10392,2845,6055
"t145_t084_15070",9786,4585,12126,31073,18265,70176,15943,22623,19127,33924,8737,25936
"t145_t084_15080",47021,3613,28069,25752,40245,54206,22705,15154,128216,27996,18622,18430
"t145_t084_15090",6543,477,5993,5184,6684,9265,4982,3386,18711,5998,3806,3862
"t145_t084_15100",22633,1269,15027,12148,17018,20134,9316,7547,52552,11144,8719,9010
"t145_t084_15110",38465,2530,23980,22708,31400,38875,17903,15550,105281,27092,16658,18494
"t145_t084_15120",1895,164,2649,3055,1566,2725,2911,2441,5113,3209,2175,2205
"t145_t084_15130",17256,2741,12952,14721,17738,31918,13092,7751,53505,20603,7243,10357
"t145_t084_15140",11953,1974,5953,8990,13455,23888,7205,4539,39611,13180,3799,5760
"t145_t084_15150",7427,1418,6346,9175,7296,15481,8641,5263,22435,14222,4546,6384
"t145_t084_15160",1453,1371,3109,16824,1988,24965,3169,10198,1891,14278,1824,9485
"t145_t084_15170",5045,422,4014,3319,5000,5685,3741,2526,14232,3968,2264,2314
"t145_t084_15180",63560,7856,24075,65108,59451,155514,32642,34664,185695,73761,17270,30198
"t145_t084_15190",22315,3444,8741,20036,21524,82888,8999,10373,57826,39135,5968,12375
"t145_t084_15200",9530,1997,4147,12180,10813,46107,3530,6012,30028,16164,2549,7255
"t145_t084_15210",13450,3670,6190,25035,12720,69533,6187,12414,33278,34000,4189,13322
"t145_t084_15220",11751,2367,4313,18995,8403,71014,4074,12279,22859,38519,3444,11529
"t145_t084_15230",4699,1475,3141,13631,3530,31609,2512,10632,11690,18813,2004,8682
"t145_t084_15240",312,140,245,1434,311,2253,276,960,599,589,153,844
"t145_t084_15250",97795,9094,44176,49561,103780,110066,41993,24534,356773,47683,25354,31160
"t145_t084_15260",34657,3106,15949,15280,38891,37602,16435,7894,149318,21721,8829,9941
"t145_t084_15270",102991,10125,35907,42369,103281,109019,35793,19461,406132,46150,20468,25941
"t145_t084_15280",113891,13642,38896,57005,120483,143616,40187,26291,496918,53103,21716,34097
"t145_t084_15290",104656,17054,47071,89890,107534,188848,65477,42468,391834,68746,31412,48603
"t145_t084_15300",6423,72,4172,1321,7170,1303,3886,630,22568,1553,2933,1028
"t145_t084_15310",407,357,858,4842,801,5261,1112,1751,642,3821,520,2605
"t145_t084_15320",6881,12559,3512,81726,6915,254405,4532,49938,25488,104471,2281,80397
"t145_t084_15330",3622,4634,1403,31605,3907,81773,1831,17884,16462,26912,769,30067
"t145_t084_15340",9678,9111,3906,68735,9022,166549,6457,44451,43329,77190,2843,71693
"t145_t084_15350",1011,165,363,1081,869,2037,290,713,1974,702,179,589
"t145_t084_15360",2370,317,1132,3772,2291,5883,1351,2778,5816,3373,824,2457
"t145_t084_15370",3259,524,1289,3493,3723,7731,1395,2231,11434,4204,797,2271
"t145_t084_15380",221,29,119,323,214,322,150,210,479,191,58,166
"t145_t084_15390",38352,12805,16361,74158,39663,172681,21033,41869,77525,87513,11305,50996
"t145_t084_15400",13519,5288,5067,35309,12462,69424,8072,21726,34426,37312,3896,23205
"t145_t084_15410",9365,5279,5880,21474,12307,99582,5590,9880,21992,35585,3592,11270
"t145_t084_15420",9814,3955,9070,40649,9044,44732,20920,24467,21623,31961,6527,28748
"t145_t084_15430",1586,446,754,3451,1232,7249,941,2126,3347,3939,536,2157
"t145_t084_15440",82,25,355,511,184,904,339,440,549,351,280,344
"t145_t084_15450",2187,885,2898,25404,2126,13541,4315,14024,4102,5076,2555,8931
"t145_t084_15460",375,68,702,1792,355,1770,865,2186,1282,1687,576,1719
"t145_t084_15470",22,82,38,1069,89,1899,60,753,141,444,44,609
"t145_t084_15480",12813,2079,12968,24990,12486,22631,24029,14715,34285,24483,10903,15221
"t145_t084_15490",135,17,55,274,108,532,63,111,198,163,32,89
"t145_t084_15500",1767,931,3602,10315,2809,4664,8235,5380,9887,6773,3508,7211
"t145_t084_15510",417,105,361,1521,419,1726,428,587,1397,517,185,786
"t145_t084_15520",741,141,357,1418,524,2059,449,655,1486,666,225,815
"t145_t084_15530",1599,352,2238,5205,1410,5476,2825,4648,4039,2836,1992,5505
"t145_t084_15540",846,169,1498,2591,708,2338,1719,2666,1948,1714,1106,3075
"t145_t084_15550",734,128,1208,2172,615,2375,1559,2254,1860,1608,1053,2837
"t145_t084_15560",147628,94213,249546,403862,372769,1151787,174608,121944,150521,304099,118756,311979
"t145_t084_15570",7308,707,635,4101,2309,10400,684,3292,9844,4715,456,5178
"t145_t084_15580",29907,4058,291294,145156,57074,20499,336429,122002,79230,17292,186790,137692
"t145_t084_15590",3311,104,42863,6253,3071,1523,45189,15952,5214,597,39892,13540
"t145_t084_15600",118726,4912,116483,19272,154392,19223,134417,28305,336932,7018,121615,41194
"t145_t084_15610",12156,1976,1433,18820,7396,45688,2026,6981,25484,24929,1308,5677
"t145_t084_15620",1663,217,132,2109,761,3170,181,1023,3197,1963,144,857
"t145_t084_15630",42,19,32,210,18,241,48,134,143,158,27,95
"t145_t084_15640",14,2,26,38,12,63,10,31,57,26,11,24
"t145_t084_15650",1009,602,484,3124,973,6682,1533,2279,5089,2642,551,1796
"t145_t084_15660",789,56,562,743,695,1042,372,410,1755,509,324,484
"t145_t084_15680",14005,1155,6723,9533,14644,33804,4777,4439,39289,16363,4185,7727
"t145_t084_15690",78294,7299,45244,62145,75682,191753,31888,32375,234014,110935,28566,49709
"t145_t084_15700",25046,2607,11615,26393,22624,81192,11314,13063,76118,43101,9682,18944
"t145_t084_15710",10567,5160,14447,38773,14219,65343,15252,19805,28394,29856,10141,22370
"t145_t084_15720",9080,1880,7034,16028,9618,22484,8870,11568,26290,8176,4765,11626
"t145_t084_15730",242058,63255,215213,381040,274956,842534,223156,137874,958378,412537,108284,176932
"t145_t084_15740",109350,22547,71034,192718,135483,516857,83718,89169,522199,238839,44732,98579
"t145_t084_15750",68271,16419,40352,114319,82859,366186,59845,67045,299512,140271,29233,56971
"t145_t084_15760",89103,26595,43480,143820,109470,487325,57752,80092,385376,163909,29229,65046
"t145_t084_15770",369821,139694,254847,1096441,514471,2497864,351003,541266,1728284,947021,165480,540127
"t145_t084_15780",176192,102413,200288,1178652,229144,2012380,289927,600027,873449,829123,133212,545046
"t145_t084_15790",26817,10738,13925,81222,32641,264769,37165,45736,93371,81892,14121,35153
