"Synonym","Newman.TSB.Replicate.1","Newman.TSB.Replicate.2","Newman.TSB.Replicate.3","Newman.Minus.Glc.Replicate.1","Newman.Minus.Glc.Replicate.2","Newman.Minus.Glc.Replicate.3","arlRS.KO.TSB.Replicate.1","arlRS.KO.TSB.Replicate.2","arlRS.KO.TSB.Replicate.3","arlRS.KO.Minus.Glc.Replicate.1","arlRS.KO.Minus.Glc.Replicate.2","arlRS.KO.Minus.Glc.Replicate.3"
"NWMN_RS05335",6083,9491,5740,6153,7432,5708,5666,6501,7945,890,3690,379
"NWMN_RS05340",4854,8296,5907,4654,5550,4657,5408,4918,7750,741,2418,402
"predicted RNA",3072,4004,2245,635,1198,806,2356,4362,2943,231,768,84
"NWMN_RS05345",14944,10706,9770,8410,9986,7092,8953,13248,10419,4140,6968,2356
"NWMN_RS05355",35634,23489,37712,29666,39593,28177,27146,25873,35358,29485,18770,23727
"NWMN_RS05360",5327,2835,3413,3139,6177,2843,1687,4891,2359,2694,5785,2856
"NWMN_RS05365",32,206,92,99,222,50,130,173,107,112,231,92
"NWMN_RS05370",5159,2970,4596,3217,5022,2613,2644,3749,3025,1685,2389,955
"NWMN_RS05375",4504,2793,4138,2862,3339,2206,2265,4237,3000,2061,2682,1180
"NWMN_RS05380",160508,125396,145334,125903,143477,134620,121099,132417,155099,95524,78852,89273
"NWMN_RS05385",186060,119277,167392,132729,138214,153883,137108,135878,172562,99958,66661,83077
"NWMN_RS05390",345406,191779,294275,220121,255702,266642,208989,242921,284874,155015,125490,134311
"NWMN_RS05395",108573,78030,104316,80308,86477,88925,80656,85928,110086,60473,42418,53295
"predicted RNA",859,1017,770,533,579,537,795,1443,952,163,284,114
"NWMN_RS05400",710,520,477,242,419,233,503,752,551,142,274,85
"NWMN_RS05405",638,672,356,410,1008,327,578,974,733,134,447,75
"NWMN_RS05410",2335,2618,2129,1503,3528,2113,2880,3351,3004,601,1408,447
"NWMN_RS05415",499,891,796,484,1046,702,1059,850,1155,199,297,161
"NWMN_RS05420",603,984,712,519,1145,737,1078,889,1223,271,465,177
"NWMN_RS05425",4342,4212,4124,2849,6183,3921,4534,4555,6300,2697,2239,2019
"NWMN_RS05430",16906,9746,18497,16033,21547,14185,9506,11860,12943,10703,10145,6379
"NWMN_RS05435",380,214,264,254,310,207,127,178,142,317,201,198
"predicted RNA",1461,1087,1134,765,930,704,1203,1496,1647,772,933,316
"NWMN_RS05440",48458,46507,41656,40159,47780,39197,71453,71580,98766,44022,56274,24992
"NWMN_RS05445",1519,1146,1692,1567,1968,1247,1074,1976,1199,1661,1656,1181
"NWMN_RS05450",8904,4263,7006,6055,6442,5150,4437,5611,4948,5454,4619,4057
"NWMN_RS05455",34,43,49,29,50,24,61,48,52,29,49,30
"NWMN_RS05460",22059,26111,26788,18530,22632,20140,22377,18797,28377,7691,10929,4376
"NWMN_RS05465",857,529,690,980,874,804,588,712,617,890,739,612
"NWMN_RS05470",2582,1941,2789,2949,3411,2775,1933,2683,2677,2873,2610,2453
"NWMN_RS05475",13377,6714,10167,9916,12825,8665,7371,9516,7264,8766,8097,6602
"NWMN_RS05480",11062,5370,13524,6935,8243,5602,5673,5908,7112,4288,3920,2413
"NWMN_RS05485",34233,18328,28820,23005,17572,19527,22754,29806,32875,18150,26112,12310
"NWMN_RS05490",2610,2475,2932,3684,3513,3333,4047,2516,5386,1882,1962,1347
"predicted RNA",548,864,815,775,1285,887,1082,958,1710,633,693,431
"NWMN_RS05495",12596,13137,13345,17302,19839,17027,18707,16343,29058,16665,14636,12245
"NWMN_RS05500",4224,4279,4144,5488,6397,4179,6496,5949,7541,4686,5823,3090
"NWMN_RS05510",10145,6159,10151,7768,12020,7649,5722,8195,8051,7075,6458,4728
"NWMN_RS05515",734,519,604,518,729,338,328,519,472,510,504,298
"NWMN_RS05520",4114,2783,3946,3782,5100,3704,2237,3501,2711,3152,2863,1867
"NWMN_RS05525",339,204,275,256,477,215,268,286,227,148,216,108
"NWMN_RS05530",451,424,517,507,717,405,360,446,468,335,497,239
"NWMN_RS05535",4179,3009,3630,3299,4993,3288,2805,3264,3397,1729,2299,1253
"NWMN_RS05540",2136,1588,2016,1505,2582,1636,1454,1394,1578,890,1052,618
"NWMN_RS05545",928,509,930,722,806,834,395,664,569,638,441,386
"NWMN_RS05550",20053,34240,22381,17659,32257,17219,23224,21562,29300,7631,13086,5076
"NWMN_RS05560",819,1072,651,676,1116,577,756,887,665,343,691,214
"NWMN_RS05565",593,560,375,346,709,483,366,615,486,465,420,455
"NWMN_RS05570",8,5,12,3,3,0,10,7,10,6,7,4
"NWMN_RS05575",4804,2402,3261,3718,3890,2879,2969,4149,4024,3381,2669,2614
"NWMN_RS05580",9151,4848,6942,7114,7997,7313,5615,9093,7347,6864,6089,6141
"NWMN_RS05585",474,351,298,218,185,175,369,668,227,308,292,184
"NWMN_RS05590",3127,1239,1072,1320,955,1026,1710,2256,1426,1810,1524,1249
"NWMN_RS05595",244,124,85,57,58,77,117,218,112,101,67,67
"NWMN_RS05600",607,902,505,802,1209,524,879,1160,1022,1108,986,790
"NWMN_RS05605",104,61,19,20,22,26,36,98,20,42,38,40
"NWMN_RS05610",25,7,8,8,7,0,16,27,0,7,2,11
"NWMN_RS05615",518,304,184,89,83,91,191,572,193,109,158,194
"NWMN_RS05620",330,199,142,53,41,7,203,191,101,61,32,57
"NWMN_RS05625",917,663,362,189,167,121,659,1045,369,247,209,223
"NWMN_RS05630",765,388,338,150,188,128,626,962,582,422,284,311
"NWMN_RS05635",988,573,507,180,195,194,1004,963,892,490,241,332
"NWMN_RS05640",8864,7522,9898,10792,13628,10303,10342,11102,14526,16528,8757,13032
"NWMN_RS05645",697,433,314,124,150,112,704,769,588,262,156,194
"NWMN_RS05650",1165,683,409,166,200,131,870,1386,608,350,235,248
"NWMN_RS05655",93,71,40,10,12,13,80,171,57,23,26,21
"NWMN_RS05660",1028,383,297,99,121,88,442,876,379,198,197,170
"NWMN_RS05665",766,348,281,105,77,80,651,707,441,236,135,152
"NWMN_RS05670",612,332,330,82,108,63,515,677,453,136,101,133
"NWMN_RS05675",160,75,51,19,17,8,115,161,74,30,33,23
"NWMN_RS05680",305,148,100,42,63,20,299,352,153,63,80,52
"NWMN_RS05685",227,100,67,12,35,24,192,245,132,71,39,25
"NWMN_RS05690",282,171,122,33,36,24,247,305,178,28,46,62
"NWMN_RS05700",138,80,43,7,15,16,85,150,48,38,34,22
"NWMN_RS05705",50,30,15,8,2,2,21,53,16,3,4,2
"NWMN_RS05710",3,13,1,0,0,0,10,21,5,0,2,0
"NWMN_RS05715",343,258,155,57,84,72,427,374,297,115,71,107
"NWMN_RS05720",27,19,6,4,0,4,4,32,14,5,5,1
"NWMN_RS05725",136,80,64,49,69,23,157,295,143,60,109,100
"NWMN_RS05730",109,79,63,9,24,4,68,173,53,42,41,41
"NWMN_RS05735",348,91,70,68,53,36,243,302,172,83,136,60
"NWMN_RS05740",298,265,135,174,165,94,420,561,340,272,238,177
"NWMN_RS05745",73,83,74,66,48,61,244,240,134,210,154,162
"NWMN_RS05750",617,349,323,279,387,273,1308,1493,1049,1193,699,770
"NWMN_RS05755",2110,1040,813,767,770,581,3872,4180,2802,2712,1578,1856
"NWMN_RS05760",1806,1014,717,439,458,381,2898,3307,2197,1689,967,1230
"NWMN_RS05765",12,22,7,2,4,4,58,29,14,18,5,7
"NWMN_RS05770",1299,781,476,314,294,130,2209,3657,1510,1642,1144,1128
"NWMN_RS05775",9496,4612,4558,2458,2670,2111,20464,22454,16475,12406,6492,8860
"NWMN_RS05780",641,524,323,206,234,128,1235,2122,896,1119,512,759
"NWMN_RS05785",855,554,437,147,176,149,1886,2105,1463,931,497,732
"NWMN_RS05790",1505,809,628,368,348,311,3127,3479,2830,1768,893,1360
"NWMN_RS05795",1613,913,733,405,433,380,3453,3765,2892,1862,1126,1398
"NWMN_RS05800",520,278,121,120,102,61,999,1299,663,628,396,478
"NWMN_RS05805",831,497,404,231,227,136,2597,3423,1714,1350,1053,1048
"NWMN_RS05810",274,130,157,48,42,23,528,770,366,279,191,215
"NWMN_RS05815",551,256,254,103,81,110,1038,1437,737,422,245,275
"NWMN_RS05820",5613,2910,2937,1274,1496,1134,13372,13185,10985,5939,3267,4294
"NWMN_RS05825",909,668,447,134,203,157,1692,2517,1457,845,515,515
"NWMN_RS05830",2895,1376,1128,488,506,403,5884,6064,4739,2603,1374,1403
"NWMN_RS05835",3706,1908,1849,641,652,604,5677,5605,4913,2501,1557,1675
"NWMN_RS05840",3012,1522,1325,424,497,387,2502,2524,1945,1049,687,654
"NWMN_RS05845",268,150,79,23,24,62,152,178,90,37,39,35
"NWMN_RS05850",11,21,5,1,0,0,0,9,5,3,2,7
"NWMN_RS05855",284,144,138,43,39,10,127,111,87,35,43,28
"NWMN_RS05860",2477,1145,913,418,386,338,1405,1191,833,545,366,338
"NWMN_RS05865",693,405,297,199,221,75,333,416,234,163,189,137
"NWMN_RS05870",140,143,112,44,54,44,91,132,48,84,52,41
"NWMN_RS05875",414,200,199,63,101,114,154,156,98,157,97,61
"NWMN_RS05880",3300,1378,1090,735,661,503,1073,1037,661,834,602,589
"predicted RNA",421,323,314,550,536,388,411,348,500,779,705,758
"NWMN_RS05885",2924,1263,673,350,1250,539,103,942,130,46,68,31
"NWMN_RS05890",19602,8215,5696,5239,11176,6070,3616,15491,3434,1938,3068,1201
"NWMN_RS05895",4896,2680,1426,982,1880,1479,427,1684,372,187,239,174
"NWMN_RS05900",4816,2667,1550,623,1160,971,501,2103,405,113,123,101
"NWMN_RS05905",4887,2637,1500,622,1182,916,463,2008,504,130,132,104
"NWMN_RS05910",5682,2462,1628,783,1315,1318,617,1977,514,184,165,112
"NWMN_RS05915",3209,1675,962,410,866,503,416,1410,272,88,80,45
"NWMN_RS05920",2525,1135,650,386,810,489,315,971,172,85,153,58
"NWMN_RS05925",106,92,47,20,42,20,18,62,19,1,7,6
"NWMN_RS05930",2751,1926,2284,2494,2845,2192,1583,1644,1829,1757,1483,1273
"NWMN_RS05935",4113,3416,3567,3488,4542,3376,2558,3506,3248,1564,2647,957
"NWMN_RS05940",13938,10950,12070,10863,14440,11508,8683,10731,10818,5988,8875,3874
"NWMN_RS05945",1505,935,1620,1351,1938,1429,834,857,1278,589,722,496
"NWMN_RS05950",208,240,169,197,297,226,142,244,217,221,220,239
"NWMN_RS05955",543,638,584,526,958,561,458,572,553,642,469,392
"NWMN_RS05960",4590,3764,5392,2950,4176,2788,2785,3458,3254,2558,1762,1938
"NWMN_RS05965",5945,5120,5780,3101,4813,3545,3738,4812,4185,2699,1866,2232
"NWMN_RS05970",3612,1968,2484,3235,3918,2262,1937,3193,1961,3609,3294,2239
"NWMN_RS05975",0,0,0,0,0,0,0,0,0,0,0,0
"NWMN_RS05980",3785,2756,3073,3040,4773,2578,2331,3417,2768,4481,2553,3758
"NWMN_RS05985",743,909,1686,2650,2877,2135,1411,1168,1538,8600,3215,6727
"NWMN_RS05990",23630,13253,35449,57013,65897,50479,26561,22025,28613,177193,60639,132032
"NWMN_RS05995",5124,3483,7483,12941,18226,12301,5300,5184,6418,43715,14032,34759
"NWMN_RS06000",17742,7298,14027,11576,13201,10247,7482,9397,8749,7875,8340,5519
"NWMN_RS06005",11541,4624,9258,7034,8273,6594,4664,5694,6204,4907,4001,3205
"NWMN_RS06010",8800,3811,7188,5532,7012,4596,3535,5228,4684,3557,3635,2286
"NWMN_RS06015",29,0,16,4,5,8,7,8,3,4,3,3
"NWMN_RS06020",34670,34800,37033,43769,49367,33183,23355,27673,30370,34743,32030,24408
"NWMN_RS06025",12,11,11,41,71,34,11,22,9,70,75,30
"NWMN_RS06030",561,490,346,1278,2325,927,473,772,546,2385,3099,1472
"predicted RNA",3061,3696,3451,3493,4313,3172,2841,3233,3980,3901,1890,2684
"NWMN_RS06035",1543,1968,2602,1193,2461,1579,1704,1582,3107,1125,879,728
"NWMN_RS06040",59168,31548,53665,43042,51609,38045,13991,15323,15043,23508,16930,15588
"NWMN_RS06045",110320,52811,120978,74965,101464,81200,25170,27886,34863,41355,28522,28202
"NWMN_RS06065",60,67,62,68,88,86,27,30,69,52,66,39
"NWMN_RS06075",126,202,233,227,268,121,170,113,144,158,121,174
"NWMN_RS06080",758,648,534,928,1874,778,766,771,1255,9918,2116,9210
"NWMN_RS06085",14,4,0,1,0,0,14,8,0,1,3,13
"NWMN_RS06090",15,26,25,2,19,2,25,58,43,39,60,58
"NWMN_RS06095",457,374,363,254,605,261,140,196,199,247,174,161
"NWMN_RS06100",151,218,165,131,299,124,137,102,97,108,123,118
"NWMN_RS06105",331,328,286,210,323,218,121,149,156,110,144,158
"NWMN_RS06110",37,63,24,36,85,53,156,195,162,192,90,159
"NWMN_RS06115",33,79,94,77,129,29,133,178,206,323,123,151
"NWMN_RS06120",1026,760,1317,1378,3113,1412,1141,1047,1439,2401,1325,1791
"NWMN_RS06125",289,509,384,436,1033,306,769,991,1368,955,783,837
"predicted RNA",801,952,634,626,1715,701,1421,2037,2554,1435,1351,1107
"NWMN_RS06130",338,357,420,193,124,126,442,173,719,82,121,43
"predicted RNA",1082,517,578,532,1249,561,1604,1379,1660,768,926,387
"NWMN_RS06135",23,44,0,19,26,12,51,59,14,30,55,10
"NWMN_RS06140",11,14,12,16,12,24,6,14,28,21,22,25
"NWMN_RS06145",162,75,37,2,45,26,9,2,6,1,4,0
"NWMN_RS06150",538,271,59,93,213,18,1,6,3,0,5,1
"NWMN_RS06155",1500,1004,1841,1518,1726,1325,787,1122,911,1266,955,964
"NWMN_RS06160",2621,1209,1814,2347,2069,1818,474,812,723,1971,1048,1737
"NWMN_RS06165",3236,2087,3094,2155,3345,1695,1146,2068,1281,1558,1725,998
"NWMN_RS06170",12735,11697,14554,11079,9684,9280,5873,8971,7731,11766,7798,9944
"NWMN_RS06175",54845,34334,52319,37957,34676,31675,17401,26490,20923,33511,24154,23824
"NWMN_RS06180",7681,5784,7233,5510,4983,3893,2908,4090,2878,4387,3240,2808
"NWMN_RS06185",32378,20668,36840,19672,22077,19820,14970,17478,19533,12906,12056,8925
"NWMN_RS06190",4924,3645,7175,2776,3111,2737,2973,2805,3726,2069,1452,1502
"NWMN_RS06195",20501,10636,21969,8469,9307,8766,9604,10183,10885,7156,4135,4698
"NWMN_RS06200",14053,9653,14895,3725,4540,3637,5909,7916,7168,3762,1931,2884
"NWMN_RS06205",58580,37995,59780,32612,42709,31664,36909,41264,43369,31050,20740,23692
"NWMN_RS06210",95637,52041,82475,62149,70999,56290,52319,55801,58383,54526,38558,38944
"NWMN_RS06215",3569,1918,2697,1768,2446,1679,1962,2974,2656,1551,1096,1128
"NWMN_RS06220",20301,13965,16465,13890,16046,11160,16352,20233,19150,15254,12312,9466
"NWMN_RS06225",12288,9975,11010,10332,11973,8180,10586,14126,11885,11577,10884,7738
"NWMN_RS06230",2402,2014,2036,1785,2130,1686,1944,2600,2522,2131,1549,1401
"NWMN_RS06235",2529,2103,2423,1245,2199,1446,2471,3206,2655,1317,1083,916
"NWMN_RS06240",17254,10979,14968,14551,16280,11500,9534,12542,10092,8831,8517,6009
"predicted RNA",1485,1619,832,1321,2116,1051,745,1808,920,880,2878,1049
"NWMN_RS06245",72835,44200,57855,56617,69729,56338,41503,53090,46943,21763,33242,14863
"NWMN_RS06250",2395,1876,2358,1576,2011,1435,1528,1802,1733,927,1051,607
"NWMN_RS06255",0,2,0,0,0,0,0,0,0,0,0,0
"NWMN_RS06260",4468,5386,5954,3423,5900,4139,3498,4120,5257,1962,2809,1256
"NWMN_RS06265",8450,8345,9933,6436,8559,7353,7031,5898,9951,3490,3998,2536
"NWMN_RS06270",6273,14029,4022,6050,3772,7010,3306,4970,4683,5428,4197,4707
"NWMN_RS06275",18765,36802,9558,12101,4002,17324,3487,10968,5057,6973,8004,6719
"NWMN_RS06280",10429,21156,6458,5658,1640,9349,2927,5737,3862,3875,3641,3865
"NWMN_RS06285",46982,73360,24348,17610,5029,33864,9532,20163,13351,12427,10325,13733
"NWMN_RS06290",17536,30633,11233,7670,1660,13540,4128,8254,5755,5884,3965,5797
"NWMN_RS06295",87902,129607,52973,35812,6126,63240,17391,37902,24224,27446,17256,23589
"NWMN_RS06300",15392,23087,8647,7613,989,10611,2621,6755,3599,4895,3815,3715
"NWMN_RS06305",18929,25175,15583,10210,1609,19555,3542,7322,6484,7602,3465,4674
"NWMN_RS06310",446,1069,240,308,43,257,36,319,70,226,258,127
"predicted RNA",1813,2137,1105,886,556,1564,318,1003,652,727,745,447
"NWMN_RS06315",3113,1889,2647,2083,2120,2088,1010,1312,1199,1450,1454,1085
"NWMN_RS06320",4548,3196,4894,3861,4970,3628,2608,3671,2907,3344,2740,2477
"NWMN_RS06325",16256,10234,11883,14904,18735,11942,10964,13337,12559,9280,12557,5902
"NWMN_RS06330",4190,2498,3536,3880,4795,2919,2678,3255,3103,2494,2711,1287
"NWMN_RS06335",5101,3108,4011,3706,4327,3038,2786,3659,3143,2862,2204,1888
"NWMN_RS06340",17138,8624,14600,10888,13277,10501,9790,10920,10168,8135,6978,6570
"NWMN_RS06345",399,283,286,398,319,280,173,204,139,171,163,77
"NWMN_RS06350",434,292,436,649,1103,402,244,328,242,1145,1014,1406
"NWMN_RS06355",2977,1992,1725,1748,3268,1742,1715,2678,1408,1175,1672,800
"NWMN_RS06360",9519,5778,4627,4364,7901,4185,4658,7986,4397,2624,3881,1922
"NWMN_RS06365",16817,12810,13492,9339,13239,10191,13068,14034,15034,6543,5905,4802
"NWMN_RS06370",22840,16729,18156,11812,16716,12195,15603,17738,17515,8645,7560,5924
"NWMN_RS06375",18204,13503,15624,9477,14063,10591,11871,14348,15250,6194,4971,4425
"NWMN_RS06380",24632,21323,21855,15066,19491,15652,17424,18826,21997,8389,8715,5426
"NWMN_RS06385",8807,4618,7118,8390,8142,7291,4745,5590,5442,5232,6065,4214
"NWMN_RS06390",2969,1825,3055,3096,3244,2895,1791,2329,2072,2189,1983,1543
"NWMN_RS06395",3322,2922,4203,3786,4534,3396,2341,2993,2992,2730,2433,2160
"NWMN_RS06400",8778,7138,5647,8135,11429,6790,8011,7191,9725,12867,11290,12673
"NWMN_RS06405",19652,12044,17273,12010,22119,13534,7050,11666,9584,6183,6573,4656
"NWMN_RS06410",22881,16749,21868,15994,24757,15355,10439,13843,13105,8065,8569,6017
"NWMN_RS06415",3275,1788,3461,2028,2253,1887,1522,1970,2146,2131,1097,1758
"NWMN_RS06420",14771,13922,19400,7310,11386,7745,8090,8261,12224,6274,3999,4600
"NWMN_RS06425",44307,34340,51003,18777,27938,21355,20813,21444,29408,15450,11257,12850
"NWMN_RS06430",24564,22928,30294,13163,17726,13332,12970,13125,17256,9916,7614,7659
"NWMN_RS06435",20572,17456,22888,12366,15907,13140,9238,10072,13491,8892,6547,6698
"predicted RNA",689,836,611,620,570,401,248,395,293,375,311,289
"NWMN_RS06445",8661,6739,7811,8163,8944,7332,5388,5685,6762,5538,8376,4790
"NWMN_RS06450",1577,1144,1107,655,812,630,1054,1257,1228,662,634,550
"NWMN_RS06455",11480,8473,9395,3360,3936,2928,7103,8629,7407,2859,1803,2277
"NWMN_RS06460",5120,3279,4195,1797,2075,1941,3032,3260,3176,1425,954,1243
"NWMN_RS06465",1572,1078,1588,613,1041,708,918,1171,1161,528,380,382
"NWMN_RS06470",52632,25052,43336,27835,38216,26867,21858,27237,25594,18083,17150,12061
"NWMN_RS06475",3085,4461,2775,3199,3317,2918,2527,2997,2844,1317,2807,805
"NWMN_RS06480",2117,3113,2606,1557,2475,1855,1852,1821,2404,516,831,432
"NWMN_RS06485",4573,6677,5809,3323,5441,4234,4347,3497,5598,1353,2052,868
"NWMN_RS06490",7958,8902,8728,6434,7245,6242,5469,5265,5628,3132,4788,2438
"NWMN_RS06500",3699,1739,3186,2785,3694,2083,1629,2034,2310,1985,1576,1374
"NWMN_RS06505",2217,2035,1891,2103,2746,1606,1596,2063,1743,1254,1512,799
"NWMN_RS06510",4210,3352,4555,3126,4478,3477,3294,3377,4368,2097,1851,1440
"NWMN_RS06515",23779,13540,19250,30579,44110,32869,7131,13417,9793,82404,24444,80526
"NWMN_RS06520",11553,7538,10330,21321,27567,19598,4881,6481,5196,56486,11337,44821
"NWMN_RS06525",107,89,108,52,127,55,1476,1801,1862,931,676,770
"NWMN_RS06530",268,160,193,164,203,121,1055,1155,1651,613,448,539
"NWMN_RS06535",360,264,265,155,363,175,454,537,511,247,209,178
"NWMN_RS06540",57753,34197,44557,25257,38082,24014,30683,40085,30348,13900,19104,8370
"NWMN_RS06545",66344,39140,60174,31748,46556,37311,35905,42572,43431,18035,22657,11484
"NWMN_RS06550",6766,4068,6956,3301,2814,2733,2565,2406,3629,2767,1657,2635
"NWMN_RS06555",9309,4538,7965,3581,3497,3180,2923,3121,3867,2961,1573,2428
"NWMN_RS06560",22799,16235,25687,13404,12778,10560,9650,10326,12120,9822,6412,8292
"NWMN_RS06565",6990,4155,6280,4329,4378,2983,2972,3083,3249,2940,2164,2157
"NWMN_RS06570",103,116,120,62,92,61,52,68,79,43,24,33
"NWMN_RS06575",38195,45174,29520,27236,40946,21357,24224,30777,24388,13199,21297,8928
"predicted RNA",532,769,626,348,583,368,415,424,496,179,162,134
"NWMN_RS06580",3573,5810,3518,2532,4982,2473,2266,3828,2802,1509,1387,944
"NWMN_RS06585",69488,52482,62411,44990,57963,44824,40756,46545,48338,29384,22669,23018
"NWMN_RS06590",23096,17256,20026,12761,14297,13332,14553,17252,16812,8926,6659,7111
"NWMN_RS06595",19543,16057,17616,10012,12888,10875,11604,14806,14370,7271,6965,5904
"predicted RNA",1672,1622,1416,858,876,842,1133,1203,665,388,373,255
"NWMN_RS06600",12005,11038,11806,8752,11224,8517,9906,10806,12343,5425,5113,3847
"NWMN_RS06605",17611,13383,17614,11135,15831,15055,13258,13186,18758,7242,5847,5375
"NWMN_RS06610",27887,17304,30671,16695,19768,16315,16381,17578,21309,8112,9236,5015
"NWMN_RS06615",35175,24190,36570,22354,27716,22899,20462,25083,24491,12162,12903,7162
"NWMN_RS06620",23136,16025,18867,15080,21236,14528,13617,14813,15200,9061,10076,5545
"NWMN_RS06625",1965,1639,1352,802,1592,597,1401,1943,1347,604,730,406
"NWMN_RS06630",6332,6480,6883,2085,4106,2366,7163,5907,7887,2012,1309,1522
"NWMN_RS06635",946,1191,1146,313,473,288,753,943,998,330,191,248
"NWMN_RS06640",805,1067,580,223,463,200,726,804,683,207,146,187
"NWMN_RS06645",35706,27730,32727,11339,15621,12590,29453,28171,35197,8928,7211,6601
"NWMN_RS06650",1505,1698,1396,1716,2735,1385,1650,1560,1545,1032,1334,690
"NWMN_RS06655",3065,2393,3047,2627,4301,2432,2435,2211,2212,3614,2001,2871
"NWMN_RS06660",4215,3034,3655,3619,5557,3074,2127,2974,2616,3773,2801,3274
"predicted RNA",228,319,208,247,311,171,126,187,138,156,268,126
"NWMN_RS06665",12255,11409,8734,11435,15412,7932,5305,7931,5058,5741,8212,3801
"NWMN_RS06670",43949,32131,41053,32853,35050,27514,28624,29132,36018,20683,18736,13295
"NWMN_RS06675",52974,35538,50144,38335,46110,38612,27686,31688,37873,33843,25364,29944
"NWMN_RS06680",24462,15576,21111,11348,16491,10534,14630,16945,15686,11530,7740,8451
"NWMN_RS06685",8237,5639,7467,3612,5482,3355,5041,6657,5812,2924,2201,2501
"NWMN_RS06690",5326,4248,4501,2015,3606,2018,3059,5331,3686,1683,1411,1517
"NWMN_RS06695",5202,3709,4302,2138,3647,1998,3805,4665,3689,1653,1519,1132
"NWMN_RS06700",3415,2514,3013,1597,2838,1571,2142,2783,2350,1220,1300,991
"NWMN_RS06705",12289,7526,9733,5820,9375,5871,7437,9048,8076,4639,4320,2900
"NWMN_RS06710",4192,2821,3531,2389,3555,2199,2339,3250,2861,1733,1546,1201
"NWMN_RS06715",4194,3723,4865,3360,4804,3333,3089,4007,4664,2763,2678,2112
"NWMN_RS06720",3839,1970,3709,2858,3829,3266,2207,2638,2567,2498,1985,1953
"NWMN_RS06725",32856,17212,23570,24310,23273,23017,18866,25106,17497,22362,22682,15912
"NWMN_RS06730",48743,31878,56442,38295,47379,35588,28226,33057,38762,33562,24027,26436
"NWMN_RS06735",571,307,565,491,560,382,84,161,122,263,259,275
"NWMN_RS06740",5475,3670,3354,2662,3903,2440,2389,3843,2824,1103,1957,723
"NWMN_RS06745",18380,9056,11129,12492,22055,12981,10279,15772,8702,8034,9171,5413
"NWMN_RS06750",4132,2243,2201,2350,4800,2444,2134,3484,2049,1893,2114,1162
"NWMN_RS06755",215,155,172,101,122,130,189,271,105,120,111,90
"NWMN_RS06760",11087,7325,9737,6387,8668,6188,7051,8355,9203,3974,4003,3336
"NWMN_RS06765",1861,1731,1585,1248,1748,1002,1424,1868,1369,906,1077,594
"NWMN_RS06770",4326,2667,3764,2619,3415,2660,2701,2840,3486,1945,1752,1419
"NWMN_RS06775",9240,5291,7707,2973,3577,2999,4484,5300,4612,1716,1388,1233
"NWMN_RS06780",5853,4659,5426,1518,2002,1393,3208,3961,3425,1155,749,927
"NWMN_RS06785",1918,1371,1776,652,895,622,945,1240,1026,375,354,280
"NWMN_RS06790",8055,3036,14809,17685,10322,24843,2088,1928,2600,29888,6959,15563
"NWMN_RS06795",2690,2518,4812,6136,6037,9269,1154,1569,1385,8930,3306,4877
"NWMN_RS06800",40170,15402,63053,22052,9465,53064,6150,12064,8502,3741,5956,2819
"NWMN_RS06805",1926,1124,1962,1467,1980,1480,1043,1501,1235,1173,1117,1044
"NWMN_RS06810",2794,1936,2789,2571,2925,1997,9554,10468,12343,9466,9297,8820
"NWMN_RS06815",341,254,318,348,392,225,1484,1882,2039,1705,1576,1464
"predicted RNA",744,706,441,653,959,408,3012,4327,3972,3584,3531,2839
"NWMN_RS06820",3733,1069,1639,1856,2464,1805,941,1412,667,1223,1598,898
"NWMN_RS06825",1479,1572,1058,1071,2233,1145,2836,2627,3545,1329,1351,897
"NWMN_RS06830",4956,4098,3437,4092,6261,3846,6679,5810,8105,2805,4022,2089
"NWMN_RS06835",15668,13233,14012,14417,11700,11251,5001,8571,5098,5507,9324,2818
"NWMN_RS06840",47485,37331,48988,47658,35548,41048,16938,24298,21414,20607,30679,12714
"NWMN_RS06845",114,115,126,145,128,167,58,119,80,47,73,22
"NWMN_RS06850",0,1,0,4,0,0,0,0,0,0,0,0
