"gene_id","WT_T6_Rep1_S62","WT_T6_Rep2_S63","WT_T6_Rep3_S64","walR_T6_Rep1_S71","walR_T6_Rep2_S72","walR_T6_Rep3_S73","tunR_T6_Rep1_S80","tunR_T6_Rep2_S81","tunR_T6_Rep3_S82"
"SA_RS13570",34,6,245.5,0,151,168,218.5,99,229.5
"SA_RS13575",25,0,132.5,2,69,83,110.5,85,100.5
"SA_RS13580",7,1,111,1,74,150,108.5,18,96
"SA_RS13585",15,7,45,11,54,83,43,51,75.5
"SA_RS13590",15,0,81,13,80,159,110.5,64,166.5
"SA_RS13595",382,76,1723,156,1272,1986,903,720,1668
"SA_RS13600",908,136,3245,213,3328,2469,4767,1395,2812
"SA_RS13605",231,50,901,89,826,660,1212,308,704
"SA_RS13610",132,24,622,13,432,427,481,244,450
"SA_RS13615",162,17,1215,18,670,701,891,350,834
"SA_RS13620",32,2,375,10,182,298,263,105,394
"SA_RS13630",133,16,991,24,523,629,663,294,879
"SA_RS13635",33.5,8,223,0,123,181.5,172.5,99,276
"SA_RS13640",10.5,6,46,0,22,46.5,34.5,19,53
"SA_RS13645",0,0,0,0,0,0,0,0,0
"SA_RS15315",0,0,0,0,0,0,0,0,0
"SA_RS13650",0,0,0,0,0,0,0,0,0
"SA_RS13655",0,0,0,0,0,0,0,0,0
"SA_RS13660",0,0,0,0,0,0,0,0,0
"SA_RS13665",0,0,0,0,0,0,0,0,0
"SA_RS13670",0,0,0,0,0,0,0,0,0
"SA_RS13675",4,2,37,0,9,35,42,8,22
"SA_RS13680",94.5,34,412.5,26,259,283.5,366.5,143,350
"SA_RS13685",544,56.5,2386,90.5,1595.5,1969,2211.5,1017,2397.5
"SA_RS13690",321.5,34.5,1483.5,82.5,1209.5,1284.5,1381,689,1596.5
"SA_RS13695",548,149,2322,142,1842,1650,1696,1604,2086
"SA_RS13700",267,20,863,41,645,609,978,601,1091
"SA_RS13705",429,54,2224,55,1380,1382,2429,823,2231
"SA_RS13715",149,2,869,34,636,722,677,296,625
"SA_RS13720",63,4,421,32,338,426,216,241,371
"SA_RS13725",0,10,127,0,79,175,18,11,126
"SA_RS13730",2269,579,29034,692,17463,22486,15132,6408,25365
"SA_RS13735",10817,2374,63610,3362,46519,42795,62438,30300,67649
"SA_RS13740",9,2,601,0,190,405,401,22,490
"SA_RS13745",1904,531,9776,570,6176,7573,6997,4522,9133
"SA_RS13750",37,2,257,10,231,321,108,109,276
"SA_RS13755",0,4,80,2,56,68,41,6,56
"SA_RS13760",73,24,391,237,5516,9470,203,129,260
"SA_RS13765",69,8,465,229,7369,12878,197,97,312
"SA_RS13770",0,0,0,0,5,9,0,0,1
"SA_RS13775",220,38,802,60,840,1385,961,358,1102
"SA_RS13780",58,10,684,48,3014,5570,353,153,475
"SA_RS13785",0,0,0,0,1,6,0,0,1
"SA_RS13790",0,0,0,0,3,8,0,0,5
"SA_RS13795",302.5,31,1158.5,35,1074.5,738,1325.5,359,635
"SA_RS13800",965.5,123,4823.5,150,4263.5,3625,5547.5,1147,2903
"SA_RS13805",76,9,757,15,456,647,257,282,643
"SA_RS13810",33,2,386,0,167,231,280,58,550
"SA_RS13815",164,30,1416,37,618,992,914,396,2100
"SA_RS13820",237,42,2015,32,1019,1535,1380,605,2707
"SA_RS13825",4,0,24,0,20,42,18,13,25
"SA_RS13830",27,8,299.5,1,195,245,270,69,301.5
"SA_RS13835",11,4,120.5,1,59,121,140,49,189.5
"SA_RS13840",0,0,11,0,5,7,12,1,15
"SA_RS13850",122,15,1216.5,36,631,837,964.5,365,1234
"SA_RS13855",89,4,470.5,6,329,331,460.5,274,589
"SA_RS13860",540.5,98.5,2994.5,126,1964,2204,2636.5,1340,3072
"SA_RS13865",316.5,34.5,2201,41.5,1450.5,1689,1765,794.5,2191
"SA_RS13870",55,93,1159.5,129.5,678.5,888,1115.5,111.5,1518
"SA_RS13880",18,0,119,6,68,112,104,19,148
"SA_RS15245",638,59,3900,96,2470,2451,2757,1511,3313
"SA_RS13885",140,26,1460,26,838,1211,1272,309,1649
"SA_RS13890",136,8,752,28,405,550,647,319,992
"SA_RS13895",4208,1665,23596,1930,22416,19781,23877,11319,16397
"SA_RS13900",127,24,709,19,503,501,735,355,689
"SA_RS13905",118.5,36,702,32.5,559,587.5,663,317,660.5
"SA_RS13910",111.5,10,446,23.5,339,303.5,501,233,454.5
"SA_RS13915",49,3,344.5,14,244,172.5,256.5,125,326
"SA_RS13920",35,2,206.5,16,182,146.5,168.5,81,208
"SA_RS13925",0.5,0,1.5,0,1,3,1,0,1.5
"SA_RS13930",7.5,0,52.5,0,31,37,35,19,25.5
"SA_RS13935",135,33,582,40,378,257,845,459,613
"SA_RS13940",2473,617,9124,803,4258,4679,9005,5014,10513
"SA_RS13945",105,129,956,123,574,654,788,282,962
"SA_RS13950",92,34,1304,11,203,483,395,473,1442
"SA_RS13955",170.5,55,1179.5,18,536,654,759,585.5,1066.5
"SA_RS13960",169.5,52,1163.5,35,543,644,763,539.5,1026.5
"SA_RS13965",1506,318,9554,451,6625,8265,8294,3215,9915
"SA_RS13970",1047,722,10765,674,5985,9044,8549,2706,15320
"SA_RS13975",635,44,3025,79,2272,2411,2795,1361,3068
"SA_RS13980",162,60,1834,63,949,1499,921,362,1703
"SA_RS13985",538.5,64,4180,93,2438,2968,2549,1527.5,3782
"SA_RS13990",765,113,4756,155,3030,3597.5,2885.5,2522,4860
"SA_RS13995",615,110,5156.5,157,2934.5,4631,3036.5,2093,5731
"SA_RS14000",152.5,18,1260.5,8,532.5,1118,722,597,1520
"SA_RS14005",183,39,1563.5,19,765.5,1195.5,787.5,750,1727.5
"SA_RS14010",170.5,46,1612.5,35,667.5,1162.5,868,804,1835
"SA_RS14015",61.5,4,947,5,388,720.5,492.5,216.5,1035.5
"SA_RS14020",6876,3072,47401,1961,20045,28691,29183,31070,54807
"SA_RS14025",119,35,1129,44,541,766,582,329,997
"SA_RS14030",26.5,3,377.5,3,193,324.5,231.5,122.5,421.5
"SA_RS14035",35.5,17,376.5,7,228,372.5,257.5,62.5,410.5
"SA_RS14040",86,28,1078,32,705,970,519,251,1204
"SA_RS14045",377,38,1302,108,1000,1602,1013,1123,1870
"SA_RS14050",25,6,204.5,3,191,181.5,196.5,137,329.5
"SA_RS14055",20,0,145.5,4,116,101.5,136.5,63,182.5
"SA_RS14060",37.5,2,224.5,4,173,152.5,233,68.5,195.5
"SA_RS14065",33.5,6,195,4,163.5,153.5,190,108.5,152.5
"SA_RS14070",7,1,76.5,2,75.5,99,78,28,98
"SA_RS14075",575,38,3956,52,2331,2972,1808,852,1903
"SA_RS14080",2,0,46,7,17,47.5,75,12,69.5
"SA_RS14085",1.5,0,22.5,1,17.5,16,23,3,17
"SA_RS14090",4.5,0,112,2,50,66.5,81,17.5,93.5
"SA_RS14095",10,4,263.5,0,86.5,140,90,49.5,175
"SA_RS14100",316,486,8962,42,432,2138,1089,2898,10044
"SA_RS15020",8,0,255,2,139,118,131,18,130
"SA_RS14110",25,6,316,0.5,125.5,166.5,165.5,95.5,296.5
"SA_RS14115",25.5,6,223.5,13.5,123.5,163.5,120,118.5,260.5
"SA_RS14120",52,7.5,288,2,114.5,179,135,182.5,346.5
"SA_RS14125",17.5,6.5,119.5,0,57,103,60,71.5,134
"SA_RS14130",8,2,148.5,1.5,52,84.5,55,45.5,187.5
"SA_RS14135",21.5,4,192,7.5,58.5,128,103.5,58.5,259
"SA_RS14140",30.5,2,215.5,8,74,160,94,111,207.5
"SA_RS14145",2,0,52.5,0,24.5,31,32.5,21.5,77.5
"SA_RS14150",14,8,139.5,10,32.5,109.5,79.5,49.5,185
"SA_RS14155",180,56,1517,82,614,1270,989,378,1535
"SA_RS14160",22,5.5,452.5,2,160,362,162,62,409.5
"SA_RS14165",6.5,2,463,2,147,426,157,65,532
"SA_RS14170",75.5,23.5,892.5,10,369,853,406,258,1215.5
"SA_RS14175",12,0,209,0,86.5,197,128.5,31.5,236.5
"SA_RS14180",10,0,181,0,125.5,204,110.5,63.5,293.5
"SA_RS14185",358,45,3204,89,2366,2980,2726,901,3074
"SA_RS14190",96,30,979,10,265,440,474,422,1091
"SA_RS14195",137,24,1109,10,718,1036,643,260,1146
"SA_RS14200",29,0,243,8,132,197,144,91,224
"SA_RS14205",23.5,0,339.5,1,164.5,268,296,55.5,296
"SA_RS14210",47.5,6,91.5,7,119.5,107,181,98.5,198
"SA_RS14215",35,8,388,19,244,438,115,71,394
"SA_RS14220",343,52,2350,77,1878,1451,2703,1119,2512
"SA_RS14225",335,37,1752,53,1159,1281,1654,1318,1955
"SA_RS14230",23,4,254,8,251,433,85,88,309
"SA_RS14235",93,13,1248,23,694,905,555,326,1062
"SA_RS14240",34,4,625,20,316,422,338,181,599
"SA_RS14245",59,10,1173,10,836,1141,722,179,1060
"SA_RS14250",19.5,0,158,0,74,98,87,16,116.5
"SA_RS14255",28.5,4,203,6,129,135,136,88,213.5
"SA_RS14260",2,0,14,6,7,7,4,2,4
"SA_RS14265",2141,204,17806,177,10005,11334,14352,3307,10693
"SA_RS14270",101,4,673,28,481,429,776,249,658
"SA_RS14275",250,16,376,52,372,380,675,669,450
"SA_RS14280",61,10,187,6,200,136,352,132,165
"SA_RS14285",282.5,83,2023.5,168,1211.5,1702,1473.5,636,2292
"SA_RS14290",156,20.5,1001,30.5,729,912.5,853,339,1094.5
"SA_RS14295",540.5,72.5,3223.5,132.5,2439.5,2760.5,2768.5,1185,3487.5
"SA_RS14300",332,56,1892,110,1678,1607,1679,906,1653
"SA_RS14305",8,6,264,8,222,213,215,35,184
"SA_RS14310",669,111,3975,219,3491,3326,3531,1609,3751
