"gene_id","WT_3H_R1_GE","WT_3H_R2_GE","pEPSA_Teg49_Comp_3H_R1_GE","pEPSA_Teg49_Comp_3H_R2_GE","Teg49_mutant_3H_R1_GE","Teg49_mutant_3H_R2_GE"
"SAOUHSC_01045",704,911,1103,1218,954,949
"SAOUHSC_01046",1937,2631,2986,3413,2710,2756
"SAOUHSC_01047",1070,1407,1821,2383,2083,2005
"SAOUHSC_01048",1928,2614,3076,3500,2802,2876
"SAOUHSC_01049",4008,5338,5835,6259,5216,5058
"SAOUHSC_01050",30843,33083,48705,52119,43654,43449
"SAOUHSC_01051",1882,1388,2984,2669,2729,2583
"SAOUHSC_01053",1664,2116,2769,3278,2651,2598
"SAOUHSC_01054",2789,3104,3959,4377,3236,3512
"SAOUHSC_01055",8230,10963,13267,13864,13620,13537
"SAOUHSC_01055a",1416,1110,2488,2264,4784,4460
"SAOUHSC_01058",19499,25458,27940,29630,20524,20041
"SAOUHSC_01060",924,814,1811,1910,1519,1646
"SAOUHSC_01061",2272,2326,3646,3822,3293,3498
"SAOUHSC_01062",8176,9085,14442,14014,13562,13713
"SAOUHSC_01063",6859,5886,9618,10425,8121,8407
"SAOUHSC_01064",21823,28461,34098,36155,37409,37936
"SAOUHSC_01065",14360,16276,24245,28969,24268,23064
"SAOUHSC_01066",24713,30752,40756,47755,37989,37443
"SAOUHSC_01067",7467,9649,10002,10360,8470,8085
"SAOUHSC_01068",16,13,9,17,13,17
"SAOUHSC_01069",5360,5578,8111,8643,6513,6690
"SAOUHSC_01070",2443,2647,3656,4110,3275,3331
"SAOUHSC_01071",3318,4082,5417,5805,4987,4967
"SAOUHSC_01072",588,608,894,894,655,672
"SAOUHSC_01073",1862,2092,3066,3344,2573,2696
"SAOUHSC_01074",1514,1724,2494,2668,2234,2358
"coaD",1267,1405,1523,1461,1288,1298
"SAOUHSC_01076",2165,2488,3105,3874,3084,3100
"SAOUHSC_01077",28213,32570,43825,44319,30999,30518
"SAOUHSC_01078",6517,8080,10545,10621,8205,8105
"SAOUHSC_01079",136,175,224,239,182,199
"SAOUHSC_01081",831,1222,1226,1287,1642,1638
"SAOUHSC_01082",293,356,459,475,480,502
"SAOUHSC_01084",306,363,497,575,496,563
"SAOUHSC_01085",238,318,358,361,341,368
"SAOUHSC_01086",186,231,292,367,307,336
"SAOUHSC_01087",97,123,90,99,88,118
"SAOUHSC_01088",142,195,171,252,214,273
"SAOUHSC_01089",95,135,147,144,153,154
"SAOUHSC_01090",0,0,0,0,0,0
"SAOUHSC_01091",1329,2073,2181,2185,1815,1769
"pheS",5329,7337,8555,9350,7901,8492
"pheT",20502,27912,32753,35438,31602,32288
"SAOUHSC_01095",1242,1334,1826,1959,1429,1548
"SAOUHSC_01096",469,606,634,666,617,651
"SAOUHSC_01097",1315,1358,2007,2429,2112,1996
"SAOUHSC_01098",4213,5435,6175,6734,5241,5316
"SAOUHSC_01099",7220,9647,11525,12817,10529,10027
"SAOUHSC_01100",9377,13500,14113,11891,9967,10242
"SAOUHSC_01101",16,28,37,38,40,30
"uvrC",5890,8160,9446,10415,8565,8569
"SAOUHSC_01103",4472,7649,8446,10812,8429,8232
"sdhA",10528,23834,22777,30083,22243,21555
"sdhB",7462,12571,15529,19783,13951,13516
"SAOUHSC_01106",5988,7417,9251,10256,8260,8459
"SAOUHSC_01107",4225,4792,6249,6266,5283,5326
"SAOUHSC_01108",5495,5389,8022,8194,6990,6867
"SAOUHSC_01109",3,13,11,10,11,11
"SAOUHSC_01110",361,429,508,439,615,649
"SAOUHSC_01111",15,8,14,15,19,20
"SAOUHSC_01112",219,277,375,456,383,413
"SAOUHSC_01113",358,303,558,654,580,572
"SAOUHSC_01114",414,463,598,540,793,857
"SAOUHSC_01115",344,364,434,431,644,605
"SAOUHSC_01118",272,380,453,522,430,429
"SAOUHSC_01119",1714,2102,3073,3052,2609,2884
"SAOUHSC_A01081",1434,1397,2921,3632,3668,3487
"SAOUHSC_01120",1257,1448,2014,1848,1818,1717
"SAOUHSC_01121",14035,19103,22779,27509,22482,21241
"SAOUHSC_01122",4,1,7,18,8,8
"SAOUHSC_01123",240,250,382,390,387,379
"SAOUHSC_01124",219,268,363,463,522,534
"SAOUHSC_01125",178,233,298,380,399,396
"SAOUHSC_01127",191,236,349,432,464,442
"SAOUHSC_01128",834,1077,1251,1481,1584,1491
"SAOUHSC_01129",690,931,1051,1446,1328,1157
"SAOUHSC_01130",2773,3662,4460,5677,4644,4600
"SAOUHSC_01131",2006,2051,3022,3076,2278,2347
"SAOUHSC_01133",3607,4239,5720,6416,5431,5653
"SAOUHSC_01134",280,305,372,420,316,314
"SAOUHSC_T0006",150,49,200,189,50,69
"SAOUHSC_01135",73397,105136,128189,130333,141696,144549
"SAOUHSC_01136",52320,91956,73863,67534,68965,69322
"SAOUHSC_01137",4290,5703,7310,8034,8992,8926
"SAOUHSC_01138",3197,4241,5404,5112,5348,5424
"SAOUHSC_01139",408,580,686,769,655,651
"SAOUHSC_01141",4747,5979,7916,8592,7612,7366
"SAOUHSC_01142",16406,18701,27527,23813,20445,20685
"mraW",25734,29678,36334,33638,27740,29192
"SAOUHSC_01144",4233,4688,5387,5459,5075,5320
"SAOUHSC_01145",21100,27052,30539,30115,29121,30082
"mraY",7139,9085,9824,10664,7931,8311
"murD",16058,22263,24043,27065,22280,22395
"SAOUHSC_01148",24149,33080,38778,44838,36464,37704
"SAOUHSC_01149",60082,83636,86699,91863,74331,75584
"SAOUHSC_01150",79461,107800,111205,112848,91640,92105
"SAOUHSC_01152",2949,3445,4548,5280,3827,3926
"SAOUHSC_01153",13483,17656,21604,23376,17428,17502
"SAOUHSC_01154",21052,28382,37182,40116,30774,30731
"SAOUHSC_01155",6884,8521,12529,14539,11595,11495
"SAOUHSC_01156",4101,4660,7083,7412,5829,5943
"SAOUHSC_01158",9574,10866,16152,16448,14394,14635
"ileS",28413,39349,45140,48310,51140,51084
"SAOUHSC_01160",1669,1642,2477,2220,2079,2033
"lspA",1578,1922,2506,3061,2094,1925
"SAOUHSC_01163",5151,6694,7835,8982,6233,6063
"SAOUHSC_01164",1274,1411,1767,1942,1242,1132
"SAOUHSC_01165",2788,5872,3180,3961,2112,1791
"pyrB",3699,7240,4747,6303,3801,3284
"pyrC",6671,12962,9464,12473,8078,7448
"SAOUHSC_01169",7517,14799,11573,15649,10572,9797
"carB",22406,41121,32043,42811,28177,26010
"SAOUHSC_01171",4447,8015,6362,9200,5689,5272
"pyrE",2872,5045,3659,4910,3052,2808
"SAOUHSC_01173",1670,2480,2484,3338,2530,2285
"SAOUHSC_01174",2061,2709,3035,2925,2550,2517
"SAOUHSC_01175",7125,8587,11606,13624,10803,10783
"gmk",7884,8514,10642,10452,8996,9219
"rpoZ",1326,1618,1753,1518,1406,1449
"SAOUHSC_01178",2880,3650,4245,4798,3820,4022
"SAOUHSC_01179",10821,14186,17149,19205,16981,17126
"SAOUHSC_01180",890,945,1123,1190,1011,1124
"SAOUHSC_01181",9649,10765,15529,15627,14011,13861
"SAOUHSC_01182",1520,2084,2354,2762,2182,2150
"SAOUHSC_01183",5128,7042,8054,9152,6677,6764
"SAOUHSC_01184",9318,12505,14916,16496,12723,12226
"SAOUHSC_01185",11558,14707,17292,19569,15140,14413
"SAOUHSC_01186",7816,10268,12402,13918,10647,10676
"SAOUHSC_01187",19898,23532,28799,30432,24752,24183
"SAOUHSC_01188",3013,3673,4346,4483,3595,3636
"SAOUHSC_01189",4388,4909,7325,8175,6878,6817
"SAOUHSC_01190",4435,4622,7240,7933,6977,6667
"rpmB",62033,53998,112108,85593,71266,67432
"SAOUHSC_01192",2593,3379,3732,3907,3572,3551
"SAOUHSC_01193",25720,31136,35750,36096,28642,29396
"SAOUHSC_01194",8196,10189,12658,14189,11348,11508
"SAOUHSC_01196",16027,21791,26385,28944,19940,19386
"SAOUHSC_01197",20076,28924,28487,30257,21128,21194
"SAOUHSC_01198",30564,41439,49435,54760,41249,41087
"SAOUHSC_01199",21484,29068,32813,33704,26995,26577
"SAOUHSC_01200",1867,2134,3248,3474,3069,2873
"acpP",56278,76409,78102,64367,48111,50872
"rnc",3647,4539,4655,5041,4719,4827
"SAOUHSC_01204",26512,33867,38873,44200,39707,40652
"SAOUHSC_01205",10086,14194,14413,15315,13061,13097
"SAOUHSC_01206",3488,4386,5728,6779,6285,6136
"SAOUHSC_01207",15764,19965,22538,23131,18930,19083
"rpsP",7750,9141,12116,10785,8069,7661
"rimM",1067,1392,1630,1811,1310,1328
"trmD",2307,2877,3697,4081,3005,3009
"rplS",24425,25933,36603,32466,20244,20990
"SAOUHSC_01213",4977,6032,8725,10426,9259,9412
"rbgA",2199,3104,3576,3984,3299,3246
"rnhB",2441,3466,4301,5003,4055,4020
"sucC",21625,31221,33390,39960,30262,30409
"SAOUHSC_01218",14121,21927,22717,26440,19678,19577
"SAOUHSC_01219",423,590,704,756,603,607
"SAOUHSC_01220",557,644,934,1085,785,808
"SAOUHSC_01221",257,360,436,541,437,472
"SAOUHSC_01222",18953,25941,27759,30821,24620,25264
"SAOUHSC_01223",12405,19302,19239,20249,17707,17661
"SAOUHSC_01224",11009,14664,17250,19726,17131,17686
"SAOUHSC_01225",5583,7830,8949,9457,7914,8222
"hslU",28034,39552,43975,48907,42196,43110
"SAOUHSC_01228",16528,23650,25742,27430,24359,24936
"SAOUHSC_01230",2,1,4,6,4,3
"SAOUHSC_01233",2126,2295,3160,3285,2142,2174
"tsf",36234,43450,54376,53772,41468,42092
"pyrH",5266,6311,6661,7564,6474,6564
"frr",9133,11192,14065,15728,13934,14141
"SAOUHSC_01237",4488,5209,6804,7584,5853,5961
"SAOUHSC_01238",2867,3173,3804,3841,2875,3089
"SAOUHSC_01239",7190,10186,11969,13233,11973,11889
"SAOUHSC_01240",16741,22740,26219,28070,25244,25084
"polC",21113,29998,34878,39908,33733,33584
"SAOUHSC_01242",4355,5307,6567,6875,5754,5824
"nusA",12598,16532,18690,20435,17474,17605
"SAOUHSC_01244",2898,3516,4245,4691,4000,4045
"SAOUHSC_01245",3156,4019,4397,4600,3748,4008
"infB",43291,55513,68668,76379,64296,64891
"rbfA",5542,6185,8624,8448,7555,7576
"SAOUHSC_01248",3390,4623,5461,6417,5570,5674
"SAOUHSC_01249",10160,14406,15944,18295,15717,15818
"rpsO",6355,9191,7306,5936,3648,3555
"SAOUHSC_01251",32831,48213,50017,50587,41886,41724
"SAOUHSC_01252",33635,43340,54415,56085,47169,47905
"SAOUHSC_01253",19345,25563,31424,35609,28604,28993
"SAOUHSC_01254",5797,6051,9002,9941,8064,8102
"SAOUHSC_01255",2957,3313,4087,4846,3534,3581
"SAOUHSC_01256",5487,6774,6966,7806,5853,5930
"SAOUHSC_01257",3849,4824,5313,6089,4976,4573
"SAOUHSC_01258",5746,7542,8322,8852,7574,7455
"SAOUHSC_01259",4664,5671,7428,8197,7195,7102
"SAOUHSC_01260",6588,7346,9554,10071,9000,9002
"SAOUHSC_01261",3794,4585,6373,7378,6713,6682
"recA",19918,25068,32061,32727,31048,30423
"SAOUHSC_01263",35063,38271,53287,56349,42009,42777
"SAOUHSC_01264",3818,3236,5226,4422,3977,4390
"SAOUHSC_01265",3896,4671,6291,6383,5435,5446
"SAOUHSC_01266",5047,8465,9748,10759,10719,10313
"SAOUHSC_01267",4563,5934,8754,9454,9421,9130
"SAOUHSC_01268",209,305,316,372,350,348
"SAOUHSC_01269",12786,16002,19148,19773,16682,16878
"SAOUHSC_01270",5937,7068,10294,11483,9885,9924
"SAOUHSC_01271",4663,5287,8027,8955,7986,7680
"SAOUHSC_01272",11123,13916,17323,19892,15619,15541
"mutL",9323,12096,14139,15320,12701,12703
"SAOUHSC_01274",2455,2938,3790,4182,3655,3723
"SAOUHSC_01275",1519,1669,1410,1502,966,910
"glpK",1216,1487,1449,1660,1236,1302
"SAOUHSC_01278",34221,28729,33148,35188,32569,32146
"SAOUHSC_01279",1235,1418,1755,1912,1670,1690
"miaA",2199,2544,3573,3518,3113,3277
"SAOUHSC_01281",1037,944,1843,1897,1839,1855
"SAOUHSC_01282",2531,2915,3912,3600,4256,4479
"SAOUHSC_01283",1917,2208,3158,3588,2850,2699
"SAOUHSC_01284",2656,3322,4393,4631,3588,3569
"SAOUHSC_01285",1037,1538,1566,1648,1218,1268
"SAOUHSC_01287",14193,22187,24820,28285,21069,21903
"SAOUHSC_01288",14,36,17,36,35,15
"SAOUHSC_01289",1,2,2,11,10,13
"SAOUHSC_01290",63,64,83,113,90,87
"SAOUHSC_01291",7,5,11,17,11,12
"SAOUHSC_01292",63,49,113,104,95,99
"SAOUHSC_01293",8,8,15,15,11,4
"SAOUHSC_01294",12,8,19,10,14,17
"SAOUHSC_01295",35,28,69,72,46,52
"SAOUHSC_01296",80,94,126,133,110,100
"SAOUHSC_01297",11,8,16,14,13,15
"SAOUHSC_01298",1,0,0,0,2,3
"SAOUHSC_01299",0,0,2,3,1,0
"SAOUHSC_01300",4,8,10,21,10,19
"SAOUHSC_01301",128,88,163,123,133,118
"SAOUHSC_01303",232,227,332,285,337,347
"SAOUHSC_01304",156,223,210,170,155,167
"SAOUHSC_01305",337,338,494,438,465,497
"SAOUHSC_01306",49,53,76,57,62,44
"SAOUHSC_01307",1238,1514,1929,2115,1787,1791
"SAOUHSC_1307a",253,214,354,348,323,335
"SAOUHSC_01310",9124,10399,14441,15437,14180,14297
"SAOUHSC_01311",131,134,221,301,280,294
"SAOUHSC_01312",140,170,246,294,237,272
"SAOUHSC_01313",871,976,1477,1703,1611,1502
"SAOUHSC_01314",812,954,1140,1282,1090,1104
"SAOUHSC_01315",194,106,370,421,357,306
"SAOUHSC_01316",492,579,743,741,461,456
"SAOUHSC_01317",9325,10470,14199,14805,13739,14411
"SAOUHSC_01318",1312,945,1586,1527,1097,1124
"SAOUHSC_01319",239,301,306,418,350,330
"SAOUHSC_01320",962,1415,1261,1474,1245,1252
"SAOUHSC_01321",1130,1506,1481,1674,1300,1426
"SAOUHSC_01322",911,1162,1215,1340,1140,1120
"SAOUHSC_01323",7033,8745,10684,11092,9263,9745
"SAOUHSC_01324",1083,1277,1790,1861,1812,1919
"SAOUHSC_01325",0,0,1,0,2,0
"SAOUHSC_01326",5601,6525,8299,9585,8035,8183
"SAOUHSC_01327",13471,20990,20170,20735,21827,22852
"rpmG_1",7812,10732,12451,10739,10534,10223
"rpsN_1",1285,1389,2262,2089,2286,2218
"SAOUHSC_01330",2271,3446,4592,5131,7416,7495
"SAOUHSC_01331",109,177,201,245,364,341
"SAOUHSC_01332",5080,6074,9124,10482,11705,11860
"SAOUHSC_01333",13679,19812,22893,23884,22157,21381
"SAOUHSC_01334",323,408,691,663,821,819
"SAOUHSC_01336",507,569,562,521,444,476
"SAOUHSC_01337",52726,68053,79222,83043,75610,77928
"SAOUHSC_01338",4761,6249,7106,6150,4194,4036
"SAOUHSC_01339",1,1,0,0,0,1
"SAOUHSC_01340",1754,1877,2507,2574,1979,1910
"SAOUHSC_01341",897,1054,1344,1592,1199,1206
"SAOUHSC_01343",4973,5692,8027,8657,7639,7521
"SAOUHSC_1342a",12778,17202,18777,19765,16274,16261
"SAOUHSC_01346",26657,34083,42900,49272,36723,36497
"SAOUHSC_01347",19781,25906,30015,32971,26793,27039
"SAOUHSC_01348",3210,3735,4953,4908,4325,4486
"SAOUHSC_01349",4494,4716,7265,7485,6698,7007
"SAOUHSC_01350",4518,4619,6890,6946,5539,5297
"SAOUHSC_01351",14365,18488,22925,24298,20969,21377
"SAOUHSC_01352",29212,36883,46549,51481,45700,45780
"SAOUHSC_01353",24,30,28,46,47,36
"SAOUHSC_01354",8090,9048,11526,11619,9975,9866
"SAOUHSC_01356",1420,1666,2133,2469,2172,2280
"SAOUHSC_01357",134,197,245,287,261,292
"SAOUHSC_01358",11438,13603,16601,19097,14994,15322
"SAOUHSC_01359",21354,24797,33657,37974,34086,33920
"SAOUHSC_01360",2832,3516,5068,5816,5346,5525
"SAOUHSC_01361",7469,8278,10174,10219,7750,8026
"SAOUHSC_01362",1326,1977,1611,1166,1185,1237
"SAOUHSC_01363",1150,1629,2172,2677,2678,2500
"SAOUHSC_01364",3178,3959,5414,6146,5698,5572
"SAOUHSC_01365",2885,4036,4397,4601,4566,4428
"SAOUHSC_01366",217,276,369,411,303,355
"SAOUHSC_01367",82,87,133,124,98,110
"trpD",147,227,209,268,229,249
"trpC",85,108,119,108,113,114
"SAOUHSC_01370",24,48,53,64,56,51
"SAOUHSC_01371",102,154,152,190,147,141
"trpA",178,198,256,271,228,204
"SAOUHSC_01373",15184,17976,21068,23802,18761,19122
"SAOUHSC_01374",26034,31236,41098,47149,38915,38832
"SAOUHSC_01375",1446,1445,2220,2391,1802,1854
"SAOUHSC_01376",1195,1288,1693,1570,1318,1280
"SAOUHSC_01377",3123,3732,4949,5700,4435,4373
"SAOUHSC_01378",2320,3013,3976,4574,3594,3777
"SAOUHSC_01379",2243,2680,3473,4190,3130,3124
"SAOUHSC_01380",2474,3022,4048,5000,3774,3763
"SAOUHSC_01381",169,178,202,172,166,167
"SAOUHSC_01382",268,267,459,512,542,543
"SAOUHSC_01383",5492,5672,7447,7717,6296,6274
"SAOUHSC_01384",359,466,559,711,596,595
"SAOUHSC_01385",397,534,671,838,615,649
"SAOUHSC_01386",118,224,229,282,210,212
"SAOUHSC_01387",52,74,91,103,91,86
"SAOUHSC_01388",0,1,0,3,1,0
"SAOUHSC_01389",45,63,95,122,99,115
"SAOUHSC_01391",13156,15217,20488,19721,13893,13977
"SAOUHSC_01392",11355,14449,18061,19509,16252,16323
"SAOUHSC_01394",921,1326,1285,1362,1334,1476
"SAOUHSC_01395",1153,1627,1548,1799,1560,1673
"SAOUHSC_01396",1277,1975,1894,2208,1990,2048
"SAOUHSC_01397",821,1185,1166,1200,1078,1130
"SAOUHSC_01398",865,1370,1229,1369,1246,1203
"SAOUHSC_01399",1043,1431,1413,1608,1358,1398
"SAOUHSC_01400",1133,1594,1787,2198,1818,1814
"SAOUHSC_01401",4048,5009,6592,6881,6091,6357
"SAOUHSC_01402",54,40,73,121,86,67
"SAOUHSC_01403",21157,27313,25005,18090,14723,15563
"SAOUHSC_01405",1079,1220,1685,1760,1562,1531
"SAOUHSC_01406",1865,2515,3080,3274,3068,3229
"SAOUHSC_01407",5523,7236,9093,10074,9972,9823
"SAOUHSC_01408",15829,18283,27632,30687,28826,30009
"SAOUHSC_01409",85,104,166,181,154,176
"SAOUHSC_01411",1980,2346,3121,3517,2762,2658
"SAOUHSC_01412",3163,3895,4769,5616,4829,4844
"SAOUHSC_01413",919,1153,1263,1295,1109,1116
"SAOUHSC_01414",1634,1865,2423,2334,2001,2026
"SAOUHSC_01415",10442,12262,15959,15020,13479,13372
"SAOUHSC_01416",8580,12600,13370,16893,12487,12203
"sucA",23947,34725,39231,51007,36209,35896
"SAOUHSC_01419",13061,15936,22407,26974,23769,24470
"SAOUHSC_01420",4506,5494,7396,8369,7490,7422
"SAOUHSC_01421",4,6,13,12,15,9
"SAOUHSC_01422",7,4,5,8,8,12
"SAOUHSC_01423",3990,5850,6113,6834,6727,6698
"murG",7135,9981,11341,12602,12647,13082
"SAOUHSC_01425",1354,1949,1937,1987,1949,2050
"SAOUHSC_01427",7621,8522,11064,11705,10378,10843
"SAOUHSC_01429",5013,5440,7673,8045,7853,8073
"SAOUHSC_01430",11990,14359,18097,18563,19189,18929
"SAOUHSC_01431",7002,9407,10206,11078,11417,11613
"SAOUHSC_01432",12342,16947,20127,21567,21534,21535
"SAOUHSC_01433",11745,15482,18325,20995,18770,19302
"SAOUHSC_01434",5987,9000,9711,11689,10177,10238
"thyA",7585,10727,12589,14094,11676,11705
"SAOUHSC_01436",3062,3687,5483,6260,5183,5274
"SAOUHSC_01437",8123,10375,12705,14469,12454,12490
"SAOUHSC_01438",585,767,775,813,713,742
"SAOUHSC_01439",516,644,690,734,737,672
"SAOUHSC_01440",707,892,1109,1384,1028,893
"SAOUHSC_01441",40,73,84,74,60,57
"SAOUHSC_01443",131,112,196,171,148,137
"SAOUHSC_01447",9266,13237,16550,20148,16171,16152
"SAOUHSC_01448",3003,3930,4094,4894,4021,3971
"SAOUHSC_01450",6506,7920,8567,10112,8230,8256
"SAOUHSC_01451",8444,10768,11585,13561,10266,10783
"SAOUHSC_01452",6816,8913,8382,8989,7043,7241
"SAOUHSC_01454",6813,9222,11641,12438,11361,11183
"SAOUHSC_01455",19646,22826,33247,37039,32014,32880
"SAOUHSC_01456",12649,17588,20580,23690,13872,13358
"SAOUHSC_01459",708,830,999,944,778,777
"SAOUHSC_01460",3051,3533,4558,4924,3739,3788
"SAOUHSC_01462",17074,19348,26656,28819,23728,23531
"SAOUHSC_01463",14724,16924,22617,24145,21069,21268
"SAOUHSC_01464",4834,6270,7274,6838,6432,6294
"recU",11526,17600,18886,21372,16582,16680
"SAOUHSC_01467",67397,104206,114681,131321,103728,104280
"SAOUHSC_01468",1174,1189,1961,2126,1861,1740
"SAOUHSC_01469",2040,2462,3105,3118,2523,2530
"SAOUHSC_01470",1860,2303,3199,3404,2766,2788
"asnC",27816,32998,45742,47248,44520,45136
"SAOUHSC_01472",15648,16695,24169,26829,24620,24343
"SAOUHSC_01473",2795,3696,3915,4405,3868,3861
"SAOUHSC_01474",3088,4187,4568,5002,4404,4168
"SAOUHSC_01475",3854,5267,5936,6638,5515,5586
"SAOUHSC_01476",484,703,658,729,570,571
"SAOUHSC_01477",32527,32102,51363,50980,55369,57837
"SAOUHSC_01478",1297,1609,2043,2230,2169,2162
"SAOUHSC_01479",2028,2374,3359,3700,3231,3291
"SAOUHSC_01480",5310,6675,8283,9088,8337,8286
"SAOUHSC_01481",5433,7557,9323,10233,9346,9366
"aroB",2434,3084,3709,4165,3713,3693
"SAOUHSC_01483",1989,2586,3051,2989,2653,2607
"SAOUHSC_01484",24,15,34,35,36,36
"ndk",3524,3215,4981,4924,3955,4027
"SAOUHSC_01486",8244,10114,11490,11757,8834,9330
"ubiE",6019,7284,8586,8796,6760,6923
"SAOUHSC_01488",4309,4129,6619,7506,5847,5812
"SAOUHSC_01489",12,12,13,10,10,12
"SAOUHSC_01490",156564,198951,219257,193950,165403,166363
"gpsA",11349,14997,15884,17296,14735,14330
"engA",18419,23312,27281,31430,25046,25696
"rpsA",56973,63213,84843,85837,91303,94981
"SAOUHSC_A01436",3,5,5,4,9,15
"SAOUHSC_01494",4,1,9,7,6,5
"SAOUHSC_01495",4,4,5,1,2,4
"cmk",4467,5231,6842,7142,5012,5479
"SAOUHSC_01497",3511,4364,5772,6105,5548,5686
"SAOUHSC_01499",5721,9234,10828,11793,11002,10712
"SAOUHSC_01500",40,60,92,119,73,85
"SAOUHSC_01501",54942,66736,91618,99092,98174,101548
"SAOUHSC_01502",5637,8484,9537,11299,10062,10066
"SAOUHSC_01503",2636,3512,4402,5655,4650,4627
"SAOUHSC_01504",275,349,417,356,307,282
"SAOUHSC_01505",3220,3497,10866,10034,7556,7672
"SAOUHSC_01507",252,261,447,491,483,477
"SAOUHSC_01508",1157,1392,1621,1774,1557,1630
"SAOUHSC_01510",168,217,250,276,233,260
"SAOUHSC_01511",809,926,1076,1216,991,1042
"SAOUHSC_01512",1527,1797,2309,2478,2093,2230
"SAOUHSC_01513",1760,2316,2899,3121,2953,2950
"SAOUHSC_01514",0,0,0,0,0,0
"SAOUHSC_01515",0,0,0,0,0,0
"SAOUHSC_01516",0,0,0,0,0,0
"SAOUHSC_01517",0,0,0,0,0,0
"SAOUHSC_01518",0,0,0,0,0,0
"SAOUHSC_01519",0,0,0,0,0,0
"SAOUHSC_01520",0,0,0,0,0,0
"SAOUHSC_01521",0,0,0,0,0,0
"SAOUHSC_01522",0,0,0,0,0,0
"SAOUHSC_01523",0,0,0,0,0,0
"SAOUHSC_01524",0,0,0,0,0,0
"SAOUHSC_01525",0,0,0,0,0,0
"SAOUHSC_01526",0,0,0,0,0,0
"SAOUHSC_01527",0,0,0,0,0,0
"SAOUHSC_01528",0,0,0,0,0,0
"SAOUHSC_01529",0,0,0,0,0,0
"SAOUHSC_01530",0,0,0,0,0,0
"SAOUHSC_01531",0,0,0,0,0,0
"SAOUHSC_01532",0,0,0,0,0,0
"SAOUHSC_01533",0,0,0,0,0,0
"SAOUHSC_01535",0,0,0,0,0,0
"SAOUHSC_01536",0,0,0,0,0,0
"SAOUHSC_01537",0,0,0,0,0,0
"SAOUHSC_01538",0,0,0,0,0,0
"SAOUHSC_01539",0,0,0,0,0,0
"SAOUHSC_01540",0,0,0,0,0,0
"SAOUHSC_01541",0,0,0,0,0,0
"SAOUHSC_01542",0,0,0,0,0,0
"SAOUHSC_01543",0,0,0,0,0,0
"SAOUHSC_01544",0,0,0,0,0,0
"SAOUHSC_01545",0,0,0,0,0,0
"SAOUHSC_01546",0,0,0,0,0,0
"SAOUHSC_01547",0,0,0,0,0,0
"SAOUHSC_01548",0,0,0,0,0,0
"SAOUHSC_01549",0,0,0,0,0,0
"SAOUHSC_01550",0,0,0,0,0,0
"SAOUHSC_01551",0,0,0,0,0,0
"SAOUHSC_01552",0,0,0,0,0,0
"SAOUHSC_01553",0,0,0,0,0,0
"SAOUHSC_01555",0,0,0,0,0,0
"SAOUHSC_01556",0,0,0,0,0,0
"SAOUHSC_01557",0,0,0,0,0,0
"SAOUHSC_01558",0,0,0,0,0,0
"SAOUHSC_01559",0,0,0,0,0,0
"SAOUHSC_01560",0,0,0,0,0,0
"SAOUHSC_01561",0,0,0,0,0,0
"SAOUHSC_01562",0,0,0,0,0,0
"SAOUHSC_01563",1,0,0,0,0,0
"SAOUHSC_01565",0,0,0,0,0,0
"SAOUHSC_01566",0,0,0,0,0,0
"SAOUHSC_01567",0,0,0,0,0,0
"SAOUHSC_01568",0,0,0,0,0,0
"SAOUHSC_01569",0,0,0,0,0,0
"SAOUHSC_01570",0,0,0,0,0,0
"SAOUHSC_01571",0,0,0,0,0,0
"SAOUHSC_01572",0,0,0,0,0,0
"SAOUHSC_01573",0,0,0,0,0,0
"SAOUHSC_01574",0,0,0,0,0,0
"SAOUHSC_A01514",0,0,0,0,0,0
"SAOUHSC_01575",0,0,0,0,0,0
"SAOUHSC_01576",0,0,0,0,0,0
"SAOUHSC_01577",0,0,0,0,0,0
"SAOUHSC_01578",0,0,0,0,0,0
"SAOUHSC_01579",0,0,0,0,0,0
"SAOUHSC_01580",0,0,0,0,0,0
"SAOUHSC_01582",0,0,0,0,0,0
"SAOUHSC_01583",7864,10477,12033,14095,13764,14260
"SAOUHSC_01584",2137,2717,3091,3474,3664,3786
"SAOUHSC_01585",12980,18149,20956,22789,20890,20972
"SAOUHSC_01586",27662,35080,48028,48686,45797,47009
"SAOUHSC_01587",4836,5787,7746,8567,6935,6867
"SAOUHSC_01588",3231,3725,5518,6346,5272,5106
"SAOUHSC_01589",3243,3482,5148,5623,4586,4592
"SAOUHSC_01590",365,370,561,644,475,480
"SAOUHSC_01591",3064,3850,4823,5388,4798,4942
"SAOUHSC_01592",4114,4689,5615,5717,4642,4911
"SAOUHSC_01593",1980,2325,2918,2996,2540,2610
"SAOUHSC_01594",10240,13455,17028,18146,18383,19055
"SAOUHSC_01595",492,589,739,827,658,701
"SAOUHSC_01596",1465,1590,2212,2554,2096,2091
"SAOUHSC_01597",3075,3898,4549,4490,3965,3949
"SAOUHSC_01598",2137,2469,3211,3485,2481,2756
"SAOUHSC_01599",26778,31772,41925,45433,45403,45433
"SAOUHSC_01600",6040,7170,10742,11590,9882,10156
"SAOUHSC_01601",2103,3215,2998,4162,2921,2653
"SAOUHSC_01602",2705,3746,4509,5132,4586,4856
"SAOUHSC_01603",35,49,52,45,26,35
"SAOUHSC_01604",1200,1399,1354,1147,1052,1095
"SAOUHSC_01605",54259,74694,90287,95015,71524,73228
