"gene_id","NRSA384.WT.1","NRSA384.WT.2","NRSA384.WT.3","NRSA384.389.4","NRSA384.389.5","NRSA384.389.6"
"SAUSA300_0062",195,203,274,915,695,1106
"SAUSA300_2292",862,876,1055,3567,2872,3946
"SAUSA300_0379",7487,6546,12379,38936,32226,38385
"SAUSA300_0306",1302,1415,1773,5343,5572,6224
"SAUSA300_1914",158,179,175,712,587,734
"SAUSA300_0006",5813,5318,7779,24047,20208,27773
"SAUSA300_0213",103,109,170,554,422,576
"SAUSA300_1719",74,67,90,293,289,366
"SAUSA300_0798",2955,3650,3294,8720,6713,9004
"SAUSA300_2029",471,459,704,2119,1850,2260
"SAUSA300_1512",3568,3709,4516,11011,8960,11473
"SAUSA300_1077",2067,1904,3138,9258,7923,10340
"SAUSA300_0133",140,150,150,374,313,399
"SAUSA300_0694",214,281,176,382,482,309
"SAUSA300_0170",367,566,1033,2482,3793,4022
"SAUSA300_1035",94,132,70,181,149,209
"SAUSA300_0906",239,287,319,757,634,729
"SAUSA300_2426",150,179,185,450,371,459
"SAUSA300_1466",2098,1949,3608,10938,8266,12520
"SAUSA300_1374",235,231,227,412,572,498
"SAUSA300_0251",3987.66,3794,5929.66,17423.7,15821.1,19079.7
"SAUSA300_0658",1473,1524,1778,4376,3537,4863
"SAUSA300_1239",8339,7439,12894,37301,33471,43127
"SAUSA300_0384",1159,1194,1582,4383,5211,6637
"SAUSA300_2284",366,325,441,1366,1319,1656
"SAUSA300_1124",1760,1630,2506,7620,6296,8349
"SAUSA300_0583",143.284,186.956,249.312,724.045,793.712,894.717
"SAUSA300_1508",63,46,56,307,178,295
"SAUSA300_2468",113,98,104,421,428,468
"SAUSA300_0515",1676,1603,2550,8693,5895,8589
"SAUSA300_1487",76,70,82,290,282,359
"SAUSA300_1673",1374,1600,1636,4047,3683,3659
"SAUSA300_1319",459,328,627,1896,1755,2123
"SAUSA300_2595",78,89,72,169,170,192
"SAUSA300_1403",53,55,63,241,196,252
"SAUSA300_1309",543.006,951.925,387.019,651.893,1124.26,926.682
"SAUSA300_2606",17,66,35,212,173,266
"SAUSA300_1930",304,325,388,946,723,979
"SAUSA300_0408",632,516,661,1594,1356,1640
"SAUSA300_0506",4409,4561,4222,11739,9264,11742
"SAUSA300_2232",597,748,643,1634,1360,1868
"SAUSA300_1751",616.57,581.407,756.806,2483.36,2093.71,2616.22
"SAUSA300_1701",240,255,401,1271,1129,1185
"SAUSA300_1896",327,333,381,1459,1207,1339
"SAUSA300_1043",1157,1094,1627,5103,3981,5474
"SAUSA300_1703",387,419,473,2241,1283,1914
"SAUSA300_1312",536,577,750,1650,1461,1768
"SAUSA300_1796",566,706,785,1726,1632,1889
"SAUSA300_0944",481,529,572,1255,1303,1453
"SAUSA300_2330",687,884,673,1688,1645,1793
"SAUSA300_1866",1814,1689,2695,5144,4681,5649
"SAUSA300_2137",381,365,577,1625,1544,1913
"SAUSA300_0586",88,100,98,377,346,419
"SAUSA300_1465",1578,1536,2391,7257,5722,7916
"SAUSA300_1031",62,94,66,313,300,360
"SAUSA300_2060",15496,12759,23245,78544,55688,76932
"SAUSA300_0318",102,113,109,457,363,473
"SAUSA300_1128",405,364,598,1741,1528,1971
"SAUSA300_2553",138,137,178,576,610,628
"SAUSA300_1520",360,385,491,1836,1236,1743
"SAUSA300_2257",1530,1722,2000,4011,3876,5622
"SAUSA300_0616",200,211,283,634,502,641
"SAUSA300_2386",682,699,792,2605,2330,3139
"SAUSA300_0463",589,777,466,1354,994,1401
"SAUSA300_1328",472,407,740,1056,1120,1513
"SAUSA300_2212",163,178,191,407,440,443
"SAUSA300_0947",596,543,923,3198,2212,2830
"SAUSA300_0416",65.2541,77,70,176,153,171
"SAUSA300_0520",754,711,929,3241,2339,3489
"SAUSA300_0896",113,135,98,233,237,286
"SAUSA300_2579",7562,7659,11329,32869,29620,36840
"SAUSA300_1604",110,104,147,569,508,461
"SAUSA300_2293",384,373,562,1740,1565,1715
"SAUSA300_2064",5853,5840,8962,29423,22878,26762
"SAUSA300_2542",7302,6515,9126,19109,17704,22756
"SAUSA300_1483",177,218,227,542,469,565
"SAUSA300_2355",468,528,546,1328,1197,1504
"SAUSA300_2313",32654,33459.9,47314,94274.8,85418.3,108517
"SAUSA300_2004",227,193,263,1018,877,865
"SAUSA300_1017",2991,3077,3400,8955,7298,9110
"SAUSA300_1786",1401,1446,1977,5953,4894,6953
"SAUSA300_0503",108,154,125,302,283,297
"SAUSA300_1143",3713,3014,5418,16642,13687,17365
"SAUSA300_1037",1036,898,1496,4960,3552,4796
"SAUSA300_0038",174,199,234,711,735,938
"SAUSA300_0032",162028,160690,201738,412788,374694,545174
"SAUSA300_0129",433,397,561,1729,1480,1928
"SAUSA300_0727",846,819,1195,3462,3044,4036
"SAUSA300_1843",1509,1283,1964,4073,3756,4265
"SAUSA300_2067",9302,8308,14367,43174,33308,50041
"SAUSA300_0271",329,325,306,787,522,960
"SAUSA300_0428",334,400,336,816,843,871
"SAUSA300_0585",106,161,137,594,436,641
"SAUSA300_0918",3850,3991,4616,11194,9733,12837
"SAUSA300_1049",1828,1666,2266,7193,6067,7655
"SAUSA300_1980",239,258,241,562,572,683
"SAUSA300_0591",487,551,487,1265,1208,1087
"SAUSA300_0376",294,343,314,626,813,718
"SAUSA300_0656",470,465,544,1667,1859,2290
"SAUSA300_0923",1840,2041,2256,5971,4413,6046
"SAUSA300_0784",1117,1238,1110,3262,2264,3126
"SAUSA300_0795",110,101,109,286,232,209
"SAUSA300_2134",137,157,149,630,540,589
"SAUSA300_1140",101,83,97,405,325,392
"SAUSA300_0984",12239,10784,19070,50566,54389,62151
"SAUSA300_0023",2035,2005,2523,6362,4585,6680
"SAUSA300_2027",1834,1685,2575,7841,6066,9157
"SAUSA300_1079",9251,8376,12193,37734,32947,39430
"SAUSA300_1578",2822,2785,3670,10858,9528,14807
"SAUSA300_0391",69,124,92,205,192,214
"SAUSA300_1321",738,862,697,1525,1472,2369
"SAUSA300_1880",6406,6376,8601,26617,22119,28799
"SAUSA300_1700",1710,1498,2185,6964,5739,7078
"SAUSA300_1249",1018,1183,1109,2530,2841,2598
"SAUSA300_1615",962,832,1533,4196,3807,4855
"SAUSA300_2311",237,303,291,695,538,847
"SAUSA300_0134",220,224,284,611,610,629
"SAUSA300_2516",59,43,69,269,182,265
"SAUSA300_2476",1353,1364,1778,5380,4504,6593
"SAUSA300_0869",1206,1154,1724,5042,4391,5449
"SAUSA300_1085",1616,1858,1728,4872,3888,4613
"SAUSA300_1901",1163,1115,1710,4937,4157,5575
"SAUSA300_1050",1607,1452,2350,4718,4040,5070
"SAUSA300_0683",3828,3152,3760,8054,7782,11416
"SAUSA300_2166",1089,935,1791,5231,4559,5073
"SAUSA300_2000",1788,1619,2098,5215,4384,5182
"SAUSA300_0417",103.705,130.332,93.3305,216.37,247.282,257.505
"SAUSA300_1102",6852,6561,7083,24977,22857,28715
"SAUSA300_2411",327,299,396,1211,1096,1487
"SAUSA300_0829",2586,2618,3015,7843,6674,7678
"SAUSA300_1317",2778,2768,3568,9096,6666,8855
"SAUSA300_0418",130.553,121.382,127.186,330.12,260.377,367.042
"SAUSA300_2223",164,177,200,740,555,745
"SAUSA300_0836",2509,2283,3753,11166,10354,10775
"SAUSA300_1521",4478,4140,5480,13369,9890,14623
"SAUSA300_1801",1905,1998,2404,5186,5028,6741
"SAUSA300_1179",17508,17976,22205,69468,58200,88767
"SAUSA300_0272",108,77,145,443,417,464
"SAUSA300_0102",68.8961,72.8134,97.1858,313.93,262.784,334.164
"SAUSA300_1324",152,185,197,791,610,681
"SAUSA300_1110",1291,1039,1620,5370,3947,5588
"SAUSA300_1852",1425,1309,1793,5852,4498,6049
"SAUSA300_0116",34,54,53,196,229,198
"SAUSA300_2400",994,972,1358,3929,3494,4525
"SAUSA300_0909",428,441,457,1771,1366,1796
"SAUSA300_1770",45,73,50,218,226,282
"SAUSA300_0095",97,126,103,293,197,286
"SAUSA300_0856",86,69,105,198,201,238
"SAUSA300_1724",58,71,58,245,245,277
"SAUSA300_0215",493,569,532,1463,1225,1436
"SAUSA300_2429",186.189,216.381,258.39,574.154,471.106,686.118
"SAUSA300_0196",2865,3038,3446,8889,7375,9430
"SAUSA300_2086",1553,1576,2126,6489,5307,6958
"SAUSA300_0611",109,127,177,374,303,352
"SAUSA300_1697",6878,6648,8591,27725,21469,31807
"SAUSA300_0061",337,307,419,863,877,1032
"SAUSA300_2168",759,1005,1031,2441,2200,2653
"SAUSA300_2594",53,49,45,226,167,217
"SAUSA300_1108",284,323,334,1305,1008,1216
"SAUSA300_0162",41,53,91,284,204,278
"SAUSA300_1664",10218,9880,13011,28902,25254,35119
"SAUSA300_0913",1698,1834,1905,6466,5993,7338
"SAUSA300_0661",377,583,381,1009,876,1137
"SAUSA300_2259",699,744,844,2852,2512,2881
"SAUSA300_1276",45,62,85,273,228,266
"SAUSA300_1636",3072,2953,4012,9191,7952,10188
"SAUSA300_2522",119,155,113,338,223,332
"SAUSA300_1269",5021,4959,6842,14800,13659,16685
"SAUSA300_2230",2368,2247,2753,7239,5799,7073
"SAUSA300_1169",4657,4010,6794,20072,16203,21622
"SAUSA300_0728",129,113,178,502,548,594
"SAUSA300_1649",2536,2353,3576,10652,8590,11495
"SAUSA300_2111",6587,6691,8605,20677,16999,22195
"SAUSA300_1053",403,484,391,1522,1498,2152
"SAUSA300_1557",448,410,547,2041,1349,1936
"SAUSA300_2329",7882,8422,8030,21271,19591,22596
"SAUSA300_0302",218.388,190.268,228.324,854.707,637.829,916.031
"SAUSA300_1087",5205,4938,7912,24100,17966,25195
"SAUSA300_1136",562,537,645,2187,1799,2274
"SAUSA300_1434",416,477,381,1803,1504,1703
"SAUSA300_0280",507,589,571,1885,1895,2661
"SAUSA300_1149",7413,7127,9458,28181,26194,31406
"SAUSA300_2158",116,104,94,241,248,255
"SAUSA300_2280",78,92,71,205,180,154
"SAUSA300_2563",668,823,713,2083,1518,2055
"SAUSA300_0481",3853,3563,5746,16602,13347,18506
"SAUSA300_1346",1614,1643,2033,5039,4310,5303
"SAUSA300_1348",674,586,933,2754,2215,3059
"SAUSA300_1114",722,583,877,2815,2277,2877
"SAUSA300_2261",859,1025,986,2285,2408,2776
"SAUSA300_2477",2549,2368,4466,12188,10154,13341
"SAUSA300_1646",2253,1991,3183,8993,7508,10943
"SAUSA300_2297",835,893,984,2594,2245,2477
"SAUSA300_0819",2681,2152,4394,10934,10945,14397
"SAUSA300_1453",960,1137,1003,2807,2360,2921
"SAUSA300_1762",172,190,246,522,492,591
"SAUSA300_2077",1048,996,1073,3399,3605,5464
"SAUSA300_1075",10216,9290,12996,28893,24214,34421
"SAUSA300_1641",442,372,694,1683,1871,2406
"SAUSA300_0963",27814,22898,41360,112088,106018,132625
"SAUSA300_2106",394,378,588,1566,1502,1941
"SAUSA300_1113",2782,2566,3864,11111,9307,12829
"SAUSA300_1408",90,92,138,472,343,418
"SAUSA300_1122",1975,1619,2718,8379,6171,9186
"SAUSA300_1544",2403,2400,2925,8906,8005,10388
"SAUSA300_2363",458,438,595,1773,1663,1913
"SAUSA300_2513",159,192,200,515,384,552
"SAUSA300_2145",2551,2892,3466,7747,7037,9609
"SAUSA300_2289",248,254,221,1066,754,1010
"SAUSA300_1630",1488,1500,1551,5505,4640,6392
"SAUSA300_2484",2228,2315,2951,7139,6062,7601
"SAUSA300_1358",447,648,616,1395,1427,1465
"SAUSA300_1376",204,199,164,490,378,522
"SAUSA300_1586",1928,1717,2757,8350,6260,8825
"SAUSA300_2314",678,669,897,2475,2563,3088
"SAUSA300_1733",173,163,234,746,587,750
"SAUSA300_0089",870.025,841.155,1002.12,2562.74,2051.93,2902.64
"SAUSA300_1686",2106,2293,3046,8882,7582,9720
"SAUSA300_1800",3093,3210,3682,9052,7349,11259
"SAUSA300_1231",5271,5508,6575,21617,19160,20845
"SAUSA300_2108",485,470,843,1431,1330,1718
"SAUSA300_1081",706,682,865,2846,2560,2689
"SAUSA300_0124",44,70,72,233,210,284
"SAUSA300_1605",884,790,1206,3585,2787,4015
"SAUSA300_1181",2397,2379,2663,7493,5721,7410
"SAUSA300_1735",284,277,292,1132,849,1158
"SAUSA300_2002",580,696,685,2597,1930,2627
"SAUSA300_1491",2605,2463,3336,8426,6511,8271
"SAUSA300_0096",211,239,176,548,414,564
"SAUSA300_0800",1116,1246,1151,3184,2899,3243
"SAUSA300_1160",357,231,415,1428,1121,1293
"SAUSA300_0147",276,401,347,974,732,894
"SAUSA300_1647",1007,962,1583,4496,3758,4515
"SAUSA300_1156",4860,4747,6662,19204,16421,21558
"SAUSA300_0537",455,549,694,2158,1707,2196
"SAUSA300_2287",472,477,553,1433,1230,1502
"SAUSA300_1913",371,327,512,1540,1273,1539
"SAUSA300_0485",771,702,973,3133,2248,3595
"SAUSA300_0486",5012,4962,5043,14393,10481,15933
"SAUSA300_0581",455,492,596,2023,1727,1822
"SAUSA300_2497",982,876,1421,3904,3450,4351
"SAUSA300_1195",827,911,971,2396,2309,2743
"SAUSA300_0822",3189,3066,4456,12206,11355,14161
"SAUSA300_0104",1044,940,1364,4145,3274,4414
"SAUSA300_2496",1144,1176,1269,3625,2725,3598
"SAUSA300_1448",1318,1164,1255,3674,2836,3555
"SAUSA300_1333",2726,2791,3694,11389,8692,12411
"SAUSA300_0577",86,104,106,303,200,260
"SAUSA300_1199",406,374,497,1509,1376,1628
"SAUSA300_1337",6343,5785,8661,16712,17843,20273
"SAUSA300_1188",1504,1378,2047,6065,4836,6499
"SAUSA300_1369",298,252,401,1098,1077,1278
"SAUSA300_1121",1021,872,1308,3185,2209,3218
"SAUSA300_0002",3780,3930,5078,15394,12790,16181
"SAUSA300_0627",1056,1038,1344,3179,2908,3520
"SAUSA300_0915",141,146,171,531,506,619
"SAUSA300_1666",2167,2051,2620,7223,9116,9157
"SAUSA300_1595",2964,2528,3891,11997,9505,11884
"SAUSA300_1792",6767,6344,9981,28001,23852,30093
"SAUSA300_2526",641,512,864,2633,2157,2512
"SAUSA300_0139",127,122,165,541,457,510
"SAUSA300_1339",414,475,487,1720,1848,1640
"SAUSA300_1459",8760,8637,11096,25182,25066,27895
"SAUSA300_2020",608,634,852,2226,1501,1923
"SAUSA300_1587",1169,1064,1607,3559,3194,3658
"SAUSA300_1032",47,54,53,215,172,199
"SAUSA300_1073",10070,8884,15202,41742,33043,51066
"SAUSA300_0674",940,871,1075,3492,2874,3702
"SAUSA300_1022",196,171,238,546,517,551
"SAUSA300_2030",1364,1399,2093,5713,4967,6339
"SAUSA300_2340",1227,836,1941,2869,2373,4047
"SAUSA300_0714",610,662,869,1846,1921,2000
"SAUSA300_1699",1293,1270,1524,4881,3984,5332
"SAUSA300_2399",704,892,956,2495,1917,2609
"SAUSA300_2349",1040,940,1052,3596,3237,3916
"SAUSA300_0828",768,689,1055,2956,2471,3463
"SAUSA300_2558",526,476,789,2190,1778,2424
"SAUSA300_2535",417,451,602,1622,1593,1989
"SAUSA300_2499",162,183,307,481,490,654
"SAUSA300_0924",1191,1143,1493,4214,4267,4927
"SAUSA300_2222",275,288,322,1107,991,1067
"SAUSA300_0219",168,157,235,712,583,708
"SAUSA300_0594",5554,4704,6737,15382,13338,18004
"SAUSA300_1089",370,356,468,1182,972,1157
"SAUSA300_1810",112.935,159.188,123.268,492.384,427.452,570.47
"SAUSA300_2005",167,153,196,599,622,661
"SAUSA300_0685",7263,5746,9035,18503,15002,24945
"SAUSA300_2025",1176,1151,1601,4512,4012,5045
"SAUSA300_1444",1117,861,1548,3247,2548,3382
"SAUSA300_2346",7446,4942,11192,17096,14853,22977
"SAUSA300_1885",2498,2215,3547,10454,8039,10775
"SAUSA300_1147",3591,2996,4889,10485,8788,11507
"SAUSA300_0801",803,786,881,3092,2430,3134
"SAUSA300_1467",2322,2225,3678,9845,8205,11091
"SAUSA300_0835",3500,2890,5126,14409,11677,15221
"SAUSA300_0912",3677,3645,4461,11938,9491,12023
"SAUSA300_0308",844,754,1006,3066,2667,3282
"SAUSA300_2483",735,817,1134,3090,2711,3542
"SAUSA300_0482",3126,3026,4776,13638,10431,14560
"SAUSA300_2089",591,587,901,2466,2052,2760
"SAUSA300_0108",269,269,443,1125,1105,1283
"SAUSA300_1791",3911,4099,5057,12571,10294,14333
"SAUSA300_1370",15077,13325,21367,39331,39369,53112
"SAUSA300_1626",4694,4536,5864,16120,10543,15458
"SAUSA300_1262",53,45,60,193,161,234
"SAUSA300_1987",912,980,1066,2537,2648,3002
"SAUSA300_2318",68,86,77,289,267,301
"SAUSA300_0665",671,651,903,1862,1890,2384
"SAUSA300_1763",203,207,233,699,736,891
"SAUSA300_1364",5146,4552,7508,20308,16518,24799
"SAUSA300_1522",2941,3823,3051,9164,7300,9487
"SAUSA300_2534",1286,1227,1613,5745,3939,4995
"SAUSA300_2072",1508,1314,2205,6474,4927,6392
"SAUSA300_2285",408,456,545,1394,1212,1247
"SAUSA300_1986",428,476,441,1582,1501,1734
"SAUSA300_0110",119,156,152,538,447,553
"SAUSA300_0758",14940,12892,21382,57372,47806,72771
"SAUSA300_1720",8600,9304,9235,27059,22150,25941
"SAUSA300_0128",124,145,151,378,351,419
"SAUSA300_1164",866,951,1203,2786,2571,3145
"SAUSA300_0788",699,838,747,2121,1863,2248
"SAUSA300_1177",329,332,500,1375,1207,1467
"SAUSA300_0258",1012,1079,998,3522,3206,4416
"SAUSA300_0145",122,127,142,520,373,520
"SAUSA300_1870",234,250,284,756,651,717
"SAUSA300_1232",7383,6101,10052,27115,23335,33594
"SAUSA300_2160",141,104,187,318,339,444
"SAUSA300_0706",2094,2166,2696,7019,5694,7169
"SAUSA300_2136",426,558,422,1398,1045,1157
"SAUSA300_0383",3132,2794,3744,8971,7823,10567
"SAUSA300_0364",2671,2493,2943,10086,7711,10438
"SAUSA300_2491",771,868,1435,3146,3581,4602
"SAUSA300_1534",5378,4061,8831,22895,17961,27005
"SAUSA300_1158",907,881,1063,3032,2241,2761
"SAUSA300_0861",2286,2396,3079,8659,7625,10313
"SAUSA300_1603",3964,3400,4641,14744,11715,15200
"SAUSA300_0340",88,136,146,309,303,349
"SAUSA300_0684",2610,1927,3552,9054,8040,12796
"SAUSA300_0014",6344,5763,9168,24981,20155,29724
"SAUSA300_0737",6212,5568,8300,22981,19592,27112
"SAUSA300_1175",1395,1330,1755,5732,4053,5840
"SAUSA300_1845",1154,1066,1706,3601,3108,4095
"SAUSA300_0222",1719,1772,1852,4975,4472,5742
"SAUSA300_0573",943,890,1345,4029,3268,3708
"SAUSA300_1260",690,562,920,2415,2453,2756
"SAUSA300_1929",60,90,91,240,175,217
"SAUSA300_0866",512,542,600,1476,1472,1712
"SAUSA300_1091",249,283,285,1174,728,1108
"SAUSA300_2112",1630,1599,2359,6689,5776,6647
"SAUSA300_2095",67,63,58,240,217,239
"SAUSA300_1886",1545,1314,2164,6390,4659,6578
"SAUSA300_1139",1016,1040,1406,3627,3575,4830
"SAUSA300_1667",209,208,188,626,450,543
"SAUSA300_1192",209,267,336,963,754,1183
"SAUSA300_2554",759,826,944,2409,2170,2681
"SAUSA300_2455",355,424,579,1367,1566,1980
"SAUSA300_1250",2004,1929,2843,7974,6498,8633
"SAUSA300_0126",90,105,126,314,229,344
"SAUSA300_1246",3508,3526,5378,14041,12445,16004
"SAUSA300_0793",232,208,266,849,697,899
"SAUSA300_0524",12802,14239,11609,35547,30810,38090
"SAUSA300_0743",1693,1470,2178,6429,4988,6944
"SAUSA300_2479",77,88,145,384,412,356
"SAUSA300_1084",370,451,385,1076,1124,978
"SAUSA300_1552",2347,2153,3130,6977,6271,8386
"SAUSA300_0347",150,144,197,552,701,589
"SAUSA300_2564",334,363,415,1366,1128,1325
"SAUSA300_1531",1515,1373,1852,5747,4500,5879
"SAUSA300_1150",11063,9390,13720,30238,28294,37019
"SAUSA300_1966",108,121,138,363,307,357
"SAUSA300_1714",282,249,397,1069,931,1198
"SAUSA300_1625",556,516,535,1781,1627,2238
"SAUSA300_1780",445,502,542,1633,1133,1444
"SAUSA300_0613",302,294,432,992,855,1052
"SAUSA300_1361",839,913,867,3186,2775,3120
"SAUSA300_2021",2199,2041,2938,8580,6906,8746
"SAUSA300_2128",656,656,901,2341,2229,2994
"SAUSA300_2473",964,881,1392,3945,2932,4265
"SAUSA300_1752",784.49,832.562,1046.11,3039.42,2664.31,3233.15
"SAUSA300_0850",378,451,606,1336,1308,1287
"SAUSA300_1118",1211,1124,1356,3619,3068,4032
"SAUSA300_0518",1534,1528,2144,4907,3762,6198
"SAUSA300_0680",731,681,827,2605,2241,2718
"SAUSA300_0667",1184,1218,1804,4582,4164,5507
"SAUSA300_1921",1464,1441.99,1363,4294,3447,4282
"SAUSA300_1251",2402,2294,3684,9894,8040,10503
"SAUSA300_0873",7732,6840,10566,23104,19622,27977
"SAUSA300_1738",230,192,199,588,526,591
"SAUSA300_0407",82,63,52,275,193,267
"SAUSA300_1916",3242,3164,3998,11287,10502,13142
"SAUSA300_0748",2639,2449,3222,8187,6413,9559
"SAUSA300_2235",2223,2310,2173,7129,5308,6501
"SAUSA300_2428",113,90,179,448,378,512
"SAUSA300_0907",578,466,711,2003,1745,2216
"SAUSA300_0948",2399,2018,3056,6999,6351,7818
"SAUSA300_1451",256,244,274,761,668,786
"SAUSA300_1297",1225,1190,1087,3791,3482,5257
"SAUSA300_0826",663,688,805,2220,1815,2254
"SAUSA300_0587",386,314,480,1399,1100,1538
"SAUSA300_1186",746,751,910,2522,1981,2523
"SAUSA300_2549",126,125,183,406,358,461
"SAUSA300_1048",1099,1179,1866,4233,4193,5918
"SAUSA300_2464",83,72,80,218,191,250
"SAUSA300_2498",153,183,215,628,537,715
"SAUSA300_0722",632,577,836,2343,2019,2489
"SAUSA300_1305",1549,1708,2059,4810,4372,6283
"SAUSA300_1672",2506,2521,3084,8059,7078,8599
"SAUSA300_0576",252,273,340,843,648,1001
"SAUSA300_1093",84,90,97,350,266,330
"SAUSA300_0548",1680.15,1570.87,2478.93,5309.11,4759.2,6137.32
"SAUSA300_0480",577,567,672,1851,1498,1962
"SAUSA300_2288",256,282,314,930,848,1119
"SAUSA300_2022",3877,4093,4797,12575,10985,13872
"SAUSA300_1860",3590,3418,5298,12109,9823,12982
"SAUSA300_2208",2708,2535,3821,10066,8312,12419
"SAUSA300_0938",523,683,439,1891,1120,1230
"SAUSA300_0874",1351,1248,1886,4506,5152,5696
"SAUSA300_1103",658,670,587,1841,1248,2263
"SAUSA300_2143",2691,2853,3968,8196,8964,9602
"SAUSA300_2319",118,153,130,451,458,499
"SAUSA300_2039",2428,2317,3406,8917,7868,10456
"SAUSA300_2647",61,82,77,230,170,211
"SAUSA300_0959",983,1100,1101,3166,2790,3253
"SAUSA300_2321",203,218,215,631,490,703
"SAUSA300_2065",5661,5505,8433,19267,16349,19776
"SAUSA300_1766",170,160,198,551,447,515
"SAUSA300_1644",16853,16039,24097,54374,48313,58654
"SAUSA300_0125",94,107,148,387,338,477
"SAUSA300_0881",122,129,121,330,369,318
"SAUSA300_0647",390,300,487,1409,1130,1460
"SAUSA300_1887",444,358,519,1777,1286,1498
"SAUSA300_2593",419,401,502,1517,1252,1661
"SAUSA300_0252",7649,7044,10114,24561,20268,26842
"SAUSA300_0106",164,190,235,734,601,674
"SAUSA300_1189",2141,1791,2927,8253,6239,8740
"SAUSA300_1106",1056,1152,974,3257,2403,3350
"SAUSA300_1882",2706,2841,2724,8185,6872,8909
"SAUSA300_2219",1524,1510,1927,4902,4121,5620
"SAUSA300_1237",4253,4071,4435,12673,13131,18692
"SAUSA300_1761",162,173,241,512,533,583
"SAUSA300_2343",15790,11642,21559,42959,34144,56736
"SAUSA300_1372",711,864,874,2344,2069,2713
"SAUSA300_1993",1487,1373,1885,4928,3893,5072
"SAUSA300_0246",1389,1135,1971,5725,3858,5899
"SAUSA300_1154",1745,1838,1804,5667,4498,5469
"SAUSA300_1717",72,95,73,266,231,362
"SAUSA300_1468",4004,3622,4818,13068,9949,13529
"SAUSA300_1651",2881,2600,3068,8143,6947,10065
"SAUSA300_2629",111,133,170,353,362,460
"SAUSA300_0885",2672,2289,3627,9642,8201,10730
"SAUSA300_0715",2864,2713,4099,12034,8366,12217
"SAUSA300_0945",629,581,794,2459,1872,2349
"SAUSA300_1023",506,548,543,1654,1307,1712
"SAUSA300_0827",256,250,335,902,888,1021
"SAUSA300_1338",2092,1890,2378,6700,5073,7049
"SAUSA300_1976",376,384,473,1148,1091,1383
"SAUSA300_2357",14945,14246,18829,50619,52331,56822
"SAUSA300_2434",139,165,170,511,509,587
"SAUSA300_0007",380,386,396,1268,1230,1410
"SAUSA300_2504",4179,3716,4821,15273,11260,16124
"SAUSA300_1229",2703,2821,3292,9034,7538,9670
"SAUSA300_0551",1854,1933,2587,6923,5845,8358
"SAUSA300_1393",108,141,140,397,311,413
"SAUSA300_2098",95,127,117,410,364,387
"SAUSA300_1637",122,163,153,428,376,451
"SAUSA300_0101",105.042,104.037,144,397,369.418,419.775
"SAUSA300_2470",61,78,74,219,177,213
"SAUSA300_0390",81,101,97,282,244,274
"SAUSA300_0753",911,839,1235,2954,2382,3426
"SAUSA300_1919",34601,44367,28394,88090,101448,98190
"SAUSA300_1629",7885,6604,10955,29100,22417,33869
"SAUSA300_2277",116,120,138,436,379,440
"SAUSA300_1612",908,942,1018,3113,2944,3434
"SAUSA300_2165",348,394,563,1398,1223,1718
"SAUSA300_1934",67,64,55,240,164,250
"SAUSA300_0851",2495,2270,3998,9362,6132,9277
"SAUSA300_0084",65,74,64,198,150,233
"SAUSA300_2444",720,853,1584,2777,3720,4347
"SAUSA300_0244",86,96,103,313,273,379
"SAUSA300_0612",56,58,103,259,183,305
"SAUSA300_0844",10386,10176,12453,34627,25675,38271
"SAUSA300_1617",2686,2611,3619,11080,7744,10810
"SAUSA300_0554",200,196,260,681,582,657
"SAUSA300_1687",5620,5203,7945,19099,15415,20086
"SAUSA300_0496",6657,5922,8690,24005,19751,26128
"SAUSA300_1532",3790,3313,5794,14484,12453,15360
"SAUSA300_2474",201,189,276,651,613,669
"SAUSA300_0754",2420,2176,3328,8355,7460,10282
"SAUSA300_0290",88.8587,87.302,127.895,296.238,272.519,310.939
"SAUSA300_1473",506,452,642,1734,1840,1767
"SAUSA300_0891",7029,7917,8812,24911,19709,26310
"SAUSA300_0047",243,237,249,855,672,908
"SAUSA300_0921",3520,3219,4521,13467,10093,13489
"SAUSA300_2371",67,66,87,282,210,253
"SAUSA300_2069",494,481,570,1913,1378,1844
"SAUSA300_2061",3902,3667,5230,16588,11040,15023
"SAUSA300_0833",612,501,889,1833,1854,1976
"SAUSA300_2213",3980,3635,5756,15101,11910,16984
"SAUSA300_1730",3668,3776,4442,13654,11028,14233
"SAUSA300_0776",4218,3989,3796,13162,13191,13999
"SAUSA300_0600",737,647,912,2463,1794,2554
"SAUSA300_2131",1191,1251,1357,3922,3795,4816
"SAUSA300_1623",882,807,1199,3130,2267,3121
"SAUSA300_0221",2164,1697,3339,5992,4942,9384
"SAUSA300_1332",1647,1633,2097,5199,4385,6553
"SAUSA300_2370",73,74,71,256,196,292
"SAUSA300_0666",468,542,700,1518,1692,1752
"SAUSA300_2646",500,503,677,2025,1482,2026
"SAUSA300_1078",2454,2358,3782,9939,7577,10644
"SAUSA300_0632",274,388,339,1047,887,943
"SAUSA300_2264",4168,4699,5169,15100,11824,15110
"SAUSA300_1620",496,485,596,1654,1343,1728
"SAUSA300_1120",1003,1029,1274,3274,2906,3745
"SAUSA300_0422",227,272,186,660,531,737
"SAUSA300_2344",2054,1627,3115,5617,5329,8298
"SAUSA300_1454",5195,4933,7029,17472,17506,20851
"SAUSA300_2144",6140,5752,9396,16965,23042,19539
