"gene_id","Un_A_count","Ox_A_count","Lor_A_count","Un_B_count","Ox_B_count","Lor_B_count","Co_B_count","Un_C_count","Ox_C_count","Lor_C_count","Co_C_count"
"KNNFDEDG_01374.t00",208,99,114,114,73,136,121,159,76,118,132
"KNNFDEDG_02761.t00",105,66,55,165,44,20,43,132,33,61,33
"KNNFDEDG_00647",50,30,291,84,21,170,54,74,21,113,30
"KNNFDEDG_00642",2933,1657,4063,4653,2892,3000,5040,4814,3632,5049,4476
"KNNFDEDG_00643",3157,1917,3260,3881,2783,2761,4600,3803,3498,4076,4196
"KNNFDEDG_00648",134,23,358,121,31,174,69,92,49,147,75
"KNNFDEDG_00649",105,14,145,56,20,141,44,77,35,81,40
"KNNFDEDG_02186.t00",4274,3259,4486,4876,4301,5460,8418,4314,5673,6608,5439
"KNNFDEDG_01209",5786,2508,6368,5871,3033,6928,5991,5979,3268,7168,5613
"KNNFDEDG_01208",1750,1218,1601,1854,1817,1383,1771,1758,2005,1536,2072
"KNNFDEDG_01207",1158,712,827,1082,954,896,767,980,946,791,1005
"KNNFDEDG_01206",312,137,392,558,297,224,436,494,374,461,404
"KNNFDEDG_01204",4634,1472,7411,4724,2173,7364,6511,4300,2395,7578,6413
"KNNFDEDG_02529.t00",1,0,0,0,1,0,0,0,0,1,0
"KNNFDEDG_01015.t00",245,139,129,248,160,109,114,310,167,105,137
"KNNFDEDG_01201",1152,739,2112,1907,1225,1482,1881,2063,1259,2343,1888
"KNNFDEDG_01292.t00",5,11,10,13,4,4,10,20,13,13,13
"KNNFDEDG_01630.t00",327,640,47,235,596,72,25,190,510,34,28
"KNNFDEDG_00041.t00",0,0,0,0,0,0,0,0,0,0,0
"KNNFDEDG_00579",2283,1850,3018,3513,3322,1689,3657,3490,3972,3170,3718
"Novel00395",0,3,0,0,2,0,0,0,0,0,0
"KNNFDEDG_00001.t00",227,158,534,244,296,699,665,193,334,829,539
"KNNFDEDG_00044.t00",0,0,0,0,0,0,0,0,0,0,0
"KNNFDEDG_00439",384,213,5715,668,527,5649,10163,460,528,10836,5306
"KNNFDEDG_01069",744,1372,589,873,2324,631,1978,821,2681,806,2128
"KNNFDEDG_01068",980,346,1413,1150,710,1138,1589,1203,785,1890,1663
"KNNFDEDG_01063",2943,2058,4198,3493,2816,3358,4065,3367,3412,4212,3984
"KNNFDEDG_01062",623,390,983,1047,639,621,1265,861,902,1060,1048
"KNNFDEDG_01061",1027,885,2730,1155,925,2983,3655,895,991,3428,3744
"KNNFDEDG_01060",37,16,41,56,38,52,77,38,31,42,49
"KNNFDEDG_01067",1740,981,2635,2045,1690,2221,3032,2001,1844,3133,2856
"KNNFDEDG_01666.t00",463,114,239,365,90,285,106,343,78,249,142
"Novel00466",18,17,12,8,11,12,9,10,22,20,10
"Novel00467",6,5,5,10,2,5,2,4,10,6,7
"Novel00464",1,2,1,2,1,0,0,0,0,0,1
"Novel00465",1,3,7,3,2,13,3,8,4,4,7
"Novel00462",20,14,7,12,19,12,12,29,13,12,14
"Novel00391",4,1,6,1,2,8,2,1,5,2,0
"Novel00460",2,6,4,3,3,7,8,4,13,1,8
"Novel00461",134,62,77,121,99,56,103,114,120,75,99
"KNNFDEDG_02095.t00",99,134,702,91,75,464,393,123,139,375,360
"KNNFDEDG_00331",8626,4181,8917,8660,6240,6355,7024,8546,7167,7361,7602
"KNNFDEDG_00332",6678,12179,26669,7162,13573,17807,17300,6409,12907,18252,22605
"KNNFDEDG_00333",11047,17487,45573,12956,25218,26261,29849,12253,24070,32541,37984
"Novel00398",29,27,4,17,9,12,23,40,18,6,6
"Novel00399",1,0,0,3,1,0,0,0,0,2,0
"Novel00468",11,1,0,4,2,5,3,6,7,6,6
"Novel00469",1,3,0,2,0,1,1,4,4,2,5
"KNNFDEDG_00911",5076,1014,1566,5185,1179,1391,889,5104,1259,1534,952
"KNNFDEDG_01770.t00",222,45,103,249,79,37,68,325,79,94,90
"KNNFDEDG_00430",340,308,362,424,354,386,573,366,453,447,530
"KNNFDEDG_00823.t00",4,5,11,1,8,5,21,3,8,12,12
"Novel00080",37,13,13,30,19,21,31,33,24,36,32
"Novel00081",9,4,3,15,4,1,5,9,12,8,6
"Novel00082",11,7,4,8,8,14,0,3,1,0,4
"KNNFDEDG_01220.t00",417,377,1196,441,506,836,1154,352,639,964,1021
"Novel00084",13,14,13,4,2,11,3,0,2,6,4
"Novel00085",11,34,3,8,4,8,11,15,10,10,8
"Novel00086",3,0,4,0,1,0,1,0,0,1,0
"Novel00087",0,0,0,1,0,0,0,0,0,0,0
"Novel00088",7,6,1,1,2,10,5,0,8,2,1
"Novel00089",3,0,1,19,4,13,10,20,0,2,13
"KNNFDEDG_00426",612,149,425,823,282,319,533,882,357,566,540
"KNNFDEDG_00427",116,22,119,273,72,72,154,216,119,175,143
"KNNFDEDG_00420",2,0,2,4,5,3,8,3,8,3,3
"KNNFDEDG_00421",1,2,1,2,1,2,4,1,1,4,4
"KNNFDEDG_00423",418,155,205,515,195,255,370,429,233,367,301
"Novel00268",0,0,0,0,3,1,0,0,0,0,0
"Novel00269",1,0,0,2,0,0,2,0,0,0,0
"Novel00260",0,1,0,9,0,0,2,3,0,3,0
"Novel00261",0,0,0,2,1,5,3,1,0,0,2
"Novel00262",4,2,7,0,2,8,1,4,1,4,2
"Novel00263",1,13,7,9,3,3,4,9,3,2,4
"Novel00264",1,0,0,0,1,0,0,0,0,0,2
"Novel00265",32,15,9,11,7,12,5,3,6,0,6
"Novel00266",1,0,1,0,0,0,0,0,0,0,0
"Novel00267",31,8,14,43,10,17,20,27,19,22,21
"Novel00068",14,7,11,18,6,4,3,13,7,13,4
"Novel00069",1,10,2,2,2,11,6,1,3,5,0
"KNNFDEDG_01968.t00",1016,536,1857,1326,769,1312,1775,1244,1096,2004,1563
"KNNFDEDG_01511",3148,1524,2502,2762,1803,3063,2798,2475,2091,2987,2275
"KNNFDEDG_01956.t00",582,58,132,602,80,84,31,565,64,111,42
"Novel00062",0,15,8,4,0,14,8,2,0,4,9
"Novel00063",4,8,0,0,1,3,0,0,2,0,0
"Novel00060",0,0,0,0,1,0,0,0,0,0,1
"KNNFDEDG_01512.t00",332,239,343,328,233,450,409,314,243,369,277
"Novel00066",4,10,11,6,8,29,16,12,10,6,21
"Novel00067",13,8,18,17,6,15,11,20,8,13,4
"Novel00064",2,8,17,10,5,20,27,3,7,9,20
"Novel00065",5,6,3,22,8,10,8,19,5,15,10
"KNNFDEDG_00501.t00",2508,1658,2943,2226,1840,2978,2829,2317,2232,3135,2597
"KNNFDEDG_01115.t00",79,104,54,60,124,110,180,61,113,100,144
"KNNFDEDG_00540.t00",162,98,235,386,277,80,454,328,412,203,286
"KNNFDEDG_01005.t00",544,268,268,477,300,328,356,530,342,370,423
"KNNFDEDG_00410.t00",1544,539,1194,1537,669,1826,1289,1470,656,1690,1094
"KNNFDEDG_01094.t00",1414,1468,2678,913,1303,3086,2384,750,1262,2109,2852
"KNNFDEDG_01100",333,70,195,639,175,166,358,595,202,284,210
"Novel00392",1,2,2,5,3,3,1,5,6,5,8
"KNNFDEDG_02299.t00",98,500,409,110,876,247,1502,167,1315,680,1360
"KNNFDEDG_01453",17,76,79,25,85,65,141,33,112,113,108
"Novel00274",0,0,0,0,3,1,0,0,0,0,0
"KNNFDEDG_01450",5870,990,1121,5902,1483,876,635,5762,1665,1238,616
"KNNFDEDG_00100.t00",615,366,452,800,348,378,519,877,509,498,426
"KNNFDEDG_01451",9224,6475,1131,7193,6875,905,631,8593,6734,793,862
"KNNFDEDG_01276.t00",285,141,346,324,204,237,825,359,252,344,788
"KNNFDEDG_00202.t00",25,7,30,39,16,8,61,51,14,44,43
"KNNFDEDG_01111.t00",756,349,498,634,520,546,564,619,472,582,594
"KNNFDEDG_01620.t00",78,13,124,95,16,83,74,87,31,116,68
"KNNFDEDG_02757",161,84,309,279,116,338,471,320,99,493,298
"Novel00376",2,0,1,0,0,1,0,1,0,0,0
"KNNFDEDG_02634",56,33,64,35,30,61,41,58,51,58,49
"KNNFDEDG_00938",825,312,429,759,288,521,494,810,330,455,450
"KNNFDEDG_02124.t00",27,4,107,24,13,70,67,18,15,103,35
"KNNFDEDG_02381.t00",27,9,13,68,18,12,24,48,14,27,20
"KNNFDEDG_00937",10607,4607,6306,12126,7783,5751,5782,11847,8901,7012,6157
"KNNFDEDG_00935",388,451,459,457,827,625,999,432,903,672,1010
"KNNFDEDG_00932",38833,21837,34119,30714,30200,28661,18924,29718,30769,27226,23689
"KNNFDEDG_00933",33614,16037,31898,33608,29217,23085,21234,33539,31641,30072,24382
"KNNFDEDG_00930",53053,25934,53835,51777,43643,37539,31767,50379,47786,45049,36126
"KNNFDEDG_00931",50341,24608,44963,43463,41339,36899,27097,45580,42884,39447,32561
"KNNFDEDG_00405.t00",784,748,2367,1246,1071,1825,3265,1200,1290,3087,2843
"KNNFDEDG_01650.t00",1059,439,1126,700,331,1369,603,615,318,951,837
"Novel00375",1,0,0,0,0,1,4,1,1,2,0
"KNNFDEDG_01992.t00",805,99,155,955,88,140,109,871,152,181,49
"KNNFDEDG_01502.t00",450,141,519,680,313,236,387,622,367,422,367
"KNNFDEDG_02270.t00",215,126,45,128,64,80,60,140,91,44,49
"sRNA00008",0,0,0,0,0,2,0,0,0,0,5
"KNNFDEDG_02649.t00",207,109,183,129,103,173,110,202,140,104,107
"Novel00371",1,0,0,1,0,7,0,5,0,0,0
"KNNFDEDG_01775",4663,1413,2150,3036,1435,2442,1220,2852,1558,2104,1206
"KNNFDEDG_02368.t00",440,269,444,492,377,339,380,467,417,423,440
"KNNFDEDG_02667.t00",644,381,142,1003,427,87,237,876,592,182,218
"KNNFDEDG_01678",5712,721,3757,7245,951,1729,1034,6153,1034,2091,1024
"KNNFDEDG_02710.t00",54,24,127,69,53,156,244,87,113,306,188
"KNNFDEDG_01864.t00",17,5,100,26,12,90,36,35,8,120,66
"Novel00378",9,9,6,3,8,1,2,4,2,7,2
"KNNFDEDG_01677",621,41,331,864,26,189,41,724,43,265,59
"KNNFDEDG_02756.t00",1271,639,1624,1129,592,2363,1744,1145,539,2122,1343
"KNNFDEDG_01181.t00",2,1,0,7,1,5,4,6,2,5,2
"KNNFDEDG_01674",38,4,33,67,7,20,15,88,4,44,13
"KNNFDEDG_00598.t00",1,1,2,9,3,0,1,7,0,11,2
"KNNFDEDG_01856",2227,3383,22536,1782,3086,19496,14733,1519,3532,15355,14419
"KNNFDEDG_02179.t00",1495,35,189,1375,50,194,90,1376,43,201,22
"KNNFDEDG_01542.t00",7,4,14,18,2,12,15,9,6,17,7
"KNNFDEDG_01557.t00",233,211,317,494,146,258,210,352,171,351,171
"Novel00061",3,7,1,1,0,4,3,0,2,3,2
"KNNFDEDG_02673.t00",2,0,1,0,2,4,2,0,0,2,0
"KNNFDEDG_00702.t00",0,0,0,0,0,0,0,1,0,0,2
"KNNFDEDG_00063.t00",488,426,230,534,466,235,412,497,628,260,432
"KNNFDEDG_01272.t00",301,35,122,589,46,110,140,461,76,149,95
"KNNFDEDG_02127",7531,1795,707,9954,3661,990,997,8842,4357,1337,589
"KNNFDEDG_01247",1135,931,1933,1438,1172,1331,1857,1397,1390,1688,1924
"KNNFDEDG_01097.t00",343,179,116,258,160,195,165,245,211,151,178
"KNNFDEDG_02129",1259,127,62,1606,152,65,70,1302,217,74,34
"KNNFDEDG_02128",3713,571,706,3682,700,791,623,3432,751,954,628
"KNNFDEDG_02678.t00",4,5,9,2,1,5,13,4,4,13,2
"KNNFDEDG_01147.t00",48,33,48,83,84,29,134,78,106,82,87
"KNNFDEDG_00886.t00",156,175,164,229,237,248,363,165,283,289,323
"KNNFDEDG_02192",2246,1930,3746,1779,2674,3615,1987,2480,2778,2829,2168
"KNNFDEDG_01852.t00",17,13,10,22,13,10,12,19,9,10,17
"KNNFDEDG_02441",9666,874,3414,10160,1507,4223,5321,9352,1645,4700,3185
"KNNFDEDG_00017.t00",25,19,102,41,44,95,127,39,62,159,93
"KNNFDEDG_02492",22871,6321,19396,18000,4727,8179,3922,19399,4143,7328,3359
"KNNFDEDG_02491",27024,7664,22735,19815,5112,9832,4232,21747,4586,8555,3983
"KNNFDEDG_01682.t00",237,13,67,352,32,20,32,362,20,45,17
"KNNFDEDG_02496",10914,1976,9715,9687,1674,9659,5467,11759,1950,8824,6209
"KNNFDEDG_02494",2497,1830,6904,2104,2171,7136,6195,2014,2200,7038,6787
"KNNFDEDG_02443",15661,1617,4709,12447,1863,6584,6257,10545,2240,5736,3994
"KNNFDEDG_01987.t00",15,0,5,23,3,5,5,9,5,3,4
"KNNFDEDG_02130.t00",757,145,759,1042,139,433,384,1194,187,725,316
"KNNFDEDG_00564",636,414,446,581,498,352,483,537,481,455,422
"KNNFDEDG_00087.t00",2770,382,1550,3638,486,1257,776,4076,667,1774,718
"KNNFDEDG_00909.t00",938,762,1229,1001,876,1081,1542,915,1002,1353,1554
"KNNFDEDG_01144",361,339,178,337,422,224,188,290,417,188,208
"KNNFDEDG_02445",8000,826,2371,7466,1034,3941,3833,6182,1056,3464,2348
"KNNFDEDG_01245",510,326,788,620,436,622,671,686,486,715,614
"KNNFDEDG_02446",17267,1726,4388,11395,1942,8051,6007,9783,1849,5626,4036
"KNNFDEDG_02019",27,17,41,36,9,38,54,38,19,61,45
"KNNFDEDG_01372.t00",46,24,44,52,38,40,23,51,31,33,57
"KNNFDEDG_02017",17,9,29,11,2,18,19,6,3,20,8
"KNNFDEDG_02016",16,5,40,15,11,25,49,17,14,28,38
"KNNFDEDG_02447",10505,800,3213,8605,1397,4389,4666,7737,1339,4552,2829
"KNNFDEDG_02013",19,3,37,2,9,23,31,14,14,19,12
"KNNFDEDG_02012",29,14,65,31,21,30,52,29,28,52,26
"KNNFDEDG_02010",13,27,128,14,35,66,65,13,44,77,63
"KNNFDEDG_02404",142,27,101,128,40,87,89,129,65,124,101
"KNNFDEDG_02253.t00",525,21795,1950,883,42450,1493,33158,776,52045,2590,35941
"KNNFDEDG_00575.t00",53281,36022,36782,43989,44370,46856,49527,43311,46522,42394,49139
"KNNFDEDG_02277",322,262,343,449,535,217,339,441,612,397,331
"KNNFDEDG_02679.t00",2,0,20,3,0,6,13,1,1,10,9
"KNNFDEDG_02275",1293,345,1694,1603,433,1278,1205,1442,469,1604,1077
"KNNFDEDG_02274",3545,1595,4938,3862,1987,3442,3758,3224,2320,4349,3245
"KNNFDEDG_02273",4268,1741,5678,4118,2199,4208,4351,3724,2615,5249,3947
"KNNFDEDG_02271",2548,1153,3629,2464,930,3912,4251,2346,1198,4221,3532
"KNNFDEDG_01804.t00",1097,728,891,1230,1345,865,995,1216,1451,1065,1084
"KNNFDEDG_01902.t00",102,49,127,193,47,102,121,176,69,177,74
"KNNFDEDG_00907.t00",329,484,668,357,800,813,1185,331,845,815,1388
"KNNFDEDG_02279",112,236,303,117,197,447,357,122,170,324,269
"KNNFDEDG_02278",17,11,96,54,28,58,158,42,58,134,113
"KNNFDEDG_02428.t00",711,274,329,603,344,379,422,621,405,416,464
"KNNFDEDG_02781",92,532,78,160,630,75,219,131,819,103,187
"KNNFDEDG_02708.t00",6,1,12,3,3,8,30,3,14,31,29
"KNNFDEDG_02755.t00",732,244,986,858,360,980,1051,885,339,1192,768
"KNNFDEDG_00303.t00",584,1114,882,577,1228,1281,1348,558,1257,1098,1522
"KNNFDEDG_01066.t00",4122,3353,9441,5717,5643,6253,11444,5523,7048,9400,11843
"KNNFDEDG_01470",712,458,398,754,410,524,487,663,427,510,482
"KNNFDEDG_01471",90,41,92,133,78,89,116,106,59,104,113
"KNNFDEDG_01472",645,348,456,539,288,577,513,563,314,493,543
"KNNFDEDG_01473",8293,8375,9998,8996,9924,8487,7618,8271,11071,8482,8621
"KNNFDEDG_01173.t00",23,7,8,22,14,10,15,17,9,6,12
"KNNFDEDG_01475",10095,6298,17057,9933,8487,21197,24090,9367,9080,22830,21324
"KNNFDEDG_01476",985,453,697,920,587,784,825,863,585,854,662
"KNNFDEDG_01477",266,59,134,342,77,117,150,327,118,153,109
"KNNFDEDG_02651",11,25,13,15,19,23,14,23,28,10,20
"KNNFDEDG_01479",602,513,845,527,600,1117,1042,492,586,1071,916
"KNNFDEDG_02653",1538,1106,1887,1704,1417,1990,1708,1463,1624,2261,1647
"KNNFDEDG_02652",400,164,175,519,282,106,244,455,309,200,235
"KNNFDEDG_02738.t00",18,10,8,31,10,9,14,19,32,11,9
"KNNFDEDG_02654",975,774,1469,1104,975,1343,1158,1101,946,1532,1021
"KNNFDEDG_00713.t00",0,0,0,0,0,0,0,0,0,1,0
"KNNFDEDG_00781",30,26,52,41,54,50,81,38,40,47,54
"KNNFDEDG_01659",0,3,0,6,1,0,1,7,0,0,1
"KNNFDEDG_01304",6084,1447,1077,8124,3101,904,1358,7204,3741,1329,1254
"KNNFDEDG_00782",18,20,22,8,45,46,65,15,24,30,30
"KNNFDEDG_00785",344,166,244,406,257,272,298,404,234,305,341
"KNNFDEDG_00784",14845,6931,19759,16749,9899,16068,14339,15502,11227,19784,16610
"KNNFDEDG_01872",1897,258,872,2220,389,697,354,2529,503,823,459
"KNNFDEDG_01301",27,8,32,68,35,23,40,56,23,39,24
"KNNFDEDG_00789",535,78,133,473,145,175,194,453,133,167,141
"KNNFDEDG_01651",1416,605,2909,1239,513,2195,1388,1339,579,2042,1522
"KNNFDEDG_01653",2515,186,2225,4179,356,1200,738,4243,404,1984,590
"KNNFDEDG_01654",1666,383,1031,1794,493,1356,1283,1675,506,1318,865
"KNNFDEDG_01655",717,165,147,716,166,137,167,738,147,220,146
"KNNFDEDG_01308",424,223,577,660,367,468,500,594,439,672,454
"KNNFDEDG_00674",14832,11439,35152,15607,16661,29699,29844,14453,17832,37492,30158
"KNNFDEDG_00593.t00",1389,843,1861,1784,1332,1443,1603,1900,1624,2209,1749
"KNNFDEDG_02465.t00",3,0,3,4,0,0,2,2,1,0,0
"KNNFDEDG_00653",49,18,119,64,25,273,233,40,34,320,153
"KNNFDEDG_01788",1061,161,576,1248,223,342,164,1188,169,536,252
"KNNFDEDG_00650",71,26,164,142,48,135,86,112,73,139,71
"KNNFDEDG_00657",71,89,331,132,131,268,473,156,175,446,486
"KNNFDEDG_00656",1126,4031,501,1304,6086,583,3254,1043,6842,601,3828
"KNNFDEDG_00217.t00",12,3,7,59,18,27,38,4,8,7,2
"KNNFDEDG_00771",2837,1222,1018,1852,929,1242,597,1714,997,953,934
"KNNFDEDG_01782",134,56,103,125,101,116,80,123,82,107,117
"KNNFDEDG_00944.t00",4296,1269,6767,5548,1422,4940,4244,5525,1798,6164,4126
"KNNFDEDG_00658",4081,3090,2873,4273,4240,3057,3641,4531,4620,3620,3673
"KNNFDEDG_01786",172,89,108,234,160,66,119,191,152,100,153
"KNNFDEDG_00772",7450,3081,5051,8058,3791,4246,4158,6728,4539,4862,4439
"KNNFDEDG_01978.t00",503,326,1026,556,283,1079,802,534,291,1048,625
"KNNFDEDG_02556.t00",459,269,958,481,246,775,834,441,333,932,775
"KNNFDEDG_01273",813,714,846,597,537,1443,1720,723,653,1053,1579
"KNNFDEDG_01270",1222,287,283,1305,315,254,210,1135,324,305,225
"KNNFDEDG_01271",74,55,82,107,55,122,108,82,71,79,95
"KNNFDEDG_01277",866,272,704,1203,390,448,430,1219,530,648,466
"KNNFDEDG_01874.t00",518,243,349,478,128,255,203,584,132,279,175
"KNNFDEDG_01162.t00",55,9,8,38,5,21,17,57,9,16,9
"KNNFDEDG_00103.t00",438,113,220,362,138,351,427,377,169,405,311
"KNNFDEDG_00778",3085,1639,2603,2778,1923,4422,5301,2904,1804,4010,4553
"KNNFDEDG_00779",2298,1544,2287,2388,1936,3229,6197,2339,2198,3656,5406
"KNNFDEDG_02371.t00",196,111,503,454,244,183,501,422,365,514,335
"KNNFDEDG_02310.t00",223,71,93,229,100,119,170,182,119,121,80
"KNNFDEDG_01353",1640,1246,6033,3740,891,3468,5370,3265,1463,5374,3312
"KNNFDEDG_02261.t00",69,24,61,80,32,69,49,90,31,79,74
"KNNFDEDG_01696.t00",75,242,49,75,254,64,24,67,283,43,48
"KNNFDEDG_01768.t00",231,57,110,223,87,45,62,244,86,90,102
"KNNFDEDG_02764.t00",3,0,0,1,0,0,0,0,0,0,0
"KNNFDEDG_02657.t00",140,56,165,107,55,57,164,290,107,144,75
"KNNFDEDG_01809.t00",57,11,34,45,28,34,27,76,32,63,31
"KNNFDEDG_01096",1333,662,2921,1820,884,1842,1800,1701,990,2391,2046
"KNNFDEDG_01092",964,633,791,955,778,618,699,810,808,646,897
"KNNFDEDG_01789.t00",1,3,15,4,9,5,3,4,3,11,5
"KNNFDEDG_02325.t00",20,11,25,30,38,5,35,40,54,47,39
"KNNFDEDG_00258",327,123,183,537,320,252,239,1757,2051,151,230
"KNNFDEDG_00637.t00",49,40,42,44,49,49,57,40,44,43,95
"KNNFDEDG_00254",15,9,12,30,12,6,12,22,15,10,14
"KNNFDEDG_00253",2207,1224,2473,2871,1832,2190,3590,2744,2048,2957,3060
"KNNFDEDG_00251",18,10,7,47,15,1,20,35,29,7,7
"KNNFDEDG_01099",4317,833,1984,6290,2308,1820,3530,5781,2760,2967,2407
"Novel00475",1,0,1,9,0,2,2,9,7,3,0
"Novel00474",121,5,3,160,13,4,2,114,8,4,6
"Novel00477",43,94,10,34,40,23,16,44,24,14,17
"Novel00476",37,8,10,36,6,5,9,35,9,13,9
"Novel00471",117,19,23,180,58,17,60,126,59,44,67
"Novel00470",10,10,5,5,4,2,1,10,11,5,3
"Novel00473",0,0,1,2,1,3,7,0,1,0,1
"Novel00472",41,41,46,72,30,52,67,60,68,34,32
"Novel00479",9,1,10,9,7,15,13,15,3,8,20
"Novel00478",1,0,0,1,0,0,1,2,0,3,0
"KNNFDEDG_00329",3338,2010,2142,2424,2097,2816,1663,2240,1926,2154,2076
"KNNFDEDG_00328",2154,878,1816,2403,1023,1993,2238,2151,1223,2086,1896
"Novel00202",3,5,1,17,6,0,6,11,3,6,15
"KNNFDEDG_00270.t00",241,114,403,430,212,285,418,402,250,524,317
"KNNFDEDG_00185.t00",154,64,118,278,81,44,87,275,113,112,73
"KNNFDEDG_02297.t00",13,9,28,19,23,7,22,22,33,16,17
"Novel00131",1,4,0,1,3,1,1,4,1,0,0
"KNNFDEDG_01590.t00",0,0,3,0,3,0,5,0,0,3,3
"KNNFDEDG_01895",14,2,10,27,5,4,12,12,8,13,9
"KNNFDEDG_02158.t00",93,151,277,108,137,266,222,91,170,239,289
"KNNFDEDG_01891",276,117,226,268,186,234,260,274,235,369,251
"Novel00097",10,12,15,2,0,8,1,1,3,4,7
"Novel00096",4,2,4,1,0,0,0,2,2,0,0
"Novel00095",3,3,2,20,5,3,8,15,4,3,3
"Novel00094",14,12,11,27,3,8,5,32,10,9,3
"Novel00093",10,12,14,7,4,10,5,5,1,14,0
"Novel00092",22,34,13,26,25,26,26,11,14,12,16
"Novel00091",57,90,23,14,40,29,23,19,38,25,37
"KNNFDEDG_00793.t00",169,106,172,227,183,144,188,222,171,189,164
"KNNFDEDG_00433",254,308,591,235,239,663,459,210,229,592,555
"KNNFDEDG_00431",1326,1394,1713,1434,1706,1412,2243,1383,2049,1864,2176
"KNNFDEDG_01035.t00",0,0,0,3,0,4,2,2,2,0,2
"KNNFDEDG_00437",2323,1010,782,2621,1522,903,1041,2593,1798,1135,1011
"KNNFDEDG_00436",1539,165,1032,2767,444,1154,1813,2431,719,1788,1177
"KNNFDEDG_00435",224,123,154,319,124,139,269,289,194,191,156
"Novel00098",4,4,0,0,0,2,0,0,0,1,0
"KNNFDEDG_02650",20,20,20,33,14,20,8,36,12,22,18
"Novel00279",2,5,3,0,0,0,1,0,1,0,0
"Novel00278",3,2,0,0,0,0,0,1,0,0,0
"Novel00277",0,0,0,0,1,0,2,0,0,0,6
"KNNFDEDG_01356.t00",10017,9165,13898,10929,9691,9672,12514,9735,11500,11391,12415
"Novel00275",2,0,1,6,0,2,0,1,0,0,0
"KNNFDEDG_01916.t00",19,5,6,17,11,4,9,24,26,28,6
"Novel00273",13,9,4,16,5,8,6,12,5,6,7
"Novel00272",3,3,1,0,0,0,0,0,0,0,1
"KNNFDEDG_02668.t00",0,0,0,1,0,5,7,0,2,4,2
"Novel00270",6,23,11,6,12,10,6,8,1,7,19
"Novel00079",8,4,1,7,4,0,1,1,5,7,3
"Novel00078",0,1,0,0,1,1,0,0,0,1,1
"KNNFDEDG_00640.t00",83,80,266,146,131,83,246,158,202,266,229
"Novel00071",26,12,24,22,8,31,21,15,2,29,25
"Novel00070",11,9,13,5,5,0,11,4,6,10,21
"Novel00073",5,14,6,13,22,6,15,18,5,12,20
"Novel00072",1,2,2,3,3,3,0,7,3,0,3
"Novel00075",0,0,0,0,0,2,0,0,0,0,0
"Novel00074",4,13,2,3,5,3,0,1,1,0,1
"Novel00077",3,0,0,0,0,0,0,0,0,0,1
"Novel00076",0,0,0,0,0,0,0,0,0,0,0
"KNNFDEDG_01679.t00",244,12,135,285,44,59,19,306,30,112,13
"Novel00389",0,1,1,0,0,2,3,0,0,1,1
"Novel00388",27,4,16,29,15,19,27,35,16,32,11
"KNNFDEDG_02119.t00",41,35,93,43,32,105,118,58,32,141,107
"KNNFDEDG_01167.t00",8,3,27,5,1,41,33,9,7,26,13
"Novel00383",0,0,0,1,0,0,0,0,1,0,0
"Novel00382",9,0,2,0,5,5,0,0,6,0,2
"Novel00381",3,5,7,2,0,6,2,2,1,1,1
"Novel00380",0,4,0,9,0,0,0,0,2,2,2
"Novel00387",4,0,0,2,1,1,1,2,1,4,0
"Novel00386",1,4,2,7,2,0,2,10,4,4,1
"Novel00385",6,2,0,3,5,0,1,5,1,1,2
"Novel00384",3,7,2,2,3,1,2,10,6,6,6
"KNNFDEDG_02347",634,58,284,776,92,161,79,533,96,195,84
"KNNFDEDG_02775.t00",0,0,0,0,0,0,0,1,0,0,0
"KNNFDEDG_01295.t00",130,94,184,99,70,477,263,102,38,226,190
"Novel00090",17,73,10,9,21,10,13,13,16,13,17
"KNNFDEDG_02344",1128,121,143,1108,111,184,184,1065,180,217,178
"KNNFDEDG_02343",895,430,716,841,493,607,423,808,510,692,456
"KNNFDEDG_01113.t00",363,334,1153,532,441,960,955,699,571,1114,1125
"KNNFDEDG_02342",391,125,327,523,228,235,279,595,248,363,236
"KNNFDEDG_00925",169,42,20,174,44,38,19,160,50,53,21
"KNNFDEDG_00924",634,418,328,568,352,327,317,534,401,340,457
"KNNFDEDG_00927",118,23,32,157,43,32,48,161,35,26,27
"KNNFDEDG_00926",122,37,19,141,29,16,18,133,32,31,10
"KNNFDEDG_00921",388,342,674,532,546,601,1167,545,714,1067,1213
"KNNFDEDG_02317.t00",1448,747,4695,2485,1045,2712,3146,2225,1276,4409,2749
"KNNFDEDG_02216.t00",566,248,1169,479,203,1209,416,642,185,970,557
"KNNFDEDG_00448.t00",10055,6681,10432,8513,7510,10525,9377,8086,8098,9883,9847
"KNNFDEDG_01740.t00",100,109,80,187,176,87,250,195,169,152,140
"KNNFDEDG_02680.t00",320,83,1703,335,127,1693,1360,350,117,2015,720
"KNNFDEDG_00278.t00",6027,2237,4836,6118,2735,4310,3227,5385,3037,4723,3026
"KNNFDEDG_00996.t00",2326,1083,2175,2440,1042,2183,5005,2163,1287,2587,3728
"KNNFDEDG_02281.t00",180,28,123,264,47,61,126,220,86,95,117
"KNNFDEDG_01871",42669,2700,35463,49188,2684,21138,6825,51202,2862,23459,6096
"KNNFDEDG_00699.t00",39,38,124,54,34,72,170,66,27,164,70
"Novel00394",0,0,1,1,2,0,0,4,3,0,0
"KNNFDEDG_02687.t00",1849,1555,1196,1472,1235,1210,886,1286,1551,893,802
