"gene_id","Un_A_count","Ox_A_count","Lor_A_count","Un_B_count","Ox_B_count","Lor_B_count","Co_B_count","Un_C_count","Ox_C_count","Lor_C_count","Co_C_count"
"KNNFDEDG_01043",4308,1467,3538,5200,2234,2042,1860,5454,2578,2732,1751
"KNNFDEDG_01899.t00",141,63,65,109,38,97,73,144,49,78,48
"KNNFDEDG_01213.t00",861,244,1362,1034,518,1190,1460,1033,646,1657,1000
"KNNFDEDG_01169.t00",7,0,11,7,0,16,22,0,0,22,8
"KNNFDEDG_01945.t00",75,72,122,69,85,117,108,74,62,116,118
"KNNFDEDG_00263",5515,6081,7084,8414,7488,4092,6067,7901,9405,6076,6752
"Novel00308",173,175,106,87,155,127,258,131,175,79,408
"KNNFDEDG_01829",3981,320,2427,3896,294,2301,1102,3773,351,2283,781
"KNNFDEDG_01046",3432,1778,2158,2832,1963,1802,1127,2770,1794,1453,1460
"KNNFDEDG_02304",2355,979,5742,3549,1235,3313,3321,3904,1563,5019,3014
"KNNFDEDG_01541.t00",93,81,148,141,81,86,163,107,115,127,142
"KNNFDEDG_01591.t00",31,7,10,45,12,3,9,18,15,13,11
"KNNFDEDG_00693.t00",6,14,10,24,12,3,13,22,9,14,10
"KNNFDEDG_00399.t00",140,35,553,213,51,523,546,161,63,593,448
"KNNFDEDG_02218.t00",18,5,5,16,5,5,9,20,11,15,3
"KNNFDEDG_02099.t00",488,393,774,551,575,649,966,450,700,750,941
"KNNFDEDG_01824.t00",1711,68,658,2086,113,608,471,1875,172,887,298
"KNNFDEDG_02047.t00",33,10,28,28,7,28,34,40,13,53,23
"KNNFDEDG_00268",954,352,438,861,370,648,578,736,389,633,488
"KNNFDEDG_01820",3182,234,1459,3291,292,1591,1001,3234,355,1772,849
"KNNFDEDG_02383",694,219,268,638,247,447,367,493,248,347,279
"KNNFDEDG_02382",414,112,127,549,161,172,152,436,155,182,134
"KNNFDEDG_02387",922,202,782,1142,189,693,318,1459,229,897,343
"KNNFDEDG_00874.t00",339,45,37,322,22,58,21,285,21,42,9
"KNNFDEDG_02389",659,82,121,572,105,79,63,497,123,80,39
"KNNFDEDG_02388",1391,288,1200,1391,296,1087,486,1823,350,1184,527
"KNNFDEDG_02413",489,277,660,784,506,432,636,674,599,627,622
"KNNFDEDG_02412",415,124,300,320,147,300,237,263,156,289,221
"KNNFDEDG_02147",259,333,945,250,355,909,994,387,386,1196,1063
"KNNFDEDG_02410",583,137,246,655,205,195,239,654,198,327,165
"KNNFDEDG_02141",18154,29492,33805,19486,36251,30438,30405,19400,39252,33219,39924
"KNNFDEDG_02416",127,64,213,156,77,198,219,123,124,229,198
"KNNFDEDG_02143",58,134,20607,98,195,22090,22646,78,168,24722,17831
"KNNFDEDG_02414",709,308,935,655,388,877,684,725,343,783,674
"KNNFDEDG_00394.t00",649,502,359,660,516,408,548,642,680,469,447
"KNNFDEDG_02419",1374,714,2474,1493,1073,2767,2164,1367,1099,2791,1908
"KNNFDEDG_02418",599,372,1196,806,492,1060,1142,796,588,1513,1067
"KNNFDEDG_02149",3400,1727,4671,4450,3454,4217,6350,4348,4524,6449,5824
"KNNFDEDG_02148",185,157,251,263,139,242,253,238,164,260,237
"KNNFDEDG_01492",15241,16030,6589,10649,10133,9701,6765,9225,11490,6561,6154
"KNNFDEDG_01493",817,365,632,832,546,679,596,744,590,702,604
"KNNFDEDG_01490",4394,2053,1713,3453,1890,2291,1255,3035,1826,1937,1073
"KNNFDEDG_01491",2238,1010,1387,3019,1178,1201,1164,2660,1788,1670,907
"KNNFDEDG_01388.t00",302,260,106,286,276,156,188,252,292,124,219
"KNNFDEDG_01497",361,157,182,330,192,140,165,389,242,218,152
"KNNFDEDG_01494",531,197,416,492,315,422,378,508,310,476,421
"KNNFDEDG_01495",2654,1497,2171,2215,1501,2321,1715,2148,1565,1995,1757
"KNNFDEDG_02365",1785,5816,17743,1841,9407,16580,12274,2287,9992,22468,12599
"KNNFDEDG_02364",44,13,39,63,21,8,24,60,33,14,21
"KNNFDEDG_02367",90,70,170,90,109,137,149,107,113,218,147
"KNNFDEDG_01499",217,44,97,256,79,64,97,244,118,96,70
"KNNFDEDG_02360",1504,784,12709,1796,789,9328,4804,2191,721,9410,5605
"KNNFDEDG_02362",852,411,536,602,393,638,350,651,420,522,413
"KNNFDEDG_02092",34744,11222,31587,36989,18072,21309,20318,34023,20475,28474,20597
"KNNFDEDG_01598.t00",37,39,36,43,56,24,98,59,79,65,116
"KNNFDEDG_00714.t00",2,0,2,0,3,0,0,0,0,0,0
"KNNFDEDG_00035.t00",463,155,315,553,201,226,272,449,279,259,265
"KNNFDEDG_01540",33,21,18,29,15,24,16,30,28,21,26
"KNNFDEDG_01681.t00",184,10,48,184,9,15,10,242,5,44,15
"KNNFDEDG_00521.t00",59,34,40,47,43,44,76,25,38,52,57
"KNNFDEDG_02759.t00",0,0,0,0,1,0,0,0,1,0,0
"KNNFDEDG_01548",7,3,9,7,1,2,5,5,2,21,6
"KNNFDEDG_01549",4,3,6,4,1,3,4,4,1,9,4
"KNNFDEDG_00272.t00",522,260,255,487,341,252,232,566,420,299,290
"KNNFDEDG_00550.t00",488,294,245,725,284,191,482,657,399,296,394
"KNNFDEDG_02703",751,803,1446,927,1187,1719,2610,786,1361,2292,2195
"KNNFDEDG_00105.t00",485,1045,579,809,1875,433,2567,760,2434,800,2878
"KNNFDEDG_00007.t00",50,50,129,65,57,192,148,53,58,206,121
"KNNFDEDG_01774",5254,1429,2496,3233,1428,2483,1044,3207,1445,2232,1288
"KNNFDEDG_02090",384,241,1275,500,167,779,564,458,217,916,640
"KNNFDEDG_00245.t00",176,163,159,293,148,203,286,169,161,275,242
"KNNFDEDG_01919.t00",3,0,6,1,1,2,1,4,0,1,0
"KNNFDEDG_02719.t00",0,0,0,0,2,0,0,3,1,2,0
"KNNFDEDG_00220.t00",87,35,32,302,200,226,199,66,44,62,52
"KNNFDEDG_01392.t00",2449,3126800,93808,3835,1706699,356453,439724,1039,1172726,131649,566155
"KNNFDEDG_01418.t00",7591,2002,4489,9992,2608,3572,2883,9036,3017,4555,3072
"KNNFDEDG_02569",977,159,127,970,253,130,165,829,255,213,137
"KNNFDEDG_02568",1688,449,1219,3090,798,1061,2109,2363,1083,1556,1224
"KNNFDEDG_01547.t00",58,12,65,35,9,74,48,38,20,60,32
"KNNFDEDG_00188.t00",28,13,8,51,17,1,17,49,20,13,12
"KNNFDEDG_02563",17619,6678,16047,20403,11426,11924,13730,17610,13013,16476,13867
"KNNFDEDG_02561",1950,568,816,1909,811,1002,1002,1912,912,1070,769
"KNNFDEDG_02560",318,295,309,561,396,337,732,383,441,383,480
"KNNFDEDG_02567",4285,1427,2004,4323,1858,2350,2070,3832,1853,2247,1752
"KNNFDEDG_02565",2750,2951,2406,1765,3020,3482,2113,1690,2766,2417,1958
"KNNFDEDG_02564",1144,2572,1920,1480,4503,1751,2500,1486,5522,2477,2541
"KNNFDEDG_01038",29,1,29,32,16,28,22,34,28,25,18
"KNNFDEDG_01039",42,12,16,45,30,16,22,44,27,26,32
"KNNFDEDG_00523",97,43,127,123,58,100,183,91,76,124,172
"KNNFDEDG_00525",1128,407,590,1335,504,660,1015,1120,560,972,741
"KNNFDEDG_00524",2550,784,1478,3184,1203,1106,2329,2506,1608,1754,1788
"KNNFDEDG_00527",831,511,601,888,769,552,845,807,850,804,835
"KNNFDEDG_00529",578,365,305,753,428,381,531,619,647,425,459
"KNNFDEDG_00528",397,261,364,579,460,336,560,584,548,533,543
"KNNFDEDG_01032",1415,649,805,1465,988,783,937,1497,1134,1004,887
"KNNFDEDG_01036",33,43,28,32,12,27,18,30,29,35,21
"KNNFDEDG_01816",9884,8456,42091,11147,9950,43760,36724,9892,10512,45815,37929
"KNNFDEDG_01817",38,20,44,33,30,18,44,42,30,61,33
"KNNFDEDG_01815",677,255,1448,711,222,1733,1385,719,306,1831,1062
"KNNFDEDG_01812",20,20,20,29,26,30,40,15,20,31,31
"KNNFDEDG_01810",19,28,20,17,16,44,24,25,24,26,45
"KNNFDEDG_01818",22,9,47,40,19,28,35,31,48,34,42
"KNNFDEDG_01819",1821,226,1052,2019,178,1050,767,2133,208,1116,596
"KNNFDEDG_02736.t00",613,144,155,844,214,139,265,857,262,248,200
"KNNFDEDG_00143",79,31,62,67,26,85,74,73,45,75,49
"KNNFDEDG_00634",1306,945,1263,1685,1135,1031,1275,1515,1389,1383,1516
"KNNFDEDG_02219.t00",23,0,9,10,14,15,5,20,7,5,7
"KNNFDEDG_00746",1427,1083,883,996,862,947,679,1008,921,795,788
"KNNFDEDG_00631",184,27,102,105,28,43,51,88,34,57,39
"KNNFDEDG_02069.t00",211,250,567,334,314,378,626,328,451,682,564
"KNNFDEDG_00145",229,73,94,266,127,91,81,236,138,100,99
"KNNFDEDG_00632",133,18,123,141,33,56,49,114,21,47,44
"KNNFDEDG_01724",141,64,284,214,70,190,328,149,125,328,235
"KNNFDEDG_00741",686,319,248,719,396,274,206,705,420,257,341
"KNNFDEDG_01727",343,154,1775,484,249,1125,1474,495,294,1565,1187
"KNNFDEDG_00639",187,120,113,104,123,116,148,153,149,130,128
"KNNFDEDG_00638",37,35,20,65,35,46,62,45,42,45,70
"KNNFDEDG_00459",2078,1221,2759,3274,2322,1790,3582,3411,3128,3348,2964
"KNNFDEDG_00458",1079,691,1737,1182,1074,1410,1620,1021,1089,1778,1596
"KNNFDEDG_00455",2089,1207,1423,1864,1515,1362,936,1876,1606,1294,967
"KNNFDEDG_00454",2723,1540,1782,2515,1745,1670,1313,2513,1883,1795,1340
"KNNFDEDG_02053.t00",1470,1789,5073,2713,4350,2398,5377,2695,5524,4764,6017
"KNNFDEDG_00456",8836,7031,5819,9805,9767,5554,10640,9250,10672,7134,10296
"KNNFDEDG_00451",575,285,477,605,408,373,391,610,435,485,417
"KNNFDEDG_00453",468,231,365,479,280,258,282,396,342,316,324
"KNNFDEDG_00452",594,290,623,859,464,351,482,730,535,612,486
"KNNFDEDG_02025",5796,12497,40178,7060,14509,35898,27322,6487,16270,39598,28085
"KNNFDEDG_02659.t00",285,40,77,20,10,15,16,302,27,87,37
"KNNFDEDG_00803.t00",4356,1341,1914,4673,2146,2145,2696,4552,2414,2694,2765
"KNNFDEDG_01340",45,44,19,61,48,21,41,61,48,22,26
"KNNFDEDG_02749.t00",113,19,238,247,50,181,375,216,28,425,195
"KNNFDEDG_01341",1531,365,1704,1482,399,1512,1233,1462,461,1607,1129
"KNNFDEDG_00749",579,178,221,486,252,222,212,509,261,204,193
"KNNFDEDG_01928",0,0,0,0,0,0,0,0,0,0,0
"KNNFDEDG_01929",0,0,0,0,0,0,0,0,0,0,0
"KNNFDEDG_01347",837,155,86,629,176,128,97,695,146,87,89
"KNNFDEDG_02546.t00",57,28,174,108,43,109,195,141,77,201,179
"Novel00149",0,2,0,0,0,0,0,0,1,0,0
"KNNFDEDG_02022",44,49,41,35,16,121,38,31,18,74,46
"KNNFDEDG_00039",0,0,0,2,0,0,0,0,0,1,0
"KNNFDEDG_00568",326,183,731,421,305,670,775,350,345,881,732
"Novel00145",5,11,6,5,6,15,1,6,5,4,1
"Novel00144",0,1,1,0,1,0,0,0,0,0,0
"Novel00147",1,4,0,0,2,0,1,1,0,0,0
"KNNFDEDG_01345",1905,252,251,2132,367,308,311,2516,441,280,290
"Novel00141",4,0,1,0,0,0,0,2,0,0,0
"KNNFDEDG_01632.t00",1038,347,800,988,335,917,568,1114,410,787,574
"KNNFDEDG_00031",303,114,462,315,178,482,499,379,130,621,462
"Novel00142",7,2,0,5,1,0,0,1,0,1,3
"Novel00365",3,0,0,0,0,5,3,3,0,1,2
"Novel00364",13,15,14,9,8,24,15,13,3,15,17
"Novel00367",9,5,9,12,10,21,21,4,12,17,16
"Novel00366",4,0,3,3,0,1,6,4,0,3,1
"Novel00361",3,4,9,2,1,3,7,2,0,1,7
"Novel00360",1,7,8,6,3,3,16,4,8,4,14
"Novel00363",5,4,12,14,21,9,10,11,9,7,14
"Novel00362",25,8,13,5,22,13,28,19,11,26,20
"sRNA00016",0,0,0,0,0,0,0,0,0,0,0
"sRNA00017",0,0,0,0,2,0,0,0,0,0,2
"sRNA00015",2,0,0,0,0,2,0,0,0,5,1
"KNNFDEDG_00923.t00",4568,2623,4953,5374,3911,4021,5876,4996,4337,5004,5505
"Novel00368",60,48,44,72,77,57,89,84,116,29,89
"sRNA00010",1,2,0,1,0,0,0,0,0,0,0
"Novel00104",0,0,0,5,1,0,0,1,0,0,0
"KNNFDEDG_01665.t00",346,61,144,335,40,96,79,333,82,115,48
"KNNFDEDG_02694.t00",29,25,21,52,57,19,52,78,64,61,33
"KNNFDEDG_00565",1567,804,1562,2280,1640,1045,1715,2154,2009,1843,1347
"Novel00108",5,11,10,10,5,7,6,1,6,3,3
"KNNFDEDG_00723.t00",578,191,316,456,275,355,340,537,256,405,349
"KNNFDEDG_00083.t00",57,1077,353,137,1508,227,2710,105,2197,547,2269
"KNNFDEDG_01646",2264,967,962,2723,1324,714,494,3667,1356,888,553
"Novel00219",0,5,1,0,0,2,0,2,1,1,5
"Novel00218",0,0,0,1,0,4,0,0,5,0,0
"Novel00211",5,0,1,6,3,8,0,6,6,1,1
"Novel00210",4,1,6,2,3,0,5,4,0,1,5
"Novel00213",1,0,0,0,0,1,0,0,0,0,0
"KNNFDEDG_01893.t00",999,578,2004,1065,792,1491,1276,1110,869,1801,1594
"Novel00215",0,1,0,0,1,0,0,0,0,0,3
"Novel00214",0,0,2,1,5,0,10,0,1,2,1
"KNNFDEDG_01988.t00",59,29,15,57,18,16,22,32,27,21,23
"Novel00216",9,10,3,16,11,2,8,27,12,5,6
"KNNFDEDG_00851",8392,10537,4829,7983,12771,3909,9387,7512,15291,4819,11301
"KNNFDEDG_00850",726,708,464,1041,1358,306,972,966,1542,497,1347
"KNNFDEDG_00853",1013,512,1207,970,604,1528,1673,832,756,1551,1321
"KNNFDEDG_00852",9521,11358,4683,8160,13846,4010,9405,7121,15260,4414,11179
"KNNFDEDG_00855",278,159,577,323,148,399,509,372,225,626,564
"KNNFDEDG_02152.t00",5825,1766,1102,3932,1293,1906,625,3454,954,740,783
"KNNFDEDG_00939",524,184,339,594,137,595,689,626,205,433,569
"KNNFDEDG_00877.t00",722,474,1703,657,464,1552,1305,715,432,1579,1443
"KNNFDEDG_01637.t00",235,52,154,276,98,128,148,250,109,144,113
"KNNFDEDG_01998.t00",2280,1449,3359,1564,845,4195,1593,1482,659,2414,1615
"KNNFDEDG_02606",969,1045,1665,1322,1799,1349,3602,1305,2182,2006,4080
"KNNFDEDG_02359",155,95,255,208,83,260,168,123,108,257,183
"KNNFDEDG_00712.t00",16,13,34,117,17,3,86,94,30,32,37
"KNNFDEDG_02361.t00",167,70,613,216,105,437,366,246,124,683,315
"KNNFDEDG_02162.t00",17,4,13,33,8,8,27,29,7,11,13
"KNNFDEDG_01283.t00",2123,927,1477,1932,970,1824,1870,1854,1032,1757,1506
"KNNFDEDG_01722.t00",339,98,422,315,88,360,298,297,55,449,241
"KNNFDEDG_02244.t00",734,419,2227,641,460,3038,2983,615,408,2721,2514
"KNNFDEDG_02350",490,122,400,460,228,358,368,464,271,532,324
"KNNFDEDG_01921.t00",12,12,27,21,31,18,23,13,21,17,20
"KNNFDEDG_01625.t00",22,1,21,23,8,29,19,19,12,29,11
"KNNFDEDG_02351",264,188,398,239,216,385,462,175,227,389,472
"KNNFDEDG_02256.t00",41,2,43,53,7,23,15,39,7,31,14
"KNNFDEDG_01642",527,276,380,583,300,393,349,574,299,367,384
"KNNFDEDG_01607.t00",412,45,125,428,52,96,59,433,107,136,60
"KNNFDEDG_00432.t00",178,211,207,177,164,246,325,190,215,295,302
"KNNFDEDG_02356",101,34,216,208,61,113,234,199,82,255,179
"KNNFDEDG_02609",541,250,3143,961,776,1814,3112,981,854,3886,2586
"KNNFDEDG_02352",302,174,291,358,164,234,179,298,254,261,235
"KNNFDEDG_00081.t00",105,11,32,193,48,17,42,177,77,47,45
"KNNFDEDG_02702.t00",613,737,1590,864,1005,1355,2571,904,1107,2132,1700
"KNNFDEDG_00349.t00",59,86,57,84,53,56,64,83,60,52,59
"KNNFDEDG_02160.t00",1067,796,3173,1251,1280,2598,2562,1042,1329,3075,2705
"KNNFDEDG_02202.t00",6,7,19,9,8,11,20,22,8,19,11
"KNNFDEDG_02070.t00",54,76,182,122,65,79,209,143,96,205,169
"KNNFDEDG_01313.t00",321,213,290,356,227,296,348,349,293,352,317
"KNNFDEDG_00229.t00",80,94,115,91,63,140,157,55,44,119,114
"KNNFDEDG_01615.t00",232,100,115,163,119,197,127,144,140,140,151
"KNNFDEDG_01887.t00",130,125,126,154,102,111,138,164,155,127,137
"KNNFDEDG_01057.t00",0,0,0,1,2,1,1,0,3,0,0
"KNNFDEDG_02763.t00",119,31,38,86,28,68,38,75,24,53,45
"KNNFDEDG_00498.t00",2564,1495,1274,2178,1998,1381,1502,2109,2166,1376,1456
"KNNFDEDG_01030",3013,3245,10115,3715,4014,10325,14052,3202,4677,12617,11409
"KNNFDEDG_01439.t00",1103,472,798,1090,606,857,814,1029,605,744,820
"KNNFDEDG_00213.t00",3,0,2,5,3,1,2,3,1,0,7
"KNNFDEDG_01110.t00",861,445,895,1160,725,698,963,1195,835,970,1035
"KNNFDEDG_02745.t00",701,337,616,650,306,671,820,584,369,802,649
"KNNFDEDG_00690.t00",836,724,279,965,705,196,475,866,949,311,503
"KNNFDEDG_02424.t00",41,65,330,131,127,105,515,120,170,310,373
"KNNFDEDG_02255.t00",56,41,58,80,35,73,48,82,38,62,64
"KNNFDEDG_00865.t00",13,9,16,15,18,16,48,9,30,40,46
"KNNFDEDG_02170",4598,2173,8125,4696,2541,9616,11500,4567,2725,11909,8209
"KNNFDEDG_02172",334,49,644,395,83,449,420,366,103,539,434
"KNNFDEDG_02173",131,142,302,262,92,255,264,278,82,299,224
"KNNFDEDG_02174",18,21,59,31,17,61,57,35,25,61,42
"KNNFDEDG_02175",7,14,27,17,4,27,44,10,7,39,25
"KNNFDEDG_02176",21,16,51,43,14,85,68,42,26,72,48
"KNNFDEDG_00267.t00",692,422,1026,770,491,1280,2098,748,524,1509,1894
"KNNFDEDG_02178",3476,3710,13288,4122,5768,10218,11385,3797,6105,14165,12075
"KNNFDEDG_00018.t00",15,19,31,22,31,87,41,23,24,74,32
"KNNFDEDG_01971.t00",133,15,138,125,29,125,32,156,23,130,50
"KNNFDEDG_02358",849,223,726,3200,362,774,534,4053,396,973,706
"KNNFDEDG_02607",2441,3302,3765,2430,3907,3688,5734,2454,3942,4008,6776
"KNNFDEDG_01483",2033,1218,2714,1934,1774,3538,2763,2014,1753,3757,2593
"KNNFDEDG_02605",2287,1871,2058,2330,2593,1612,2576,2213,3126,1948,2853
"KNNFDEDG_01485",6672,4996,6514,8956,7187,6713,9383,7124,8224,8797,6776
"KNNFDEDG_01484",285,286,564,359,322,659,735,335,402,647,651
"KNNFDEDG_02600",1593,875,765,1700,1105,665,842,1588,1191,789,931
"KNNFDEDG_01486",3438,1329,2623,3625,2098,2102,1978,3452,2430,2784,1988
"KNNFDEDG_01489",11016,3570,18396,17020,4985,8357,13369,15887,6760,15015,12703
"KNNFDEDG_01488",7801,3000,10809,10236,3453,7165,7375,9457,4342,8709,7250
"KNNFDEDG_01544.t00",296,144,528,365,167,464,468,317,182,568,473
"KNNFDEDG_02353",1293,255,384,1725,459,302,289,1709,550,465,234
"KNNFDEDG_02354",1199,629,2198,1318,593,1771,1221,1510,709,1969,1590
"KNNFDEDG_02355",21,3,16,30,7,19,16,23,12,20,10
"KNNFDEDG_02608",8681,1234,942,9820,2151,1022,1563,8604,2422,1258,1414
"KNNFDEDG_02357",700,217,464,2283,189,609,318,2433,259,643,392
"KNNFDEDG_01454.t00",0,0,0,0,0,0,0,0,0,0,0
"KNNFDEDG_02272.t00",2871,1113,3590,2854,1141,2745,2893,2311,1359,3454,2537
"KNNFDEDG_00745.t00",277,189,453,392,257,424,859,381,381,717,816
"KNNFDEDG_01597",1406,1042,895,1592,1551,853,1092,1447,1770,1063,1422
"KNNFDEDG_01553",1,0,0,2,0,0,1,0,0,0,2
"KNNFDEDG_01552",6,0,3,3,3,2,0,2,2,2,0
"KNNFDEDG_02288",3961,188,66,4555,130,122,77,4676,197,80,85
"KNNFDEDG_01550",0,0,3,5,0,1,4,4,3,0,1
"KNNFDEDG_02283",2132,520,551,1642,545,815,619,1456,558,643,573
"KNNFDEDG_01559",6,18,21,9,17,11,24,5,11,9,9
"KNNFDEDG_01558",52,9,48,46,21,14,19,71,24,49,18
"KNNFDEDG_02286",7197,734,127,7895,367,148,102,6017,462,193,100
"KNNFDEDG_02287",486,42,6,838,10,5,10,798,30,11,7
"KNNFDEDG_02284",73,59,76,86,47,84,148,57,67,106,159
"KNNFDEDG_02285",2053,350,40,2633,345,34,46,1917,300,37,57
"KNNFDEDG_02121.t00",684,333,1215,761,240,1082,906,692,274,1150,702
"KNNFDEDG_02778",0,0,0,0,0,0,0,0,0,0,0
"KNNFDEDG_01145.t00",577,656,1166,1170,504,808,1281,1269,668,1403,1246
"KNNFDEDG_01413",115,49,28,120,38,29,17,117,44,25,29
"KNNFDEDG_02772",0,0,0,0,0,0,0,0,0,0,0
"KNNFDEDG_00838.t00",2332,1471,1803,2346,2533,1674,2354,1888,2756,2029,2753
"KNNFDEDG_02770",6,12,2,19,2,2,12,16,11,10,18
"KNNFDEDG_02771",0,0,1,0,0,0,1,1,0,3,0
"KNNFDEDG_02777",0,0,0,0,0,0,0,0,0,0,0
"KNNFDEDG_00871.t00",82,31,79,195,69,11,105,120,82,73,63
"KNNFDEDG_02036.t00",113,37,79,87,30,79,48,105,32,63,59
"KNNFDEDG_01380.t00",1804,908,543,1793,1159,569,637,1980,1239,713,684
"KNNFDEDG_01127",146,136,113,157,109,213,130,145,77,100,122
"KNNFDEDG_00218.t00",54,45,49,360,330,133,227,76,77,67,55
"KNNFDEDG_02715.t00",2,3,8,11,1,18,10,3,6,14,11
"KNNFDEDG_01139.t00",222,332,455,181,264,629,485,194,252,518,446
"KNNFDEDG_00999.t00",104,151,4018,251,273,1254,2937,190,467,2743,2445
"KNNFDEDG_02308.t00",348,138,769,691,391,537,1803,604,587,1160,1233
"KNNFDEDG_00734",1107,438,597,1242,572,605,782,1228,626,777,815
"KNNFDEDG_00736",445,390,238,360,378,404,329,410,339,238,288
"KNNFDEDG_00737",1214,789,745,1410,1109,852,1120,1393,1189,1112,1248
"KNNFDEDG_00730",3399,2810,1834,3393,2881,2046,1803,3269,2745,1860,1889
"KNNFDEDG_00731",7844,6029,2270,6136,4593,2571,1565,5602,4803,2142,2114
"KNNFDEDG_00732",318,113,270,444,195,201,327,404,194,360,255
"KNNFDEDG_00733",835,329,476,1009,461,473,652,957,486,591,541
"KNNFDEDG_01132.t00",0,0,0,0,0,0,0,0,0,0,0
"KNNFDEDG_01387.t00",6009,3205,3399,6693,3432,3955,7022,8011,4453,4120,7368
"KNNFDEDG_02596",66,83,56,102,93,85,104,79,113,69,153
"KNNFDEDG_00316",5847,1234,3394,7479,1943,2344,2376,6743,2311,3384,2152
"KNNFDEDG_02594",21,20,10,24,45,15,60,22,39,30,69
"KNNFDEDG_02595",55,87,45,59,109,35,88,80,81,47,116
"KNNFDEDG_02592",6,6,7,7,5,0,12,8,3,2,7
"KNNFDEDG_01150.t00",57,98,108,94,170,62,230,95,211,138,244
"KNNFDEDG_01155",7,48,10,10,89,9,16,14,159,12,20
"KNNFDEDG_01153",615,8,133,1075,29,83,42,1139,36,139,31
"KNNFDEDG_00314",3881,3723,9800,3965,4843,9469,8753,3468,5264,9946,9146
"KNNFDEDG_02598",7333,2047,1189,7935,2770,1291,2450,7209,3304,1509,2502
"KNNFDEDG_02599",610,271,353,846,489,234,406,915,621,397,458
"KNNFDEDG_01026",374,179,1058,669,457,420,1163,714,752,989,1280
"KNNFDEDG_01025",233,113,387,403,222,187,380,306,371,387,363
"KNNFDEDG_02302",6611,2684,3054,7150,2668,2721,2733,6853,3280,3303,2254
"KNNFDEDG_01023",449,771,989,544,1182,933,1236,542,1379,1162,1406
"KNNFDEDG_01022",1174,1386,2754,1373,2773,2437,2955,1423,2728,3065,3258
"KNNFDEDG_01020",1163,787,1184,1038,869,1281,1132,1035,797,1195,1147
"KNNFDEDG_00312",567,174,280,567,239,321,296,558,294,409,306
"KNNFDEDG_00287",2893,1198,1791,2821,1709,2016,2424,2734,1700,2325,2110
"KNNFDEDG_00280",380,249,506,405,208,544,298,318,269,428,405
"KNNFDEDG_00282",2199,2233,2957,1479,1965,3882,2551,1370,2050,2676,2906
"KNNFDEDG_00283",102,89,339,221,170,273,393,254,218,378,300
"KNNFDEDG_01805",13063,12335,10261,12385,18407,10750,13229,12018,20140,13092,14693
"KNNFDEDG_02392.t00",72,45,111,144,40,48,141,100,50,117,77
"KNNFDEDG_00310",5210,1043,7099,8369,1882,3814,4583,7343,2433,7054,3757
"KNNFDEDG_01803",1766,641,192,1504,643,212,280,1509,543,222,363
"KNNFDEDG_01802",23,11,15,58,42,29,16,57,42,24,29
"KNNFDEDG_00311",465,145,288,403,138,275,215,374,223,290,164
"KNNFDEDG_02314.t00",31,14,40,19,23,44,31,27,45,45,31
"KNNFDEDG_00970.t00",687,610,1733,1352,2056,975,4316,1246,2328,2338,3724
"KNNFDEDG_02717.t00",5,0,3,0,0,6,6,4,0,6,6
"KNNFDEDG_01738",27,56,47,97,92,43,112,52,125,75,101
"KNNFDEDG_00604",304,132,310,452,194,207,342,432,203,387,336
"KNNFDEDG_00605",583,284,763,881,402,613,705,952,539,954,572
"KNNFDEDG_00606",24401,12638,38137,26029,18585,25387,20207,27898,20548,33346,26764
"KNNFDEDG_00607",7382,2895,15013,10059,6055,8643,7998,10527,6442,13084,8787
"KNNFDEDG_00608",5363,2086,6855,5113,2667,6479,5002,4761,3021,6684,4384
"KNNFDEDG_01732",602,107,1442,718,173,1811,999,881,155,1620,1396
"KNNFDEDG_01731",459,104,1881,706,186,1859,1476,851,198,2337,1804
"KNNFDEDG_01730",265,63,1413,365,90,1188,852,465,124,1465,1079
"Novel00516",1,0,0,0,1,11,1,0,0,1,0
"Novel00517",137,55,193,210,131,115,176,178,147,226,138
"KNNFDEDG_02686.t00",1009,709,1354,1646,1073,778,1468,1574,1471,1549,1060
"Novel00515",7,21,1,2,4,3,3,0,5,4,1
"Novel00512",0,0,0,0,0,0,0,0,0,0,0
"Novel00513",2,1,4,2,3,0,16,0,9,8,6
"Novel00510",1,0,0,0,0,0,1,0,0,0,0
"Novel00511",0,0,0,0,0,0,0,0,0,0,0
"KNNFDEDG_00460",4599,2101,3720,5771,3147,3270,4079,5764,3623,4580,3942
"KNNFDEDG_00461",464,175,412,571,238,338,513,592,271,525,334
"KNNFDEDG_00463",1970,786,782,2641,1368,816,1236,2481,1701,1099,1050
"KNNFDEDG_00464",2519,1048,741,2316,1286,1127,1147,2142,1413,941,989
"KNNFDEDG_00465",227,123,111,370,205,93,195,326,192,160,129
"Novel00518",8,10,1,2,1,4,1,7,4,0,5
"Novel00519",13,18,8,19,24,18,16,14,26,22,27
"KNNFDEDG_00623",331,277,586,323,491,344,591,387,510,383,773
"KNNFDEDG_00190",8,4,13,13,4,3,15,15,7,15,16
"KNNFDEDG_00191",23,32,38,26,13,42,36,24,28,38,44
"KNNFDEDG_00192",18,7,20,15,18,25,18,18,32,26,34
"KNNFDEDG_00193",4,1,4,8,4,6,6,13,3,15,11
"KNNFDEDG_00194",3,9,4,3,8,4,5,13,3,7,17
"KNNFDEDG_00195",2,0,1,6,2,3,5,10,1,2,1
"KNNFDEDG_00196",40,6,14,42,11,7,18,27,18,18,12
