"gene_id","QOBWO025A5_20210322102047__S10_R1_001.bam","QOBWO026AD_20210322102047__S11_R1_001.bam","QOBWO027AL_20210322102047__S12_R1_001.bam","QOBWO028AT_20210322102047__S13_R1_001.bam","QOBWO029A3_20210322102047__S14_R1_001.bam","QOBWO030A6_20210322102047__S15_R1_001.bam","QOBWO070A0_20210322102047__S16_R1_001.bam","QOBWO071A8_20210322102047__S17_R1_001.bam","QOBWO072AG_20210322102047__S18_R1_001.bam"
"KQU62_RS04065",964,1907,1280,3305,3652,3296,2047,1163,1180
"KQU62_RS04070",2600,5053,3764,5568,6969,5961,3767,2568,2438
"KQU62_RS04075",11019,22845,15572,21623,26573,23633,16749,11096,11335
"KQU62_RS04080",611,1297,912,720,911,812,299,146,145
"KQU62_RS04085",214,324,263,564,770,678,343,195,174
"KQU62_RS04090",732,1462,1011,1772,2294,2187,1070,522,608
"KQU62_RS04095",2336,4976,3182,2923,3803,3738,1975,1116,1159
"KQU62_RS04100",4495,9198,6469,5791,7467,7026,4100,2300,2309
"KQU62_RS04105",7631,15273,9916,9510,11060,9806,7281,5417,5538
"KQU62_RS04110",0,1,0,0,0,0,1,0,0
"KQU62_RS04115",786,1606,1057,1981,2501,2509,1512,829,841
"KQU62_RS04120",466,1027,652,6137,6265,6798,3593,1883,1926
"KQU62_RS04125",2692,5396,3978,32067,36852,35652,17511,10698,11882
"KQU62_RS04130",1601,3412,2262,19161,23025,21998,10631,6695,7044
"KQU62_RS04135",2537,5052,3271,2854,3556,3287,2166,1269,1368
"KQU62_RS04140",3034,6376,4113,2854,3685,3230,2581,1748,1730
"KQU62_RS04145",2618,5894,3677,3168,3910,3729,2794,1597,1539
"KQU62_RS04150",2,9,12,7,12,17,7,4,4
"KQU62_RS04155",33,94,46,176,213,212,92,33,45
"KQU62_RS04160",0,0,0,0,0,0,0,0,0
"KQU62_RS04165",67,175,101,115,135,130,107,52,51
"KQU62_RS04170",69,163,104,663,774,739,503,241,261
"KQU62_RS04175",12,37,23,15,35,28,16,14,8
"KQU62_RS04180",47,105,32,62,53,64,28,17,20
"KQU62_RS04185",396,894,509,1279,1575,1550,1323,516,445
"KQU62_RS04190",658,1499,915,2111,2569,2411,1875,1078,973
"KQU62_RS04195",26,71,41,71,90,58,43,30,22
"KQU62_RS04200",18,31,30,83,63,30,7,48,32
"KQU62_RS04205",211,507,333,1191,1319,1265,778,279,296
"KQU62_RS04210",0,0,0,0,2,1,0,0,1
"KQU62_RS04215",70,142,82,73,89,96,50,26,38
"KQU62_RS04220",34,64,36,36,53,35,21,15,27
"KQU62_RS04225",22,42,20,53,72,56,24,16,22
"KQU62_RS04230",36,55,25,187,222,166,307,209,207
"KQU62_RS04235",49,106,66,97,151,130,94,66,75
"KQU62_RS04240",223,489,322,446,585,538,288,195,190
"KQU62_RS04245",270,620,397,2028,2557,2321,1252,679,703
"KQU62_RS04250",111,240,152,1381,1745,1681,1382,842,877
"KQU62_RS04255",34,79,51,232,260,236,80,39,26
"KQU62_RS04260",7,3,6,12,11,7,3,3,1
"KQU62_RS04265",14,26,14,59,70,59,21,12,13
"KQU62_RS04270",1660,3495,2270,1361,1460,1381,1030,476,515
"KQU62_RS04275",1080,2500,1628,1523,1680,1540,1336,635,638
"KQU62_RS04280",3252,6717,4420,2696,3276,3050,1953,1135,1182
"KQU62_RS04285",5898,12605,8179,17493,18378,16784,12105,6191,6342
"KQU62_RS04290",7959,17692,11242,21427,24881,23505,17382,8070,8783
"KQU62_RS04295",895,1829,1169,1807,1981,1828,871,619,710
"KQU62_RS04300",10470,22283,14596,18894,21101,19320,12795,6834,7003
"KQU62_RS04305",2470,5397,3475,5743,6540,6008,3620,1954,1934
"KQU62_RS04310",6430,13681,8995,13260,15755,14053,9415,5659,5540
"KQU62_RS04315",6946,14628,9805,13158,15810,14372,9571,5690,5225
"KQU62_RS04320",27714,60587,39271,58578,73320,70266,44847,23880,24974
"KQU62_RS04325",41997,86768,58503,78571,96999,88233,62599,40225,41396
"KQU62_RS04330",1474,3102,1928,3803,4190,3968,2742,1446,1550
"KQU62_RS04335",2491,5507,3552,6174,7475,7210,4506,2165,1862
"KQU62_RS04340",5370,10426,7315,9910,11662,10097,6169,4582,4871
"KQU62_RS04345",2831,5989,3737,5357,6307,5798,3443,2099,2185
"KQU62_RS04350",438,1011,635,1040,1396,1295,552,271,285
"KQU62_RS04355",3506,6605,4526,5805,6807,6309,4062,2586,2702
"KQU62_RS04360",20549,43711,28127,35324,44007,39755,27844,15855,16633
"KQU62_RS04365",8,10,13,18,14,9,13,4,11
"KQU62_RS04370",904,1822,1326,1198,1423,1418,658,358,383
"KQU62_RS04375",912,1726,1427,1284,1631,1577,735,535,460
"KQU62_RS04380",3711,7498,5908,5600,7435,6473,3651,2039,2140
"KQU62_RS04385",462,886,680,1078,2215,2228,535,308,342
"KQU62_RS04390",253,463,516,881,2860,3309,653,365,376
"KQU62_RS04395",477,910,928,1412,3915,3920,991,569,597
"KQU62_RS04400",472,826,985,1233,4124,3881,972,672,731
"KQU62_RS04405",520,960,1200,1625,4317,4319,1251,687,718
"KQU62_RS04410",2054,3397,4443,5292,9997,10676,4075,2422,2256
"KQU62_RS04415",367,657,881,933,1282,1576,670,434,447
"KQU62_RS04420",378,588,760,890,1239,1329,597,406,383
"KQU62_RS04425",67,120,139,148,233,278,138,73,76
"KQU62_RS04430",1215,2532,1700,2129,2417,2410,1903,1108,1077
"KQU62_RS04435",2567,5187,3710,2565,3139,2845,1996,1217,1296
"KQU62_RS04440",1941,4118,2820,7477,8325,7753,3750,1887,1878
"KQU62_RS04445",1025,2106,1540,3249,3570,2833,2022,1562,1486
"KQU62_RS04450",1209,2530,1607,2203,2688,2360,1435,953,899
"KQU62_RS04455",5155,10790,7008,9872,12005,10814,7252,4576,4637
"KQU62_RS04460",1103,2584,1450,11080,15661,15402,12139,6506,6674
"KQU62_RS04465",268,612,375,593,741,878,834,464,502
"KQU62_RS04470",402,788,523,719,908,842,430,271,253
"KQU62_RS04475",1101,2114,1483,1299,1883,1794,1112,688,579
"KQU62_RS04480",5097,10757,7181,6996,9153,8617,5107,2957,3170
"KQU62_RS04485",6761,14289,9682,9810,12921,11295,7310,4453,4724
"KQU62_RS04490",2666,5150,3678,3479,4515,3975,2675,1713,1628
"KQU62_RS04495",14445,29488,20454,18884,23997,19966,14597,8483,8728
"KQU62_RS04500",1677,3500,2351,3281,3871,3484,2013,1179,1251
"KQU62_RS04505",1906,4034,2593,3237,4036,3733,2589,1331,1335
"KQU62_RS04510",1802,4017,2604,2849,3565,3356,2485,1312,1263
"KQU62_RS04515",14285,27088,18647,68708,82334,64889,58139,43218,45034
"KQU62_RS04520",1253,2490,1795,1552,2088,1971,993,696,596
"KQU62_RS04525",16882,36368,24239,21036,28651,25882,15869,8541,8709
"KQU62_RS04530",2522,5360,3546,4036,4848,4295,3380,1912,2143
"KQU62_RS04535",1671,3481,2245,1871,2499,2468,1309,785,810
"KQU62_RS04540",4388,9415,6393,4129,5965,5582,2693,1628,1643
"KQU62_RS04545",8484,16794,12118,6125,8934,7738,4357,3141,3352
"KQU62_RS04550",7629,15603,11182,6519,9155,8065,4656,3109,3148
"KQU62_RS04555",6050,11427,7903,11182,13577,12962,8734,5122,5480
